,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
0,1,11:57.0,N. Batum makes 2-pt layup from 1 ft,,2,0
1,1,11:57.0,Shooting foul by K. Bazemore (drawn by N. Batum),,2,0
2,1,11:57.0,N. Batum makes free throw 1 of 1,,3,0
3,1,11:40.0,,J. Teague makes 2-pt jump shot from 19 ft (assist by P. Millsap),3,2
4,1,11:24.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,6,2
5,1,11:06.0,,P. Millsap misses 3-pt jump shot from 23 ft,6,2
6,1,11:05.0,Defensive rebound by A. Jefferson,,6,2
7,1,10:52.0,M. Williams misses 2-pt layup from 1 ft,,6,2
8,1,10:50.0,Offensive rebound by M. Williams,,6,2
9,1,10:50.0,M. Williams misses 2-pt layup from 1 ft,,6,2
10,1,10:49.0,,Defensive rebound by P. Millsap,6,2
11,1,10:42.0,,Shooting foul by K. Walker (drawn by D. Schröder),6,2
12,1,10:42.0,,D. Schröder makes free throw 1 of 2,6,3
13,1,10:42.0,,D. Schröder makes free throw 2 of 2,6,4
14,1,10:28.0,A. Jefferson misses 2-pt layup from 2 ft (block by P. Millsap),,6,4
15,1,10:26.0,,Defensive rebound by K. Bazemore,6,4
16,1,10:22.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Bazemore),6,6
17,1,10:09.0,P. Hairston misses 3-pt jump shot from 24 ft,,6,6
18,1,10:08.0,Offensive rebound by A. Jefferson,,6,6
19,1,9:53.0,A. Jefferson misses 2-pt hook shot from 10 ft,,6,6
20,1,9:51.0,,Defensive rebound by P. Millsap,6,6
21,1,9:44.0,,D. Schröder misses 2-pt layup from 1 ft,6,6
22,1,9:43.0,Defensive rebound by A. Jefferson,,6,6
23,1,9:36.0,M. Williams misses 3-pt jump shot from 23 ft,,6,6
24,1,9:34.0,Offensive rebound by N. Batum,,6,6
25,1,9:31.0,K. Walker misses 3-pt jump shot from 24 ft,,6,6
26,1,9:30.0,,Defensive rebound by K. Bazemore,6,6
27,1,9:14.0,,K. Bazemore misses 2-pt layup from 2 ft,6,6
28,1,9:12.0,,Offensive rebound by A. Horford,6,6
29,1,9:12.0,,A. Horford misses 2-pt layup at rim,6,6
30,1,9:11.0,Defensive rebound by N. Batum,,6,6
31,1,9:06.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by N. Batum),,9,6
32,1,8:53.0,,J. Teague misses 2-pt jump shot from 19 ft,9,6
33,1,8:51.0,,Offensive rebound by P. Millsap,9,6
34,1,8:51.0,,P. Millsap makes 2-pt layup at rim,9,8
35,1,8:28.0,A. Jefferson makes 2-pt layup from 2 ft,,11,8
36,1,8:13.0,,D. Schröder misses 3-pt jump shot from 24 ft,11,8
37,1,8:12.0,Defensive rebound by M. Williams,,11,8
38,1,8:05.0,Personal foul by A. Horford (drawn by N. Batum),,11,8
39,1,8:00.0,A. Jefferson misses 2-pt jump shot from 16 ft,,11,8
40,1,7:59.0,,Defensive rebound by P. Millsap,11,8
41,1,7:45.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),11,11
42,1,7:17.0,Turnover by Team (shot clock),,11,11
43,1,7:01.0,,A. Horford makes 2-pt jump shot from 19 ft,11,13
44,1,6:45.0,A. Jefferson misses 2-pt hook shot from 10 ft,,11,13
45,1,6:42.0,Offensive rebound by M. Williams,,11,13
46,1,6:42.0,M. Williams makes 2-pt layup at rim,,13,13
47,1,6:30.0,,D. Schröder misses 2-pt layup from 2 ft (block by A. Jefferson),13,13
48,1,6:28.0,Defensive rebound by K. Walker,,13,13
49,1,6:24.0,K. Walker misses 2-pt jump shot from 18 ft,,13,13
50,1,6:20.0,Offensive rebound by N. Batum,,13,13
51,1,6:20.0,N. Batum makes 2-pt layup at rim,,15,13
52,1,6:19.0,,Atlanta full timeout,15,13
53,1,6:19.0,,L. Patterson enters the game for K. Bazemore,15,13
54,1,6:19.0,,T. Splitter enters the game for D. Schröder,15,13
55,1,6:19.0,C. Zeller enters the game for M. Williams,,15,13
56,1,6:08.0,,P. Millsap makes 2-pt jump shot from 2 ft,15,15
57,1,6:08.0,,Shooting foul by P. Hairston (drawn by P. Millsap),15,15
58,1,6:08.0,,P. Millsap makes free throw 1 of 1,15,16
59,1,5:57.0,N. Batum makes 2-pt jump shot from 21 ft (assist by K. Walker),,17,16
60,1,5:36.0,,J. Teague misses 3-pt jump shot from 24 ft,17,16
61,1,5:33.0,Defensive rebound by P. Hairston,,17,16
62,1,5:25.0,Turnover by N. Batum (bad pass; steal by L. Patterson),,17,16
63,1,5:16.0,,J. Teague makes 2-pt jump shot from 11 ft,17,18
64,1,4:56.0,A. Jefferson misses 2-pt jump shot from 8 ft,,17,18
65,1,4:54.0,,Defensive rebound by A. Horford,17,18
66,1,4:46.0,,Shooting foul by A. Jefferson (drawn by T. Splitter),17,18
67,1,4:46.0,,T. Splitter makes free throw 1 of 2,17,19
68,1,4:46.0,M. Williams enters the game for P. Hairston,,17,19
69,1,4:46.0,,D. Schröder enters the game for A. Horford,17,19
70,1,4:46.0,,T. Sefolosha enters the game for J. Teague,17,19
71,1,4:46.0,,T. Splitter makes free throw 2 of 2,17,20
72,1,4:29.0,Personal foul by P. Millsap (drawn by C. Zeller),,17,20
73,1,4:21.0,A. Jefferson misses 2-pt jump shot from 9 ft,,17,20
74,1,4:18.0,,Defensive rebound by P. Millsap,17,20
75,1,4:06.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Sefolosha),17,22
76,1,3:55.0,K. Walker makes 2-pt jump shot from 11 ft,,19,22
77,1,3:38.0,,Turnover by L. Patterson (bad pass; steal by C. Zeller),19,22
78,1,3:25.0,N. Batum makes 3-pt jump shot from 24 ft,,22,22
79,1,3:15.0,,Shooting foul by C. Zeller (drawn by P. Millsap),22,22
80,1,3:15.0,,P. Millsap makes free throw 1 of 2,22,23
81,1,3:15.0,S. Hawes enters the game for A. Jefferson,,22,23
82,1,3:15.0,,P. Millsap makes free throw 2 of 2,22,24
83,1,3:06.0,Turnover by K. Walker (lost ball; steal by P. Millsap),,22,24
84,1,2:49.0,,L. Patterson misses 3-pt jump shot from 24 ft,22,24
85,1,2:48.0,Defensive rebound by M. Williams,,22,24
86,1,2:34.0,C. Zeller misses 2-pt jump shot from 17 ft,,22,24
87,1,2:33.0,,Defensive rebound by T. Sefolosha,22,24
88,1,2:19.0,,Turnover by P. Millsap (bad pass; steal by S. Hawes),22,24
89,1,2:10.0,Turnover by N. Batum (traveling),,22,24
90,1,2:10.0,J. Lin enters the game for N. Batum,,22,24
91,1,2:10.0,J. Lamb enters the game for K. Walker,,22,24
92,1,2:06.0,Charlotte full timeout,,22,24
93,1,1:51.0,,T. Splitter misses 2-pt hook shot from 5 ft,22,24
94,1,1:50.0,,Offensive rebound by T. Sefolosha,22,24
95,1,1:50.0,,T. Sefolosha misses 2-pt layup from 3 ft,22,24
96,1,1:49.0,Defensive rebound by J. Lamb,,22,24
97,1,1:36.0,C. Zeller misses 2-pt layup from 1 ft,,22,24
98,1,1:35.0,,Defensive rebound by T. Splitter,22,24
99,1,1:30.0,,T. Splitter makes 2-pt layup from 1 ft (assist by P. Millsap),22,26
100,1,1:30.0,,Shooting foul by C. Zeller (drawn by T. Splitter),22,26
101,1,1:30.0,,A. Horford enters the game for P. Millsap,22,26
102,1,1:30.0,,T. Splitter makes free throw 1 of 1,22,27
103,1,1:17.0,Shooting foul by T. Sefolosha (drawn by S. Hawes),,22,27
104,1,1:17.0,S. Hawes misses free throw 1 of 2,,22,27
105,1,1:17.0,Offensive rebound by Team,,22,27
106,1,1:17.0,,M. Scott enters the game for T. Splitter,22,27
107,1,1:17.0,S. Hawes misses free throw 2 of 2,,22,27
108,1,1:16.0,,Defensive rebound by T. Sefolosha,22,27
109,1,1:03.0,,A. Horford misses 2-pt jump shot from 17 ft,22,27
110,1,1:02.0,Defensive rebound by M. Williams,,22,27
111,1,0:45.0,M. Williams misses 2-pt jump shot from 19 ft,,22,27
112,1,0:44.0,,Defensive rebound by D. Schröder,22,27
113,1,0:29.0,,Turnover by D. Schröder (lost ball; steal by S. Hawes),22,27
114,1,0:08.0,M. Williams misses 3-pt jump shot from 24 ft,,22,27
115,1,0:05.0,,Defensive rebound by D. Schröder,22,27
116,1,0:00.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),22,29
117,2,11:49.0,,Turnover by J. Teague (lost ball; steal by J. Lin),22,29
118,2,11:33.0,J. Lamb misses 2-pt jump shot from 17 ft,,22,29
119,2,11:32.0,,Defensive rebound by A. Horford,22,29
120,2,11:11.0,,J. Teague makes 2-pt jump shot from 5 ft,22,31
121,2,10:59.0,J. Lin misses 3-pt jump shot from 24 ft,,22,31
122,2,10:58.0,,Defensive rebound by K. Bazemore,22,31
123,2,10:51.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),22,34
124,2,10:41.0,Charlotte full timeout,,22,34
125,2,10:35.0,Offensive foul by S. Hawes (drawn by J. Teague),,22,34
126,2,10:35.0,Turnover by S. Hawes (offensive foul),,22,34
127,2,10:25.0,,M. Scott misses 2-pt jump shot from 12 ft,22,34
128,2,10:24.0,Defensive rebound by J. Lin,,22,34
129,2,10:15.0,,Loose ball foul by K. Bazemore (drawn by J. Lin),22,34
130,2,10:02.0,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lin),,24,34
131,2,10:02.0,Shooting foul by M. Scott (drawn by C. Zeller),,24,34
132,2,10:02.0,C. Zeller makes free throw 1 of 1,,25,34
133,2,9:39.0,,T. Sefolosha makes 2-pt jump shot from 17 ft (assist by A. Horford),25,36
134,2,9:14.0,Turnover by M. Williams (lost ball),,25,36
135,2,9:14.0,F. Kaminsky enters the game for C. Zeller,,25,36
136,2,9:09.0,,T. Sefolosha misses 2-pt layup from 1 ft,25,36
137,2,9:08.0,Defensive rebound by M. Williams,,25,36
138,2,8:57.0,J. Lamb makes 2-pt jump shot from 17 ft (assist by S. Hawes),,27,36
139,2,8:42.0,,Shooting foul by S. Hawes (drawn by K. Bazemore),27,36
140,2,8:42.0,,K. Bazemore makes free throw 1 of 2,27,37
141,2,8:42.0,,T. Splitter enters the game for A. Horford,27,37
142,2,8:42.0,,L. Patterson enters the game for T. Sefolosha,27,37
