,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
27,1,7:33.0,Shooting foul by G. Harris (drawn by A. Wiggins),,8,8
28,1,7:33.0,A. Wiggins makes free throw 1 of 2,,9,8
29,1,7:33.0,N. Bjelica enters the game for K. Garnett,,9,8
30,1,7:33.0,A. Wiggins makes free throw 2 of 2,,10,8
31,1,7:14.0,,G. Harris makes 2-pt jump shot from 21 ft (assist by E. Mudiay),10,10
32,1,6:59.0,Turnover by A. Wiggins (lost ball; steal by G. Harris),,10,10
33,1,6:54.0,,Turnover by D. Gallinari (bad pass),10,10
34,1,6:54.0,Minnesota full timeout,,10,10
35,1,6:42.0,A. Wiggins makes 2-pt layup from 2 ft,,12,10
36,1,6:42.0,Shooting foul by G. Harris (drawn by A. Wiggins),,12,10
37,1,6:42.0,,W. Barton enters the game for G. Harris,12,10
38,1,6:42.0,A. Wiggins makes free throw 1 of 1,,13,10
39,1,6:30.0,,W. Barton misses 2-pt jump shot from 18 ft (block by A. Wiggins),13,10
40,1,6:28.0,Defensive rebound by K. Towns,,13,10
41,1,6:18.0,A. Wiggins misses 2-pt jump shot from 15 ft,,13,10
42,1,6:17.0,,Defensive rebound by E. Mudiay,13,10
43,1,6:10.0,,E. Mudiay misses 2-pt layup from 1 ft (block by K. Towns),13,10
44,1,6:09.0,Defensive rebound by T. Prince,,13,10
45,1,5:56.0,K. Towns misses 2-pt jump shot from 6 ft,,13,10
46,1,5:55.0,,Defensive rebound by K. Faried,13,10
47,1,5:43.0,,J. Lauvergne misses 2-pt jump shot from 6 ft (block by K. Towns),13,10
48,1,5:41.0,,Offensive rebound by K. Faried,13,10
49,1,5:35.0,,E. Mudiay misses 2-pt jump shot from 17 ft,13,10
50,1,5:34.0,,Offensive rebound by Team,13,10
51,1,5:34.0,,Turnover by Team (shot clock),13,10
52,1,5:34.0,K. Martin enters the game for T. Prince,,13,10
53,1,5:34.0,,R. Foye enters the game for J. Lauvergne,13,10
54,1,5:19.0,A. Wiggins misses 2-pt jump shot from 11 ft,,13,10
55,1,5:18.0,,Defensive rebound by K. Faried,13,10
56,1,4:58.0,,K. Faried misses 2-pt jump shot from 8 ft,13,10
57,1,4:57.0,Defensive rebound by K. Martin,,13,10
58,1,4:54.0,Turnover by K. Martin (bad pass; steal by K. Faried),,13,10
59,1,4:50.0,,K. Faried makes 2-pt layup at rim,13,12
60,1,4:38.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,15,12
61,1,4:38.0,,Denver full timeout,15,12
62,1,4:38.0,,J. Nelson enters the game for E. Mudiay,15,12
63,1,4:38.0,S. Muhammad enters the game for K. Towns,,15,12
64,1,4:38.0,G. Dieng enters the game for A. Wiggins,,15,12
65,1,4:18.0,,D. Gallinari misses 3-pt jump shot from 25 ft,15,12
66,1,4:17.0,Defensive rebound by S. Muhammad,,15,12
67,1,4:03.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by K. Martin),,18,12
68,1,3:44.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),18,14
69,1,3:29.0,,Violation by K. Faried (def goaltending),18,14
70,1,3:29.0,S. Muhammad makes 2-pt jump shot from 6 ft,,20,14
71,1,3:19.0,,Personal foul by R. Rubio (drawn by J. Nelson),20,14
72,1,3:13.0,Z. LaVine enters the game for R. Rubio,,20,14
73,1,3:13.0,,D. Arthur enters the game for K. Faried,20,14
74,1,3:13.0,,Turnover by R. Foye (bad pass),20,14
75,1,2:56.0,K. Martin misses 2-pt jump shot from 7 ft,,20,14
76,1,2:54.0,,Defensive rebound by D. Arthur,20,14
77,1,2:47.0,,R. Foye misses 3-pt jump shot from 25 ft,20,14
78,1,2:46.0,Defensive rebound by N. Bjelica,,20,14
79,1,2:35.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by Z. LaVine),,22,14
80,1,2:22.0,,J. Nelson misses 3-pt jump shot from 25 ft,22,14
81,1,2:20.0,Defensive rebound by K. Martin,,22,14
82,1,2:10.0,K. Martin misses 2-pt jump shot from 22 ft,,22,14
83,1,2:09.0,,Defensive rebound by D. Gallinari,22,14
84,1,2:04.0,,D. Gallinari misses 2-pt jump shot from 3 ft (block by G. Dieng),22,14
85,1,2:03.0,Defensive rebound by Team,,22,14
86,1,1:52.0,Shooting foul by J. Nelson (drawn by K. Martin),,22,14
87,1,1:52.0,K. Martin makes free throw 1 of 2,,23,14
88,1,1:52.0,K. Martin makes free throw 2 of 2,,24,14
89,1,1:38.0,,W. Barton misses 2-pt jump shot from 4 ft,24,14
90,1,1:37.0,Defensive rebound by N. Bjelica,,24,14
91,1,1:30.0,,Offensive charge foul by S. Muhammad (drawn by D. Gallinari),24,14
92,1,1:30.0,Turnover by S. Muhammad (offensive foul),,24,14
93,1,1:19.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Nelson),24,16
94,1,1:01.0,Def 3 sec tech foul by D. Arthur,,24,16
95,1,1:01.0,K. Martin misses technical free throw,,24,16
96,1,1:01.0,Offensive rebound by Team,,24,16
97,1,0:56.0,K. Martin misses 2-pt dunk at rim (block by W. Barton),,24,16
98,1,0:54.0,,Defensive rebound by D. Arthur,24,16
99,1,0:46.0,,R. Foye misses 3-pt jump shot from 27 ft,24,16
100,1,0:45.0,Defensive rebound by N. Bjelica,,24,16
101,1,0:33.0,Z. LaVine misses 3-pt jump shot from 25 ft,,24,16
102,1,0:32.0,,Defensive rebound by D. Arthur,24,16
103,1,0:14.0,,J. Nelson misses 2-pt jump shot from 3 ft,24,16
104,1,0:13.0,,Offensive rebound by D. Arthur,24,16
105,1,0:12.0,,Turnover by D. Arthur (bad pass),24,16
106,1,0:01.0,Z. LaVine makes 2-pt jump shot from 15 ft,,26,16
107,2,11:45.0,K. Martin makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,29,16
108,2,11:24.0,,D. Gallinari misses 3-pt jump shot from 26 ft,29,16
109,2,11:23.0,Defensive rebound by G. Dieng,,29,16
110,2,11:06.0,Turnover by K. Martin (lost ball; steal by J. Nelson),,29,16
111,2,11:03.0,,Shooting foul by S. Muhammad (drawn by W. Barton),29,16
112,2,11:03.0,,W. Barton makes free throw 1 of 2,29,17
113,2,11:03.0,,N. Jokić enters the game for D. Gallinari,29,17
114,2,11:03.0,,W. Barton makes free throw 2 of 2,29,18
115,2,10:48.0,Z. LaVine makes 2-pt hook shot from 3 ft,,31,18
116,2,10:35.0,,Turnover by N. Jokić (lost ball; steal by K. Martin),31,18
117,2,10:23.0,S. Muhammad misses 3-pt jump shot from 23 ft,,31,18
118,2,10:22.0,,Defensive rebound by D. Arthur,31,18
119,2,10:08.0,,D. Arthur makes 3-pt jump shot from 27 ft (assist by J. Nelson),31,21
120,2,9:35.0,G. Dieng misses 2-pt jump shot from 21 ft,,31,21
121,2,9:34.0,,Defensive rebound by N. Jokić,31,21
122,2,9:26.0,,J. Nelson misses 2-pt jump shot from 6 ft,31,21
123,2,9:25.0,Defensive rebound by N. Bjelica,,31,21
124,2,9:12.0,Turnover by Z. LaVine (bad pass),,31,21
125,2,9:12.0,,E. Mudiay enters the game for R. Foye,31,21
126,2,9:03.0,,Turnover by E. Mudiay (traveling),31,21
127,2,9:03.0,Minnesota full timeout,,31,21
128,2,9:03.0,K. Towns enters the game for G. Dieng,,31,21
129,2,8:52.0,S. Muhammad misses 2-pt jump shot from 7 ft,,31,21
130,2,8:52.0,,Defensive rebound by N. Jokić,31,21
131,2,8:45.0,,Shooting foul by Z. LaVine (drawn by E. Mudiay),31,21
132,2,8:45.0,,E. Mudiay misses free throw 1 of 2,31,21
133,2,8:45.0,,Offensive rebound by Team,31,21
134,2,8:45.0,,E. Mudiay makes free throw 2 of 2,31,22
135,2,8:34.0,Personal foul by N. Jokić (drawn by Z. LaVine),,31,22
136,2,8:34.0,A. Wiggins enters the game for S. Muhammad,,31,22
137,2,8:24.0,Shooting foul by W. Barton (drawn by A. Wiggins),,31,22
138,2,8:24.0,A. Wiggins misses free throw 1 of 2,,31,22
139,2,8:24.0,Offensive rebound by Team,,31,22
140,2,8:24.0,A. Wiggins misses free throw 2 of 2,,31,22
141,2,8:23.0,,Defensive rebound by D. Arthur,31,22
142,2,8:07.0,,E. Mudiay makes 3-pt jump shot from 25 ft,31,25
143,2,7:46.0,K. Towns makes 2-pt layup from 1 ft,,33,25
144,2,7:31.0,,N. Jokić makes 2-pt hook shot from 6 ft,33,27
145,2,7:18.0,Shooting block foul by D. Arthur (drawn by N. Bjelica),,33,27
146,2,7:18.0,N. Bjelica misses free throw 1 of 3,,33,27
147,2,7:18.0,Offensive rebound by Team,,33,27
148,2,7:18.0,N. Bjelica misses free throw 2 of 3,,33,27
149,2,7:18.0,Offensive rebound by Team,,33,27
150,2,7:18.0,,K. Faried enters the game for D. Arthur,33,27
151,2,7:18.0,,D. Gallinari enters the game for W. Barton,33,27
152,2,7:18.0,T. Prince enters the game for K. Martin,,33,27
153,2,7:18.0,N. Bjelica misses free throw 3 of 3,,33,27
154,2,7:18.0,,Defensive rebound by K. Faried,33,27
155,2,7:07.0,,K. Faried misses 2-pt hook shot from 6 ft,33,27
156,2,7:05.0,,Offensive rebound by K. Faried,33,27
157,2,7:02.0,,Turnover by K. Faried (lost ball; steal by T. Prince),33,27
158,2,6:46.0,Z. LaVine misses 2-pt layup from 2 ft,,33,27
159,2,6:45.0,Offensive rebound by K. Towns,,33,27
160,2,6:43.0,K. Towns misses 2-pt jump shot from 5 ft,,33,27
161,2,6:42.0,Offensive rebound by K. Towns,,33,27
162,2,6:41.0,Turnover by Z. LaVine (3 sec),,33,27
163,2,6:27.0,,N. Jokić misses 2-pt layup from 2 ft,33,27
164,2,6:26.0,Defensive rebound by K. Towns,,33,27
165,2,6:21.0,Personal foul by K. Faried (drawn by A. Wiggins),,33,27
166,2,6:21.0,R. Rubio enters the game for Z. LaVine,,33,27
167,2,6:21.0,,J. Lauvergne enters the game for N. Jokić,33,27
168,2,6:07.0,A. Wiggins misses 2-pt jump shot from 5 ft,,33,27
169,2,6:05.0,,Defensive rebound by J. Lauvergne,33,27
170,2,6:02.0,,Shooting foul by N. Bjelica (drawn by K. Faried),33,27
171,2,6:02.0,,K. Faried misses free throw 1 of 2,33,27
172,2,6:02.0,,Offensive rebound by Team,33,27
173,2,6:02.0,K. Garnett enters the game for N. Bjelica,,33,27
174,2,6:02.0,,K. Faried makes free throw 2 of 2,33,28
175,2,5:48.0,K. Towns misses 2-pt jump shot from 17 ft,,33,28
176,2,5:47.0,Offensive rebound by R. Rubio,,33,28
177,2,5:43.0,K. Towns misses 2-pt jump shot from 5 ft (block by E. Mudiay),,33,28
178,2,5:42.0,,Defensive rebound by Team,33,28
179,2,5:42.0,Official timeout,,33,28
180,2,5:27.0,,D. Gallinari misses 2-pt jump shot from 21 ft,33,28
181,2,5:26.0,Defensive rebound by K. Towns,,33,28
182,2,5:10.0,K. Towns misses 2-pt jump shot from 20 ft,,33,28
183,2,5:09.0,,Defensive rebound by K. Faried,33,28
184,2,5:02.0,,E. Mudiay misses 2-pt jump shot from 19 ft,33,28
185,2,5:01.0,Defensive rebound by K. Towns,,33,28
186,2,4:57.0,Shooting block foul by D. Gallinari (drawn by K. Towns),,33,28
187,2,4:57.0,K. Towns makes free throw 1 of 2,,34,28
188,2,4:57.0,K. Towns makes free throw 2 of 2,,35,28
189,2,4:33.0,,J. Nelson misses 3-pt jump shot from 26 ft,35,28
190,2,4:32.0,,Offensive rebound by K. Faried,35,28
191,2,4:26.0,,Shooting foul by K. Garnett (drawn by D. Gallinari),35,28
192,2,4:26.0,,D. Gallinari makes free throw 1 of 2,35,29
193,2,4:26.0,,D. Gallinari makes free throw 2 of 2,35,30
194,2,4:09.0,A. Wiggins misses 2-pt layup from 2 ft (block by E. Mudiay),,35,30
195,2,4:08.0,,Defensive rebound by E. Mudiay,35,30
196,2,4:02.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by J. Lauvergne),35,32
197,2,3:46.0,A. Wiggins misses 2-pt dunk at rim,,35,32
198,2,3:46.0,Offensive rebound by K. Garnett,,35,32
199,2,3:40.0,T. Prince misses 3-pt jump shot from 22 ft,,35,32
200,2,3:40.0,,Defensive rebound by K. Faried,35,32
201,2,3:29.0,,J. Nelson misses 2-pt layup from 2 ft,35,32
202,2,3:28.0,Defensive rebound by K. Towns,,35,32
203,2,3:28.0,Personal foul by J. Lauvergne (drawn by R. Rubio),,35,32
204,2,3:28.0,,Technical foul by K. Faried,35,32
205,2,3:28.0,R. Rubio makes technical free throw,,36,32
206,2,3:28.0,R. Rubio makes free throw 1 of 2,,37,32
207,2,3:28.0,,G. Harris enters the game for J. Nelson,37,32
208,2,3:28.0,R. Rubio makes free throw 2 of 2,,38,32
209,2,3:16.0,,K. Faried misses 2-pt jump shot from 19 ft,38,32
210,2,3:16.0,,Offensive rebound by Team,38,32
211,2,3:16.0,Loose ball foul by K. Towns (drawn by J. Lauvergne),,38,32
212,2,3:16.0,,J. Lauvergne makes free throw 1 of 2,38,33
213,2,3:16.0,,J. Lauvergne makes free throw 2 of 2,38,34
214,2,3:07.0,Turnover by R. Rubio (dbl dribble),,38,34
215,2,3:07.0,,D. Arthur enters the game for J. Lauvergne,38,34
216,2,2:51.0,,Turnover by G. Harris (step out of bounds),38,34
217,2,2:51.0,,Denver full timeout,38,34
218,2,2:34.0,A. Wiggins makes 2-pt jump shot from 6 ft,,40,34
219,2,2:12.0,,D. Arthur misses 2-pt jump shot from 19 ft,40,34
220,2,2:11.0,Defensive rebound by A. Wiggins,,40,34
221,2,1:56.0,Turnover by A. Wiggins (lost ball; steal by E. Mudiay),,40,34
222,2,1:51.0,,E. Mudiay makes 2-pt dunk at rim,40,36
223,2,1:33.0,K. Garnett makes 2-pt layup from 2 ft (assist by K. Towns),,42,36
224,2,1:20.0,,G. Harris misses 3-pt jump shot from 26 ft,42,36
225,2,1:19.0,Defensive rebound by K. Garnett,,42,36
226,2,1:08.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,44,36
227,2,1:08.0,,Denver full timeout,44,36
228,2,1:08.0,,W. Barton enters the game for G. Harris,44,36
229,2,1:08.0,Z. LaVine enters the game for R. Rubio,,44,36
230,2,1:08.0,K. Martin enters the game for A. Wiggins,,44,36
231,2,0:55.0,,Personal foul by T. Prince (drawn by K. Faried),44,36
232,2,0:55.0,,K. Faried makes free throw 1 of 2,44,37
233,2,0:55.0,,K. Faried makes free throw 2 of 2,44,38
234,2,0:42.0,Turnover by Z. LaVine (bad pass; steal by E. Mudiay),,44,38
235,2,0:33.0,,D. Gallinari misses 2-pt layup from 2 ft,44,38
236,2,0:32.0,Defensive rebound by Z. LaVine,,44,38
237,2,0:28.0,Shooting foul by D. Arthur (drawn by K. Martin),,44,38
238,2,0:28.0,K. Martin makes free throw 1 of 3,,45,38
239,2,0:28.0,K. Martin makes free throw 2 of 3,,46,38
240,2,0:28.0,K. Martin makes free throw 3 of 3,,47,38
241,2,0:09.0,,Personal foul by Z. LaVine (drawn by E. Mudiay),47,38
242,2,0:09.0,,E. Mudiay misses free throw 1 of 2,47,38
243,2,0:09.0,,Offensive rebound by Team,47,38
244,2,0:09.0,,N. Jokić enters the game for D. Arthur,47,38
245,2,0:09.0,,E. Mudiay makes free throw 2 of 2,47,39
246,2,0:02.0,Z. LaVine makes 2-pt jump shot from 5 ft,,49,39
247,2,0:00.0,,E. Mudiay misses 3-pt jump shot from 62 ft,49,39
248,2,0:00.0,,Offensive rebound by Team,49,39
249,3,11:42.0,K. Towns makes 2-pt jump shot from 19 ft (assist by T. Prince),,51,39
250,3,11:17.0,,D. Gallinari misses 2-pt jump shot from 17 ft,51,39
251,3,11:16.0,Defensive rebound by K. Towns,,51,39
252,3,11:10.0,Shooting foul by E. Mudiay (drawn by R. Rubio),,51,39
253,3,11:10.0,R. Rubio makes free throw 1 of 2,,52,39
254,3,11:10.0,R. Rubio makes free throw 2 of 2,,53,39
255,3,10:45.0,,D. Gallinari makes 2-pt jump shot from 21 ft,53,41
256,3,10:29.0,Shooting foul by G. Harris (drawn by A. Wiggins),,53,41
257,3,10:29.0,A. Wiggins makes free throw 1 of 2,,54,41
258,3,10:29.0,A. Wiggins makes free throw 2 of 2,,55,41
259,3,10:16.0,,J. Lauvergne misses 2-pt jump shot from 3 ft,55,41
260,3,10:13.0,,Offensive rebound by K. Faried,55,41
261,3,10:13.0,,K. Faried makes 2-pt layup from 2 ft,55,43
262,3,9:51.0,R. Rubio misses 3-pt jump shot from 25 ft,,55,43
263,3,9:50.0,,Defensive rebound by K. Faried,55,43
264,3,9:41.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by J. Lauvergne),55,46
265,3,9:25.0,A. Wiggins misses 3-pt jump shot from 25 ft,,55,46
266,3,9:25.0,,Defensive rebound by K. Faried,55,46
267,3,9:19.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by E. Mudiay),55,48
268,3,8:59.0,K. Towns makes 2-pt layup from 1 ft,,57,48
269,3,8:59.0,Shooting foul by J. Lauvergne (drawn by K. Towns),,57,48
270,3,8:59.0,K. Towns makes free throw 1 of 1,,58,48
271,3,8:51.0,,E. Mudiay misses 2-pt layup from 1 ft,58,48
272,3,8:50.0,,Offensive rebound by Team,58,48
273,3,8:39.0,,D. Gallinari misses 2-pt jump shot from 22 ft,58,48
274,3,8:39.0,Defensive rebound by K. Towns,,58,48
275,3,8:23.0,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),,60,48
276,3,8:01.0,,G. Harris misses 2-pt jump shot from 19 ft,60,48
277,3,8:01.0,,Offensive rebound by Team,60,48
278,3,8:01.0,Loose ball foul by K. Towns (drawn by J. Lauvergne),,60,48
279,3,7:55.0,,E. Mudiay misses 3-pt jump shot from 26 ft,60,48
280,3,7:54.0,Defensive rebound by K. Towns,,60,48
281,3,7:49.0,Shooting foul by D. Gallinari (drawn by K. Garnett),,60,48
282,3,7:49.0,K. Garnett makes free throw 1 of 2,,61,48
283,3,7:49.0,K. Garnett makes free throw 2 of 2,,62,48
284,3,7:44.0,,Denver full timeout,62,48
285,3,7:36.0,,K. Faried misses 2-pt layup from 1 ft,62,48
286,3,7:35.0,,Offensive rebound by J. Lauvergne,62,48
287,3,7:35.0,,J. Lauvergne makes 2-pt layup from 1 ft,62,50
288,3,7:23.0,Turnover by A. Wiggins (traveling),,62,50
289,3,7:03.0,,G. Harris misses 2-pt layup from 1 ft,62,50
290,3,7:02.0,,Offensive rebound by G. Harris,62,50
291,3,7:02.0,,G. Harris misses 2-pt layup from 1 ft,62,50
292,3,7:00.0,Defensive rebound by K. Garnett,,62,50
293,3,6:52.0,T. Prince misses 3-pt jump shot from 24 ft,,62,50
294,3,6:51.0,Offensive rebound by A. Wiggins,,62,50
295,3,6:41.0,K. Garnett misses 2-pt jump shot from 20 ft,,62,50
296,3,6:40.0,,Defensive rebound by J. Lauvergne,62,50
297,3,6:37.0,,Turnover by E. Mudiay (bad pass; steal by K. Garnett),62,50
298,3,6:34.0,,Offensive charge foul by A. Wiggins (drawn by D. Gallinari),62,50
299,3,6:34.0,Turnover by A. Wiggins (offensive foul),,62,50
300,3,6:12.0,,J. Lauvergne misses 3-pt jump shot from 26 ft,62,50
301,3,6:11.0,Defensive rebound by K. Towns,,62,50
302,3,6:00.0,R. Rubio misses 2-pt jump shot from 17 ft,,62,50
303,3,5:57.0,Offensive rebound by A. Wiggins,,62,50
304,3,5:57.0,A. Wiggins makes 2-pt layup from 2 ft,,64,50
305,3,5:41.0,,E. Mudiay misses 2-pt jump shot from 16 ft,64,50
306,3,5:40.0,,Offensive rebound by J. Lauvergne,64,50
307,3,5:35.0,,J. Lauvergne makes 2-pt hook shot from 3 ft,64,52
308,3,5:25.0,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),,66,52
309,3,5:25.0,,Denver full timeout,66,52
310,3,5:25.0,,D. Arthur enters the game for J. Lauvergne,66,52
311,3,5:25.0,N. Bjelica enters the game for K. Garnett,,66,52
312,3,5:14.0,,Turnover by E. Mudiay (bad pass; steal by T. Prince),66,52
313,3,5:09.0,K. Towns makes 2-pt jump shot from 10 ft (assist by R. Rubio),,68,52
314,3,5:09.0,Shooting block foul by D. Gallinari (drawn by K. Towns),,68,52
315,3,5:09.0,,J. Nelson enters the game for E. Mudiay,68,52
316,3,5:09.0,,W. Barton enters the game for G. Harris,68,52
317,3,5:09.0,K. Towns makes free throw 1 of 1,,69,52
318,3,4:49.0,,D. Gallinari misses 2-pt jump shot from 3 ft (block by K. Towns),69,52
319,3,4:47.0,Defensive rebound by R. Rubio,,69,52
320,3,4:41.0,K. Towns makes 2-pt jump shot from 21 ft (assist by N. Bjelica),,71,52
321,3,4:25.0,,K. Faried misses 2-pt hook shot from 4 ft,71,52
322,3,4:23.0,Defensive rebound by R. Rubio,,71,52
323,3,4:23.0,Personal foul by D. Arthur (drawn by R. Rubio),,71,52
324,3,4:23.0,R. Rubio makes free throw 1 of 2,,72,52
325,3,4:23.0,G. Dieng enters the game for K. Towns,,72,52
326,3,4:23.0,,N. Jokić enters the game for K. Faried,72,52
327,3,4:23.0,R. Rubio makes free throw 2 of 2,,73,52
328,3,4:11.0,,W. Barton makes 2-pt jump shot from 3 ft (assist by D. Arthur),73,54
329,3,4:11.0,,Shooting foul by N. Bjelica (drawn by W. Barton),73,54
330,3,4:11.0,Z. LaVine enters the game for R. Rubio,,73,54
331,3,4:11.0,,W. Barton makes free throw 1 of 1,73,55
332,3,3:54.0,Personal foul by D. Gallinari (drawn by A. Wiggins),,73,55
333,3,3:54.0,A. Wiggins makes free throw 1 of 2,,74,55
334,3,3:54.0,K. Martin enters the game for T. Prince,,74,55
335,3,3:54.0,A. Wiggins makes free throw 2 of 2,,75,55
336,3,3:39.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),75,58
337,3,3:37.0,Minnesota full timeout,,75,58
338,3,3:37.0,S. Muhammad enters the game for A. Wiggins,,75,58
339,3,3:31.0,K. Martin makes 2-pt jump shot from 21 ft (assist by Z. LaVine),,77,58
340,3,3:09.0,,D. Arthur misses 2-pt jump shot from 16 ft,77,58
341,3,3:09.0,Defensive rebound by Z. LaVine,,77,58
342,3,3:02.0,Turnover by Z. LaVine (traveling),,77,58
343,3,2:46.0,,D. Gallinari makes 2-pt dunk at rim,77,60
344,3,2:24.0,G. Dieng misses 2-pt jump shot from 19 ft,,77,60
345,3,2:23.0,,Defensive rebound by W. Barton,77,60
346,3,2:10.0,,D. Gallinari misses 3-pt jump shot from 25 ft,77,60
347,3,2:09.0,,Offensive rebound by D. Arthur,77,60
348,3,2:06.0,,W. Barton misses 3-pt jump shot from 25 ft,77,60
349,3,2:05.0,Defensive rebound by N. Bjelica,,77,60
350,3,1:58.0,S. Muhammad misses 3-pt jump shot from 25 ft,,77,60
351,3,1:57.0,,Defensive rebound by Team,77,60
352,3,1:57.0,,M. Miller enters the game for D. Gallinari,77,60
353,3,1:45.0,,J. Nelson makes 3-pt jump shot from 25 ft,77,63
354,3,1:22.0,Z. LaVine misses 2-pt jump shot from 19 ft,,77,63
355,3,1:20.0,,Defensive rebound by J. Nelson,77,63
356,3,1:14.0,,J. Nelson misses 3-pt jump shot from 25 ft,77,63
357,3,1:13.0,Defensive rebound by N. Bjelica,,77,63
358,3,1:00.0,N. Bjelica misses 2-pt layup from 2 ft,,77,63
359,3,0:58.0,,Defensive rebound by N. Jokić,77,63
360,3,0:48.0,,D. Arthur misses 2-pt jump shot from 17 ft,77,63
361,3,0:47.0,,Offensive rebound by Team,77,63
362,3,0:47.0,Loose ball foul by G. Dieng (drawn by N. Jokić),,77,63
363,3,0:35.0,,M. Miller misses 3-pt jump shot from 24 ft,77,63
364,3,0:34.0,Defensive rebound by K. Martin,,77,63
365,3,0:13.0,Turnover by G. Dieng (lost ball; steal by W. Barton),,77,63
366,3,0:08.0,,W. Barton misses 3-pt jump shot from 39 ft,77,63
367,3,0:06.0,Defensive rebound by Z. LaVine,,77,63
368,3,0:05.0,Shooting foul by N. Jokić (drawn by Z. LaVine),,77,63
369,3,0:05.0,Z. LaVine makes free throw 1 of 2,,78,63
370,3,0:05.0,Z. LaVine makes free throw 2 of 2,,79,63
371,4,11:48.0,,Shooting foul by S. Muhammad (drawn by W. Barton),79,63
372,4,11:48.0,,W. Barton makes free throw 1 of 2,79,64
373,4,11:48.0,,W. Barton makes free throw 2 of 2,79,65
374,4,11:34.0,K. Martin misses 2-pt jump shot from 15 ft,,79,65
375,4,11:32.0,,Defensive rebound by N. Jokić,79,65
376,4,11:23.0,,D. Arthur misses 3-pt jump shot from 23 ft,79,65
377,4,11:23.0,Defensive rebound by Z. LaVine,,79,65
378,4,11:18.0,Turnover by N. Bjelica (bad pass; steal by W. Barton),,79,65
379,4,11:13.0,,Personal take foul by N. Bjelica (drawn by W. Barton),79,65
380,4,11:05.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Arthur),79,67
381,4,10:42.0,Shooting foul by J. Nelson (drawn by Z. LaVine),,79,67
382,4,10:42.0,Z. LaVine makes free throw 1 of 2,,80,67
383,4,10:42.0,K. Towns enters the game for G. Dieng,,80,67
384,4,10:42.0,Z. LaVine makes free throw 2 of 2,,81,67
385,4,10:32.0,,N. Jokić makes 2-pt dunk at rim (assist by J. Nelson),81,69
386,4,10:07.0,K. Martin misses 3-pt jump shot from 25 ft,,81,69
387,4,10:06.0,,Defensive rebound by M. Miller,81,69
388,4,10:00.0,,W. Barton misses 2-pt layup from 1 ft,81,69
389,4,9:58.0,Defensive rebound by N. Bjelica,,81,69
