,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
117,2,10:04.0,Offensive rebound by Team,,32,23
118,2,9:59.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),,35,23
119,2,9:45.0,,M. Belinelli misses 2-pt jump shot from 21 ft,35,23
120,2,9:45.0,,Offensive rebound by K. Koufos,35,23
121,2,9:38.0,,Personal foul by J. Holiday (drawn by O. Casspi),35,23
122,2,9:25.0,,M. Belinelli misses 3-pt jump shot from 24 ft,35,23
123,2,9:24.0,Defensive rebound by J. Holiday,,35,23
124,2,9:20.0,,R. Rondo enters the game for M. Belinelli,35,23
125,2,9:07.0,R. Anderson misses 2-pt jump shot from 17 ft,,35,23
126,2,9:07.0,,Defensive rebound by O. Casspi,35,23
127,2,8:58.0,,Turnover by R. Gay (palming),35,23
128,2,8:58.0,Official timeout,,35,23
129,2,8:58.0,E. Gordon enters the game for J. Holiday,,35,23
130,2,8:42.0,E. Gordon misses 3-pt jump shot from 25 ft,,35,23
131,2,8:41.0,,Defensive rebound by K. Koufos,35,23
132,2,8:28.0,,D. Collison misses 2-pt jump shot from 18 ft,35,23
133,2,8:27.0,,Offensive rebound by K. Koufos,35,23
134,2,8:23.0,,O. Casspi misses 3-pt jump shot from 24 ft,35,23
135,2,8:22.0,Defensive rebound by A. Ajinça,,35,23
136,2,8:09.0,R. Anderson makes 2-pt jump shot from 7 ft,,37,23
137,2,7:57.0,,Turnover by R. Rondo (bad pass),37,23
138,2,7:57.0,,D. Cousins enters the game for K. Koufos,37,23
139,2,7:43.0,A. Gee misses 2-pt jump shot from 3 ft (block by O. Casspi),,37,23
140,2,7:42.0,,Defensive rebound by D. Cousins,37,23
141,2,7:35.0,,R. Rondo misses 2-pt layup from 3 ft (block by E. Gordon),37,23
142,2,7:33.0,,Offensive rebound by R. Gay,37,23
143,2,7:30.0,,R. Gay misses 2-pt layup from 3 ft,37,23
144,2,7:30.0,Defensive rebound by Team,,37,23
145,2,7:30.0,Ö. Aşık enters the game for A. Ajinça,,37,23
146,2,7:16.0,R. Anderson misses 2-pt jump shot from 20 ft,,37,23
147,2,7:16.0,,Defensive rebound by R. Rondo,37,23
148,2,6:52.0,,R. Rondo makes 2-pt jump shot from 10 ft,37,25
149,2,6:37.0,E. Gordon misses 3-pt jump shot from 24 ft,,37,25
150,2,6:37.0,,Defensive rebound by D. Cousins,37,25
151,2,6:30.0,,D. Cousins makes 2-pt layup from 2 ft,37,27
152,2,6:15.0,N. Cole makes 2-pt layup from 3 ft,,39,27
153,2,5:59.0,,R. Rondo makes 2-pt layup from 2 ft,39,29
154,2,5:39.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by N. Cole),,42,29
155,2,5:24.0,,Shooting foul by E. Gordon (drawn by R. Rondo),42,29
156,2,5:24.0,,Sacramento full timeout,42,29
157,2,5:24.0,,R. Rondo makes free throw 1 of 2,42,30
158,2,5:24.0,,R. Rondo misses free throw 2 of 2,42,30
159,2,5:22.0,,Offensive rebound by Team,42,30
160,2,5:22.0,A. Davis enters the game for R. Anderson,,42,30
161,2,5:18.0,,D. Cousins makes 2-pt jump shot from 6 ft (assist by R. Rondo),42,32
162,2,5:01.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),,44,32
163,2,4:42.0,,D. Cousins misses 2-pt jump shot from 15 ft,44,32
164,2,4:42.0,Defensive rebound by A. Gee,,44,32
165,2,4:26.0,,K. Koufos enters the game for O. Casspi,44,32
166,2,4:26.0,D. Cunningham enters the game for A. Gee,,44,32
167,2,4:19.0,N. Cole misses 2-pt jump shot from 11 ft,,44,32
168,2,4:18.0,Offensive rebound by Ö. Aşık,,44,32
169,2,4:10.0,Shooting foul by K. Koufos (drawn by A. Davis),,44,32
170,2,4:10.0,A. Davis makes free throw 1 of 2,,45,32
171,2,4:10.0,A. Davis misses free throw 2 of 2,,45,32
172,2,4:09.0,,Defensive rebound by D. Cousins,45,32
173,2,3:53.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),45,34
174,2,3:38.0,Turnover by N. Cole (bad pass; steal by D. Cousins),,45,34
175,2,3:23.0,,D. Cousins misses 2-pt jump shot from 20 ft,45,34
176,2,3:23.0,Defensive rebound by A. Davis,,45,34
177,2,3:07.0,N. Cole makes 3-pt jump shot from 25 ft (assist by A. Davis),,48,34
178,2,2:53.0,,R. Gay misses 3-pt jump shot from 25 ft,48,34
179,2,2:53.0,Defensive rebound by N. Cole,,48,34
180,2,2:43.0,N. Cole makes 3-pt jump shot from 25 ft (assist by D. Cunningham),,51,34
181,2,2:42.0,,Sacramento full timeout,51,34
182,2,2:42.0,New Orleans full timeout,,51,34
183,2,2:42.0,,M. Belinelli enters the game for D. Collison,51,34
184,2,2:27.0,,K. Koufos misses 2-pt layup from 3 ft,51,34
185,2,2:25.0,Defensive rebound by A. Davis,,51,34
186,2,2:12.0,A. Davis misses 2-pt jump shot from 4 ft,,51,34
187,2,2:11.0,Offensive rebound by Ö. Aşık,,51,34
188,2,2:10.0,Ö. Aşık makes 2-pt layup from 2 ft,,53,34
189,2,1:54.0,,D. Cousins makes 2-pt layup from 4 ft,53,36
190,2,1:40.0,A. Davis misses 2-pt jump shot from 20 ft,,53,36
191,2,1:40.0,,Defensive rebound by R. Rondo,53,36
192,2,1:36.0,,Offensive foul by D. Cousins (drawn by Ö. Aşık),53,36
193,2,1:36.0,,Turnover by D. Cousins (offensive foul),53,36
194,2,1:28.0,,Violation by K. Koufos (kicked ball),53,36
195,2,1:16.0,A. Davis makes 2-pt jump shot from 8 ft (assist by N. Cole),,55,36
196,2,0:59.0,,Shooting foul by Ö. Aşık (drawn by K. Koufos),55,36
197,2,0:59.0,,K. Koufos makes free throw 1 of 2,55,37
198,2,0:59.0,,W. Cauley-Stein enters the game for D. Cousins,55,37
199,2,0:59.0,A. Ajinça enters the game for Ö. Aşık,,55,37
200,2,0:59.0,,K. Koufos misses free throw 2 of 2,55,37
201,2,0:59.0,,Offensive rebound by W. Cauley-Stein,55,37
202,2,0:51.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),55,39
203,2,0:35.0,E. Gordon makes 2-pt jump shot from 5 ft,,57,39
204,2,0:28.0,,R. Rondo makes 3-pt jump shot from 25 ft,57,42
205,2,0:15.0,N. Cole makes 2-pt jump shot from 19 ft,,59,42
206,2,0:01.0,,Shooting foul by A. Ajinça (drawn by R. Gay),59,42
207,2,0:01.0,,R. Gay makes free throw 1 of 2,59,43
208,2,0:01.0,,R. Gay makes free throw 2 of 2,59,44
209,3,11:48.0,Turnover by E. Gordon (traveling),,59,44
210,3,11:28.0,,D. Cousins misses 2-pt jump shot from 18 ft,59,44
211,3,11:27.0,,Offensive rebound by K. Koufos,59,44
212,3,11:27.0,,K. Koufos makes 2-pt layup from 2 ft,59,46
213,3,11:07.0,Personal foul by R. Rondo (drawn by N. Cole),,59,46
214,3,10:58.0,N. Cole misses 2-pt jump shot from 7 ft,,59,46
215,3,10:57.0,,Defensive rebound by R. Gay,59,46
216,3,10:47.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by R. Rondo),59,48
217,3,10:31.0,N. Cole makes 2-pt jump shot from 19 ft,,61,48
218,3,10:22.0,,Personal foul by D. Cunningham (drawn by R. Gay),61,48
219,3,10:07.0,,Turnover by K. Koufos (3 sec),61,48
220,3,9:56.0,Personal foul by M. Belinelli (drawn by A. Davis),,61,48
221,3,9:50.0,A. Davis misses 2-pt jump shot from 16 ft,,61,48
222,3,9:49.0,,Defensive rebound by Team,61,48
223,3,9:49.0,Loose ball foul by Ö. Aşık (drawn by D. Cousins),,61,48
224,3,9:34.0,,M. Belinelli misses 2-pt jump shot from 16 ft,61,48
225,3,9:34.0,Defensive rebound by D. Cunningham,,61,48
226,3,9:17.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Davis),,64,48
227,3,9:03.0,,D. Cousins misses 2-pt jump shot from 4 ft,64,48
228,3,9:01.0,,Offensive rebound by K. Koufos,64,48
229,3,9:00.0,,K. Koufos misses 2-pt jump shot from 5 ft,64,48
230,3,8:59.0,Defensive rebound by Ö. Aşık,,64,48
231,3,8:50.0,A. Davis misses 2-pt jump shot from 8 ft,,64,48
232,3,8:49.0,Offensive rebound by Ö. Aşık,,64,48
233,3,8:48.0,Turnover by Ö. Aşık (lost ball; steal by R. Gay),,64,48
234,3,8:43.0,,Turnover by R. Gay (bad pass; steal by E. Gordon),64,48
235,3,8:30.0,N. Cole misses 2-pt jump shot from 11 ft,,64,48
236,3,8:30.0,,Defensive rebound by K. Koufos,64,48
237,3,8:20.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),64,51
238,3,8:03.0,N. Cole makes 2-pt layup from 4 ft,,66,51
239,3,7:47.0,,R. Rondo makes 2-pt jump shot from 4 ft,66,53
240,3,7:27.0,Ö. Aşık misses 2-pt hook shot from 5 ft,,66,53
241,3,7:26.0,,Defensive rebound by R. Gay,66,53
242,3,7:19.0,,R. Rondo makes 2-pt jump shot from 6 ft,66,55
243,3,7:06.0,Personal foul by K. Koufos (drawn by N. Cole),,66,55
244,3,7:06.0,,O. Casspi enters the game for K. Koufos,66,55
245,3,7:06.0,R. Anderson enters the game for A. Davis,,66,55
246,3,7:06.0,J. Holiday enters the game for N. Cole,,66,55
247,3,7:03.0,Offensive foul by Ö. Aşık (drawn by R. Rondo),,66,55
248,3,7:03.0,Turnover by Ö. Aşık (offensive foul),,66,55
249,3,6:55.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),66,58
250,3,6:42.0,J. Holiday makes 2-pt jump shot from 10 ft,,68,58
251,3,6:42.0,Violation by Team (delay of game),,68,58
252,3,6:28.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),68,60
253,3,6:16.0,Turnover by D. Cunningham (lost ball; steal by R. Rondo),,68,60
254,3,6:12.0,,Turnover by R. Rondo (lost ball; steal by D. Cunningham),68,60
255,3,6:06.0,R. Anderson makes 3-pt jump shot from 25 ft,,71,60
256,3,5:47.0,,D. Cousins misses 3-pt jump shot from 25 ft,71,60
257,3,5:46.0,Defensive rebound by D. Cunningham,,71,60
258,3,5:40.0,Shooting foul by D. Cousins (drawn by J. Holiday),,71,60
259,3,5:40.0,,Sacramento full timeout,71,60
260,3,5:40.0,A. Gee enters the game for D. Cunningham,,71,60
261,3,5:40.0,A. Ajinça enters the game for Ö. Aşık,,71,60
262,3,5:40.0,J. Holiday makes free throw 1 of 2,,72,60
263,3,5:40.0,J. Holiday makes free throw 2 of 2,,73,60
264,3,5:31.0,,Personal foul by A. Ajinça (drawn by D. Cousins),73,60
265,3,5:31.0,,D. Collison enters the game for R. Gay,73,60
266,3,5:15.0,,R. Rondo misses 2-pt layup from 3 ft,73,60
267,3,5:14.0,Defensive rebound by J. Holiday,,73,60
268,3,5:09.0,A. Gee makes 2-pt dunk at rim (assist by J. Holiday),,75,60
269,3,4:54.0,,O. Casspi misses 3-pt jump shot from 24 ft,75,60
270,3,4:54.0,Defensive rebound by E. Gordon,,75,60
271,3,4:33.0,R. Anderson misses 2-pt layup from 4 ft (block by R. Rondo),,75,60
272,3,4:31.0,,Defensive rebound by D. Cousins,75,60
273,3,4:27.0,,Personal foul by A. Ajinça (drawn by D. Cousins),75,60
274,3,4:12.0,,D. Cousins misses 2-pt jump shot from 15 ft,75,60
275,3,4:11.0,Defensive rebound by A. Gee,,75,60
276,3,4:04.0,R. Anderson makes 2-pt jump shot from 4 ft (assist by J. Holiday),,77,60
277,3,4:04.0,Shooting foul by D. Cousins (drawn by R. Anderson),,77,60
278,3,4:04.0,R. Anderson misses free throw 1 of 1,,77,60
279,3,4:03.0,,Defensive rebound by O. Casspi,77,60
280,3,3:53.0,,D. Cousins misses 2-pt layup from 2 ft (block by A. Ajinça),77,60
281,3,3:52.0,Defensive rebound by A. Gee,,77,60
282,3,3:39.0,J. Holiday misses 3-pt jump shot from 24 ft,,77,60
283,3,3:39.0,Offensive rebound by A. Ajinça,,77,60
284,3,3:31.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Holiday),,80,60
285,3,3:31.0,,Sacramento full timeout,80,60
286,3,3:31.0,,W. Cauley-Stein enters the game for D. Cousins,80,60
287,3,3:31.0,,R. Gay enters the game for M. Belinelli,80,60
288,3,3:31.0,A. Davis enters the game for A. Ajinça,,80,60
289,3,3:19.0,,R. Gay misses 2-pt jump shot from 19 ft,80,60
290,3,3:18.0,Defensive rebound by A. Gee,,80,60
291,3,2:54.0,E. Gordon misses 2-pt jump shot from 18 ft,,80,60
292,3,2:53.0,,Defensive rebound by R. Gay,80,60
293,3,2:40.0,,Turnover by R. Gay (dbl dribble),80,60
294,3,2:28.0,J. Holiday misses 3-pt jump shot from 26 ft,,80,60
295,3,2:27.0,Offensive rebound by A. Davis,,80,60
296,3,2:27.0,A. Davis misses 2-pt layup from 1 ft,,80,60
297,3,2:26.0,,Defensive rebound by O. Casspi,80,60
298,3,2:18.0,,Turnover by W. Cauley-Stein (step out of bounds),80,60
299,3,2:06.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Holiday),,83,60
300,3,1:57.0,Violation by A. Davis (kicked ball),,83,60
301,3,1:47.0,,Personal foul by E. Gordon (drawn by D. Collison),83,60
302,3,1:47.0,,D. Collison makes free throw 1 of 2,83,61
303,3,1:47.0,,S. Curry enters the game for R. Rondo,83,61
304,3,1:47.0,,D. Collison misses free throw 2 of 2,83,61
305,3,1:47.0,Defensive rebound by A. Davis,,83,61
306,3,1:29.0,A. Davis misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),,83,61
307,3,1:29.0,Offensive rebound by Team,,83,61
308,3,1:25.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),,86,61
309,3,1:16.0,,O. Casspi misses 3-pt jump shot from 24 ft,86,61
310,3,1:16.0,Defensive rebound by A. Davis,,86,61
311,3,1:06.0,E. Gordon misses 3-pt jump shot from 26 ft,,86,61
312,3,1:05.0,,Defensive rebound by R. Gay,86,61
313,3,0:57.0,,R. Gay makes 2-pt jump shot from 19 ft (assist by D. Collison),86,63
314,3,0:41.0,Turnover by A. Gee (step out of bounds),,86,63
315,3,0:32.0,,O. Casspi makes 2-pt layup from 3 ft (assist by D. Collison),86,65
316,3,0:19.0,J. Holiday makes 2-pt layup from 3 ft (assist by E. Gordon),,88,65
317,3,0:03.0,,Turnover by D. Collison (bad pass; steal by R. Anderson),88,65
318,3,0:02.0,Personal foul by D. Collison (drawn by A. Davis),,88,65
319,3,0:02.0,A. Davis makes free throw 1 of 2,,89,65
320,3,0:02.0,A. Davis makes free throw 2 of 2,,90,65
321,3,0:00.0,,D. Collison misses 3-pt jump shot from 40 ft,90,65
322,3,0:00.0,,Offensive rebound by Team,90,65
323,4,11:39.0,,Turnover by S. Curry (bad pass; steal by J. Holiday),90,65
324,4,11:35.0,J. Holiday misses 2-pt jump shot from 1 ft,,90,65
325,4,11:34.0,,Defensive rebound by O. Casspi,90,65
326,4,11:29.0,,D. Collison makes 2-pt layup from 2 ft,90,67
327,4,11:15.0,A. Davis misses 2-pt layup from 2 ft,,90,67
328,4,11:14.0,Offensive rebound by A. Davis,,90,67
329,4,11:13.0,A. Davis makes 2-pt layup from 2 ft,,92,67
330,4,10:54.0,,Turnover by D. Cousins (lost ball),92,67
331,4,10:29.0,J. Holiday misses 2-pt jump shot from 5 ft,,92,67
332,4,10:28.0,,Defensive rebound by O. Casspi,92,67
333,4,10:18.0,,O. Casspi misses 3-pt jump shot from 26 ft,92,67
334,4,10:18.0,Defensive rebound by J. Holiday,,92,67
335,4,10:13.0,New Orleans full timeout,,92,67
336,4,9:57.0,A. Gee makes 3-pt jump shot from 23 ft (assist by E. Gordon),,95,67
337,4,9:35.0,,Personal foul by J. Holiday (drawn by D. Cousins),95,67
338,4,9:35.0,N. Cole enters the game for E. Gordon,,95,67
339,4,9:27.0,,D. Collison misses 3-pt jump shot from 25 ft,95,67
340,4,9:26.0,,Offensive rebound by Team,95,67
341,4,9:26.0,Loose ball foul by A. Davis (drawn by D. Cousins),,95,67
342,4,9:20.0,,D. Cousins makes 2-pt dunk at rim,95,69
343,4,8:59.0,R. Anderson misses 3-pt jump shot from 25 ft,,95,69
344,4,8:58.0,,Defensive rebound by S. Curry,95,69
345,4,8:56.0,Loose ball foul by J. Holiday (drawn by D. Cousins),,95,69
346,4,8:56.0,Ö. Aşık enters the game for R. Anderson,,95,69
347,4,8:56.0,,W. Cauley-Stein enters the game for R. Gay,95,69
348,4,8:48.0,,S. Curry makes 2-pt jump shot from 20 ft (assist by D. Cousins),95,71
349,4,8:31.0,A. Davis misses 3-pt jump shot from 25 ft,,95,71
350,4,8:31.0,,Defensive rebound by D. Collison,95,71
351,4,8:21.0,,D. Cousins makes 2-pt layup from 2 ft (assist by S. Curry),95,73
352,4,8:15.0,A. Gee misses 2-pt layup from 3 ft (block by O. Casspi),,95,73
353,4,8:14.0,,Defensive rebound by D. Collison,95,73
354,4,8:00.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by O. Casspi),95,76
355,4,7:33.0,A. Davis misses 2-pt jump shot from 7 ft,,95,76
356,4,7:32.0,,Defensive rebound by D. Cousins,95,76
357,4,7:26.0,,D. Cousins makes 2-pt layup from 1 ft,95,78
358,4,7:26.0,New Orleans full timeout,,95,78
359,4,7:26.0,E. Gordon enters the game for A. Gee,,95,78
360,4,7:18.0,Personal foul by S. Curry (drawn by N. Cole),,95,78
361,4,7:03.0,N. Cole misses 3-pt jump shot from 25 ft,,95,78
362,4,7:02.0,,Defensive rebound by D. Cousins,95,78
363,4,6:52.0,,Shooting foul by A. Davis (drawn by D. Cousins),95,78
364,4,6:52.0,,D. Cousins makes free throw 1 of 2,95,79
365,4,6:52.0,,D. Cousins makes free throw 2 of 2,95,80
366,4,6:37.0,N. Cole misses 2-pt jump shot from 18 ft,,95,80
367,4,6:36.0,,Defensive rebound by D. Cousins,95,80
368,4,6:28.0,,Shooting foul by Ö. Aşık (drawn by D. Cousins),95,80
369,4,6:28.0,,D. Cousins misses free throw 1 of 2,95,80
370,4,6:28.0,,Offensive rebound by Team,95,80
371,4,6:28.0,,D. Cousins makes free throw 2 of 2,95,81
372,4,6:13.0,J. Holiday misses 2-pt jump shot from 19 ft,,95,81
373,4,6:12.0,,Defensive rebound by W. Cauley-Stein,95,81
374,4,6:03.0,,D. Cousins misses 3-pt jump shot from 25 ft,95,81
375,4,6:03.0,Defensive rebound by A. Davis,,95,81
376,4,5:47.0,A. Davis misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),,95,81
377,4,5:45.0,,Defensive rebound by W. Cauley-Stein,95,81
378,4,5:40.0,,D. Collison misses 2-pt layup from 2 ft,95,81
379,4,5:38.0,,Offensive rebound by D. Cousins,95,81
380,4,5:38.0,,D. Cousins misses 2-pt dunk from 2 ft,95,81
