,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
0,1,11:51.0,Turnover by J. Teague (bad pass; steal by E. Payton),,0,0
1,1,11:47.0,,Shooting foul by J. Teague (drawn by E. Payton),0,0
2,1,11:47.0,,E. Payton misses free throw 1 of 2,0,0
3,1,11:47.0,,Offensive rebound by Team,0,0
4,1,11:47.0,,E. Payton misses free throw 2 of 2,0,0
5,1,11:47.0,Defensive rebound by K. Bazemore,,0,0
6,1,11:28.0,Turnover by P. Millsap (bad pass; steal by E. Fournier),,0,0
7,1,11:21.0,,N. Vučević makes 2-pt hook shot from 9 ft,0,2
8,1,11:04.0,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Bazemore),,2,2
9,1,10:52.0,,Turnover by C. Frye (bad pass; steal by P. Millsap),2,2
10,1,10:51.0,Personal foul by T. Harris (drawn by P. Millsap),,2,2
11,1,10:37.0,Turnover by J. Teague (lost ball; steal by E. Payton),,2,2
12,1,10:32.0,,T. Harris makes 2-pt layup from 2 ft (assist by N. Vučević),2,4
13,1,10:15.0,P. Millsap misses 2-pt jump shot from 8 ft,,2,4
14,1,10:14.0,,Defensive rebound by N. Vučević,2,4
15,1,10:06.0,,Turnover by C. Frye (bad pass; steal by A. Horford),2,4
16,1,9:51.0,A. Horford misses 2-pt hook shot from 5 ft,,2,4
17,1,9:50.0,,Defensive rebound by N. Vučević,2,4
18,1,9:39.0,,E. Payton makes 2-pt jump shot from 14 ft (assist by N. Vučević),2,6
19,1,9:19.0,K. Bazemore makes 2-pt layup from 2 ft (assist by K. Korver),,4,6
20,1,9:02.0,,N. Vučević misses 2-pt layup from 2 ft (block by P. Millsap),4,6
21,1,9:00.0,Defensive rebound by A. Horford,,4,6
22,1,8:53.0,A. Horford makes 2-pt jump shot from 17 ft (assist by K. Bazemore),,6,6
23,1,8:37.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Fournier),6,9
24,1,8:17.0,A. Horford misses 2-pt layup from 1 ft (block by T. Harris),,6,9
25,1,8:17.0,Offensive rebound by Team,,6,9
26,1,8:15.0,P. Millsap makes 2-pt jump shot from 16 ft (assist by K. Korver),,8,9
27,1,7:56.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by C. Frye),8,11
28,1,7:42.0,Shooting foul by E. Payton (drawn by J. Teague),,8,11
29,1,7:42.0,J. Teague makes free throw 1 of 2,,9,11
30,1,7:42.0,J. Teague makes free throw 2 of 2,,10,11
31,1,7:27.0,,N. Vučević makes 2-pt jump shot from 18 ft,10,13
32,1,7:04.0,Turnover by A. Horford (bad pass; steal by E. Payton),,10,13
33,1,6:59.0,,E. Payton misses 2-pt layup from 1 ft,10,13
34,1,6:59.0,,Offensive rebound by Team,10,13
35,1,6:52.0,,T. Harris misses 2-pt jump shot from 13 ft,10,13
36,1,6:51.0,Defensive rebound by A. Horford,,10,13
37,1,6:28.0,K. Bazemore makes 2-pt jump shot from 12 ft,,12,13
