,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
0,1,11:47.0,,R. Jackson misses 2-pt jump shot from 21 ft,0,0
1,1,11:45.0,Defensive rebound by C. Lee,,0,0
2,1,11:31.0,Shooting foul by T. Harris (drawn by M. Williams),,0,0
3,1,11:31.0,M. Williams makes 2-pt jump shot from 9 ft (assist by N. Batum),,2,0
4,1,11:31.0,M. Williams makes free throw 1 of 1,,3,0
5,1,11:16.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Harris),3,3
6,1,11:02.0,N. Batum misses 2-pt jump shot from 17 ft,,3,3
7,1,11:01.0,,Defensive rebound by A. Drummond,3,3
8,1,10:52.0,,R. Jackson makes 2-pt layup at rim,3,5
9,1,10:34.0,C. Zeller misses 2-pt jump shot from 19 ft,,3,5
10,1,10:34.0,,Defensive rebound by T. Harris,3,5
11,1,10:25.0,,Shooting foul by C. Lee (drawn by K. Caldwell-Pope),3,5
12,1,10:25.0,,K. Caldwell-Pope makes free throw 1 of 2,3,6
13,1,10:25.0,,K. Caldwell-Pope misses free throw 2 of 2,3,6
14,1,10:25.0,Defensive rebound by N. Batum,,3,6
15,1,10:02.0,Turnover by C. Lee (bad pass; steal by T. Harris),,3,6
16,1,9:49.0,,A. Drummond makes 2-pt hook shot from 5 ft,3,8
17,1,9:22.0,M. Williams misses 2-pt jump shot from 15 ft,,3,8
18,1,9:21.0,,Defensive rebound by R. Jackson,3,8
19,1,9:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,3,8
20,1,9:14.0,,Offensive rebound by A. Drummond,3,8
21,1,9:12.0,,A. Drummond makes 2-pt layup from 1 ft,3,10
22,1,9:06.0,Charlotte full timeout,,3,10
23,1,8:52.0,K. Walker misses 3-pt jump shot from 24 ft,,3,10
24,1,8:52.0,,Defensive rebound by A. Drummond,3,10
25,1,8:47.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),3,12
26,1,8:29.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,6,12
27,1,8:08.0,,Turnover by M. Morris (bad pass; steal by C. Lee),6,12
28,1,7:53.0,K. Walker makes 2-pt jump shot from 15 ft,,8,12
29,1,7:26.0,,A. Drummond misses 2-pt hook shot from 5 ft,8,12
30,1,7:25.0,Defensive rebound by N. Batum,,8,12
31,1,7:19.0,C. Zeller makes 2-pt layup at rim (assist by N. Batum),,10,12
32,1,7:14.0,,Detroit full timeout,10,12
33,1,7:04.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by T. Harris),10,14
34,1,6:50.0,N. Batum misses 3-pt jump shot from 27 ft,,10,14
35,1,6:50.0,Offensive rebound by C. Zeller,,10,14
36,1,6:46.0,C. Zeller makes 2-pt dunk at rim,,12,14
37,1,6:28.0,,A. Drummond misses 2-pt layup from 1 ft,12,14
38,1,6:27.0,,Offensive rebound by A. Drummond,12,14
39,1,6:24.0,,A. Drummond makes 2-pt layup at rim,12,16
40,1,6:10.0,N. Batum misses 2-pt jump shot from 17 ft,,12,16
41,1,6:10.0,Offensive rebound by C. Zeller,,12,16
42,1,6:03.0,C. Lee misses 3-pt jump shot from 26 ft,,12,16
43,1,6:02.0,,Defensive rebound by M. Morris,12,16
44,1,5:49.0,,R. Jackson misses 3-pt jump shot from 25 ft,12,16
45,1,5:48.0,Defensive rebound by N. Batum,,12,16
46,1,5:43.0,Shooting foul by T. Harris (drawn by M. Williams),,12,16
47,1,5:43.0,M. Williams makes free throw 1 of 2,,13,16
48,1,5:43.0,A. Jefferson enters the game for C. Zeller,,13,16
49,1,5:43.0,,A. Tolliver enters the game for T. Harris,13,16
50,1,5:43.0,M. Williams makes free throw 2 of 2,,14,16
51,1,5:30.0,,R. Jackson misses 2-pt jump shot from 15 ft,14,16
52,1,5:29.0,,Offensive rebound by M. Morris,14,16
53,1,5:21.0,,M. Morris makes 2-pt layup at rim,14,18
54,1,5:09.0,K. Walker misses 2-pt layup at rim,,14,18
55,1,5:08.0,,Defensive rebound by M. Morris,14,18
56,1,5:02.0,,M. Morris misses 3-pt jump shot from 27 ft,14,18
57,1,5:02.0,,Offensive rebound by A. Tolliver,14,18
58,1,4:58.0,,A. Tolliver misses 2-pt layup at rim,14,18
59,1,4:56.0,Defensive rebound by N. Batum,,14,18
60,1,4:45.0,N. Batum misses 2-pt jump shot from 9 ft,,14,18
61,1,4:45.0,,Defensive rebound by M. Morris,14,18
62,1,4:38.0,,Turnover by R. Jackson (bad pass; steal by N. Batum),14,18
63,1,4:22.0,K. Walker makes 2-pt layup at rim,,16,18
64,1,4:05.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),16,21
65,1,3:46.0,N. Batum makes 2-pt jump shot from 9 ft,,18,21
66,1,3:34.0,,R. Jackson makes 2-pt layup from 1 ft,18,23
67,1,3:34.0,,Shooting foul by K. Walker (drawn by R. Jackson),18,23
68,1,3:34.0,J. Lin enters the game for M. Williams,,18,23
69,1,3:34.0,F. Kaminsky enters the game for N. Batum,,18,23
70,1,3:34.0,,R. Jackson makes free throw 1 of 1,18,24
71,1,3:17.0,A. Jefferson misses 2-pt jump shot from 14 ft,,18,24
72,1,3:17.0,,Defensive rebound by R. Jackson,18,24
73,1,3:15.0,,Shooting foul by F. Kaminsky (drawn by R. Jackson),18,24
74,1,3:15.0,,R. Jackson makes free throw 1 of 2,18,25
75,1,3:15.0,,S. Johnson enters the game for M. Morris,18,25
76,1,3:15.0,,R. Jackson makes free throw 2 of 2,18,26
77,1,3:03.0,K. Walker misses 2-pt jump shot from 19 ft,,18,26
78,1,3:03.0,,Defensive rebound by A. Drummond,18,26
79,1,2:54.0,,R. Jackson makes 2-pt layup at rim,18,28
80,1,2:47.0,Charlotte full timeout,,18,28
81,1,2:47.0,J. Lamb enters the game for C. Lee,,18,28
82,1,2:47.0,,S. Blake enters the game for R. Jackson,18,28
83,1,2:38.0,A. Jefferson misses 2-pt jump shot from 7 ft,,18,28
84,1,2:38.0,,Defensive rebound by K. Caldwell-Pope,18,28
85,1,2:29.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),18,31
86,1,2:06.0,J. Lin misses 2-pt jump shot from 17 ft (block by S. Blake),,18,31
87,1,2:05.0,,Defensive rebound by A. Tolliver,18,31
88,1,2:00.0,,A. Tolliver misses 3-pt jump shot from 24 ft,18,31
89,1,1:59.0,Defensive rebound by A. Jefferson,,18,31
90,1,1:49.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,18,31
91,1,1:49.0,,Defensive rebound by A. Drummond,18,31
92,1,1:33.0,,A. Tolliver makes 3-pt jump shot from 22 ft (assist by K. Caldwell-Pope),18,34
93,1,1:21.0,Offensive foul by A. Jefferson (drawn by K. Caldwell-Pope),,18,34
94,1,1:21.0,Turnover by A. Jefferson (offensive foul),,18,34
95,1,1:21.0,,M. Morris enters the game for K. Caldwell-Pope,18,34
96,1,1:08.0,,A. Drummond misses 2-pt hook shot from 7 ft,18,34
97,1,1:06.0,Defensive rebound by J. Lin,,18,34
98,1,0:44.0,K. Walker makes 3-pt jump shot from 25 ft,,21,34
99,1,0:32.0,,Turnover by M. Morris (lost ball; steal by J. Lamb),21,34
100,1,0:29.0,Shooting foul by S. Johnson (drawn by J. Lamb),,21,34
101,1,0:29.0,J. Lamb misses free throw 1 of 2,,21,34
102,1,0:29.0,Offensive rebound by Team,,21,34
103,1,0:29.0,J. Lamb misses free throw 2 of 2,,21,34
104,1,0:29.0,,Defensive rebound by A. Tolliver,21,34
105,1,0:19.0,,Personal foul by J. Lamb,21,34
106,1,0:07.0,,M. Morris makes 2-pt jump shot from 10 ft,21,36
107,1,0:02.0,K. Walker makes 3-pt jump shot from 28 ft,,24,36
108,1,0:01.0,,S. Blake misses 3-pt jump shot from 86 ft,24,36
109,1,0:00.0,,Offensive rebound by Team,24,36
110,2,11:47.0,A. Jefferson misses 2-pt hook shot from 5 ft,,24,36
111,2,11:46.0,,Defensive rebound by A. Baynes,24,36
112,2,11:40.0,,Offensive foul by M. Morris (drawn by J. Lin),24,36
113,2,11:40.0,,Turnover by M. Morris (offensive foul),24,36
114,2,11:27.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by J. Lin),,27,36
115,2,11:04.0,,S. Johnson misses 2-pt jump shot from 12 ft,27,36
116,2,11:03.0,,Offensive rebound by A. Baynes,27,36
117,2,11:00.0,,A. Baynes makes 2-pt layup at rim,27,38
118,2,10:38.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by A. Jefferson),,30,38
119,2,10:18.0,,A. Baynes misses 2-pt hook shot from 3 ft,30,38
120,2,10:17.0,Defensive rebound by N. Batum,,30,38
121,2,10:16.0,Turnover by N. Batum (lost ball; steal by S. Blake),,30,38
122,2,10:15.0,,A. Baynes makes 2-pt layup at rim,30,40
123,2,9:56.0,J. Lin misses 2-pt jump shot from 9 ft,,30,40
124,2,9:55.0,,Defensive rebound by S. Blake,30,40
125,2,9:46.0,,A. Baynes makes 2-pt layup at rim (assist by S. Johnson),30,42
126,2,9:46.0,,Shooting foul by A. Jefferson (drawn by A. Baynes),30,42
127,2,9:46.0,,A. Baynes makes free throw 1 of 1,30,43
128,2,9:33.0,N. Batum misses 2-pt jump shot from 18 ft,,30,43
129,2,9:33.0,,Defensive rebound by Team,30,43
130,2,9:15.0,,M. Morris misses 3-pt jump shot from 22 ft,30,43
131,2,9:14.0,Defensive rebound by J. Lamb,,30,43
132,2,8:56.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,30,43
