,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BOSTON_ACTION,NEW ORLEANS_SCORE,BOSTON_SCORE
123,2,10:03.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Olynyk),21,30
124,2,9:45.0,J. Hamilton makes 2-pt jump shot from 22 ft (assist by L. Babbitt),,23,30
125,2,9:29.0,,T. Rozier misses 3-pt jump shot from 24 ft,23,30
126,2,9:28.0,Defensive rebound by J. Ennis,,23,30
127,2,9:11.0,J. Ennis misses 3-pt jump shot from 25 ft,,23,30
128,2,9:09.0,,Defensive rebound by M. Smart,23,30
129,2,8:47.0,,M. Smart misses 3-pt jump shot from 23 ft,23,30
130,2,8:46.0,Defensive rebound by L. Babbitt,,23,30
131,2,8:41.0,J. Ennis makes 2-pt layup at rim (assist by T. Frazier),,25,30
132,2,8:41.0,Shooting foul by T. Rozier (drawn by J. Ennis),,25,30
133,2,8:41.0,Official timeout,,25,30
134,2,8:41.0,J. Ennis makes free throw 1 of 1,,26,30
135,2,8:28.0,,K. Olynyk misses 2-pt jump shot from 16 ft,26,30
136,2,8:28.0,Defensive rebound by J. Hamilton,,26,30
137,2,8:23.0,Turnover by K. Perkins (lost ball; steal by M. Smart),,26,30
138,2,8:19.0,,M. Smart makes 2-pt dunk at rim,26,32
139,2,8:01.0,,R. Hunter enters the game for J. Jerebko,26,32
140,2,7:49.0,T. Frazier makes 3-pt jump shot from 24 ft,,29,32
141,2,7:34.0,,M. Smart makes 2-pt jump shot from 20 ft (assist by K. Olynyk),29,34
142,2,7:16.0,Shooting foul by T. Rozier (drawn by K. Perkins),,29,34
143,2,7:16.0,K. Perkins misses free throw 1 of 2,,29,34
144,2,7:16.0,Offensive rebound by Team,,29,34
145,2,7:16.0,,J. Sullinger enters the game for K. Olynyk,29,34
146,2,7:16.0,K. Perkins makes free throw 2 of 2,,30,34
147,2,6:57.0,,T. Rozier misses 2-pt jump shot from 5 ft,30,34
148,2,6:56.0,Defensive rebound by J. Hamilton,,30,34
149,2,6:39.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by L. Babbitt),,33,34
150,2,6:17.0,,M. Smart misses 3-pt jump shot from 26 ft,33,34
151,2,6:16.0,Defensive rebound by Team,,33,34
152,2,6:16.0,Ö. Aşık enters the game for K. Perkins,,33,34
153,2,6:02.0,Turnover by J. Ennis (lost ball; steal by T. Rozier),,33,34
154,2,5:55.0,,R. Hunter misses 3-pt jump shot from 25 ft,33,34
155,2,5:53.0,Defensive rebound by T. Frazier,,33,34
156,2,5:47.0,J. Hamilton makes 3-pt jump shot from 25 ft (assist by T. Frazier),,36,34
157,2,5:41.0,,Boston full timeout,36,34
158,2,5:41.0,,I. Thomas enters the game for T. Rozier,36,34
159,2,5:35.0,,J. Crowder misses 3-pt jump shot from 24 ft,36,34
160,2,5:33.0,,Offensive rebound by I. Thomas,36,34
161,2,5:27.0,,R. Hunter makes 2-pt layup from 1 ft (assist by M. Smart),36,36
162,2,5:09.0,J. Hamilton misses 2-pt layup from 1 ft,,36,36
163,2,5:08.0,,Defensive rebound by J. Sullinger,36,36
164,2,5:07.0,,Personal foul by Ö. Aşık,36,36
165,2,4:57.0,,I. Thomas makes 2-pt jump shot from 3 ft,36,38
166,2,4:36.0,L. Babbitt misses 2-pt layup from 3 ft,,36,38
167,2,4:35.0,,Defensive rebound by J. Sullinger,36,38
168,2,4:25.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),36,40
169,2,4:00.0,T. Frazier makes 2-pt jump shot from 10 ft (assist by J. Ennis),,38,40
170,2,4:00.0,Shooting foul by I. Thomas (drawn by T. Frazier),,38,40
171,2,4:00.0,,A. Bradley enters the game for M. Smart,38,40
172,2,4:00.0,T. Frazier makes free throw 1 of 1,,39,40
173,2,3:43.0,,A. Bradley misses 3-pt jump shot from 24 ft,39,40
174,2,3:42.0,Defensive rebound by L. Babbitt,,39,40
175,2,3:39.0,Turnover by T. Frazier (dbl dribble),,39,40
176,2,3:23.0,,A. Bradley makes 2-pt layup from 2 ft (assist by I. Thomas),39,42
177,2,3:00.0,J. Hamilton misses 3-pt jump shot from 25 ft,,39,42
178,2,2:59.0,,Defensive rebound by I. Thomas,39,42
179,2,2:51.0,,I. Thomas makes 2-pt layup from 1 ft,39,44
180,2,2:46.0,Shooting foul by J. Crowder (drawn by T. Frazier),,39,44
181,2,2:46.0,New Orleans full timeout,,39,44
182,2,2:46.0,T. Frazier makes free throw 1 of 2,,40,44
183,2,2:46.0,T. Frazier makes free throw 2 of 2,,41,44
184,2,2:33.0,,Personal foul by Ö. Aşık,41,44
185,2,2:21.0,,J. Sullinger misses 2-pt jump shot from 4 ft,41,44
186,2,2:20.0,Defensive rebound by J. Hamilton,,41,44
187,2,2:12.0,,Offensive charge foul by Ö. Aşık (drawn by J. Crowder),41,44
188,2,2:12.0,Turnover by Ö. Aşık (offensive foul),,41,44
189,2,2:12.0,,M. Smart enters the game for J. Crowder,41,44
190,2,2:12.0,,A. Johnson enters the game for J. Sullinger,41,44
191,2,1:55.0,,I. Thomas misses 2-pt jump shot from 7 ft,41,44
192,2,1:54.0,,Offensive rebound by A. Johnson,41,44
193,2,1:53.0,,A. Johnson makes 2-pt layup from 2 ft,41,46
194,2,1:41.0,Shooting foul by A. Johnson (drawn by Ö. Aşık),,41,46
195,2,1:41.0,Ö. Aşık makes free throw 1 of 2,,42,46
196,2,1:41.0,Ö. Aşık makes free throw 2 of 2,,43,46
197,2,1:25.0,,I. Thomas misses 2-pt layup from 1 ft,43,46
198,2,1:24.0,,Offensive rebound by A. Johnson,43,46
199,2,1:24.0,,A. Johnson misses 2-pt layup from 1 ft,43,46
200,2,1:23.0,,Offensive rebound by A. Bradley,43,46
201,2,1:17.0,,I. Thomas makes 3-pt jump shot from 22 ft (assist by A. Bradley),43,49
202,2,1:06.0,L. Babbitt misses 3-pt jump shot from 23 ft,,43,49
203,2,1:05.0,Offensive rebound by Ö. Aşık,,43,49
204,2,1:02.0,T. Frazier misses 3-pt jump shot from 25 ft,,43,49
205,2,1:01.0,,Defensive rebound by R. Hunter,43,49
206,2,0:55.0,,Turnover by A. Bradley (lost ball; steal by T. Frazier),43,49
207,2,0:49.0,J. Hamilton makes 2-pt layup at rim (assist by T. Frazier),,45,49
208,2,0:49.0,,Boston full timeout,45,49
209,2,0:49.0,D. Cunningham enters the game for Ö. Aşık,,45,49
210,2,0:28.0,,M. Smart makes 2-pt jump shot from 4 ft,45,51
211,2,0:04.0,T. Frazier misses 2-pt jump shot from 11 ft,,45,51
212,2,0:04.0,Offensive rebound by Team,,45,51
213,2,0:04.0,Turnover by Team (shot clock),,45,51
214,2,0:04.0,,K. Olynyk enters the game for A. Johnson,45,51
215,2,0:02.0,,I. Thomas makes 2-pt layup from 1 ft (assist by R. Hunter),45,53
216,3,11:43.0,Turnover by T. Douglas (traveling),,45,53
217,3,11:24.0,Violation by J. Ennis (kicked ball),,45,53
218,3,11:22.0,,Shooting foul by A. Ajinça (drawn by A. Johnson),45,53
219,3,11:22.0,,A. Johnson makes free throw 1 of 2,45,54
220,3,11:22.0,,A. Johnson makes free throw 2 of 2,45,55
221,3,11:10.0,A. Ajinça misses 2-pt jump shot from 18 ft,,45,55
222,3,11:09.0,,Defensive rebound by A. Bradley,45,55
223,3,10:55.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by J. Sullinger),45,58
224,3,10:43.0,D. Cunningham misses 2-pt jump shot from 12 ft,,45,58
225,3,10:41.0,,Defensive rebound by A. Johnson,45,58
226,3,10:31.0,,I. Thomas misses 2-pt layup from 1 ft,45,58
227,3,10:30.0,Defensive rebound by Ö. Aşık,,45,58
228,3,10:15.0,Personal foul by I. Thomas,,45,58
229,3,10:07.0,A. Ajinça misses 2-pt jump shot from 16 ft,,45,58
230,3,10:06.0,,Defensive rebound by J. Sullinger,45,58
231,3,9:58.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),45,61
232,3,9:57.0,New Orleans full timeout,,45,61
233,3,9:57.0,L. Babbitt enters the game for Ö. Aşık,,45,61
234,3,9:30.0,J. Ennis makes 2-pt jump shot from 22 ft (assist by D. Cunningham),,47,61
235,3,9:08.0,,A. Bradley misses 3-pt jump shot from 24 ft,47,61
236,3,9:07.0,Defensive rebound by D. Cunningham,,47,61
237,3,8:58.0,T. Douglas makes 2-pt jump shot from 22 ft,,49,61
238,3,8:35.0,,J. Crowder misses 3-pt jump shot from 25 ft,49,61
239,3,8:35.0,Defensive rebound by A. Ajinça,,49,61
240,3,8:18.0,Turnover by J. Ennis (lost ball),,49,61
241,3,8:11.0,,A. Bradley misses 2-pt jump shot from 19 ft,49,61
242,3,8:10.0,Defensive rebound by T. Douglas,,49,61
243,3,8:01.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by T. Douglas),,52,61
244,3,7:32.0,,I. Thomas makes 2-pt jump shot from 17 ft,52,63
245,3,7:19.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by T. Douglas),,54,63
246,3,7:12.0,,Personal foul by J. Ennis,54,63
247,3,7:12.0,,M. Smart enters the game for J. Sullinger,54,63
248,3,7:02.0,,Shooting foul by D. Cunningham (drawn by I. Thomas),54,63
249,3,7:02.0,,I. Thomas makes free throw 1 of 2,54,64
250,3,7:02.0,,I. Thomas makes free throw 2 of 2,54,65
251,3,6:45.0,T. Douglas makes 2-pt jump shot from 18 ft (assist by D. Cunningham),,56,65
252,3,6:33.0,,Turnover by A. Johnson (offensive foul),56,65
253,3,6:33.0,,Offensive foul by A. Johnson (drawn by A. Ajinça),56,65
254,3,6:22.0,L. Babbitt misses 3-pt jump shot from 24 ft,,56,65
255,3,6:20.0,Offensive rebound by A. Ajinça,,56,65
256,3,6:17.0,L. Babbitt makes 2-pt layup from 1 ft (assist by A. Ajinça),,58,65
257,3,6:00.0,,Turnover by I. Thomas (lost ball; steal by J. Ennis),58,65
258,3,5:46.0,D. Cunningham misses 2-pt jump shot from 17 ft,,58,65
259,3,5:45.0,Offensive rebound by A. Ajinça,,58,65
260,3,5:44.0,Shooting foul by A. Johnson (drawn by A. Ajinça),,58,65
261,3,5:44.0,A. Ajinça makes free throw 1 of 2,,59,65
262,3,5:44.0,A. Ajinça makes free throw 2 of 2,,60,65
263,3,5:36.0,,Offensive foul by A. Johnson (drawn by J. Ennis),60,65
264,3,5:36.0,,Turnover by A. Johnson (offensive foul),60,65
265,3,5:18.0,T. Douglas misses 3-pt jump shot from 25 ft,,60,65
266,3,5:17.0,Offensive rebound by J. Ennis,,60,65
267,3,5:17.0,J. Ennis makes 2-pt dunk at rim,,62,65
268,3,5:00.0,,Personal foul by T. Douglas,62,65
269,3,5:00.0,,K. Olynyk enters the game for A. Johnson,62,65
270,3,5:00.0,,J. Jerebko enters the game for J. Crowder,62,65
271,3,4:50.0,,I. Thomas makes 3-pt jump shot from 25 ft,62,68
272,3,4:33.0,A. Ajinça misses 2-pt jump shot from 17 ft,,62,68
273,3,4:32.0,,Defensive rebound by A. Bradley,62,68
274,3,4:27.0,,Personal foul by A. Ajinça,62,68
275,3,4:27.0,,I. Thomas makes free throw 1 of 2,62,69
276,3,4:27.0,K. Perkins enters the game for A. Ajinça,,62,69
277,3,4:27.0,T. Frazier enters the game for J. Ennis,,62,69
278,3,4:27.0,,I. Thomas makes free throw 2 of 2,62,70
279,3,4:18.0,Personal foul by M. Smart,,62,70
280,3,4:07.0,Turnover by K. Perkins (lost ball; steal by A. Bradley),,62,70
281,3,4:04.0,,A. Bradley makes 2-pt layup at rim,62,72
282,3,4:04.0,,Shooting foul by L. Babbitt (drawn by A. Bradley),62,72
283,3,4:04.0,,A. Bradley makes free throw 1 of 1,62,73
284,3,3:48.0,D. Cunningham misses 3-pt jump shot from 25 ft,,62,73
285,3,3:48.0,,Defensive rebound by M. Smart,62,73
286,3,3:38.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),62,76
287,3,3:30.0,Personal foul by K. Olynyk,,62,76
288,3,3:22.0,L. Babbitt misses 2-pt jump shot from 13 ft,,62,76
289,3,3:21.0,,Defensive rebound by A. Bradley,62,76
290,3,3:08.0,,A. Bradley misses 2-pt jump shot from 18 ft,62,76
291,3,3:07.0,Defensive rebound by T. Douglas,,62,76
292,3,2:56.0,,Violation by K. Olynyk (kicked ball),62,76
293,3,2:56.0,,Boston full timeout,62,76
294,3,2:56.0,J. Hamilton enters the game for D. Cunningham,,62,76
295,3,2:40.0,T. Douglas makes 2-pt jump shot from 12 ft (assist by L. Babbitt),,64,76
296,3,2:27.0,,K. Olynyk misses 3-pt jump shot from 24 ft,64,76
297,3,2:26.0,Defensive rebound by T. Douglas,,64,76
298,3,2:11.0,J. Hamilton makes 2-pt jump shot from 19 ft,,66,76
299,3,1:59.0,,Turnover by I. Thomas (lost ball),66,76
300,3,1:52.0,Personal foul by J. Jerebko,,66,76
301,3,1:52.0,T. Douglas makes free throw 1 of 2,,67,76
302,3,1:52.0,,T. Rozier enters the game for I. Thomas,67,76
303,3,1:52.0,T. Douglas makes free throw 2 of 2,,68,76
304,3,1:36.0,,K. Olynyk misses 2-pt jump shot from 10 ft,68,76
305,3,1:36.0,Defensive rebound by T. Frazier,,68,76
306,3,1:22.0,Shooting foul by M. Smart (drawn by L. Babbitt),,68,76
307,3,1:22.0,L. Babbitt makes free throw 1 of 2,,69,76
308,3,1:22.0,L. Babbitt makes free throw 2 of 2,,70,76
309,3,1:00.0,,K. Olynyk misses 2-pt jump shot from 22 ft,70,76
310,3,1:00.0,Defensive rebound by T. Frazier,,70,76
311,3,0:57.0,T. Frazier makes 2-pt layup at rim,,72,76
312,3,0:46.0,,T. Rozier misses 2-pt jump shot from 14 ft,72,76
313,3,0:46.0,Defensive rebound by L. Babbitt,,72,76
314,3,0:32.0,Personal block foul by K. Olynyk,,72,76
315,3,0:32.0,L. Babbitt makes free throw 1 of 2,,73,76
316,3,0:32.0,,T. Zeller enters the game for K. Olynyk,73,76
317,3,0:32.0,,J. Crowder enters the game for J. Jerebko,73,76
318,3,0:32.0,L. Babbitt misses free throw 2 of 2,,73,76
319,3,0:32.0,,Defensive rebound by J. Crowder,73,76
320,3,0:10.0,,A. Bradley misses 3-pt jump shot from 24 ft,73,76
321,3,0:10.0,Defensive rebound by L. Babbitt,,73,76
322,3,0:02.0,T. Douglas misses 2-pt jump shot from 7 ft,,73,76
323,3,0:01.0,,Defensive rebound by M. Smart,73,76
324,4,11:41.0,,M. Smart misses 3-pt jump shot from 23 ft,73,76
325,4,11:40.0,Defensive rebound by T. Frazier,,73,76
326,4,11:32.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by T. Frazier),,76,76
327,4,11:22.0,,Personal foul by T. Douglas,76,76
328,4,11:22.0,J. Ennis enters the game for T. Douglas,,76,76
329,4,11:16.0,,T. Rozier makes 2-pt layup from 1 ft,76,78
330,4,11:07.0,K. Perkins misses 2-pt jump shot from 10 ft,,76,78
331,4,11:06.0,,Defensive rebound by J. Jerebko,76,78
332,4,10:50.0,,Shooting foul by J. Ennis (drawn by T. Zeller),76,78
333,4,10:50.0,,T. Zeller makes free throw 1 of 2,76,79
334,4,10:50.0,,T. Zeller misses free throw 2 of 2,76,79
335,4,10:50.0,Defensive rebound by K. Perkins,,76,79
336,4,10:34.0,Turnover by J. Hamilton (traveling),,76,79
337,4,10:22.0,,J. Crowder misses 3-pt jump shot from 25 ft,76,79
338,4,10:21.0,Defensive rebound by L. Babbitt,,76,79
339,4,10:13.0,T. Frazier misses 2-pt jump shot from 13 ft,,76,79
340,4,10:12.0,,Defensive rebound by Team,76,79
341,4,10:06.0,,Personal foul by J. Ennis,76,79
342,4,10:06.0,D. Cunningham enters the game for J. Ennis,,76,79
343,4,9:52.0,,T. Rozier misses 3-pt jump shot from 23 ft,76,79
344,4,9:51.0,Defensive rebound by K. Perkins,,76,79
345,4,9:46.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by T. Frazier),,79,79
346,4,9:46.0,,Boston full timeout,79,79
347,4,9:28.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by M. Smart),79,82
348,4,9:06.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by L. Babbitt),,82,82
349,4,8:49.0,,M. Smart makes 2-pt layup from 2 ft (assist by T. Zeller),82,84
350,4,8:31.0,J. Hamilton misses 3-pt jump shot from 24 ft,,82,84
351,4,8:30.0,,Defensive rebound by J. Jerebko,82,84
352,4,8:22.0,,J. Crowder misses 2-pt layup from 2 ft,82,84
353,4,8:20.0,Defensive rebound by L. Babbitt,,82,84
354,4,8:18.0,Shooting foul by M. Smart (drawn by D. Cunningham),,82,84
355,4,8:18.0,D. Cunningham makes free throw 1 of 2,,83,84
356,4,8:18.0,A. Ajinça enters the game for K. Perkins,,83,84
357,4,8:18.0,D. Cunningham makes free throw 2 of 2,,84,84
358,4,8:05.0,,J. Jerebko misses 2-pt jump shot from 14 ft,84,84
359,4,8:05.0,Defensive rebound by J. Hamilton,,84,84
360,4,7:51.0,L. Babbitt misses 3-pt jump shot from 23 ft,,84,84
361,4,7:50.0,,Defensive rebound by T. Zeller,84,84
362,4,7:41.0,,T. Zeller makes 2-pt hook shot from 4 ft (assist by M. Smart),84,86
363,4,7:31.0,T. Frazier misses 2-pt jump shot from 5 ft,,84,86
364,4,7:30.0,,Defensive rebound by J. Jerebko,84,86
365,4,7:25.0,,Personal foul by T. Frazier,84,86
366,4,7:25.0,,I. Thomas enters the game for T. Rozier,84,86
367,4,7:25.0,J. Ennis enters the game for L. Babbitt,,84,86
368,4,7:11.0,,I. Thomas misses 2-pt jump shot from 4 ft,84,86
369,4,7:10.0,Defensive rebound by A. Ajinça,,84,86
370,4,6:57.0,T. Frazier makes 2-pt layup from 2 ft (assist by A. Ajinça),,86,86
371,4,6:38.0,,I. Thomas misses 3-pt jump shot from 25 ft,86,86
372,4,6:36.0,,Offensive rebound by T. Zeller,86,86
373,4,6:33.0,,J. Crowder misses 3-pt jump shot from 25 ft,86,86
374,4,6:32.0,Defensive rebound by J. Hamilton,,86,86
375,4,6:12.0,T. Frazier misses 2-pt jump shot from 11 ft,,86,86
376,4,6:11.0,,Defensive rebound by T. Zeller,86,86
377,4,6:01.0,,Turnover by I. Thomas (bad pass; steal by J. Ennis),86,86
378,4,6:00.0,Personal foul by J. Crowder,,86,86
379,4,6:00.0,New Orleans full timeout,,86,86
380,4,6:00.0,,A. Bradley enters the game for J. Crowder,86,86
381,4,6:00.0,,A. Johnson enters the game for T. Zeller,86,86
382,4,5:40.0,Offensive foul by J. Ennis (drawn by A. Bradley),,86,86
383,4,5:40.0,Turnover by J. Ennis (offensive foul),,86,86
384,4,5:40.0,T. Douglas enters the game for J. Ennis,,86,86
