,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
53,1,3:53.0,C. Joseph enters the game for K. Lowry,,13,19
54,1,3:53.0,P. Patterson enters the game for L. Scola,,13,19
55,1,3:53.0,,S. Hill enters the game for I. Mahinmi,13,19
56,1,3:42.0,,P. George misses 2-pt jump shot from 19 ft,13,19
57,1,3:39.0,Defensive rebound by D. Carroll,,13,19
58,1,3:22.0,Shooting foul by S. Hill (drawn by P. Patterson),,13,19
59,1,3:22.0,P. Patterson misses free throw 1 of 2,,13,19
60,1,3:22.0,Offensive rebound by Team,,13,19
61,1,3:22.0,P. Patterson makes free throw 2 of 2,,14,19
62,1,3:16.0,,Indiana full timeout,14,19
63,1,3:06.0,,P. George makes 3-pt jump shot from 27 ft (assist by G. Hill),14,22
64,1,2:45.0,C. Joseph misses 2-pt layup from 2 ft,,14,22
65,1,2:44.0,,Defensive rebound by M. Ellis,14,22
66,1,2:39.0,,Turnover by M. Ellis (bad pass; steal by C. Joseph),14,22
67,1,2:31.0,D. Carroll misses 3-pt jump shot from 25 ft,,14,22
68,1,2:30.0,,Defensive rebound by P. George,14,22
69,1,2:19.0,,M. Turner misses 2-pt hook shot from 7 ft,14,22
70,1,2:18.0,,Offensive rebound by S. Hill,14,22
71,1,2:15.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by S. Hill),14,25
72,1,1:55.0,Turnover by D. DeRozan (bad pass; steal by S. Hill),,14,25
73,1,1:48.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by S. Hill),14,28
74,1,1:47.0,Toronto full timeout,,14,28
75,1,1:47.0,B. Biyombo enters the game for D. Carroll,,14,28
76,1,1:47.0,T. Ross enters the game for J. Valančiūnas,,14,28
77,1,1:34.0,Personal foul by G. Hill,,14,28
78,1,1:20.0,D. DeRozan misses 2-pt jump shot from 18 ft,,14,28
79,1,1:19.0,,Defensive rebound by P. George,14,28
80,1,1:12.0,,Personal foul by D. DeRozan,14,28
81,1,1:12.0,,T. Lawson enters the game for M. Ellis,14,28
82,1,1:12.0,,R. Stuckey enters the game for G. Hill,14,28
83,1,1:04.0,Violation by T. Ross (kicked ball),,14,28
84,1,0:53.0,,T. Lawson misses 2-pt jump shot from 20 ft,14,28
85,1,0:52.0,Defensive rebound by B. Biyombo,,14,28
86,1,0:37.0,Personal foul by P. George,,14,28
87,1,0:37.0,B. Biyombo makes free throw 1 of 2,,15,28
88,1,0:37.0,,I. Mahinmi enters the game for M. Turner,15,28
89,1,0:37.0,B. Biyombo makes free throw 2 of 2,,16,28
90,1,0:16.0,,Offensive foul by S. Hill (drawn by B. Biyombo),16,28
91,1,0:16.0,,Turnover by S. Hill (offensive foul),16,28
92,1,0:00.0,D. DeRozan misses 2-pt jump shot from 14 ft,,16,28
93,1,0:00.0,Offensive rebound by Team,,16,28
94,2,11:50.0,Shooting foul by C. Miles (drawn by B. Biyombo),,16,28
95,2,11:50.0,B. Biyombo misses free throw 1 of 2,,16,28
96,2,11:50.0,Offensive rebound by Team,,16,28
97,2,11:50.0,B. Biyombo makes free throw 2 of 2,,17,28
98,2,11:35.0,,R. Stuckey makes 2-pt jump shot from 8 ft (assist by T. Lawson),17,30
99,2,11:27.0,Turnover by C. Joseph (bad pass; steal by I. Mahinmi),,17,30
100,2,11:24.0,,T. Lawson makes 2-pt layup at rim,17,32
101,2,11:04.0,P. Patterson misses 3-pt jump shot from 24 ft,,17,32
102,2,11:03.0,Offensive rebound by B. Biyombo,,17,32
103,2,11:01.0,Turnover by B. Biyombo (traveling),,17,32
104,2,10:46.0,,Shooting foul by P. Patterson (drawn by S. Hill),17,32
105,2,10:46.0,,S. Hill makes free throw 1 of 2,17,33
106,2,10:46.0,,S. Hill misses free throw 2 of 2,17,33
107,2,10:46.0,Defensive rebound by B. Biyombo,,17,33
108,2,10:27.0,K. Lowry makes 2-pt jump shot from 13 ft,,19,33
109,2,10:10.0,,R. Stuckey misses 3-pt jump shot from 24 ft,19,33
110,2,10:09.0,Defensive rebound by T. Ross,,19,33
111,2,10:03.0,Shooting foul by C. Miles (drawn by K. Lowry),,19,33
112,2,10:03.0,K. Lowry misses free throw 1 of 2,,19,33
113,2,10:03.0,Offensive rebound by Team,,19,33
114,2,10:03.0,K. Lowry misses free throw 2 of 2,,19,33
115,2,10:03.0,Offensive rebound by K. Lowry,,19,33
116,2,9:55.0,T. Ross makes 3-pt jump shot from 26 ft (assist by P. Patterson),,22,33
117,2,9:35.0,,R. Stuckey misses 2-pt layup from 2 ft,22,33
118,2,9:34.0,Defensive rebound by Team,,22,33
119,2,9:16.0,Turnover by K. Lowry (dbl dribble),,22,33
120,2,9:05.0,,I. Mahinmi makes 2-pt dunk from 3 ft (assist by T. Lawson),22,35
121,2,8:45.0,K. Lowry misses 3-pt jump shot from 25 ft,,22,35
122,2,8:45.0,,Defensive rebound by Team,22,35
123,2,8:45.0,Official timeout,,22,35
124,2,8:27.0,,C. Miles makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),22,37
125,2,8:10.0,T. Ross misses 3-pt jump shot from 27 ft,,22,37
126,2,8:09.0,Offensive rebound by B. Biyombo,,22,37
127,2,8:07.0,B. Biyombo makes 2-pt dunk from 2 ft,,24,37
128,2,7:50.0,,R. Stuckey makes 2-pt jump shot from 9 ft,24,39
129,2,7:25.0,T. Ross misses 2-pt jump shot from 13 ft,,24,39
130,2,7:24.0,,Defensive rebound by I. Mahinmi,24,39
131,2,7:12.0,,R. Stuckey misses 2-pt jump shot from 9 ft,24,39
132,2,7:12.0,Defensive rebound by B. Biyombo,,24,39
133,2,7:02.0,Turnover by B. Biyombo (offensive foul),,24,39
134,2,7:02.0,Offensive foul by B. Biyombo (drawn by R. Stuckey),,24,39
135,2,6:52.0,,T. Lawson misses 2-pt layup from 1 ft (block by B. Biyombo),24,39
136,2,6:50.0,Defensive rebound by C. Joseph,,24,39
137,2,6:43.0,K. Lowry misses 3-pt jump shot from 25 ft,,24,39
138,2,6:42.0,,Defensive rebound by R. Stuckey,24,39
139,2,6:33.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by R. Stuckey),24,42
140,2,6:24.0,Toronto full timeout,,24,42
141,2,6:24.0,D. DeRozan enters the game for C. Joseph,,24,42
142,2,6:24.0,J. Valančiūnas enters the game for B. Biyombo,,24,42
143,2,6:24.0,N. Powell enters the game for T. Ross,,24,42
144,2,6:06.0,P. Patterson misses 3-pt jump shot from 24 ft,,24,42
145,2,6:04.0,Offensive rebound by J. Valančiūnas,,24,42
146,2,6:04.0,J. Valančiūnas makes 2-pt layup at rim,,26,42
147,2,5:41.0,,R. Stuckey misses 3-pt jump shot from 25 ft,26,42
148,2,5:39.0,,Offensive rebound by I. Mahinmi,26,42
149,2,5:27.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by C. Miles),26,44
150,2,5:27.0,,Shooting foul by J. Valančiūnas (drawn by I. Mahinmi),26,44
151,2,5:27.0,,P. George enters the game for S. Hill,26,44
152,2,5:27.0,,G. Hill enters the game for R. Stuckey,26,44
153,2,5:27.0,,I. Mahinmi makes free throw 1 of 1,26,45
154,2,5:10.0,Turnover by D. DeRozan (bad pass; steal by T. Lawson),,26,45
155,2,5:05.0,,G. Hill makes 2-pt layup from 1 ft (assist by P. George),26,47
156,2,4:37.0,K. Lowry makes 2-pt jump shot from 21 ft,,28,47
157,2,4:22.0,,G. Hill makes 2-pt layup at rim (assist by I. Mahinmi),28,49
158,2,4:18.0,Turnover by J. Valančiūnas (bad pass; steal by T. Lawson),,28,49
159,2,4:16.0,,T. Lawson makes 2-pt jump shot from 17 ft,28,51
160,2,3:46.0,K. Lowry misses 3-pt jump shot from 26 ft,,28,51
161,2,3:44.0,,Defensive rebound by Team,28,51
162,2,3:44.0,,M. Ellis enters the game for T. Lawson,28,51
163,2,3:44.0,,M. Turner enters the game for I. Mahinmi,28,51
164,2,3:44.0,D. Carroll enters the game for P. Patterson,,28,51
165,2,3:44.0,,Indiana full timeout,28,51
166,2,3:26.0,,Shooting foul by J. Valančiūnas (drawn by G. Hill),28,51
167,2,3:26.0,,G. Hill makes free throw 1 of 2,28,52
168,2,3:26.0,,G. Hill makes free throw 2 of 2,28,53
169,2,3:11.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by K. Lowry),,30,53
170,2,2:44.0,,M. Turner misses 2-pt layup from 1 ft,30,53
171,2,2:43.0,Defensive rebound by D. DeRozan,,30,53
172,2,2:32.0,D. DeRozan misses 2-pt jump shot from 19 ft,,30,53
173,2,2:31.0,,Defensive rebound by C. Miles,30,53
174,2,2:22.0,,Turnover by M. Turner (lost ball; steal by N. Powell),30,53
175,2,2:17.0,D. Carroll misses 2-pt layup from 1 ft,,30,53
176,2,2:16.0,Offensive rebound by N. Powell,,30,53
177,2,2:16.0,N. Powell makes 2-pt layup from 2 ft,,32,53
178,2,1:58.0,,G. Hill makes 2-pt layup from 1 ft,32,55
179,2,1:46.0,N. Powell makes 3-pt jump shot from 27 ft (assist by K. Lowry),,35,55
180,2,1:32.0,,Personal foul by N. Powell,35,55
181,2,1:26.0,,M. Turner misses 2-pt jump shot from 17 ft,35,55
182,2,1:24.0,Defensive rebound by K. Lowry,,35,55
183,2,1:09.0,K. Lowry makes 2-pt layup from 1 ft,,37,55
184,2,0:57.0,,Personal foul by D. Carroll,37,55
185,2,0:57.0,,P. George makes free throw 1 of 2,37,56
186,2,0:57.0,,S. Hill enters the game for C. Miles,37,56
187,2,0:57.0,,P. George makes free throw 2 of 2,37,57
188,2,0:43.0,D. DeRozan misses 2-pt layup from 1 ft (block by M. Turner),,37,57
189,2,0:42.0,Offensive rebound by Team,,37,57
190,2,0:34.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,40,57
191,2,0:33.0,,Indiana full timeout,40,57
192,2,0:33.0,B. Biyombo enters the game for J. Valančiūnas,,40,57
193,2,0:33.0,,C. Miles enters the game for S. Hill,40,57
194,2,0:20.0,,P. George misses 3-pt jump shot from 23 ft,40,57
195,2,0:19.0,Defensive rebound by D. Carroll,,40,57
196,2,0:01.0,Shooting foul by M. Turner (drawn by K. Lowry),,40,57
197,2,0:01.0,K. Lowry makes free throw 1 of 2,,41,57
198,2,0:01.0,,I. Mahinmi enters the game for C. Miles,41,57
199,2,0:01.0,K. Lowry makes free throw 2 of 2,,42,57
200,3,11:34.0,Turnover by D. DeRozan (lost ball; steal by P. George),,42,57
201,3,11:32.0,,Turnover by M. Ellis (bad pass),42,57
202,3,11:24.0,D. DeRozan makes 2-pt jump shot from 17 ft,,44,57
203,3,11:05.0,,M. Turner misses 2-pt jump shot from 9 ft,44,57
204,3,11:03.0,Defensive rebound by J. Valančiūnas,,44,57
205,3,10:56.0,L. Scola misses 3-pt jump shot from 25 ft,,44,57
206,3,10:54.0,Offensive rebound by D. Carroll,,44,57
207,3,10:50.0,K. Lowry misses 3-pt jump shot from 26 ft,,44,57
208,3,10:49.0,,Defensive rebound by M. Turner,44,57
209,3,10:34.0,,I. Mahinmi makes 2-pt layup at rim (assist by M. Ellis),44,59
210,3,10:11.0,D. DeRozan misses 3-pt jump shot from 23 ft,,44,59
211,3,10:11.0,,Defensive rebound by M. Turner,44,59
212,3,10:00.0,,G. Hill makes 2-pt jump shot from 20 ft,44,61
213,3,9:34.0,Turnover by Team (shot clock),,44,61
214,3,9:22.0,,M. Ellis misses 2-pt jump shot from 21 ft,44,61
215,3,9:21.0,Defensive rebound by L. Scola,,44,61
216,3,9:10.0,D. Carroll misses 3-pt jump shot from 24 ft,,44,61
217,3,9:09.0,,Defensive rebound by M. Ellis,44,61
218,3,9:07.0,,Turnover by M. Ellis (lost ball; steal by K. Lowry),44,61
219,3,8:55.0,J. Valančiūnas makes 2-pt layup at rim,,46,61
220,3,8:38.0,,G. Hill misses 3-pt jump shot from 24 ft,46,61
221,3,8:37.0,Defensive rebound by D. DeRozan,,46,61
222,3,8:31.0,Personal foul by P. George,,46,61
223,3,8:24.0,L. Scola misses 3-pt jump shot from 25 ft,,46,61
224,3,8:23.0,Offensive rebound by J. Valančiūnas,,46,61
225,3,8:23.0,J. Valančiūnas makes 2-pt layup from 1 ft,,48,61
226,3,7:56.0,,G. Hill makes 2-pt jump shot from 14 ft,48,63
227,3,7:31.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,51,63
228,3,7:14.0,,P. George misses 3-pt jump shot from 27 ft,51,63
229,3,7:13.0,,Offensive rebound by M. Ellis,51,63
230,3,7:08.0,,G. Hill misses 3-pt jump shot from 24 ft,51,63
231,3,7:07.0,,Offensive rebound by M. Turner,51,63
232,3,7:07.0,,M. Turner misses 2-pt layup from 1 ft,51,63
233,3,7:06.0,Defensive rebound by D. DeRozan,,51,63
234,3,6:47.0,L. Scola misses 3-pt jump shot from 24 ft,,51,63
235,3,6:47.0,,Defensive rebound by I. Mahinmi,51,63
236,3,6:39.0,,Personal block foul by D. DeRozan,51,63
237,3,6:35.0,,P. George misses 2-pt jump shot from 10 ft,51,63
238,3,6:34.0,Defensive rebound by Team,,51,63
239,3,6:18.0,L. Scola misses 3-pt jump shot from 23 ft,,51,63
240,3,6:17.0,,Defensive rebound by P. George,51,63
241,3,6:04.0,,P. George makes 2-pt jump shot from 4 ft,51,65
242,3,5:55.0,Shooting foul by M. Ellis (drawn by L. Scola),,51,65
243,3,5:55.0,,Indiana full timeout,51,65
244,3,5:55.0,L. Scola misses free throw 1 of 2,,51,65
245,3,5:55.0,Offensive rebound by Team,,51,65
246,3,5:55.0,L. Scola makes free throw 2 of 2,,52,65
247,3,5:44.0,,Shooting foul by K. Lowry (drawn by I. Mahinmi),52,65
248,3,5:44.0,,I. Mahinmi misses free throw 1 of 2,52,65
249,3,5:44.0,,Offensive rebound by Team,52,65
250,3,5:44.0,P. Patterson enters the game for L. Scola,,52,65
251,3,5:44.0,,I. Mahinmi makes free throw 2 of 2,52,66
252,3,5:33.0,Shooting foul by P. George (drawn by J. Valančiūnas),,52,66
253,3,5:33.0,J. Valančiūnas makes free throw 1 of 2,,53,66
254,3,5:33.0,,S. Hill enters the game for I. Mahinmi,53,66
255,3,5:33.0,J. Valančiūnas makes free throw 2 of 2,,54,66
256,3,5:19.0,,M. Turner misses 2-pt layup from 2 ft (block by J. Valančiūnas),54,66
257,3,5:19.0,,Offensive rebound by M. Turner,54,66
258,3,5:13.0,,Turnover by P. George (bad pass),54,66
259,3,5:05.0,K. Lowry misses 2-pt layup from 1 ft,,54,66
260,3,5:05.0,,Defensive rebound by M. Turner,54,66
261,3,4:46.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by G. Hill),54,68
262,3,4:30.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by K. Lowry),,56,68
263,3,4:17.0,,M. Turner misses 2-pt jump shot from 19 ft,56,68
264,3,4:17.0,,Offensive rebound by S. Hill,56,68
265,3,4:17.0,Loose ball foul by K. Lowry,,56,68
266,3,4:07.0,,M. Turner misses 2-pt jump shot from 19 ft,56,68
267,3,4:05.0,Defensive rebound by J. Valančiūnas,,56,68
268,3,3:57.0,D. DeRozan misses 2-pt jump shot from 15 ft,,56,68
269,3,3:56.0,,Defensive rebound by G. Hill,56,68
270,3,3:41.0,,M. Ellis misses 3-pt jump shot from 24 ft,56,68
271,3,3:39.0,Defensive rebound by D. DeRozan,,56,68
272,3,3:17.0,D. Carroll misses 3-pt jump shot from 25 ft,,56,68
273,3,3:17.0,,Defensive rebound by Team,56,68
274,3,3:17.0,Loose ball foul by J. Valančiūnas,,56,68
275,3,3:17.0,C. Joseph enters the game for K. Lowry,,56,68
276,3,3:17.0,,R. Stuckey enters the game for G. Hill,56,68
277,3,3:17.0,B. Biyombo enters the game for J. Valančiūnas,,56,68
278,3,3:04.0,,Personal block foul by D. Carroll,56,68
279,3,3:04.0,,P. George misses free throw 1 of 2,56,68
280,3,3:04.0,,Offensive rebound by Team,56,68
281,3,3:04.0,,P. George makes free throw 2 of 2,56,69
282,3,2:50.0,D. DeRozan misses 3-pt jump shot from 25 ft,,56,69
283,3,2:49.0,Offensive rebound by Team,,56,69
284,3,2:49.0,Toronto full timeout,,56,69
285,3,2:49.0,T. Ross enters the game for D. DeRozan,,56,69
286,3,2:48.0,Turnover by C. Joseph (bad pass; steal by M. Ellis),,56,69
287,3,2:45.0,,Turnover by S. Hill (bad pass; steal by C. Joseph),56,69
288,3,2:32.0,T. Ross makes 2-pt dunk from 2 ft,,58,69
289,3,2:12.0,,M. Turner misses 2-pt jump shot from 20 ft,58,69
290,3,2:11.0,Defensive rebound by D. Carroll,,58,69
291,3,1:47.0,C. Joseph misses 2-pt jump shot from 17 ft,,58,69
292,3,1:47.0,Offensive rebound by Team,,58,69
293,3,1:47.0,Turnover by Team (shot clock),,58,69
294,3,1:32.0,,P. George misses 2-pt jump shot from 16 ft,58,69
295,3,1:28.0,Defensive rebound by B. Biyombo,,58,69
296,3,1:28.0,,T. Lawson enters the game for M. Ellis,58,69
297,3,1:28.0,Turnover by B. Biyombo (lost ball; steal by M. Turner),,58,69
298,3,1:17.0,,S. Hill misses 3-pt jump shot from 24 ft,58,69
299,3,1:15.0,,Offensive rebound by M. Turner,58,69
300,3,1:04.0,,Shooting foul by C. Joseph (drawn by P. George),58,69
301,3,1:04.0,,P. George makes free throw 1 of 2,58,70
302,3,1:04.0,,I. Mahinmi enters the game for M. Turner,58,70
303,3,1:04.0,,P. George makes free throw 2 of 2,58,71
304,3,0:52.0,T. Ross misses 3-pt jump shot from 25 ft,,58,71
305,3,0:50.0,,Defensive rebound by R. Stuckey,58,71
306,3,0:39.0,,Turnover by R. Stuckey (bad pass; steal by C. Joseph),58,71
307,3,0:37.0,Clear path foul by R. Stuckey,,58,71
308,3,0:37.0,B. Biyombo misses clear path free throw 1 of 2,,58,71
309,3,0:37.0,Offensive rebound by Team,,58,71
310,3,0:37.0,,C. Miles enters the game for P. George,58,71
311,3,0:37.0,N. Powell enters the game for D. Carroll,,58,71
312,3,0:37.0,B. Biyombo misses clear path free throw 2 of 2,,58,71
313,3,0:37.0,Offensive rebound by Team,,58,71
314,3,0:24.0,Turnover by C. Joseph (bad pass),,58,71
315,3,0:01.0,,S. Hill misses 2-pt jump shot from 15 ft,58,71
316,3,0:00.0,,Offensive rebound by C. Miles,58,71
317,3,0:00.0,,C. Miles makes 2-pt layup at rim,58,73
318,4,11:39.0,,I. Mahinmi misses 2-pt layup from 2 ft,58,73
319,4,11:38.0,Defensive rebound by B. Biyombo,,58,73
320,4,11:21.0,T. Ross misses 2-pt jump shot from 18 ft (block by C. Miles),,58,73
321,4,11:19.0,,Defensive rebound by R. Stuckey,58,73
322,4,11:07.0,,I. Mahinmi misses 2-pt layup from 1 ft,58,73
323,4,11:06.0,Defensive rebound by B. Biyombo,,58,73
324,4,11:02.0,Shooting foul by T. Lawson (drawn by K. Lowry),,58,73
325,4,11:02.0,K. Lowry makes free throw 1 of 2,,59,73
326,4,11:02.0,K. Lowry makes free throw 2 of 2,,60,73
327,4,10:46.0,,I. Mahinmi makes 2-pt dunk from 1 ft,60,75
328,4,10:27.0,K. Lowry misses 2-pt layup from 1 ft,,60,75
329,4,10:26.0,Offensive rebound by B. Biyombo,,60,75
330,4,10:25.0,Shooting foul by I. Mahinmi (drawn by B. Biyombo),,60,75
331,4,10:25.0,B. Biyombo misses free throw 1 of 2,,60,75
332,4,10:25.0,Offensive rebound by Team,,60,75
333,4,10:25.0,B. Biyombo misses free throw 2 of 2,,60,75
334,4,10:25.0,,Defensive rebound by C. Miles,60,75
335,4,10:22.0,Technical foul by P. Patterson,,60,75
336,4,10:22.0,,C. Miles misses technical free throw,60,75
337,4,10:22.0,,Offensive rebound by Team,60,75
338,4,10:22.0,D. Carroll enters the game for B. Biyombo,,60,75
339,4,10:04.0,,I. Mahinmi misses 2-pt layup from 1 ft,60,75
340,4,10:03.0,Defensive rebound by K. Lowry,,60,75
341,4,9:57.0,N. Powell misses 3-pt jump shot from 23 ft,,60,75
342,4,9:56.0,,Defensive rebound by I. Mahinmi,60,75
343,4,9:50.0,,R. Stuckey makes 2-pt jump shot from 18 ft (assist by T. Lawson),60,77
344,4,9:32.0,Personal foul by C. Miles,,60,77
345,4,9:25.0,P. Patterson misses 3-pt jump shot from 26 ft,,60,77
346,4,9:23.0,,Defensive rebound by T. Lawson,60,77
347,4,9:16.0,,Turnover by R. Stuckey (lost ball; steal by N. Powell),60,77
348,4,9:11.0,Shooting foul by S. Hill (drawn by T. Ross),,60,77
349,4,9:11.0,T. Ross makes free throw 1 of 2,,61,77
350,4,9:11.0,T. Ross makes free throw 2 of 2,,62,77
351,4,8:56.0,,C. Miles misses 2-pt jump shot from 11 ft,62,77
352,4,8:56.0,Defensive rebound by N. Powell,,62,77
353,4,8:47.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,65,77
354,4,8:47.0,,Indiana full timeout,65,77
355,4,8:47.0,D. DeRozan enters the game for N. Powell,,65,77
356,4,8:47.0,,G. Hill enters the game for T. Lawson,65,77
357,4,8:47.0,,P. George enters the game for C. Miles,65,77
358,4,8:38.0,,Offensive foul by I. Mahinmi (drawn by T. Ross),65,77
359,4,8:38.0,,Turnover by I. Mahinmi (offensive foul),65,77
360,4,8:27.0,T. Ross misses 2-pt jump shot from 12 ft,,65,77
361,4,8:26.0,,Defensive rebound by I. Mahinmi,65,77
362,4,8:05.0,,R. Stuckey misses 2-pt jump shot from 16 ft,65,77
363,4,8:04.0,,Offensive rebound by G. Hill,65,77
364,4,8:02.0,,G. Hill makes 2-pt layup from 1 ft,65,79
365,4,7:48.0,P. Patterson makes 2-pt jump shot from 6 ft,,67,79
366,4,7:25.0,,Personal foul by K. Lowry,67,79
367,4,7:25.0,,M. Ellis enters the game for R. Stuckey,67,79
368,4,7:14.0,,P. George misses 2-pt layup from 1 ft (block by P. Patterson),67,79
369,4,7:13.0,,Offensive rebound by I. Mahinmi,67,79
370,4,7:11.0,,P. George makes 2-pt dunk at rim (assist by I. Mahinmi),67,81
371,4,6:58.0,T. Ross misses 3-pt jump shot from 27 ft,,67,81
372,4,6:57.0,,Defensive rebound by S. Hill,67,81
373,4,6:34.0,,P. George misses 2-pt jump shot from 17 ft,67,81
374,4,6:33.0,,Offensive rebound by I. Mahinmi,67,81
375,4,6:18.0,,G. Hill makes 2-pt jump shot from 17 ft (assist by S. Hill),67,83
376,4,6:03.0,Personal foul by P. George,,67,83
377,4,6:03.0,P. Patterson makes free throw 1 of 2,,68,83
378,4,6:03.0,J. Valančiūnas enters the game for T. Ross,,68,83
379,4,6:03.0,P. Patterson makes free throw 2 of 2,,69,83
380,4,5:46.0,,P. George misses 2-pt layup from 2 ft,69,83
381,4,5:46.0,,Offensive rebound by I. Mahinmi,69,83
382,4,5:46.0,,I. Mahinmi makes 2-pt dunk at rim,69,85
383,4,5:20.0,D. DeRozan misses 2-pt jump shot from 16 ft,,69,85
384,4,5:19.0,Offensive rebound by P. Patterson,,69,85
385,4,5:16.0,,Offensive charge foul by D. DeRozan (drawn by P. George),69,85
386,4,5:16.0,Turnover by D. DeRozan (offensive foul),,69,85
387,4,5:16.0,Official timeout,,69,85
388,4,5:03.0,,Shooting foul by D. Carroll (drawn by I. Mahinmi),69,85
389,4,5:03.0,,I. Mahinmi makes free throw 1 of 2,69,86
390,4,5:03.0,,I. Mahinmi makes free throw 2 of 2,69,87
391,4,5:03.0,,Technical foul by P. George,69,87
392,4,5:03.0,Technical foul by J. Valančiūnas,,69,87
393,4,5:03.0,Technical foul by D. Carroll,,69,87
394,4,5:03.0,,P. George makes technical free throw,69,88
