,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),0,3
1,1,11:27.0,K. Bryant misses 2-pt jump shot from 19 ft,,0,3
2,1,11:24.0,,Defensive rebound by A. Bogut,0,3
3,1,11:18.0,,K. Thompson misses 3-pt jump shot from 26 ft,0,3
4,1,11:16.0,Defensive rebound by D. Russell,,0,3
5,1,11:03.0,D. Russell misses 3-pt jump shot from 26 ft,,0,3
6,1,11:02.0,,Defensive rebound by A. Bogut,0,3
7,1,10:50.0,,D. Green misses 3-pt jump shot from 26 ft,0,3
8,1,10:50.0,Defensive rebound by Team,,0,3
9,1,10:30.0,J. Randle misses 2-pt jump shot from 9 ft (block by D. Green),,0,3
10,1,10:29.0,,Defensive rebound by S. Curry,0,3
11,1,10:20.0,,S. Curry misses 3-pt jump shot from 25 ft,0,3
12,1,10:19.0,Defensive rebound by K. Bryant,,0,3
13,1,10:02.0,Shooting foul by H. Barnes (drawn by K. Bryant),,0,3
14,1,10:02.0,K. Bryant misses free throw 1 of 2,,0,3
15,1,10:02.0,Offensive rebound by Team,,0,3
16,1,10:02.0,K. Bryant makes free throw 2 of 2,,1,3
17,1,9:45.0,,A. Bogut misses 2-pt hook shot from 7 ft,1,3
18,1,9:45.0,Defensive rebound by R. Hibbert,,1,3
19,1,9:36.0,D. Russell makes 2-pt jump shot from 22 ft,,3,3
20,1,9:27.0,,Shooting foul by D. Russell (drawn by H. Barnes),3,3
21,1,9:27.0,,H. Barnes makes free throw 1 of 2,3,4
22,1,9:27.0,,H. Barnes makes free throw 2 of 2,3,5
23,1,9:13.0,R. Hibbert misses 2-pt jump shot from 15 ft,,3,5
24,1,9:13.0,,Defensive rebound by D. Green,3,5
25,1,9:04.0,,K. Thompson misses 2-pt layup from 2 ft,3,5
26,1,9:03.0,Defensive rebound by R. Hibbert,,3,5
27,1,8:51.0,J. Randle makes 2-pt jump shot from 9 ft,,5,5
28,1,8:28.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),5,8
29,1,8:12.0,D. Russell makes 2-pt jump shot from 15 ft,,7,8
30,1,7:57.0,,K. Thompson misses 2-pt jump shot from 8 ft,7,8
31,1,7:56.0,Defensive rebound by K. Bryant,,7,8
32,1,7:35.0,K. Bryant misses 2-pt jump shot from 20 ft,,7,8
33,1,7:35.0,,Defensive rebound by D. Green,7,8
34,1,7:27.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by K. Thompson),7,11
35,1,7:10.0,J. Clarkson misses 2-pt jump shot from 16 ft,,7,11
36,1,7:09.0,,Defensive rebound by S. Curry,7,11
37,1,6:54.0,,K. Thompson misses 2-pt jump shot from 11 ft,7,11
38,1,6:52.0,Defensive rebound by J. Randle,,7,11
39,1,6:49.0,Turnover by D. Russell (palming),,7,11
40,1,6:30.0,,K. Thompson misses 2-pt layup from 2 ft,7,11
41,1,6:30.0,,Offensive rebound by A. Bogut,7,11
42,1,6:24.0,,K. Thompson misses 3-pt jump shot from 24 ft,7,11
43,1,6:22.0,Defensive rebound by K. Bryant,,7,11
44,1,6:09.0,Turnover by J. Clarkson (traveling),,7,11
45,1,6:09.0,L. Williams enters the game for D. Russell,,7,11
46,1,5:57.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Bogut),7,13
47,1,5:43.0,R. Hibbert misses 2-pt hook shot from 7 ft,,7,13
48,1,5:42.0,,Defensive rebound by A. Bogut,7,13
49,1,5:35.0,,S. Curry misses 3-pt jump shot from 27 ft,7,13
50,1,5:32.0,,Offensive rebound by H. Barnes,7,13
51,1,5:27.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by S. Curry),7,16
52,1,5:19.0,LA Lakers full timeout,,7,16
53,1,5:19.0,,A. Iguodala enters the game for A. Bogut,7,16
54,1,5:19.0,B. Bass enters the game for R. Hibbert,,7,16
55,1,5:03.0,K. Bryant misses 2-pt jump shot from 14 ft,,7,16
56,1,5:02.0,,Defensive rebound by A. Iguodala,7,16
57,1,4:50.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),7,18
58,1,4:22.0,K. Bryant misses 3-pt jump shot from 24 ft,,7,18
59,1,4:22.0,Offensive rebound by Team,,7,18
60,1,4:22.0,Turnover by Team (shot clock),,7,18
61,1,4:08.0,,K. Thompson misses 3-pt jump shot from 26 ft,7,18
62,1,4:08.0,Defensive rebound by B. Bass,,7,18
63,1,4:01.0,Personal foul by S. Curry (drawn by J. Clarkson),,7,18
64,1,4:01.0,L. Nance enters the game for K. Bryant,,7,18
65,1,4:01.0,N. Young enters the game for J. Randle,,7,18
66,1,3:51.0,J. Clarkson misses 2-pt jump shot from 15 ft,,7,18
67,1,3:49.0,,Defensive rebound by D. Green,7,18
68,1,3:44.0,,S. Curry makes 2-pt layup from 1 ft,7,20
69,1,3:26.0,Turnover by L. Williams (lost ball; steal by D. Green),,7,20
70,1,3:19.0,,S. Curry misses 3-pt jump shot from 26 ft,7,20
71,1,3:18.0,,Offensive rebound by H. Barnes,7,20
72,1,3:18.0,,H. Barnes misses 2-pt layup from 1 ft,7,20
73,1,3:16.0,Defensive rebound by L. Williams,,7,20
74,1,3:06.0,B. Bass misses 2-pt jump shot from 18 ft,,7,20
75,1,3:05.0,,Defensive rebound by A. Iguodala,7,20
76,1,2:55.0,,D. Green makes 3-pt jump shot from 23 ft (assist by A. Iguodala),7,23
77,1,2:31.0,L. Williams misses 2-pt jump shot from 15 ft (block by D. Green),,7,23
78,1,2:30.0,Offensive rebound by L. Nance,,7,23
79,1,2:30.0,L. Nance makes 2-pt dunk at rim,,9,23
80,1,2:13.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by D. Green),9,25
81,1,1:51.0,J. Clarkson misses 2-pt jump shot from 10 ft (block by K. Thompson),,9,25
82,1,1:51.0,,Defensive rebound by Team,9,25
83,1,1:51.0,,Golden State full timeout,9,25
84,1,1:51.0,,F. Ezeli enters the game for H. Barnes,9,25
85,1,1:51.0,,S. Livingston enters the game for K. Thompson,9,25
86,1,1:41.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),9,27
87,1,1:20.0,N. Young makes 2-pt jump shot from 21 ft,,11,27
88,1,1:07.0,,S. Curry misses 2-pt jump shot from 18 ft,11,27
89,1,1:07.0,,Offensive rebound by F. Ezeli,11,27
90,1,1:05.0,,F. Ezeli misses 2-pt hook shot from 7 ft,11,27
91,1,1:04.0,Defensive rebound by B. Bass,,11,27
92,1,0:55.0,L. Nance misses 2-pt jump shot from 17 ft,,11,27
93,1,0:55.0,,Defensive rebound by A. Iguodala,11,27
94,1,0:46.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by F. Ezeli),11,30
95,1,0:31.0,N. Young misses 3-pt jump shot from 25 ft,,11,30
96,1,0:29.0,,Defensive rebound by A. Iguodala,11,30
97,1,0:14.0,,S. Curry misses 3-pt jump shot from 26 ft,11,30
98,1,0:12.0,Defensive rebound by N. Young,,11,30
99,1,0:02.0,N. Young misses 3-pt jump shot from 26 ft,,11,30
100,1,0:00.0,,Defensive rebound by A. Iguodala,11,30
101,2,11:39.0,L. Nance misses 2-pt layup from 1 ft,,11,30
