,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
34,1,7:10.0,Violation by K. Faried (def goaltending),,10,4
35,1,7:10.0,,C. Parsons makes 2-pt layup from 2 ft,10,6
36,1,6:55.0,Turnover by N. Jokić (bad pass; steal by Z. Pachulia),,10,6
37,1,6:54.0,,Personal take foul by N. Jokić (drawn by D. Williams),10,6
38,1,6:41.0,,D. Williams misses 2-pt jump shot from 12 ft,10,6
39,1,6:40.0,Defensive rebound by K. Faried,,10,6
40,1,6:29.0,N. Jokić misses 2-pt jump shot from 7 ft,,10,6
41,1,6:27.0,Offensive rebound by K. Faried,,10,6
42,1,6:25.0,K. Faried makes 2-pt hook shot from 5 ft,,12,6
43,1,6:13.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,12,6
44,1,6:13.0,Defensive rebound by N. Jokić,,12,6
45,1,6:13.0,,Loose ball foul by Z. Pachulia (drawn by N. Jokić),12,6
46,1,6:13.0,,D. Lee enters the game for D. Nowitzki,12,6
47,1,6:13.0,,R. Felton enters the game for Z. Pachulia,12,6
48,1,5:55.0,D. Augustin misses 2-pt jump shot from 9 ft,,12,6
49,1,5:54.0,,Defensive rebound by D. Lee,12,6
50,1,5:51.0,,Turnover by D. Lee (bad pass; steal by D. Augustin),12,6
51,1,5:48.0,D. Augustin makes 2-pt layup from 1 ft,,14,6
52,1,5:32.0,,C. Parsons misses 3-pt jump shot from 25 ft,14,6
53,1,5:31.0,,Offensive rebound by D. Lee,14,6
54,1,5:22.0,,D. Lee makes 2-pt jump shot from 17 ft (assist by W. Matthews),14,8
55,1,5:08.0,Personal foul by D. Williams (drawn by N. Jokić),,14,8
56,1,5:08.0,W. Barton enters the game for K. Faried,,14,8
57,1,4:55.0,Shooting foul by D. Williams (drawn by D. Augustin),,14,8
58,1,4:55.0,D. Augustin makes free throw 1 of 2,,15,8
59,1,4:55.0,,D. Harris enters the game for D. Williams,15,8
60,1,4:55.0,D. Augustin makes free throw 2 of 2,,16,8
61,1,4:33.0,,Turnover by R. Felton (bad pass),16,8
62,1,4:18.0,D. Gallinari misses 2-pt layup at rim,,16,8
63,1,4:17.0,Offensive rebound by D. Gallinari,,16,8
64,1,4:17.0,D. Gallinari makes 2-pt layup at rim,,18,8
65,1,4:05.0,,Personal foul by N. Jokić (drawn by D. Lee),18,8
66,1,4:05.0,,D. Lee misses free throw 1 of 2,18,8
67,1,4:05.0,,Offensive rebound by Team,18,8
68,1,4:05.0,D. Arthur enters the game for N. Jokić,,18,8
69,1,4:05.0,,D. Lee makes free throw 2 of 2,18,9
70,1,3:47.0,D. Gallinari makes 2-pt jump shot from 8 ft,,20,9
71,1,3:47.0,Shooting foul by W. Matthews (drawn by D. Gallinari),,20,9
72,1,3:47.0,,Violation by D. Harris (lane),20,9
73,1,3:47.0,D. Gallinari makes free throw 1 of 1,,21,9
74,1,3:40.0,,D. Lee makes 2-pt layup from 2 ft (assist by R. Felton),21,11
75,1,3:25.0,W. Barton makes 2-pt layup from 3 ft,,23,11
76,1,3:05.0,,C. Parsons misses 3-pt jump shot from 25 ft,23,11
77,1,3:04.0,Defensive rebound by D. Gallinari,,23,11
78,1,2:55.0,W. Barton misses 3-pt jump shot from 26 ft,,23,11
79,1,2:54.0,,Defensive rebound by Team,23,11
80,1,2:54.0,Denver full timeout,,23,11
81,1,2:31.0,,R. Felton misses 2-pt jump shot from 19 ft,23,11
82,1,2:30.0,,Offensive rebound by Team,23,11
83,1,2:29.0,,D. Nowitzki enters the game for C. Parsons,23,11
84,1,2:29.0,,J. Barea enters the game for W. Matthews,23,11
85,1,2:17.0,,D. Nowitzki makes 2-pt jump shot from 10 ft,23,13
86,1,1:54.0,D. Augustin misses 2-pt jump shot from 15 ft,,23,13
87,1,1:53.0,,Defensive rebound by D. Harris,23,13
88,1,1:46.0,,D. Harris makes 2-pt layup from 1 ft,23,15
89,1,1:46.0,,Shooting foul by D. Arthur (drawn by D. Harris),23,15
90,1,1:46.0,,D. Harris makes free throw 1 of 1,23,16
91,1,1:37.0,D. Augustin makes 3-pt jump shot from 25 ft,,26,16
92,1,1:15.0,,J. Barea makes 2-pt layup from 2 ft (assist by D. Lee),26,18
93,1,1:02.0,D. Augustin misses 2-pt jump shot from 7 ft (block by D. Nowitzki),,26,18
94,1,1:00.0,,Defensive rebound by D. Lee,26,18
95,1,0:52.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,26,18
96,1,0:51.0,Defensive rebound by D. Arthur,,26,18
97,1,0:33.0,Turnover by W. Barton (bad pass),,26,18
98,1,0:17.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,26,20
99,1,0:04.0,Shooting foul by R. Felton (drawn by W. Barton),,26,20
100,1,0:04.0,W. Barton makes free throw 1 of 2,,27,20
101,1,0:04.0,J. Sampson enters the game for D. Gallinari,,27,20
102,1,0:04.0,W. Barton makes free throw 2 of 2,,28,20
103,1,0:00.0,,R. Felton misses 3-pt jump shot from 26 ft,28,20
104,1,0:00.0,,Offensive rebound by Team,28,20
105,2,11:40.0,,J. Barea misses 3-pt jump shot from 24 ft,28,20
106,2,11:39.0,,Offensive rebound by D. Nowitzki,28,20
107,2,11:39.0,,Personal foul by J. Sampson (drawn by D. Nowitzki),28,20
108,2,11:33.0,,D. Lee makes 2-pt dunk at rim (assist by J. Barea),28,22
109,2,11:11.0,Turnover by D. Arthur (bad pass; steal by D. Lee),,28,22
110,2,11:02.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,28,22
111,2,11:01.0,Defensive rebound by E. Mudiay,,28,22
112,2,10:53.0,D. Arthur makes 2-pt jump shot from 20 ft (assist by E. Mudiay),,30,22
113,2,10:51.0,Violation by Team (jump ball),,30,22
114,2,10:39.0,,Turnover by D. Harris (bad pass; steal by J. Sampson),30,22
115,2,10:34.0,D. Augustin misses 2-pt layup from 3 ft,,30,22
116,2,10:33.0,,Defensive rebound by D. Nowitzki,30,22
117,2,10:26.0,,D. Lee misses 2-pt jump shot from 18 ft,30,22
118,2,10:25.0,Defensive rebound by D. Augustin,,30,22
119,2,10:17.0,E. Mudiay misses 2-pt jump shot from 18 ft,,30,22
120,2,10:15.0,,Defensive rebound by J. Barea,30,22
121,2,10:04.0,,J. Barea misses 2-pt jump shot from 5 ft,30,22
122,2,10:03.0,,Offensive rebound by D. Lee,30,22
123,2,10:03.0,,Personal foul by D. Arthur (drawn by D. Lee),30,22
124,2,10:03.0,,Z. Pachulia enters the game for D. Lee,30,22
125,2,10:03.0,J. Lauvergne enters the game for J. Sampson,,30,22
126,2,9:51.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,30,22
127,2,9:50.0,Defensive rebound by W. Barton,,30,22
128,2,9:39.0,D. Arthur makes 2-pt hook shot from 6 ft,,32,22
129,2,9:38.0,,Dallas full timeout,32,22
130,2,9:23.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,32,22
131,2,9:22.0,Defensive rebound by D. Arthur,,32,22
132,2,9:06.0,Turnover by D. Augustin (bad pass; steal by Z. Pachulia),,32,22
133,2,8:59.0,,D. Harris misses 3-pt jump shot from 22 ft,32,22
134,2,8:58.0,Defensive rebound by D. Arthur,,32,22
135,2,8:52.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by D. Arthur),,35,22
136,2,8:30.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,35,22
137,2,8:30.0,Defensive rebound by J. Lauvergne,,35,22
138,2,8:22.0,,C. Parsons enters the game for D. Nowitzki,35,22
139,2,8:22.0,K. Faried enters the game for D. Arthur,,35,22
140,2,8:22.0,,D. Williams enters the game for J. Barea,35,22
141,2,8:22.0,,W. Matthews enters the game for R. Felton,35,22
142,2,8:13.0,K. Faried misses 2-pt jump shot from 20 ft,,35,22
143,2,8:13.0,,Defensive rebound by Team,35,22
144,2,8:07.0,,C. Parsons misses 3-pt jump shot from 24 ft,35,22
145,2,8:06.0,Defensive rebound by K. Faried,,35,22
146,2,7:56.0,K. Faried makes 2-pt hook shot from 3 ft (assist by D. Augustin),,37,22
147,2,7:39.0,,Shooting foul by J. Lauvergne (drawn by C. Parsons),37,22
148,2,7:39.0,,C. Parsons makes free throw 1 of 2,37,23
149,2,7:39.0,G. Harris enters the game for D. Augustin,,37,23
150,2,7:39.0,,S. Mejri enters the game for Z. Pachulia,37,23
151,2,7:39.0,,C. Parsons makes free throw 2 of 2,37,24
152,2,7:24.0,Turnover by E. Mudiay (bad pass),,37,24
153,2,7:14.0,,W. Matthews misses 2-pt jump shot from 15 ft,37,24
154,2,7:13.0,Defensive rebound by K. Faried,,37,24
155,2,7:05.0,W. Barton makes 2-pt jump shot from 15 ft,,39,24
156,2,6:57.0,Violation by W. Barton (kicked ball),,39,24
157,2,6:41.0,,Turnover by W. Matthews (lost ball; steal by G. Harris),39,24
158,2,6:39.0,Shooting foul by D. Williams (drawn by G. Harris),,39,24
159,2,6:39.0,G. Harris misses free throw 1 of 2,,39,24
160,2,6:39.0,Offensive rebound by Team,,39,24
161,2,6:39.0,,R. Felton enters the game for D. Williams,39,24
162,2,6:39.0,D. Gallinari enters the game for J. Lauvergne,,39,24
163,2,6:39.0,,J. Barea enters the game for D. Harris,39,24
164,2,6:39.0,G. Harris makes free throw 2 of 2,,40,24
165,2,6:23.0,,J. Barea misses 2-pt jump shot from 9 ft,40,24
166,2,6:22.0,Defensive rebound by W. Barton,,40,24
167,2,6:15.0,W. Barton misses 2-pt hook shot from 3 ft,,40,24
168,2,6:14.0,Offensive rebound by K. Faried,,40,24
169,2,6:14.0,K. Faried makes 2-pt dunk at rim,,42,24
170,2,6:14.0,,Dallas full timeout,42,24
171,2,6:05.0,,R. Felton misses 2-pt layup from 1 ft,42,24
172,2,6:03.0,Defensive rebound by D. Gallinari,,42,24
173,2,5:58.0,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),,44,24
174,2,5:47.0,,Turnover by S. Mejri (bad pass; steal by G. Harris),44,24
175,2,5:39.0,W. Barton misses 2-pt jump shot from 6 ft,,44,24
176,2,5:38.0,,Defensive rebound by J. Barea,44,24
177,2,5:32.0,,Shooting foul by K. Faried (drawn by W. Matthews),44,24
178,2,5:32.0,Official timeout,,44,24
179,2,5:32.0,,D. Nowitzki enters the game for C. Parsons,44,24
180,2,5:32.0,,D. Lee enters the game for S. Mejri,44,24
181,2,5:32.0,,W. Matthews makes free throw 1 of 2,44,25
182,2,5:32.0,,W. Matthews makes free throw 2 of 2,44,26
183,2,5:17.0,G. Harris makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,47,26
184,2,4:52.0,,J. Barea makes 2-pt jump shot from 3 ft,47,28
185,2,4:28.0,Offensive foul by D. Gallinari (drawn by D. Nowitzki),,47,28
186,2,4:28.0,Turnover by D. Gallinari (offensive foul),,47,28
187,2,4:28.0,,D. Harris enters the game for J. Barea,47,28
188,2,4:16.0,,Personal foul by D. Gallinari (drawn by D. Harris),47,28
189,2,4:16.0,,D. Harris makes free throw 1 of 2,47,29
190,2,4:16.0,,D. Harris makes free throw 2 of 2,47,30
191,2,4:01.0,G. Harris makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,50,30
192,2,3:52.0,,D. Harris misses 2-pt jump shot from 6 ft,50,30
193,2,3:50.0,Defensive rebound by D. Gallinari,,50,30
194,2,3:46.0,W. Barton makes 2-pt layup from 1 ft (assist by E. Mudiay),,52,30
195,2,3:34.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Harris),52,32
196,2,3:15.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,55,32
197,2,3:04.0,,Personal foul by G. Harris (drawn by R. Felton),55,32
198,2,3:04.0,,R. Felton makes free throw 1 of 2,55,33
199,2,3:04.0,,R. Felton makes free throw 2 of 2,55,34
200,2,2:55.0,Turnover by E. Mudiay (bad pass; steal by D. Harris),,55,34
201,2,2:53.0,,Personal take foul by W. Barton (drawn by D. Harris),55,34
202,2,2:53.0,Denver full timeout,,55,34
203,2,2:53.0,,C. Parsons enters the game for D. Lee,55,34
204,2,2:53.0,D. Augustin enters the game for E. Mudiay,,55,34
205,2,2:53.0,,D. Harris makes free throw 1 of 2,55,35
206,2,2:53.0,,D. Harris makes free throw 2 of 2,55,36
207,2,2:29.0,W. Barton misses 3-pt jump shot from 25 ft,,55,36
208,2,2:28.0,,Defensive rebound by R. Felton,55,36
209,2,2:21.0,,C. Parsons makes 2-pt layup from 1 ft (assist by D. Harris),55,38
210,2,2:05.0,D. Augustin misses 3-pt jump shot from 24 ft,,55,38
211,2,2:03.0,,Defensive rebound by D. Nowitzki,55,38
212,2,1:55.0,Violation by K. Faried (def goaltending),,55,38
213,2,1:55.0,,R. Felton makes 2-pt jump shot from 4 ft,55,40
214,2,1:55.0,Denver full timeout,,55,40
215,2,1:35.0,D. Gallinari misses 3-pt jump shot from 25 ft,,55,40
216,2,1:35.0,Offensive rebound by G. Harris,,55,40
217,2,1:35.0,Shooting foul by R. Felton (drawn by G. Harris),,55,40
218,2,1:35.0,G. Harris makes free throw 1 of 2,,56,40
219,2,1:35.0,J. Sampson enters the game for D. Gallinari,,56,40
220,2,1:35.0,G. Harris misses free throw 2 of 2,,56,40
221,2,1:34.0,,Defensive rebound by D. Nowitzki,56,40
222,2,1:19.0,,W. Matthews misses 3-pt jump shot from 25 ft,56,40
223,2,1:18.0,,Offensive rebound by D. Nowitzki,56,40
224,2,1:13.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,56,42
225,2,1:13.0,Personal foul by W. Matthews (drawn by J. Sampson),,56,42
226,2,1:13.0,,Personal foul by J. Sampson,56,42
227,2,0:49.0,K. Faried misses 2-pt jump shot from 13 ft,,56,42
228,2,0:47.0,,Defensive rebound by D. Nowitzki,56,42
229,2,0:28.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by R. Felton),56,44
230,2,0:03.0,W. Barton misses 3-pt jump shot from 22 ft,,56,44
231,2,0:02.0,,Defensive rebound by D. Harris,56,44
232,3,11:49.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),56,46
233,3,11:28.0,G. Harris misses 3-pt jump shot from 24 ft,,56,46
234,3,11:27.0,Offensive rebound by N. Jokić,,56,46
235,3,11:26.0,Shooting foul by D. Nowitzki (drawn by N. Jokić),,56,46
236,3,11:26.0,N. Jokić makes free throw 1 of 2,,57,46
237,3,11:26.0,N. Jokić misses free throw 2 of 2,,57,46
238,3,11:25.0,,Defensive rebound by C. Parsons,57,46
239,3,11:08.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,57,46
240,3,11:07.0,Defensive rebound by D. Gallinari,,57,46
241,3,10:56.0,Personal block foul by W. Matthews (drawn by D. Gallinari),,57,46
242,3,10:48.0,D. Gallinari misses 2-pt jump shot from 21 ft,,57,46
243,3,10:46.0,Offensive rebound by K. Faried,,57,46
244,3,10:46.0,K. Faried misses 2-pt layup from 4 ft,,57,46
245,3,10:45.0,,Defensive rebound by D. Nowitzki,57,46
246,3,10:28.0,,R. Felton misses 2-pt jump shot from 3 ft,57,46
247,3,10:27.0,Defensive rebound by K. Faried,,57,46
248,3,10:13.0,N. Jokić makes 2-pt hook shot from 5 ft (assist by E. Mudiay),,59,46
249,3,10:04.0,,Personal foul by N. Jokić (drawn by D. Williams),59,46
250,3,9:58.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by R. Felton),59,49
251,3,9:34.0,Turnover by E. Mudiay (step out of bounds),,59,49
252,3,9:20.0,,W. Matthews misses 3-pt jump shot from 23 ft,59,49
253,3,9:19.0,Defensive rebound by E. Mudiay,,59,49
254,3,9:08.0,D. Gallinari misses 2-pt jump shot from 13 ft,,59,49
255,3,9:06.0,,Defensive rebound by C. Parsons,59,49
256,3,8:58.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),59,52
257,3,8:57.0,Denver full timeout,,59,52
258,3,8:57.0,W. Barton enters the game for N. Jokić,,59,52
259,3,8:33.0,G. Harris misses 3-pt jump shot from 23 ft,,59,52
260,3,8:32.0,,Defensive rebound by D. Nowitzki,59,52
261,3,8:22.0,,R. Felton makes 2-pt layup from 2 ft,59,54
262,3,8:02.0,E. Mudiay misses 2-pt jump shot from 10 ft,,59,54
263,3,8:01.0,Offensive rebound by K. Faried,,59,54
264,3,8:00.0,K. Faried makes 2-pt layup from 1 ft,,61,54
265,3,7:45.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),61,57
266,3,7:25.0,W. Barton misses 2-pt jump shot from 12 ft,,61,57
267,3,7:25.0,Offensive rebound by D. Gallinari,,61,57
268,3,7:25.0,D. Gallinari misses 2-pt layup from 2 ft,,61,57
269,3,7:25.0,Offensive rebound by K. Faried,,61,57
270,3,7:25.0,Personal foul by C. Parsons (drawn by K. Faried),,61,57
271,3,7:11.0,W. Barton makes 2-pt layup from 4 ft,,63,57
272,3,6:54.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),63,60
273,3,6:40.0,W. Barton misses 3-pt jump shot from 24 ft,,63,60
274,3,6:39.0,,Defensive rebound by C. Parsons,63,60
275,3,6:31.0,,C. Parsons makes 2-pt layup from 1 ft,63,62
276,3,6:30.0,Denver full timeout,,63,62
277,3,6:30.0,,D. Lee enters the game for D. Nowitzki,63,62
278,3,6:30.0,D. Arthur enters the game for K. Faried,,63,62
279,3,6:18.0,Shooting foul by R. Felton (drawn by E. Mudiay),,63,62
280,3,6:18.0,E. Mudiay makes free throw 1 of 2,,64,62
281,3,6:18.0,E. Mudiay makes free throw 2 of 2,,65,62
282,3,6:03.0,,C. Parsons makes 2-pt jump shot from 4 ft,65,64
283,3,5:55.0,W. Barton misses 2-pt jump shot from 19 ft,,65,64
284,3,5:54.0,,Defensive rebound by D. Lee,65,64
285,3,5:44.0,,D. Williams misses 2-pt jump shot from 19 ft,65,64
286,3,5:43.0,Defensive rebound by D. Arthur,,65,64
287,3,5:30.0,Shooting foul by D. Lee (drawn by D. Gallinari),,65,64
288,3,5:30.0,D. Gallinari makes free throw 1 of 2,,66,64
289,3,5:30.0,D. Gallinari misses free throw 2 of 2,,66,64
290,3,5:28.0,,Defensive rebound by D. Lee,66,64
291,3,5:15.0,,Shooting foul by E. Mudiay (drawn by D. Williams),66,64
292,3,5:15.0,,D. Williams makes free throw 1 of 2,66,65
293,3,5:15.0,,D. Williams misses free throw 2 of 2,66,65
294,3,5:14.0,Defensive rebound by W. Barton,,66,65
295,3,4:54.0,G. Harris misses 3-pt jump shot from 24 ft,,66,65
296,3,4:54.0,,Defensive rebound by Team,66,65
297,3,4:38.0,,D. Lee makes 2-pt jump shot from 8 ft,66,67
298,3,4:18.0,D. Gallinari makes 2-pt jump shot from 18 ft,,68,67
299,3,3:57.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),68,70
300,3,3:42.0,W. Barton misses 2-pt jump shot from 9 ft,,68,70
301,3,3:41.0,Offensive rebound by D. Arthur,,68,70
302,3,3:39.0,Shooting foul by D. Williams (drawn by D. Arthur),,68,70
303,3,3:39.0,D. Arthur makes free throw 1 of 2,,69,70
304,3,3:39.0,D. Augustin enters the game for E. Mudiay,,69,70
305,3,3:39.0,,J. Barea enters the game for D. Williams,69,70
306,3,3:39.0,,D. Nowitzki enters the game for W. Matthews,69,70
307,3,3:39.0,D. Arthur makes free throw 2 of 2,,70,70
308,3,3:16.0,,C. Parsons makes 2-pt jump shot from 23 ft (assist by R. Felton),70,72
309,3,3:00.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by D. Gallinari),,72,72
310,3,2:39.0,,D. Nowitzki makes 2-pt jump shot from 6 ft,72,74
311,3,2:28.0,D. Gallinari misses 3-pt jump shot from 25 ft,,72,74
312,3,2:27.0,Offensive rebound by D. Arthur,,72,74
313,3,2:18.0,W. Barton misses 2-pt jump shot from 20 ft,,72,74
314,3,2:18.0,Offensive rebound by D. Gallinari,,72,74
315,3,2:18.0,,Dallas full timeout,72,74
316,3,2:18.0,,Loose ball foul by C. Parsons (drawn by D. Gallinari),72,74
317,3,2:18.0,,D. Harris enters the game for R. Felton,72,74
318,3,2:18.0,D. Gallinari makes free throw 1 of 2,,73,74
319,3,2:18.0,D. Gallinari misses free throw 2 of 2,,73,74
320,3,2:17.0,,Defensive rebound by D. Nowitzki,73,74
321,3,2:01.0,,J. Barea misses 3-pt jump shot from 24 ft,73,74
322,3,2:00.0,Defensive rebound by W. Barton,,73,74
323,3,1:48.0,D. Augustin makes 2-pt layup from 2 ft,,75,74
324,3,1:31.0,,D. Lee misses 2-pt layup from 3 ft,75,74
325,3,1:30.0,,Offensive rebound by D. Lee,75,74
326,3,1:29.0,,D. Lee misses 2-pt layup from 1 ft (block by D. Gallinari),75,74
327,3,1:27.0,,Offensive rebound by D. Lee,75,74
328,3,1:27.0,,D. Lee misses 2-pt layup from 2 ft (block by D. Arthur),75,74
329,3,1:25.0,Defensive rebound by G. Harris,,75,74
330,3,1:09.0,W. Barton makes 2-pt layup from 2 ft,,77,74
331,3,1:03.0,,Personal foul by G. Harris (drawn by D. Harris),77,74
332,3,1:03.0,,W. Matthews enters the game for C. Parsons,77,74
333,3,1:03.0,K. Faried enters the game for D. Gallinari,,77,74
334,3,0:52.0,,Turnover by D. Harris (bad pass),77,74
335,3,0:38.0,W. Barton misses 3-pt jump shot from 25 ft,,77,74
336,3,0:36.0,,Defensive rebound by W. Matthews,77,74
337,3,0:26.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,77,74
338,3,0:24.0,,Offensive rebound by D. Lee,77,74
339,3,0:22.0,,Shooting foul by K. Faried (drawn by W. Matthews),77,74
340,3,0:22.0,,W. Matthews makes free throw 1 of 2,77,75
341,3,0:22.0,,C. Parsons enters the game for D. Nowitzki,77,75
342,3,0:22.0,,W. Matthews makes free throw 2 of 2,77,76
343,3,0:09.0,D. Arthur makes 3-pt jump shot from 25 ft (assist by D. Augustin),,80,76
344,3,0:03.0,,D. Harris misses 2-pt jump shot from 11 ft,80,76
345,3,0:01.0,Defensive rebound by W. Barton,,80,76
346,3,0:00.0,Turnover by W. Barton (lost ball; steal by D. Harris),,80,76
347,4,11:40.0,D. Arthur misses 2-pt jump shot from 19 ft,,80,76
348,4,11:39.0,,Defensive rebound by D. Lee,80,76
349,4,11:25.0,,J. Barea makes 2-pt jump shot from 5 ft,80,78
350,4,11:03.0,D. Arthur makes 2-pt jump shot from 11 ft,,82,78
351,4,10:38.0,,D. Harris misses 3-pt jump shot from 22 ft,82,78
352,4,10:37.0,Defensive rebound by D. Arthur,,82,78
353,4,10:34.0,G. Harris makes 2-pt layup from 2 ft (assist by W. Barton),,84,78
354,4,10:34.0,Shooting foul by D. Harris (drawn by G. Harris),,84,78
355,4,10:34.0,M. Miller enters the game for K. Faried,,84,78
356,4,10:34.0,,D. Williams enters the game for W. Matthews,84,78
357,4,10:34.0,G. Harris misses free throw 1 of 1,,84,78
358,4,10:33.0,,Defensive rebound by D. Lee,84,78
359,4,10:21.0,,D. Harris makes 2-pt layup from 2 ft (assist by D. Lee),84,80
360,4,10:00.0,Turnover by G. Harris (lost ball; steal by D. Harris),,84,80
361,4,9:46.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,84,80
362,4,9:45.0,Defensive rebound by W. Barton,,84,80
363,4,9:36.0,W. Barton makes 2-pt jump shot from 15 ft,,86,80
364,4,9:35.0,,Dallas full timeout,86,80
365,4,9:21.0,,Turnover by D. Nowitzki (lost ball; steal by D. Arthur),86,80
366,4,9:16.0,D. Augustin makes 2-pt layup from 2 ft,,88,80
367,4,9:03.0,,Offensive foul by D. Harris (drawn by M. Miller),88,80
368,4,9:03.0,,Turnover by D. Harris (offensive foul),88,80
369,4,8:53.0,M. Miller makes 3-pt jump shot from 25 ft (assist by W. Barton),,91,80
370,4,8:35.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,91,80
371,4,8:34.0,Defensive rebound by G. Harris,,91,80
372,4,8:25.0,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Barton),,94,80
373,4,8:24.0,,Dallas full timeout,94,80
374,4,8:24.0,,R. Felton enters the game for D. Nowitzki,94,80
375,4,8:24.0,,C. Parsons enters the game for D. Harris,94,80
376,4,8:24.0,,W. Matthews enters the game for J. Barea,94,80
377,4,8:11.0,,C. Parsons makes 2-pt jump shot from 23 ft,94,82
378,4,7:54.0,Turnover by W. Barton (bad pass),,94,82
379,4,7:46.0,,C. Parsons misses 3-pt jump shot from 25 ft,94,82
380,4,7:45.0,Defensive rebound by D. Augustin,,94,82
381,4,7:24.0,G. Harris misses 2-pt dunk at rim,,94,82
382,4,7:23.0,Offensive rebound by W. Barton,,94,82
383,4,7:19.0,Shooting foul by D. Lee (drawn by W. Barton),,94,82
384,4,7:19.0,W. Barton makes free throw 1 of 2,,95,82
385,4,7:19.0,E. Mudiay enters the game for D. Arthur,,95,82
386,4,7:19.0,W. Barton makes free throw 2 of 2,,96,82
387,4,7:11.0,,R. Felton misses 3-pt jump shot from 24 ft,96,82
388,4,7:10.0,,Offensive rebound by D. Lee,96,82
