,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
58,1,5:50.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,8,10
59,1,5:49.0,,Defensive rebound by M. Carter-Williams,8,10
60,1,5:33.0,,K. Middleton makes 2-pt layup at rim (assist by O. Mayo),8,12
61,1,5:13.0,D. Williams misses 3-pt jump shot from 25 ft,,8,12
62,1,5:12.0,Offensive rebound by Z. Pachulia,,8,12
63,1,4:52.0,Turnover by D. Powell (bad pass),,8,12
64,1,4:37.0,,M. Carter-Williams makes 2-pt layup at rim (assist by J. Parker),8,14
65,1,4:26.0,Turnover by D. Williams (back court),,8,14
66,1,4:07.0,,Turnover by K. Middleton (bad pass; steal by R. Felton),8,14
67,1,4:05.0,R. Felton misses 2-pt layup from 1 ft (block by O. Mayo),,8,14
68,1,4:05.0,,Defensive rebound by Team,8,14
69,1,3:55.0,,Personal foul by D. Powell (drawn by J. Parker),8,14
70,1,3:55.0,D. Harris enters the game for D. Williams,,8,14
71,1,3:47.0,,M. Carter-Williams misses 2-pt jump shot from 7 ft (block by R. Felton),8,14
72,1,3:45.0,Defensive rebound by D. Powell,,8,14
73,1,3:43.0,Turnover by D. Powell (lost ball; steal by J. Parker),,8,14
74,1,3:35.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft (assist by K. Middleton),8,16
75,1,3:16.0,D. Powell misses 2-pt jump shot from 15 ft,,8,16
76,1,3:14.0,,Defensive rebound by M. Carter-Williams,8,16
77,1,2:58.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by J. Parker),8,18
78,1,2:56.0,Dallas full timeout,,8,18
79,1,2:56.0,,Milwaukee full timeout,8,18
80,1,2:56.0,J. Barea enters the game for Z. Pachulia,,8,18
81,1,2:56.0,J. McGee enters the game for D. Powell,,8,18
82,1,2:56.0,C. Parsons enters the game for R. Felton,,8,18
83,1,2:56.0,,R. Vaughn enters the game for M. Carter-Williams,8,18
84,1,2:56.0,D. Nowitzki enters the game for W. Matthews,,8,18
85,1,2:45.0,C. Parsons misses 3-pt jump shot from 26 ft,,8,18
86,1,2:44.0,,Defensive rebound by K. Middleton,8,18
87,1,2:26.0,,K. Middleton misses 2-pt jump shot from 18 ft,8,18
88,1,2:24.0,Defensive rebound by D. Nowitzki,,8,18
89,1,2:19.0,D. Harris makes 2-pt layup at rim (assist by J. Barea),,10,18
90,1,2:06.0,,O. Mayo misses 2-pt layup from 2 ft,10,18
91,1,2:04.0,,Offensive rebound by O. Mayo,10,18
92,1,1:59.0,,O. Mayo misses 3-pt jump shot from 23 ft,10,18
93,1,1:58.0,Defensive rebound by D. Harris,,10,18
94,1,1:54.0,Shooting foul by R. Vaughn (drawn by D. Harris),,10,18
95,1,1:54.0,D. Harris makes free throw 1 of 2,,11,18
96,1,1:54.0,,G. Antetokounmpo enters the game for J. Parker,11,18
97,1,1:54.0,D. Harris makes free throw 2 of 2,,12,18
98,1,1:35.0,,R. Vaughn makes 3-pt jump shot from 26 ft (assist by K. Middleton),12,21
99,1,1:13.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,12,21
100,1,1:12.0,,Defensive rebound by K. Middleton,12,21
101,1,1:08.0,,Shooting foul by C. Parsons (drawn by K. Middleton),12,21
102,1,1:08.0,,K. Middleton makes 2-pt layup at rim,12,23
103,1,1:08.0,,G. Monroe enters the game for J. Henson,12,23
104,1,1:08.0,,K. Middleton makes free throw 1 of 1,12,24
105,1,1:00.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,15,24
106,1,0:50.0,,K. Middleton makes 2-pt jump shot from 17 ft,15,26
107,1,0:41.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by J. Barea),,18,26
108,1,0:32.0,,K. Middleton makes 2-pt jump shot from 22 ft,18,28
109,1,0:17.0,D. Harris misses 3-pt jump shot from 24 ft,,18,28
110,1,0:15.0,Offensive rebound by Team,,18,28
111,1,0:02.0,Turnover by D. Harris (bad pass; steal by G. Antetokounmpo),,18,28
112,2,11:52.0,Personal foul by R. Vaughn (drawn by J. Anderson),,18,28
113,2,11:48.0,J. McGee makes 2-pt dunk at rim (assist by D. Harris),,20,28
114,2,11:24.0,,M. Carter-Williams misses 2-pt layup from 1 ft,20,28
115,2,11:22.0,Defensive rebound by J. McGee,,20,28
116,2,11:13.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,20,28
117,2,11:12.0,,Defensive rebound by G. Monroe,20,28
118,2,11:01.0,,Personal foul by J. Barea,20,28
119,2,10:56.0,,O. Mayo makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),20,31
120,2,10:34.0,Turnover by J. Barea (bad pass; steal by O. Mayo),,20,31
121,2,10:15.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,20,31
122,2,10:15.0,,Offensive rebound by G. Monroe,20,31
123,2,10:15.0,,G. Monroe makes 2-pt layup from 1 ft,20,33
124,2,10:15.0,,Shooting foul by J. McGee (drawn by G. Monroe),20,33
125,2,10:15.0,,G. Monroe makes free throw 1 of 1,20,34
126,2,10:02.0,D. Harris misses 3-pt jump shot from 26 ft,,20,34
127,2,10:00.0,,Defensive rebound by G. Antetokounmpo,20,34
128,2,9:52.0,,Turnover by O. Mayo (lost ball),20,34
129,2,9:43.0,J. Barea misses 2-pt jump shot from 5 ft,,20,34
130,2,9:42.0,Offensive rebound by J. McGee,,20,34
131,2,9:41.0,J. McGee makes 2-pt dunk at rim (assist by J. Barea),,22,34
132,2,9:28.0,,Def 3 sec tech foul by J. Anderson,22,34
133,2,9:28.0,,O. Mayo misses technical free throw,22,34
134,2,9:28.0,,Offensive rebound by Team,22,34
135,2,9:20.0,,Turnover by G. Antetokounmpo (lost ball),22,34
136,2,9:09.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,25,34
137,2,8:55.0,,Turnover by M. Carter-Williams (lost ball; steal by J. Barea),25,34
138,2,8:39.0,J. McGee misses 2-pt jump shot from 12 ft,,25,34
139,2,8:38.0,,Defensive rebound by M. Carter-Williams,25,34
140,2,8:27.0,,G. Monroe makes 2-pt hook shot from 8 ft,25,36
141,2,8:12.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,25,36
142,2,8:11.0,,Defensive rebound by M. Carter-Williams,25,36
143,2,8:03.0,,Personal foul by J. McGee (drawn by G. Monroe),25,36
144,2,8:03.0,Official timeout,,25,36
145,2,8:03.0,C. Parsons enters the game for D. Nowitzki,,25,36
146,2,8:03.0,D. Williams enters the game for D. Harris,,25,36
147,2,8:03.0,Z. Pachulia enters the game for J. Barea,,25,36
148,2,8:03.0,R. Felton enters the game for J. McGee,,25,36
149,2,8:03.0,W. Matthews enters the game for J. Anderson,,25,36
150,2,7:52.0,,Turnover by G. Monroe (traveling),25,36
151,2,7:40.0,Turnover by C. Parsons (bad pass),,25,36
152,2,7:40.0,,J. Parker enters the game for G. Antetokounmpo,25,36
153,2,7:26.0,,G. Monroe misses 2-pt hook shot from 5 ft,25,36
154,2,7:25.0,Defensive rebound by C. Parsons,,25,36
155,2,7:19.0,Shooting foul by J. Parker (drawn by C. Parsons),,25,36
156,2,7:19.0,C. Parsons misses free throw 1 of 2,,25,36
157,2,7:19.0,Offensive rebound by Team,,25,36
158,2,7:19.0,C. Parsons makes free throw 2 of 2,,26,36
159,2,7:10.0,,Turnover by M. Carter-Williams (bad pass; steal by W. Matthews),26,36
160,2,6:59.0,R. Felton misses 3-pt jump shot from 24 ft,,26,36
161,2,6:58.0,,Defensive rebound by G. Monroe,26,36
162,2,6:53.0,,Shooting foul by Z. Pachulia (drawn by M. Carter-Williams),26,36
163,2,6:53.0,,M. Carter-Williams makes free throw 1 of 2,26,37
164,2,6:53.0,D. Harris enters the game for D. Williams,,26,37
165,2,6:53.0,,M. Carter-Williams makes free throw 2 of 2,26,38
166,2,6:41.0,Def 3 sec tech foul by O. Mayo,,26,38
167,2,6:41.0,W. Matthews misses technical free throw,,26,38
168,2,6:41.0,Offensive rebound by Team,,26,38
169,2,6:33.0,C. Parsons misses 3-pt jump shot from 25 ft,,26,38
170,2,6:32.0,,Defensive rebound by O. Mayo,26,38
171,2,6:19.0,,Turnover by G. Monroe (lost ball; steal by Z. Pachulia),26,38
172,2,6:12.0,D. Harris makes 2-pt layup from 1 ft (assist by R. Felton),,28,38
173,2,5:56.0,,M. Carter-Williams makes 2-pt layup from 1 ft,28,40
174,2,5:39.0,,Milwaukee full timeout,28,40
175,2,5:39.0,,J. Henson enters the game for G. Monroe,28,40
176,2,5:39.0,,K. Middleton enters the game for R. Vaughn,28,40
177,2,5:35.0,Turnover by R. Felton (bad pass),,28,40
178,2,5:25.0,,Def 3 sec tech foul by D. Harris,28,40
179,2,5:25.0,,K. Middleton makes technical free throw,28,41
180,2,5:19.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by K. Middleton),28,43
181,2,4:57.0,C. Parsons misses 3-pt jump shot from 23 ft,,28,43
182,2,4:55.0,Offensive rebound by Z. Pachulia,,28,43
183,2,4:51.0,W. Matthews misses 3-pt jump shot from 25 ft,,28,43
184,2,4:49.0,,Defensive rebound by J. Henson,28,43
185,2,4:43.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),28,45
186,2,4:37.0,Dallas full timeout,,28,45
187,2,4:37.0,D. Powell enters the game for C. Parsons,,28,45
188,2,4:37.0,J. Barea enters the game for Z. Pachulia,,28,45
189,2,4:37.0,D. Nowitzki enters the game for D. Harris,,28,45
190,2,4:20.0,D. Powell makes 2-pt layup from 1 ft (assist by R. Felton),,30,45
191,2,4:02.0,,J. Parker misses 2-pt jump shot from 18 ft,30,45
192,2,4:00.0,Defensive rebound by D. Nowitzki,,30,45
193,2,3:57.0,Shooting foul by M. Carter-Williams (drawn by R. Felton),,30,45
194,2,3:57.0,R. Felton misses free throw 1 of 2,,30,45
195,2,3:57.0,Offensive rebound by Team,,30,45
196,2,3:57.0,,G. Antetokounmpo enters the game for O. Mayo,30,45
197,2,3:57.0,R. Felton makes free throw 2 of 2,,31,45
198,2,3:44.0,,K. Middleton makes 2-pt jump shot from 9 ft,31,47
199,2,3:28.0,J. Barea makes 3-pt jump shot from 23 ft (assist by R. Felton),,34,47
200,2,3:11.0,,Turnover by J. Henson (step out of bounds),34,47
201,2,2:50.0,W. Matthews misses 3-pt jump shot from 26 ft,,34,47
202,2,2:48.0,,Defensive rebound by G. Antetokounmpo,34,47
203,2,2:43.0,,J. Henson makes 2-pt dunk at rim (assist by J. Parker),34,49
204,2,2:22.0,J. Barea misses 3-pt jump shot from 23 ft,,34,49
205,2,2:18.0,Offensive rebound by D. Nowitzki,,34,49
206,2,2:13.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,34,49
207,2,2:11.0,Offensive rebound by J. Barea,,34,49
208,2,2:07.0,W. Matthews misses 3-pt jump shot from 27 ft,,34,49
209,2,2:06.0,Offensive rebound by J. Barea,,34,49
210,2,2:00.0,J. Barea makes 3-pt jump shot from 26 ft,,37,49
211,2,1:43.0,,K. Middleton misses 2-pt jump shot from 12 ft,37,49
212,2,1:42.0,,Offensive rebound by M. Carter-Williams,37,49
213,2,1:38.0,,Milwaukee full timeout,37,49
214,2,1:38.0,,O. Mayo enters the game for M. Carter-Williams,37,49
215,2,1:30.0,,J. Henson makes 2-pt layup from 3 ft (assist by O. Mayo),37,51
216,2,1:05.0,J. Barea misses 3-pt jump shot from 26 ft,,37,51
217,2,1:03.0,Offensive rebound by D. Nowitzki,,37,51
218,2,1:02.0,D. Nowitzki misses 2-pt layup from 1 ft (block by J. Henson),,37,51
219,2,1:01.0,Offensive rebound by D. Powell,,37,51
220,2,1:01.0,D. Powell makes 2-pt layup at rim,,39,51
221,2,0:45.0,,K. Middleton makes 2-pt jump shot from 4 ft,39,53
222,2,0:34.0,Personal foul by K. Middleton (drawn by D. Nowitzki),,39,53
223,2,0:23.0,R. Felton misses 3-pt jump shot from 24 ft,,39,53
224,2,0:22.0,,Defensive rebound by J. Henson,39,53
225,2,0:03.0,,J. Parker makes 2-pt layup at rim (assist by O. Mayo),39,55
226,2,0:00.0,R. Felton misses 3-pt jump shot from 53 ft,,39,55
227,2,0:00.0,Offensive rebound by Team,,39,55
228,3,11:34.0,D. Williams makes 2-pt layup from 1 ft (assist by C. Parsons),,41,55
229,3,11:08.0,,K. Middleton misses 3-pt jump shot from 25 ft,41,55
230,3,11:07.0,Defensive rebound by D. Nowitzki,,41,55
231,3,11:03.0,W. Matthews makes 2-pt jump shot from 16 ft (assist by D. Williams),,43,55
232,3,11:03.0,Shooting foul by J. Parker (drawn by W. Matthews),,43,55
233,3,11:03.0,W. Matthews makes free throw 1 of 1,,44,55
234,3,10:53.0,,J. Parker misses 2-pt layup from 1 ft,44,55
235,3,10:51.0,Defensive rebound by Z. Pachulia,,44,55
236,3,10:49.0,C. Parsons makes 2-pt dunk at rim (assist by Z. Pachulia),,46,55
237,3,10:30.0,,K. Middleton makes 2-pt layup from 1 ft,46,57
238,3,10:11.0,Z. Pachulia misses 2-pt layup at rim (block by G. Antetokounmpo),,46,57
239,3,10:08.0,Offensive rebound by Z. Pachulia,,46,57
240,3,10:06.0,Z. Pachulia makes 2-pt layup from 1 ft,,48,57
241,3,9:50.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,48,57
242,3,9:49.0,Defensive rebound by Z. Pachulia,,48,57
243,3,9:42.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Williams),,51,57
244,3,9:42.0,,Milwaukee full timeout,51,57
245,3,9:23.0,,Shooting foul by Z. Pachulia (drawn by K. Middleton),51,57
246,3,9:23.0,,K. Middleton makes free throw 1 of 2,51,58
247,3,9:23.0,,K. Middleton makes free throw 2 of 2,51,59
248,3,9:08.0,W. Matthews misses 3-pt jump shot from 26 ft,,51,59
249,3,9:07.0,,Defensive rebound by G. Antetokounmpo,51,59
250,3,8:56.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by C. Parsons),51,59
251,3,8:56.0,Defensive rebound by Team,,51,59
252,3,8:38.0,C. Parsons misses 3-pt jump shot from 28 ft,,51,59
253,3,8:37.0,,Defensive rebound by M. Carter-Williams,51,59
254,3,8:28.0,,J. Parker misses 2-pt jump shot from 3 ft,51,59
255,3,8:24.0,,Offensive rebound by G. Monroe,51,59
256,3,8:24.0,,G. Monroe misses 2-pt layup at rim,51,59
257,3,8:23.0,Defensive rebound by D. Nowitzki,,51,59
258,3,8:12.0,Turnover by D. Williams (bad pass; steal by G. Monroe),,51,59
259,3,8:04.0,,Personal foul by C. Parsons (drawn by J. Parker),51,59
260,3,7:59.0,,Turnover by J. Parker (traveling),51,59
261,3,7:44.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),,53,59
262,3,7:18.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),53,61
263,3,6:53.0,Shooting foul by G. Antetokounmpo (drawn by Z. Pachulia),,53,61
264,3,6:53.0,Z. Pachulia misses free throw 1 of 2,,53,61
265,3,6:53.0,Offensive rebound by Team,,53,61
266,3,6:53.0,,O. Mayo enters the game for J. Parker,53,61
267,3,6:53.0,R. Felton enters the game for C. Parsons,,53,61
268,3,6:53.0,Z. Pachulia makes free throw 2 of 2,,54,61
269,3,6:34.0,,M. Carter-Williams makes 2-pt jump shot from 21 ft (assist by O. Mayo),54,63
270,3,6:07.0,R. Felton makes 2-pt jump shot from 21 ft,,56,63
271,3,5:52.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by D. Nowitzki),56,63
272,3,5:52.0,,Offensive rebound by Team,56,63
273,3,5:52.0,,J. Henson enters the game for G. Monroe,56,63
274,3,5:50.0,,Turnover by O. Mayo (bad pass; steal by D. Nowitzki),56,63
275,3,5:39.0,Turnover by W. Matthews (bad pass; steal by M. Carter-Williams),,56,63
276,3,5:38.0,,Flagrant foul type 1 by D. Williams (drawn by M. Carter-Williams),56,63
277,3,5:38.0,,M. Carter-Williams makes flagrant free throw 1 of 2,56,64
278,3,5:38.0,,M. Carter-Williams misses flagrant free throw 2 of 2,56,64
279,3,5:38.0,,Offensive rebound by Team,56,64
280,3,5:38.0,C. Villanueva enters the game for D. Nowitzki,,56,64
281,3,5:29.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by M. Carter-Williams),56,66
282,3,5:08.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,59,66
283,3,5:00.0,,Personal foul by W. Matthews (drawn by K. Middleton),59,66
284,3,5:00.0,,J. Parker enters the game for G. Antetokounmpo,59,66
285,3,4:51.0,,M. Carter-Williams makes 2-pt layup at rim (assist by J. Henson),59,68
286,3,4:34.0,Z. Pachulia makes 2-pt layup at rim (assist by R. Felton),,61,68
287,3,4:13.0,,O. Mayo misses 2-pt layup from 1 ft,61,68
288,3,4:11.0,,Offensive rebound by O. Mayo,61,68
289,3,4:11.0,,O. Mayo makes 2-pt layup at rim,61,70
290,3,3:56.0,Z. Pachulia makes 2-pt layup at rim,,63,70
291,3,3:40.0,,Personal foul by D. Williams (drawn by M. Carter-Williams),63,70
292,3,3:40.0,,M. Carter-Williams makes free throw 1 of 2,63,71
293,3,3:40.0,D. Harris enters the game for D. Williams,,63,71
294,3,3:40.0,,M. Carter-Williams misses free throw 2 of 2,63,71
295,3,3:38.0,Defensive rebound by C. Villanueva,,63,71
296,3,3:25.0,W. Matthews misses 2-pt jump shot from 17 ft,,63,71
297,3,3:23.0,Offensive rebound by R. Felton,,63,71
298,3,3:19.0,D. Harris misses 3-pt jump shot from 24 ft,,63,71
299,3,3:16.0,Offensive rebound by W. Matthews,,63,71
300,3,3:10.0,D. Harris makes 3-pt jump shot from 24 ft (assist by W. Matthews),,66,71
301,3,2:53.0,,K. Middleton misses 2-pt jump shot from 16 ft,66,71
302,3,2:52.0,Defensive rebound by D. Harris,,66,71
303,3,2:43.0,Z. Pachulia makes 2-pt layup at rim (assist by D. Harris),,68,71
304,3,2:16.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by K. Middleton),68,73
305,3,2:14.0,Dallas full timeout,,68,73
306,3,2:14.0,,G. Monroe enters the game for M. Carter-Williams,68,73
307,3,2:14.0,,R. Vaughn enters the game for J. Henson,68,73
308,3,2:14.0,J. Barea enters the game for R. Felton,,68,73
309,3,2:14.0,D. Nowitzki enters the game for C. Villanueva,,68,73
310,3,2:07.0,Personal foul by K. Middleton (drawn by W. Matthews),,68,73
311,3,1:59.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,68,73
312,3,1:57.0,,Defensive rebound by Team,68,73
313,3,1:43.0,,G. Monroe misses 2-pt layup at rim,68,73
314,3,1:42.0,,Offensive rebound by J. Parker,68,73
315,3,1:36.0,,R. Vaughn misses 2-pt jump shot from 18 ft,68,73
316,3,1:35.0,,Offensive rebound by G. Monroe,68,73
317,3,1:30.0,,G. Monroe makes 2-pt hook shot from 3 ft,68,75
318,3,1:18.0,D. Harris makes 2-pt layup from 1 ft,,70,75
319,3,1:00.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),70,77
320,3,0:52.0,Personal foul by G. Monroe (drawn by Z. Pachulia),,70,77
321,3,0:39.0,D. Harris misses 3-pt jump shot from 24 ft,,70,77
322,3,0:38.0,Offensive rebound by Z. Pachulia,,70,77
323,3,0:35.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,73,77
324,3,0:15.0,,R. Vaughn misses 3-pt jump shot from 22 ft,73,77
325,3,0:15.0,,Offensive rebound by J. Parker,73,77
326,3,0:15.0,,Shooting foul by D. Harris (drawn by J. Parker),73,77
327,3,0:15.0,,J. Parker makes free throw 1 of 2,73,78
328,3,0:15.0,,J. Parker makes free throw 2 of 2,73,79
329,3,0:03.0,Personal block foul by J. Parker (drawn by D. Nowitzki),,73,79
330,3,0:03.0,D. Nowitzki makes free throw 1 of 2,,74,79
331,3,0:03.0,,G. Antetokounmpo enters the game for J. Parker,74,79
332,3,0:03.0,R. Felton enters the game for Z. Pachulia,,74,79
333,3,0:03.0,D. Powell enters the game for J. Barea,,74,79
334,3,0:03.0,D. Nowitzki makes free throw 2 of 2,,75,79
335,3,0:00.0,,O. Mayo misses 3-pt jump shot from 43 ft,75,79
336,3,0:00.0,,Offensive rebound by Team,75,79
337,4,11:35.0,,G. Monroe misses 2-pt layup from 1 ft,75,79
338,4,11:33.0,,Offensive rebound by G. Monroe,75,79
339,4,11:33.0,,G. Monroe misses 2-pt layup at rim,75,79
340,4,11:32.0,Defensive rebound by D. Nowitzki,,75,79
341,4,11:23.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,75,79
342,4,11:22.0,,Defensive rebound by O. Mayo,75,79
343,4,11:12.0,,O. Mayo makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),75,82
344,4,11:00.0,Personal foul by R. Vaughn (drawn by J. McGee),,75,82
345,4,10:48.0,Turnover by J. Barea (bad pass; steal by M. Carter-Williams),,75,82
346,4,10:39.0,,R. Vaughn misses 2-pt layup from 2 ft,75,82
347,4,10:38.0,Defensive rebound by J. McGee,,75,82
348,4,10:22.0,J. McGee makes 2-pt dunk at rim (assist by D. Harris),,77,82
349,4,10:03.0,,R. Vaughn misses 2-pt layup from 1 ft (block by C. Parsons),77,82
350,4,10:00.0,,Offensive rebound by R. Vaughn,77,82
351,4,9:59.0,,R. Vaughn misses 2-pt layup at rim,77,82
352,4,9:59.0,,Offensive rebound by G. Monroe,77,82
353,4,9:59.0,,Shooting foul by D. Nowitzki (drawn by G. Monroe),77,82
354,4,9:59.0,,G. Monroe misses free throw 1 of 2,77,82
355,4,9:59.0,,Offensive rebound by Team,77,82
356,4,9:59.0,,G. Monroe makes free throw 2 of 2,77,83
357,4,9:49.0,J. Barea makes 2-pt layup from 1 ft,,79,83
358,4,9:33.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,79,83
359,4,9:32.0,,Offensive rebound by G. Monroe,79,83
360,4,9:31.0,,G. Monroe misses 2-pt layup from 1 ft,79,83
361,4,9:30.0,,Offensive rebound by G. Antetokounmpo,79,83
362,4,9:30.0,,Shooting foul by D. Nowitzki (drawn by G. Antetokounmpo),79,83
363,4,9:30.0,,G. Antetokounmpo misses free throw 1 of 2,79,83
364,4,9:30.0,,Offensive rebound by Team,79,83
365,4,9:30.0,,K. Middleton enters the game for R. Vaughn,79,83
366,4,9:30.0,W. Matthews enters the game for C. Parsons,,79,83
367,4,9:30.0,,G. Antetokounmpo makes free throw 2 of 2,79,84
368,4,9:14.0,J. Barea misses 3-pt jump shot from 25 ft,,79,84
369,4,9:13.0,,Defensive rebound by M. Carter-Williams,79,84
370,4,9:07.0,,Offensive foul by G. Monroe (drawn by J. McGee),79,84
371,4,9:07.0,,Turnover by G. Monroe (offensive foul),79,84
372,4,8:49.0,Turnover by W. Matthews (lost ball; steal by M. Carter-Williams),,79,84
373,4,8:47.0,,Personal take foul by D. Nowitzki (drawn by G. Antetokounmpo),79,84
374,4,8:47.0,Official timeout,,79,84
375,4,8:47.0,C. Parsons enters the game for D. Nowitzki,,79,84
376,4,8:43.0,,Turnover by M. Carter-Williams (traveling),79,84
377,4,8:25.0,C. Parsons misses 3-pt jump shot from 26 ft,,79,84
378,4,8:24.0,,Defensive rebound by G. Monroe,79,84
