,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
0,1,11:41.0,,J. Teague misses 2-pt jump shot from 12 ft,0,0
1,1,11:40.0,Defensive rebound by C. Parsons,,0,0
2,1,11:21.0,Shooting foul by J. Teague (drawn by D. Nowitzki),,0,0
3,1,11:21.0,D. Nowitzki makes free throw 1 of 2,,1,0
4,1,11:21.0,D. Nowitzki makes free throw 2 of 2,,2,0
5,1,11:09.0,,P. Millsap misses 2-pt jump shot from 18 ft,2,0
6,1,11:08.0,Defensive rebound by Z. Pachulia,,2,0
7,1,10:56.0,W. Matthews misses 3-pt jump shot from 24 ft,,2,0
8,1,10:54.0,,Defensive rebound by K. Bazemore,2,0
9,1,10:42.0,,K. Bazemore misses 2-pt jump shot from 15 ft,2,0
10,1,10:40.0,Defensive rebound by D. Nowitzki,,2,0
11,1,10:24.0,D. Williams misses 2-pt jump shot from 9 ft,,2,0
12,1,10:23.0,,Defensive rebound by K. Korver,2,0
13,1,10:15.0,,Turnover by A. Horford (bad pass),2,0
14,1,10:05.0,C. Parsons misses 3-pt jump shot from 23 ft,,2,0
15,1,10:04.0,,Defensive rebound by J. Teague,2,0
16,1,9:55.0,,A. Horford misses 2-pt jump shot from 16 ft,2,0
17,1,9:53.0,,Offensive rebound by P. Millsap,2,0
18,1,9:52.0,,Shooting foul by Z. Pachulia (drawn by P. Millsap),2,0
19,1,9:52.0,,P. Millsap misses free throw 1 of 2,2,0
20,1,9:52.0,,Offensive rebound by Team,2,0
21,1,9:52.0,,P. Millsap makes free throw 2 of 2,2,1
22,1,9:38.0,D. Williams misses 2-pt jump shot from 17 ft,,2,1
23,1,9:36.0,,Defensive rebound by P. Millsap,2,1
24,1,9:23.0,,Shooting foul by D. Nowitzki (drawn by J. Teague),2,1
25,1,9:23.0,,J. Teague makes free throw 1 of 2,2,2
26,1,9:23.0,,J. Teague makes free throw 2 of 2,2,3
27,1,9:13.0,D. Williams misses 3-pt jump shot from 23 ft,,2,3
28,1,9:11.0,,Defensive rebound by P. Millsap,2,3
29,1,9:02.0,,A. Horford misses 2-pt hook shot from 5 ft,2,3
30,1,9:00.0,Defensive rebound by Z. Pachulia,,2,3
31,1,8:43.0,Shooting foul by P. Millsap (drawn by D. Nowitzki),,2,3
32,1,8:43.0,D. Nowitzki makes free throw 1 of 2,,3,3
33,1,8:43.0,D. Nowitzki makes free throw 2 of 2,,4,3
34,1,8:25.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),4,6
35,1,8:09.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by C. Parsons),,7,6
36,1,7:55.0,,Turnover by K. Bazemore (lost ball; steal by D. Williams),7,6
37,1,7:46.0,C. Parsons makes 2-pt jump shot from 13 ft,,9,6
38,1,7:46.0,Shooting foul by K. Bazemore (drawn by C. Parsons),,9,6
39,1,7:46.0,C. Parsons misses free throw 1 of 1,,9,6
40,1,7:45.0,,Defensive rebound by K. Bazemore,9,6
41,1,7:31.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),9,9
42,1,7:14.0,D. Williams misses 2-pt jump shot from 7 ft,,9,9
43,1,7:12.0,,Defensive rebound by J. Teague,9,9
44,1,7:02.0,,K. Bazemore misses 3-pt jump shot from 23 ft,9,9
45,1,7:00.0,Defensive rebound by W. Matthews,,9,9
46,1,6:53.0,C. Parsons misses 2-pt layup from 2 ft,,9,9
47,1,6:51.0,,Defensive rebound by P. Millsap,9,9
48,1,6:41.0,,P. Millsap misses 3-pt jump shot from 24 ft,9,9
49,1,6:40.0,Defensive rebound by C. Parsons,,9,9
50,1,6:24.0,W. Matthews misses 3-pt jump shot from 25 ft,,9,9
51,1,6:23.0,,Defensive rebound by K. Bazemore,9,9
52,1,6:19.0,,Atlanta full timeout,9,9
53,1,6:19.0,,M. Muscala enters the game for K. Bazemore,9,9
54,1,6:19.0,,T. Sefolosha enters the game for A. Horford,9,9
55,1,6:19.0,R. Felton enters the game for D. Nowitzki,,9,9
56,1,6:07.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),9,12
