,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
395,4,3:15.0,,Offensive rebound by G. Hayward,86,84
396,4,3:15.0,,G. Hayward makes 2-pt layup from 1 ft,86,86
397,4,2:57.0,Personal foul by R. Neto (drawn by P. Gasol),,86,86
398,4,2:57.0,,Utah full timeout,86,86
399,4,2:49.0,D. Rose misses 2-pt jump shot from 7 ft,,86,86
400,4,2:47.0,Offensive rebound by T. Gibson,,86,86
401,4,2:47.0,T. Gibson misses 2-pt layup from 2 ft,,86,86
402,4,2:47.0,,Defensive rebound by D. Favors,86,86
403,4,2:23.0,,G. Hayward misses 2-pt jump shot from 21 ft (block by T. Gibson),86,86
404,4,2:22.0,,Offensive rebound by Team,86,86
405,4,2:22.0,,Turnover by Team (shot clock),86,86
406,4,2:12.0,J. Butler makes 2-pt jump shot from 14 ft (assist by D. Rose),,88,86
407,4,1:52.0,,Personal foul by P. Gasol (drawn by R. Gobert),88,86
408,4,1:52.0,,R. Gobert makes free throw 1 of 2,88,87
409,4,1:52.0,,J. Ingles enters the game for R. Neto,88,87
410,4,1:52.0,,R. Gobert makes free throw 2 of 2,88,88
411,4,1:40.0,Personal foul by R. Hood (drawn by J. Butler),,88,88
412,4,1:29.0,E. Moore makes 2-pt jump shot from 16 ft,,90,88
413,4,1:17.0,,G. Hayward misses 3-pt jump shot from 24 ft,90,88
414,4,1:16.0,,Offensive rebound by Team,90,88
415,4,1:05.0,,Shooting foul by E. Moore (drawn by R. Hood),90,88
416,4,1:05.0,,R. Hood makes free throw 1 of 2,90,89
417,4,1:05.0,,R. Hood makes free throw 2 of 2,90,90
418,4,0:41.0,D. Rose misses 3-pt jump shot from 24 ft,,90,90
419,4,0:40.0,,Defensive rebound by R. Hood,90,90
420,4,0:29.0,,Shooting foul by T. Gibson (drawn by R. Gobert),90,90
421,4,0:29.0,,R. Gobert misses free throw 1 of 2,90,90
422,4,0:29.0,,Offensive rebound by Team,90,90
423,4,0:29.0,,C. Johnson enters the game for J. Ingles,90,90
424,4,0:29.0,,R. Gobert misses free throw 2 of 2,90,90
425,4,0:29.0,Defensive rebound by P. Gasol,,90,90
426,4,0:29.0,Chicago full timeout,,90,90
427,4,0:29.0,D. McDermott enters the game for T. Gibson,,90,90
428,4,0:19.0,D. Rose makes 3-pt jump shot from 24 ft (assist by J. Butler),,93,90
429,4,0:19.0,,Utah full timeout,93,90
430,4,0:19.0,T. Gibson enters the game for D. McDermott,,93,90
431,4,0:19.0,,J. Ingles enters the game for C. Johnson,93,90
432,4,0:13.0,,Shooting foul by J. Butler (drawn by G. Hayward),93,90
433,4,0:13.0,,G. Hayward makes free throw 1 of 2,93,91
434,4,0:13.0,,C. Johnson enters the game for J. Ingles,93,91
435,4,0:13.0,,G. Hayward misses free throw 2 of 2,93,91
436,4,0:13.0,,Offensive rebound by C. Johnson,93,91
437,4,0:09.0,,Utah full timeout,93,91
438,4,0:09.0,,J. Ingles enters the game for C. Johnson,93,91
439,4,0:09.0,,T. Burke enters the game for R. Gobert,93,91
440,4,0:09.0,,Utah full timeout,93,91
441,4,0:09.0,,T. Lyles enters the game for T. Burke,93,91
442,4,0:05.0,,G. Hayward makes 2-pt layup from 2 ft,93,93
443,4,0:05.0,Chicago full timeout,,93,93
444,4,0:05.0,D. McDermott enters the game for T. Gibson,,93,93
445,4,0:05.0,,C. Johnson enters the game for J. Ingles,93,93
446,4,0:05.0,,R. Neto enters the game for T. Lyles,93,93
447,4,0:05.0,Turnover by D. Rose (bad pass),,93,93
448,4,0:05.0,,R. Gobert enters the game for D. Favors,93,93
449,4,0:04.0,,D. Favors enters the game for R. Gobert,93,93
450,4,0:04.0,,T. Burke enters the game for C. Johnson,93,93
451,4,0:04.0,T. Gibson enters the game for D. McDermott,,93,93
452,4,0:04.0,,J. Ingles enters the game for R. Neto,93,93
453,4,0:01.0,,G. Hayward misses 2-pt jump shot from 18 ft,93,93
454,4,0:00.0,,Offensive rebound by Team,93,93
455,1OT,4:45.0,,D. Favors makes 2-pt jump shot from 9 ft (assist by G. Hayward),93,95
456,1OT,4:20.0,E. Moore misses 2-pt jump shot from 19 ft,,93,95
457,1OT,4:19.0,Offensive rebound by T. Gibson,,93,95
458,1OT,4:19.0,Shooting foul by R. Hood (drawn by T. Gibson),,93,95
459,1OT,4:19.0,,J. Ingles enters the game for R. Hood,93,95
460,1OT,4:19.0,T. Gibson makes free throw 1 of 2,,94,95
461,1OT,4:19.0,T. Gibson makes free throw 2 of 2,,95,95
462,1OT,3:58.0,,Turnover by D. Favors (bad pass),95,95
463,1OT,3:41.0,Turnover by P. Gasol (bad pass; steal by R. Neto),,95,95
464,1OT,3:35.0,,G. Hayward makes 2-pt jump shot from 7 ft,95,97
465,1OT,3:14.0,Turnover by T. Gibson (dbl dribble),,95,97
466,1OT,2:56.0,,Shooting foul by P. Gasol (drawn by R. Neto),95,97
467,1OT,2:56.0,,R. Neto misses free throw 1 of 2,95,97
468,1OT,2:56.0,,Offensive rebound by Team,95,97
469,1OT,2:56.0,,R. Neto misses free throw 2 of 2,95,97
470,1OT,2:55.0,Defensive rebound by P. Gasol,,95,97
471,1OT,2:47.0,Turnover by D. Rose (lost ball),,95,97
472,1OT,2:33.0,,D. Favors misses 2-pt jump shot from 14 ft,95,97
473,1OT,2:32.0,,Offensive rebound by R. Gobert,95,97
474,1OT,2:32.0,,R. Gobert misses 2-pt layup from 1 ft,95,97
475,1OT,2:31.0,Defensive rebound by D. Rose,,95,97
476,1OT,2:22.0,D. Rose misses 2-pt jump shot from 17 ft,,95,97
477,1OT,2:22.0,,Defensive rebound by G. Hayward,95,97
478,1OT,2:13.0,,G. Hayward makes 2-pt jump shot from 15 ft,95,99
479,1OT,2:13.0,Chicago full timeout,,95,99
480,1OT,1:58.0,Shooting foul by R. Gobert (drawn by J. Butler),,95,99
481,1OT,1:58.0,J. Butler misses free throw 1 of 2,,95,99
482,1OT,1:58.0,Offensive rebound by Team,,95,99
483,1OT,1:58.0,J. Butler misses free throw 2 of 2,,95,99
484,1OT,1:57.0,,Defensive rebound by D. Favors,95,99
485,1OT,1:41.0,,Shooting foul by P. Gasol (drawn by D. Favors),95,99
486,1OT,1:41.0,B. Portis enters the game for P. Gasol,,95,99
487,1OT,1:41.0,,D. Favors makes free throw 1 of 2,95,100
488,1OT,1:41.0,,D. Favors misses free throw 2 of 2,95,100
489,1OT,1:41.0,Defensive rebound by E. Moore,,95,100
490,1OT,1:22.0,J. Butler misses 3-pt jump shot from 24 ft,,95,100
491,1OT,1:21.0,,Defensive rebound by D. Favors,95,100
492,1OT,1:00.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),95,102
493,1OT,1:00.0,Chicago full timeout,,95,102
494,1OT,1:00.0,D. McDermott enters the game for B. Portis,,95,102
495,1OT,1:00.0,,T. Booker enters the game for D. Favors,95,102
496,1OT,0:55.0,Personal foul by J. Ingles (drawn by J. Butler),,95,102
497,1OT,0:55.0,J. Butler makes free throw 1 of 2,,96,102
498,1OT,0:55.0,B. Portis enters the game for D. McDermott,,96,102
499,1OT,0:55.0,,D. Favors enters the game for T. Booker,96,102
500,1OT,0:55.0,J. Butler misses free throw 2 of 2,,96,102
501,1OT,0:55.0,,Defensive rebound by D. Favors,96,102
502,1OT,0:41.0,,Shooting foul by T. Gibson (drawn by R. Gobert),96,102
503,1OT,0:41.0,,R. Gobert misses free throw 1 of 2,96,102
504,1OT,0:41.0,,Offensive rebound by Team,96,102
505,1OT,0:41.0,D. McDermott enters the game for B. Portis,,96,102
506,1OT,0:41.0,,C. Johnson enters the game for D. Favors,96,102
507,1OT,0:41.0,,R. Gobert makes free throw 2 of 2,96,103
508,1OT,0:30.0,J. Butler misses 3-pt jump shot from 24 ft,,96,103
509,1OT,0:29.0,,Defensive rebound by G. Hayward,96,103
510,1OT,0:22.0,,Personal foul by J. Butler (drawn by G. Hayward),96,103
511,1OT,0:22.0,,G. Hayward makes free throw 1 of 2,96,104
512,1OT,0:22.0,,G. Hayward makes free throw 2 of 2,96,105
513,1OT,0:10.0,D. Rose misses 3-pt jump shot from 24 ft,,96,105
514,1OT,0:10.0,,Defensive rebound by R. Gobert,96,105
