,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
0,1,11:40.0,,L. Scola makes 2-pt jump shot from 17 ft,0,2
1,1,11:21.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by L. James),,2,2
2,1,11:02.0,,D. DeRozan misses 2-pt jump shot from 13 ft,2,2
3,1,11:01.0,,Offensive rebound by L. Scola,2,2
4,1,10:59.0,,L. Scola misses 2-pt layup from 3 ft,2,2
5,1,10:57.0,Defensive rebound by J. Cunningham,,2,2
6,1,10:50.0,J. Cunningham misses 2-pt jump shot from 4 ft,,2,2
7,1,10:49.0,,Defensive rebound by B. Biyombo,2,2
8,1,10:42.0,,K. Lowry misses 3-pt jump shot from 24 ft,2,2
9,1,10:41.0,Defensive rebound by T. Thompson,,2,2
10,1,10:27.0,J. Smith makes 2-pt jump shot from 17 ft,,4,2
11,1,10:04.0,,L. Scola makes 2-pt jump shot from 4 ft,4,4
12,1,9:46.0,J. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Smith),,7,4
13,1,9:20.0,,D. Carroll misses 2-pt jump shot from 19 ft,7,4
14,1,9:19.0,Defensive rebound by K. Love,,7,4
15,1,9:04.0,Turnover by J. Cunningham (bad pass),,7,4
16,1,8:54.0,,L. Scola makes 2-pt hook shot from 9 ft,7,6
17,1,8:35.0,L. James misses 2-pt jump shot from 21 ft,,7,6
18,1,8:35.0,Offensive rebound by K. Love,,7,6
19,1,8:31.0,Turnover by K. Love (lost ball; steal by K. Lowry),,7,6
20,1,8:25.0,,D. Carroll misses 3-pt jump shot from 23 ft,7,6
21,1,8:24.0,Defensive rebound by T. Thompson,,7,6
22,1,8:13.0,K. Love makes 2-pt hook shot from 8 ft (assist by L. James),,9,6
23,1,7:54.0,,D. Carroll misses 2-pt layup from 4 ft,9,6
24,1,7:53.0,Defensive rebound by K. Love,,9,6
25,1,7:35.0,L. James misses 3-pt jump shot from 24 ft,,9,6
26,1,7:34.0,Offensive rebound by K. Love,,9,6
27,1,7:29.0,L. James misses 2-pt layup from 2 ft,,9,6
28,1,7:20.0,,Defensive rebound by B. Biyombo,9,6
29,1,7:15.0,,K. Lowry misses 2-pt layup from 2 ft,9,6
30,1,7:15.0,,Offensive rebound by Team,9,6
31,1,7:15.0,Loose ball foul by K. Love (drawn by K. Lowry),,9,6
32,1,6:58.0,,B. Biyombo misses 2-pt jump shot from 18 ft,9,6
33,1,6:58.0,Defensive rebound by K. Love,,9,6
34,1,6:52.0,L. James makes 2-pt dunk at rim (assist by K. Love),,11,6
35,1,6:33.0,,L. Scola makes 2-pt jump shot from 18 ft (assist by D. DeRozan),11,8
36,1,6:26.0,Cleveland full timeout,,11,8
37,1,6:13.0,T. Thompson makes 2-pt layup from 3 ft (assist by L. James),,13,8
38,1,5:47.0,,L. Scola makes 2-pt jump shot from 9 ft,13,10
39,1,5:22.0,K. Love misses 2-pt jump shot from 9 ft,,13,10
40,1,5:22.0,,Defensive rebound by L. Scola,13,10
41,1,5:17.0,,Shooting foul by T. Thompson (drawn by K. Lowry),13,10
42,1,5:17.0,,K. Lowry makes free throw 1 of 2,13,11
43,1,5:17.0,M. Williams enters the game for J. Cunningham,,13,11
44,1,5:17.0,,K. Lowry makes free throw 2 of 2,13,12
45,1,4:56.0,Turnover by M. Williams (lost ball; steal by D. DeRozan),,13,12
46,1,4:46.0,,D. DeRozan makes 2-pt layup from 3 ft,13,14
47,1,4:35.0,,Violation by K. Lowry (kicked ball),13,14
48,1,4:23.0,J. Smith makes 2-pt layup from 3 ft,,15,14
49,1,4:09.0,,D. DeRozan makes 2-pt layup from 2 ft,15,16
50,1,4:01.0,J. Smith misses 3-pt jump shot from 24 ft,,15,16
51,1,4:00.0,Offensive rebound by L. James,,15,16
52,1,3:56.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,18,16
53,1,3:45.0,,D. DeRozan misses 2-pt jump shot from 4 ft,18,16
54,1,3:43.0,Defensive rebound by M. Williams,,18,16
55,1,3:33.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),,21,16
56,1,3:28.0,,Toronto full timeout,21,16
57,1,3:28.0,,C. Joseph enters the game for B. Biyombo,21,16
58,1,3:28.0,,P. Patterson enters the game for D. DeRozan,21,16
59,1,3:18.0,,K. Lowry misses 3-pt jump shot from 27 ft,21,16
60,1,3:18.0,Defensive rebound by K. Love,,21,16
61,1,3:18.0,M. Williams misses 2-pt jump shot from 15 ft,,21,16
62,1,3:12.0,,Defensive rebound by L. Scola,21,16
63,1,2:59.0,,L. Scola misses 2-pt jump shot from 20 ft,21,16
64,1,2:58.0,,Offensive rebound by K. Lowry,21,16
65,1,2:50.0,,D. Carroll misses 2-pt jump shot from 3 ft,21,16
66,1,2:50.0,Defensive rebound by K. Love,,21,16
67,1,2:43.0,J. Cunningham enters the game for L. James,,21,16
68,1,2:43.0,R. Jefferson enters the game for J. Smith,,21,16
69,1,2:35.0,T. Thompson makes 2-pt dunk at rim (assist by J. Cunningham),,23,16
70,1,2:09.0,,C. Joseph misses 3-pt jump shot from 26 ft,23,16
71,1,2:08.0,Defensive rebound by K. Love,,23,16
72,1,1:53.0,Turnover by M. Williams (bad pass; steal by K. Lowry),,23,16
73,1,1:40.0,,L. Scola makes 2-pt hook shot from 7 ft,23,18
74,1,1:22.0,M. Williams misses 2-pt layup from 1 ft,,23,18
75,1,1:21.0,,Defensive rebound by K. Lowry,23,18
76,1,1:11.0,,L. Scola makes 3-pt jump shot from 23 ft (assist by D. Carroll),23,21
77,1,0:48.0,R. Jefferson misses 3-pt jump shot from 22 ft,,23,21
78,1,0:47.0,,Defensive rebound by C. Joseph,23,21
79,1,0:45.0,,Shooting foul by J. Cunningham (drawn by D. Carroll),23,21
80,1,0:45.0,,D. Carroll makes free throw 1 of 2,23,22
81,1,0:45.0,J. Jones enters the game for T. Thompson,,23,22
82,1,0:45.0,,T. Ross enters the game for K. Lowry,23,22
83,1,0:45.0,A. Varejão enters the game for K. Love,,23,22
84,1,0:45.0,,D. Carroll misses free throw 2 of 2,23,22
85,1,0:40.0,Defensive rebound by J. Jones,,23,22
86,1,0:28.0,M. Williams makes 2-pt jump shot from 19 ft (assist by J. Jones),,25,22
87,1,0:06.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by C. Joseph),25,25
88,1,0:01.0,,Violation by L. Scola (kicked ball),25,25
89,1,0:00.0,J. Cunningham misses 2-pt jump shot from 21 ft (block by T. Ross),,25,25
