,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:53.0,,Turnover by I. Thomas (bad pass; steal by O. Mayo),0,0
1,1,11:46.0,O. Mayo misses 2-pt jump shot from 20 ft,,0,0
2,1,11:45.0,,Defensive rebound by A. Johnson,0,0
3,1,11:33.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Bradley),0,2
4,1,11:33.0,,Shooting foul by J. Parker (drawn by J. Crowder),0,2
5,1,11:33.0,,J. Crowder makes free throw 1 of 1,0,3
6,1,11:30.0,,Violation by J. Crowder (kicked ball),0,3
7,1,11:21.0,Turnover by J. Parker (bad pass; steal by A. Bradley),,0,3
8,1,11:16.0,,A. Bradley misses 2-pt layup at rim,0,3
9,1,11:16.0,,Offensive rebound by A. Johnson,0,3
10,1,11:16.0,,A. Johnson makes 2-pt dunk at rim,0,5
11,1,11:06.0,Shooting block foul by A. Johnson (drawn by M. Plumlee),,0,5
12,1,11:06.0,M. Plumlee makes free throw 1 of 2,,1,5
13,1,11:06.0,M. Plumlee makes free throw 2 of 2,,2,5
14,1,10:50.0,,J. Crowder makes 2-pt jump shot from 16 ft,2,7
15,1,10:35.0,J. Parker misses 2-pt layup from 1 ft,,2,7
16,1,10:34.0,,Defensive rebound by A. Johnson,2,7
17,1,10:31.0,,J. Crowder makes 2-pt layup at rim (assist by A. Johnson),2,9
18,1,10:13.0,O. Mayo misses 3-pt jump shot from 23 ft,,2,9
19,1,10:12.0,,Defensive rebound by J. Crowder,2,9
20,1,10:07.0,,I. Thomas misses 3-pt jump shot from 24 ft,2,9
21,1,10:06.0,Defensive rebound by G. Antetokounmpo,,2,9
22,1,9:56.0,J. Parker makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,4,9
23,1,9:35.0,,A. Bradley misses 3-pt jump shot from 24 ft,4,9
24,1,9:33.0,,Offensive rebound by Team,4,9
25,1,9:21.0,,I. Thomas misses 3-pt jump shot from 25 ft,4,9
26,1,9:20.0,Defensive rebound by G. Antetokounmpo,,4,9
27,1,9:04.0,M. Plumlee misses 2-pt jump shot from 7 ft,,4,9
28,1,9:03.0,,Defensive rebound by A. Johnson,4,9
29,1,8:59.0,,A. Bradley makes 2-pt dunk at rim (assist by J. Crowder),4,11
30,1,8:40.0,J. Parker misses 2-pt jump shot from 17 ft,,4,11
31,1,8:39.0,,Defensive rebound by J. Sullinger,4,11
32,1,8:31.0,,Turnover by I. Thomas (traveling),4,11
33,1,8:15.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,6,11
34,1,8:00.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by I. Thomas),6,13
35,1,7:42.0,K. Middleton makes 2-pt jump shot from 14 ft,,8,13
36,1,7:29.0,,I. Thomas makes 2-pt layup from 1 ft,8,15
37,1,7:19.0,K. Middleton makes 2-pt jump shot from 12 ft,,10,15
38,1,7:10.0,,Shooting foul by G. Antetokounmpo (drawn by A. Johnson),10,15
39,1,7:10.0,,A. Johnson misses free throw 1 of 2,10,15
40,1,7:10.0,,Offensive rebound by Team,10,15
41,1,7:10.0,,A. Johnson makes free throw 2 of 2,10,16
42,1,6:52.0,Turnover by G. Antetokounmpo (bad pass),,10,16
43,1,6:40.0,,Personal foul by O. Mayo (drawn by A. Johnson),10,16
44,1,6:29.0,,Turnover by I. Thomas (bad pass),10,16
45,1,6:24.0,M. Plumlee makes 2-pt layup at rim (assist by J. Parker),,12,16
46,1,6:08.0,,J. Sullinger misses 2-pt jump shot from 21 ft,12,16
47,1,6:07.0,,Offensive rebound by A. Johnson,12,16
48,1,6:07.0,,A. Johnson misses 2-pt layup at rim,12,16
49,1,6:06.0,Defensive rebound by G. Antetokounmpo,,12,16
50,1,5:56.0,G. Antetokounmpo makes 2-pt dunk at rim,,14,16
51,1,5:56.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,14,16
52,1,5:56.0,,Boston full timeout,14,16
53,1,5:56.0,G. Monroe enters the game for M. Plumlee,,14,16
54,1,5:56.0,G. Antetokounmpo makes free throw 1 of 1,,15,16
55,1,5:38.0,,J. Crowder misses 3-pt jump shot from 23 ft,15,16
56,1,5:36.0,,Offensive rebound by J. Sullinger,15,16
57,1,5:33.0,,I. Thomas misses 3-pt jump shot from 25 ft,15,16
58,1,5:32.0,,Offensive rebound by A. Johnson,15,16
59,1,5:32.0,,A. Johnson makes 2-pt dunk at rim,15,18
60,1,5:17.0,Turnover by O. Mayo (lost ball; steal by I. Thomas),,15,18
61,1,5:16.0,,Personal foul by O. Mayo (drawn by J. Crowder),15,18
62,1,5:16.0,M. Carter-Williams enters the game for O. Mayo,,15,18
63,1,5:16.0,,M. Smart enters the game for J. Sullinger,15,18
64,1,5:16.0,,E. Turner enters the game for A. Bradley,15,18
65,1,5:02.0,,A. Johnson makes 2-pt layup at rim (assist by E. Turner),15,20
66,1,4:48.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,15,20
67,1,4:46.0,Offensive rebound by G. Monroe,,15,20
68,1,4:45.0,G. Monroe makes 2-pt layup at rim,,17,20
69,1,4:39.0,,I. Thomas makes 2-pt layup at rim,17,22
70,1,4:22.0,Turnover by K. Middleton (bad pass; steal by M. Smart),,17,22
71,1,4:13.0,,Turnover by J. Crowder (bad pass),17,22
72,1,4:01.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,17,22
73,1,4:00.0,,Defensive rebound by A. Johnson,17,22
74,1,3:47.0,,E. Turner makes 2-pt jump shot from 10 ft,17,24
75,1,3:33.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,19,24
76,1,3:20.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Johnson),19,26
77,1,3:19.0,Milwaukee full timeout,,19,26
78,1,3:06.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,19,26
79,1,3:05.0,Offensive rebound by J. Parker,,19,26
80,1,3:05.0,J. Parker misses 2-pt layup at rim,,19,26
81,1,3:04.0,,Defensive rebound by J. Crowder,19,26
82,1,2:44.0,,Turnover by J. Crowder (bad pass; steal by K. Middleton),19,26
83,1,2:40.0,Shooting foul by M. Smart (drawn by J. Parker),,19,26
84,1,2:40.0,J. Parker makes free throw 1 of 2,,20,26
85,1,2:40.0,J. Parker makes free throw 2 of 2,,21,26
86,1,2:27.0,,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),21,28
87,1,2:12.0,Personal foul by M. Smart (drawn by K. Middleton),,21,28
88,1,2:12.0,,J. Jerebko enters the game for I. Thomas,21,28
89,1,2:03.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,23,28
90,1,1:45.0,,J. Crowder makes 2-pt jump shot from 14 ft,23,30
91,1,1:45.0,,Shooting foul by G. Antetokounmpo (drawn by J. Crowder),23,30
92,1,1:45.0,R. Vaughn enters the game for G. Antetokounmpo,,23,30
93,1,1:45.0,,J. Crowder makes free throw 1 of 1,23,31
94,1,1:25.0,K. Middleton misses 2-pt jump shot from 9 ft,,23,31
95,1,1:24.0,,Defensive rebound by J. Jerebko,23,31
96,1,1:19.0,,J. Crowder makes 2-pt jump shot from 20 ft,23,33
97,1,1:08.0,J. Parker misses 2-pt jump shot from 17 ft,,23,33
98,1,1:07.0,,Defensive rebound by J. Jerebko,23,33
99,1,0:54.0,,E. Turner misses 2-pt jump shot from 10 ft,23,33
100,1,0:52.0,Defensive rebound by R. Vaughn,,23,33
101,1,0:38.0,G. Monroe makes 2-pt layup at rim,,25,33
102,1,0:26.0,,Shooting foul by K. Middleton (drawn by E. Turner),25,33
103,1,0:26.0,,E. Turner makes free throw 1 of 2,25,34
104,1,0:26.0,,E. Turner makes free throw 2 of 2,25,35
105,1,0:02.0,G. Monroe misses 2-pt jump shot from 17 ft,,25,35
106,1,0:02.0,Offensive rebound by Team,,25,35
107,1,0:02.0,Turnover by Team (shot clock),,25,35
108,1,0:02.0,,J. Sullinger enters the game for A. Johnson,25,35
109,1,0:00.0,,J. Jerebko misses 3-pt jump shot from 27 ft,25,35
110,1,0:00.0,,Offensive rebound by Team,25,35
111,2,11:50.0,M. Carter-Williams misses 2-pt jump shot from 21 ft,,25,35
112,2,11:49.0,,Defensive rebound by M. Smart,25,35
113,2,11:36.0,,J. Jerebko makes 2-pt jump shot from 22 ft (assist by M. Smart),25,37
114,2,11:15.0,G. Monroe misses 2-pt jump shot from 8 ft,,25,37
115,2,11:14.0,,Defensive rebound by J. Jerebko,25,37
116,2,11:05.0,,Personal foul by O. Mayo (drawn by M. Smart),25,37
117,2,11:02.0,,Personal foul by J. O'Bryant (drawn by E. Turner),25,37
118,2,11:02.0,T. Ennis enters the game for O. Mayo,,25,37
119,2,10:53.0,,Personal foul by T. Ennis (drawn by T. Zeller),25,37
120,2,10:50.0,,Turnover by J. Jerebko (traveling),25,37
121,2,10:37.0,R. Vaughn misses 2-pt layup from 1 ft,,25,37
122,2,10:36.0,Offensive rebound by J. O'Bryant,,25,37
123,2,10:36.0,J. O'Bryant misses 2-pt layup from 1 ft,,25,37
124,2,10:35.0,Offensive rebound by Team,,25,37
125,2,10:35.0,,Loose ball foul by J. Jerebko (drawn by J. O'Bryant),25,37
126,2,10:24.0,G. Monroe makes 2-pt layup at rim,,27,37
127,2,10:07.0,,M. Smart misses 2-pt jump shot from 4 ft,27,37
128,2,10:06.0,Defensive rebound by R. Vaughn,,27,37
129,2,9:57.0,Turnover by T. Ennis (traveling),,27,37
130,2,9:48.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by T. Zeller),27,39
131,2,9:48.0,,Shooting foul by R. Vaughn (drawn by A. Bradley),27,39
132,2,9:48.0,,A. Bradley makes free throw 1 of 1,27,40
