,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
79,1,2:59.0,,S. Blake enters the game for R. Jackson,10,19
80,1,2:59.0,T. Johnson enters the game for D. Wade,,10,19
81,1,2:59.0,,E. İlyasova makes free throw 1 of 2,10,20
82,1,2:59.0,,E. İlyasova makes free throw 2 of 2,10,21
83,1,2:37.0,Turnover by C. Bosh (lost ball; steal by K. Caldwell-Pope),,10,21
84,1,2:29.0,,S. Johnson misses 3-pt jump shot from 24 ft,10,21
85,1,2:29.0,Defensive rebound by J. Winslow,,10,21
86,1,2:29.0,Personal foul by E. İlyasova (drawn by J. Winslow),,10,21
87,1,2:29.0,,A. Tolliver enters the game for E. İlyasova,10,21
88,1,2:29.0,,M. Morris enters the game for K. Caldwell-Pope,10,21
89,1,2:17.0,G. Dragić makes 2-pt layup at rim (assist by C. Bosh),,12,21
90,1,1:57.0,,M. Morris makes 2-pt jump shot from 4 ft (assist by A. Tolliver),12,23
91,1,1:40.0,C. Bosh makes 3-pt jump shot from 22 ft (assist by T. Johnson),,15,23
92,1,1:16.0,,S. Johnson makes 2-pt jump shot from 3 ft,15,25
93,1,1:01.0,G. Dragić makes 2-pt jump shot from 12 ft,,17,25
94,1,0:50.0,,Offensive foul by S. Johnson (drawn by T. Johnson),17,25
95,1,0:50.0,,Turnover by S. Johnson (offensive foul),17,25
96,1,0:33.0,G. Green misses 3-pt jump shot from 25 ft,,17,25
97,1,0:33.0,,Defensive rebound by A. Drummond,17,25
98,1,0:23.0,,Personal foul by G. Green (drawn by M. Morris),17,25
99,1,0:10.0,,S. Johnson misses 2-pt jump shot from 11 ft,17,25
100,1,0:09.0,Defensive rebound by C. Bosh,,17,25
101,1,0:01.0,G. Dragić makes 2-pt jump shot from 10 ft,,19,25
102,2,11:34.0,,A. Baynes misses 2-pt jump shot from 6 ft,19,25
103,2,11:32.0,Defensive rebound by J. Winslow,,19,25
104,2,11:20.0,T. Johnson misses 2-pt jump shot from 4 ft (block by S. Johnson),,19,25
105,2,11:19.0,,Defensive rebound by A. Baynes,19,25
106,2,11:11.0,,S. Johnson makes 2-pt layup at rim,19,27
107,2,11:11.0,,Shooting foul by B. Udrih (drawn by S. Johnson),19,27
108,2,11:11.0,,S. Johnson makes free throw 1 of 1,19,28
109,2,10:51.0,C. Bosh makes 2-pt jump shot from 19 ft (assist by B. Udrih),,21,28
110,2,10:30.0,,M. Morris misses 2-pt jump shot from 11 ft,21,28
111,2,10:29.0,,Offensive rebound by A. Baynes,21,28
112,2,10:18.0,,A. Baynes makes 2-pt hook shot from 3 ft (assist by S. Blake),21,30
113,2,10:03.0,J. McRoberts makes 3-pt jump shot from 27 ft (assist by B. Udrih),,24,30
114,2,9:45.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by S. Johnson),24,33
115,2,9:35.0,Personal foul by S. Johnson (drawn by T. Johnson),,24,33
116,2,9:24.0,C. Bosh misses 2-pt jump shot from 4 ft,,24,33
117,2,9:24.0,Offensive rebound by J. Winslow,,24,33
118,2,9:13.0,J. McRoberts misses 3-pt jump shot from 27 ft,,24,33
119,2,9:13.0,,Defensive rebound by S. Johnson,24,33
120,2,9:09.0,,Personal foul by J. McRoberts (drawn by A. Baynes),24,33
121,2,8:57.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Blake),24,36
122,2,8:51.0,Miami full timeout,,24,36
123,2,8:51.0,,K. Caldwell-Pope enters the game for S. Johnson,24,36
124,2,8:44.0,Shooting foul by A. Tolliver (drawn by C. Bosh),,24,36
125,2,8:44.0,C. Bosh makes free throw 1 of 2,,25,36
126,2,8:44.0,C. Bosh makes free throw 2 of 2,,26,36
127,2,8:22.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,26,36
128,2,8:21.0,Defensive rebound by T. Johnson,,26,36
129,2,8:06.0,C. Bosh misses 2-pt jump shot from 18 ft,,26,36
130,2,8:05.0,,Defensive rebound by M. Morris,26,36
131,2,7:51.0,,A. Tolliver misses 3-pt jump shot from 22 ft,26,36
132,2,7:51.0,Defensive rebound by C. Bosh,,26,36
133,2,7:42.0,J. McRoberts misses 3-pt jump shot from 26 ft,,26,36
134,2,7:41.0,,Defensive rebound by S. Blake,26,36
135,2,7:35.0,,A. Baynes makes 2-pt layup at rim (assist by S. Blake),26,38
136,2,7:18.0,J. McRoberts misses 2-pt jump shot from 20 ft,,26,38
137,2,7:17.0,Offensive rebound by T. Johnson,,26,38
138,2,7:02.0,B. Udrih misses 3-pt jump shot from 22 ft,,26,38
139,2,7:01.0,,Defensive rebound by A. Baynes,26,38
140,2,6:49.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by S. Blake),26,41
141,2,6:32.0,T. Johnson makes 2-pt layup at rim (assist by J. McRoberts),,28,41
142,2,6:32.0,Shooting foul by A. Baynes (drawn by T. Johnson),,28,41
143,2,6:32.0,H. Whiteside enters the game for C. Bosh,,28,41
144,2,6:32.0,G. Green enters the game for J. McRoberts,,28,41
145,2,6:32.0,D. Wade enters the game for B. Udrih,,28,41
146,2,6:32.0,T. Johnson makes free throw 1 of 1,,29,41
147,2,6:23.0,,A. Baynes makes 2-pt dunk at rim (assist by K. Caldwell-Pope),29,43
148,2,6:05.0,T. Johnson makes 2-pt jump shot from 7 ft,,31,43
149,2,6:05.0,Shooting foul by S. Blake (drawn by T. Johnson),,31,43
150,2,6:05.0,T. Johnson makes free throw 1 of 1,,32,43
151,2,6:05.0,,Turnover by S. Blake (lost ball),32,43
152,2,6:05.0,G. Dragić enters the game for T. Johnson,,32,43
153,2,5:49.0,G. Dragić misses 2-pt jump shot from 3 ft,,32,43
154,2,5:48.0,Offensive rebound by H. Whiteside,,32,43
155,2,5:47.0,Turnover by H. Whiteside (bad pass; steal by K. Caldwell-Pope),,32,43
156,2,5:47.0,,Personal foul by G. Dragić (drawn by S. Blake),32,43
157,2,5:47.0,,Detroit full timeout,32,43
158,2,5:47.0,,A. Drummond enters the game for S. Blake,32,43
159,2,5:47.0,,R. Jackson enters the game for A. Baynes,32,43
160,2,5:30.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),32,46
161,2,5:10.0,D. Wade misses 2-pt jump shot from 6 ft,,32,46
162,2,5:09.0,,Defensive rebound by A. Drummond,32,46
163,2,5:08.0,,Personal foul by J. Winslow (drawn by K. Caldwell-Pope),32,46
164,2,5:08.0,,E. İlyasova enters the game for A. Tolliver,32,46
165,2,4:55.0,,M. Morris misses 2-pt jump shot from 17 ft,32,46
166,2,4:55.0,Defensive rebound by J. Winslow,,32,46
167,2,4:40.0,Turnover by D. Wade (bad pass; steal by A. Drummond),,32,46
168,2,4:26.0,,A. Drummond makes 2-pt layup at rim,32,48
169,2,4:05.0,G. Green makes 2-pt jump shot from 8 ft (assist by G. Dragić),,34,48
170,2,3:48.0,,A. Drummond misses 2-pt jump shot from 6 ft (block by H. Whiteside),34,48
171,2,3:48.0,Defensive rebound by Team,,34,48
172,2,3:48.0,,S. Johnson enters the game for M. Morris,34,48
173,2,3:48.0,,Technical foul by A. Drummond,34,48
174,2,3:48.0,G. Green makes technical free throw,,35,48
175,2,3:30.0,G. Green misses 2-pt jump shot from 3 ft (block by A. Drummond),,35,48
176,2,3:30.0,,Defensive rebound by R. Jackson,35,48
177,2,3:26.0,,A. Drummond misses 2-pt layup from 1 ft (block by D. Wade),35,48
178,2,3:26.0,,Offensive rebound by Team,35,48
179,2,3:26.0,C. Bosh enters the game for J. Winslow,,35,48
180,2,3:17.0,,K. Caldwell-Pope misses 2-pt layup at rim (block by H. Whiteside),35,48
181,2,3:17.0,,Offensive rebound by Team,35,48
182,2,3:12.0,,Turnover by A. Drummond (step out of bounds),35,48
183,2,2:53.0,,Detroit full timeout,35,48
184,2,2:49.0,C. Bosh misses 2-pt jump shot from 6 ft,,35,48
185,2,2:47.0,,Defensive rebound by A. Drummond,35,48
186,2,2:39.0,,R. Jackson misses 3-pt jump shot from 26 ft,35,48
187,2,2:38.0,,Offensive rebound by S. Johnson,35,48
188,2,2:31.0,,S. Johnson misses 2-pt layup from 2 ft,35,48
189,2,2:27.0,,Offensive rebound by A. Drummond,35,48
190,2,2:22.0,,A. Drummond makes 2-pt layup from 1 ft,35,50
191,2,2:16.0,G. Dragić makes 2-pt jump shot from 16 ft,,37,50
192,2,2:01.0,,A. Drummond misses 2-pt dunk at rim,37,50
193,2,2:00.0,Defensive rebound by C. Bosh,,37,50
194,2,1:59.0,Shooting foul by S. Johnson (drawn by G. Dragić),,37,50
195,2,1:59.0,G. Dragić makes free throw 1 of 2,,38,50
196,2,1:59.0,,M. Morris enters the game for S. Johnson,38,50
197,2,1:59.0,G. Dragić makes free throw 2 of 2,,39,50
198,2,1:37.0,Violation by H. Whiteside (def goaltending),,39,50
199,2,1:37.0,,R. Jackson makes 2-pt jump shot from 4 ft,39,52
200,2,1:20.0,Turnover by G. Green (bad pass),,39,52
201,2,1:20.0,T. Johnson enters the game for G. Green,,39,52
202,2,1:06.0,,R. Jackson makes 2-pt jump shot from 11 ft,39,54
203,2,0:57.0,G. Dragić misses 2-pt jump shot from 4 ft,,39,54
204,2,0:57.0,,Defensive rebound by R. Jackson,39,54
205,2,0:50.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Jackson),39,57
206,2,0:43.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,41,57
207,2,0:31.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by R. Jackson),41,60
208,2,0:11.0,T. Johnson misses 3-pt jump shot from 26 ft,,41,60
209,2,0:11.0,Offensive rebound by H. Whiteside,,41,60
210,2,0:10.0,H. Whiteside makes 2-pt layup from 1 ft,,43,60
211,2,0:03.0,,R. Jackson misses 2-pt jump shot from 4 ft,43,60
212,2,0:02.0,,Offensive rebound by A. Drummond,43,60
213,2,0:02.0,,A. Drummond misses 2-pt layup from 2 ft,43,60
214,2,0:01.0,,Offensive rebound by A. Drummond,43,60
215,2,0:01.0,,A. Drummond misses 2-pt layup at rim (block by G. Dragić),43,60
216,2,0:00.0,,Offensive rebound by Team,43,60
217,3,11:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,43,60
218,3,11:39.0,Defensive rebound by H. Whiteside,,43,60
219,3,11:29.0,D. Wade misses 2-pt jump shot from 18 ft,,43,60
220,3,11:28.0,,Defensive rebound by A. Drummond,43,60
221,3,11:17.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by K. Caldwell-Pope),43,62
222,3,10:51.0,D. Wade misses 2-pt hook shot from 5 ft,,43,62
223,3,10:49.0,,Defensive rebound by A. Drummond,43,62
224,3,10:38.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Jackson),43,65
225,3,10:16.0,C. Bosh misses 2-pt jump shot from 12 ft,,43,65
226,3,10:16.0,Offensive rebound by H. Whiteside,,43,65
227,3,10:13.0,H. Whiteside makes 2-pt dunk at rim,,45,65
228,3,10:04.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Jackson),45,68
229,3,9:41.0,G. Green misses 2-pt jump shot from 11 ft,,45,68
230,3,9:39.0,,Defensive rebound by A. Drummond,45,68
231,3,9:31.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,45,68
232,3,9:31.0,Defensive rebound by H. Whiteside,,45,68
233,3,9:11.0,Turnover by H. Whiteside (3 sec),,45,68
234,3,9:00.0,,R. Jackson misses 2-pt layup at rim,45,68
235,3,8:59.0,Defensive rebound by H. Whiteside,,45,68
236,3,8:50.0,G. Dragić misses 2-pt jump shot from 13 ft,,45,68
237,3,8:50.0,,Defensive rebound by E. İlyasova,45,68
238,3,8:40.0,,Personal foul by C. Bosh (drawn by E. İlyasova),45,68
239,3,8:27.0,,R. Jackson makes 3-pt jump shot from 26 ft,45,71
240,3,8:27.0,Miami full timeout,,45,71
241,3,8:18.0,Personal foul by R. Jackson (drawn by D. Wade),,45,71
242,3,8:09.0,C. Bosh misses 2-pt jump shot from 14 ft,,45,71
243,3,8:08.0,,Defensive rebound by K. Caldwell-Pope,45,71
244,3,8:03.0,,Turnover by R. Jackson (bad pass; steal by D. Wade),45,71
245,3,7:57.0,Shooting foul by M. Morris (drawn by H. Whiteside),,45,71
246,3,7:57.0,H. Whiteside misses free throw 1 of 2,,45,71
247,3,7:57.0,Offensive rebound by Team,,45,71
248,3,7:57.0,H. Whiteside makes free throw 2 of 2,,46,71
249,3,7:41.0,,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,46,71
250,3,7:41.0,Defensive rebound by H. Whiteside,,46,71
251,3,7:22.0,D. Wade misses 2-pt jump shot from 18 ft,,46,71
252,3,7:22.0,,Defensive rebound by E. İlyasova,46,71
253,3,7:15.0,,K. Caldwell-Pope misses 2-pt dunk at rim,46,71
254,3,7:13.0,Defensive rebound by G. Green,,46,71
255,3,7:12.0,D. Wade misses 2-pt jump shot from 16 ft,,46,71
256,3,7:10.0,,Defensive rebound by R. Jackson,46,71
257,3,6:56.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),46,74
258,3,6:42.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Bosh),,49,74
259,3,6:10.0,,A. Drummond misses 2-pt hook shot from 8 ft,49,74
260,3,6:08.0,Defensive rebound by C. Bosh,,49,74
261,3,6:01.0,G. Dragić misses 3-pt jump shot from 22 ft,,49,74
262,3,6:00.0,,Defensive rebound by A. Drummond,49,74
263,3,5:40.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,49,74
264,3,5:40.0,,Offensive rebound by A. Drummond,49,74
265,3,5:37.0,,A. Drummond makes 2-pt layup at rim,49,76
266,3,5:20.0,G. Dragić misses 2-pt layup at rim (block by A. Drummond),,49,76
267,3,5:19.0,,Defensive rebound by M. Morris,49,76
268,3,5:13.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,49,76
269,3,5:13.0,Defensive rebound by Team,,49,76
270,3,5:13.0,J. Winslow enters the game for C. Bosh,,49,76
271,3,5:00.0,Personal foul by K. Caldwell-Pope (drawn by D. Wade),,49,76
272,3,5:00.0,,S. Johnson enters the game for M. Morris,49,76
273,3,4:48.0,G. Green makes 3-pt jump shot from 27 ft (assist by G. Dragić),,52,76
274,3,4:24.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),52,79
275,3,4:07.0,Personal foul by E. İlyasova (drawn by J. Winslow),,52,79
276,3,4:07.0,T. Johnson enters the game for D. Wade,,52,79
277,3,4:02.0,G. Green misses 2-pt jump shot from 17 ft,,52,79
278,3,4:01.0,Offensive rebound by H. Whiteside,,52,79
279,3,3:58.0,H. Whiteside makes 2-pt dunk at rim,,54,79
280,3,3:44.0,,Personal foul by G. Dragić (drawn by R. Jackson),54,79
281,3,3:44.0,,A. Tolliver enters the game for E. İlyasova,54,79
282,3,3:38.0,,Turnover by S. Johnson (traveling),54,79
283,3,3:29.0,G. Green makes 2-pt jump shot from 12 ft (assist by G. Dragić),,56,79
284,3,3:13.0,,S. Johnson misses 3-pt jump shot from 24 ft,56,79
285,3,3:12.0,Defensive rebound by J. Winslow,,56,79
286,3,3:09.0,Shooting foul by S. Johnson (drawn by G. Green),,56,79
287,3,3:09.0,G. Green misses free throw 1 of 3,,56,79
288,3,3:09.0,Offensive rebound by Team,,56,79
289,3,3:09.0,G. Green makes free throw 2 of 3,,57,79
290,3,3:09.0,Turnover by H. Whiteside (offensive goaltending),,57,79
291,3,2:55.0,,Detroit full timeout,57,79
292,3,2:55.0,,S. Blake enters the game for R. Jackson,57,79
293,3,2:51.0,,A. Tolliver misses 2-pt jump shot from 17 ft,57,79
294,3,2:51.0,Defensive rebound by H. Whiteside,,57,79
295,3,2:27.0,G. Dragić makes 2-pt jump shot from 5 ft,,59,79
296,3,2:12.0,,A. Drummond makes 2-pt layup at rim,59,81
297,3,2:12.0,,Shooting foul by H. Whiteside (drawn by A. Drummond),59,81
298,3,2:12.0,,A. Drummond misses free throw 1 of 1,59,81
299,3,2:11.0,Defensive rebound by H. Whiteside,,59,81
300,3,1:54.0,G. Green misses 3-pt jump shot from 26 ft,,59,81
301,3,1:54.0,,Defensive rebound by A. Drummond,59,81
302,3,1:34.0,,S. Johnson misses 2-pt jump shot from 19 ft,59,81
303,3,1:34.0,Defensive rebound by H. Whiteside,,59,81
304,3,1:30.0,Shooting foul by S. Blake (drawn by G. Dragić),,59,81
305,3,1:30.0,G. Dragić makes free throw 1 of 2,,60,81
306,3,1:30.0,G. Dragić misses free throw 2 of 2,,60,81
307,3,1:28.0,,Defensive rebound by S. Johnson,60,81
308,3,1:07.0,,A. Tolliver misses 3-pt jump shot from 26 ft,60,81
309,3,1:07.0,,Offensive rebound by A. Drummond,60,81
310,3,1:04.0,,A. Drummond makes 2-pt layup at rim,60,83
311,3,0:53.0,J. Winslow makes 2-pt jump shot from 19 ft,,62,83
312,3,0:35.0,,S. Blake misses 3-pt jump shot from 26 ft,62,83
313,3,0:34.0,Defensive rebound by H. Whiteside,,62,83
314,3,0:19.0,T. Johnson misses 2-pt jump shot from 20 ft,,62,83
315,3,0:19.0,,Defensive rebound by A. Drummond,62,83
316,3,0:02.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,62,83
317,3,0:01.0,,Offensive rebound by A. Tolliver,62,83
318,4,11:45.0,C. Bosh makes 2-pt layup at rim (assist by G. Green),,64,83
319,4,11:15.0,,M. Morris makes 2-pt jump shot from 11 ft,64,85
320,4,11:02.0,J. Winslow misses 2-pt layup from 2 ft (block by A. Baynes),,64,85
321,4,11:00.0,,Defensive rebound by A. Tolliver,64,85
322,4,10:45.0,,S. Johnson misses 2-pt jump shot from 4 ft,64,85
323,4,10:44.0,Defensive rebound by C. Bosh,,64,85
324,4,10:31.0,G. Green misses 2-pt jump shot from 5 ft,,64,85
325,4,10:30.0,,Defensive rebound by A. Tolliver,64,85
326,4,10:08.0,,S. Johnson misses 2-pt layup at rim,64,85
327,4,10:07.0,Defensive rebound by C. Bosh,,64,85
328,4,9:55.0,,Violation by A. Tolliver (kicked ball),64,85
329,4,9:43.0,G. Green misses 3-pt jump shot from 26 ft,,64,85
330,4,9:43.0,,Defensive rebound by S. Johnson,64,85
331,4,9:30.0,,Turnover by S. Blake (lost ball),64,85
332,4,9:22.0,T. Johnson makes 2-pt dunk at rim (assist by C. Bosh),,66,85
333,4,9:01.0,,M. Morris misses 2-pt jump shot from 11 ft,66,85
334,4,9:01.0,Defensive rebound by J. Winslow,,66,85
335,4,8:57.0,Turnover by J. Winslow (bad pass; steal by M. Morris),,66,85
336,4,8:48.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by S. Johnson),66,88
337,4,8:26.0,Official timeout,,66,88
338,4,8:26.0,Offensive foul by G. Green (drawn by A. Tolliver),,66,88
339,4,8:26.0,Turnover by G. Green (offensive foul),,66,88
340,4,8:08.0,,S. Johnson misses 2-pt layup at rim (block by G. Green),66,88
341,4,8:07.0,,Offensive rebound by S. Johnson,66,88
342,4,8:05.0,,S. Johnson makes 2-pt layup at rim,66,90
343,4,7:54.0,T. Johnson misses 3-pt jump shot from 26 ft,,66,90
344,4,7:53.0,,Defensive rebound by A. Baynes,66,90
345,4,7:33.0,,S. Blake misses 3-pt jump shot from 27 ft,66,90
346,4,7:32.0,Defensive rebound by C. Bosh,,66,90
347,4,7:14.0,G. Green misses 3-pt jump shot from 25 ft,,66,90
348,4,7:14.0,,Defensive rebound by Team,66,90
349,4,7:14.0,,Personal foul by T. Johnson (drawn by S. Blake),66,90
350,4,7:01.0,,M. Morris misses 2-pt jump shot from 18 ft,66,90
351,4,7:00.0,Defensive rebound by J. McRoberts,,66,90
352,4,6:52.0,Turnover by J. McRoberts (bad pass; steal by S. Johnson),,66,90
353,4,6:36.0,,S. Johnson misses 2-pt jump shot from 17 ft,66,90
354,4,6:36.0,Defensive rebound by J. Winslow,,66,90
355,4,6:33.0,Shooting foul by S. Johnson (drawn by J. Winslow),,66,90
356,4,6:33.0,J. Winslow makes free throw 1 of 2,,67,90
357,4,6:33.0,,K. Caldwell-Pope enters the game for S. Johnson,67,90
358,4,6:33.0,,R. Jackson enters the game for S. Blake,67,90
359,4,6:33.0,H. Whiteside enters the game for C. Bosh,,67,90
360,4,6:33.0,J. Winslow misses free throw 2 of 2,,67,90
361,4,6:33.0,,Defensive rebound by A. Baynes,67,90
362,4,6:17.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by A. Baynes),67,93
363,4,6:01.0,J. McRoberts misses 3-pt jump shot from 25 ft,,67,93
364,4,6:00.0,,Defensive rebound by R. Jackson,67,93
365,4,5:39.0,Violation by H. Whiteside (def goaltending),,67,93
366,4,5:39.0,,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,67,95
367,4,5:39.0,Miami full timeout,,67,95
368,4,5:39.0,,A. Drummond enters the game for A. Baynes,67,95
369,4,5:39.0,J. Richardson enters the game for G. Green,,67,95
370,4,5:28.0,Personal foul by K. Caldwell-Pope (drawn by T. Johnson),,67,95
371,4,5:12.0,J. McRoberts misses 3-pt jump shot from 26 ft,,67,95
372,4,5:11.0,Offensive rebound by T. Johnson,,67,95
373,4,5:08.0,T. Johnson misses 2-pt dunk at rim,,67,95
374,4,5:05.0,,Defensive rebound by M. Morris,67,95
375,4,4:47.0,,M. Morris makes 2-pt jump shot from 15 ft,67,97
376,4,4:29.0,H. Whiteside makes 2-pt jump shot from 12 ft (assist by J. Winslow),,69,97
377,4,4:12.0,,Personal foul by T. Johnson (drawn by R. Jackson),69,97
378,4,4:12.0,,S. Blake enters the game for R. Jackson,69,97
379,4,4:12.0,U. Haslem enters the game for H. Whiteside,,69,97
380,4,4:12.0,B. Udrih enters the game for T. Johnson,,69,97
381,4,4:12.0,C. Andersen enters the game for J. McRoberts,,69,97
382,4,4:01.0,,K. Caldwell-Pope misses 2-pt layup at rim,69,97
383,4,3:59.0,Defensive rebound by J. Richardson,,69,97
