,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
0,1,11:40.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by K. Towns),0,2
1,1,11:14.0,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),,2,2
2,1,10:50.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Garnett),2,5
3,1,10:36.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by N. Jokić),,5,5
4,1,10:13.0,,K. Garnett makes 2-pt jump shot from 8 ft (assist by R. Rubio),5,7
5,1,9:50.0,Shooting foul by K. Garnett (drawn by K. Faried),,5,7
6,1,9:50.0,K. Faried misses free throw 1 of 2,,5,7
7,1,9:50.0,Offensive rebound by Team,,5,7
8,1,9:50.0,K. Faried makes free throw 2 of 2,,6,7
9,1,9:37.0,,A. Wiggins misses 2-pt layup from 1 ft,6,7
10,1,9:36.0,Defensive rebound by K. Faried,,6,7
11,1,9:30.0,G. Harris makes 2-pt jump shot from 22 ft (assist by J. Nelson),,8,7
12,1,9:14.0,,K. Garnett makes 2-pt jump shot from 19 ft (assist by R. Rubio),8,9
13,1,8:51.0,K. Faried misses 2-pt jump shot from 7 ft,,8,9
14,1,8:50.0,,Defensive rebound by K. Garnett,8,9
15,1,8:39.0,,A. Wiggins misses 2-pt jump shot from 17 ft,8,9
16,1,8:38.0,Defensive rebound by N. Jokić,,8,9
17,1,8:36.0,Personal foul by R. Rubio (drawn by J. Nelson),,8,9
18,1,8:25.0,G. Harris makes 3-pt jump shot from 24 ft (assist by J. Nelson),,11,9
19,1,8:04.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by T. Prince),11,12
20,1,7:48.0,G. Harris misses 3-pt jump shot from 24 ft,,11,12
21,1,7:47.0,,Defensive rebound by Team,11,12
22,1,7:36.0,,A. Wiggins misses 2-pt layup from 2 ft,11,12
23,1,7:35.0,Defensive rebound by K. Faried,,11,12
24,1,7:29.0,,Violation by K. Garnett (kicked ball),11,12
25,1,7:25.0,Shooting foul by K. Garnett (drawn by D. Gallinari),,11,12
26,1,7:25.0,D. Gallinari makes free throw 1 of 2,,12,12
27,1,7:25.0,D. Gallinari misses free throw 2 of 2,,12,12
28,1,7:25.0,,Defensive rebound by K. Towns,12,12
29,1,7:10.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),12,14
30,1,6:48.0,Turnover by D. Gallinari (traveling),,12,14
31,1,6:34.0,,K. Towns makes 2-pt layup from 2 ft (assist by K. Garnett),12,16
32,1,6:31.0,Denver full timeout,,12,16
