,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
103,1,0:14.0,,C. Anthony misses 2-pt jump shot from 10 ft,18,20
104,1,0:13.0,Defensive rebound by D. Green,,18,20
105,1,0:02.0,S. Curry misses 2-pt jump shot from 5 ft (block by R. Lopez),,18,20
106,1,0:00.0,Offensive rebound by Team,,18,20
107,2,11:48.0,,Personal foul by M. Speights (drawn by K. O'Quinn),18,20
108,2,11:39.0,,K. O'Quinn misses 2-pt jump shot from 19 ft,18,20
109,2,11:38.0,,Offensive rebound by Team,18,20
110,2,11:27.0,,D. Williams makes 2-pt dunk at rim (assist by J. Grant),18,22
111,2,11:06.0,L. Barbosa misses 2-pt layup from 1 ft,,18,22
112,2,11:05.0,,Defensive rebound by K. O'Quinn,18,22
113,2,10:56.0,,A. Afflalo misses 3-pt jump shot from 23 ft,18,22
114,2,10:55.0,Defensive rebound by M. Speights,,18,22
115,2,10:44.0,M. Speights misses 2-pt jump shot from 20 ft,,18,22
116,2,10:43.0,,Defensive rebound by D. Williams,18,22
117,2,10:31.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by S. Vujačić),18,24
118,2,10:18.0,Turnover by H. Barnes (bad pass),,18,24
119,2,9:56.0,,S. Vujačić misses 2-pt jump shot from 20 ft,18,24
120,2,9:55.0,Defensive rebound by M. Speights,,18,24
121,2,9:50.0,Personal foul by S. Vujačić (drawn by L. Barbosa),,18,24
122,2,9:50.0,Golden State full timeout,,18,24
123,2,9:41.0,S. Livingston makes 2-pt dunk at rim (assist by M. Speights),,20,24
124,2,9:31.0,,J. Grant makes 2-pt jump shot from 7 ft,20,26
125,2,9:31.0,,Shooting foul by S. Livingston (drawn by J. Grant),20,26
126,2,9:31.0,K. Thompson enters the game for L. Barbosa,,20,26
127,2,9:31.0,D. Green enters the game for M. Speights,,20,26
128,2,9:31.0,,J. Grant makes free throw 1 of 1,20,27
129,2,9:17.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,22,27
130,2,8:54.0,,A. Afflalo misses 2-pt jump shot from 10 ft,22,27
131,2,8:53.0,Defensive rebound by A. Iguodala,,22,27
132,2,8:41.0,D. Green makes 3-pt jump shot from 24 ft (assist by S. Livingston),,25,27
133,2,8:29.0,,Turnover by K. O'Quinn (bad pass; steal by S. Livingston),25,27
134,2,8:27.0,Personal foul by D. Williams (drawn by A. Iguodala),,25,27
135,2,8:27.0,,K. Porziņģis enters the game for K. O'Quinn,25,27
136,2,8:27.0,,L. Thomas enters the game for S. Vujačić,25,27
137,2,8:16.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),,27,27
138,2,8:01.0,,Shooting foul by K. Thompson (drawn by D. Williams),27,27
139,2,8:01.0,,D. Williams makes free throw 1 of 2,27,28
140,2,8:01.0,,D. Williams makes free throw 2 of 2,27,29
141,2,7:43.0,S. Livingston makes 3-pt jump shot from 24 ft (assist by D. Green),,30,29
142,2,7:31.0,,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by A. Afflalo),30,31
143,2,7:15.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,32,31
144,2,7:15.0,Shooting foul by J. Grant (drawn by K. Thompson),,32,31
145,2,7:15.0,,L. Galloway enters the game for J. Grant,32,31
146,2,7:15.0,,C. Anthony enters the game for D. Williams,32,31
147,2,7:15.0,S. Curry enters the game for A. Iguodala,,32,31
148,2,7:15.0,K. Thompson makes free throw 1 of 1,,33,31
149,2,6:53.0,,C. Anthony misses 2-pt layup from 2 ft (block by D. Green),33,31
150,2,6:52.0,,Offensive rebound by C. Anthony,33,31
151,2,6:51.0,,Shooting foul by H. Barnes (drawn by C. Anthony),33,31
152,2,6:51.0,,C. Anthony makes free throw 1 of 2,33,32
153,2,6:51.0,,C. Anthony makes free throw 2 of 2,33,33
154,2,6:35.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,36,33
155,2,6:16.0,,L. Galloway misses 2-pt jump shot from 11 ft,36,33
156,2,6:15.0,Defensive rebound by D. Green,,36,33
157,2,6:10.0,D. Green makes 2-pt dunk at rim,,38,33
158,2,6:09.0,,New York full timeout,38,33
159,2,6:09.0,,D. Williams enters the game for A. Afflalo,38,33
160,2,5:56.0,,Turnover by L. Thomas (step out of bounds),38,33
161,2,5:43.0,Turnover by D. Green (bad pass),,38,33
162,2,5:30.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,38,33
163,2,5:29.0,Defensive rebound by S. Curry,,38,33
164,2,5:22.0,,Violation by D. Williams (kicked ball),38,33
165,2,5:08.0,K. Thompson makes 2-pt dunk at rim (assist by D. Green),,40,33
166,2,4:41.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by L. Galloway),40,36
167,2,4:30.0,Personal foul by L. Galloway (drawn by D. Green),,40,36
168,2,4:26.0,K. Thompson misses 2-pt layup from 2 ft (block by C. Anthony),,40,36
169,2,4:25.0,,Defensive rebound by L. Galloway,40,36
170,2,4:21.0,Violation by S. Livingston (def goaltending),,40,36
171,2,4:21.0,,L. Galloway makes 2-pt layup from 1 ft,40,38
172,2,4:03.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,43,38
173,2,3:52.0,,C. Anthony misses 2-pt layup at rim,43,38
174,2,3:51.0,Defensive rebound by H. Barnes,,43,38
175,2,3:42.0,Shooting foul by L. Thomas (drawn by S. Livingston),,43,38
176,2,3:42.0,S. Livingston makes free throw 1 of 2,,44,38
177,2,3:42.0,S. Livingston makes free throw 2 of 2,,45,38
178,2,3:25.0,,L. Galloway makes 2-pt layup at rim (assist by K. Porziņģis),45,40
179,2,3:02.0,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),,47,40
180,2,2:46.0,,C. Anthony makes 2-pt layup at rim,47,42
181,2,2:46.0,Golden State full timeout,,47,42
182,2,2:46.0,Official timeout,,47,42
183,2,2:46.0,A. Iguodala enters the game for S. Livingston,,47,42
184,2,2:46.0,,A. Afflalo enters the game for L. Thomas,47,42
185,2,2:32.0,Turnover by D. Green (bad pass; steal by K. Porziņģis),,47,42
186,2,2:27.0,,L. Galloway misses 2-pt layup from 1 ft,47,42
187,2,2:26.0,Defensive rebound by S. Curry,,47,42
188,2,2:19.0,K. Thompson makes 2-pt layup at rim,,49,42
189,2,1:58.0,,C. Anthony makes 2-pt jump shot from 19 ft,49,44
190,2,1:40.0,Shooting foul by D. Williams (drawn by A. Iguodala),,49,44
191,2,1:40.0,A. Iguodala makes free throw 1 of 2,,50,44
192,2,1:40.0,A. Iguodala misses free throw 2 of 2,,50,44
193,2,1:39.0,,Defensive rebound by D. Williams,50,44
194,2,1:25.0,,L. Galloway misses 2-pt layup from 3 ft,50,44
195,2,1:24.0,,Offensive rebound by K. Porziņģis,50,44
196,2,1:20.0,,Personal foul by D. Green (drawn by K. Porziņģis),50,44
197,2,1:20.0,,K. Porziņģis makes free throw 1 of 2,50,45
198,2,1:20.0,,K. Porziņģis makes free throw 2 of 2,50,46
199,2,1:02.0,H. Barnes makes 2-pt layup at rim (assist by A. Iguodala),,52,46
200,2,0:46.0,,A. Afflalo misses 2-pt jump shot from 18 ft,52,46
201,2,0:45.0,,Offensive rebound by K. Porziņģis,52,46
202,2,0:45.0,,K. Porziņģis misses 2-pt layup from 3 ft,52,46
203,2,0:44.0,Defensive rebound by A. Iguodala,,52,46
204,2,0:38.0,Personal foul by K. Porziņģis (drawn by A. Iguodala),,52,46
205,2,0:38.0,A. Iguodala misses free throw 1 of 2,,52,46
206,2,0:38.0,Offensive rebound by Team,,52,46
207,2,0:38.0,,J. Grant enters the game for K. Porziņģis,52,46
208,2,0:38.0,B. Rush enters the game for K. Thompson,,52,46
209,2,0:38.0,L. Barbosa enters the game for H. Barnes,,52,46
210,2,0:38.0,A. Iguodala makes free throw 2 of 2,,53,46
211,2,0:29.0,,L. Galloway misses 3-pt jump shot from 25 ft,53,46
212,2,0:28.0,Defensive rebound by L. Barbosa,,53,46
213,2,0:06.0,D. Green makes 2-pt jump shot from 20 ft (assist by S. Curry),,55,46
214,2,0:00.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Grant),55,49
215,3,11:39.0,,Turnover by A. Afflalo (bad pass; steal by S. Curry),55,49
216,3,11:35.0,Turnover by S. Curry (bad pass; steal by A. Afflalo),,55,49
217,3,11:18.0,,A. Afflalo misses 2-pt jump shot from 16 ft,55,49
218,3,11:17.0,Defensive rebound by A. Bogut,,55,49
219,3,11:05.0,Turnover by A. Bogut (bad pass; steal by L. Galloway),,55,49
220,3,11:00.0,,L. Galloway misses 2-pt layup from 3 ft,55,49
221,3,10:59.0,Defensive rebound by A. Bogut,,55,49
222,3,10:50.0,S. Curry misses 3-pt jump shot from 24 ft,,55,49
223,3,10:49.0,Offensive rebound by A. Bogut,,55,49
224,3,10:45.0,Turnover by A. Bogut (bad pass; steal by L. Galloway),,55,49
225,3,10:39.0,,C. Anthony misses 3-pt jump shot from 25 ft,55,49
226,3,10:38.0,Defensive rebound by A. Bogut,,55,49
227,3,10:29.0,S. Curry makes 2-pt jump shot from 12 ft,,57,49
228,3,10:18.0,,Personal foul by H. Barnes (drawn by C. Anthony),57,49
229,3,10:13.0,,Turnover by K. Porziņģis (bad pass; steal by S. Curry),57,49
230,3,10:07.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,60,49
231,3,10:06.0,,New York full timeout,60,49
232,3,9:51.0,,A. Afflalo misses 2-pt layup from 2 ft,60,49
233,3,9:50.0,Defensive rebound by A. Bogut,,60,49
234,3,9:44.0,H. Barnes misses 2-pt jump shot from 17 ft,,60,49
235,3,9:43.0,,Defensive rebound by C. Anthony,60,49
236,3,9:35.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,60,49
237,3,9:34.0,Defensive rebound by D. Green,,60,49
238,3,9:24.0,K. Thompson makes 2-pt jump shot from 11 ft,,62,49
239,3,9:01.0,,K. Porziņģis misses 2-pt jump shot from 6 ft,62,49
240,3,9:00.0,,Offensive rebound by A. Afflalo,62,49
241,3,8:54.0,,R. Lopez misses 2-pt jump shot from 4 ft,62,49
242,3,8:53.0,,Offensive rebound by K. Porziņģis,62,49
243,3,8:52.0,,Shooting foul by K. Thompson (drawn by K. Porziņģis),62,49
244,3,8:52.0,,K. Porziņģis misses free throw 1 of 2,62,49
245,3,8:52.0,,Offensive rebound by Team,62,49
246,3,8:52.0,,K. Porziņģis makes free throw 2 of 2,62,50
247,3,8:36.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,64,50
248,3,8:18.0,,Shooting foul by A. Bogut (drawn by C. Anthony),64,50
249,3,8:18.0,,C. Anthony misses free throw 1 of 2,64,50
250,3,8:18.0,,Offensive rebound by Team,64,50
251,3,8:18.0,,C. Anthony makes free throw 2 of 2,64,51
252,3,8:00.0,Turnover by D. Green (traveling),,64,51
253,3,7:46.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Lopez),64,53
254,3,7:36.0,S. Curry misses 2-pt layup from 2 ft (block by R. Lopez),,64,53
255,3,7:35.0,,Defensive rebound by C. Anthony,64,53
256,3,7:30.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by L. Galloway),64,55
257,3,7:29.0,Golden State full timeout,,64,55
258,3,7:14.0,D. Green makes 3-pt jump shot from 24 ft (assist by A. Bogut),,67,55
259,3,6:55.0,,A. Afflalo misses 2-pt jump shot from 6 ft,67,55
260,3,6:54.0,Defensive rebound by K. Thompson,,67,55
261,3,6:41.0,K. Thompson misses 3-pt jump shot from 27 ft,,67,55
262,3,6:40.0,,Defensive rebound by K. Porziņģis,67,55
263,3,6:31.0,,C. Anthony misses 2-pt jump shot from 20 ft,67,55
264,3,6:30.0,Defensive rebound by D. Green,,67,55
265,3,6:22.0,S. Curry misses 3-pt jump shot from 25 ft,,67,55
266,3,6:21.0,,Defensive rebound by C. Anthony,67,55
267,3,6:12.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by L. Galloway),67,58
268,3,5:52.0,D. Green makes 2-pt layup from 1 ft (assist by A. Bogut),,69,58
269,3,5:33.0,,L. Galloway misses 2-pt jump shot from 19 ft,69,58
270,3,5:32.0,,Offensive rebound by Team,69,58
271,3,5:32.0,Loose ball foul by A. Bogut (drawn by R. Lopez),,69,58
272,3,5:32.0,,L. Thomas enters the game for R. Lopez,69,58
273,3,5:32.0,A. Iguodala enters the game for H. Barnes,,69,58
274,3,5:32.0,B. Rush enters the game for A. Bogut,,69,58
275,3,5:19.0,,Turnover by A. Afflalo (lost ball; steal by K. Thompson),69,58
276,3,5:10.0,S. Curry misses 2-pt layup at rim,,69,58
277,3,5:09.0,,Defensive rebound by C. Anthony,69,58
278,3,4:56.0,,C. Anthony misses 2-pt jump shot from 18 ft,69,58
279,3,4:55.0,Defensive rebound by A. Iguodala,,69,58
280,3,4:40.0,A. Iguodala makes 2-pt jump shot from 12 ft (assist by K. Thompson),,71,58
281,3,4:25.0,,L. Galloway misses 2-pt jump shot from 13 ft,71,58
282,3,4:24.0,Defensive rebound by B. Rush,,71,58
283,3,4:18.0,S. Curry misses 3-pt jump shot from 24 ft,,71,58
284,3,4:17.0,,Defensive rebound by L. Thomas,71,58
285,3,4:06.0,S. Livingston enters the game for S. Curry,,71,58
286,3,3:54.0,,Shooting foul by B. Rush (drawn by L. Thomas),71,58
287,3,3:54.0,,L. Thomas makes free throw 1 of 2,71,59
288,3,3:54.0,,J. Grant enters the game for L. Galloway,71,59
289,3,3:54.0,,L. Thomas makes free throw 2 of 2,71,60
290,3,3:35.0,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),,73,60
291,3,3:16.0,,K. Porziņģis misses 2-pt jump shot from 5 ft,73,60
292,3,3:15.0,Defensive rebound by B. Rush,,73,60
293,3,3:06.0,B. Rush misses 2-pt layup at rim,,73,60
294,3,3:05.0,,Defensive rebound by K. Porziņģis,73,60
295,3,2:55.0,,C. Anthony makes 2-pt jump shot from 8 ft,73,62
296,3,2:38.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,75,62
297,3,2:26.0,,J. Grant misses 2-pt jump shot from 21 ft,75,62
298,3,2:25.0,Defensive rebound by D. Green,,75,62
299,3,2:11.0,S. Livingston makes 2-pt jump shot from 14 ft,,77,62
300,3,1:50.0,,Shooting foul by A. Iguodala (drawn by K. Porziņģis),77,62
301,3,1:50.0,,K. Porziņģis makes free throw 1 of 2,77,63
302,3,1:50.0,,K. Porziņģis makes free throw 2 of 2,77,64
303,3,1:29.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,80,64
304,3,1:17.0,,Personal foul by D. Green (drawn by K. Porziņģis),80,64
305,3,1:17.0,,K. Porziņģis misses free throw 1 of 2,80,64
306,3,1:17.0,,Offensive rebound by Team,80,64
307,3,1:17.0,,S. Vujačić enters the game for A. Afflalo,80,64
308,3,1:17.0,,K. Porziņģis makes free throw 2 of 2,80,65
309,3,1:01.0,Turnover by K. Thompson (offensive foul),,80,65
310,3,1:01.0,Offensive foul by K. Thompson (drawn by L. Thomas),,80,65
311,3,1:01.0,,D. Williams enters the game for K. Porziņģis,80,65
312,3,1:01.0,L. Barbosa enters the game for K. Thompson,,80,65
313,3,0:45.0,,J. Grant misses 3-pt jump shot from 24 ft,80,65
314,3,0:44.0,Defensive rebound by D. Green,,80,65
315,3,0:26.0,L. Barbosa makes 2-pt jump shot from 19 ft (assist by D. Green),,82,65
316,3,0:04.0,,Turnover by C. Anthony (bad pass; steal by D. Green),82,65
317,3,0:00.0,L. Barbosa misses 2-pt jump shot from 5 ft,,82,65
318,3,0:00.0,Offensive rebound by Team,,82,65
319,4,11:37.0,S. Livingston makes 2-pt dunk at rim,,84,65
320,4,11:17.0,,A. Afflalo misses 3-pt jump shot from 24 ft,84,65
321,4,11:16.0,,Offensive rebound by D. Williams,84,65
322,4,11:11.0,,Turnover by L. Amundson (bad pass; steal by S. Livingston),84,65
323,4,11:07.0,Shooting foul by L. Amundson (drawn by L. Barbosa),,84,65
324,4,11:07.0,L. Barbosa makes free throw 1 of 2,,85,65
325,4,11:07.0,L. Barbosa makes free throw 2 of 2,,86,65
326,4,10:56.0,,S. Vujačić makes 2-pt jump shot from 22 ft (assist by D. Williams),86,67
327,4,10:43.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by H. Barnes),,89,67
328,4,10:23.0,,D. Williams misses 2-pt jump shot from 16 ft,89,67
329,4,10:22.0,,Offensive rebound by L. Amundson,89,67
330,4,10:08.0,,D. Williams makes 2-pt layup from 2 ft (assist by L. Amundson),89,69
331,4,9:57.0,H. Barnes misses 2-pt jump shot from 9 ft,,89,69
332,4,9:56.0,,Defensive rebound by J. Grant,89,69
333,4,9:41.0,,L. Amundson misses 2-pt jump shot from 5 ft (block by B. Rush),89,69
334,4,9:40.0,Defensive rebound by A. Iguodala,,89,69
335,4,9:29.0,H. Barnes misses 3-pt jump shot from 25 ft,,89,69
336,4,9:28.0,,Defensive rebound by D. Williams,89,69
337,4,9:16.0,,S. Vujačić makes 3-pt jump shot from 24 ft (assist by A. Afflalo),89,72
338,4,9:08.0,Turnover by S. Livingston (lost ball),,89,72
339,4,8:55.0,,D. Williams misses 2-pt layup from 1 ft,89,72
340,4,8:54.0,Defensive rebound by Team,,89,72
341,4,8:54.0,Official timeout,,89,72
342,4,8:54.0,,C. Anthony enters the game for L. Amundson,89,72
343,4,8:54.0,S. Curry enters the game for S. Livingston,,89,72
344,4,8:37.0,H. Barnes misses 2-pt jump shot from 8 ft,,89,72
345,4,8:36.0,,Defensive rebound by C. Anthony,89,72
346,4,8:28.0,,J. Grant misses 2-pt layup from 1 ft,89,72
347,4,8:27.0,,Offensive rebound by D. Williams,89,72
348,4,8:26.0,,D. Williams makes 2-pt layup from 2 ft,89,74
349,4,8:14.0,Offensive foul by A. Iguodala (drawn by S. Vujačić),,89,74
350,4,8:14.0,Turnover by A. Iguodala (offensive foul),,89,74
351,4,7:55.0,,C. Anthony makes 2-pt jump shot from 19 ft,89,76
352,4,7:42.0,Personal foul by J. Grant (drawn by H. Barnes),,89,76
353,4,7:42.0,K. Thompson enters the game for B. Rush,,89,76
354,4,7:42.0,D. Green enters the game for A. Iguodala,,89,76
355,4,7:42.0,,L. Galloway enters the game for J. Grant,89,76
356,4,7:29.0,S. Curry makes 3-pt jump shot from 27 ft,,92,76
357,4,7:20.0,,S. Vujačić makes 2-pt jump shot from 22 ft (assist by L. Galloway),92,78
358,4,7:20.0,,Shooting foul by S. Curry (drawn by S. Vujačić),92,78
359,4,7:20.0,,S. Vujačić makes free throw 1 of 1,92,79
360,4,7:05.0,Personal foul by C. Anthony (drawn by S. Curry),,92,79
361,4,6:56.0,Personal foul by A. Afflalo (drawn by K. Thompson),,92,79
362,4,6:49.0,K. Thompson makes 2-pt layup at rim (assist by D. Green),,94,79
363,4,6:30.0,,C. Anthony misses 2-pt jump shot from 4 ft,94,79
364,4,6:29.0,Defensive rebound by D. Green,,94,79
365,4,6:25.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by S. Curry),,97,79
366,4,6:24.0,,New York full timeout,97,79
367,4,6:02.0,,D. Williams misses 3-pt jump shot from 24 ft,97,79
368,4,6:01.0,Defensive rebound by S. Curry,,97,79
369,4,5:48.0,S. Curry misses 3-pt jump shot from 26 ft,,97,79
370,4,5:47.0,Offensive rebound by D. Green,,97,79
371,4,5:47.0,D. Green makes 2-pt layup from 2 ft,,99,79
372,4,5:23.0,,D. Williams misses 2-pt jump shot from 12 ft,99,79
373,4,5:22.0,Defensive rebound by S. Curry,,99,79
374,4,5:12.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,102,79
375,4,4:59.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by S. Vujačić),102,82
376,4,4:50.0,Shooting foul by S. Vujačić (drawn by L. Barbosa),,102,82
377,4,4:50.0,L. Barbosa misses free throw 1 of 2,,102,82
378,4,4:50.0,Offensive rebound by Team,,102,82
379,4,4:50.0,B. Rush enters the game for H. Barnes,,102,82
380,4,4:50.0,L. Barbosa makes free throw 2 of 2,,103,82
381,4,4:35.0,,C. Anthony misses 2-pt jump shot from 11 ft,103,82
382,4,4:34.0,Defensive rebound by L. Barbosa,,103,82
