,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
377,4,5:40.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by O. Mayo),,81,89
378,4,5:31.0,,Personal foul by O. Mayo (drawn by J. Redick),81,89
379,4,5:31.0,,LA Clippers full timeout,81,89
380,4,5:31.0,J. Parker enters the game for J. Henson,,81,89
381,4,5:18.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),81,91
382,4,4:53.0,O. Mayo misses 2-pt layup from 2 ft (block by B. Griffin),,81,91
383,4,4:51.0,,Defensive rebound by L. Mbah a Moute,81,91
384,4,4:29.0,,J. Redick misses 2-pt jump shot from 19 ft,81,91
385,4,4:29.0,Defensive rebound by G. Antetokounmpo,,81,91
386,4,4:18.0,M. Carter-Williams makes 2-pt jump shot from 13 ft,,83,91
387,4,3:49.0,,B. Griffin misses 2-pt jump shot from 11 ft,83,91
388,4,3:49.0,,Offensive rebound by Team,83,91
389,4,3:49.0,,Turnover by Team (shot clock),83,91
390,4,3:49.0,,A. Rivers enters the game for L. Stephenson,83,91
391,4,3:41.0,Turnover by M. Carter-Williams (lost ball; steal by C. Paul),,83,91
392,4,3:24.0,,Shooting foul by O. Mayo (drawn by J. Redick),83,91
393,4,3:24.0,,J. Redick makes free throw 1 of 3,83,92
394,4,3:24.0,,J. Redick makes free throw 2 of 3,83,93
395,4,3:24.0,,J. Redick makes free throw 3 of 3,83,94
396,4,3:13.0,O. Mayo misses 3-pt jump shot from 24 ft,,83,94
397,4,3:13.0,,Defensive rebound by B. Griffin,83,94
398,4,2:51.0,,A. Rivers misses 2-pt jump shot from 4 ft,83,94
399,4,2:50.0,,Offensive rebound by L. Mbah a Moute,83,94
400,4,2:32.0,,C. Paul makes 3-pt jump shot from 25 ft,83,97
401,4,2:32.0,Milwaukee full timeout,,83,97
402,4,2:13.0,J. Parker makes 2-pt dunk at rim (assist by O. Mayo),,85,97
403,4,1:44.0,,C. Paul makes 3-pt jump shot from 27 ft,85,100
404,4,1:23.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,88,100
405,4,1:00.0,,C. Paul misses 3-pt jump shot from 26 ft,88,100
406,4,1:00.0,Defensive rebound by O. Mayo,,88,100
407,4,0:52.0,J. Parker makes 2-pt layup from 1 ft (assist by O. Mayo),,90,100
408,4,0:37.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by B. Griffin),90,103
409,4,0:25.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,90,103
410,4,0:24.0,,Defensive rebound by C. Paul,90,103
411,4,0:00.0,,Turnover by Team (shot clock),90,103
