,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
381,4,7:14.0,K. Walker enters the game for B. Roberts,,92,89
382,4,7:03.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by K. Walker),92,89
383,4,7:02.0,Defensive rebound by T. Daniels,,92,89
384,4,7:01.0,Personal foul by O. Casspi (drawn by F. Kaminsky),,92,89
385,4,6:48.0,Shooting block foul by M. Belinelli (drawn by J. Lin),,92,89
386,4,6:48.0,J. Lin makes free throw 1 of 2,,93,89
387,4,6:48.0,J. Lin makes free throw 2 of 2,,94,89
388,4,6:33.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),94,91
389,4,6:09.0,S. Hawes misses 2-pt jump shot from 11 ft,,94,91
390,4,6:09.0,,Defensive rebound by D. Cousins,94,91
391,4,6:00.0,,M. Belinelli makes 2-pt jump shot from 13 ft (assist by R. Rondo),94,93
392,4,5:53.0,Charlotte full timeout,,94,93
393,4,5:53.0,M. Williams enters the game for F. Kaminsky,,94,93
394,4,5:36.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lin),,97,93
395,4,5:18.0,,R. Gay makes 2-pt jump shot from 11 ft,97,95
396,4,4:54.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by M. Williams),,100,95
397,4,4:45.0,,Shooting foul by S. Hawes (drawn by D. Cousins),100,95
398,4,4:45.0,,D. Cousins makes free throw 1 of 2,100,96
399,4,4:45.0,,D. Collison enters the game for M. Belinelli,100,96
400,4,4:45.0,,D. Cousins makes free throw 2 of 2,100,97
401,4,4:37.0,Shooting foul by D. Collison (drawn by K. Walker),,100,97
402,4,4:37.0,K. Walker makes free throw 1 of 2,,101,97
403,4,4:37.0,K. Walker makes free throw 2 of 2,,102,97
404,4,4:17.0,,O. Casspi makes 2-pt dunk at rim (assist by R. Rondo),102,99
405,4,4:00.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by K. Walker),,105,99
406,4,3:39.0,,R. Gay misses 2-pt jump shot from 4 ft (block by M. Williams),105,99
407,4,3:39.0,Defensive rebound by Team,,105,99
408,4,3:39.0,,W. Cauley-Stein enters the game for O. Casspi,105,99
409,4,3:28.0,K. Walker makes 2-pt jump shot from 18 ft,,107,99
410,4,3:25.0,,Sacramento full timeout,107,99
411,4,3:18.0,,Personal foul by M. Williams (drawn by D. Cousins),107,99
412,4,3:11.0,,R. Gay misses 2-pt jump shot from 17 ft,107,99
413,4,3:07.0,,Offensive rebound by R. Rondo,107,99
414,4,3:07.0,,R. Rondo makes 2-pt dunk at rim,107,101
415,4,2:52.0,K. Walker misses 3-pt jump shot from 25 ft,,107,101
416,4,2:50.0,,Defensive rebound by D. Collison,107,101
417,4,2:33.0,,D. Collison misses 3-pt jump shot from 25 ft,107,101
418,4,2:30.0,,Offensive rebound by R. Rondo,107,101
419,4,2:24.0,,D. Cousins makes 2-pt jump shot from 5 ft (assist by R. Rondo),107,103
420,4,2:24.0,,Shooting foul by M. Williams (drawn by D. Cousins),107,103
421,4,2:24.0,,D. Cousins makes free throw 1 of 1,107,104
422,4,2:02.0,M. Williams misses 2-pt jump shot from 19 ft,,107,104
423,4,2:01.0,Offensive rebound by S. Hawes,,107,104
424,4,1:56.0,T. Daniels makes 3-pt jump shot from 24 ft,,110,104
425,4,1:47.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by R. Rondo),110,107
426,4,1:36.0,Turnover by J. Lin (lost ball; steal by D. Collison),,110,107
427,4,1:31.0,Violation by S. Hawes (def goaltending),,110,107
428,4,1:31.0,,D. Collison makes 2-pt layup from 1 ft,110,109
429,4,1:21.0,,Loose ball foul by D. Collison (drawn by K. Walker),110,109
430,4,1:21.0,K. Walker makes free throw 1 of 2,,111,109
431,4,1:21.0,,O. Casspi enters the game for W. Cauley-Stein,111,109
432,4,1:21.0,K. Walker makes free throw 2 of 2,,112,109
433,4,1:08.0,,Turnover by D. Cousins (lost ball; steal by S. Hawes),112,109
434,4,1:04.0,Personal foul by D. Cousins (drawn by K. Walker),,112,109
435,4,1:04.0,K. Walker makes free throw 1 of 2,,113,109
436,4,1:04.0,K. Walker makes free throw 2 of 2,,114,109
437,4,1:04.0,,Sacramento full timeout,114,109
438,4,0:55.0,,D. Cousins makes 2-pt dunk at rim,114,111
439,4,0:34.0,K. Walker misses 2-pt jump shot from 19 ft,,114,111
440,4,0:32.0,,Defensive rebound by R. Rondo,114,111
441,4,0:27.0,,R. Gay makes 2-pt layup from 2 ft (assist by R. Rondo),114,113
442,4,0:27.0,Charlotte full timeout,,114,113
443,4,0:27.0,,W. Cauley-Stein enters the game for O. Casspi,114,113
444,4,0:08.0,Turnover by K. Walker (lost ball),,114,113
445,4,0:08.0,,Sacramento full timeout,114,113
446,4,0:08.0,,O. Casspi enters the game for W. Cauley-Stein,114,113
447,4,0:08.0,P. Hairston enters the game for T. Daniels,,114,113
448,4,0:05.0,,Shooting foul by S. Hawes (drawn by D. Cousins),114,113
449,4,0:05.0,T. Hansbrough enters the game for S. Hawes,,114,113
450,4,0:05.0,,W. Cauley-Stein enters the game for O. Casspi,114,113
451,4,0:05.0,,D. Cousins makes free throw 1 of 2,114,114
452,4,0:05.0,,J. Anderson enters the game for D. Collison,114,114
453,4,0:05.0,,D. Cousins makes free throw 2 of 2,114,115
454,4,0:05.0,Charlotte full timeout,,114,115
455,4,0:05.0,T. Daniels enters the game for P. Hairston,,114,115
456,4,0:05.0,F. Kaminsky enters the game for T. Hansbrough,,114,115
457,4,0:01.0,Personal foul by W. Cauley-Stein (drawn by K. Walker),,114,115
458,4,0:01.0,K. Walker makes free throw 1 of 2,,115,115
459,4,0:01.0,P. Hairston enters the game for T. Daniels,,115,115
460,4,0:01.0,,D. Collison enters the game for J. Anderson,115,115
461,4,0:01.0,K. Walker misses free throw 2 of 2,,115,115
462,4,0:00.0,Offensive rebound by Team,,115,115
463,1OT,4:48.0,Personal foul by D. Cousins (drawn by J. Lin),,115,115
464,1OT,4:39.0,J. Lin makes 2-pt jump shot from 19 ft,,117,115
465,1OT,4:22.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),117,117
466,1OT,4:22.0,,Shooting foul by M. Williams (drawn by D. Cousins),117,117
467,1OT,4:22.0,F. Kaminsky enters the game for M. Williams,,117,117
468,1OT,4:22.0,,D. Cousins makes free throw 1 of 1,117,118
469,1OT,4:01.0,K. Walker misses 3-pt jump shot from 25 ft,,117,118
470,1OT,4:00.0,,Defensive rebound by W. Cauley-Stein,117,118
471,1OT,3:41.0,,D. Collison misses 3-pt jump shot from 23 ft,117,118
472,1OT,3:41.0,,Offensive rebound by Team,117,118
473,1OT,3:41.0,Loose ball foul by J. Lin (drawn by D. Cousins),,117,118
474,1OT,3:17.0,,D. Cousins misses 2-pt jump shot from 17 ft,117,118
475,1OT,3:16.0,,Offensive rebound by D. Collison,117,118
476,1OT,3:16.0,,Turnover by Team (shot clock),117,118
477,1OT,2:59.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,117,118
478,1OT,2:58.0,Offensive rebound by T. Hansbrough,,117,118
479,1OT,2:53.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,120,118
480,1OT,2:36.0,,Personal foul by T. Hansbrough (drawn by D. Cousins),120,118
481,1OT,2:36.0,P. Hairston enters the game for T. Hansbrough,,120,118
482,1OT,2:36.0,,O. Casspi enters the game for W. Cauley-Stein,120,118
483,1OT,2:23.0,,O. Casspi misses 3-pt jump shot from 25 ft,120,118
484,1OT,2:22.0,Defensive rebound by Team,,120,118
485,1OT,1:58.0,K. Walker makes 2-pt jump shot from 21 ft,,122,118
486,1OT,1:48.0,,D. Cousins makes 2-pt layup from 2 ft,122,120
487,1OT,1:29.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,122,120
488,1OT,1:28.0,Offensive rebound by J. Lin,,122,120
489,1OT,1:17.0,K. Walker misses 2-pt jump shot from 3 ft,,122,120
490,1OT,1:15.0,Offensive rebound by F. Kaminsky,,122,120
491,1OT,1:00.0,K. Walker misses 2-pt jump shot from 18 ft,,122,120
492,1OT,0:59.0,,Defensive rebound by D. Collison,122,120
493,1OT,0:38.0,,D. Cousins makes 2-pt jump shot from 6 ft (assist by R. Rondo),122,122
494,1OT,0:38.0,Charlotte full timeout,,122,122
495,1OT,0:38.0,,J. Anderson enters the game for D. Cousins,122,122
496,1OT,0:38.0,,W. Cauley-Stein enters the game for O. Casspi,122,122
497,1OT,0:33.0,Shooting foul by W. Cauley-Stein (drawn by K. Walker),,122,122
498,1OT,0:33.0,K. Walker makes free throw 1 of 2,,123,122
499,1OT,0:33.0,,D. Cousins enters the game for J. Anderson,123,122
500,1OT,0:33.0,K. Walker makes free throw 2 of 2,,124,122
501,1OT,0:33.0,,Sacramento full timeout,124,122
502,1OT,0:33.0,,O. Casspi enters the game for W. Cauley-Stein,124,122
503,1OT,0:26.0,,Shooting foul by F. Kaminsky (drawn by D. Cousins),124,122
504,1OT,0:26.0,,D. Cousins makes free throw 1 of 2,124,123
505,1OT,0:26.0,,W. Cauley-Stein enters the game for O. Casspi,124,123
506,1OT,0:26.0,,J. Anderson enters the game for D. Collison,124,123
507,1OT,0:26.0,,D. Cousins makes free throw 2 of 2,124,124
508,1OT,0:26.0,Charlotte full timeout,,124,124
509,1OT,0:02.0,K. Walker misses 2-pt jump shot from 4 ft (block by W. Cauley-Stein),,124,124
510,1OT,0:02.0,Offensive rebound by Team,,124,124
511,1OT,0:02.0,Turnover by Team (shot clock),,124,124
512,1OT,0:02.0,,Sacramento full timeout,124,124
513,1OT,0:02.0,,D. Collison enters the game for W. Cauley-Stein,124,124
514,1OT,0:02.0,,O. Casspi enters the game for J. Anderson,124,124
515,1OT,0:01.0,,Turnover by D. Collison (bad pass; steal by F. Kaminsky),124,124
516,1OT,0:01.0,Charlotte full timeout,,124,124
517,1OT,0:01.0,,W. Cauley-Stein enters the game for O. Casspi,124,124
518,1OT,0:01.0,,J. Anderson enters the game for D. Collison,124,124
519,1OT,0:00.0,K. Walker misses 3-pt jump shot from 26 ft,,124,124
520,1OT,0:00.0,Offensive rebound by Team,,124,124
521,2OT,4:45.0,,Shooting foul by P. Hairston (drawn by R. Gay),124,124
522,2OT,4:45.0,,R. Gay misses free throw 1 of 2,124,124
523,2OT,4:45.0,,Offensive rebound by Team,124,124
524,2OT,4:45.0,,R. Gay makes free throw 2 of 2,124,125
525,2OT,4:23.0,P. Hairston misses 3-pt jump shot from 23 ft,,124,125
526,2OT,4:23.0,,Defensive rebound by R. Rondo,124,125
527,2OT,4:17.0,,Shooting foul by K. Walker (drawn by R. Gay),124,125
528,2OT,4:17.0,,Sacramento full timeout,124,125
529,2OT,4:17.0,,R. Gay misses free throw 1 of 3,124,125
530,2OT,4:17.0,,Offensive rebound by Team,124,125
531,2OT,4:17.0,,R. Gay makes free throw 2 of 3,124,126
532,2OT,4:17.0,,R. Gay misses free throw 3 of 3,124,126
533,2OT,4:16.0,Defensive rebound by K. Walker,,124,126
534,2OT,3:55.0,T. Daniels misses 3-pt jump shot from 24 ft,,124,126
535,2OT,3:55.0,,Defensive rebound by W. Cauley-Stein,124,126
536,2OT,3:30.0,,R. Rondo misses 3-pt jump shot from 24 ft,124,126
537,2OT,3:30.0,,Offensive rebound by D. Cousins,124,126
538,2OT,3:30.0,,Offensive foul by D. Cousins (drawn by F. Kaminsky),124,126
539,2OT,3:30.0,,Turnover by D. Cousins (offensive foul),124,126
540,2OT,3:30.0,,O. Casspi enters the game for D. Cousins,124,126
541,2OT,3:30.0,,M. Belinelli enters the game for R. Gay,124,126
542,2OT,3:10.0,Turnover by K. Walker (lost ball; steal by D. Collison),,124,126
543,2OT,3:08.0,,Turnover by D. Collison (lost ball; steal by K. Walker),124,126
544,2OT,2:54.0,K. Walker misses 2-pt jump shot from 20 ft,,124,126
545,2OT,2:53.0,,Defensive rebound by R. Rondo,124,126
546,2OT,2:38.0,,Offensive foul by W. Cauley-Stein (drawn by K. Walker),124,126
547,2OT,2:38.0,,Turnover by W. Cauley-Stein (offensive foul),124,126
548,2OT,2:26.0,J. Lin misses 3-pt jump shot from 25 ft,,124,126
549,2OT,2:26.0,Offensive rebound by F. Kaminsky,,124,126
550,2OT,2:24.0,F. Kaminsky misses 2-pt jump shot from 4 ft,,124,126
551,2OT,2:24.0,,Defensive rebound by Team,124,126
552,2OT,2:04.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,124,126
553,2OT,2:03.0,,Offensive rebound by Team,124,126
554,2OT,2:03.0,Loose ball foul by J. Lin (drawn by W. Cauley-Stein),,124,126
555,2OT,1:51.0,,D. Collison misses 3-pt jump shot from 25 ft,124,126
556,2OT,1:49.0,,Offensive rebound by W. Cauley-Stein,124,126
557,2OT,1:26.0,,M. Belinelli misses 2-pt jump shot from 20 ft,124,126
558,2OT,1:24.0,Defensive rebound by Team,,124,126
559,2OT,1:24.0,,Loose ball foul by W. Cauley-Stein (drawn by P. Hairston),124,126
560,2OT,1:24.0,Charlotte full timeout,,124,126
561,2OT,1:24.0,,J. Anderson enters the game for M. Belinelli,124,126
562,2OT,1:15.0,T. Daniels makes 2-pt layup from 4 ft (assist by F. Kaminsky),,126,126
563,2OT,1:07.0,,Sacramento full timeout,126,126
564,2OT,1:07.0,,M. Belinelli enters the game for J. Anderson,126,126
565,2OT,0:49.0,,O. Casspi misses 3-pt jump shot from 24 ft,126,126
566,2OT,0:47.0,Defensive rebound by K. Walker,,126,126
567,2OT,0:45.0,Charlotte full timeout,,126,126
568,2OT,0:45.0,,J. Anderson enters the game for M. Belinelli,126,126
569,2OT,0:35.0,F. Kaminsky misses 2-pt jump shot from 5 ft (block by O. Casspi),,126,126
570,2OT,0:33.0,,Defensive rebound by O. Casspi,126,126
571,2OT,0:12.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by O. Casspi),126,128
572,2OT,0:12.0,Charlotte full timeout,,126,128
573,2OT,0:09.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by J. Lin),,129,128
574,2OT,0:09.0,,Sacramento full timeout,129,128
575,2OT,0:09.0,,M. Belinelli enters the game for J. Anderson,129,128
576,2OT,0:00.0,,D. Collison misses 2-pt jump shot from 13 ft,129,128
577,2OT,0:00.0,Defensive rebound by P. Hairston,,129,128
