,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
392,4,3:46.0,,R. Kelly makes 2-pt jump shot from 10 ft,107,85
393,4,3:32.0,L. Stephenson misses 3-pt jump shot from 24 ft,,107,85
394,4,3:31.0,,Defensive rebound by B. Bass,107,85
395,4,3:22.0,,M. Huertas misses 2-pt jump shot from 5 ft,107,85
396,4,3:19.0,,Offensive rebound by R. Sacre,107,85
397,4,3:19.0,,R. Sacre misses 2-pt layup from 2 ft,107,85
398,4,3:17.0,,Offensive rebound by R. Sacre,107,85
399,4,3:14.0,,A. Brown makes 2-pt layup from 2 ft,107,87
400,4,3:14.0,,Shooting foul by L. Stephenson (drawn by A. Brown),107,87
401,4,3:14.0,,A. Brown makes free throw 1 of 1,107,88
402,4,3:12.0,Turnover by J. Green (bad pass; steal by M. Huertas),,107,88
403,4,3:02.0,,Shooting foul by J. Green (drawn by R. Sacre),107,88
404,4,3:02.0,,R. Sacre makes free throw 1 of 2,107,89
405,4,3:02.0,,R. Sacre makes free throw 2 of 2,107,90
406,4,2:48.0,Personal foul by R. Kelly (drawn by J. Ennis),,107,90
407,4,2:38.0,P. Hairston misses 3-pt jump shot from 26 ft,,107,90
408,4,2:36.0,Offensive rebound by J. Ennis,,107,90
409,4,2:36.0,J. Ennis makes 2-pt dunk at rim,,109,90
410,4,2:14.0,,R. Sacre misses 2-pt jump shot from 17 ft,109,90
411,4,2:13.0,Defensive rebound by P. Hairston,,109,90
412,4,2:09.0,,Offensive charge foul by P. Hairston (drawn by R. Kelly),109,90
413,4,2:09.0,Turnover by P. Hairston (offensive foul),,109,90
414,4,1:53.0,,A. Brown misses 2-pt layup from 3 ft,109,90
415,4,1:50.0,Defensive rebound by J. Green,,109,90
416,4,1:26.0,J. Ennis misses 2-pt jump shot from 19 ft,,109,90
417,4,1:25.0,,Defensive rebound by B. Bass,109,90
418,4,1:19.0,,Turnover by R. Sacre (lost ball),109,90
419,4,1:03.0,J. Green misses 2-pt jump shot from 12 ft,,109,90
420,4,1:01.0,Offensive rebound by J. Ennis,,109,90
421,4,0:53.0,J. Ennis misses 3-pt jump shot from 26 ft,,109,90
422,4,0:51.0,,Defensive rebound by A. Brown,109,90
423,4,0:48.0,,Personal foul by P. Hairston (drawn by R. Kelly),109,90
424,4,0:48.0,,M. Huertas makes free throw 1 of 2,109,91
425,4,0:48.0,,M. Huertas makes free throw 2 of 2,109,92
426,4,0:31.0,P. Hairston makes 3-pt jump shot from 26 ft,,112,92
427,4,0:20.0,,B. Bass misses 2-pt layup from 3 ft (block by C. Andersen),112,92
428,4,0:20.0,,Offensive rebound by Team,112,92
429,4,0:17.0,,M. Huertas makes 3-pt jump shot from 25 ft (assist by R. Kelly),112,95
