,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DETROIT_ACTION,OKLAHOMA CITY_SCORE,DETROIT_SCORE
60,1,4:06.0,,A. Drummond makes 2-pt layup at rim (assist by T. Harris),12,19
61,1,3:43.0,R. Westbrook misses 2-pt jump shot from 8 ft,,12,19
62,1,3:41.0,,Defensive rebound by T. Harris,12,19
63,1,3:39.0,,Personal foul by R. Westbrook,12,19
64,1,3:39.0,R. Foye enters the game for D. Waiters,,12,19
65,1,3:39.0,E. Freedom enters the game for S. Adams,,12,19
66,1,3:39.0,,S. Johnson enters the game for M. Morris,12,19
67,1,3:26.0,,Turnover by R. Jackson (bad pass; steal by R. Westbrook),12,19
68,1,3:23.0,Shooting foul by R. Jackson (drawn by R. Westbrook),,12,19
69,1,3:23.0,R. Westbrook makes free throw 1 of 2,,13,19
70,1,3:23.0,R. Westbrook misses free throw 2 of 2,,13,19
71,1,3:21.0,,Defensive rebound by A. Drummond,13,19
72,1,3:04.0,,Shooting foul by K. Singler (drawn by T. Harris),13,19
73,1,3:04.0,,T. Harris makes free throw 1 of 2,13,20
74,1,3:04.0,,S. Blake enters the game for R. Jackson,13,20
75,1,3:04.0,C. Payne enters the game for R. Westbrook,,13,20
76,1,3:04.0,J. Huestis enters the game for K. Singler,,13,20
77,1,3:04.0,,T. Harris makes free throw 2 of 2,13,21
78,1,2:52.0,Def 3 sec tech foul by A. Drummond,,13,21
79,1,2:52.0,,Detroit full timeout,13,21
80,1,2:52.0,A. Morrow enters the game for A. Roberson,,13,21
81,1,2:52.0,R. Foye makes technical free throw,,14,21
82,1,2:37.0,A. Morrow makes 2-pt jump shot from 20 ft (assist by C. Payne),,16,21
83,1,2:18.0,,T. Harris misses 2-pt layup at rim,16,21
84,1,2:17.0,Defensive rebound by E. Freedom,,16,21
85,1,1:59.0,Turnover by C. Payne (step out of bounds),,16,21
86,1,1:42.0,,T. Harris makes 2-pt jump shot from 7 ft,16,23
87,1,1:24.0,A. Morrow makes 3-pt jump shot from 26 ft,,19,23
88,1,1:06.0,,T. Harris misses 2-pt jump shot from 14 ft,19,23
89,1,1:05.0,,Offensive rebound by T. Harris,19,23
90,1,0:57.0,,K. Caldwell-Pope misses 2-pt layup at rim (block by J. Huestis),19,23
91,1,0:57.0,,Offensive rebound by Team,19,23
92,1,0:49.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,19,23
93,1,0:49.0,,Offensive rebound by A. Drummond,19,23
94,1,0:49.0,,A. Drummond makes 2-pt dunk at rim,19,25
95,1,0:28.0,R. Foye misses 2-pt jump shot from 16 ft,,19,25
96,1,0:27.0,Offensive rebound by E. Freedom,,19,25
97,1,0:26.0,E. Freedom makes 2-pt layup at rim,,21,25
98,1,0:05.0,,Turnover by T. Harris (lost ball; steal by C. Payne),21,25
99,1,0:02.0,Turnover by A. Morrow (lost ball; steal by T. Harris),,21,25
100,2,11:40.0,J. Huestis makes 2-pt dunk at rim (assist by R. Foye),,23,25
101,2,11:25.0,,Turnover by S. Johnson (bad pass),23,25
102,2,11:05.0,E. Freedom makes 2-pt jump shot from 7 ft (assist by R. Foye),,25,25
103,2,10:48.0,,S. Blake misses 3-pt jump shot from 23 ft,25,25
104,2,10:47.0,Defensive rebound by R. Foye,,25,25
105,2,10:40.0,E. Freedom makes 2-pt layup at rim (assist by R. Foye),,27,25
106,2,10:40.0,Shooting foul by S. Johnson (drawn by E. Freedom),,27,25
107,2,10:40.0,E. Freedom misses free throw 1 of 1,,27,25
108,2,10:38.0,,Defensive rebound by A. Baynes,27,25
109,2,10:16.0,,M. Morris misses 2-pt jump shot from 17 ft,27,25
110,2,10:15.0,Defensive rebound by R. Foye,,27,25
111,2,10:01.0,E. Freedom misses 2-pt jump shot from 13 ft,,27,25
112,2,10:00.0,,Defensive rebound by M. Morris,27,25
113,2,9:52.0,,A. Tolliver misses 3-pt jump shot from 26 ft,27,25
114,2,9:51.0,,Offensive rebound by M. Morris,27,25
115,2,9:48.0,,M. Morris makes 2-pt layup at rim,27,27
116,2,9:33.0,C. Payne misses 2-pt jump shot from 13 ft,,27,27
117,2,9:33.0,,Defensive rebound by S. Johnson,27,27
118,2,9:31.0,,S. Johnson makes 2-pt layup at rim,27,29
119,2,9:31.0,,Shooting foul by C. Payne (drawn by S. Johnson),27,29
120,2,9:31.0,N. Collison enters the game for J. Huestis,,27,29
121,2,9:31.0,,S. Johnson misses free throw 1 of 1,27,29
122,2,9:30.0,Defensive rebound by E. Freedom,,27,29
123,2,9:16.0,Turnover by C. Payne (lost ball),,27,29
124,2,9:02.0,,M. Morris misses 2-pt jump shot from 15 ft,27,29
125,2,9:00.0,,Offensive rebound by S. Johnson,27,29
126,2,8:58.0,,S. Johnson makes 2-pt layup at rim,27,31
127,2,8:44.0,Shooting foul by M. Morris (drawn by R. Foye),,27,31
128,2,8:44.0,Official timeout,,27,31
129,2,8:44.0,S. Adams enters the game for E. Freedom,,27,31
130,2,8:44.0,R. Westbrook enters the game for C. Payne,,27,31
131,2,8:44.0,R. Foye makes free throw 1 of 2,,28,31
132,2,8:44.0,R. Foye misses free throw 2 of 2,,28,31
133,2,8:44.0,,Defensive rebound by S. Blake,28,31
134,2,8:33.0,,Personal foul by R. Westbrook,28,31
135,2,8:33.0,D. Waiters enters the game for R. Foye,,28,31
136,2,8:19.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Morris),28,33
137,2,7:59.0,S. Adams misses 2-pt jump shot from 7 ft,,28,33
138,2,7:58.0,,Defensive rebound by A. Baynes,28,33
139,2,7:49.0,,A. Tolliver makes 2-pt layup at rim (assist by S. Blake),28,35
140,2,7:39.0,Shooting foul by A. Baynes (drawn by R. Westbrook),,28,35
141,2,7:39.0,R. Westbrook makes free throw 1 of 2,,29,35
142,2,7:39.0,R. Westbrook makes free throw 2 of 2,,30,35
143,2,7:31.0,,Personal foul by D. Waiters,30,35
144,2,7:31.0,K. Singler enters the game for A. Morrow,,30,35
145,2,7:17.0,,Turnover by S. Johnson (bad pass; steal by S. Adams),30,35
146,2,7:05.0,,Offensive charge foul by S. Adams (drawn by A. Tolliver),30,35
147,2,7:05.0,Turnover by S. Adams (offensive foul),,30,35
148,2,7:05.0,,R. Jackson enters the game for S. Blake,30,35
149,2,7:05.0,,K. Caldwell-Pope enters the game for S. Johnson,30,35
150,2,6:52.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),30,38
151,2,6:36.0,S. Adams misses 2-pt jump shot from 3 ft,,30,38
152,2,6:35.0,Offensive rebound by R. Westbrook,,30,38
153,2,6:32.0,Turnover by D. Waiters (traveling),,30,38
154,2,6:11.0,,A. Baynes misses 2-pt layup at rim,30,38
155,2,6:09.0,Defensive rebound by N. Collison,,30,38
156,2,5:54.0,N. Collison makes 2-pt jump shot from 8 ft (assist by R. Westbrook),,32,38
157,2,5:42.0,,R. Jackson misses 2-pt jump shot from 6 ft,32,38
158,2,5:42.0,Defensive rebound by Team,,32,38
159,2,5:42.0,,Loose ball foul by A. Baynes,32,38
160,2,5:42.0,,Detroit full timeout,32,38
161,2,5:42.0,,A. Drummond enters the game for A. Baynes,32,38
162,2,5:42.0,,T. Harris enters the game for A. Tolliver,32,38
163,2,5:30.0,R. Westbrook makes 2-pt jump shot from 15 ft,,34,38
164,2,5:11.0,,T. Harris misses 2-pt jump shot from 3 ft,34,38
165,2,5:11.0,,Offensive rebound by T. Harris,34,38
166,2,5:11.0,,T. Harris misses 2-pt jump shot from 3 ft,34,38
167,2,5:11.0,,Offensive rebound by Team,34,38
168,2,5:03.0,,Personal foul by K. Singler,34,38
169,2,5:03.0,A. Roberson enters the game for N. Collison,,34,38
170,2,4:44.0,,R. Jackson misses 3-pt jump shot from 26 ft,34,38
171,2,4:44.0,Defensive rebound by S. Adams,,34,38
172,2,4:40.0,Personal foul by R. Jackson,,34,38
173,2,4:40.0,D. Waiters makes free throw 1 of 2,,35,38
174,2,4:40.0,D. Waiters makes free throw 2 of 2,,36,38
175,2,4:36.0,,Detroit full timeout,36,38
176,2,4:29.0,,Personal foul by K. Singler,36,38
177,2,4:29.0,,M. Morris makes free throw 1 of 2,36,39
178,2,4:29.0,J. Huestis enters the game for K. Singler,,36,39
179,2,4:29.0,,M. Morris makes free throw 2 of 2,36,40
180,2,4:24.0,Personal foul by K. Caldwell-Pope,,36,40
181,2,4:24.0,R. Westbrook misses free throw 1 of 2,,36,40
182,2,4:24.0,Offensive rebound by Team,,36,40
183,2,4:24.0,R. Westbrook makes free throw 2 of 2,,37,40
184,2,4:10.0,,Personal foul by J. Huestis,37,40
185,2,4:10.0,,M. Morris makes free throw 1 of 2,37,41
186,2,4:10.0,,M. Morris makes free throw 2 of 2,37,42
187,2,3:59.0,Turnover by R. Westbrook (bad pass; steal by A. Drummond),,37,42
188,2,3:50.0,,M. Morris misses 2-pt jump shot from 19 ft,37,42
189,2,3:50.0,Defensive rebound by A. Roberson,,37,42
190,2,3:35.0,D. Waiters misses 2-pt jump shot from 19 ft,,37,42
191,2,3:34.0,,Defensive rebound by M. Morris,37,42
192,2,3:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,37,42
193,2,3:22.0,,Offensive rebound by K. Caldwell-Pope,37,42
194,2,3:05.0,,R. Jackson makes 2-pt jump shot from 13 ft (assist by T. Harris),37,44
195,2,2:53.0,R. Westbrook makes 2-pt layup at rim,,39,44
196,2,2:37.0,,R. Jackson misses 2-pt jump shot from 10 ft,39,44
197,2,2:36.0,Defensive rebound by S. Adams,,39,44
198,2,2:33.0,Shooting foul by R. Jackson (drawn by R. Westbrook),,39,44
199,2,2:33.0,R. Westbrook makes 2-pt jump shot from 5 ft,,41,44
200,2,2:33.0,,S. Blake enters the game for R. Jackson,41,44
201,2,2:33.0,R. Westbrook misses free throw 1 of 1,,41,44
202,2,2:31.0,,Defensive rebound by A. Drummond,41,44
203,2,2:12.0,,S. Johnson enters the game for M. Morris,41,44
204,2,2:10.0,,Shooting foul by A. Roberson (drawn by T. Harris),41,44
205,2,2:10.0,,T. Harris makes free throw 1 of 2,41,45
206,2,2:10.0,,T. Harris makes free throw 2 of 2,41,46
207,2,1:59.0,R. Westbrook makes 2-pt layup at rim,,43,46
208,2,1:46.0,,Turnover by K. Caldwell-Pope (bad pass),43,46
209,2,1:39.0,Turnover by A. Roberson (step out of bounds),,43,46
210,2,1:24.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,43,46
211,2,1:24.0,Defensive rebound by Team,,43,46
212,2,1:11.0,,Violation by A. Drummond (def goaltending),43,46
213,2,1:11.0,R. Westbrook makes 2-pt layup at rim,,45,46
214,2,0:50.0,,S. Johnson misses 2-pt layup from 1 ft,45,46
215,2,0:49.0,Defensive rebound by S. Adams,,45,46
216,2,0:42.0,J. Huestis makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,48,46
217,2,0:29.0,,Turnover by S. Johnson (bad pass),48,46
218,2,0:06.0,R. Westbrook misses 3-pt jump shot from 27 ft,,48,46
219,2,0:04.0,,Defensive rebound by S. Blake,48,46
220,2,0:01.0,,S. Blake misses 3-pt jump shot from 26 ft,48,46
221,2,0:00.0,,Offensive rebound by Team,48,46
222,3,11:50.0,Shooting foul by T. Harris (drawn by S. Adams),,48,46
223,3,11:50.0,S. Adams misses free throw 1 of 2,,48,46
224,3,11:50.0,Offensive rebound by Team,,48,46
225,3,11:50.0,S. Adams makes free throw 2 of 2,,49,46
226,3,11:37.0,,M. Morris misses 2-pt jump shot from 13 ft,49,46
227,3,11:34.0,,Offensive rebound by A. Drummond,49,46
228,3,11:25.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by K. Caldwell-Pope),49,48
229,3,11:02.0,R. Westbrook misses 2-pt jump shot from 13 ft,,49,48
230,3,11:02.0,Offensive rebound by A. Roberson,,49,48
231,3,10:58.0,A. Roberson makes 2-pt layup from 1 ft,,51,48
232,3,10:42.0,,T. Harris misses 2-pt jump shot from 3 ft (block by S. Adams),51,48
233,3,10:40.0,Defensive rebound by R. Westbrook,,51,48
234,3,10:34.0,K. Singler misses 2-pt jump shot from 5 ft,,51,48
235,3,10:33.0,,Defensive rebound by T. Harris,51,48
236,3,10:16.0,,R. Jackson misses 3-pt jump shot from 25 ft,51,48
237,3,10:16.0,Defensive rebound by A. Roberson,,51,48
238,3,10:01.0,D. Waiters misses 2-pt jump shot from 15 ft,,51,48
239,3,10:00.0,,Defensive rebound by A. Drummond,51,48
240,3,9:55.0,,Turnover by R. Jackson (lost ball; steal by D. Waiters),51,48
241,3,9:49.0,D. Waiters misses 2-pt layup from 2 ft (block by R. Jackson),,51,48
242,3,9:48.0,,Defensive rebound by T. Harris,51,48
243,3,9:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,51,48
244,3,9:41.0,Defensive rebound by D. Waiters,,51,48
245,3,9:29.0,D. Waiters misses 3-pt jump shot from 23 ft,,51,48
246,3,9:29.0,,Defensive rebound by A. Drummond,51,48
247,3,9:16.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,51,48
248,3,9:16.0,Defensive rebound by Team,,51,48
249,3,8:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,51,48
250,3,8:55.0,,Defensive rebound by T. Harris,51,48
251,3,8:48.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),51,50
252,3,8:24.0,R. Westbrook misses 2-pt jump shot from 16 ft,,51,50
253,3,8:23.0,Offensive rebound by K. Singler,,51,50
254,3,8:17.0,R. Westbrook misses 2-pt jump shot from 4 ft,,51,50
255,3,8:16.0,,Defensive rebound by T. Harris,51,50
256,3,8:09.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,51,50
257,3,8:09.0,Defensive rebound by D. Waiters,,51,50
258,3,8:09.0,Oklahoma City full timeout,,51,50
259,3,8:00.0,Turnover by A. Roberson (bad pass; steal by K. Caldwell-Pope),,51,50
260,3,7:56.0,,K. Caldwell-Pope makes 2-pt dunk at rim,51,52
261,3,7:33.0,K. Singler misses 2-pt jump shot from 9 ft,,51,52
262,3,7:33.0,,Defensive rebound by K. Caldwell-Pope,51,52
263,3,7:20.0,,K. Caldwell-Pope makes 2-pt jump shot from 12 ft (assist by R. Jackson),51,54
264,3,6:56.0,R. Westbrook misses 3-pt jump shot from 26 ft,,51,54
265,3,6:55.0,,Defensive rebound by A. Drummond,51,54
266,3,6:43.0,,T. Harris makes 2-pt jump shot from 4 ft (assist by R. Jackson),51,56
267,3,6:30.0,Offensive foul by D. Waiters (drawn by R. Jackson),,51,56
268,3,6:30.0,Turnover by D. Waiters (offensive foul),,51,56
269,3,6:30.0,A. Morrow enters the game for D. Waiters,,51,56
270,3,6:19.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),51,58
271,3,5:56.0,A. Morrow misses 3-pt jump shot from 26 ft,,51,58
272,3,5:55.0,,Defensive rebound by R. Jackson,51,58
273,3,5:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,51,58
274,3,5:48.0,Defensive rebound by K. Singler,,51,58
275,3,5:42.0,Shooting foul by A. Drummond (drawn by R. Westbrook),,51,58
276,3,5:42.0,R. Westbrook makes free throw 1 of 2,,52,58
277,3,5:42.0,E. Freedom enters the game for S. Adams,,52,58
278,3,5:42.0,J. Huestis enters the game for K. Singler,,52,58
279,3,5:42.0,R. Westbrook makes free throw 2 of 2,,53,58
280,3,5:24.0,,A. Drummond makes 2-pt jump shot from 5 ft (assist by K. Caldwell-Pope),53,60
281,3,5:17.0,Personal foul by R. Jackson,,53,60
282,3,5:17.0,,S. Blake enters the game for R. Jackson,53,60
283,3,5:11.0,Turnover by E. Freedom (traveling),,53,60
284,3,4:50.0,,M. Morris makes 2-pt jump shot from 12 ft,53,62
285,3,4:40.0,Turnover by A. Roberson (bad pass),,53,62
286,3,4:22.0,,M. Morris makes 2-pt jump shot from 10 ft,53,64
287,3,4:22.0,Oklahoma City full timeout,,53,64
288,3,4:22.0,R. Foye enters the game for A. Roberson,,53,64
289,3,4:15.0,Turnover by R. Westbrook (bad pass),,53,64
290,3,3:59.0,,S. Blake misses 3-pt jump shot from 24 ft,53,64
291,3,3:58.0,Defensive rebound by E. Freedom,,53,64
292,3,3:53.0,J. Huestis misses 2-pt jump shot from 3 ft,,53,64
293,3,3:53.0,Offensive rebound by Team,,53,64
294,3,3:47.0,Turnover by E. Freedom (traveling),,53,64
295,3,3:28.0,,M. Morris makes 2-pt jump shot from 14 ft,53,66
296,3,3:05.0,A. Morrow misses 2-pt jump shot from 8 ft,,53,66
297,3,3:05.0,Offensive rebound by A. Morrow,,53,66
298,3,2:56.0,R. Foye misses 3-pt jump shot from 27 ft,,53,66
299,3,2:56.0,,Defensive rebound by M. Morris,53,66
300,3,2:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,53,66
301,3,2:45.0,Defensive rebound by E. Freedom,,53,66
302,3,2:34.0,Turnover by R. Westbrook (lost ball; steal by S. Blake),,53,66
303,3,2:23.0,,Shooting foul by E. Freedom (drawn by K. Caldwell-Pope),53,66
304,3,2:23.0,,K. Caldwell-Pope makes free throw 1 of 2,53,67
305,3,2:23.0,C. Payne enters the game for R. Westbrook,,53,67
306,3,2:23.0,,S. Johnson enters the game for T. Harris,53,67
307,3,2:23.0,,K. Caldwell-Pope makes free throw 2 of 2,53,68
308,3,2:06.0,A. Morrow makes 2-pt jump shot from 14 ft,,55,68
309,3,1:41.0,,Turnover by M. Morris (lost ball; steal by C. Payne),55,68
310,3,1:35.0,C. Payne makes 2-pt layup from 1 ft,,57,68
311,3,1:08.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by S. Blake),57,71
312,3,0:57.0,Personal foul by S. Johnson,,57,71
313,3,0:57.0,,D. Hilliard enters the game for K. Caldwell-Pope,57,71
314,3,0:47.0,A. Morrow misses 2-pt jump shot from 10 ft,,57,71
315,3,0:46.0,,Defensive rebound by D. Hilliard,57,71
316,3,0:33.0,,S. Johnson misses 3-pt jump shot from 24 ft,57,71
317,3,0:32.0,,Offensive rebound by A. Drummond,57,71
318,3,0:28.0,,A. Drummond misses 2-pt hook shot from 6 ft,57,71
319,3,0:27.0,Defensive rebound by C. Payne,,57,71
320,3,0:22.0,C. Payne misses 3-pt jump shot from 26 ft,,57,71
321,3,0:21.0,Offensive rebound by J. Huestis,,57,71
322,3,0:03.0,R. Foye misses 2-pt jump shot from 17 ft,,57,71
323,3,0:00.0,Offensive rebound by Team,,57,71
324,4,11:41.0,,T. Harris misses 2-pt layup from 2 ft,57,71
325,4,11:40.0,Defensive rebound by E. Freedom,,57,71
326,4,11:16.0,C. Payne misses 3-pt jump shot from 23 ft,,57,71
327,4,11:15.0,,Defensive rebound by S. Johnson,57,71
328,4,11:11.0,,D. Hilliard misses 2-pt jump shot from 6 ft,57,71
329,4,11:11.0,Defensive rebound by Team,,57,71
330,4,10:56.0,D. Waiters makes 2-pt jump shot from 18 ft (assist by S. Adams),,59,71
331,4,10:30.0,,S. Blake misses 3-pt jump shot from 26 ft,59,71
332,4,10:29.0,Defensive rebound by E. Freedom,,59,71
333,4,10:15.0,C. Payne misses 3-pt jump shot from 24 ft,,59,71
334,4,10:15.0,Offensive rebound by E. Freedom,,59,71
335,4,10:06.0,S. Adams misses 2-pt jump shot from 4 ft,,59,71
336,4,10:06.0,Offensive rebound by E. Freedom,,59,71
337,4,10:06.0,Shooting foul by T. Harris (drawn by E. Freedom),,59,71
338,4,10:06.0,,Technical foul by T. Harris,59,71
339,4,10:06.0,R. Foye misses technical free throw,,59,71
340,4,10:06.0,Offensive rebound by Team,,59,71
341,4,10:06.0,,A. Tolliver enters the game for D. Hilliard,59,71
342,4,10:06.0,E. Freedom misses free throw 1 of 2,,59,71
343,4,10:06.0,Offensive rebound by Team,,59,71
344,4,10:06.0,E. Freedom makes free throw 2 of 2,,60,71
345,4,9:47.0,,S. Blake misses 2-pt layup at rim,60,71
346,4,9:45.0,Defensive rebound by E. Freedom,,60,71
347,4,9:38.0,D. Waiters misses 2-pt jump shot from 16 ft,,60,71
348,4,9:38.0,,Defensive rebound by S. Blake,60,71
349,4,9:32.0,,Personal foul by S. Adams,60,71
350,4,9:21.0,,S. Johnson misses 2-pt jump shot from 19 ft,60,71
351,4,9:21.0,,Offensive rebound by A. Baynes,60,71
352,4,9:16.0,,A. Baynes misses 2-pt jump shot from 3 ft,60,71
353,4,9:16.0,,Offensive rebound by A. Baynes,60,71
354,4,9:12.0,,A. Baynes misses 2-pt jump shot from 6 ft (block by S. Adams),60,71
355,4,9:11.0,Defensive rebound by R. Foye,,60,71
356,4,9:04.0,C. Payne misses 2-pt jump shot from 7 ft,,60,71
357,4,9:04.0,Offensive rebound by E. Freedom,,60,71
358,4,9:00.0,E. Freedom misses 2-pt jump shot from 3 ft,,60,71
359,4,8:59.0,,Defensive rebound by A. Baynes,60,71
360,4,8:50.0,,A. Baynes misses 2-pt jump shot from 13 ft,60,71
361,4,8:49.0,Defensive rebound by D. Waiters,,60,71
362,4,8:34.0,R. Foye makes 3-pt jump shot from 23 ft (assist by D. Waiters),,63,71
363,4,8:09.0,,T. Harris makes 2-pt jump shot from 7 ft (assist by S. Johnson),63,73
364,4,7:48.0,S. Adams makes 2-pt hook shot from 5 ft (assist by E. Freedom),,65,73
365,4,7:29.0,,T. Harris misses 2-pt layup from 2 ft (block by S. Adams),65,73
366,4,7:26.0,Defensive rebound by E. Freedom,,65,73
367,4,7:25.0,R. Foye makes 2-pt layup at rim (assist by C. Payne),,67,73
368,4,7:25.0,,Detroit full timeout,67,73
369,4,7:25.0,R. Westbrook enters the game for C. Payne,,67,73
370,4,7:25.0,,R. Jackson enters the game for S. Johnson,67,73
371,4,7:25.0,,K. Caldwell-Pope enters the game for S. Blake,67,73
372,4,7:25.0,,M. Morris enters the game for A. Tolliver,67,73
373,4,7:06.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft (block by R. Foye),67,73
374,4,7:05.0,,Offensive rebound by K. Caldwell-Pope,67,73
375,4,7:01.0,,R. Jackson misses 2-pt jump shot from 16 ft,67,73
376,4,7:01.0,Defensive rebound by Team,,67,73
377,4,7:01.0,,Loose ball foul by A. Baynes,67,73
378,4,6:52.0,,Violation by A. Baynes (kicked ball),67,73
379,4,6:46.0,R. Westbrook misses 2-pt jump shot from 13 ft,,67,73
380,4,6:45.0,Offensive rebound by E. Freedom,,67,73
381,4,6:42.0,E. Freedom makes 2-pt layup at rim,,69,73
382,4,6:21.0,,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,69,75
383,4,6:05.0,R. Foye makes 2-pt jump shot from 21 ft (assist by R. Westbrook),,71,75
384,4,5:50.0,,Personal foul by E. Freedom,71,75
385,4,5:50.0,Official timeout,,71,75
386,4,5:50.0,,A. Drummond enters the game for T. Harris,71,75
387,4,5:34.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,71,75
388,4,5:34.0,,Offensive rebound by K. Caldwell-Pope,71,75
389,4,5:28.0,,R. Jackson misses 3-pt jump shot from 25 ft,71,75
390,4,5:28.0,,Offensive rebound by K. Caldwell-Pope,71,75
