,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
390,4,3:50.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by R. Gay),103,98
391,4,3:32.0,J. Winslow misses 2-pt jump shot from 6 ft (block by K. Koufos),,103,98
392,4,3:30.0,,Defensive rebound by D. Collison,103,98
393,4,3:28.0,,Turnover by D. Collison (back court),103,98
394,4,3:07.0,J. Johnson misses 2-pt jump shot from 17 ft,,103,98
395,4,3:07.0,,Defensive rebound by S. Curry,103,98
396,4,2:47.0,,D. Collison misses 2-pt jump shot from 15 ft,103,98
397,4,2:46.0,,Offensive rebound by K. Koufos,103,98
398,4,2:41.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Koufos),103,101
399,4,2:23.0,G. Green misses 2-pt jump shot from 17 ft,,103,101
400,4,2:23.0,Offensive rebound by Team,,103,101
401,4,2:23.0,L. Deng enters the game for J. Winslow,,103,101
402,4,2:18.0,Shooting foul by K. Koufos (drawn by H. Whiteside),,103,101
403,4,2:18.0,Technical foul by G. Green,,103,101
404,4,2:18.0,,S. Curry makes technical free throw,103,102
405,4,2:18.0,H. Whiteside makes free throw 1 of 2,,104,102
406,4,2:18.0,H. Whiteside makes free throw 2 of 2,,105,102
407,4,2:07.0,,R. Gay misses 2-pt jump shot from 19 ft,105,102
408,4,2:06.0,Defensive rebound by H. Whiteside,,105,102
409,4,1:45.0,L. Deng misses 2-pt jump shot from 10 ft,,105,102
410,4,1:45.0,,Defensive rebound by R. Gay,105,102
411,4,1:36.0,,R. Gay misses 2-pt jump shot from 4 ft,105,102
412,4,1:35.0,,Offensive rebound by K. Koufos,105,102
413,4,1:34.0,,K. Koufos makes 2-pt hook shot from 5 ft,105,104
414,4,1:15.0,J. Johnson makes 2-pt jump shot from 10 ft,,107,104
415,4,1:15.0,,Sacramento full timeout,107,104
416,4,1:15.0,J. Winslow enters the game for G. Green,,107,104
417,4,1:09.0,,D. Collison misses 2-pt jump shot from 14 ft,107,104
418,4,1:07.0,Defensive rebound by H. Whiteside,,107,104
419,4,0:46.0,L. Deng makes 3-pt jump shot from 22 ft (assist by G. Dragić),,110,104
420,4,0:46.0,,Sacramento full timeout,110,104
421,4,0:37.0,,K. Koufos makes 2-pt dunk at rim (assist by S. Curry),110,106
422,4,0:18.0,Offensive foul by J. Johnson (drawn by B. McLemore),,110,106
423,4,0:18.0,Turnover by J. Johnson (offensive foul),,110,106
424,4,0:18.0,,Sacramento full timeout,110,106
425,4,0:11.0,,R. Gay misses 2-pt jump shot from 4 ft,110,106
426,4,0:10.0,,Offensive rebound by R. Gay,110,106
427,4,0:08.0,,R. Gay misses 2-pt jump shot from 2 ft,110,106
428,4,0:06.0,,Offensive rebound by K. Koufos,110,106
429,4,0:06.0,,K. Koufos misses 2-pt layup from 2 ft,110,106
430,4,0:06.0,Defensive rebound by H. Whiteside,,110,106
431,4,0:06.0,Personal foul by R. Gay,,110,106
432,4,0:06.0,Miami full timeout,,110,106
433,4,0:06.0,J. Richardson enters the game for H. Whiteside,,110,106
434,4,0:06.0,,J. Anderson enters the game for R. Gay,110,106
435,4,0:04.0,Personal take foul by D. Collison,,110,106
436,4,0:04.0,G. Dragić makes free throw 1 of 2,,111,106
437,4,0:04.0,G. Dragić makes free throw 2 of 2,,112,106
438,4,0:00.0,,D. Collison misses 3-pt jump shot from 25 ft,112,106
439,4,0:00.0,,Offensive rebound by Team,112,106
