,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MINNESOTA_ACTION,PHOENIX_SCORE,MINNESOTA_SCORE
88,1,2:24.0,,Offensive rebound by Team,18,20
89,1,2:24.0,,S. Muhammad misses free throw 2 of 2,18,20
90,1,2:23.0,,Offensive rebound by G. Dieng,18,20
91,1,2:06.0,,Z. LaVine misses 2-pt jump shot from 20 ft,18,20
92,1,2:05.0,Defensive rebound by J. Leuer,,18,20
93,1,1:51.0,M. Morris misses 3-pt jump shot from 24 ft,,18,20
94,1,1:50.0,,Defensive rebound by A. Wiggins,18,20
95,1,1:31.0,,Turnover by G. Dieng (lost ball; steal by S. Weems),18,20
96,1,1:26.0,Turnover by S. Weems (lost ball; steal by Z. LaVine),,18,20
97,1,1:21.0,,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),18,22
98,1,1:01.0,T. Warren makes 2-pt layup from 1 ft (assist by S. Weems),,20,22
99,1,0:43.0,,Turnover by S. Muhammad (lost ball; steal by M. Morris),20,22
100,1,0:21.0,Turnover by B. Knight (lost ball; steal by Z. LaVine),,20,22
101,1,0:17.0,,Shooting foul by M. Morris (drawn by Z. LaVine),20,22
102,1,0:17.0,,Z. LaVine makes free throw 1 of 2,20,23
103,1,0:17.0,,T. Prince enters the game for A. Wiggins,20,23
104,1,0:17.0,,Z. LaVine makes free throw 2 of 2,20,24
105,1,0:01.0,B. Knight makes 3-pt jump shot from 26 ft (assist by M. Morris),,23,24
106,2,11:45.0,,N. Peković misses 2-pt jump shot from 3 ft,23,24
107,2,11:45.0,Defensive rebound by Team,,23,24
108,2,11:45.0,,Loose ball foul by G. Dieng (drawn by J. Leuer),23,24
109,2,11:34.0,J. Leuer misses 3-pt jump shot from 24 ft,,23,24
110,2,11:33.0,,Defensive rebound by G. Dieng,23,24
111,2,11:18.0,,S. Muhammad misses 2-pt layup from 1 ft (block by T. Warren),23,24
112,2,11:17.0,,Offensive rebound by S. Muhammad,23,24
113,2,11:16.0,,S. Muhammad makes 2-pt layup from 1 ft,23,26
114,2,11:02.0,M. Teletović makes 2-pt layup from 1 ft (assist by B. Knight),,25,26
115,2,10:37.0,,Z. LaVine makes 3-pt jump shot from 24 ft,25,29
116,2,10:25.0,M. Teletović misses 2-pt jump shot from 6 ft,,25,29
117,2,10:23.0,Offensive rebound by T. Warren,,25,29
118,2,10:23.0,T. Warren makes 2-pt layup at rim,,27,29
119,2,10:09.0,,N. Peković makes 2-pt layup at rim (assist by T. Prince),27,31
120,2,9:56.0,M. Teletović misses 3-pt jump shot from 24 ft,,27,31
121,2,9:55.0,,Defensive rebound by S. Muhammad,27,31
122,2,9:42.0,,Shooting foul by J. Leuer (drawn by N. Peković),27,31
123,2,9:42.0,,N. Peković misses free throw 1 of 2,27,31
124,2,9:42.0,,Offensive rebound by Team,27,31
125,2,9:42.0,,K. Martin enters the game for G. Dieng,27,31
126,2,9:42.0,,N. Peković makes free throw 2 of 2,27,32
127,2,9:29.0,J. Leuer makes 2-pt hook shot from 5 ft,,29,32
128,2,9:11.0,,T. Prince makes 2-pt hook shot from 5 ft (assist by K. Martin),29,34
129,2,9:01.0,B. Knight makes 2-pt jump shot from 18 ft,,31,34
130,2,8:47.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by T. Prince),31,37
131,2,8:36.0,J. Leuer misses 3-pt jump shot from 25 ft,,31,37
132,2,8:34.0,,Defensive rebound by T. Prince,31,37
133,2,8:22.0,,Shooting foul by J. Leuer (drawn by N. Peković),31,37
134,2,8:22.0,,Minnesota full timeout,31,37
135,2,8:22.0,D. Booker enters the game for T. Warren,,31,37
136,2,8:22.0,P. Tucker enters the game for S. Weems,,31,37
137,2,8:22.0,T. Chandler enters the game for J. Leuer,,31,37
138,2,8:22.0,,N. Peković misses free throw 1 of 2,31,37
139,2,8:22.0,,Offensive rebound by Team,31,37
140,2,8:22.0,,N. Peković makes free throw 2 of 2,31,38
141,2,8:09.0,B. Knight makes 3-pt jump shot from 25 ft (assist by M. Teletović),,34,38
142,2,7:53.0,,K. Martin misses 3-pt jump shot from 24 ft,34,38
143,2,7:51.0,Defensive rebound by M. Teletović,,34,38
144,2,7:41.0,B. Knight makes 2-pt layup from 3 ft,,36,38
145,2,7:28.0,,Personal foul by D. Booker (drawn by K. Martin),36,38
146,2,7:28.0,,K. Towns enters the game for N. Peković,36,38
147,2,7:28.0,,A. Wiggins enters the game for S. Muhammad,36,38
148,2,7:17.0,,K. Towns misses 2-pt jump shot from 18 ft,36,38
149,2,7:15.0,Defensive rebound by P. Tucker,,36,38
150,2,7:08.0,M. Teletović misses 3-pt jump shot from 24 ft,,36,38
151,2,7:07.0,Offensive rebound by T. Chandler,,36,38
152,2,7:01.0,M. Teletović misses 2-pt jump shot from 9 ft,,36,38
153,2,7:00.0,,Defensive rebound by T. Prince,36,38
154,2,6:45.0,,A. Wiggins makes 2-pt jump shot from 9 ft,36,40
155,2,6:35.0,Personal foul by Z. LaVine (drawn by B. Knight),,36,40
156,2,6:35.0,,R. Rubio enters the game for Z. LaVine,36,40
157,2,6:35.0,L. Brown enters the game for B. Knight,,36,40
158,2,6:29.0,L. Brown misses 2-pt jump shot from 17 ft,,36,40
159,2,6:26.0,Offensive rebound by Team,,36,40
160,2,6:11.0,L. Brown makes 2-pt jump shot from 12 ft,,38,40
161,2,5:55.0,,Minnesota full timeout,38,40
162,2,5:55.0,M. Morris enters the game for M. Teletović,,38,40
163,2,5:44.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by A. Wiggins),38,43
164,2,5:25.0,Shooting foul by T. Prince (drawn by M. Morris),,38,43
165,2,5:25.0,M. Morris makes free throw 1 of 2,,39,43
166,2,5:25.0,,K. Garnett enters the game for T. Prince,39,43
167,2,5:25.0,M. Morris makes free throw 2 of 2,,40,43
168,2,5:17.0,,Shooting foul by P. Tucker (drawn by A. Wiggins),40,43
169,2,5:17.0,,A. Wiggins makes free throw 1 of 2,40,44
170,2,5:17.0,,A. Wiggins makes free throw 2 of 2,40,45
171,2,5:01.0,Turnover by M. Morris (bad pass; steal by K. Towns),,40,45
172,2,4:48.0,,K. Towns misses 2-pt jump shot from 10 ft,40,45
173,2,4:46.0,,Offensive rebound by K. Garnett,40,45
174,2,4:46.0,,K. Garnett misses 2-pt layup at rim,40,45
175,2,4:45.0,Defensive rebound by M. Morris,,40,45
176,2,4:32.0,L. Brown makes 2-pt layup from 1 ft (assist by P. Tucker),,42,45
177,2,4:19.0,,K. Martin makes 2-pt layup from 2 ft (assist by K. Garnett),42,47
178,2,4:03.0,Offensive foul by L. Brown (drawn by R. Rubio),,42,47
179,2,4:03.0,Turnover by L. Brown (offensive foul),,42,47
180,2,3:40.0,,Minnesota full timeout,42,47
181,2,3:40.0,B. Knight enters the game for L. Brown,,42,47
182,2,3:39.0,,Turnover by Team (shot clock),42,47
183,2,3:22.0,P. Tucker misses 2-pt layup from 2 ft,,42,47
184,2,3:20.0,Offensive rebound by P. Tucker,,42,47
185,2,3:19.0,P. Tucker misses 2-pt jump shot from 3 ft (block by K. Towns),,42,47
186,2,3:18.0,Offensive rebound by P. Tucker,,42,47
187,2,3:17.0,P. Tucker misses 2-pt layup from 2 ft,,42,47
188,2,3:15.0,,Defensive rebound by K. Towns,42,47
189,2,3:04.0,,K. Martin makes 2-pt jump shot from 6 ft,42,49
190,2,2:54.0,Personal foul by K. Martin (drawn by D. Booker),,42,49
191,2,2:54.0,Phoenix full timeout,,42,49
192,2,2:50.0,,Violation by K. Garnett (def goaltending),42,49
193,2,2:50.0,D. Booker makes 2-pt layup from 1 ft (assist by P. Tucker),,44,49
194,2,2:29.0,,K. Garnett misses 2-pt jump shot from 20 ft,44,49
195,2,2:28.0,Defensive rebound by T. Chandler,,44,49
196,2,2:20.0,B. Knight makes 2-pt layup from 2 ft,,46,49
197,2,2:04.0,,K. Towns makes 2-pt jump shot from 20 ft,46,51
198,2,1:54.0,B. Knight misses 2-pt jump shot from 5 ft,,46,51
199,2,1:53.0,,Defensive rebound by Team,46,51
200,2,1:53.0,Loose ball foul by T. Chandler (drawn by R. Rubio),,46,51
201,2,1:53.0,,R. Rubio makes free throw 1 of 2,46,52
202,2,1:53.0,,T. Prince enters the game for K. Martin,46,52
203,2,1:53.0,,R. Rubio makes free throw 2 of 2,46,53
204,2,1:33.0,Turnover by B. Knight (bad pass; steal by K. Garnett),,46,53
205,2,1:24.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by A. Wiggins),46,56
206,2,1:04.0,D. Booker misses 2-pt jump shot from 17 ft,,46,56
207,2,1:03.0,,Defensive rebound by K. Garnett,46,56
208,2,1:00.0,,Turnover by R. Rubio (bad pass),46,56
209,2,0:43.0,Turnover by B. Knight (bad pass; steal by R. Rubio),,46,56
210,2,0:40.0,,Personal foul by B. Knight (drawn by K. Towns),46,56
211,2,0:40.0,,K. Towns makes free throw 1 of 2,46,57
212,2,0:40.0,,K. Towns makes free throw 2 of 2,46,58
213,2,0:22.0,Shooting foul by A. Wiggins (drawn by M. Morris),,46,58
214,2,0:22.0,M. Morris misses free throw 1 of 2,,46,58
215,2,0:22.0,Offensive rebound by Team,,46,58
216,2,0:22.0,,K. Martin enters the game for T. Prince,46,58
217,2,0:22.0,,S. Muhammad enters the game for K. Garnett,46,58
218,2,0:22.0,S. Weems enters the game for T. Chandler,,46,58
219,2,0:22.0,M. Morris misses free throw 2 of 2,,46,58
220,2,0:20.0,Offensive rebound by Team,,46,58
221,2,0:19.0,M. Morris makes 2-pt dunk at rim (assist by S. Weems),,48,58
222,2,0:01.0,,S. Muhammad misses 3-pt jump shot from 23 ft,48,58
223,2,0:00.0,,Offensive rebound by Team,48,58
224,3,11:45.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by K. Garnett),48,60
225,3,11:21.0,M. Morris misses 2-pt jump shot from 17 ft,,48,60
226,3,11:19.0,Offensive rebound by T. Chandler,,48,60
227,3,11:16.0,B. Knight misses 2-pt jump shot from 4 ft,,48,60
228,3,11:15.0,,Defensive rebound by K. Towns,48,60
229,3,11:09.0,,R. Rubio misses 2-pt layup at rim,48,60
230,3,11:08.0,Defensive rebound by T. Chandler,,48,60
231,3,11:02.0,Personal foul by R. Rubio (drawn by T. Chandler),,48,60
232,3,10:56.0,Turnover by B. Knight (bad pass; steal by K. Garnett),,48,60
233,3,10:43.0,,T. Prince makes 2-pt layup at rim,48,62
234,3,10:22.0,B. Knight misses 2-pt layup from 2 ft,,48,62
235,3,10:20.0,Offensive rebound by T. Chandler,,48,62
236,3,10:20.0,T. Chandler makes 2-pt layup from 1 ft,,50,62
237,3,10:01.0,,A. Wiggins misses 2-pt jump shot from 15 ft,50,62
238,3,10:00.0,,Offensive rebound by K. Towns,50,62
239,3,9:59.0,,K. Towns makes 2-pt layup from 1 ft,50,64
240,3,9:41.0,T. Chandler makes 2-pt layup from 2 ft,,52,64
241,3,9:26.0,,R. Rubio misses 3-pt jump shot from 25 ft,52,64
242,3,9:25.0,Defensive rebound by P. Tucker,,52,64
243,3,9:07.0,Shooting foul by K. Towns (drawn by P. Tucker),,52,64
244,3,9:07.0,P. Tucker misses free throw 1 of 2,,52,64
245,3,9:07.0,Offensive rebound by Team,,52,64
246,3,9:07.0,P. Tucker makes free throw 2 of 2,,53,64
247,3,8:58.0,,Turnover by R. Rubio (bad pass),53,64
248,3,8:44.0,Personal foul by R. Rubio (drawn by B. Knight),,53,64
249,3,8:40.0,B. Knight misses 2-pt layup from 1 ft (block by K. Towns),,53,64
250,3,8:38.0,,Defensive rebound by Team,53,64
251,3,8:17.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),53,67
252,3,7:53.0,M. Morris makes 2-pt dunk at rim,,55,67
253,3,7:53.0,Shooting foul by K. Garnett (drawn by M. Morris),,55,67
254,3,7:53.0,M. Morris makes free throw 1 of 1,,56,67
255,3,7:43.0,,Turnover by A. Wiggins (lost ball; steal by P. Tucker),56,67
256,3,7:39.0,D. Booker makes 2-pt dunk at rim (assist by P. Tucker),,58,67
257,3,7:39.0,,Minnesota full timeout,58,67
258,3,7:39.0,,N. Bjelica enters the game for K. Garnett,58,67
259,3,7:19.0,,Shooting foul by B. Knight (drawn by R. Rubio),58,67
260,3,7:19.0,,R. Rubio makes 2-pt layup from 1 ft,58,69
261,3,7:19.0,,R. Rubio makes free throw 1 of 1,58,70
262,3,7:00.0,D. Booker misses 2-pt jump shot from 10 ft,,58,70
263,3,6:58.0,Offensive rebound by M. Morris,,58,70
264,3,6:55.0,B. Knight makes 2-pt jump shot from 9 ft (assist by M. Morris),,60,70
265,3,6:39.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),60,72
266,3,6:18.0,Turnover by B. Knight (bad pass; steal by T. Prince),,60,72
267,3,6:12.0,,R. Rubio makes 2-pt jump shot from 19 ft,60,74
268,3,5:56.0,Turnover by M. Morris (offensive foul),,60,74
269,3,5:56.0,Offensive foul by M. Morris (drawn by R. Rubio),,60,74
270,3,5:56.0,J. Leuer enters the game for T. Chandler,,60,74
271,3,5:35.0,,R. Rubio misses 3-pt jump shot from 24 ft,60,74
272,3,5:34.0,Defensive rebound by J. Leuer,,60,74
273,3,5:28.0,Shooting block foul by N. Bjelica (drawn by P. Tucker),,60,74
274,3,5:28.0,P. Tucker misses free throw 1 of 2,,60,74
275,3,5:28.0,Offensive rebound by Team,,60,74
276,3,5:28.0,P. Tucker makes free throw 2 of 2,,61,74
277,3,5:16.0,,Offensive foul by K. Towns (drawn by J. Leuer),61,74
278,3,5:16.0,T. Warren enters the game for D. Booker,,61,74
279,3,5:16.0,,Turnover by K. Towns (offensive foul),61,74
280,3,4:59.0,B. Knight misses 2-pt jump shot from 22 ft,,61,74
281,3,4:57.0,,Defensive rebound by A. Wiggins,61,74
282,3,4:42.0,,K. Towns misses 2-pt layup from 1 ft,61,74
283,3,4:41.0,Defensive rebound by B. Knight,,61,74
284,3,4:31.0,M. Morris misses 3-pt jump shot from 24 ft,,61,74
285,3,4:30.0,,Defensive rebound by T. Prince,61,74
286,3,4:15.0,,A. Wiggins misses 3-pt jump shot from 24 ft,61,74
287,3,4:14.0,Defensive rebound by J. Leuer,,61,74
288,3,3:51.0,T. Warren misses 2-pt jump shot from 4 ft,,61,74
289,3,3:48.0,,Defensive rebound by K. Towns,61,74
290,3,3:31.0,,A. Wiggins misses 2-pt jump shot from 18 ft,61,74
291,3,3:30.0,Defensive rebound by M. Morris,,61,74
292,3,3:15.0,B. Knight makes 2-pt jump shot from 19 ft,,63,74
293,3,3:02.0,,Personal foul by P. Tucker (drawn by A. Wiggins),63,74
294,3,3:02.0,,G. Dieng enters the game for K. Towns,63,74
295,3,3:02.0,,S. Muhammad enters the game for A. Wiggins,63,74
296,3,2:58.0,,Shooting foul by J. Leuer (drawn by G. Dieng),63,74
297,3,2:58.0,Phoenix full timeout,,63,74
298,3,2:58.0,,G. Dieng makes free throw 1 of 2,63,75
299,3,2:58.0,,G. Dieng makes free throw 2 of 2,63,76
300,3,2:48.0,Shooting foul by N. Bjelica (drawn by J. Leuer),,63,76
301,3,2:48.0,J. Leuer misses free throw 1 of 2,,63,76
302,3,2:48.0,Offensive rebound by Team,,63,76
303,3,2:48.0,J. Leuer makes free throw 2 of 2,,64,76
304,3,2:28.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by N. Bjelica),64,78
305,3,2:15.0,B. Knight misses 2-pt jump shot from 22 ft,,64,78
306,3,2:15.0,,Defensive rebound by Team,64,78
307,3,2:15.0,,Z. LaVine enters the game for R. Rubio,64,78
308,3,2:03.0,,S. Muhammad misses 3-pt jump shot from 22 ft,64,78
309,3,2:01.0,Defensive rebound by M. Morris,,64,78
310,3,1:51.0,J. Leuer misses 2-pt jump shot from 13 ft,,64,78
311,3,1:50.0,Offensive rebound by T. Warren,,64,78
312,3,1:50.0,Shooting foul by S. Muhammad (drawn by T. Warren),,64,78
313,3,1:50.0,T. Warren misses free throw 1 of 2,,64,78
314,3,1:50.0,Offensive rebound by Team,,64,78
315,3,1:50.0,M. Teletović enters the game for M. Morris,,64,78
316,3,1:50.0,T. Warren makes free throw 2 of 2,,65,78
317,3,1:38.0,,S. Muhammad misses 2-pt layup from 2 ft (block by T. Warren),65,78
318,3,1:37.0,Defensive rebound by B. Knight,,65,78
319,3,1:36.0,Turnover by B. Knight (bad pass; steal by G. Dieng),,65,78
320,3,1:35.0,,G. Dieng makes 2-pt dunk at rim,65,80
321,3,1:16.0,J. Leuer misses 2-pt jump shot from 16 ft,,65,80
322,3,1:15.0,,Defensive rebound by N. Bjelica,65,80
323,3,1:01.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by N. Bjelica),65,83
324,3,0:43.0,J. Leuer makes 2-pt jump shot from 19 ft (assist by T. Warren),,67,83
325,3,0:23.0,,G. Dieng misses 2-pt hook shot from 12 ft,67,83
326,3,0:22.0,Defensive rebound by P. Tucker,,67,83
327,3,0:04.0,B. Knight makes 2-pt layup from 1 ft,,69,83
328,3,0:01.0,,Z. LaVine misses 3-pt jump shot from 33 ft,69,83
329,3,0:00.0,,Offensive rebound by Team,69,83
330,4,11:49.0,Personal foul by K. Martin (drawn by T. Warren),,69,83
331,4,11:33.0,P. Tucker makes 2-pt jump shot from 21 ft,,71,83
332,4,11:19.0,,Turnover by N. Bjelica (bad pass),71,83
333,4,11:08.0,L. Brown misses 2-pt layup from 1 ft,,71,83
334,4,11:07.0,,Defensive rebound by G. Dieng,71,83
335,4,10:49.0,,G. Dieng misses 2-pt jump shot from 16 ft,71,83
336,4,10:47.0,Defensive rebound by J. Leuer,,71,83
337,4,10:30.0,Turnover by P. Tucker (bad pass),,71,83
338,4,10:14.0,,N. Bjelica makes 3-pt jump shot from 27 ft,71,86
339,4,9:57.0,M. Teletović misses 2-pt jump shot from 3 ft,,71,86
340,4,9:55.0,,Defensive rebound by S. Muhammad,71,86
341,4,9:50.0,,K. Martin misses 3-pt jump shot from 24 ft,71,86
342,4,9:49.0,,Offensive rebound by Z. LaVine,71,86
343,4,9:47.0,,Turnover by S. Muhammad (offensive goaltending),71,86
344,4,9:28.0,P. Tucker misses 2-pt layup from 1 ft,,71,86
345,4,9:27.0,,Defensive rebound by Z. LaVine,71,86
346,4,9:22.0,,S. Muhammad makes 2-pt layup at rim (assist by Z. LaVine),71,88
347,4,9:22.0,,Shooting foul by T. Warren (drawn by S. Muhammad),71,88
348,4,9:22.0,D. Booker enters the game for P. Tucker,,71,88
349,4,9:22.0,,S. Muhammad makes free throw 1 of 1,71,89
350,4,9:04.0,D. Booker makes 2-pt layup from 1 ft (assist by M. Teletović),,73,89
351,4,8:51.0,,G. Dieng makes 2-pt layup from 2 ft (assist by K. Martin),73,91
352,4,8:51.0,,Shooting foul by D. Booker (drawn by G. Dieng),73,91
353,4,8:51.0,,Minnesota full timeout,73,91
354,4,8:51.0,S. Weems enters the game for T. Warren,,73,91
355,4,8:51.0,M. Morris enters the game for J. Leuer,,73,91
356,4,8:51.0,B. Knight enters the game for L. Brown,,73,91
357,4,8:51.0,,G. Dieng makes free throw 1 of 1,73,92
358,4,8:38.0,B. Knight misses 2-pt layup from 1 ft (block by G. Dieng),,73,92
359,4,8:36.0,,Defensive rebound by S. Muhammad,73,92
360,4,8:34.0,,Shooting foul by S. Weems (drawn by K. Martin),73,92
361,4,8:34.0,,K. Martin makes free throw 1 of 2,73,93
362,4,8:34.0,,K. Martin makes free throw 2 of 2,73,94
363,4,8:12.0,M. Morris makes 2-pt jump shot from 19 ft,,75,94
364,4,7:53.0,,Offensive foul by G. Dieng (drawn by B. Knight),75,94
365,4,7:53.0,,Turnover by G. Dieng (offensive foul),75,94
366,4,7:38.0,Shooting foul by S. Muhammad (drawn by D. Booker),,75,94
367,4,7:38.0,D. Booker makes free throw 1 of 2,,76,94
368,4,7:38.0,D. Booker misses free throw 2 of 2,,76,94
369,4,7:38.0,,Defensive rebound by G. Dieng,76,94
370,4,7:21.0,,Shooting foul by M. Teletović (drawn by K. Martin),76,94
371,4,7:21.0,,K. Martin makes free throw 1 of 2,76,95
372,4,7:21.0,,K. Martin makes free throw 2 of 2,76,96
373,4,7:06.0,S. Weems misses 2-pt jump shot from 15 ft,,76,96
374,4,7:05.0,,Defensive rebound by S. Muhammad,76,96
375,4,6:50.0,,Shooting foul by D. Booker (drawn by S. Muhammad),76,96
376,4,6:50.0,,S. Muhammad misses free throw 1 of 2,76,96
377,4,6:50.0,,Offensive rebound by Team,76,96
378,4,6:50.0,,S. Muhammad makes free throw 2 of 2,76,97
379,4,6:38.0,M. Teletović misses 3-pt jump shot from 25 ft,,76,97
380,4,6:37.0,,Defensive rebound by S. Muhammad,76,97
381,4,6:17.0,,Shooting foul by M. Teletović (drawn by N. Bjelica),76,97
382,4,6:17.0,,N. Bjelica makes free throw 1 of 2,76,98
383,4,6:17.0,,N. Bjelica makes free throw 2 of 2,76,99
384,4,6:12.0,Personal foul by S. Muhammad (drawn by D. Booker),,76,99
385,4,6:03.0,B. Knight misses 3-pt jump shot from 26 ft,,76,99
386,4,6:02.0,,Defensive rebound by S. Muhammad,76,99
387,4,5:47.0,,K. Martin misses 2-pt jump shot from 18 ft,76,99
388,4,5:46.0,,Offensive rebound by G. Dieng,76,99
389,4,5:35.0,,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),76,101
