,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
45,1,6:14.0,,Defensive rebound by M. Carter-Williams,17,9
46,1,6:04.0,,Shooting foul by D. Rose (drawn by M. Carter-Williams),17,9
47,1,6:04.0,,M. Carter-Williams makes free throw 1 of 2,17,10
48,1,6:04.0,T. Snell enters the game for N. Mirotić,,17,10
49,1,6:04.0,,M. Carter-Williams makes free throw 2 of 2,17,11
50,1,5:45.0,D. Rose makes 2-pt jump shot from 7 ft,,19,11
51,1,5:32.0,,Shooting foul by T. Gibson (drawn by G. Antetokounmpo),19,11
52,1,5:32.0,,G. Antetokounmpo misses free throw 1 of 2,19,11
53,1,5:32.0,,Offensive rebound by Team,19,11
54,1,5:32.0,,G. Antetokounmpo misses free throw 2 of 2,19,11
55,1,5:31.0,Defensive rebound by T. Gibson,,19,11
56,1,5:18.0,Turnover by T. Snell (lost ball),,19,11
57,1,5:06.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),19,14
58,1,4:45.0,J. Butler misses 2-pt layup from 1 ft (block by J. Henson),,19,14
59,1,4:45.0,Offensive rebound by Team,,19,14
60,1,4:29.0,T. Snell makes 3-pt jump shot from 25 ft (assist by D. Rose),,22,14
61,1,4:15.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Carter-Williams),22,16
62,1,4:06.0,Personal foul by J. Henson (drawn by P. Gasol),,22,16
63,1,4:06.0,K. Hinrich enters the game for D. Rose,,22,16
64,1,3:54.0,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),,24,16
65,1,3:40.0,,J. Henson misses 2-pt layup from 2 ft (block by P. Gasol),24,16
66,1,3:40.0,,Offensive rebound by Team,24,16
67,1,3:40.0,J. Noah enters the game for T. Gibson,,24,16
68,1,3:37.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by O. Mayo),24,18
69,1,3:25.0,P. Gasol misses 2-pt layup from 2 ft (block by K. Middleton),,24,18
70,1,3:24.0,Offensive rebound by J. Noah,,24,18
71,1,3:24.0,Shooting foul by G. Antetokounmpo (drawn by J. Noah),,24,18
72,1,3:24.0,J. Noah misses free throw 1 of 2,,24,18
73,1,3:24.0,Offensive rebound by Team,,24,18
74,1,3:24.0,,G. Monroe enters the game for G. Antetokounmpo,24,18
75,1,3:24.0,J. Noah makes free throw 2 of 2,,25,18
76,1,3:08.0,,O. Mayo misses 2-pt jump shot from 12 ft,25,18
77,1,3:07.0,Defensive rebound by J. Butler,,25,18
78,1,2:56.0,J. Butler misses 3-pt jump shot from 25 ft,,25,18
79,1,2:55.0,,Defensive rebound by O. Mayo,25,18
80,1,2:42.0,,M. Carter-Williams misses 2-pt layup at rim (block by P. Gasol),25,18
81,1,2:39.0,Defensive rebound by J. Noah,,25,18
82,1,2:36.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,27,18
83,1,2:23.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,27,18
84,1,2:22.0,Defensive rebound by P. Gasol,,27,18
85,1,2:12.0,Personal foul by M. Carter-Williams (drawn by T. Snell),,27,18
86,1,2:12.0,Chicago full timeout,,27,18
87,1,2:12.0,,R. Vaughn enters the game for M. Carter-Williams,27,18
88,1,1:57.0,T. Snell misses 3-pt jump shot from 24 ft,,27,18
89,1,1:56.0,Offensive rebound by J. Butler,,27,18
90,1,1:52.0,P. Gasol misses 2-pt jump shot from 9 ft,,27,18
91,1,1:51.0,,Defensive rebound by Team,27,18
92,1,1:27.0,,K. Middleton misses 3-pt jump shot from 28 ft,27,18
93,1,1:26.0,Defensive rebound by K. Hinrich,,27,18
94,1,1:17.0,T. Snell makes 2-pt layup from 1 ft (assist by K. Hinrich),,29,18
95,1,1:07.0,,O. Mayo misses 2-pt layup from 2 ft,29,18
96,1,1:06.0,Defensive rebound by J. Butler,,29,18
97,1,0:54.0,Turnover by T. Snell (bad pass),,29,18
98,1,0:54.0,B. Portis enters the game for P. Gasol,,29,18
99,1,0:44.0,,K. Middleton makes 2-pt jump shot from 4 ft,29,20
100,1,0:22.0,J. Butler misses 2-pt layup from 1 ft,,29,20
101,1,0:20.0,,Defensive rebound by G. Monroe,29,20
102,1,0:01.0,,Shooting foul by J. Noah (drawn by J. Henson),29,20
103,1,0:01.0,,J. Henson misses free throw 1 of 2,29,20
104,1,0:01.0,,Offensive rebound by Team,29,20
105,1,0:01.0,,J. Henson misses free throw 2 of 2,29,20
106,1,0:01.0,,Offensive rebound by K. Middleton,29,20
107,1,0:00.0,,K. Middleton misses 2-pt jump shot from 13 ft,29,20
108,1,0:00.0,,Offensive rebound by Team,29,20
109,2,11:40.0,,Turnover by J. Parker (bad pass; steal by T. Snell),29,20
110,2,11:37.0,Turnover by T. Snell (bad pass; steal by R. Vaughn),,29,20
111,2,11:19.0,,G. Monroe misses 2-pt hook shot from 4 ft,29,20
112,2,11:18.0,Defensive rebound by J. Noah,,29,20
113,2,11:06.0,T. Snell makes 2-pt jump shot from 6 ft,,31,20
114,2,10:51.0,,Personal foul by T. Snell (drawn by J. Parker),31,20
115,2,10:51.0,N. Mirotić enters the game for T. Snell,,31,20
116,2,10:43.0,,R. Vaughn makes 2-pt layup from 1 ft (assist by J. Henson),31,22
117,2,10:18.0,Shooting foul by J. Parker (drawn by N. Mirotić),,31,22
118,2,10:18.0,N. Mirotić makes free throw 1 of 2,,32,22
119,2,10:18.0,N. Mirotić makes free throw 2 of 2,,33,22
120,2,10:05.0,,J. Parker misses 2-pt jump shot from 18 ft,33,22
121,2,10:04.0,Defensive rebound by K. Hinrich,,33,22
122,2,9:58.0,D. McDermott misses 2-pt jump shot from 19 ft,,33,22
123,2,9:55.0,,Defensive rebound by G. Monroe,33,22
124,2,9:47.0,,O. Mayo misses 2-pt jump shot from 3 ft (block by B. Portis),33,22
125,2,9:44.0,Defensive rebound by K. Hinrich,,33,22
126,2,9:42.0,K. Hinrich misses 2-pt layup from 2 ft (block by R. Vaughn),,33,22
127,2,9:39.0,Offensive rebound by J. Noah,,33,22
128,2,9:37.0,J. Noah misses 2-pt layup from 1 ft,,33,22
129,2,9:37.0,Offensive rebound by D. McDermott,,33,22
130,2,9:37.0,D. McDermott misses 2-pt layup from 2 ft (block by J. Henson),,33,22
131,2,9:37.0,,Defensive rebound by J. Parker,33,22
132,2,9:37.0,,Personal foul by B. Portis (drawn by J. Parker),33,22
133,2,9:37.0,,G. Antetokounmpo enters the game for J. Henson,33,22
134,2,9:37.0,D. Rose enters the game for D. McDermott,,33,22
135,2,9:24.0,,G. Antetokounmpo makes 2-pt layup from 3 ft,33,24
136,2,9:04.0,Offensive foul by B. Portis (drawn by J. Parker),,33,24
137,2,9:04.0,Turnover by B. Portis (offensive foul),,33,24
138,2,8:54.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,33,26
139,2,8:54.0,,Shooting foul by J. Noah (drawn by G. Antetokounmpo),33,26
140,2,8:54.0,Official timeout,,33,26
141,2,8:54.0,T. Gibson enters the game for B. Portis,,33,26
142,2,8:54.0,,G. Antetokounmpo makes free throw 1 of 1,33,27
143,2,8:41.0,D. Rose misses 2-pt layup at rim,,33,27
144,2,8:39.0,Offensive rebound by J. Noah,,33,27
145,2,8:39.0,J. Noah makes 2-pt layup at rim,,35,27
146,2,8:24.0,,R. Vaughn misses 3-pt jump shot from 25 ft,35,27
147,2,8:23.0,,Offensive rebound by G. Monroe,35,27
148,2,8:21.0,,G. Monroe misses 2-pt dunk at rim,35,27
149,2,8:19.0,Defensive rebound by T. Gibson,,35,27
150,2,8:09.0,Turnover by D. Rose (lost ball; steal by O. Mayo),,35,27
151,2,8:04.0,,G. Antetokounmpo makes 2-pt layup at rim,35,29
152,2,7:53.0,Personal foul by J. Parker (drawn by N. Mirotić),,35,29
153,2,7:53.0,J. Butler enters the game for K. Hinrich,,35,29
154,2,7:53.0,,K. Middleton enters the game for J. Parker,35,29
155,2,7:38.0,T. Gibson misses 2-pt jump shot from 13 ft,,35,29
156,2,7:37.0,,Defensive rebound by K. Middleton,35,29
157,2,7:28.0,,G. Antetokounmpo makes 2-pt layup at rim,35,31
158,2,7:26.0,Chicago full timeout,,35,31
159,2,7:10.0,D. Rose misses 2-pt jump shot from 4 ft,,35,31
160,2,7:09.0,Offensive rebound by D. Rose,,35,31
161,2,7:09.0,D. Rose misses 2-pt layup from 4 ft,,35,31
162,2,7:08.0,Offensive rebound by J. Noah,,35,31
163,2,7:06.0,J. Noah misses 2-pt layup from 1 ft,,35,31
164,2,7:05.0,Offensive rebound by T. Gibson,,35,31
165,2,7:05.0,T. Gibson misses 2-pt layup from 1 ft,,35,31
166,2,7:02.0,,Defensive rebound by G. Antetokounmpo,35,31
167,2,6:49.0,,Shooting foul by J. Noah (drawn by G. Antetokounmpo),35,31
168,2,6:49.0,,G. Antetokounmpo makes free throw 1 of 2,35,32
169,2,6:49.0,P. Gasol enters the game for J. Noah,,35,32
170,2,6:49.0,,M. Carter-Williams enters the game for O. Mayo,35,32
171,2,6:49.0,,G. Antetokounmpo makes free throw 2 of 2,35,33
172,2,6:36.0,J. Butler misses 2-pt jump shot from 3 ft,,35,33
173,2,6:35.0,Offensive rebound by T. Gibson,,35,33
174,2,6:35.0,Shooting foul by G. Antetokounmpo (drawn by T. Gibson),,35,33
175,2,6:35.0,T. Gibson makes free throw 1 of 2,,36,33
176,2,6:35.0,,J. Henson enters the game for G. Monroe,36,33
177,2,6:35.0,T. Gibson makes free throw 2 of 2,,37,33
178,2,6:20.0,,K. Middleton misses 3-pt jump shot from 24 ft (block by J. Butler),37,33
179,2,6:18.0,,Offensive rebound by G. Antetokounmpo,37,33
180,2,6:13.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,37,33
181,2,6:11.0,Defensive rebound by T. Gibson,,37,33
182,2,5:51.0,Turnover by N. Mirotić (bad pass; steal by R. Vaughn),,37,33
183,2,5:47.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by K. Middleton),37,35
184,2,5:47.0,,Shooting foul by D. Rose (drawn by M. Carter-Williams),37,35
185,2,5:47.0,,M. Carter-Williams misses free throw 1 of 1,37,35
186,2,5:46.0,Defensive rebound by P. Gasol,,37,35
187,2,5:31.0,Personal foul by K. Middleton (drawn by T. Gibson),,37,35
188,2,5:16.0,N. Mirotić makes 2-pt jump shot from 20 ft (assist by J. Butler),,39,35
189,2,4:54.0,,R. Vaughn misses 2-pt jump shot from 3 ft,39,35
190,2,4:53.0,,Offensive rebound by J. Henson,39,35
191,2,4:53.0,,J. Henson misses 2-pt layup at rim,39,35
192,2,4:52.0,Defensive rebound by T. Gibson,,39,35
193,2,4:49.0,Shooting foul by G. Antetokounmpo (drawn by D. Rose),,39,35
194,2,4:49.0,D. Rose makes free throw 1 of 2,,40,35
195,2,4:49.0,,G. Monroe enters the game for G. Antetokounmpo,40,35
196,2,4:49.0,,O. Mayo enters the game for R. Vaughn,40,35
197,2,4:49.0,T. Snell enters the game for N. Mirotić,,40,35
198,2,4:49.0,D. Rose makes free throw 2 of 2,,41,35
199,2,4:34.0,,K. Middleton misses 3-pt jump shot from 26 ft,41,35
200,2,4:34.0,,Offensive rebound by Team,41,35
201,2,4:27.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),41,37
202,2,4:08.0,J. Butler misses 2-pt jump shot from 8 ft (block by J. Henson),,41,37
203,2,4:06.0,,Defensive rebound by K. Middleton,41,37
204,2,3:56.0,,J. Henson misses 2-pt hook shot from 5 ft,41,37
205,2,3:55.0,Defensive rebound by P. Gasol,,41,37
206,2,3:51.0,Offensive foul by T. Gibson (drawn by O. Mayo),,41,37
207,2,3:51.0,Turnover by T. Gibson (offensive foul),,41,37
208,2,3:35.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by K. Middleton),41,39
209,2,3:16.0,T. Snell makes 3-pt jump shot from 27 ft (assist by P. Gasol),,44,39
210,2,2:58.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by K. Middleton),44,42
211,2,2:40.0,P. Gasol misses 2-pt hook shot from 5 ft,,44,42
212,2,2:38.0,,Defensive rebound by G. Monroe,44,42
213,2,2:17.0,,G. Monroe misses 2-pt hook shot from 3 ft,44,42
214,2,2:16.0,Defensive rebound by J. Butler,,44,42
215,2,2:08.0,Shooting foul by J. Henson (drawn by J. Butler),,44,42
216,2,2:08.0,,Milwaukee full timeout,44,42
217,2,2:08.0,J. Butler makes free throw 1 of 2,,45,42
218,2,2:08.0,J. Butler misses free throw 2 of 2,,45,42
219,2,2:07.0,Offensive rebound by P. Gasol,,45,42
220,2,2:02.0,D. Rose misses 3-pt jump shot from 24 ft,,45,42
221,2,2:01.0,Offensive rebound by P. Gasol,,45,42
222,2,1:57.0,T. Snell makes 2-pt jump shot from 10 ft (assist by P. Gasol),,47,42
223,2,1:35.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by J. Henson),47,44
224,2,1:24.0,J. Butler misses 2-pt jump shot from 12 ft,,47,44
225,2,1:22.0,Offensive rebound by J. Butler,,47,44
226,2,1:18.0,D. Rose misses 3-pt jump shot from 28 ft,,47,44
227,2,1:17.0,Offensive rebound by P. Gasol,,47,44
228,2,1:03.0,D. Rose misses 2-pt layup from 2 ft (block by J. Henson),,47,44
229,2,1:00.0,,Defensive rebound by J. Henson,47,44
230,2,0:57.0,,Turnover by J. Henson (lost ball; steal by D. Rose),47,44
231,2,0:53.0,Shooting foul by M. Carter-Williams (drawn by J. Butler),,47,44
232,2,0:53.0,J. Butler makes free throw 1 of 2,,48,44
233,2,0:53.0,J. Butler makes free throw 2 of 2,,49,44
234,2,0:46.0,,Turnover by J. Henson (bad pass),49,44
235,2,0:38.0,J. Butler makes 2-pt jump shot from 7 ft,,51,44
236,2,0:19.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),51,46
237,2,0:01.0,J. Butler misses 2-pt jump shot from 20 ft,,51,46
238,2,0:00.0,Offensive rebound by Team,,51,46
239,3,11:40.0,,J. Parker makes 2-pt layup from 1 ft (assist by M. Carter-Williams),51,48
240,3,11:21.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. Rose),,54,48
241,3,11:07.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by K. Middleton),54,50
242,3,10:46.0,J. Butler makes 2-pt layup at rim (assist by P. Gasol),,56,50
243,3,10:34.0,,G. Antetokounmpo makes 2-pt layup at rim,56,52
244,3,10:14.0,Turnover by D. Rose (bad pass; steal by G. Monroe),,56,52
245,3,10:11.0,,G. Antetokounmpo makes 2-pt dunk at rim,56,54
246,3,9:48.0,N. Mirotić misses 3-pt jump shot from 27 ft,,56,54
247,3,9:47.0,,Defensive rebound by G. Monroe,56,54
248,3,9:37.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),56,56
249,3,9:26.0,Chicago full timeout,,56,56
250,3,9:26.0,K. Hinrich enters the game for D. Rose,,56,56
251,3,9:14.0,K. Hinrich misses 3-pt jump shot from 26 ft,,56,56
252,3,9:13.0,Offensive rebound by P. Gasol,,56,56
253,3,9:11.0,P. Gasol misses 2-pt layup from 1 ft,,56,56
254,3,9:09.0,,Defensive rebound by G. Antetokounmpo,56,56
255,3,9:02.0,,J. Parker makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),56,58
256,3,8:41.0,P. Gasol misses 2-pt jump shot from 17 ft,,56,58
257,3,8:40.0,,Defensive rebound by G. Antetokounmpo,56,58
258,3,8:28.0,,K. Middleton misses 3-pt jump shot from 26 ft,56,58
259,3,8:28.0,Defensive rebound by Team,,56,58
260,3,8:12.0,N. Mirotić misses 2-pt jump shot from 4 ft,,56,58
261,3,8:12.0,,Defensive rebound by M. Carter-Williams,56,58
262,3,8:12.0,,Personal take foul by N. Mirotić (drawn by M. Carter-Williams),56,58
263,3,7:56.0,,G. Antetokounmpo misses 2-pt hook shot from 3 ft,56,58
264,3,7:54.0,Defensive rebound by P. Gasol,,56,58
265,3,7:43.0,Turnover by J. Butler (bad pass),,56,58
266,3,7:43.0,Loose ball foul by P. Gasol (drawn by G. Monroe),,56,58
267,3,7:26.0,,Shooting foul by N. Mirotić (drawn by G. Antetokounmpo),56,58
268,3,7:26.0,,G. Antetokounmpo makes free throw 1 of 2,56,59
269,3,7:26.0,A. Brooks enters the game for N. Mirotić,,56,59
270,3,7:26.0,,G. Antetokounmpo makes free throw 2 of 2,56,60
271,3,7:16.0,J. Butler makes 2-pt layup at rim,,58,60
272,3,7:03.0,,Def 3 sec tech foul by P. Gasol,58,60
273,3,7:03.0,,K. Middleton makes technical free throw,58,61
274,3,7:00.0,,Personal foul by K. Hinrich (drawn by K. Middleton),58,61
275,3,6:46.0,,M. Carter-Williams misses 2-pt jump shot from 20 ft,58,61
276,3,6:45.0,,Offensive rebound by G. Antetokounmpo,58,61
277,3,6:43.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by G. Antetokounmpo),58,63
278,3,6:43.0,,Technical foul by M. Carter-Williams,58,63
279,3,6:43.0,J. Butler makes technical free throw,,59,63
280,3,6:36.0,Personal foul by G. Antetokounmpo (drawn by J. Butler),,59,63
281,3,6:32.0,Turnover by T. Gibson (lost ball; steal by J. Parker),,59,63
282,3,6:28.0,,J. Parker makes 2-pt layup at rim,59,65
283,3,6:11.0,Turnover by P. Gasol (lost ball; steal by M. Carter-Williams),,59,65
284,3,6:07.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Carter-Williams),59,67
285,3,6:06.0,Chicago full timeout,,59,67
286,3,6:06.0,,J. Henson enters the game for G. Antetokounmpo,59,67
287,3,5:50.0,Turnover by J. Butler (bad pass; steal by J. Parker),,59,67
288,3,5:47.0,,Shooting foul by A. Brooks (drawn by J. Parker),59,67
289,3,5:47.0,,J. Parker misses free throw 1 of 2,59,67
290,3,5:47.0,,Offensive rebound by Team,59,67
291,3,5:47.0,T. Snell enters the game for T. Gibson,,59,67
292,3,5:47.0,N. Mirotić enters the game for K. Hinrich,,59,67
293,3,5:47.0,,O. Mayo enters the game for G. Monroe,59,67
294,3,5:47.0,,J. Parker misses free throw 2 of 2,59,67
295,3,5:46.0,Defensive rebound by T. Snell,,59,67
296,3,5:33.0,J. Butler makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,62,67
297,3,5:10.0,,J. Henson misses 2-pt hook shot from 8 ft,62,67
298,3,5:09.0,Defensive rebound by P. Gasol,,62,67
299,3,4:50.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by T. Snell),,64,67
300,3,4:41.0,,Turnover by K. Middleton (lost ball),64,67
301,3,4:29.0,J. Butler misses 2-pt layup from 1 ft,,64,67
302,3,4:27.0,,Defensive rebound by M. Carter-Williams,64,67
303,3,4:19.0,,O. Mayo misses 3-pt jump shot from 26 ft,64,67
304,3,4:17.0,Defensive rebound by T. Snell,,64,67
305,3,4:03.0,A. Brooks makes 3-pt jump shot from 24 ft (assist by J. Butler),,67,67
306,3,4:01.0,,Milwaukee full timeout,67,67
307,3,4:01.0,,R. Vaughn enters the game for J. Parker,67,67
308,3,3:48.0,,Turnover by K. Middleton (bad pass; steal by P. Gasol),67,67
309,3,3:38.0,N. Mirotić makes 2-pt layup at rim (assist by P. Gasol),,69,67
310,3,3:18.0,,Shooting foul by T. Snell (drawn by M. Carter-Williams),69,67
311,3,3:18.0,,M. Carter-Williams misses free throw 1 of 2,69,67
312,3,3:18.0,,Offensive rebound by Team,69,67
313,3,3:18.0,,M. Carter-Williams makes free throw 2 of 2,69,68
314,3,3:03.0,T. Snell misses 3-pt jump shot from 26 ft,,69,68
315,3,3:01.0,Offensive rebound by P. Gasol,,69,68
316,3,3:00.0,P. Gasol makes 2-pt layup at rim,,71,68
317,3,2:37.0,,R. Vaughn makes 2-pt layup at rim (assist by J. Henson),71,70
318,3,2:17.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),,74,70
319,3,1:59.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by M. Carter-Williams),74,72
320,3,1:42.0,P. Gasol misses 2-pt layup at rim,,74,72
321,3,1:38.0,,Defensive rebound by J. Henson,74,72
322,3,1:30.0,,O. Mayo makes 2-pt jump shot from 7 ft (assist by K. Middleton),74,74
323,3,1:20.0,Shooting foul by J. Henson (drawn by P. Gasol),,74,74
324,3,1:20.0,P. Gasol misses free throw 1 of 2,,74,74
325,3,1:20.0,Offensive rebound by Team,,74,74
326,3,1:20.0,,J. O'Bryant enters the game for M. Carter-Williams,74,74
327,3,1:20.0,P. Gasol makes free throw 2 of 2,,75,74
328,3,1:10.0,,K. Middleton misses 2-pt jump shot from 16 ft,75,74
329,3,1:08.0,Defensive rebound by T. Snell,,75,74
330,3,0:54.0,J. Butler makes 2-pt layup at rim,,77,74
331,3,0:40.0,,R. Vaughn misses 3-pt jump shot from 22 ft,77,74
332,3,0:39.0,,Offensive rebound by K. Middleton,77,74
333,3,0:32.0,,K. Middleton misses 2-pt jump shot from 3 ft,77,74
334,3,0:31.0,,Offensive rebound by K. Middleton,77,74
335,3,0:30.0,,K. Middleton misses 2-pt layup at rim,77,74
336,3,0:29.0,Defensive rebound by T. Snell,,77,74
337,3,0:20.0,N. Mirotić misses 2-pt layup from 1 ft (block by J. Henson),,77,74
338,3,0:18.0,Offensive rebound by N. Mirotić,,77,74
339,3,0:07.0,A. Brooks misses 3-pt jump shot from 28 ft,,77,74
340,3,0:04.0,Offensive rebound by T. Snell,,77,74
341,3,0:02.0,T. Snell misses 3-pt jump shot from 24 ft,,77,74
342,3,0:02.0,Offensive rebound by N. Mirotić,,77,74
343,3,0:01.0,N. Mirotić misses 3-pt jump shot from 23 ft,,77,74
344,3,0:00.0,Offensive rebound by Team,,77,74
345,4,11:48.0,A. Brooks makes 2-pt layup at rim,,79,74
346,4,11:28.0,,O. Mayo misses 2-pt jump shot from 22 ft,79,74
347,4,11:28.0,,Offensive rebound by Team,79,74
348,4,11:28.0,Loose ball foul by T. Snell (drawn by J. O'Bryant),,79,74
349,4,11:15.0,,G. Monroe misses 2-pt jump shot from 13 ft (block by N. Mirotić),79,74
350,4,11:13.0,,Offensive rebound by J. O'Bryant,79,74
351,4,11:05.0,,R. Vaughn misses 2-pt jump shot from 17 ft,79,74
352,4,11:04.0,,Offensive rebound by G. Antetokounmpo,79,74
353,4,11:03.0,,G. Antetokounmpo makes 2-pt dunk at rim,79,76
354,4,10:50.0,Personal foul by O. Mayo (drawn by A. Brooks),,79,76
355,4,10:39.0,A. Brooks misses 2-pt jump shot from 17 ft,,79,76
356,4,10:37.0,,Defensive rebound by G. Antetokounmpo,79,76
357,4,10:29.0,,O. Mayo misses 3-pt jump shot from 23 ft,79,76
358,4,10:28.0,Defensive rebound by T. Snell,,79,76
359,4,10:18.0,N. Mirotić makes 2-pt layup at rim (assist by J. Noah),,81,76
360,4,10:01.0,,O. Mayo misses 3-pt jump shot from 27 ft,81,76
361,4,10:00.0,Defensive rebound by T. Snell,,81,76
362,4,9:46.0,Personal foul by R. Vaughn (drawn by J. Noah),,81,76
363,4,9:46.0,,J. Parker enters the game for J. O'Bryant,81,76
364,4,9:41.0,A. Brooks makes 3-pt jump shot from 28 ft,,84,76
365,4,9:38.0,,Milwaukee full timeout,84,76
366,4,9:38.0,,M. Carter-Williams enters the game for R. Vaughn,84,76
367,4,9:21.0,,M. Carter-Williams makes 2-pt jump shot from 15 ft,84,78
368,4,9:06.0,N. Mirotić misses 3-pt jump shot from 25 ft,,84,78
369,4,9:05.0,,Defensive rebound by G. Monroe,84,78
370,4,8:53.0,,J. Parker makes 2-pt jump shot from 8 ft (assist by O. Mayo),84,80
371,4,8:43.0,A. Brooks misses 2-pt layup from 1 ft (block by G. Monroe),,84,80
372,4,8:41.0,,Defensive rebound by G. Antetokounmpo,84,80
373,4,8:38.0,,Shooting foul by T. Snell (drawn by G. Antetokounmpo),84,80
374,4,8:38.0,,G. Antetokounmpo makes free throw 1 of 2,84,81
375,4,8:38.0,J. Butler enters the game for D. McDermott,,84,81
376,4,8:38.0,,K. Middleton enters the game for O. Mayo,84,81
377,4,8:38.0,,G. Antetokounmpo misses free throw 2 of 2,84,81
378,4,8:36.0,Defensive rebound by J. Butler,,84,81
379,4,8:17.0,T. Snell makes 2-pt layup from 2 ft,,86,81
