,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:35.0,,D. Green makes 2-pt jump shot from 4 ft,0,2
1,1,11:20.0,A. Gee misses 2-pt jump shot from 4 ft,,0,2
2,1,11:20.0,,Defensive rebound by Team,0,2
3,1,11:20.0,Loose ball foul by D. Cunningham,,0,2
4,1,11:10.0,,Turnover by A. Bogut (bad pass; steal by A. Gee),0,2
5,1,10:48.0,A. Davis misses 2-pt jump shot from 11 ft (block by H. Barnes),,0,2
6,1,10:47.0,,Defensive rebound by D. Green,0,2
7,1,10:39.0,,S. Curry misses 3-pt jump shot from 26 ft,0,2
8,1,10:38.0,,Offensive rebound by Team,0,2
9,1,10:38.0,Loose ball foul by T. Douglas,,0,2
10,1,10:31.0,,A. Bogut misses 2-pt hook shot from 11 ft,0,2
11,1,10:31.0,Defensive rebound by J. Holiday,,0,2
12,1,10:22.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,2
13,1,10:22.0,,Defensive rebound by A. Bogut,0,2
14,1,10:15.0,,K. Thompson misses 3-pt jump shot from 24 ft,0,2
15,1,10:14.0,Defensive rebound by A. Davis,,0,2
16,1,10:02.0,A. Davis misses 2-pt jump shot from 18 ft,,0,2
17,1,10:01.0,,Defensive rebound by K. Thompson,0,2
18,1,9:40.0,,K. Thompson misses 3-pt jump shot from 25 ft,0,2
19,1,9:39.0,Defensive rebound by J. Holiday,,0,2
20,1,9:31.0,J. Holiday misses 2-pt jump shot from 5 ft,,0,2
21,1,9:30.0,Offensive rebound by A. Davis,,0,2
22,1,9:28.0,A. Davis makes 2-pt dunk at rim,,2,2
23,1,9:10.0,,K. Thompson misses 2-pt jump shot from 16 ft,2,2
24,1,9:09.0,Defensive rebound by D. Cunningham,,2,2
25,1,8:59.0,J. Holiday makes 2-pt layup from 2 ft (assist by T. Douglas),,4,2
26,1,8:44.0,,Turnover by D. Green (lost ball; steal by J. Holiday),4,2
27,1,8:39.0,Turnover by T. Douglas (bad pass; steal by S. Curry),,4,2
28,1,8:34.0,,A. Bogut makes 2-pt hook shot from 3 ft (assist by S. Curry),4,4
29,1,8:34.0,,Shooting foul by D. Cunningham (drawn by A. Bogut),4,4
30,1,8:34.0,,A. Bogut misses free throw 1 of 1,4,4
31,1,8:34.0,Defensive rebound by Team,,4,4
32,1,8:15.0,A. Davis makes 2-pt jump shot from 14 ft (assist by J. Holiday),,6,4
33,1,8:01.0,,Turnover by D. Green (bad pass; steal by T. Douglas),6,4
34,1,7:49.0,T. Douglas misses 3-pt jump shot from 24 ft,,6,4
35,1,7:48.0,,Defensive rebound by D. Green,6,4
36,1,7:27.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Green),6,6
37,1,7:10.0,Shooting foul by A. Bogut (drawn by T. Douglas),,6,6
38,1,7:10.0,T. Douglas makes free throw 1 of 2,,7,6
39,1,7:10.0,L. Babbitt enters the game for D. Cunningham,,7,6
40,1,7:10.0,,Golden State full timeout,7,6
41,1,7:10.0,T. Douglas makes free throw 2 of 2,,8,6
42,1,7:01.0,,H. Barnes makes 2-pt dunk at rim (assist by D. Green),8,8
43,1,6:40.0,J. Holiday makes 2-pt jump shot from 19 ft,,10,8
44,1,6:22.0,,S. Curry misses 3-pt jump shot from 27 ft,10,8
45,1,6:21.0,Defensive rebound by A. Gee,,10,8
46,1,6:17.0,A. Davis misses 2-pt layup from 1 ft (block by D. Green),,10,8
47,1,6:16.0,Offensive rebound by A. Gee,,10,8
