,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:44.0,P. George makes 2-pt jump shot from 9 ft,,2,0
1,1,11:27.0,,Turnover by J. Valančiūnas (lost ball; steal by M. Ellis),2,0
2,1,11:17.0,Turnover by M. Turner (bad pass; steal by D. Carroll),,2,0
3,1,11:09.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Hill),2,0
4,1,11:01.0,P. George misses 3-pt jump shot from 24 ft,,2,0
5,1,11:00.0,,Defensive rebound by P. Patterson,2,0
6,1,10:48.0,,Turnover by J. Valančiūnas (lost ball; steal by M. Ellis),2,0
7,1,10:42.0,M. Turner makes 2-pt jump shot from 3 ft (assist by M. Ellis),,4,0
8,1,10:25.0,,D. DeRozan makes 2-pt jump shot from 20 ft,4,2
9,1,10:07.0,M. Turner misses 2-pt jump shot from 17 ft,,4,2
10,1,10:06.0,,Defensive rebound by P. Patterson,4,2
11,1,9:56.0,,K. Lowry misses 2-pt jump shot from 5 ft (block by P. George),4,2
12,1,9:55.0,Defensive rebound by I. Mahinmi,,4,2
13,1,9:50.0,Shooting block foul by D. DeRozan (drawn by P. George),,4,2
14,1,9:50.0,P. George makes free throw 1 of 2,,5,2
15,1,9:50.0,P. George makes free throw 2 of 2,,6,2
16,1,9:40.0,,Shooting foul by I. Mahinmi (drawn by D. DeRozan),6,2
17,1,9:40.0,,D. DeRozan makes free throw 1 of 2,6,3
18,1,9:40.0,,D. DeRozan makes free throw 2 of 2,6,4
19,1,9:20.0,G. Hill misses 2-pt jump shot from 19 ft,,6,4
20,1,9:20.0,,Defensive rebound by D. Carroll,6,4
21,1,9:09.0,,Turnover by J. Valančiūnas (lost ball; steal by P. George),6,4
22,1,9:04.0,M. Ellis makes 2-pt layup from 2 ft (assist by P. George),,8,4
23,1,8:49.0,,Personal foul by I. Mahinmi,8,4
24,1,8:49.0,S. Hill enters the game for I. Mahinmi,,8,4
25,1,8:40.0,,D. DeRozan misses 2-pt jump shot from 15 ft,8,4
26,1,8:40.0,Defensive rebound by S. Hill,,8,4
27,1,8:20.0,M. Turner makes 2-pt jump shot from 18 ft (assist by P. George),,10,4
28,1,8:07.0,,Shooting foul by M. Ellis (drawn by D. DeRozan),10,4
29,1,8:07.0,,D. DeRozan makes free throw 1 of 2,10,5
30,1,8:07.0,,D. DeRozan makes free throw 2 of 2,10,6
31,1,7:44.0,M. Ellis misses 2-pt jump shot from 5 ft,,10,6
32,1,7:43.0,,Defensive rebound by K. Lowry,10,6
33,1,7:30.0,,P. Patterson misses 2-pt dunk at rim (block by M. Turner),10,6
34,1,7:29.0,Defensive rebound by M. Ellis,,10,6
35,1,7:24.0,P. George makes 3-pt jump shot from 23 ft (assist by G. Hill),,13,6
36,1,7:17.0,,Toronto full timeout,13,6
37,1,7:04.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),13,9
38,1,6:44.0,M. Turner misses 2-pt jump shot from 19 ft,,13,9
39,1,6:42.0,,Defensive rebound by Team,13,9
40,1,6:42.0,Loose ball foul by S. Hill,,13,9
41,1,6:32.0,,D. Carroll makes 2-pt layup from 2 ft (assist by J. Valančiūnas),13,11
42,1,6:12.0,M. Turner makes 2-pt jump shot from 4 ft (assist by P. George),,15,11
43,1,6:01.0,,Personal foul by M. Ellis,15,11
44,1,6:01.0,,D. Carroll makes free throw 1 of 2,15,12
45,1,6:01.0,R. Stuckey enters the game for M. Ellis,,15,12
46,1,6:01.0,,D. Carroll misses free throw 2 of 2,15,12
47,1,6:00.0,Defensive rebound by S. Hill,,15,12
48,1,5:46.0,Shooting foul by D. Carroll (drawn by P. George),,15,12
49,1,5:46.0,P. George makes free throw 1 of 2,,16,12
50,1,5:46.0,P. George makes free throw 2 of 2,,17,12
51,1,5:32.0,,D. Carroll misses 2-pt jump shot from 4 ft,17,12
52,1,5:31.0,Defensive rebound by M. Turner,,17,12
53,1,5:10.0,S. Hill makes 3-pt jump shot from 26 ft (assist by R. Stuckey),,20,12
54,1,4:59.0,,Toronto full timeout,20,12
55,1,4:48.0,,D. DeRozan misses 2-pt jump shot from 3 ft,20,12
56,1,4:47.0,,Offensive rebound by J. Valančiūnas,20,12
57,1,4:46.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft,20,14
58,1,4:20.0,R. Stuckey misses 3-pt jump shot from 23 ft,,20,14
