,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
109,1,0:26.0,J. Smith makes 3-pt jump shot from 26 ft (assist by J. Harden),,27,31
110,1,0:20.0,,Personal foul by C. Brewer,27,31
111,1,0:20.0,,F. Ezeli makes free throw 1 of 2,27,32
112,1,0:20.0,T. Ariza enters the game for J. Smith,,27,32
113,1,0:20.0,,F. Ezeli makes free throw 2 of 2,27,33
114,1,0:02.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,30,33
115,1,0:00.0,,A. Iguodala misses 3-pt jump shot from 88 ft,30,33
116,1,0:00.0,,Offensive rebound by Team,30,33
117,2,11:46.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by M. Speights),30,35
118,2,11:36.0,J. Terry makes 3-pt jump shot from 26 ft (assist by D. Howard),,33,35
119,2,11:21.0,,Personal foul by J. Terry,33,35
120,2,11:04.0,,L. Barbosa misses 3-pt jump shot from 28 ft,33,35
121,2,11:03.0,Defensive rebound by P. Beverley,,33,35
122,2,11:01.0,Personal foul by L. Barbosa,,33,35
123,2,11:01.0,P. Beverley makes free throw 1 of 2,,34,35
124,2,11:01.0,P. Beverley makes free throw 2 of 2,,35,35
125,2,10:47.0,,Personal foul by C. Brewer,35,35
126,2,10:47.0,,S. Livingston enters the game for L. Barbosa,35,35
127,2,10:38.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by K. Thompson),35,38
128,2,10:30.0,Shooting foul by M. Speights (drawn by D. Howard),,35,38
129,2,10:30.0,D. Howard makes free throw 1 of 2,,36,38
130,2,10:30.0,D. Howard makes free throw 2 of 2,,37,38
131,2,10:23.0,,Offensive foul by S. Livingston (drawn by P. Beverley),37,38
132,2,10:23.0,,Turnover by S. Livingston (offensive foul),37,38
133,2,10:11.0,Turnover by C. Brewer (bad pass; steal by A. Iguodala),,37,38
134,2,10:05.0,,H. Barnes misses 3-pt jump shot from 23 ft,37,38
135,2,10:04.0,Defensive rebound by J. Terry,,37,38
136,2,9:55.0,M. Beasley misses 2-pt jump shot from 7 ft (block by A. Iguodala),,37,38
137,2,9:54.0,Offensive rebound by D. Howard,,37,38
138,2,9:53.0,D. Howard misses 2-pt layup from 2 ft (block by H. Barnes),,37,38
139,2,9:52.0,,Defensive rebound by A. Iguodala,37,38
140,2,9:46.0,,H. Barnes misses 2-pt jump shot from 4 ft,37,38
141,2,9:43.0,,Offensive rebound by M. Speights,37,38
142,2,9:43.0,,M. Speights makes 2-pt layup from 2 ft,37,40
143,2,9:27.0,M. Beasley misses 2-pt jump shot from 15 ft,,37,40
144,2,9:27.0,,Defensive rebound by S. Livingston,37,40
145,2,9:22.0,,K. Thompson makes 2-pt layup from 3 ft (assist by S. Livingston),37,42
146,2,9:22.0,,Shooting foul by M. Beasley (drawn by K. Thompson),37,42
147,2,9:22.0,,K. Thompson makes free throw 1 of 1,37,43
148,2,9:02.0,P. Beverley makes 2-pt jump shot from 9 ft (assist by D. Howard),,39,43
149,2,8:51.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Livingston),39,46
150,2,8:33.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by D. Howard),,42,46
151,2,8:22.0,,Personal foul by C. Brewer,42,46
152,2,8:22.0,Official timeout,,42,46
153,2,8:22.0,T. Ariza enters the game for C. Brewer,,42,46
154,2,8:22.0,,I. Clark enters the game for A. Iguodala,42,46
155,2,8:17.0,,M. Speights misses 2-pt jump shot from 17 ft,42,46
156,2,8:17.0,Defensive rebound by P. Beverley,,42,46
157,2,8:02.0,M. Beasley makes 2-pt layup from 2 ft,,44,46
158,2,7:43.0,,K. Thompson misses 3-pt jump shot from 26 ft,44,46
159,2,7:42.0,Defensive rebound by Team,,44,46
160,2,7:30.0,Turnover by M. Beasley (offensive foul),,44,46
161,2,7:30.0,Offensive foul by M. Beasley (drawn by M. Speights),,44,46
162,2,7:14.0,Violation by D. Howard (def goaltending),,44,46
163,2,7:14.0,,M. Speights makes 2-pt hook shot from 3 ft,44,48
164,2,6:58.0,M. Beasley misses 2-pt jump shot from 11 ft,,44,48
165,2,6:57.0,Offensive rebound by Team,,44,48
166,2,6:57.0,,D. Green enters the game for M. Speights,44,48
167,2,6:57.0,J. Harden enters the game for J. Terry,,44,48
168,2,6:40.0,Turnover by T. Ariza (lost ball),,44,48
169,2,6:27.0,,K. Thompson makes 2-pt dunk at rim (assist by S. Livingston),44,50
170,2,6:16.0,Shooting foul by I. Clark (drawn by J. Harden),,44,50
171,2,6:16.0,J. Harden makes free throw 1 of 3,,45,50
172,2,6:16.0,J. Harden makes free throw 2 of 3,,46,50
173,2,6:16.0,D. Motiejūnas enters the game for M. Beasley,,46,50
174,2,6:16.0,J. Harden makes free throw 3 of 3,,47,50
175,2,6:02.0,,Shooting foul by J. Harden (drawn by S. Livingston),47,50
176,2,6:02.0,,S. Livingston misses free throw 1 of 2,47,50
177,2,6:02.0,,Offensive rebound by Team,47,50
178,2,6:02.0,J. Terry enters the game for J. Harden,,47,50
179,2,6:02.0,,S. Livingston makes free throw 2 of 2,47,51
180,2,5:51.0,Personal foul by H. Barnes,,47,51
181,2,5:51.0,,Golden State full timeout,47,51
182,2,5:51.0,,A. Bogut enters the game for S. Livingston,47,51
183,2,5:51.0,,A. Iguodala enters the game for I. Clark,47,51
184,2,5:46.0,,Violation by A. Bogut (kicked ball),47,51
185,2,5:36.0,D. Howard makes 2-pt hook shot from 9 ft (assist by T. Ariza),,49,51
186,2,5:19.0,,D. Green misses 2-pt layup from 2 ft,49,51
187,2,5:19.0,,Offensive rebound by A. Bogut,49,51
188,2,5:19.0,,A. Bogut makes 2-pt dunk at rim,49,53
189,2,5:05.0,J. Terry misses 2-pt jump shot from 15 ft,,49,53
190,2,5:03.0,,Defensive rebound by H. Barnes,49,53
191,2,4:53.0,,Personal foul by P. Beverley,49,53
192,2,4:53.0,,K. Thompson makes free throw 1 of 2,49,54
193,2,4:53.0,,K. Thompson makes free throw 2 of 2,49,55
194,2,4:37.0,Turnover by D. Motiejūnas (bad pass; steal by A. Iguodala),,49,55
195,2,4:29.0,,H. Barnes misses 2-pt jump shot from 16 ft,49,55
196,2,4:29.0,,Offensive rebound by Team,49,55
197,2,4:29.0,J. Harden enters the game for P. Beverley,,49,55
198,2,4:26.0,,K. Thompson misses 3-pt jump shot from 24 ft,49,55
199,2,4:25.0,Defensive rebound by T. Ariza,,49,55
200,2,4:15.0,D. Motiejūnas misses 2-pt hook shot from 11 ft,,49,55
201,2,4:15.0,,Defensive rebound by Team,49,55
202,2,3:56.0,,H. Barnes misses 3-pt jump shot from 24 ft,49,55
203,2,3:53.0,,Offensive rebound by A. Bogut,49,55
204,2,3:52.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),49,58
205,2,3:51.0,Houston full timeout,,49,58
206,2,3:51.0,,S. Livingston enters the game for H. Barnes,49,58
207,2,3:32.0,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),,51,58
208,2,3:07.0,,A. Iguodala misses 3-pt jump shot from 25 ft,51,58
209,2,3:06.0,,Offensive rebound by Team,51,58
210,2,3:06.0,,Turnover by Team (shot clock),51,58
211,2,3:00.0,Offensive foul by D. Motiejūnas (drawn by D. Green),,51,58
212,2,3:00.0,Turnover by D. Motiejūnas (offensive foul),,51,58
213,2,2:47.0,,K. Thompson misses 3-pt jump shot from 25 ft,51,58
214,2,2:46.0,Defensive rebound by D. Howard,,51,58
215,2,2:33.0,Shooting foul by A. Iguodala (drawn by J. Harden),,51,58
216,2,2:33.0,Houston full timeout,,51,58
217,2,2:33.0,J. Smith enters the game for D. Motiejūnas,,51,58
218,2,2:33.0,J. Harden makes free throw 1 of 2,,52,58
219,2,2:33.0,J. Harden makes free throw 2 of 2,,53,58
220,2,2:14.0,,A. Iguodala makes 2-pt jump shot from 19 ft (assist by K. Thompson),53,60
221,2,1:53.0,Turnover by J. Smith (traveling),,53,60
222,2,1:41.0,,A. Bogut makes 2-pt dunk at rim (assist by A. Iguodala),53,62
223,2,1:27.0,Turnover by J. Harden (bad pass; steal by K. Thompson),,53,62
224,2,1:24.0,,Personal foul by J. Smith,53,62
225,2,1:24.0,,K. Thompson makes free throw 1 of 2,53,63
226,2,1:24.0,,K. Thompson makes free throw 2 of 2,53,64
227,2,1:20.0,Offensive foul by J. Smith (drawn by A. Iguodala),,53,64
228,2,1:20.0,Turnover by J. Smith (offensive foul),,53,64
229,2,1:19.0,,Personal foul by J. Terry,53,64
230,2,1:19.0,,A. Bogut misses free throw 1 of 2,53,64
231,2,1:19.0,,Offensive rebound by Team,53,64
232,2,1:19.0,M. Beasley enters the game for J. Smith,,53,64
233,2,1:19.0,D. Motiejūnas enters the game for D. Howard,,53,64
234,2,1:19.0,,A. Bogut misses free throw 2 of 2,53,64
235,2,1:17.0,Defensive rebound by M. Beasley,,53,64
236,2,1:14.0,Personal foul by A. Iguodala,,53,64
237,2,1:14.0,J. Harden makes free throw 1 of 2,,54,64
238,2,1:14.0,,H. Barnes enters the game for A. Bogut,54,64
239,2,1:14.0,J. Harden makes free throw 2 of 2,,55,64
240,2,1:14.0,,Golden State full timeout,55,64
241,2,1:14.0,P. Beverley enters the game for D. Motiejūnas,,55,64
242,2,0:55.0,,D. Green misses 2-pt jump shot from 4 ft,55,64
243,2,0:54.0,,Offensive rebound by D. Green,55,64
244,2,0:54.0,,D. Green misses 2-pt layup from 4 ft,55,64
245,2,0:53.0,Defensive rebound by P. Beverley,,55,64
246,2,0:45.0,J. Harden misses 3-pt jump shot from 26 ft,,55,64
247,2,0:44.0,,Defensive rebound by Team,55,64
248,2,0:29.0,,H. Barnes misses 2-pt jump shot from 4 ft,55,64
249,2,0:28.0,Defensive rebound by M. Beasley,,55,64
250,2,0:07.0,Shooting foul by D. Green (drawn by J. Harden),,55,64
251,2,0:07.0,J. Harden makes free throw 1 of 3,,56,64
252,2,0:07.0,J. Harden makes free throw 2 of 3,,57,64
253,2,0:07.0,J. Harden makes free throw 3 of 3,,58,64
254,2,0:02.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),58,66
255,2,0:00.0,J. Harden misses 3-pt jump shot from 67 ft,,58,66
256,2,0:00.0,Offensive rebound by Team,,58,66
257,3,11:39.0,,D. Green misses 3-pt jump shot from 24 ft,58,66
258,3,11:38.0,Defensive rebound by P. Beverley,,58,66
259,3,11:24.0,D. Motiejūnas misses 2-pt jump shot from 8 ft,,58,66
260,3,11:24.0,,Defensive rebound by D. Green,58,66
261,3,11:11.0,,Turnover by A. Bogut (bad pass; steal by T. Ariza),58,66
262,3,11:06.0,Shooting foul by D. Green (drawn by D. Motiejūnas),,58,66
263,3,11:06.0,D. Motiejūnas misses free throw 1 of 2,,58,66
264,3,11:06.0,Offensive rebound by Team,,58,66
265,3,11:06.0,D. Motiejūnas misses free throw 2 of 2,,58,66
266,3,11:05.0,,Defensive rebound by H. Barnes,58,66
267,3,10:46.0,,D. Green misses 2-pt layup from 3 ft,58,66
268,3,10:45.0,,Offensive rebound by A. Bogut,58,66
269,3,10:45.0,,A. Bogut misses 2-pt layup from 2 ft (block by D. Howard),58,66
270,3,10:43.0,,Offensive rebound by A. Bogut,58,66
271,3,10:43.0,,A. Bogut makes 2-pt layup from 2 ft,58,68
272,3,10:34.0,Offensive foul by D. Howard (drawn by A. Bogut),,58,68
273,3,10:34.0,Turnover by D. Howard (offensive foul),,58,68
274,3,10:20.0,,S. Livingston makes 2-pt jump shot from 15 ft,58,70
275,3,9:55.0,J. Harden misses 3-pt jump shot from 26 ft,,58,70
276,3,9:55.0,,Defensive rebound by Team,58,70
277,3,9:40.0,,Personal foul by D. Howard,58,70
278,3,9:34.0,,Turnover by K. Thompson (bad pass; steal by D. Howard),58,70
279,3,9:24.0,J. Harden makes 2-pt jump shot from 16 ft,,60,70
280,3,9:04.0,,Turnover by K. Thompson (lost ball),60,70
281,3,8:45.0,D. Motiejūnas misses 2-pt jump shot from 12 ft,,60,70
282,3,8:45.0,Offensive rebound by D. Howard,,60,70
283,3,8:40.0,Turnover by D. Howard (back court),,60,70
284,3,8:31.0,,Turnover by H. Barnes (traveling),60,70
285,3,8:10.0,J. Harden misses 3-pt jump shot from 23 ft,,60,70
286,3,8:10.0,Offensive rebound by D. Motiejūnas,,60,70
287,3,8:10.0,D. Motiejūnas misses 2-pt layup from 2 ft,,60,70
288,3,8:09.0,Offensive rebound by D. Motiejūnas,,60,70
289,3,8:09.0,D. Motiejūnas makes 2-pt layup from 2 ft,,62,70
290,3,8:09.0,Shooting foul by H. Barnes (drawn by D. Motiejūnas),,62,70
291,3,8:09.0,D. Motiejūnas makes free throw 1 of 1,,63,70
292,3,7:52.0,,Personal foul by D. Motiejūnas,63,70
293,3,7:41.0,,Shooting foul by P. Beverley (drawn by S. Livingston),63,70
294,3,7:41.0,,S. Livingston misses free throw 1 of 2,63,70
295,3,7:41.0,,Offensive rebound by Team,63,70
296,3,7:41.0,,S. Livingston makes free throw 2 of 2,63,71
297,3,7:21.0,Shooting foul by A. Bogut (drawn by P. Beverley),,63,71
298,3,7:21.0,P. Beverley makes free throw 1 of 2,,64,71
299,3,7:21.0,,Golden State full timeout,64,71
300,3,7:21.0,P. Beverley makes free throw 2 of 2,,65,71
301,3,7:07.0,,K. Thompson misses 2-pt jump shot from 6 ft,65,71
302,3,7:07.0,Defensive rebound by D. Howard,,65,71
303,3,6:54.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,67,71
304,3,6:38.0,,K. Thompson misses 2-pt jump shot from 16 ft (block by P. Beverley),67,71
305,3,6:37.0,,Offensive rebound by D. Green,67,71
306,3,6:34.0,,K. Thompson misses 3-pt jump shot from 26 ft,67,71
307,3,6:34.0,Defensive rebound by Team,,67,71
308,3,6:19.0,D. Motiejūnas misses 3-pt jump shot from 27 ft,,67,71
309,3,6:19.0,Offensive rebound by D. Howard,,67,71
310,3,6:15.0,Turnover by J. Harden (bad pass; steal by A. Bogut),,67,71
311,3,5:51.0,,S. Livingston makes 2-pt jump shot from 10 ft (assist by K. Thompson),67,73
312,3,5:45.0,,A. Iguodala enters the game for S. Livingston,67,73
313,3,5:45.0,J. Smith enters the game for D. Motiejūnas,,67,73
314,3,5:31.0,J. Harden makes 2-pt jump shot from 11 ft,,69,73
315,3,5:19.0,,K. Thompson misses 2-pt jump shot from 20 ft,69,73
316,3,5:18.0,Defensive rebound by J. Smith,,69,73
317,3,5:10.0,Turnover by J. Harden (bad pass; steal by D. Green),,69,73
318,3,4:50.0,,K. Thompson makes 2-pt layup from 2 ft,69,75
319,3,4:36.0,D. Howard makes 2-pt hook shot from 5 ft (assist by J. Smith),,71,75
320,3,4:12.0,,A. Bogut makes 2-pt dunk at rim (assist by A. Iguodala),71,77
321,3,3:59.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,73,77
322,3,3:38.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),73,79
323,3,3:38.0,Houston full timeout,,73,79
324,3,3:38.0,C. Capela enters the game for D. Howard,,73,79
325,3,3:38.0,J. Terry enters the game for P. Beverley,,73,79
326,3,3:38.0,,L. Barbosa enters the game for H. Barnes,73,79
327,3,3:38.0,,B. Rush enters the game for A. Bogut,73,79
328,3,3:38.0,,M. Speights enters the game for K. Thompson,73,79
329,3,3:19.0,J. Terry makes 3-pt jump shot from 25 ft (assist by J. Harden),,76,79
330,3,2:50.0,,M. Speights misses 2-pt jump shot from 16 ft (block by J. Harden),76,79
331,3,2:49.0,Defensive rebound by T. Ariza,,76,79
332,3,2:43.0,T. Ariza misses 3-pt jump shot from 28 ft,,76,79
333,3,2:42.0,,Defensive rebound by B. Rush,76,79
334,3,2:30.0,,Turnover by A. Iguodala (offensive goaltending),76,79
335,3,2:17.0,J. Smith misses 3-pt jump shot from 27 ft,,76,79
336,3,2:17.0,Offensive rebound by C. Capela,,76,79
337,3,2:07.0,J. Smith misses 2-pt hook shot from 8 ft,,76,79
338,3,2:06.0,,Defensive rebound by A. Iguodala,76,79
339,3,1:49.0,,D. Green makes 2-pt layup from 1 ft,76,81
340,3,1:32.0,J. Terry misses 3-pt jump shot from 26 ft,,76,81
341,3,1:32.0,,Defensive rebound by Team,76,81
342,3,1:30.0,C. Brewer enters the game for T. Ariza,,76,81
343,3,1:12.0,,M. Speights makes 2-pt jump shot from 4 ft (assist by D. Green),76,83
344,3,0:49.0,J. Harden makes 3-pt jump shot from 26 ft,,79,83
345,3,0:35.0,,D. Green misses 2-pt layup from 3 ft,79,83
346,3,0:35.0,Defensive rebound by J. Harden,,79,83
347,3,0:29.0,J. Harden misses 2-pt jump shot from 7 ft,,79,83
348,3,0:28.0,,Defensive rebound by M. Speights,79,83
349,3,0:28.0,,Personal foul by J. Smith,79,83
350,3,0:28.0,,K. Thompson enters the game for B. Rush,79,83
351,3,0:28.0,T. Ariza enters the game for C. Brewer,,79,83
352,3,0:08.0,,M. Speights makes 3-pt jump shot from 23 ft (assist by K. Thompson),79,86
353,3,0:01.0,J. Harden misses 3-pt jump shot from 28 ft,,79,86
354,3,0:00.0,Offensive rebound by Team,,79,86
355,4,11:41.0,C. Brewer misses 2-pt jump shot from 11 ft,,79,86
356,4,11:40.0,Offensive rebound by D. Howard,,79,86
357,4,11:40.0,Shooting foul by M. Speights (drawn by D. Howard),,79,86
358,4,11:40.0,D. Howard misses free throw 1 of 2,,79,86
359,4,11:40.0,Offensive rebound by Team,,79,86
360,4,11:40.0,D. Howard misses free throw 2 of 2,,79,86
361,4,11:39.0,,Defensive rebound by B. Rush,79,86
362,4,11:23.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by A. Iguodala),79,88
363,4,11:00.0,J. Harden makes 2-pt jump shot from 12 ft,,81,88
364,4,10:39.0,,Offensive foul by M. Speights (drawn by C. Brewer),81,88
365,4,10:39.0,,Turnover by M. Speights (offensive foul),81,88
366,4,10:25.0,J. Terry makes 2-pt jump shot from 16 ft,,83,88
367,4,10:02.0,,H. Barnes misses 2-pt jump shot from 16 ft,83,88
368,4,10:01.0,Defensive rebound by D. Howard,,83,88
369,4,9:51.0,Shooting foul by L. Barbosa (drawn by J. Terry),,83,88
370,4,9:51.0,J. Terry makes free throw 1 of 2,,84,88
371,4,9:51.0,,Golden State full timeout,84,88
372,4,9:51.0,,K. Thompson enters the game for L. Barbosa,84,88
373,4,9:51.0,,S. Livingston enters the game for B. Rush,84,88
374,4,9:51.0,T. Ariza enters the game for C. Brewer,,84,88
375,4,9:51.0,J. Terry makes free throw 2 of 2,,85,88
376,4,9:44.0,,Personal foul by J. Smith,85,88
377,4,9:44.0,,A. Bogut enters the game for M. Speights,85,88
378,4,9:34.0,,H. Barnes misses 2-pt jump shot from 12 ft,85,88
379,4,9:33.0,Defensive rebound by D. Howard,,85,88
380,4,9:18.0,J. Terry misses 2-pt jump shot from 8 ft (block by A. Bogut),,85,88
381,4,9:18.0,Offensive rebound by Team,,85,88
382,4,9:09.0,J. Harden misses 2-pt jump shot from 4 ft,,85,88
383,4,9:09.0,,Defensive rebound by A. Bogut,85,88
384,4,9:00.0,,S. Livingston makes 2-pt jump shot from 14 ft,85,90
385,4,8:42.0,J. Terry misses 3-pt jump shot from 26 ft,,85,90
386,4,8:41.0,,Defensive rebound by K. Thompson,85,90
387,4,8:26.0,,Shooting foul by D. Howard (drawn by H. Barnes),85,90
388,4,8:26.0,,H. Barnes makes free throw 1 of 2,85,91
389,4,8:26.0,P. Beverley enters the game for J. Terry,,85,91
390,4,8:26.0,,H. Barnes makes free throw 2 of 2,85,92
391,4,8:07.0,Shooting foul by K. Thompson (drawn by J. Harden),,85,92
392,4,8:07.0,J. Harden misses free throw 1 of 2,,85,92
393,4,8:07.0,Offensive rebound by Team,,85,92
394,4,8:07.0,,D. Green enters the game for A. Iguodala,85,92
