,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
0,1,11:33.0,,J. Harden misses 2-pt jump shot from 12 ft,0,0
1,1,11:32.0,,Offensive rebound by D. Howard,0,0
2,1,11:31.0,,D. Howard misses 2-pt layup from 1 ft,0,0
3,1,11:31.0,Defensive rebound by M. Morris,,0,0
4,1,11:31.0,R. Jackson misses 3-pt jump shot from 23 ft,,0,0
5,1,11:25.0,,Defensive rebound by D. Howard,0,0
6,1,11:21.0,,T. Ariza misses 2-pt jump shot from 18 ft,0,0
7,1,11:20.0,Defensive rebound by E. İlyasova,,0,0
8,1,11:10.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,0,0
9,1,11:09.0,,Defensive rebound by C. Capela,0,0
10,1,11:05.0,,Personal foul by A. Drummond (drawn by T. Lawson),0,0
11,1,11:05.0,,Houston full timeout,0,0
12,1,11:05.0,,T. Jones enters the game for D. Howard,0,0
13,1,10:54.0,,T. Ariza misses 2-pt layup from 4 ft,0,0
14,1,10:53.0,,Offensive rebound by C. Capela,0,0
15,1,10:41.0,,C. Capela misses 2-pt hook shot from 4 ft,0,0
16,1,10:40.0,,Offensive rebound by C. Capela,0,0
17,1,10:38.0,,C. Capela misses 2-pt layup from 1 ft,0,0
18,1,10:36.0,Defensive rebound by E. İlyasova,,0,0
19,1,10:19.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,3,0
20,1,10:00.0,,C. Capela misses 2-pt dunk at rim,3,0
21,1,9:59.0,Defensive rebound by A. Drummond,,3,0
22,1,9:53.0,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),,5,0
23,1,9:38.0,,T. Lawson makes 2-pt layup from 1 ft (assist by J. Harden),5,2
24,1,9:17.0,E. İlyasova misses 3-pt jump shot from 23 ft,,5,2
25,1,9:16.0,,Defensive rebound by J. Harden,5,2
26,1,9:04.0,,Turnover by J. Harden (bad pass; steal by R. Jackson),5,2
27,1,8:58.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,5,2
28,1,8:55.0,,Defensive rebound by C. Capela,5,2
29,1,8:38.0,,Personal foul by R. Jackson (drawn by J. Harden),5,2
30,1,8:29.0,,Turnover by J. Harden (bad pass; steal by E. İlyasova),5,2
31,1,8:23.0,M. Morris makes 2-pt dunk at rim (assist by E. İlyasova),,7,2
32,1,8:12.0,,Shooting foul by M. Morris (drawn by J. Harden),7,2
33,1,8:12.0,,J. Harden makes free throw 1 of 2,7,3
34,1,8:12.0,,J. Harden makes free throw 2 of 2,7,4
35,1,8:00.0,Shooting foul by C. Capela (drawn by M. Morris),,7,4
36,1,8:00.0,M. Morris makes free throw 1 of 2,,8,4
37,1,8:00.0,M. Morris makes free throw 2 of 2,,9,4
38,1,7:47.0,,J. Harden misses 3-pt jump shot from 24 ft,9,4
39,1,7:46.0,Defensive rebound by A. Drummond,,9,4
40,1,7:39.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Jackson),,12,4
41,1,7:32.0,,Houston full timeout,12,4
42,1,7:22.0,,T. Lawson misses 2-pt jump shot from 7 ft,12,4
43,1,7:21.0,,Offensive rebound by Team,12,4
44,1,7:10.0,,J. Harden makes 2-pt jump shot from 17 ft,12,6
45,1,6:47.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft (assist by M. Morris),,14,6
46,1,6:32.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),14,8
47,1,6:10.0,A. Drummond makes 2-pt layup from 1 ft,,16,8
48,1,5:58.0,,Turnover by T. Lawson (bad pass; steal by A. Drummond),16,8
49,1,5:46.0,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,,16,8
50,1,5:45.0,Offensive rebound by A. Drummond,,16,8
51,1,5:40.0,R. Jackson makes 2-pt dunk at rim (assist by A. Drummond),,18,8
52,1,5:25.0,Offensive charge foul by T. Jones (drawn by E. İlyasova),,18,8
53,1,5:25.0,,Turnover by T. Jones (offensive foul),18,8
54,1,5:25.0,,M. Harrell enters the game for C. Capela,18,8
55,1,5:25.0,,J. Terry enters the game for T. Lawson,18,8
56,1,5:10.0,Turnover by A. Drummond (bad pass),,18,8
57,1,4:57.0,,J. Harden makes 2-pt jump shot from 17 ft,18,10
58,1,4:39.0,Turnover by A. Drummond (lost ball; steal by J. Harden),,18,10
59,1,4:32.0,,T. Jones makes 2-pt layup at rim (assist by J. Terry),18,12
60,1,4:18.0,R. Jackson misses 2-pt jump shot from 17 ft,,18,12
61,1,4:16.0,,Defensive rebound by J. Harden,18,12
62,1,4:12.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Harden),18,12
63,1,4:12.0,,J. Harden makes free throw 1 of 2,18,13
64,1,4:12.0,,C. Brewer enters the game for T. Ariza,18,13
65,1,4:12.0,,J. Harden makes free throw 2 of 2,18,14
66,1,3:52.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft,,20,14
67,1,3:36.0,,J. Harden makes 2-pt jump shot from 12 ft,20,16
68,1,3:23.0,R. Jackson misses 2-pt jump shot from 11 ft,,20,16
69,1,3:23.0,Offensive rebound by A. Drummond,,20,16
70,1,3:22.0,A. Drummond misses 2-pt layup from 2 ft,,20,16
71,1,3:22.0,Offensive rebound by Team,,20,16
72,1,3:22.0,,Loose ball foul by C. Brewer (drawn by A. Drummond),20,16
73,1,3:22.0,S. Johnson enters the game for M. Morris,,20,16
74,1,2:56.0,R. Jackson makes 3-pt jump shot from 28 ft,,23,16
75,1,2:43.0,,J. Harden makes 3-pt jump shot from 24 ft,23,19
76,1,2:32.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,23,19
77,1,2:31.0,,Defensive rebound by J. Harden,23,19
78,1,2:17.0,,J. Harden misses 2-pt jump shot from 7 ft,23,19
79,1,2:17.0,Defensive rebound by A. Drummond,,23,19
80,1,2:11.0,K. Caldwell-Pope makes 2-pt jump shot from 6 ft (assist by R. Jackson),,25,19
81,1,2:11.0,Shooting foul by M. Harrell (drawn by K. Caldwell-Pope),,25,19
82,1,2:11.0,Detroit full timeout,,25,19
83,1,2:11.0,,C. Capela enters the game for T. Jones,25,19
84,1,2:11.0,,T. Ariza enters the game for M. Harrell,25,19
85,1,2:11.0,B. Jennings enters the game for R. Jackson,,25,19
86,1,2:11.0,K. Caldwell-Pope makes free throw 1 of 1,,26,19
87,1,1:57.0,,Turnover by J. Harden (bad pass),26,19
88,1,1:43.0,S. Johnson misses 2-pt jump shot from 18 ft,,26,19
89,1,1:42.0,Offensive rebound by A. Drummond,,26,19
90,1,1:40.0,A. Drummond misses 2-pt layup from 2 ft (block by C. Capela),,26,19
91,1,1:38.0,Offensive rebound by Team,,26,19
92,1,1:24.0,Shooting foul by J. Harden (drawn by A. Drummond),,26,19
93,1,1:24.0,A. Drummond misses free throw 1 of 2,,26,19
94,1,1:24.0,Offensive rebound by Team,,26,19
95,1,1:24.0,A. Drummond makes free throw 2 of 2,,27,19
96,1,1:11.0,,J. Terry makes 2-pt jump shot from 3 ft,27,21
97,1,0:56.0,E. İlyasova misses 2-pt layup from 3 ft,,27,21
98,1,0:55.0,Offensive rebound by A. Drummond,,27,21
99,1,0:49.0,E. İlyasova misses 2-pt layup from 1 ft,,27,21
100,1,0:48.0,,Defensive rebound by C. Capela,27,21
101,1,0:43.0,,J. Harden misses 2-pt layup from 2 ft,27,21
102,1,0:41.0,Defensive rebound by S. Johnson,,27,21
103,1,0:38.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by S. Johnson),,30,21
104,1,0:20.0,,T. Ariza misses 2-pt jump shot from 8 ft,30,21
105,1,0:19.0,,Offensive rebound by J. Harden,30,21
106,1,0:18.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),30,23
107,1,0:00.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Jennings),,33,23
108,2,11:43.0,M. Morris misses 2-pt jump shot from 13 ft,,33,23
109,2,11:43.0,,Defensive rebound by C. Brewer,33,23
110,2,11:31.0,,C. Capela misses 2-pt jump shot from 4 ft,33,23
111,2,11:31.0,Defensive rebound by M. Morris,,33,23
112,2,11:15.0,Turnover by A. Tolliver (bad pass),,33,23
113,2,10:54.0,,M. Thornton misses 2-pt jump shot from 13 ft,33,23
114,2,10:53.0,Defensive rebound by S. Johnson,,33,23
115,2,10:45.0,A. Baynes makes 2-pt dunk at rim (assist by B. Jennings),,35,23
116,2,10:29.0,,T. Ariza misses 2-pt layup from 2 ft,35,23
117,2,10:28.0,Defensive rebound by M. Morris,,35,23
118,2,10:17.0,B. Jennings misses 2-pt jump shot from 20 ft,,35,23
119,2,10:16.0,Offensive rebound by S. Johnson,,35,23
120,2,10:12.0,A. Tolliver misses 3-pt jump shot from 24 ft,,35,23
121,2,10:11.0,Offensive rebound by S. Johnson,,35,23
122,2,10:07.0,Shooting foul by C. Capela (drawn by A. Baynes),,35,23
123,2,10:07.0,A. Baynes makes free throw 1 of 2,,36,23
124,2,10:07.0,A. Baynes makes free throw 2 of 2,,37,23
125,2,9:49.0,,M. Thornton makes 2-pt jump shot from 5 ft,37,25
