,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
98,1,1:18.0,,G. Henderson makes free throw 2 of 2,24,28
99,1,1:07.0,Turnover by J. Barea (bad pass),,24,28
100,1,0:56.0,,D. Lillard misses 2-pt jump shot from 15 ft,24,28
101,1,0:54.0,Defensive rebound by J. Anderson,,24,28
102,1,0:47.0,Shooting foul by A. Crabbe (drawn by J. Barea),,24,28
103,1,0:47.0,J. Barea makes free throw 1 of 2,,25,28
104,1,0:47.0,J. Barea makes free throw 2 of 2,,26,28
105,1,0:34.0,,A. Aminu misses 3-pt jump shot from 25 ft,26,28
106,1,0:33.0,Defensive rebound by D. Harris,,26,28
107,1,0:11.0,J. Anderson misses 3-pt jump shot from 24 ft,,26,28
108,1,0:10.0,,Defensive rebound by A. Aminu,26,28
109,1,0:08.0,,Turnover by A. Aminu (bad pass),26,28
110,1,0:08.0,D. Williams enters the game for J. Anderson,,26,28
111,1,0:01.0,D. Williams misses 2-pt jump shot from 5 ft,,26,28
112,1,0:00.0,Offensive rebound by D. Lee,,26,28
113,1,0:00.0,D. Lee misses 2-pt layup from 1 ft,,26,28
114,1,0:00.0,Offensive rebound by Team,,26,28
115,2,11:45.0,J. Anderson misses 3-pt jump shot from 25 ft,,26,28
116,2,11:44.0,,Defensive rebound by Team,26,28
117,2,11:32.0,,A. Crabbe misses 2-pt jump shot from 13 ft (block by D. Nowitzki),26,28
118,2,11:31.0,,Offensive rebound by E. Davis,26,28
119,2,11:29.0,,E. Davis makes 2-pt dunk at rim,26,30
120,2,11:09.0,D. Harris makes 2-pt jump shot from 21 ft (assist by J. Barea),,28,30
121,2,10:59.0,,C. McCollum misses 3-pt jump shot from 23 ft,28,30
122,2,10:59.0,Defensive rebound by D. Harris,,28,30
123,2,10:52.0,J. Barea makes 2-pt jump shot from 16 ft,,30,30
124,2,10:32.0,,A. Aminu misses 2-pt jump shot from 3 ft,30,30
125,2,10:32.0,,Offensive rebound by Team,30,30
126,2,10:23.0,,A. Crabbe misses 2-pt jump shot from 15 ft,30,30
127,2,10:22.0,,Offensive rebound by A. Crabbe,30,30
128,2,10:18.0,,E. Davis misses 2-pt layup from 2 ft,30,30
129,2,10:17.0,Defensive rebound by D. Lee,,30,30
130,2,10:06.0,Turnover by D. Harris (bad pass; steal by A. Aminu),,30,30
131,2,10:03.0,,E. Davis makes 2-pt jump shot from 4 ft (assist by A. Aminu),30,32
132,2,10:03.0,,Shooting foul by D. Harris (drawn by E. Davis),30,32
133,2,10:03.0,,E. Davis makes free throw 1 of 1,30,33
134,2,9:41.0,D. Harris makes 2-pt jump shot from 15 ft (assist by D. Nowitzki),,32,33
135,2,9:28.0,,C. McCollum misses 2-pt layup from 2 ft,32,33
136,2,9:27.0,,Offensive rebound by E. Davis,32,33
137,2,9:27.0,,E. Davis makes 2-pt layup from 1 ft,32,35
138,2,9:15.0,J. Barea makes 2-pt jump shot from 8 ft,,34,35
139,2,9:00.0,,C. McCollum makes 2-pt layup from 1 ft,34,37
140,2,8:49.0,J. Barea misses 2-pt jump shot from 5 ft (block by A. Aminu),,34,37
141,2,8:49.0,Offensive rebound by Team,,34,37
142,2,8:49.0,Official timeout,,34,37
143,2,8:49.0,,B. Roberts enters the game for A. Crabbe,34,37
144,2,8:49.0,D. Williams enters the game for D. Nowitzki,,34,37
145,2,8:49.0,C. Villanueva enters the game for D. Lee,,34,37
146,2,8:49.0,S. Mejri enters the game for D. Harris,,34,37
147,2,8:49.0,W. Matthews enters the game for J. Anderson,,34,37
148,2,8:49.0,,M. Harkless enters the game for A. Aminu,34,37
149,2,8:45.0,Turnover by C. Villanueva (bad pass; steal by M. Harkless),,34,37
150,2,8:38.0,,C. McCollum misses 2-pt layup from 2 ft (block by C. Villanueva),34,37
151,2,8:35.0,,Offensive rebound by G. Henderson,34,37
152,2,8:35.0,,G. Henderson makes 2-pt dunk at rim,34,39
153,2,8:25.0,Turnover by D. Williams (lost ball; steal by E. Davis),,34,39
154,2,8:14.0,,B. Roberts makes 2-pt jump shot from 15 ft,34,41
155,2,8:14.0,Dallas full timeout,,34,41
156,2,8:00.0,J. Barea misses 2-pt jump shot from 1 ft,,34,41
157,2,8:00.0,Offensive rebound by J. Barea,,34,41
158,2,8:00.0,J. Barea misses 2-pt layup from 1 ft,,34,41
159,2,7:59.0,Offensive rebound by C. Villanueva,,34,41
160,2,7:59.0,C. Villanueva makes 2-pt layup at rim,,36,41
161,2,7:59.0,Shooting foul by E. Davis (drawn by C. Villanueva),,36,41
162,2,7:59.0,C. Villanueva makes free throw 1 of 1,,37,41
163,2,7:41.0,,C. McCollum misses 2-pt jump shot from 14 ft,37,41
164,2,7:40.0,,Offensive rebound by E. Davis,37,41
165,2,7:37.0,,E. Davis makes 2-pt layup from 1 ft,37,43
166,2,7:14.0,W. Matthews misses 3-pt jump shot from 24 ft,,37,43
167,2,7:13.0,,Defensive rebound by E. Davis,37,43
168,2,7:04.0,,C. McCollum misses 2-pt layup at rim,37,43
169,2,7:04.0,Defensive rebound by W. Matthews,,37,43
170,2,6:49.0,W. Matthews makes 3-pt jump shot from 24 ft,,40,43
171,2,6:18.0,,M. Harkless misses 2-pt layup from 2 ft,40,43
172,2,6:17.0,Defensive rebound by C. Villanueva,,40,43
173,2,6:04.0,W. Matthews misses 2-pt jump shot from 17 ft,,40,43
174,2,6:03.0,,Defensive rebound by B. Roberts,40,43
175,2,5:56.0,,B. Roberts misses 2-pt jump shot from 21 ft,40,43
176,2,5:55.0,Defensive rebound by W. Matthews,,40,43
177,2,5:46.0,Turnover by S. Mejri (traveling),,40,43
178,2,5:46.0,D. Nowitzki enters the game for C. Villanueva,,40,43
179,2,5:29.0,,G. Henderson makes 2-pt jump shot from 17 ft (assist by B. Roberts),40,45
180,2,5:14.0,Turnover by D. Nowitzki (bad pass; steal by B. Roberts),,40,45
181,2,5:13.0,,Personal foul by D. Williams,40,45
182,2,5:13.0,,A. Aminu enters the game for C. McCollum,40,45
183,2,5:13.0,,D. Lillard enters the game for G. Henderson,40,45
184,2,5:13.0,D. Harris enters the game for J. Barea,,40,45
185,2,5:07.0,,Personal foul by D. Williams,40,45
186,2,5:03.0,,Offensive foul by E. Davis (drawn by D. Harris),40,45
187,2,5:03.0,,Turnover by E. Davis (offensive foul),40,45
188,2,5:03.0,,M. Plumlee enters the game for E. Davis,40,45
189,2,4:52.0,,Violation by M. Plumlee (kicked ball),40,45
190,2,4:46.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,40,45
191,2,4:45.0,,Defensive rebound by M. Harkless,40,45
192,2,4:36.0,,D. Lillard misses 3-pt jump shot from 24 ft,40,45
193,2,4:35.0,Defensive rebound by D. Nowitzki,,40,45
194,2,4:18.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),,43,45
195,2,3:55.0,,A. Aminu misses 3-pt jump shot from 24 ft,43,45
196,2,3:55.0,Defensive rebound by S. Mejri,,43,45
197,2,3:44.0,D. Williams makes 2-pt jump shot from 6 ft,,45,45
198,2,3:43.0,,Portland full timeout,45,45
199,2,3:43.0,,C. McCollum enters the game for B. Roberts,45,45
200,2,3:31.0,,D. Lillard makes 2-pt jump shot from 3 ft,45,47
201,2,3:18.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by D. Williams),,47,47
202,2,3:02.0,,A. Aminu makes 2-pt jump shot from 4 ft,47,49
203,2,3:02.0,Violation by S. Mejri (def goaltending),,47,49
204,2,2:50.0,W. Matthews makes 2-pt jump shot from 13 ft (assist by D. Williams),,49,49
205,2,2:39.0,,D. Lillard misses 3-pt jump shot from 24 ft,49,49
206,2,2:39.0,Defensive rebound by D. Nowitzki,,49,49
207,2,2:17.0,W. Matthews misses 3-pt jump shot from 24 ft,,49,49
208,2,2:16.0,,Defensive rebound by A. Aminu,49,49
209,2,2:08.0,,C. McCollum misses 2-pt jump shot from 21 ft,49,49
210,2,2:07.0,Defensive rebound by S. Mejri,,49,49
211,2,1:53.0,Personal foul by C. McCollum,,49,49
212,2,1:53.0,,Technical foul by C. McCollum,49,49
213,2,1:53.0,Technical foul by D. Williams,,49,49
214,2,1:49.0,S. Mejri makes 2-pt layup from 1 ft,,51,49
215,2,1:35.0,,Shooting foul by D. Harris (drawn by A. Aminu),51,49
216,2,1:35.0,Technical foul by S. Mejri,,51,49
217,2,1:35.0,,D. Lillard makes technical free throw,51,50
218,2,1:35.0,,A. Aminu makes free throw 1 of 2,51,51
219,2,1:35.0,,A. Aminu makes free throw 2 of 2,51,52
220,2,1:24.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Williams),,53,52
221,2,1:07.0,,D. Lillard makes 2-pt layup from 3 ft (assist by M. Plumlee),53,54
222,2,0:59.0,D. Williams misses 3-pt jump shot from 24 ft,,53,54
223,2,0:59.0,,Defensive rebound by M. Harkless,53,54
224,2,0:47.0,,D. Lillard makes 3-pt jump shot from 24 ft,53,57
225,2,0:47.0,Dallas full timeout,,53,57
226,2,0:35.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,53,57
227,2,0:34.0,,Defensive rebound by D. Lillard,53,57
228,2,0:24.0,,D. Lillard misses 2-pt layup from 2 ft,53,57
229,2,0:23.0,Defensive rebound by S. Mejri,,53,57
230,2,0:20.0,Turnover by S. Mejri (lost ball; steal by D. Lillard),,53,57
231,2,0:15.0,,Portland full timeout,53,57
232,2,0:15.0,R. Felton enters the game for D. Nowitzki,,53,57
233,2,0:15.0,,A. Crabbe enters the game for A. Aminu,53,57
234,2,0:15.0,,B. Roberts enters the game for M. Harkless,53,57
235,2,0:15.0,,A. Aminu enters the game for M. Plumlee,53,57
236,2,0:05.0,,D. Lillard misses 3-pt jump shot from 26 ft,53,57
237,2,0:05.0,Defensive rebound by S. Mejri,,53,57
238,2,0:00.0,R. Felton misses 3-pt jump shot from 43 ft,,53,57
239,2,0:00.0,Offensive rebound by Team,,53,57
240,3,11:35.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,53,57
241,3,11:33.0,,Defensive rebound by M. Harkless,53,57
242,3,11:25.0,,D. Lillard makes 2-pt jump shot from 19 ft,53,59
243,3,11:05.0,W. Matthews misses 3-pt jump shot from 24 ft,,53,59
244,3,11:05.0,,Defensive rebound by M. Plumlee,53,59
245,3,10:55.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),53,62
246,3,10:27.0,D. Williams makes 2-pt jump shot from 18 ft,,55,62
247,3,10:13.0,,Turnover by D. Lillard (bad pass; steal by R. Felton),55,62
248,3,10:09.0,R. Felton makes 2-pt layup from 1 ft,,57,62
249,3,9:49.0,,A. Aminu misses 2-pt jump shot from 21 ft,57,62
250,3,9:48.0,Defensive rebound by D. Nowitzki,,57,62
251,3,9:26.0,S. Mejri misses 2-pt layup from 2 ft (block by M. Harkless),,57,62
252,3,9:24.0,Offensive rebound by S. Mejri,,57,62
253,3,9:21.0,S. Mejri makes 2-pt layup from 1 ft,,59,62
254,3,9:05.0,,Shooting block foul by S. Mejri (drawn by M. Harkless),59,62
255,3,9:05.0,,M. Harkless makes free throw 1 of 2,59,63
256,3,9:05.0,,M. Harkless makes free throw 2 of 2,59,64
257,3,8:51.0,D. Williams misses 2-pt jump shot from 14 ft,,59,64
258,3,8:50.0,Offensive rebound by S. Mejri,,59,64
259,3,8:48.0,Turnover by S. Mejri (bad pass; steal by M. Plumlee),,59,64
260,3,8:41.0,,M. Harkless misses 3-pt jump shot from 22 ft,59,64
261,3,8:40.0,Defensive rebound by D. Williams,,59,64
262,3,8:30.0,S. Mejri misses 2-pt layup from 1 ft (block by M. Plumlee),,59,64
263,3,8:29.0,,Defensive rebound by M. Plumlee,59,64
264,3,8:17.0,,M. Plumlee makes 2-pt hook shot from 2 ft (assist by C. McCollum),59,66
265,3,8:17.0,Dallas full timeout,,59,66
266,3,8:06.0,S. Mejri misses 2-pt layup from 1 ft (block by D. Lillard),,59,66
267,3,8:05.0,,Defensive rebound by M. Plumlee,59,66
268,3,7:59.0,,M. Plumlee misses 2-pt jump shot from 5 ft,59,66
269,3,7:58.0,,Offensive rebound by M. Plumlee,59,66
270,3,7:53.0,,D. Lillard misses 3-pt jump shot from 25 ft,59,66
271,3,7:53.0,Defensive rebound by S. Mejri,,59,66
272,3,7:36.0,W. Matthews makes 2-pt hook shot from 4 ft,,61,66
273,3,7:16.0,,M. Harkless misses 2-pt layup from 1 ft,61,66
274,3,7:15.0,Defensive rebound by D. Nowitzki,,61,66
275,3,7:00.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,61,66
276,3,7:00.0,,Defensive rebound by A. Aminu,61,66
277,3,6:49.0,,M. Harkless misses 3-pt jump shot from 23 ft,61,66
278,3,6:48.0,Defensive rebound by R. Felton,,61,66
279,3,6:33.0,W. Matthews misses 2-pt jump shot from 7 ft,,61,66
280,3,6:32.0,,Defensive rebound by A. Aminu,61,66
281,3,6:19.0,,M. Plumlee makes 2-pt dunk at rim,61,68
282,3,6:00.0,S. Mejri misses 2-pt layup at rim,,61,68
283,3,6:00.0,,Defensive rebound by Team,61,68
284,3,5:45.0,,Turnover by D. Lillard (bad pass; steal by S. Mejri),61,68
285,3,5:35.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),,64,68
286,3,5:15.0,,C. McCollum makes 2-pt jump shot from 9 ft (assist by D. Lillard),64,70
287,3,5:01.0,R. Felton misses 2-pt layup from 2 ft,,64,70
288,3,5:01.0,,Defensive rebound by A. Aminu,64,70
289,3,4:52.0,,D. Lillard makes 3-pt jump shot from 24 ft,64,73
290,3,4:52.0,Dallas full timeout,,64,73
291,3,4:52.0,D. Harris enters the game for D. Nowitzki,,64,73
292,3,4:52.0,D. Lee enters the game for S. Mejri,,64,73
293,3,4:52.0,,G. Henderson enters the game for C. McCollum,64,73
294,3,4:52.0,,A. Crabbe enters the game for M. Harkless,64,73
295,3,4:52.0,,M. Harkless enters the game for A. Aminu,64,73
296,3,4:42.0,W. Matthews misses 3-pt jump shot from 23 ft,,64,73
297,3,4:42.0,,Defensive rebound by A. Crabbe,64,73
298,3,4:25.0,,Turnover by M. Plumlee (lost ball; steal by D. Williams),64,73
299,3,4:10.0,R. Felton misses 2-pt jump shot from 4 ft,,64,73
300,3,4:10.0,Offensive rebound by D. Lee,,64,73
301,3,4:06.0,D. Lee misses 2-pt hook shot from 2 ft,,64,73
302,3,4:06.0,,Defensive rebound by M. Plumlee,64,73
303,3,3:54.0,,M. Plumlee misses 2-pt layup from 1 ft,64,73
304,3,3:53.0,,Offensive rebound by M. Harkless,64,73
305,3,3:53.0,,M. Harkless makes 2-pt dunk at rim,64,75
306,3,3:52.0,Dallas full timeout,,64,75
307,3,3:52.0,,E. Davis enters the game for M. Plumlee,64,75
308,3,3:52.0,J. Barea enters the game for R. Felton,,64,75
309,3,3:36.0,Turnover by D. Lee (lost ball; steal by E. Davis),,64,75
310,3,3:29.0,Technical foul by Team,,64,75
311,3,3:29.0,,D. Lillard makes technical free throw,64,76
312,3,3:29.0,,B. Roberts enters the game for M. Harkless,64,76
313,3,3:19.0,,Turnover by D. Lillard (bad pass; steal by D. Harris),64,76
314,3,3:07.0,J. Barea makes 2-pt jump shot from 14 ft,,66,76
315,3,2:46.0,,G. Henderson makes 2-pt jump shot from 8 ft,66,78
316,3,2:33.0,D. Lee makes 2-pt layup from 1 ft (assist by D. Williams),,68,78
317,3,2:17.0,,G. Henderson misses 3-pt jump shot from 22 ft,68,78
318,3,2:16.0,Defensive rebound by D. Harris,,68,78
319,3,2:08.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Williams),,71,78
320,3,1:43.0,,D. Lillard makes 2-pt jump shot from 3 ft,71,80
321,3,1:31.0,Turnover by D. Williams (traveling),,71,80
322,3,1:31.0,,C. McCollum enters the game for D. Lillard,71,80
323,3,1:15.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by E. Davis),71,83
324,3,0:59.0,D. Harris makes 2-pt layup from 1 ft,,73,83
325,3,0:35.0,,Turnover by Team (shot clock),73,83
326,3,0:29.0,D. Williams misses 2-pt jump shot from 14 ft,,73,83
327,3,0:28.0,,Defensive rebound by E. Davis,73,83
328,3,0:10.0,,C. McCollum misses 2-pt jump shot from 16 ft,73,83
329,3,0:09.0,Defensive rebound by D. Lee,,73,83
330,3,0:00.0,D. Harris misses 3-pt jump shot from 30 ft,,73,83
331,3,0:00.0,Offensive rebound by Team,,73,83
332,4,11:44.0,,G. Henderson misses 3-pt jump shot from 24 ft,73,83
333,4,11:43.0,Defensive rebound by D. Harris,,73,83
334,4,11:29.0,D. Harris misses 2-pt layup from 1 ft (block by A. Crabbe),,73,83
335,4,11:28.0,,Defensive rebound by E. Davis,73,83
336,4,11:21.0,,A. Aminu misses 3-pt jump shot from 24 ft,73,83
337,4,11:20.0,,Offensive rebound by E. Davis,73,83
338,4,11:17.0,,G. Henderson makes 2-pt dunk at rim (assist by E. Davis),73,85
339,4,10:55.0,D. Harris misses 3-pt jump shot from 24 ft,,73,85
340,4,10:53.0,Offensive rebound by Team,,73,85
341,4,10:36.0,J. Barea misses 3-pt jump shot from 24 ft,,73,85
342,4,10:35.0,,Defensive rebound by A. Aminu,73,85
343,4,10:29.0,,Shooting foul by J. Barea (drawn by C. McCollum),73,85
344,4,10:29.0,,C. McCollum misses free throw 1 of 2,73,85
345,4,10:29.0,,Offensive rebound by Team,73,85
346,4,10:29.0,C. Villanueva enters the game for D. Harris,,73,85
347,4,10:29.0,,C. McCollum makes free throw 2 of 2,73,86
348,4,10:19.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,76,86
349,4,9:57.0,,Turnover by E. Davis (lost ball),76,86
350,4,9:57.0,,D. Lillard enters the game for A. Crabbe,76,86
351,4,9:51.0,J. Barea misses 2-pt jump shot from 7 ft,,76,86
352,4,9:50.0,,Defensive rebound by C. McCollum,76,86
353,4,9:44.0,,C. McCollum makes 2-pt jump shot from 14 ft,76,88
354,4,9:22.0,J. Barea misses 3-pt jump shot from 25 ft,,76,88
355,4,9:20.0,,Defensive rebound by A. Aminu,76,88
356,4,9:05.0,,D. Lillard misses 3-pt jump shot from 24 ft,76,88
357,4,9:04.0,Defensive rebound by D. Nowitzki,,76,88
358,4,8:51.0,Turnover by D. Nowitzki (lost ball),,76,88
359,4,8:51.0,Official timeout,,76,88
360,4,8:51.0,D. Williams enters the game for W. Matthews,,76,88
361,4,8:41.0,,Turnover by D. Lillard (bad pass; steal by J. Barea),76,88
362,4,8:37.0,J. Barea makes 2-pt layup at rim,,78,88
363,4,8:28.0,,Offensive foul by G. Henderson (drawn by J. Barea),78,88
364,4,8:28.0,,Turnover by G. Henderson (offensive foul),78,88
365,4,8:17.0,D. Williams misses 3-pt jump shot from 25 ft,,78,88
366,4,8:17.0,,Defensive rebound by D. Lillard,78,88
367,4,8:11.0,,Personal foul by C. Villanueva,78,88
368,4,8:11.0,Technical foul by J. Barea,,78,88
369,4,8:11.0,,D. Lillard makes technical free throw,78,89
370,4,8:05.0,,C. McCollum makes 2-pt layup at rim,78,91
371,4,7:49.0,R. Felton misses 2-pt layup at rim,,78,91
372,4,7:49.0,,Defensive rebound by G. Henderson,78,91
373,4,7:45.0,,A. Aminu makes 2-pt dunk at rim (assist by G. Henderson),78,93
374,4,7:45.0,Dallas full timeout,,78,93
375,4,7:45.0,W. Matthews enters the game for R. Felton,,78,93
376,4,7:45.0,S. Mejri enters the game for C. Villanueva,,78,93
377,4,7:29.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,78,93
378,4,7:29.0,,Defensive rebound by D. Lillard,78,93
379,4,7:18.0,,A. Aminu misses 3-pt jump shot from 24 ft,78,93
380,4,7:18.0,,Offensive rebound by G. Henderson,78,93
381,4,7:14.0,,G. Henderson misses 2-pt layup at rim (block by S. Mejri),78,93
382,4,7:13.0,Defensive rebound by D. Williams,,78,93
383,4,7:09.0,D. Nowitzki makes 2-pt dunk at rim (assist by J. Barea),,80,93
384,4,6:59.0,,Personal foul by D. Williams,80,93
385,4,6:59.0,,M. Plumlee enters the game for E. Davis,80,93
386,4,6:43.0,,D. Lillard makes 3-pt jump shot from 23 ft,80,96
387,4,6:28.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by S. Mejri),,82,96
388,4,6:16.0,Violation by S. Mejri (kicked ball),,82,96
389,4,6:12.0,,G. Henderson misses 2-pt jump shot from 19 ft,82,96
