,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:41.0,,L. James misses 2-pt jump shot from 15 ft,0,0
1,1,11:40.0,Defensive rebound by M. Ellis,,0,0
2,1,11:24.0,P. George makes 2-pt jump shot from 14 ft (assist by M. Ellis),,2,0
3,1,11:02.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by L. James),2,3
4,1,10:46.0,Shooting foul by R. Jefferson (drawn by P. George),,2,3
5,1,10:46.0,P. George makes free throw 1 of 2,,3,3
6,1,10:46.0,P. George makes free throw 2 of 2,,4,3
7,1,10:26.0,,K. Love misses 3-pt jump shot from 24 ft,4,3
8,1,10:25.0,,Offensive rebound by M. Williams,4,3
9,1,10:20.0,,M. Williams misses 2-pt layup from 2 ft (block by I. Mahinmi),4,3
10,1,10:17.0,Defensive rebound by P. George,,4,3
11,1,10:12.0,G. Hill misses 2-pt jump shot from 15 ft,,4,3
12,1,10:09.0,,Defensive rebound by T. Mozgov,4,3
13,1,10:05.0,,M. Williams misses 3-pt jump shot from 22 ft,4,3
14,1,10:03.0,Defensive rebound by I. Mahinmi,,4,3
15,1,9:45.0,I. Mahinmi makes 2-pt jump shot from 20 ft (assist by G. Hill),,6,3
16,1,9:24.0,,T. Mozgov makes 2-pt layup at rim (assist by K. Love),6,5
17,1,9:24.0,,Shooting foul by G. Hill (drawn by T. Mozgov),6,5
18,1,9:24.0,,T. Mozgov makes free throw 1 of 1,6,6
19,1,9:06.0,M. Ellis misses 2-pt jump shot from 15 ft,,6,6
20,1,9:05.0,,Defensive rebound by K. Love,6,6
21,1,8:57.0,,Shooting foul by I. Mahinmi (drawn by T. Mozgov),6,6
22,1,8:57.0,,T. Mozgov makes free throw 1 of 2,6,7
23,1,8:57.0,,T. Mozgov makes free throw 2 of 2,6,8
24,1,8:34.0,G. Hill misses 3-pt jump shot from 32 ft,,6,8
25,1,8:33.0,,Defensive rebound by L. James,6,8
26,1,8:30.0,,Turnover by L. James (bad pass),6,8
27,1,8:06.0,P. George misses 2-pt jump shot from 18 ft,,6,8
28,1,8:05.0,,Defensive rebound by K. Love,6,8
29,1,8:00.0,,Shooting foul by P. George (drawn by L. James),6,8
30,1,8:00.0,,L. James misses free throw 1 of 2,6,8
31,1,8:00.0,,Offensive rebound by Team,6,8
32,1,8:00.0,,L. James misses free throw 2 of 2,6,8
33,1,7:59.0,Defensive rebound by J. Hill,,6,8
34,1,7:36.0,G. Hill misses 2-pt jump shot from 14 ft,,6,8
35,1,7:35.0,Offensive rebound by G. Hill,,6,8
36,1,7:35.0,Personal foul by K. Love (drawn by G. Hill),,6,8
37,1,7:29.0,P. George misses 2-pt jump shot from 15 ft,,6,8
38,1,7:29.0,Offensive rebound by J. Hill,,6,8
39,1,7:19.0,Shooting foul by T. Mozgov (drawn by I. Mahinmi),,6,8
40,1,7:19.0,I. Mahinmi misses free throw 1 of 2,,6,8
41,1,7:19.0,Offensive rebound by Team,,6,8
42,1,7:19.0,I. Mahinmi misses free throw 2 of 2,,6,8
43,1,7:16.0,Offensive rebound by P. George,,6,8
44,1,7:13.0,P. George makes 2-pt layup at rim,,8,8
45,1,7:01.0,,L. James makes 2-pt layup from 1 ft (assist by M. Williams),8,10
46,1,6:47.0,I. Mahinmi misses 2-pt layup from 1 ft (block by T. Mozgov),,8,10
47,1,6:47.0,,Defensive rebound by K. Love,8,10
48,1,6:41.0,,M. Williams misses 2-pt jump shot from 18 ft,8,10
49,1,6:39.0,Defensive rebound by J. Hill,,8,10
50,1,6:34.0,I. Mahinmi makes 2-pt layup at rim (assist by P. George),,10,10
51,1,6:17.0,,K. Love misses 2-pt layup from 2 ft,10,10
52,1,6:16.0,Defensive rebound by P. George,,10,10
53,1,6:01.0,J. Hill misses 2-pt layup from 1 ft,,10,10
54,1,6:00.0,,Defensive rebound by T. Mozgov,10,10
55,1,5:51.0,,K. Love makes 3-pt jump shot from 22 ft (assist by M. Williams),10,13
56,1,5:48.0,Indiana full timeout,,10,13
57,1,5:29.0,J. Hill misses 2-pt hook shot from 5 ft,,10,13
58,1,5:27.0,,Defensive rebound by L. James,10,13
59,1,5:16.0,,L. James misses 2-pt layup from 1 ft,10,13
60,1,5:14.0,,Offensive rebound by T. Mozgov,10,13
61,1,5:11.0,,M. Williams misses 3-pt jump shot from 24 ft,10,13
62,1,5:11.0,Defensive rebound by J. Hill,,10,13
63,1,4:58.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Hill),,13,13
64,1,4:45.0,,K. Love misses 3-pt jump shot from 25 ft,13,13
65,1,4:45.0,,Offensive rebound by Team,13,13
66,1,4:45.0,,Personal foul by I. Mahinmi (drawn by T. Mozgov),13,13
67,1,4:45.0,L. Allen enters the game for J. Hill,,13,13
68,1,4:45.0,,M. Dellavedova enters the game for L. James,13,13
69,1,4:45.0,M. Turner enters the game for I. Mahinmi,,13,13
