,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
0,1,11:39.0,,Turnover by M. Conley (lost ball),0,0
1,1,11:23.0,P. Tucker misses 3-pt jump shot from 23 ft,,0,0
2,1,11:22.0,,Defensive rebound by Z. Randolph,0,0
3,1,11:10.0,,T. Allen misses 2-pt jump shot from 21 ft,0,0
4,1,11:09.0,Defensive rebound by E. Bledsoe,,0,0
5,1,11:00.0,E. Bledsoe misses 2-pt layup from 3 ft,,0,0
6,1,10:56.0,Offensive rebound by A. Len,,0,0
7,1,10:56.0,A. Len misses 2-pt layup at rim,,0,0
8,1,10:54.0,Offensive rebound by E. Bledsoe,,0,0
9,1,10:50.0,B. Knight misses 3-pt jump shot from 24 ft,,0,0
10,1,10:50.0,Offensive rebound by P. Tucker,,0,0
11,1,10:46.0,B. Knight makes 3-pt jump shot from 22 ft (assist by P. Tucker),,3,0
12,1,10:24.0,,T. Allen misses 2-pt layup from 2 ft,3,0
13,1,10:23.0,Defensive rebound by J. Leuer,,3,0
14,1,10:17.0,B. Knight makes 2-pt layup from 2 ft,,5,0
15,1,9:57.0,,J. Green misses 3-pt jump shot from 24 ft,5,0
16,1,9:57.0,Defensive rebound by Team,,5,0
17,1,9:56.0,,Loose ball foul by M. Gasol (drawn by E. Bledsoe),5,0
18,1,9:46.0,J. Leuer misses 2-pt jump shot from 16 ft,,5,0
19,1,9:45.0,,Defensive rebound by J. Green,5,0
20,1,9:37.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by M. Conley),5,2
21,1,9:24.0,A. Len makes 2-pt dunk at rim (assist by J. Leuer),,7,2
22,1,9:24.0,,Memphis full timeout,7,2
23,1,9:00.0,,Turnover by Team (shot clock),7,2
24,1,8:52.0,B. Knight makes 2-pt layup from 1 ft (assist by A. Len),,9,2
25,1,8:52.0,Shooting foul by M. Conley (drawn by B. Knight),,9,2
26,1,8:52.0,B. Knight makes free throw 1 of 1,,10,2
27,1,8:37.0,,Turnover by Z. Randolph (lost ball; steal by P. Tucker),10,2
28,1,8:24.0,E. Bledsoe makes 2-pt jump shot from 21 ft,,12,2
29,1,8:13.0,,M. Gasol makes 2-pt jump shot from 4 ft (assist by M. Conley),12,4
30,1,7:59.0,J. Leuer misses 2-pt jump shot from 8 ft,,12,4
31,1,7:57.0,,Defensive rebound by M. Gasol,12,4
32,1,7:48.0,,T. Allen misses 2-pt jump shot from 20 ft,12,4
33,1,7:47.0,Defensive rebound by P. Tucker,,12,4
34,1,7:36.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,12,4
35,1,7:35.0,,Defensive rebound by J. Green,12,4
36,1,7:29.0,,Personal foul by A. Len (drawn by J. Green),12,4
37,1,7:29.0,,C. Lee enters the game for T. Allen,12,4
38,1,7:19.0,,M. Conley makes 2-pt jump shot from 9 ft,12,6
39,1,7:06.0,Turnover by P. Tucker (traveling),,12,6
40,1,6:55.0,,M. Gasol misses 2-pt jump shot from 7 ft,12,6
41,1,6:52.0,Defensive rebound by E. Bledsoe,,12,6
42,1,6:48.0,Turnover by E. Bledsoe (lost ball; steal by M. Conley),,12,6
43,1,6:42.0,,J. Green makes 2-pt dunk at rim (assist by C. Lee),12,8
44,1,6:24.0,P. Tucker misses 3-pt jump shot from 23 ft,,12,8
45,1,6:23.0,,Defensive rebound by C. Lee,12,8
46,1,6:12.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by C. Lee),12,10
47,1,5:53.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,12,10
48,1,5:53.0,,Defensive rebound by Z. Randolph,12,10
49,1,5:31.0,,C. Lee misses 2-pt jump shot from 17 ft,12,10
50,1,5:29.0,Defensive rebound by A. Len,,12,10
51,1,5:18.0,,Offensive charge foul by B. Knight (drawn by J. Green),12,10
52,1,5:18.0,Turnover by B. Knight (offensive foul),,12,10
53,1,5:18.0,T. Warren enters the game for P. Tucker,,12,10
54,1,5:18.0,M. Teletović enters the game for A. Len,,12,10
55,1,5:18.0,,J. Green enters the game for M. Gasol,12,10
56,1,5:05.0,,M. Conley misses 2-pt jump shot from 5 ft (block by J. Leuer),12,10
57,1,5:03.0,Defensive rebound by J. Leuer,,12,10
58,1,4:49.0,M. Teletović misses 3-pt jump shot from 24 ft,,12,10
59,1,4:48.0,,Defensive rebound by J. Green,12,10
60,1,4:35.0,,C. Lee misses 2-pt layup from 1 ft,12,10
61,1,4:33.0,Defensive rebound by M. Teletović,,12,10
62,1,4:23.0,B. Knight misses 3-pt jump shot from 24 ft,,12,10
63,1,4:22.0,,Defensive rebound by Z. Randolph,12,10
64,1,4:11.0,,J. Green misses 2-pt layup from 1 ft,12,10
65,1,4:10.0,,Offensive rebound by J. Green,12,10
66,1,4:10.0,,J. Green makes 2-pt dunk at rim,12,12
67,1,4:10.0,Phoenix full timeout,,12,12
68,1,4:10.0,D. Booker enters the game for E. Bledsoe,,12,12
69,1,4:10.0,,M. Barnes enters the game for J. Green,12,12
70,1,3:48.0,D. Booker misses 2-pt jump shot from 15 ft,,12,12
71,1,3:46.0,,Defensive rebound by J. Green,12,12
72,1,3:32.0,,M. Conley makes 3-pt jump shot from 23 ft,12,15
73,1,3:16.0,B. Knight misses 2-pt jump shot from 3 ft (block by M. Conley),,12,15
74,1,3:14.0,,Defensive rebound by Z. Randolph,12,15
75,1,2:57.0,,Z. Randolph misses 2-pt hook shot from 4 ft,12,15
76,1,2:55.0,Defensive rebound by B. Knight,,12,15
77,1,2:52.0,D. Booker misses 2-pt layup from 2 ft (block by M. Barnes),,12,15
78,1,2:52.0,Offensive rebound by Team,,12,15
79,1,2:38.0,M. Teletović misses 3-pt jump shot from 24 ft,,12,15
80,1,2:38.0,,Defensive rebound by M. Barnes,12,15
81,1,2:29.0,,Def 3 sec tech foul by T. Warren,12,15
82,1,2:29.0,,C. Lee makes technical free throw,12,16
83,1,2:13.0,,Z. Randolph misses 2-pt jump shot from 7 ft,12,16
84,1,2:11.0,Defensive rebound by M. Teletović,,12,16
85,1,2:06.0,T. Warren makes 2-pt layup from 2 ft (assist by B. Knight),,14,16
86,1,1:42.0,,M. Conley misses 2-pt jump shot from 9 ft,14,16
87,1,1:37.0,Defensive rebound by M. Teletović,,14,16
88,1,1:31.0,Turnover by T. Warren (offensive foul),,14,16
89,1,1:31.0,,Offensive charge foul by T. Warren (drawn by C. Lee),14,16
90,1,1:31.0,,M. Chalmers enters the game for M. Conley,14,16
91,1,1:20.0,,Offensive foul by J. Green (drawn by T. Warren),14,16
92,1,1:20.0,,Turnover by J. Green (offensive foul),14,16
93,1,0:59.0,B. Knight misses 3-pt jump shot from 24 ft,,14,16
94,1,0:58.0,,Defensive rebound by C. Lee,14,16
95,1,0:57.0,,Turnover by C. Lee (lost ball; steal by T. Warren),14,16
96,1,0:55.0,J. Leuer misses 2-pt layup from 2 ft (block by C. Lee),,14,16
97,1,0:55.0,Offensive rebound by Team,,14,16
98,1,0:49.0,T. Warren makes 2-pt jump shot from 15 ft (assist by J. Leuer),,16,16
99,1,0:36.0,,Z. Randolph makes 2-pt hook shot from 4 ft (assist by J. Green),16,18
100,1,0:26.0,T. Warren misses 3-pt jump shot from 23 ft,,16,18
101,1,0:26.0,,Defensive rebound by J. Green,16,18
102,1,0:07.0,,M. Chalmers makes 2-pt jump shot from 4 ft,16,20
103,2,11:46.0,Turnover by E. Bledsoe (bad pass; steal by M. Barnes),,16,20
104,2,11:43.0,,Shooting foul by T. Warren (drawn by M. Barnes),16,20
105,2,11:43.0,,M. Barnes misses free throw 1 of 2,16,20
106,2,11:43.0,,Offensive rebound by Team,16,20
107,2,11:43.0,,M. Barnes makes free throw 2 of 2,16,21
108,2,11:30.0,M. Teletović misses 3-pt jump shot from 24 ft,,16,21
109,2,11:28.0,,Defensive rebound by M. Chalmers,16,21
110,2,11:16.0,,C. Lee misses 2-pt jump shot from 19 ft,16,21
111,2,11:14.0,Defensive rebound by A. Len,,16,21
112,2,11:08.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,16,21
113,2,11:05.0,,Defensive rebound by M. Chalmers,16,21
114,2,10:46.0,,M. Gasol misses 2-pt jump shot from 19 ft,16,21
115,2,10:45.0,Defensive rebound by E. Bledsoe,,16,21
116,2,10:35.0,Turnover by T. Warren (bad pass; steal by M. Chalmers),,16,21
117,2,10:29.0,,C. Lee makes 2-pt layup from 1 ft (assist by M. Chalmers),16,23
118,2,10:12.0,D. Booker misses 2-pt jump shot from 10 ft,,16,23
119,2,10:12.0,,Defensive rebound by Team,16,23
120,2,9:59.0,,Personal foul by M. Teletović (drawn by J. Green),16,23
121,2,9:59.0,,V. Carter enters the game for J. Green,16,23
122,2,9:59.0,R. Price enters the game for T. Warren,,16,23
123,2,9:50.0,,Turnover by M. Gasol (lost ball; steal by A. Len),16,23
124,2,9:47.0,Shooting foul by M. Barnes (drawn by E. Bledsoe),,16,23
125,2,9:47.0,E. Bledsoe makes free throw 1 of 2,,17,23
126,2,9:47.0,E. Bledsoe makes free throw 2 of 2,,18,23
127,2,9:25.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by C. Lee),18,25
128,2,9:10.0,D. Booker misses 2-pt jump shot from 17 ft,,18,25
129,2,9:08.0,Offensive rebound by R. Price,,18,25
130,2,8:59.0,M. Teletović misses 3-pt jump shot from 24 ft,,18,25
131,2,8:58.0,,Defensive rebound by C. Lee,18,25
132,2,8:46.0,,Turnover by M. Chalmers (bad pass; steal by M. Teletović),18,25
133,2,8:38.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,20,25
134,2,8:18.0,,C. Lee makes 2-pt jump shot from 14 ft,20,27
135,2,8:07.0,E. Bledsoe makes 2-pt layup from 3 ft,,22,27
136,2,8:07.0,,Memphis full timeout,22,27
137,2,7:50.0,,M. Gasol misses 2-pt hook shot from 6 ft,22,27
138,2,7:47.0,Defensive rebound by M. Teletović,,22,27
139,2,7:42.0,E. Bledsoe misses 2-pt layup from 2 ft,,22,27
140,2,7:39.0,,Defensive rebound by C. Lee,22,27
141,2,7:32.0,,Turnover by C. Lee (bad pass; steal by R. Price),22,27
142,2,7:24.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,25,27
143,2,7:01.0,,M. Barnes misses 3-pt jump shot from 24 ft,25,27
144,2,7:00.0,,Offensive rebound by M. Gasol,25,27
145,2,6:48.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Barnes),25,29
146,2,6:31.0,A. Len makes 2-pt jump shot from 5 ft (assist by E. Bledsoe),,27,29
147,2,6:15.0,,Personal foul by R. Price (drawn by V. Carter),27,29
148,2,6:15.0,J. Leuer enters the game for M. Teletović,,27,29
149,2,6:15.0,,J. Green enters the game for C. Lee,27,29
150,2,6:05.0,,V. Carter misses 3-pt jump shot from 24 ft,27,29
151,2,6:04.0,Defensive rebound by J. Leuer,,27,29
152,2,5:58.0,,Offensive charge foul by E. Bledsoe (drawn by M. Chalmers),27,29
153,2,5:58.0,Turnover by E. Bledsoe (offensive foul),,27,29
154,2,5:58.0,,Memphis full timeout,27,29
155,2,5:58.0,,M. Conley enters the game for M. Chalmers,27,29
156,2,5:42.0,,J. Green misses 2-pt jump shot from 14 ft,27,29
157,2,5:41.0,Defensive rebound by A. Len,,27,29
158,2,5:29.0,J. Leuer misses 3-pt jump shot from 23 ft,,27,29
159,2,5:29.0,,Defensive rebound by M. Conley,27,29
160,2,5:24.0,,Turnover by J. Green (bad pass; steal by R. Price),27,29
161,2,5:23.0,B. Knight enters the game for R. Price,,27,29
162,2,5:09.0,Turnover by A. Len (bad pass),,27,29
163,2,5:09.0,,Z. Randolph enters the game for V. Carter,27,29
164,2,4:46.0,,M. Gasol makes 2-pt hook shot from 6 ft (assist by M. Conley),27,31
165,2,4:35.0,D. Booker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,29,31
166,2,4:27.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),29,33
167,2,4:27.0,,Shooting foul by D. Booker (drawn by M. Gasol),29,33
168,2,4:27.0,P. Tucker enters the game for D. Booker,,29,33
169,2,4:27.0,,M. Gasol makes free throw 1 of 1,29,34
170,2,4:12.0,E. Bledsoe misses 2-pt layup from 2 ft,,29,34
171,2,4:10.0,,Defensive rebound by M. Gasol,29,34
172,2,3:54.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by J. Green),29,37
173,2,3:33.0,B. Knight misses 3-pt jump shot from 24 ft,,29,37
174,2,3:32.0,,Defensive rebound by M. Gasol,29,37
175,2,3:24.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by J. Green),29,39
176,2,3:01.0,J. Leuer makes 3-pt jump shot from 23 ft (assist by B. Knight),,32,39
177,2,2:37.0,,M. Conley misses 3-pt jump shot from 23 ft,32,39
178,2,2:36.0,,Offensive rebound by M. Barnes,32,39
179,2,2:20.0,,J. Green misses 2-pt jump shot from 13 ft,32,39
180,2,2:20.0,Defensive rebound by Team,,32,39
181,2,2:20.0,,Loose ball foul by M. Barnes (drawn by J. Leuer),32,39
182,2,2:20.0,Phoenix full timeout,,32,39
183,2,2:20.0,,C. Lee enters the game for M. Barnes,32,39
184,2,2:09.0,J. Leuer makes 2-pt layup from 1 ft,,34,39
185,2,1:54.0,,J. Green makes 2-pt jump shot from 4 ft,34,41
186,2,1:54.0,,Shooting foul by A. Len (drawn by J. Green),34,41
187,2,1:54.0,,J. Green misses free throw 1 of 1,34,41
188,2,1:52.0,Defensive rebound by J. Leuer,,34,41
189,2,1:45.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,37,41
190,2,1:23.0,,C. Lee misses 2-pt jump shot from 15 ft,37,41
191,2,1:20.0,Defensive rebound by E. Bledsoe,,37,41
192,2,1:15.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,39,41
193,2,0:55.0,,Z. Randolph misses 2-pt jump shot from 19 ft,39,41
194,2,0:55.0,Defensive rebound by J. Leuer,,39,41
195,2,0:40.0,Shooting foul by Z. Randolph (drawn by J. Leuer),,39,41
196,2,0:40.0,J. Leuer makes free throw 1 of 2,,40,41
197,2,0:40.0,J. Leuer makes free throw 2 of 2,,41,41
198,2,0:23.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by C. Lee),41,43
199,2,0:00.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,41,43
200,2,0:00.0,Offensive rebound by Team,,41,43
201,3,11:36.0,J. Leuer misses 2-pt layup from 2 ft (block by M. Gasol),,41,43
202,3,11:31.0,Offensive rebound by A. Len,,41,43
203,3,11:31.0,A. Len makes 2-pt dunk at rim,,43,43
204,3,11:16.0,,M. Gasol misses 2-pt jump shot from 7 ft,43,43
205,3,11:14.0,,Offensive rebound by J. Green,43,43
206,3,11:07.0,,T. Allen misses 2-pt jump shot from 3 ft,43,43
207,3,11:05.0,Defensive rebound by E. Bledsoe,,43,43
208,3,10:49.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,43,43
209,3,10:48.0,Offensive rebound by P. Tucker,,43,43
210,3,10:44.0,P. Tucker makes 2-pt layup from 2 ft,,45,43
211,3,10:30.0,,Shooting foul by J. Leuer (drawn by M. Gasol),45,43
212,3,10:30.0,,M. Gasol makes free throw 1 of 2,45,44
213,3,10:30.0,,M. Gasol makes free throw 2 of 2,45,45
214,3,10:09.0,Turnover by P. Tucker (lost ball; steal by M. Conley),,45,45
215,3,10:04.0,,Shooting foul by B. Knight (drawn by M. Conley),45,45
216,3,10:04.0,,M. Conley misses free throw 1 of 2,45,45
217,3,10:04.0,,Offensive rebound by Team,45,45
218,3,10:04.0,,M. Conley makes free throw 2 of 2,45,46
219,3,9:44.0,Turnover by J. Leuer (bad pass; steal by T. Allen),,45,46
220,3,9:41.0,,Turnover by T. Allen (bad pass; steal by E. Bledsoe),45,46
221,3,9:37.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,48,46
222,3,9:17.0,Offensive charge foul by J. Green (drawn by P. Tucker),,48,46
223,3,9:17.0,,Turnover by J. Green (offensive foul),48,46
224,3,9:17.0,,Violation by Team (delay of game),48,46
225,3,9:05.0,B. Knight misses 2-pt jump shot from 23 ft,,48,46
226,3,9:05.0,,Defensive rebound by Team,48,46
227,3,9:05.0,Loose ball foul by A. Len (drawn by Z. Randolph),,48,46
228,3,8:50.0,,M. Gasol misses 2-pt jump shot from 6 ft,48,46
229,3,8:48.0,Defensive rebound by P. Tucker,,48,46
230,3,8:36.0,B. Knight makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,51,46
231,3,8:31.0,,Memphis full timeout,51,46
232,3,8:31.0,,M. Chalmers enters the game for T. Allen,51,46
233,3,8:20.0,,Z. Randolph misses 2-pt jump shot from 7 ft,51,46
234,3,8:18.0,Defensive rebound by A. Len,,51,46
235,3,7:58.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,53,46
236,3,7:40.0,,M. Conley makes 2-pt layup from 3 ft,53,48
237,3,7:22.0,Turnover by B. Knight (lost ball; steal by M. Chalmers),,53,48
238,3,7:22.0,,Turnover by M. Chalmers (bad pass; steal by B. Knight),53,48
239,3,7:18.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,53,48
240,3,7:15.0,Offensive rebound by B. Knight,,53,48
241,3,7:12.0,P. Tucker misses 3-pt jump shot from 24 ft,,53,48
242,3,7:11.0,,Defensive rebound by M. Gasol,53,48
243,3,6:52.0,,J. Green makes 2-pt layup from 1 ft (assist by Z. Randolph),53,50
244,3,6:34.0,Turnover by P. Tucker (bad pass),,53,50
245,3,6:11.0,,Z. Randolph misses 2-pt jump shot from 6 ft,53,50
246,3,6:09.0,Defensive rebound by B. Knight,,53,50
247,3,5:57.0,Personal foul by M. Chalmers (drawn by E. Bledsoe),,53,50
248,3,5:57.0,E. Bledsoe makes free throw 1 of 3,,54,50
249,3,5:57.0,E. Bledsoe makes free throw 2 of 3,,55,50
250,3,5:57.0,M. Teletović enters the game for J. Leuer,,55,50
251,3,5:57.0,,M. Barnes enters the game for J. Green,55,50
252,3,5:57.0,E. Bledsoe makes free throw 3 of 3,,56,50
253,3,5:31.0,,M. Conley misses 3-pt jump shot from 24 ft,56,50
254,3,5:31.0,Defensive rebound by E. Bledsoe,,56,50
255,3,5:26.0,Shooting foul by M. Barnes (drawn by A. Len),,56,50
256,3,5:26.0,,Technical foul by M. Barnes,56,50
257,3,5:26.0,Technical foul by A. Len,,56,50
258,3,5:26.0,A. Len makes free throw 1 of 2,,57,50
259,3,5:26.0,A. Len makes free throw 2 of 2,,58,50
