,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:44.0,R. Westbrook makes 2-pt jump shot from 16 ft,,2,0
1,1,11:16.0,,Z. Pachulia misses 2-pt layup from 3 ft,2,0
2,1,11:14.0,Defensive rebound by K. Durant,,2,0
3,1,11:13.0,Shooting foul by D. Nowitzki (drawn by A. Roberson),,2,0
4,1,11:13.0,A. Roberson misses free throw 1 of 2,,2,0
5,1,11:13.0,Offensive rebound by Team,,2,0
6,1,11:13.0,A. Roberson makes free throw 2 of 2,,3,0
7,1,10:54.0,,D. Williams misses 2-pt layup from 1 ft,3,0
8,1,10:53.0,,Offensive rebound by Z. Pachulia,3,0
9,1,10:53.0,,Turnover by Z. Pachulia (bad pass),3,0
10,1,10:39.0,Turnover by K. Durant (bad pass; steal by Z. Pachulia),,3,0
11,1,10:27.0,,C. Parsons misses 2-pt jump shot from 4 ft,3,0
12,1,10:25.0,Defensive rebound by S. Ibaka,,3,0
13,1,10:19.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,6,0
14,1,10:02.0,,Personal foul by S. Ibaka,6,0
15,1,9:53.0,,Turnover by D. Nowitzki (bad pass),6,0
16,1,9:41.0,Turnover by K. Durant (lost ball; steal by C. Parsons),,6,0
17,1,9:18.0,,Shooting foul by R. Westbrook (drawn by Z. Pachulia),6,0
18,1,9:18.0,,Z. Pachulia makes free throw 1 of 2,6,1
19,1,9:18.0,,Z. Pachulia misses free throw 2 of 2,6,1
20,1,9:18.0,Defensive rebound by S. Ibaka,,6,1
21,1,9:10.0,Personal foul by C. Parsons,,6,1
22,1,9:03.0,S. Adams makes 2-pt layup from 1 ft (assist by S. Ibaka),,8,1
23,1,8:52.0,,W. Matthews misses 2-pt jump shot from 4 ft,8,1
24,1,8:50.0,,Offensive rebound by Z. Pachulia,8,1
25,1,8:50.0,,Z. Pachulia makes 2-pt layup from 2 ft,8,3
26,1,8:39.0,Shooting foul by C. Parsons (drawn by K. Durant),,8,3
27,1,8:39.0,K. Durant makes free throw 1 of 2,,9,3
28,1,8:39.0,,R. Felton enters the game for C. Parsons,9,3
29,1,8:39.0,K. Durant makes free throw 2 of 2,,10,3
30,1,8:27.0,,D. Nowitzki misses 2-pt layup from 2 ft,10,3
31,1,8:25.0,Defensive rebound by K. Durant,,10,3
32,1,8:11.0,K. Durant misses 3-pt jump shot from 29 ft,,10,3
33,1,8:11.0,,Defensive rebound by D. Williams,10,3
34,1,8:00.0,,D. Williams misses 3-pt jump shot from 26 ft,10,3
35,1,7:59.0,Defensive rebound by S. Adams,,10,3
36,1,7:42.0,S. Ibaka misses 2-pt jump shot from 20 ft,,10,3
37,1,7:42.0,,Defensive rebound by R. Felton,10,3
38,1,7:30.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,10,3
39,1,7:29.0,Defensive rebound by S. Adams,,10,3
40,1,7:22.0,R. Westbrook makes 2-pt jump shot from 10 ft,,12,3
41,1,7:21.0,,Dallas full timeout,12,3
42,1,7:12.0,,R. Felton misses 2-pt layup from 2 ft,12,3
43,1,7:11.0,Defensive rebound by K. Durant,,12,3
44,1,7:05.0,A. Roberson makes 3-pt jump shot from 25 ft (assist by K. Durant),,15,3
45,1,6:48.0,,W. Matthews misses 3-pt jump shot from 25 ft (block by K. Durant),15,3
46,1,6:47.0,,Offensive rebound by W. Matthews,15,3
47,1,6:44.0,,W. Matthews makes 3-pt jump shot from 22 ft,15,6
48,1,6:30.0,R. Westbrook makes 2-pt layup from 1 ft,,17,6
49,1,6:18.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by W. Matthews),17,8
50,1,6:01.0,S. Ibaka makes 2-pt jump shot from 11 ft,,19,8
51,1,5:47.0,,R. Felton makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),19,10
52,1,5:32.0,S. Ibaka misses 2-pt jump shot from 20 ft,,19,10
53,1,5:31.0,,Defensive rebound by R. Felton,19,10
54,1,5:26.0,,Shooting block foul by A. Roberson (drawn by D. Williams),19,10
55,1,5:26.0,,D. Williams makes free throw 1 of 2,19,11
56,1,5:26.0,,D. Lee enters the game for D. Nowitzki,19,11
57,1,5:26.0,D. Waiters enters the game for K. Durant,,19,11
58,1,5:26.0,,D. Williams makes free throw 2 of 2,19,12
59,1,5:05.0,D. Waiters misses 3-pt jump shot from 25 ft,,19,12
60,1,5:04.0,,Defensive rebound by D. Williams,19,12
61,1,4:51.0,,R. Felton misses 3-pt jump shot from 24 ft,19,12
62,1,4:51.0,,Offensive rebound by D. Lee,19,12
63,1,4:34.0,,D. Lee makes 2-pt layup from 2 ft (assist by R. Felton),19,14
64,1,4:34.0,,Shooting foul by S. Adams (drawn by D. Lee),19,14
65,1,4:34.0,K. Singler enters the game for A. Roberson,,19,14
66,1,4:34.0,,D. Lee misses free throw 1 of 1,19,14
67,1,4:34.0,Defensive rebound by S. Ibaka,,19,14
68,1,4:34.0,Personal foul by Z. Pachulia,,19,14
69,1,4:34.0,,Personal foul by S. Adams,19,14
70,1,4:34.0,E. Freedom enters the game for S. Adams,,19,14
71,1,4:24.0,K. Singler misses 3-pt jump shot from 24 ft,,19,14
72,1,4:24.0,Offensive rebound by K. Singler,,19,14
73,1,4:14.0,K. Singler misses 3-pt jump shot from 24 ft,,19,14
74,1,4:14.0,Offensive rebound by E. Freedom,,19,14
75,1,4:14.0,,Loose ball foul by D. Lee,19,14
76,1,4:07.0,R. Westbrook makes 2-pt jump shot from 15 ft,,21,14
77,1,3:57.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),21,17
78,1,3:42.0,R. Westbrook misses 2-pt layup from 2 ft,,21,17
79,1,3:40.0,,Defensive rebound by D. Lee,21,17
80,1,3:35.0,,W. Matthews misses 3-pt jump shot from 25 ft,21,17
81,1,3:34.0,Defensive rebound by Team,,21,17
82,1,3:34.0,Oklahoma City full timeout,,21,17
83,1,3:25.0,Personal foul by D. Williams,,21,17
84,1,3:25.0,R. Westbrook makes free throw 1 of 2,,22,17
85,1,3:25.0,R. Westbrook makes free throw 2 of 2,,23,17
86,1,3:11.0,,D. Williams misses 2-pt jump shot from 9 ft,23,17
87,1,3:10.0,Defensive rebound by E. Freedom,,23,17
88,1,3:01.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,25,17
89,1,2:44.0,,D. Williams misses 3-pt jump shot from 25 ft,25,17
90,1,2:43.0,Defensive rebound by K. Singler,,25,17
91,1,2:32.0,R. Westbrook misses 3-pt jump shot from 25 ft,,25,17
92,1,2:32.0,Offensive rebound by Team,,25,17
93,1,2:26.0,,J. Barea enters the game for W. Matthews,25,17
94,1,2:26.0,,D. Nowitzki enters the game for D. Williams,25,17
95,1,2:26.0,,D. Harris enters the game for Z. Pachulia,25,17
96,1,2:26.0,Shooting foul by D. Lee (drawn by E. Freedom),,25,17
97,1,2:26.0,,Violation by Team (delay of game),25,17
98,1,2:26.0,E. Freedom makes free throw 1 of 2,,26,17
99,1,2:26.0,K. Durant enters the game for R. Westbrook,,26,17
100,1,2:26.0,N. Collison enters the game for S. Ibaka,,26,17
101,1,2:26.0,,S. Mejri enters the game for D. Lee,26,17
102,1,2:26.0,E. Freedom makes free throw 2 of 2,,27,17
103,1,2:11.0,,Personal foul by N. Collison,27,17
104,1,2:11.0,,D. Nowitzki makes free throw 1 of 2,27,18
105,1,2:11.0,,D. Nowitzki makes free throw 2 of 2,27,19
106,1,1:59.0,Turnover by K. Durant (lost ball; steal by D. Harris),,27,19
107,1,1:55.0,,Turnover by D. Harris (bad pass; steal by K. Durant),27,19
108,1,1:54.0,E. Freedom makes 2-pt layup from 1 ft,,29,19
109,1,1:44.0,,Shooting foul by K. Singler (drawn by D. Harris),29,19
110,1,1:44.0,,D. Harris misses free throw 1 of 3,29,19
111,1,1:44.0,,Offensive rebound by Team,29,19
112,1,1:44.0,,D. Harris misses free throw 2 of 3,29,19
113,1,1:44.0,,Offensive rebound by Team,29,19
114,1,1:44.0,,D. Harris makes free throw 3 of 3,29,20
115,1,1:38.0,,Violation by R. Felton (kicked ball),29,20
116,1,1:35.0,,Violation by D. Harris (kicked ball),29,20
117,1,1:27.0,K. Durant misses 2-pt jump shot from 3 ft (block by S. Mejri),,29,20
118,1,1:27.0,Offensive rebound by Team,,29,20
119,1,1:27.0,Inbound foul by D. Harris,,29,20
120,1,1:27.0,K. Durant makes free throw 1 of 2,,30,20
121,1,1:27.0,K. Durant makes free throw 2 of 2,,31,20
122,1,1:14.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by R. Felton),31,22
123,1,0:58.0,E. Freedom misses 2-pt jump shot from 7 ft,,31,22
124,1,0:56.0,,Defensive rebound by S. Mejri,31,22
125,1,0:47.0,,Turnover by R. Felton (lost ball),31,22
126,1,0:32.0,N. Collison makes 2-pt hook shot from 7 ft (assist by K. Durant),,33,22
127,1,0:14.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),33,24
128,1,0:02.0,K. Durant misses 3-pt jump shot from 24 ft,,33,24
129,1,0:02.0,Offensive rebound by K. Singler,,33,24
130,1,0:01.0,K. Singler misses 2-pt jump shot from 9 ft (block by S. Mejri),,33,24
131,1,0:01.0,Offensive rebound by K. Singler,,33,24
132,2,11:47.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),33,26
