,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
49,1,5:55.0,,R. Rubio misses 2-pt layup at rim,9,17
50,1,5:54.0,Defensive rebound by J. Dudley,,9,17
51,1,5:48.0,Turnover by J. Wall (lost ball; steal by R. Rubio),,9,17
52,1,5:44.0,,Z. LaVine misses 2-pt layup at rim,9,17
53,1,5:42.0,,Offensive rebound by R. Rubio,9,17
54,1,5:40.0,,R. Rubio misses 2-pt jump shot from 11 ft,9,17
55,1,5:39.0,,Offensive rebound by G. Dieng,9,17
56,1,5:30.0,,K. Towns makes 2-pt layup from 1 ft,9,19
57,1,5:23.0,Turnover by O. Porter (bad pass),,9,19
58,1,5:23.0,N. Hilário enters the game for M. Gortat,,9,19
59,1,5:16.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by R. Rubio),9,21
60,1,5:07.0,J. Wall makes 2-pt layup from 1 ft,,11,21
61,1,4:45.0,,R. Rubio misses 3-pt jump shot from 25 ft,11,21
62,1,4:44.0,Defensive rebound by N. Hilário,,11,21
63,1,4:37.0,J. Dudley misses 3-pt jump shot from 24 ft,,11,21
64,1,4:35.0,Offensive rebound by J. Wall,,11,21
65,1,4:26.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by N. Hilário),,14,21
66,1,4:06.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),14,23
67,1,3:55.0,N. Hilário makes 2-pt hook shot from 5 ft (assist by J. Wall),,16,23
68,1,3:43.0,,Minnesota full timeout,16,23
69,1,3:43.0,A. Anderson enters the game for O. Porter,,16,23
70,1,3:30.0,,K. Towns misses 2-pt jump shot from 3 ft (block by N. Hilário),16,23
71,1,3:28.0,Defensive rebound by J. Dudley,,16,23
72,1,3:24.0,J. Wall misses 2-pt layup at rim,,16,23
73,1,3:21.0,Offensive rebound by B. Beal,,16,23
74,1,3:13.0,A. Anderson makes 2-pt layup from 2 ft,,18,23
75,1,2:48.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),18,26
76,1,2:30.0,,S. Muhammad enters the game for A. Wiggins,18,26
77,1,2:30.0,,T. Jones enters the game for R. Rubio,18,26
78,1,2:19.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by J. Dudley),,21,26
79,1,2:01.0,,Turnover by S. Muhammad (bad pass),21,26
80,1,1:47.0,B. Beal misses 2-pt jump shot from 19 ft,,21,26
81,1,1:46.0,,Defensive rebound by K. Towns,21,26
82,1,1:39.0,,G. Dieng misses 2-pt jump shot from 15 ft,21,26
83,1,1:38.0,Defensive rebound by N. Hilário,,21,26
84,1,1:34.0,Shooting foul by Z. LaVine (drawn by J. Wall),,21,26
85,1,1:34.0,J. Wall makes free throw 1 of 2,,22,26
86,1,1:34.0,,A. Payne enters the game for K. Towns,22,26
87,1,1:34.0,J. Wall makes free throw 2 of 2,,23,26
88,1,1:20.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by G. Dieng),23,29
89,1,1:00.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by J. Dudley),,26,29
90,1,0:53.0,,Z. LaVine misses 2-pt jump shot from 21 ft,26,29
91,1,0:52.0,Defensive rebound by N. Hilário,,26,29
92,1,0:42.0,Turnover by J. Wall (bad pass),,26,29
93,1,0:42.0,R. Sessions enters the game for J. Wall,,26,29
94,1,0:42.0,,G. Smith enters the game for G. Dieng,26,29
95,1,0:33.0,,Turnover by A. Payne (lost ball; steal by B. Beal),26,29
96,1,0:10.0,B. Beal makes 2-pt layup at rim,,28,29
97,1,0:10.0,Shooting foul by G. Smith (drawn by B. Beal),,28,29
98,1,0:10.0,B. Beal makes free throw 1 of 1,,29,29
99,1,0:03.0,,Personal foul by B. Beal (drawn by Z. LaVine),29,29
100,1,0:01.0,,Shooting foul by J. Dudley (drawn by Z. LaVine),29,29
101,1,0:01.0,,Z. LaVine makes free throw 1 of 3,29,30
102,1,0:01.0,,Z. LaVine makes free throw 2 of 3,29,31
103,1,0:01.0,M. Gortat enters the game for J. Dudley,,29,31
104,1,0:01.0,,Z. LaVine makes free throw 3 of 3,29,32
105,1,0:00.0,A. Anderson misses 3-pt jump shot from 58 ft,,29,32
106,1,0:00.0,Offensive rebound by Team,,29,32
107,2,11:42.0,N. Hilário misses 2-pt jump shot from 17 ft,,29,32
108,2,11:41.0,,Defensive rebound by S. Muhammad,29,32
109,2,11:28.0,,S. Muhammad misses 2-pt jump shot from 19 ft,29,32
110,2,11:26.0,Defensive rebound by J. Dudley,,29,32
111,2,11:17.0,B. Beal makes 2-pt jump shot from 5 ft (assist by N. Hilário),,31,32
112,2,11:00.0,,A. Payne misses 2-pt jump shot from 19 ft,31,32
113,2,10:59.0,Defensive rebound by R. Sessions,,31,32
114,2,10:54.0,R. Sessions makes 2-pt jump shot from 5 ft,,33,32
115,2,10:32.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by G. Smith),33,35
116,2,10:27.0,Turnover by R. Sessions (bad pass; steal by T. Prince),,33,35
117,2,10:21.0,,Personal foul by A. Anderson (drawn by S. Muhammad),33,35
118,2,10:14.0,,G. Smith makes 2-pt layup at rim,33,37
119,2,10:05.0,J. Dudley misses 3-pt jump shot from 24 ft,,33,37
120,2,10:04.0,,Defensive rebound by G. Smith,33,37
121,2,9:59.0,,A. Payne misses 2-pt jump shot from 3 ft (block by J. Dudley),33,37
122,2,9:58.0,,Offensive rebound by Team,33,37
123,2,9:56.0,,Shooting foul by A. Anderson (drawn by S. Muhammad),33,37
124,2,9:56.0,,S. Muhammad misses free throw 1 of 2,33,37
125,2,9:56.0,,Offensive rebound by Team,33,37
126,2,9:56.0,,S. Muhammad makes free throw 2 of 2,33,38
127,2,9:38.0,Shooting foul by T. Prince (drawn by B. Beal),,33,38
128,2,9:38.0,B. Beal makes free throw 1 of 2,,34,38
129,2,9:38.0,B. Beal makes free throw 2 of 2,,35,38
130,2,9:21.0,,Turnover by T. Jones (bad pass; steal by B. Beal),35,38
131,2,9:17.0,B. Beal makes 2-pt layup at rim,,37,38
132,2,9:17.0,Shooting foul by A. Payne (drawn by B. Beal),,37,38
133,2,9:17.0,B. Beal misses free throw 1 of 1,,37,38
134,2,9:16.0,,Defensive rebound by T. Prince,37,38
135,2,8:59.0,Offensive charge foul by A. Payne (drawn by J. Dudley),,37,38
136,2,8:59.0,,Turnover by A. Payne (offensive foul),37,38
137,2,8:59.0,Washington full timeout,,37,38
138,2,8:59.0,,K. Towns enters the game for A. Payne,37,38
139,2,8:45.0,N. Hilário makes 2-pt layup from 1 ft (assist by B. Beal),,39,38
140,2,8:29.0,,T. Jones misses 3-pt jump shot from 23 ft,39,38
141,2,8:28.0,,Offensive rebound by K. Towns,39,38
142,2,8:25.0,,Shooting foul by B. Beal (drawn by S. Muhammad),39,38
143,2,8:25.0,,S. Muhammad makes free throw 1 of 2,39,39
144,2,8:25.0,M. Gortat enters the game for N. Hilário,,39,39
145,2,8:25.0,,S. Muhammad makes free throw 2 of 2,39,40
146,2,8:08.0,M. Gortat misses 2-pt hook shot from 11 ft,,39,40
147,2,8:06.0,Offensive rebound by Team,,39,40
148,2,8:06.0,,R. Rubio enters the game for T. Jones,39,40
149,2,7:59.0,R. Sessions misses 3-pt jump shot from 25 ft,,39,40
150,2,7:58.0,,Defensive rebound by S. Muhammad,39,40
151,2,7:49.0,,Shooting foul by M. Gortat (drawn by G. Smith),39,40
152,2,7:49.0,,G. Smith makes free throw 1 of 2,39,41
153,2,7:49.0,,G. Smith makes free throw 2 of 2,39,42
154,2,7:36.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by B. Beal),,41,42
155,2,7:23.0,,Shooting block foul by J. Dudley (drawn by G. Smith),41,42
156,2,7:23.0,,G. Smith misses free throw 1 of 2,41,42
157,2,7:23.0,,Offensive rebound by Team,41,42
158,2,7:23.0,M. Morris enters the game for J. Dudley,,41,42
159,2,7:23.0,G. Temple enters the game for B. Beal,,41,42
160,2,7:23.0,J. Wall enters the game for R. Sessions,,41,42
161,2,7:23.0,,A. Wiggins enters the game for S. Muhammad,41,42
162,2,7:23.0,,G. Smith misses free throw 2 of 2,41,42
163,2,7:23.0,Defensive rebound by M. Gortat,,41,42
164,2,7:08.0,A. Anderson misses 3-pt jump shot from 24 ft,,41,42
165,2,7:07.0,,Defensive rebound by R. Rubio,41,42
166,2,6:53.0,,T. Prince misses 2-pt jump shot from 18 ft,41,42
167,2,6:51.0,Defensive rebound by A. Anderson,,41,42
168,2,6:41.0,Shooting foul by A. Wiggins (drawn by A. Anderson),,41,42
169,2,6:41.0,A. Anderson makes free throw 1 of 2,,42,42
170,2,6:41.0,,G. Dieng enters the game for G. Smith,42,42
171,2,6:41.0,,Z. LaVine enters the game for T. Prince,42,42
172,2,6:41.0,A. Anderson makes free throw 2 of 2,,43,42
173,2,6:29.0,,Shooting foul by G. Temple (drawn by A. Wiggins),43,42
174,2,6:29.0,,A. Wiggins misses free throw 1 of 2,43,42
175,2,6:29.0,,Offensive rebound by Team,43,42
176,2,6:29.0,,A. Wiggins makes free throw 2 of 2,43,43
177,2,6:18.0,G. Temple misses 3-pt jump shot from 25 ft,,43,43
178,2,6:16.0,Offensive rebound by G. Temple,,43,43
179,2,6:11.0,A. Anderson misses 3-pt jump shot from 26 ft,,43,43
180,2,6:10.0,Offensive rebound by G. Temple,,43,43
181,2,6:08.0,G. Temple makes 2-pt layup from 1 ft,,45,43
182,2,5:47.0,,Turnover by A. Wiggins (lost ball; steal by A. Anderson),45,43
183,2,5:38.0,J. Wall makes 2-pt dunk at rim,,47,43
184,2,5:36.0,,Minnesota full timeout,47,43
185,2,5:36.0,O. Porter enters the game for A. Anderson,,47,43
186,2,5:23.0,,Def 3 sec tech foul by M. Gortat,47,43
187,2,5:23.0,,R. Rubio makes technical free throw,47,44
188,2,5:17.0,,Z. LaVine makes 2-pt jump shot from 20 ft (assist by G. Dieng),47,46
189,2,4:55.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by O. Porter),,49,46
190,2,4:36.0,,Turnover by K. Towns (3 sec),49,46
191,2,4:24.0,O. Porter makes 3-pt jump shot from 22 ft (assist by M. Morris),,52,46
192,2,4:12.0,,Turnover by R. Rubio (bad pass; steal by J. Wall),52,46
193,2,3:52.0,J. Wall misses 3-pt jump shot from 24 ft,,52,46
194,2,3:51.0,,Defensive rebound by Z. LaVine,52,46
195,2,3:37.0,,Turnover by K. Towns (offensive foul),52,46
196,2,3:37.0,Offensive charge foul by K. Towns (drawn by M. Gortat),,52,46
197,2,3:37.0,B. Beal enters the game for G. Temple,,52,46
198,2,3:29.0,J. Wall misses 2-pt jump shot from 20 ft,,52,46
199,2,3:27.0,,Defensive rebound by Z. LaVine,52,46
200,2,3:21.0,,R. Rubio misses 2-pt jump shot from 19 ft,52,46
201,2,3:19.0,Defensive rebound by B. Beal,,52,46
202,2,3:13.0,O. Porter misses 3-pt jump shot from 24 ft,,52,46
203,2,3:10.0,,Defensive rebound by A. Wiggins,52,46
204,2,2:57.0,,Turnover by R. Rubio (bad pass; steal by O. Porter),52,46
205,2,2:42.0,M. Morris misses 2-pt jump shot from 20 ft,,52,46
206,2,2:41.0,,Defensive rebound by A. Wiggins,52,46
207,2,2:30.0,,Z. LaVine misses 2-pt jump shot from 18 ft,52,46
208,2,2:29.0,Defensive rebound by M. Morris,,52,46
209,2,2:27.0,Personal foul by G. Dieng (drawn by J. Wall),,52,46
210,2,2:27.0,Washington full timeout,,52,46
211,2,2:26.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,54,46
212,2,2:03.0,,Personal foul by M. Morris (drawn by R. Rubio),54,46
213,2,2:03.0,,R. Rubio makes free throw 1 of 2,54,47
214,2,2:03.0,N. Hilário enters the game for M. Morris,,54,47
215,2,2:03.0,,R. Rubio makes free throw 2 of 2,54,48
216,2,1:50.0,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),,56,48
217,2,1:30.0,,Turnover by Z. LaVine (discontinued dribble),56,48
218,2,1:30.0,G. Temple enters the game for B. Beal,,56,48
219,2,1:12.0,M. Gortat makes 2-pt jump shot from 6 ft (assist by G. Temple),,58,48
220,2,0:53.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),58,50
221,2,0:48.0,J. Wall misses 2-pt layup at rim (block by K. Towns),,58,50
222,2,0:47.0,,Defensive rebound by Z. LaVine,58,50
223,2,0:42.0,,Z. LaVine makes 2-pt layup from 1 ft,58,52
224,2,0:36.0,J. Wall misses 3-pt jump shot from 25 ft,,58,52
225,2,0:35.0,Offensive rebound by N. Hilário,,58,52
226,2,0:28.0,J. Wall misses 2-pt jump shot from 15 ft,,58,52
227,2,0:25.0,,Defensive rebound by G. Dieng,58,52
228,2,0:04.0,,A. Wiggins makes 2-pt jump shot from 5 ft,58,54
229,2,0:00.0,J. Wall makes 2-pt layup at rim,,60,54
230,3,11:46.0,Offensive foul by M. Gortat (drawn by R. Rubio),,60,54
231,3,11:46.0,Turnover by M. Gortat (offensive foul),,60,54
232,3,11:29.0,,K. Towns makes 2-pt jump shot from 18 ft,60,56
233,3,11:11.0,J. Wall misses 2-pt jump shot from 18 ft,,60,56
234,3,11:10.0,,Defensive rebound by K. Towns,60,56
235,3,10:54.0,,K. Towns misses 2-pt layup from 1 ft (block by M. Gortat),60,56
236,3,10:52.0,Defensive rebound by M. Morris,,60,56
237,3,10:45.0,O. Porter misses 2-pt jump shot from 19 ft,,60,56
238,3,10:42.0,,Defensive rebound by G. Dieng,60,56
239,3,10:31.0,,Z. LaVine misses 2-pt jump shot from 21 ft,60,56
240,3,10:30.0,Defensive rebound by M. Gortat,,60,56
241,3,10:17.0,Shooting foul by K. Towns (drawn by M. Morris),,60,56
242,3,10:17.0,M. Morris makes free throw 1 of 2,,61,56
243,3,10:17.0,M. Morris makes free throw 2 of 2,,62,56
244,3,9:58.0,,A. Wiggins misses 2-pt jump shot from 20 ft,62,56
245,3,9:57.0,Defensive rebound by J. Wall,,62,56
246,3,9:53.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,64,56
247,3,9:28.0,,K. Towns misses 2-pt jump shot from 19 ft,64,56
248,3,9:27.0,Defensive rebound by O. Porter,,64,56
249,3,9:23.0,Turnover by M. Gortat (lost ball),,64,56
250,3,9:10.0,,A. Wiggins makes 2-pt jump shot from 15 ft (assist by K. Towns),64,58
251,3,8:59.0,Turnover by J. Wall (bad pass; steal by Z. LaVine),,64,58
252,3,8:56.0,,Z. LaVine makes 2-pt dunk at rim,64,60
253,3,8:40.0,Personal foul by K. Towns (drawn by M. Gortat),,64,60
254,3,8:33.0,O. Porter misses 2-pt jump shot from 15 ft,,64,60
255,3,8:32.0,,Defensive rebound by R. Rubio,64,60
256,3,8:13.0,,A. Wiggins misses 2-pt jump shot from 16 ft,64,60
257,3,8:12.0,Defensive rebound by M. Morris,,64,60
258,3,8:00.0,M. Morris misses 3-pt jump shot from 24 ft,,64,60
259,3,7:59.0,,Defensive rebound by R. Rubio,64,60
260,3,7:46.0,,G. Dieng makes 2-pt jump shot from 4 ft,64,62
261,3,7:40.0,Personal foul by G. Dieng (drawn by M. Gortat),,64,62
262,3,7:40.0,B. Beal enters the game for O. Porter,,64,62
263,3,7:22.0,B. Beal makes 2-pt jump shot from 20 ft (assist by M. Morris),,66,62
264,3,7:04.0,,Z. LaVine misses 3-pt jump shot from 24 ft,66,62
265,3,7:03.0,Defensive rebound by J. Wall,,66,62
266,3,6:57.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,69,62
267,3,6:56.0,,Minnesota full timeout,69,62
268,3,6:40.0,,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),69,64
269,3,6:18.0,Turnover by G. Temple (lost ball; steal by G. Dieng),,69,64
270,3,6:10.0,,K. Towns misses 2-pt jump shot from 8 ft,69,64
271,3,6:09.0,Defensive rebound by M. Morris,,69,64
272,3,6:03.0,G. Temple misses 3-pt jump shot from 22 ft,,69,64
273,3,6:01.0,,Defensive rebound by K. Towns,69,64
274,3,5:43.0,,R. Rubio misses 2-pt jump shot from 20 ft,69,64
275,3,5:42.0,Defensive rebound by Team,,69,64
276,3,5:29.0,J. Wall makes 2-pt jump shot from 20 ft,,71,64
277,3,5:14.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),71,67
278,3,4:58.0,B. Beal misses 2-pt layup from 1 ft (block by K. Towns),,71,67
279,3,4:57.0,,Defensive rebound by G. Dieng,71,67
280,3,4:53.0,,Shooting foul by B. Beal (drawn by R. Rubio),71,67
281,3,4:53.0,,R. Rubio misses free throw 1 of 2,71,67
282,3,4:53.0,,Offensive rebound by Team,71,67
283,3,4:53.0,,R. Rubio makes free throw 2 of 2,71,68
284,3,4:43.0,M. Gortat misses 2-pt layup from 1 ft,,71,68
285,3,4:42.0,,Defensive rebound by G. Dieng,71,68
286,3,4:36.0,,Z. LaVine makes 2-pt layup from 2 ft,71,70
287,3,4:34.0,Washington full timeout,,71,70
288,3,4:34.0,Technical foul by M. Gortat,,71,70
289,3,4:34.0,A. Anderson enters the game for G. Temple,,71,70
290,3,4:34.0,,S. Muhammad enters the game for Z. LaVine,71,70
291,3,4:34.0,,R. Rubio makes technical free throw,71,71
292,3,4:16.0,M. Morris misses 3-pt jump shot from 23 ft,,71,71
293,3,4:15.0,,Defensive rebound by R. Rubio,71,71
294,3,3:59.0,,A. Wiggins makes 2-pt jump shot from 21 ft,71,73
295,3,3:52.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,73,73
296,3,3:37.0,Offensive charge foul by A. Wiggins (drawn by M. Morris),,73,73
297,3,3:37.0,,Turnover by A. Wiggins (offensive foul),73,73
298,3,3:37.0,,G. Smith enters the game for K. Towns,73,73
299,3,3:17.0,M. Gortat makes 2-pt jump shot from 13 ft,,75,73
300,3,2:51.0,,G. Dieng misses 3-pt jump shot from 24 ft,75,73
301,3,2:49.0,Defensive rebound by Team,,75,73
302,3,2:49.0,J. Dudley enters the game for M. Morris,,75,73
303,3,2:36.0,M. Gortat makes 2-pt jump shot from 4 ft (assist by J. Wall),,77,73
304,3,2:19.0,,S. Muhammad misses 3-pt jump shot from 23 ft,77,73
305,3,2:18.0,Defensive rebound by M. Gortat,,77,73
306,3,2:16.0,Personal foul by R. Rubio (drawn by B. Beal),,77,73
307,3,2:11.0,J. Wall misses 3-pt jump shot from 25 ft,,77,73
308,3,2:10.0,,Defensive rebound by S. Muhammad,77,73
309,3,1:52.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),77,75
310,3,1:40.0,Turnover by B. Beal (bad pass),,77,75
311,3,1:40.0,R. Sessions enters the game for J. Wall,,77,75
312,3,1:40.0,,A. Payne enters the game for G. Dieng,77,75
313,3,1:40.0,,T. Jones enters the game for R. Rubio,77,75
314,3,1:28.0,,Shooting foul by B. Beal (drawn by A. Wiggins),77,75
315,3,1:28.0,,A. Wiggins makes free throw 1 of 2,77,76
316,3,1:28.0,,A. Wiggins makes free throw 2 of 2,77,77
317,3,1:14.0,B. Beal makes 3-pt jump shot from 24 ft,,80,77
318,3,0:53.0,,A. Payne misses 2-pt jump shot from 19 ft,80,77
319,3,0:52.0,Defensive rebound by M. Gortat,,80,77
320,3,0:48.0,,Offensive charge foul by R. Sessions (drawn by T. Jones),80,77
321,3,0:48.0,Turnover by R. Sessions (offensive foul),,80,77
322,3,0:48.0,,Z. LaVine enters the game for A. Wiggins,80,77
323,3,0:48.0,N. Hilário enters the game for M. Gortat,,80,77
324,3,0:48.0,G. Temple enters the game for B. Beal,,80,77
325,3,0:38.0,Offensive charge foul by S. Muhammad (drawn by N. Hilário),,80,77
326,3,0:38.0,,Turnover by S. Muhammad (offensive foul),80,77
327,3,0:38.0,J. Wall enters the game for G. Temple,,80,77
328,3,0:31.0,J. Dudley makes 2-pt layup at rim (assist by J. Wall),,82,77
329,3,0:11.0,,Z. LaVine misses 3-pt jump shot from 23 ft,82,77
330,3,0:08.0,Defensive rebound by J. Wall,,82,77
331,3,0:01.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by J. Wall),,85,77
332,4,11:48.0,,S. Muhammad makes 2-pt jump shot from 12 ft (assist by Z. LaVine),85,79
333,4,11:30.0,Personal foul by Z. LaVine (drawn by R. Sessions),,85,79
334,4,11:19.0,Turnover by N. Hilário (bad pass),,85,79
335,4,11:09.0,,K. Towns misses 2-pt jump shot from 19 ft,85,79
336,4,11:07.0,,Offensive rebound by Team,85,79
337,4,11:00.0,,T. Jones misses 2-pt jump shot from 21 ft,85,79
338,4,10:59.0,,Offensive rebound by S. Muhammad,85,79
339,4,10:48.0,,Z. LaVine misses 2-pt jump shot from 14 ft,85,79
340,4,10:46.0,Defensive rebound by A. Anderson,,85,79
341,4,10:33.0,Shooting foul by A. Payne (drawn by N. Hilário),,85,79
342,4,10:33.0,N. Hilário misses free throw 1 of 2,,85,79
343,4,10:33.0,Offensive rebound by Team,,85,79
344,4,10:33.0,N. Hilário misses free throw 2 of 2,,85,79
345,4,10:32.0,Offensive rebound by Team,,85,79
346,4,10:19.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by G. Temple),,88,79
347,4,10:05.0,,T. Jones misses 3-pt jump shot from 24 ft,88,79
348,4,10:04.0,Defensive rebound by G. Temple,,88,79
349,4,9:58.0,A. Anderson makes 2-pt layup at rim,,90,79
350,4,9:58.0,,Minnesota full timeout,90,79
351,4,9:58.0,,R. Rubio enters the game for T. Jones,90,79
352,4,9:58.0,,G. Dieng enters the game for A. Payne,90,79
353,4,9:43.0,,Z. LaVine misses 3-pt jump shot from 24 ft,90,79
354,4,9:42.0,Defensive rebound by R. Sessions,,90,79
355,4,9:34.0,R. Sessions makes 2-pt jump shot from 12 ft,,92,79
356,4,9:08.0,,S. Muhammad makes 2-pt dunk at rim (assist by G. Dieng),92,81
357,4,8:49.0,N. Hilário misses 2-pt jump shot from 7 ft,,92,81
358,4,8:48.0,,Defensive rebound by S. Muhammad,92,81
359,4,8:30.0,,Turnover by G. Dieng (3 sec),92,81
360,4,8:16.0,R. Sessions misses 3-pt jump shot from 24 ft,,92,81
361,4,8:15.0,,Defensive rebound by K. Towns,92,81
362,4,8:09.0,,Personal foul by A. Anderson (drawn by S. Muhammad),92,81
363,4,8:09.0,,A. Wiggins enters the game for G. Dieng,92,81
364,4,8:09.0,J. Wall enters the game for R. Sessions,,92,81
365,4,8:09.0,B. Beal enters the game for G. Temple,,92,81
366,4,7:54.0,,Shooting foul by J. Dudley (drawn by S. Muhammad),92,81
367,4,7:54.0,,S. Muhammad makes free throw 1 of 2,92,82
368,4,7:54.0,,S. Muhammad makes free throw 2 of 2,92,83
369,4,7:38.0,N. Hilário makes 2-pt dunk at rim,,94,83
370,4,7:18.0,,R. Rubio misses 2-pt jump shot from 22 ft,94,83
371,4,7:17.0,Defensive rebound by N. Hilário,,94,83
372,4,6:58.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by N. Hilário),,97,83
373,4,6:44.0,,Turnover by K. Towns (traveling),97,83
374,4,6:40.0,Turnover by J. Wall (step out of bounds),,97,83
375,4,6:20.0,,Z. LaVine misses 2-pt jump shot from 10 ft,97,83
376,4,6:18.0,,Offensive rebound by S. Muhammad,97,83
377,4,6:06.0,,Shooting foul by A. Anderson (drawn by A. Wiggins),97,83
378,4,6:06.0,,A. Wiggins makes free throw 1 of 2,97,84
379,4,6:06.0,G. Temple enters the game for A. Anderson,,97,84
380,4,6:06.0,,A. Wiggins makes free throw 2 of 2,97,85
381,4,5:50.0,J. Wall misses 2-pt layup at rim,,97,85
382,4,5:49.0,,Defensive rebound by K. Towns,97,85
383,4,5:44.0,,A. Wiggins misses 2-pt jump shot from 5 ft,97,85
384,4,5:42.0,Defensive rebound by B. Beal,,97,85
385,4,5:19.0,G. Temple misses 3-pt jump shot from 22 ft,,97,85
386,4,5:18.0,,Defensive rebound by R. Rubio,97,85
387,4,5:05.0,,A. Wiggins misses 2-pt jump shot from 8 ft,97,85
388,4,5:03.0,,Offensive rebound by K. Towns,97,85
389,4,5:03.0,,K. Towns makes 2-pt layup from 1 ft,97,87
