,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
100,1,0:44.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by L. Galloway),,28,22
101,1,0:31.0,,Shooting foul by C. Anthony (drawn by M. Ginóbili),28,22
102,1,0:31.0,,M. Ginóbili makes free throw 1 of 2,28,23
103,1,0:31.0,K. Porziņģis enters the game for R. Lopez,,28,23
104,1,0:31.0,,M. Ginóbili makes free throw 2 of 2,28,24
105,1,0:13.0,C. Anthony misses 2-pt layup from 1 ft (block by K. Leonard),,28,24
106,1,0:12.0,,Defensive rebound by L. Aldridge,28,24
107,1,0:09.0,,Shooting block foul by L. Galloway (drawn by P. Mills),28,24
108,1,0:09.0,,P. Mills makes free throw 1 of 2,28,25
109,1,0:09.0,,D. West enters the game for L. Aldridge,28,25
110,1,0:09.0,,P. Mills makes free throw 2 of 2,28,26
111,1,0:02.0,Shooting foul by M. Ginóbili (drawn by K. Porziņģis),,28,26
112,1,0:02.0,K. Porziņģis makes free throw 1 of 2,,29,26
113,1,0:02.0,D. Williams enters the game for C. Anthony,,29,26
114,1,0:02.0,K. Porziņģis makes free throw 2 of 2,,30,26
115,1,0:00.0,,M. Ginóbili misses 3-pt jump shot from 31 ft,30,26
116,1,0:00.0,,Offensive rebound by Team,30,26
117,2,11:44.0,K. Porziņģis misses 2-pt hook shot at rim,,30,26
118,2,11:43.0,Offensive rebound by K. Porziņģis,,30,26
119,2,11:43.0,K. Porziņģis makes 2-pt dunk at rim,,32,26
120,2,11:29.0,,D. West misses 2-pt jump shot from 13 ft,32,26
121,2,11:28.0,Defensive rebound by D. Williams,,32,26
122,2,11:13.0,L. Thomas misses 2-pt jump shot from 3 ft,,32,26
123,2,11:12.0,,Defensive rebound by B. Diaw,32,26
124,2,11:02.0,,Shooting foul by L. Galloway (drawn by J. Simmons),32,26
125,2,11:02.0,,J. Simmons makes 2-pt layup from 1 ft (assist by D. West),32,28
126,2,11:02.0,,J. Simmons misses free throw 1 of 1,32,28
127,2,11:01.0,Defensive rebound by Team,,32,28
128,2,10:39.0,L. Galloway makes 2-pt layup from 2 ft,,34,28
129,2,10:21.0,,Shooting foul by L. Thomas (drawn by B. Diaw),34,28
130,2,10:21.0,,B. Diaw makes free throw 1 of 2,34,29
131,2,10:21.0,,B. Diaw makes free throw 2 of 2,34,30
132,2,10:08.0,Shooting foul by P. Mills (drawn by J. Grant),,34,30
133,2,10:08.0,J. Grant makes free throw 1 of 2,,35,30
134,2,10:08.0,A. Afflalo enters the game for L. Thomas,,35,30
135,2,10:08.0,J. Grant makes free throw 2 of 2,,36,30
136,2,9:54.0,,M. Ginóbili misses 2-pt layup from 1 ft,36,30
137,2,9:53.0,Defensive rebound by J. Grant,,36,30
138,2,9:47.0,L. Galloway misses 2-pt jump shot from 16 ft,,36,30
139,2,9:45.0,Offensive rebound by Team,,36,30
140,2,9:37.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Grant),,39,30
141,2,9:24.0,,D. West misses 2-pt jump shot from 16 ft,39,30
142,2,9:23.0,Defensive rebound by K. Porziņģis,,39,30
143,2,9:12.0,D. Williams misses 3-pt jump shot from 24 ft,,39,30
144,2,9:11.0,,Defensive rebound by B. Diaw,39,30
145,2,9:05.0,,J. Simmons misses 2-pt layup from 2 ft,39,30
146,2,9:04.0,,Offensive rebound by Team,39,30
147,2,9:04.0,,D. Green enters the game for M. Ginóbili,39,30
148,2,8:56.0,,D. West makes 2-pt jump shot from 19 ft (assist by P. Mills),39,32
149,2,8:40.0,Personal foul by B. Diaw (drawn by K. Porziņģis),,39,32
150,2,8:40.0,Official timeout,,39,32
151,2,8:24.0,J. Grant makes 2-pt jump shot from 9 ft,,41,32
152,2,8:12.0,,B. Diaw makes 2-pt layup from 1 ft (assist by D. Green),41,34
153,2,8:04.0,D. Williams misses 2-pt layup at rim,,41,34
154,2,8:03.0,,Defensive rebound by D. West,41,34
155,2,7:48.0,,D. West makes 2-pt jump shot from 7 ft,41,36
156,2,7:30.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,41,36
157,2,7:29.0,,Defensive rebound by D. West,41,36
158,2,7:22.0,,D. Green misses 2-pt jump shot from 15 ft,41,36
159,2,7:21.0,Defensive rebound by K. Porziņģis,,41,36
160,2,7:12.0,Offensive foul by K. Porziņģis (drawn by P. Mills),,41,36
161,2,7:12.0,Turnover by K. Porziņģis (offensive foul),,41,36
162,2,7:12.0,R. Lopez enters the game for K. Porziņģis,,41,36
163,2,7:12.0,C. Anthony enters the game for L. Galloway,,41,36
164,2,7:12.0,,T. Parker enters the game for P. Mills,41,36
165,2,7:12.0,,K. Leonard enters the game for J. Simmons,41,36
166,2,6:56.0,,B. Diaw makes 2-pt hook shot from 4 ft,41,38
167,2,6:43.0,Turnover by D. Williams (bad pass; steal by D. Green),,41,38
168,2,6:40.0,,D. Green misses 2-pt jump shot from 4 ft (block by A. Afflalo),41,38
169,2,6:39.0,,Offensive rebound by Team,41,38
170,2,6:30.0,,B. Diaw misses 2-pt hook shot from 5 ft,41,38
171,2,6:29.0,Defensive rebound by D. Williams,,41,38
172,2,6:10.0,C. Anthony misses 2-pt jump shot from 4 ft (block by D. West),,41,38
173,2,6:06.0,Offensive rebound by C. Anthony,,41,38
174,2,6:05.0,C. Anthony misses 2-pt layup at rim (block by D. West),,41,38
175,2,6:02.0,,Defensive rebound by T. Parker,41,38
176,2,5:58.0,,Shooting foul by J. Grant (drawn by D. West),41,38
177,2,5:58.0,,San Antonio full timeout,41,38
178,2,5:58.0,,L. Aldridge enters the game for B. Diaw,41,38
179,2,5:58.0,L. Thomas enters the game for J. Grant,,41,38
180,2,5:58.0,J. Calderón enters the game for D. Williams,,41,38
181,2,5:58.0,,D. West makes free throw 1 of 2,41,39
182,2,5:58.0,,D. West makes free throw 2 of 2,41,40
183,2,5:43.0,Turnover by J. Calderón (bad pass; steal by D. Green),,41,40
184,2,5:34.0,,D. West misses 2-pt jump shot from 18 ft,41,40
185,2,5:32.0,Defensive rebound by A. Afflalo,,41,40
186,2,5:25.0,C. Anthony misses 3-pt jump shot from 23 ft,,41,40
187,2,5:24.0,,Defensive rebound by L. Aldridge,41,40
188,2,4:58.0,,T. Parker misses 2-pt jump shot from 18 ft,41,40
189,2,4:57.0,,Offensive rebound by L. Aldridge,41,40
190,2,4:56.0,,Turnover by L. Aldridge (offensive goaltending),41,40
191,2,4:41.0,R. Lopez misses 2-pt jump shot from 16 ft,,41,40
192,2,4:40.0,,Defensive rebound by L. Aldridge,41,40
193,2,4:32.0,,Turnover by T. Parker (lost ball),41,40
194,2,4:23.0,Turnover by J. Calderón (bad pass; steal by K. Leonard),,41,40
195,2,4:18.0,,K. Leonard makes 2-pt dunk at rim,41,42
196,2,3:57.0,A. Afflalo misses 2-pt jump shot from 14 ft (block by D. West),,41,42
197,2,3:55.0,Offensive rebound by C. Anthony,,41,42
198,2,3:50.0,C. Anthony misses 2-pt jump shot from 16 ft,,41,42
199,2,3:49.0,,Defensive rebound by L. Aldridge,41,42
200,2,3:35.0,,L. Aldridge makes 2-pt jump shot from 8 ft (assist by T. Parker),41,44
201,2,3:28.0,New York full timeout,,41,44
202,2,3:28.0,K. Porziņģis enters the game for L. Thomas,,41,44
203,2,3:12.0,R. Lopez makes 2-pt jump shot from 8 ft (assist by A. Afflalo),,43,44
204,2,2:52.0,,K. Leonard misses 2-pt jump shot from 16 ft,43,44
205,2,2:50.0,,Offensive rebound by K. Leonard,43,44
206,2,2:46.0,,K. Leonard makes 2-pt jump shot from 6 ft,43,46
207,2,2:36.0,J. Calderón misses 2-pt jump shot from 15 ft,,43,46
208,2,2:35.0,,Defensive rebound by T. Parker,43,46
209,2,2:26.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. West),43,48
210,2,2:06.0,Shooting foul by D. West (drawn by C. Anthony),,43,48
211,2,2:06.0,C. Anthony makes free throw 1 of 2,,44,48
212,2,2:06.0,,T. Duncan enters the game for D. West,44,48
213,2,2:06.0,C. Anthony makes free throw 2 of 2,,45,48
214,2,1:57.0,,Turnover by T. Duncan (traveling),45,48
215,2,1:57.0,,Violation by Team (delay of game),45,48
216,2,1:41.0,C. Anthony misses 2-pt jump shot from 17 ft,,45,48
217,2,1:40.0,,Defensive rebound by T. Duncan,45,48
218,2,1:26.0,,Personal foul by C. Anthony (drawn by K. Leonard),45,48
219,2,1:12.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by T. Parker),45,50
220,2,0:57.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by A. Afflalo),,47,50
221,2,0:44.0,,L. Aldridge makes 2-pt jump shot from 4 ft,47,52
222,2,0:26.0,A. Afflalo makes 2-pt jump shot from 18 ft (assist by R. Lopez),,49,52
223,2,0:04.0,,L. Aldridge misses 2-pt jump shot from 17 ft,49,52
224,2,0:02.0,,Offensive rebound by K. Leonard,49,52
225,2,0:01.0,,K. Leonard misses 2-pt jump shot from 15 ft,49,52
226,2,0:00.0,Defensive rebound by K. Porziņģis,,49,52
227,3,11:36.0,J. Calderón misses 2-pt layup from 1 ft,,49,52
228,3,11:35.0,Offensive rebound by K. Porziņģis,,49,52
229,3,11:35.0,K. Porziņģis makes 2-pt layup from 1 ft,,51,52
230,3,11:22.0,,T. Duncan misses 2-pt layup from 1 ft,51,52
231,3,11:21.0,Defensive rebound by J. Calderón,,51,52
232,3,11:06.0,A. Afflalo misses 2-pt layup from 2 ft (block by D. Green),,51,52
233,3,11:05.0,,Defensive rebound by Team,51,52
234,3,10:53.0,,L. Aldridge misses 2-pt jump shot from 17 ft,51,52
235,3,10:51.0,Defensive rebound by C. Anthony,,51,52
236,3,10:31.0,R. Lopez makes 2-pt jump shot from 5 ft,,53,52
237,3,10:14.0,,D. Green makes 2-pt jump shot from 19 ft (assist by T. Duncan),53,54
238,3,10:01.0,Personal foul by K. Leonard (drawn by C. Anthony),,53,54
239,3,9:55.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Calderón),,56,54
240,3,9:39.0,,T. Parker misses 2-pt jump shot from 17 ft,56,54
241,3,9:38.0,Defensive rebound by K. Porziņģis,,56,54
242,3,9:23.0,R. Lopez misses 2-pt hook shot from 5 ft,,56,54
243,3,9:22.0,Offensive rebound by C. Anthony,,56,54
244,3,9:21.0,Shooting foul by D. Green (drawn by C. Anthony),,56,54
245,3,9:21.0,C. Anthony misses free throw 1 of 2,,56,54
246,3,9:21.0,Offensive rebound by Team,,56,54
247,3,9:21.0,C. Anthony makes free throw 2 of 2,,57,54
248,3,9:10.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),57,57
249,3,8:51.0,R. Lopez makes 2-pt layup from 2 ft,,59,57
250,3,8:34.0,,L. Aldridge makes 2-pt jump shot from 7 ft,59,59
251,3,8:21.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,59,59
252,3,8:20.0,,Defensive rebound by D. Green,59,59
253,3,8:15.0,,Turnover by K. Leonard (discontinued dribble),59,59
254,3,8:02.0,A. Afflalo misses 2-pt jump shot from 7 ft,,59,59
255,3,8:01.0,,Defensive rebound by D. Green,59,59
256,3,7:52.0,,K. Leonard makes 2-pt jump shot from 4 ft,59,61
257,3,7:43.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Anthony),,62,61
258,3,7:33.0,,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),62,63
259,3,7:20.0,J. Calderón misses 2-pt jump shot from 10 ft,,62,63
260,3,7:19.0,,Defensive rebound by K. Leonard,62,63
261,3,7:13.0,,D. Green misses 2-pt layup from 1 ft (block by C. Anthony),62,63
262,3,7:13.0,,Offensive rebound by Team,62,63
263,3,7:00.0,,K. Leonard misses 2-pt jump shot from 17 ft (block by C. Anthony),62,63
264,3,6:59.0,Defensive rebound by C. Anthony,,62,63
265,3,6:51.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Calderón),,64,63
266,3,6:51.0,,San Antonio full timeout,64,63
267,3,6:38.0,,K. Leonard misses 2-pt jump shot from 18 ft,64,63
268,3,6:37.0,Defensive rebound by K. Porziņģis,,64,63
269,3,6:20.0,C. Anthony misses 2-pt jump shot from 16 ft (block by D. Green),,64,63
270,3,6:20.0,,Defensive rebound by Team,64,63
271,3,6:14.0,,T. Parker makes 2-pt layup from 1 ft,64,65
272,3,5:58.0,J. Calderón misses 2-pt jump shot from 12 ft,,64,65
273,3,5:57.0,,Defensive rebound by K. Leonard,64,65
274,3,5:37.0,,L. Aldridge misses 2-pt jump shot from 9 ft,64,65
275,3,5:36.0,,Offensive rebound by K. Leonard,64,65
276,3,5:33.0,,K. Leonard misses 2-pt jump shot from 3 ft,64,65
277,3,5:32.0,,Offensive rebound by L. Aldridge,64,65
278,3,5:32.0,,L. Aldridge makes 2-pt layup at rim,64,67
279,3,5:21.0,Turnover by J. Calderón (bad pass; steal by K. Leonard),,64,67
280,3,5:16.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),64,69
281,3,5:16.0,New York full timeout,,64,69
282,3,5:16.0,,M. Ginóbili enters the game for D. Green,64,69
283,3,4:57.0,Shooting foul by T. Parker (drawn by C. Anthony),,64,69
284,3,4:57.0,C. Anthony makes free throw 1 of 2,,65,69
285,3,4:57.0,C. Anthony makes free throw 2 of 2,,66,69
286,3,4:45.0,,K. Leonard misses 2-pt jump shot from 14 ft,66,69
287,3,4:44.0,Defensive rebound by K. Porziņģis,,66,69
288,3,4:26.0,J. Calderón misses 2-pt jump shot from 15 ft,,66,69
289,3,4:25.0,,Defensive rebound by T. Parker,66,69
290,3,4:15.0,,T. Parker makes 2-pt jump shot from 8 ft,66,71
291,3,3:57.0,J. Calderón makes 2-pt jump shot from 14 ft,,68,71
292,3,3:38.0,,T. Parker makes 2-pt jump shot from 15 ft,68,73
293,3,3:24.0,K. Porziņģis misses 2-pt hook shot from 8 ft,,68,73
294,3,3:23.0,,Defensive rebound by T. Duncan,68,73
295,3,3:09.0,,T. Parker misses 2-pt jump shot from 14 ft,68,73
296,3,3:08.0,Defensive rebound by A. Afflalo,,68,73
297,3,2:57.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by R. Lopez),,70,73
298,3,2:43.0,,L. Aldridge misses 2-pt jump shot from 15 ft,70,73
299,3,2:42.0,Defensive rebound by J. Calderón,,70,73
300,3,2:29.0,R. Lopez misses 2-pt hook shot from 5 ft,,70,73
301,3,2:28.0,,Defensive rebound by M. Ginóbili,70,73
302,3,2:21.0,,Shooting foul by K. Porziņģis (drawn by T. Duncan),70,73
303,3,2:21.0,,T. Duncan misses free throw 1 of 2,70,73
304,3,2:21.0,,Offensive rebound by Team,70,73
305,3,2:21.0,,P. Mills enters the game for T. Parker,70,73
306,3,2:21.0,,D. Green enters the game for K. Leonard,70,73
307,3,2:21.0,J. Grant enters the game for J. Calderón,,70,73
308,3,2:21.0,L. Thomas enters the game for K. Porziņģis,,70,73
309,3,2:21.0,L. Galloway enters the game for A. Afflalo,,70,73
310,3,2:21.0,,B. Diaw enters the game for L. Aldridge,70,73
311,3,2:21.0,,T. Duncan makes free throw 2 of 2,70,74
312,3,2:06.0,Turnover by L. Thomas (bad pass; steal by T. Duncan),,70,74
313,3,1:56.0,,T. Duncan makes 2-pt jump shot from 6 ft (assist by M. Ginóbili),70,76
314,3,1:30.0,L. Thomas makes 2-pt hook shot from 6 ft,,72,76
315,3,1:15.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by D. Green),72,79
316,3,1:00.0,L. Thomas misses 3-pt jump shot from 24 ft,,72,79
317,3,1:00.0,Offensive rebound by C. Anthony,,72,79
318,3,0:55.0,C. Anthony misses 2-pt layup from 2 ft (block by D. Green),,72,79
319,3,0:54.0,Offensive rebound by Team,,72,79
320,3,0:54.0,K. O'Quinn enters the game for R. Lopez,,72,79
321,3,0:54.0,,D. West enters the game for T. Duncan,72,79
322,3,0:40.0,L. Thomas misses 2-pt jump shot from 1 ft,,72,79
323,3,0:37.0,Offensive rebound by L. Thomas,,72,79
324,3,0:37.0,L. Thomas misses 2-pt layup from 1 ft,,72,79
325,3,0:35.0,,Defensive rebound by B. Diaw,72,79
326,3,0:24.0,,P. Mills misses 3-pt jump shot from 24 ft,72,79
327,3,0:23.0,Defensive rebound by C. Anthony,,72,79
328,3,0:07.0,Personal foul by D. Green (drawn by C. Anthony),,72,79
329,3,0:00.0,L. Thomas misses 2-pt jump shot from 4 ft,,72,79
330,3,0:00.0,Offensive rebound by L. Galloway,,72,79
331,3,0:00.0,L. Galloway makes 2-pt layup at rim,,74,79
332,4,11:55.0,Violation by Team (delay of game),,74,79
333,4,11:45.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,74,79
334,4,11:44.0,,Offensive rebound by D. West,74,79
335,4,11:36.0,,M. Ginóbili makes 2-pt layup at rim,74,81
336,4,11:19.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,74,81
337,4,11:17.0,,Defensive rebound by D. Green,74,81
338,4,11:03.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Mills),74,84
339,4,10:37.0,L. Galloway misses 2-pt jump shot from 5 ft,,74,84
340,4,10:37.0,Offensive rebound by Team,,74,84
341,4,10:37.0,,Loose ball foul by D. West (drawn by K. Porziņģis),74,84
342,4,10:37.0,A. Afflalo enters the game for L. Thomas,,74,84
343,4,10:30.0,J. Grant misses 2-pt jump shot from 3 ft,,74,84
344,4,10:29.0,,Defensive rebound by B. Diaw,74,84
345,4,10:22.0,,D. Green misses 3-pt jump shot from 24 ft,74,84
346,4,10:21.0,Defensive rebound by K. Porziņģis,,74,84
347,4,10:10.0,Turnover by K. Porziņģis (bad pass),,74,84
348,4,9:59.0,,B. Diaw makes 2-pt layup at rim (assist by M. Ginóbili),74,86
349,4,9:59.0,New York full timeout,,74,86
350,4,9:42.0,D. Williams misses 3-pt jump shot from 25 ft,,74,86
351,4,9:41.0,,Defensive rebound by M. Ginóbili,74,86
352,4,9:27.0,,Turnover by D. Green (step out of bounds),74,86
353,4,9:02.0,K. Porziņģis misses 2-pt jump shot from 3 ft,,74,86
354,4,9:02.0,Offensive rebound by Team,,74,86
355,4,9:02.0,Turnover by Team (shot clock),,74,86
356,4,8:47.0,,D. Green misses 2-pt jump shot from 19 ft,74,86
357,4,8:45.0,,Offensive rebound by D. West,74,86
358,4,8:39.0,,B. Diaw misses 2-pt jump shot from 6 ft,74,86
359,4,8:37.0,,Offensive rebound by M. Ginóbili,74,86
360,4,8:28.0,,D. West misses 2-pt jump shot from 16 ft,74,86
361,4,8:27.0,Defensive rebound by D. Williams,,74,86
362,4,8:14.0,J. Grant makes 2-pt layup from 3 ft,,76,86
363,4,8:03.0,,Personal foul by L. Galloway (drawn by M. Ginóbili),76,86
364,4,8:03.0,,K. Leonard enters the game for M. Ginóbili,76,86
365,4,8:03.0,,T. Parker enters the game for P. Mills,76,86
366,4,8:03.0,C. Anthony enters the game for D. Williams,,76,86
367,4,7:56.0,,K. Leonard misses 2-pt jump shot from 5 ft,76,86
368,4,7:55.0,Defensive rebound by C. Anthony,,76,86
369,4,7:55.0,Personal foul by D. West (drawn by C. Anthony),,76,86
370,4,7:30.0,L. Galloway misses 3-pt jump shot from 24 ft,,76,86
371,4,7:29.0,,Defensive rebound by D. Green,76,86
372,4,7:19.0,,B. Diaw misses 2-pt layup from 2 ft,76,86
373,4,7:18.0,Defensive rebound by L. Galloway,,76,86
374,4,7:13.0,L. Galloway makes 2-pt layup from 2 ft,,78,86
375,4,7:13.0,,San Antonio full timeout,78,86
376,4,7:13.0,J. Calderón enters the game for J. Grant,,78,86
377,4,6:56.0,,Shooting foul by A. Afflalo (drawn by K. Leonard),78,86
378,4,6:56.0,,K. Leonard makes free throw 1 of 2,78,87
379,4,6:56.0,,J. Simmons enters the game for B. Diaw,78,87
380,4,6:56.0,,K. Leonard makes free throw 2 of 2,78,88
381,4,6:45.0,Personal foul by D. Green (drawn by A. Afflalo),,78,88
382,4,6:45.0,,L. Aldridge enters the game for D. West,78,88
383,4,6:38.0,A. Afflalo misses 3-pt jump shot from 23 ft,,78,88
384,4,6:37.0,,Defensive rebound by J. Simmons,78,88
385,4,6:21.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by D. Green),78,90
386,4,5:59.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Calderón),,80,90
