,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
0,1,11:35.0,,M. Morris misses 2-pt jump shot from 17 ft,0,0
1,1,11:33.0,Defensive rebound by B. Griffin,,0,0
2,1,11:27.0,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),,2,0
3,1,11:27.0,Shooting foul by M. Morris (drawn by D. Jordan),,2,0
4,1,11:27.0,D. Jordan makes free throw 1 of 1,,3,0
5,1,11:11.0,,Turnover by E. Bledsoe (bad pass),3,0
6,1,10:56.0,Turnover by L. Stephenson (lost ball; steal by M. Morris),,3,0
7,1,10:49.0,,P. Tucker misses 2-pt layup at rim,3,0
8,1,10:47.0,Defensive rebound by L. Stephenson,,3,0
9,1,10:34.0,L. Stephenson misses 2-pt jump shot from 18 ft,,3,0
10,1,10:32.0,,Defensive rebound by T. Chandler,3,0
11,1,10:24.0,,Turnover by E. Bledsoe (bad pass; steal by L. Stephenson),3,0
12,1,10:15.0,Turnover by P. Prigioni (bad pass; steal by E. Bledsoe),,3,0
13,1,10:14.0,,Personal foul by P. Prigioni (drawn by E. Bledsoe),3,0
14,1,10:00.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),3,3
15,1,9:42.0,Turnover by P. Prigioni (bad pass; steal by E. Bledsoe),,3,3
16,1,9:39.0,,E. Bledsoe makes 2-pt layup from 1 ft,3,5
17,1,9:24.0,L. Stephenson misses 3-pt jump shot from 24 ft,,3,5
18,1,9:22.0,,Defensive rebound by T. Chandler,3,5
19,1,9:10.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),3,7
20,1,9:00.0,L. Stephenson misses 3-pt jump shot from 24 ft,,3,7
21,1,8:58.0,,Defensive rebound by M. Morris,3,7
22,1,8:50.0,,B. Knight misses 3-pt jump shot from 25 ft,3,7
23,1,8:48.0,Defensive rebound by D. Jordan,,3,7
24,1,8:32.0,A. Rivers makes 3-pt jump shot from 25 ft,,6,7
25,1,8:11.0,,Shooting foul by D. Jordan (drawn by B. Knight),6,7
26,1,8:11.0,,B. Knight makes free throw 1 of 2,6,8
27,1,8:11.0,,B. Knight misses free throw 2 of 2,6,8
28,1,8:09.0,Defensive rebound by D. Jordan,,6,8
29,1,7:54.0,A. Rivers misses 2-pt jump shot from 17 ft,,6,8
30,1,7:48.0,,Defensive rebound by P. Tucker,6,8
31,1,7:46.0,,Turnover by E. Bledsoe (lost ball; steal by P. Prigioni),6,8
32,1,7:43.0,P. Prigioni misses 2-pt layup from 1 ft,,6,8
33,1,7:39.0,Offensive rebound by L. Stephenson,,6,8
34,1,7:39.0,L. Stephenson makes 2-pt layup from 2 ft,,8,8
35,1,7:39.0,Violation by Team (delay of game),,8,8
36,1,7:31.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,8,10
