,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
120,2,9:45.0,T. Zeller makes 2-pt hook shot from 7 ft (assist by A. Bradley),,24,24
121,2,9:37.0,,Indiana full timeout,24,24
122,2,9:37.0,,P. George enters the game for R. Stuckey,24,24
123,2,9:35.0,,Turnover by S. Hill (bad pass; steal by A. Bradley),24,24
124,2,9:27.0,A. Bradley misses 2-pt jump shot from 21 ft,,24,24
125,2,9:26.0,,Defensive rebound by P. George,24,24
126,2,9:14.0,,Personal foul by E. Turner,24,24
127,2,9:08.0,,J. Young makes 3-pt jump shot from 24 ft,24,27
128,2,8:51.0,A. Bradley misses 2-pt jump shot from 19 ft,,24,27
129,2,8:50.0,,Defensive rebound by L. Allen,24,27
130,2,8:42.0,,P. George makes 2-pt jump shot from 16 ft,24,29
131,2,8:21.0,J. Jerebko misses 2-pt jump shot from 17 ft,,24,29
132,2,8:18.0,,Defensive rebound by J. Young,24,29
133,2,8:18.0,,Personal foul by T. Zeller,24,29
134,2,8:18.0,J. Sullinger enters the game for T. Zeller,,24,29
135,2,8:18.0,C. Clarke enters the game for J. Jerebko,,24,29
136,2,8:04.0,,J. Hill misses 2-pt jump shot from 17 ft,24,29
137,2,8:04.0,Defensive rebound by T. Rozier,,24,29
138,2,7:50.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Sullinger),,26,29
139,2,7:40.0,,J. Young makes 2-pt jump shot from 19 ft,26,31
140,2,7:16.0,Shooting foul by L. Allen (drawn by J. Sullinger),,26,31
141,2,7:16.0,J. Sullinger makes free throw 1 of 2,,27,31
142,2,7:16.0,I. Thomas enters the game for T. Rozier,,27,31
143,2,7:16.0,,G. Hill enters the game for J. Young,27,31
144,2,7:16.0,J. Sullinger misses free throw 2 of 2,,27,31
145,2,7:16.0,,Defensive rebound by P. George,27,31
146,2,7:00.0,,J. Hill makes 2-pt dunk from 3 ft (assist by P. George),27,33
147,2,6:35.0,C. Clarke makes 3-pt jump shot from 23 ft (assist by A. Bradley),,30,33
148,2,6:22.0,,P. George makes 2-pt jump shot from 19 ft (assist by G. Hill),30,35
149,2,5:59.0,Turnover by J. Sullinger (bad pass; steal by P. George),,30,35
150,2,5:53.0,,G. Hill makes 2-pt layup from 2 ft,30,37
151,2,5:53.0,Boston full timeout,,30,37
152,2,5:28.0,C. Clarke misses 2-pt jump shot from 17 ft,,30,37
153,2,5:28.0,,Defensive rebound by G. Hill,30,37
154,2,5:10.0,,J. Hill misses 2-pt jump shot from 19 ft,30,37
155,2,5:08.0,Defensive rebound by C. Clarke,,30,37
156,2,5:02.0,C. Clarke misses 2-pt layup from 3 ft,,30,37
157,2,5:02.0,Offensive rebound by J. Sullinger,,30,37
158,2,5:02.0,Shooting foul by J. Hill (drawn by J. Sullinger),,30,37
159,2,5:02.0,J. Sullinger misses free throw 1 of 2,,30,37
160,2,5:02.0,Offensive rebound by Team,,30,37
161,2,5:02.0,,M. Turner enters the game for L. Allen,30,37
162,2,5:02.0,M. Smart enters the game for E. Turner,,30,37
163,2,5:02.0,A. Johnson enters the game for C. Clarke,,30,37
164,2,5:02.0,J. Sullinger makes free throw 2 of 2,,31,37
165,2,4:35.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by P. George),31,39
166,2,4:13.0,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),,33,39
167,2,3:51.0,,P. George makes 2-pt jump shot from 18 ft,33,41
168,2,3:38.0,I. Thomas misses 2-pt jump shot from 11 ft,,33,41
169,2,3:38.0,,Defensive rebound by M. Turner,33,41
170,2,3:38.0,,M. Ellis enters the game for S. Hill,33,41
171,2,3:15.0,,P. George misses 2-pt jump shot from 12 ft,33,41
172,2,3:14.0,Defensive rebound by I. Thomas,,33,41
173,2,3:09.0,Turnover by A. Bradley (traveling),,33,41
174,2,2:55.0,,J. Hill misses 2-pt layup from 4 ft (block by I. Thomas),33,41
175,2,2:54.0,Defensive rebound by A. Bradley,,33,41
176,2,2:49.0,I. Thomas misses 3-pt jump shot from 25 ft,,33,41
177,2,2:49.0,,Defensive rebound by Team,33,41
178,2,2:49.0,Official timeout,,33,41
179,2,2:49.0,,I. Mahinmi enters the game for J. Hill,33,41
180,2,2:33.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),33,43
181,2,2:18.0,M. Smart makes 2-pt jump shot from 12 ft,,35,43
182,2,1:53.0,,P. George misses 2-pt jump shot from 5 ft,35,43
183,2,1:52.0,Defensive rebound by J. Sullinger,,35,43
184,2,1:44.0,J. Sullinger misses 2-pt jump shot from 14 ft,,35,43
185,2,1:44.0,,Defensive rebound by M. Ellis,35,43
186,2,1:34.0,,Personal foul by J. Sullinger,35,43
187,2,1:34.0,J. Jerebko enters the game for J. Sullinger,,35,43
188,2,1:24.0,,M. Turner misses 2-pt layup at rim,35,43
189,2,1:24.0,Defensive rebound by A. Johnson,,35,43
190,2,1:18.0,I. Thomas misses 2-pt layup from 2 ft,,35,43
191,2,1:17.0,Offensive rebound by J. Jerebko,,35,43
192,2,1:16.0,J. Jerebko makes 2-pt layup from 2 ft,,37,43
193,2,1:00.0,,G. Hill misses 2-pt jump shot from 8 ft,37,43
194,2,1:00.0,Defensive rebound by A. Johnson,,37,43
195,2,0:55.0,A. Bradley misses 3-pt jump shot from 23 ft,,37,43
196,2,0:54.0,,Defensive rebound by M. Turner,37,43
197,2,0:47.0,,P. George misses 2-pt jump shot from 18 ft,37,43
198,2,0:46.0,Defensive rebound by A. Bradley,,37,43
199,2,0:40.0,Shooting foul by M. Ellis (drawn by M. Smart),,37,43
200,2,0:40.0,M. Smart makes free throw 1 of 2,,38,43
201,2,0:40.0,E. Turner enters the game for I. Thomas,,38,43
202,2,0:40.0,M. Smart makes free throw 2 of 2,,39,43
203,2,0:19.0,,M. Ellis misses 2-pt jump shot from 8 ft (block by M. Smart),39,43
204,2,0:18.0,,Offensive rebound by Team,39,43
205,2,0:18.0,,Indiana full timeout,39,43
206,2,0:16.0,,M. Turner misses 2-pt hook shot from 10 ft,39,43
207,2,0:16.0,,Offensive rebound by Team,39,43
208,2,0:16.0,,Turnover by Team (shot clock),39,43
209,2,0:16.0,Boston full timeout,,39,43
210,2,0:16.0,J. Sullinger enters the game for M. Smart,,39,43
211,2,0:16.0,I. Thomas enters the game for A. Johnson,,39,43
212,2,0:16.0,,L. Allen enters the game for P. George,39,43
213,2,0:16.0,,S. Hill enters the game for M. Turner,39,43
214,2,0:02.0,I. Thomas misses 2-pt jump shot from 15 ft,,39,43
215,2,0:00.0,Offensive rebound by Team,,39,43
216,3,11:41.0,J. Sullinger misses 3-pt jump shot from 26 ft,,39,43
217,3,11:38.0,Offensive rebound by Team,,39,43
218,3,11:27.0,,Violation by M. Turner (def goaltending),39,43
219,3,11:27.0,A. Johnson makes 2-pt hook shot from 4 ft (assist by M. Smart),,41,43
220,3,11:09.0,,P. George makes 2-pt jump shot from 9 ft,41,45
221,3,10:54.0,Personal foul by G. Hill,,41,45
222,3,10:50.0,M. Smart misses 3-pt jump shot from 24 ft,,41,45
223,3,10:49.0,,Defensive rebound by M. Ellis,41,45
224,3,10:40.0,,Turnover by M. Ellis (lost ball; steal by I. Thomas),41,45
225,3,10:19.0,A. Johnson makes 2-pt hook shot from 3 ft,,43,45
226,3,10:06.0,,Personal foul by A. Johnson,43,45
227,3,10:03.0,,M. Ellis misses 3-pt jump shot from 25 ft,43,45
228,3,10:02.0,Defensive rebound by A. Bradley,,43,45
229,3,9:49.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Sullinger),,45,45
230,3,9:25.0,,P. George misses 2-pt jump shot from 17 ft,45,45
231,3,9:25.0,Defensive rebound by A. Johnson,,45,45
232,3,9:08.0,A. Johnson makes 2-pt dunk from 3 ft (assist by I. Thomas),,47,45
233,3,8:50.0,,G. Hill makes 2-pt jump shot from 21 ft,47,47
234,3,8:39.0,Shooting foul by G. Hill (drawn by I. Thomas),,47,47
235,3,8:39.0,I. Thomas makes free throw 1 of 2,,48,47
236,3,8:39.0,I. Thomas makes free throw 2 of 2,,49,47
237,3,8:31.0,,M. Ellis makes 2-pt layup from 2 ft,49,49
238,3,8:31.0,Violation by A. Johnson (def goaltending),,49,49
239,3,8:18.0,J. Sullinger misses 3-pt jump shot from 24 ft,,49,49
240,3,8:17.0,,Defensive rebound by M. Turner,49,49
241,3,8:10.0,,G. Hill misses 3-pt jump shot from 24 ft,49,49
242,3,8:08.0,,Offensive rebound by M. Ellis,49,49
243,3,7:59.0,,P. George misses 3-pt jump shot from 25 ft,49,49
244,3,7:59.0,Defensive rebound by A. Johnson,,49,49
245,3,7:53.0,I. Thomas misses 3-pt jump shot from 24 ft,,49,49
246,3,7:52.0,Offensive rebound by M. Smart,,49,49
247,3,7:42.0,A. Bradley misses 2-pt jump shot from 6 ft,,49,49
248,3,7:42.0,,Defensive rebound by I. Mahinmi,49,49
249,3,7:31.0,,I. Mahinmi makes 2-pt jump shot from 16 ft (assist by G. Hill),49,51
250,3,7:13.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,52,51
251,3,7:12.0,,Indiana full timeout,52,51
252,3,6:56.0,,M. Turner misses 2-pt jump shot from 23 ft,52,51
253,3,6:55.0,Defensive rebound by J. Sullinger,,52,51
254,3,6:40.0,A. Johnson misses 2-pt hook shot from 7 ft,,52,51
255,3,6:40.0,,Defensive rebound by I. Mahinmi,52,51
256,3,6:18.0,,G. Hill misses 2-pt layup from 4 ft,52,51
257,3,6:18.0,,Offensive rebound by I. Mahinmi,52,51
258,3,6:15.0,,I. Mahinmi misses 2-pt jump shot from 13 ft,52,51
259,3,6:15.0,Defensive rebound by J. Sullinger,,52,51
260,3,6:06.0,Shooting foul by M. Turner (drawn by I. Thomas),,52,51
261,3,6:06.0,I. Thomas makes free throw 1 of 2,,53,51
262,3,6:06.0,I. Thomas makes free throw 2 of 2,,54,51
263,3,5:50.0,,Personal foul by A. Johnson,54,51
264,3,5:34.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by M. Turner),54,54
265,3,5:17.0,,Offensive charge foul by M. Smart (drawn by P. George),54,54
266,3,5:17.0,Turnover by M. Smart (offensive foul),,54,54
267,3,5:06.0,,Offensive foul by G. Hill (drawn by M. Smart),54,54
268,3,5:06.0,,Turnover by G. Hill (offensive foul),54,54
269,3,5:06.0,,R. Stuckey enters the game for G. Hill,54,54
270,3,4:54.0,M. Smart misses 3-pt jump shot from 26 ft,,54,54
271,3,4:53.0,Offensive rebound by A. Johnson,,54,54
272,3,4:49.0,I. Thomas misses 3-pt jump shot from 24 ft,,54,54
273,3,4:49.0,Offensive rebound by I. Thomas,,54,54
274,3,4:49.0,Shooting foul by M. Turner (drawn by I. Thomas),,54,54
275,3,4:49.0,I. Thomas makes free throw 1 of 2,,55,54
276,3,4:49.0,,L. Allen enters the game for M. Turner,55,54
277,3,4:49.0,E. Turner enters the game for J. Sullinger,,55,54
278,3,4:49.0,J. Jerebko enters the game for A. Bradley,,55,54
279,3,4:49.0,I. Thomas makes free throw 2 of 2,,56,54
280,3,4:37.0,,M. Ellis misses 2-pt jump shot from 21 ft,56,54
281,3,4:36.0,Defensive rebound by Team,,56,54
282,3,4:18.0,I. Thomas misses 3-pt jump shot from 26 ft,,56,54
283,3,4:17.0,Offensive rebound by A. Johnson,,56,54
284,3,4:17.0,A. Johnson makes 2-pt layup from 2 ft,,58,54
285,3,4:01.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),58,57
286,3,3:43.0,J. Jerebko misses 3-pt jump shot from 24 ft,,58,57
287,3,3:41.0,,Defensive rebound by P. George,58,57
288,3,3:30.0,,P. George makes 2-pt jump shot from 11 ft,58,59
289,3,3:18.0,Shooting foul by P. George (drawn by I. Thomas),,58,59
290,3,3:18.0,I. Thomas makes free throw 1 of 2,,59,59
291,3,3:18.0,A. Bradley enters the game for M. Smart,,59,59
292,3,3:18.0,I. Thomas makes free throw 2 of 2,,60,59
293,3,3:04.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by P. George),60,61
294,3,2:52.0,I. Thomas makes 2-pt jump shot from 8 ft,,62,61
295,3,2:45.0,,Turnover by M. Ellis (lost ball; steal by I. Thomas),62,61
296,3,2:41.0,Boston full timeout,,62,61
297,3,2:41.0,T. Zeller enters the game for A. Johnson,,62,61
298,3,2:41.0,,J. Hill enters the game for I. Mahinmi,62,61
299,3,2:34.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,65,61
300,3,2:15.0,,L. Allen makes 2-pt dunk from 2 ft (assist by P. George),65,63
301,3,2:00.0,T. Zeller misses 2-pt layup from 2 ft,,65,63
302,3,1:59.0,,Defensive rebound by J. Hill,65,63
303,3,1:49.0,,M. Ellis makes 2-pt jump shot from 16 ft,65,65
304,3,1:31.0,T. Zeller misses 2-pt hook shot from 2 ft,,65,65
305,3,1:29.0,Offensive rebound by T. Zeller,,65,65
306,3,1:29.0,T. Zeller makes 2-pt layup from 2 ft,,67,65
307,3,1:29.0,Violation by Team (delay of game),,67,65
308,3,1:17.0,,Shooting foul by A. Bradley (drawn by P. George),67,65
309,3,1:17.0,,P. George makes free throw 1 of 2,67,66
310,3,1:17.0,,P. George makes free throw 2 of 2,67,67
311,3,1:04.0,Turnover by I. Thomas (lost ball; steal by M. Ellis),,67,67
312,3,1:04.0,,Personal foul by I. Thomas,67,67
313,3,1:04.0,,J. Hill misses free throw 1 of 2,67,67
314,3,1:04.0,,Offensive rebound by Team,67,67
315,3,1:04.0,M. Smart enters the game for I. Thomas,,67,67
316,3,1:04.0,,J. Hill makes free throw 2 of 2,67,68
317,3,0:41.0,E. Turner makes 2-pt jump shot from 14 ft,,69,68
318,3,0:32.0,,Shooting foul by J. Jerebko (drawn by P. George),69,68
319,3,0:32.0,,P. George misses free throw 1 of 2,69,68
320,3,0:32.0,,Offensive rebound by Team,69,68
321,3,0:32.0,,P. George makes free throw 2 of 2,69,69
322,3,0:14.0,Shooting foul by L. Allen (drawn by M. Smart),,69,69
323,3,0:14.0,M. Smart misses free throw 1 of 2,,69,69
324,3,0:14.0,Offensive rebound by Team,,69,69
325,3,0:14.0,A. Johnson enters the game for T. Zeller,,69,69
326,3,0:14.0,J. Sullinger enters the game for J. Jerebko,,69,69
327,3,0:14.0,M. Smart makes free throw 2 of 2,,70,69
328,3,0:01.0,,M. Ellis makes 2-pt jump shot from 13 ft,70,71
329,3,0:00.0,M. Smart misses 3-pt jump shot from 79 ft (block by P. George),,70,71
330,3,0:00.0,Offensive rebound by Team,,70,71
331,4,11:48.0,,R. Stuckey makes 2-pt jump shot from 10 ft,70,73
332,4,11:31.0,T. Zeller misses 2-pt hook shot from 8 ft,,70,73
333,4,11:30.0,,Defensive rebound by L. Allen,70,73
334,4,11:18.0,,J. Hill makes 2-pt hook shot from 10 ft,70,75
335,4,10:59.0,E. Turner misses 2-pt jump shot from 10 ft,,70,75
336,4,10:58.0,,Defensive rebound by J. Hill,70,75
337,4,10:36.0,,J. Young misses 2-pt jump shot from 18 ft,70,75
338,4,10:35.0,Defensive rebound by T. Zeller,,70,75
339,4,10:21.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by T. Rozier),,73,75
340,4,9:57.0,,J. Young misses 2-pt layup from 1 ft,73,75
341,4,9:57.0,Defensive rebound by E. Turner,,73,75
342,4,9:51.0,E. Turner misses 2-pt jump shot from 19 ft,,73,75
343,4,9:51.0,,Defensive rebound by Team,73,75
344,4,9:51.0,Loose ball foul by T. Zeller,,73,75
345,4,9:40.0,,Shooting foul by A. Bradley (drawn by R. Stuckey),73,75
346,4,9:40.0,,R. Stuckey misses free throw 1 of 2,73,75
347,4,9:40.0,,Offensive rebound by Team,73,75
348,4,9:40.0,,R. Stuckey makes free throw 2 of 2,73,76
349,4,9:19.0,A. Bradley misses 2-pt jump shot from 17 ft,,73,76
350,4,9:17.0,Offensive rebound by T. Rozier,,73,76
351,4,8:59.0,T. Rozier makes 2-pt jump shot from 11 ft,,75,76
352,4,8:40.0,,R. Stuckey misses 2-pt jump shot from 5 ft,75,76
353,4,8:40.0,,Offensive rebound by L. Allen,75,76
354,4,8:33.0,,J. Hill misses 2-pt jump shot from 14 ft,75,76
355,4,8:33.0,Defensive rebound by J. Jerebko,,75,76
356,4,8:26.0,T. Rozier misses 3-pt jump shot from 23 ft,,75,76
357,4,8:26.0,,Defensive rebound by J. Young,75,76
358,4,8:16.0,,L. Allen misses 2-pt jump shot from 13 ft,75,76
359,4,8:15.0,Defensive rebound by T. Zeller,,75,76
360,4,8:05.0,Shooting foul by L. Allen (drawn by E. Turner),,75,76
361,4,8:05.0,Official timeout,,75,76
362,4,8:05.0,,G. Hill enters the game for J. Young,75,76
363,4,8:05.0,E. Turner makes free throw 1 of 2,,76,76
364,4,8:05.0,E. Turner makes free throw 2 of 2,,77,76
365,4,7:45.0,,J. Hill misses 2-pt hook shot from 4 ft,77,76
366,4,7:44.0,,Offensive rebound by G. Hill,77,76
367,4,7:43.0,,Shooting foul by J. Jerebko (drawn by G. Hill),77,76
368,4,7:43.0,,G. Hill makes free throw 1 of 2,77,77
369,4,7:43.0,,P. George enters the game for S. Hill,77,77
370,4,7:43.0,I. Thomas enters the game for T. Rozier,,77,77
371,4,7:43.0,,G. Hill makes free throw 2 of 2,77,78
372,4,7:21.0,T. Zeller misses 2-pt jump shot from 16 ft,,77,78
373,4,7:20.0,,Defensive rebound by P. George,77,78
374,4,7:06.0,,Shooting foul by E. Turner (drawn by P. George),77,78
375,4,7:06.0,,P. George makes free throw 1 of 2,77,79
376,4,7:06.0,M. Smart enters the game for A. Bradley,,77,79
377,4,7:06.0,A. Johnson enters the game for T. Zeller,,77,79
378,4,7:06.0,,P. George makes free throw 2 of 2,77,80
379,4,6:47.0,J. Jerebko misses 3-pt jump shot from 24 ft,,77,80
380,4,6:46.0,,Defensive rebound by G. Hill,77,80
381,4,6:28.0,,G. Hill misses 2-pt layup from 1 ft,77,80
382,4,6:27.0,Defensive rebound by E. Turner,,77,80
383,4,6:20.0,I. Thomas misses 3-pt jump shot from 23 ft,,77,80
384,4,6:19.0,,Defensive rebound by L. Allen,77,80
385,4,6:12.0,,Turnover by P. George (bad pass),77,80
386,4,6:12.0,Boston full timeout,,77,80
387,4,6:12.0,J. Sullinger enters the game for J. Jerebko,,77,80
388,4,6:12.0,,M. Ellis enters the game for R. Stuckey,77,80
389,4,6:01.0,Personal foul by M. Ellis,,77,80
390,4,5:51.0,Turnover by A. Johnson (lost ball; steal by P. George),,77,80
391,4,5:42.0,,J. Hill makes 2-pt dunk from 4 ft (assist by M. Ellis),77,82
392,4,5:26.0,J. Sullinger makes 2-pt hook shot from 8 ft,,79,82
393,4,5:01.0,,G. Hill misses 3-pt jump shot from 23 ft,79,82
394,4,5:00.0,Defensive rebound by M. Smart,,79,82
