,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
389,4,5:50.0,B. Knight makes 2-pt jump shot from 21 ft,,82,88
390,4,5:30.0,,Turnover by J. Butler (bad pass),82,88
391,4,5:27.0,,Violation by J. Butler (kicked ball),82,88
392,4,5:19.0,Shooting foul by J. Butler (drawn by B. Knight),,82,88
393,4,5:19.0,B. Knight makes free throw 1 of 2,,83,88
394,4,5:19.0,B. Knight makes free throw 2 of 2,,84,88
395,4,5:06.0,,P. Gasol misses 2-pt jump shot from 15 ft,84,88
396,4,5:04.0,,Offensive rebound by T. Gibson,84,88
397,4,5:04.0,,T. Gibson misses 2-pt layup from 1 ft,84,88
398,4,5:03.0,Defensive rebound by E. Bledsoe,,84,88
399,4,4:55.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,84,88
400,4,4:54.0,Offensive rebound by E. Bledsoe,,84,88
401,4,4:52.0,E. Bledsoe makes 2-pt jump shot from 14 ft,,86,88
402,4,4:52.0,,Chicago full timeout,86,88
403,4,4:52.0,,N. Mirotić enters the game for T. Gibson,86,88
404,4,4:42.0,,D. Rose makes 2-pt layup from 2 ft (assist by D. McDermott),86,90
405,4,4:29.0,B. Knight makes 2-pt layup from 2 ft,,88,90
406,4,4:29.0,Shooting foul by J. Butler (drawn by B. Knight),,88,90
407,4,4:29.0,B. Knight makes free throw 1 of 1,,89,90
408,4,4:18.0,,Turnover by D. McDermott (bad pass; steal by T. Warren),89,90
409,4,4:15.0,T. Warren misses 2-pt layup from 1 ft (block by J. Butler),,89,90
410,4,4:15.0,Offensive rebound by Team,,89,90
411,4,4:08.0,Turnover by M. Teletović (bad pass; steal by P. Gasol),,89,90
412,4,4:01.0,,Personal foul by B. Knight (drawn by J. Butler),89,90
413,4,4:01.0,A. Len enters the game for J. Leuer,,89,90
414,4,3:56.0,,D. Rose makes 2-pt layup from 2 ft,89,92
415,4,3:43.0,B. Knight misses 3-pt jump shot from 24 ft,,89,92
416,4,3:41.0,Offensive rebound by B. Knight,,89,92
417,4,3:41.0,B. Knight misses 2-pt jump shot from 3 ft (block by P. Gasol),,89,92
418,4,3:41.0,Offensive rebound by Team,,89,92
419,4,3:41.0,Personal foul by D. Rose (drawn by B. Knight),,89,92
420,4,3:41.0,B. Knight misses free throw 1 of 2,,89,92
421,4,3:41.0,Offensive rebound by Team,,89,92
422,4,3:41.0,B. Knight makes free throw 2 of 2,,90,92
423,4,3:28.0,,D. Rose makes 2-pt jump shot from 9 ft,90,94
424,4,3:10.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,90,94
425,4,3:09.0,Offensive rebound by E. Bledsoe,,90,94
426,4,3:07.0,M. Teletović misses 3-pt jump shot from 22 ft,,90,94
427,4,3:07.0,Offensive rebound by Team,,90,94
428,4,3:07.0,D. Booker enters the game for T. Warren,,90,94
429,4,3:07.0,Inbound foul by N. Mirotić,,90,94
430,4,3:07.0,M. Teletović makes free throw 1 of 2,,91,94
431,4,3:07.0,M. Teletović makes free throw 2 of 2,,92,94
432,4,2:57.0,,Shooting foul by A. Len (drawn by P. Gasol),92,94
433,4,2:57.0,J. Leuer enters the game for A. Len,,92,94
434,4,2:57.0,,P. Gasol makes free throw 1 of 2,92,95
435,4,2:57.0,,E. Moore enters the game for D. McDermott,92,95
436,4,2:57.0,,P. Gasol makes free throw 2 of 2,92,96
437,4,2:40.0,Shooting foul by J. Butler (drawn by B. Knight),,92,96
438,4,2:40.0,B. Knight makes free throw 1 of 2,,93,96
439,4,2:40.0,B. Knight makes free throw 2 of 2,,94,96
440,4,2:23.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),94,98
441,4,2:12.0,B. Knight makes 2-pt jump shot from 7 ft,,96,98
442,4,1:51.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by N. Mirotić),96,101
443,4,1:47.0,Phoenix full timeout,,96,101
444,4,1:47.0,,T. Gibson enters the game for N. Mirotić,96,101
445,4,1:39.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,99,101
446,4,1:21.0,,Turnover by P. Gasol (bad pass; steal by E. Bledsoe),99,101
447,4,1:17.0,E. Bledsoe makes 2-pt layup from 1 ft,,101,101
448,4,1:17.0,,Chicago full timeout,101,101
449,4,1:17.0,,N. Mirotić enters the game for T. Gibson,101,101
450,4,1:17.0,,D. McDermott enters the game for E. Moore,101,101
451,4,0:59.0,,Turnover by N. Mirotić (lost ball; steal by E. Bledsoe),101,101
452,4,0:59.0,Phoenix full timeout,,101,101
453,4,0:59.0,,J. Noah enters the game for N. Mirotić,101,101
454,4,0:59.0,,T. Gibson enters the game for P. Gasol,101,101
455,4,0:59.0,,E. Moore enters the game for D. McDermott,101,101
456,4,0:44.0,E. Bledsoe misses 2-pt layup from 1 ft,,101,101
457,4,0:43.0,,Defensive rebound by J. Noah,101,101
458,4,0:39.0,,Chicago full timeout,101,101
459,4,0:39.0,,D. McDermott enters the game for J. Noah,101,101
460,4,0:39.0,,P. Gasol enters the game for T. Gibson,101,101
461,4,0:39.0,,N. Mirotić enters the game for E. Moore,101,101
462,4,0:27.0,,D. Rose misses 2-pt jump shot from 9 ft,101,101
463,4,0:25.0,Defensive rebound by M. Teletović,,101,101
464,4,0:03.0,J. Leuer misses 3-pt jump shot from 23 ft,,101,101
465,4,0:00.0,Offensive rebound by M. Teletović,,101,101
466,4,0:00.0,M. Teletović makes 2-pt jump shot from 6 ft,,103,101
467,4,0:00.0,,Chicago full timeout,103,101
468,4,0:00.0,C. Jefferson enters the game for M. Teletović,,103,101
