,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
28,1,7:32.0,Turnover by D. Booker (bad pass; steal by J. Clarkson),,4,8
29,1,7:27.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),4,10
30,1,7:08.0,B. Knight misses 2-pt jump shot from 21 ft,,4,10
31,1,7:07.0,,Defensive rebound by R. Hibbert,4,10
32,1,6:52.0,,L. Williams misses 2-pt jump shot from 4 ft,4,10
33,1,6:51.0,Defensive rebound by T. Chandler,,4,10
34,1,6:39.0,D. Booker makes 2-pt jump shot from 9 ft (assist by B. Knight),,6,10
35,1,6:26.0,,A. Brown misses 2-pt jump shot from 20 ft,6,10
36,1,6:25.0,Defensive rebound by T. Chandler,,6,10
37,1,6:16.0,B. Knight misses 2-pt jump shot from 14 ft,,6,10
38,1,6:13.0,,Defensive rebound by R. Hibbert,6,10
39,1,6:02.0,,R. Hibbert misses 2-pt jump shot from 18 ft,6,10
40,1,6:01.0,Defensive rebound by B. Knight,,6,10
41,1,5:47.0,B. Knight misses 2-pt jump shot from 5 ft,,6,10
42,1,5:45.0,,Defensive rebound by L. Nance,6,10
43,1,5:38.0,,L. Williams makes 2-pt layup from 2 ft (assist by J. Clarkson),6,12
44,1,5:38.0,Phoenix full timeout,,6,12
45,1,5:38.0,T. Warren enters the game for P. Tucker,,6,12
46,1,5:38.0,A. Len enters the game for T. Chandler,,6,12
47,1,5:38.0,,D. Russell enters the game for L. Williams,6,12
48,1,5:12.0,D. Booker misses 3-pt jump shot from 26 ft,,6,12
49,1,5:12.0,,Defensive rebound by R. Hibbert,6,12
50,1,4:52.0,,R. Hibbert misses 2-pt hook shot from 8 ft,6,12
51,1,4:50.0,Defensive rebound by J. Leuer,,6,12
52,1,4:40.0,A. Len makes 2-pt layup from 1 ft (assist by J. Leuer),,8,12
53,1,4:14.0,,J. Clarkson makes 2-pt jump shot from 6 ft,8,14
54,1,3:57.0,D. Booker misses 2-pt jump shot from 3 ft,,8,14
55,1,3:55.0,,Defensive rebound by L. Nance,8,14
56,1,3:50.0,R. Price enters the game for D. Booker,,8,14
57,1,3:50.0,S. Weems enters the game for B. Knight,,8,14
58,1,3:50.0,,B. Bass enters the game for R. Hibbert,8,14
59,1,3:47.0,,J. Randle enters the game for L. Nance,8,14
60,1,3:36.0,,D. Russell makes 2-pt jump shot from 13 ft (assist by B. Bass),8,16
61,1,3:28.0,Turnover by S. Weems (lost ball; steal by J. Clarkson),,8,16
62,1,3:26.0,,Shooting foul by R. Price (drawn by J. Clarkson),8,16
63,1,3:26.0,,J. Clarkson makes free throw 1 of 2,8,17
64,1,3:26.0,,N. Young enters the game for A. Brown,8,17
65,1,3:26.0,M. Teletović enters the game for J. Leuer,,8,17
66,1,3:26.0,,J. Clarkson makes free throw 2 of 2,8,18
67,1,3:05.0,M. Teletović misses 2-pt jump shot from 2 ft,,8,18
68,1,3:03.0,,Defensive rebound by J. Clarkson,8,18
69,1,3:01.0,,Shooting foul by R. Price (drawn by D. Russell),8,18
70,1,3:01.0,,D. Russell makes free throw 1 of 2,8,19
71,1,3:01.0,,D. Russell makes free throw 2 of 2,8,20
72,1,2:49.0,Turnover by M. Teletović (bad pass; steal by D. Russell),,8,20
73,1,2:43.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),8,22
74,1,2:31.0,A. Len misses 2-pt jump shot from 18 ft,,8,22
75,1,2:31.0,,Defensive rebound by J. Randle,8,22
76,1,2:20.0,,J. Randle misses 2-pt layup from 1 ft,8,22
77,1,2:19.0,,Offensive rebound by B. Bass,8,22
78,1,2:15.0,,Shooting foul by A. Len (drawn by J. Randle),8,22
79,1,2:15.0,,LA Lakers full timeout,8,22
80,1,2:15.0,,J. Randle makes free throw 1 of 2,8,23
81,1,2:15.0,,J. Randle makes free throw 2 of 2,8,24
82,1,2:04.0,T. Warren misses 2-pt jump shot from 5 ft,,8,24
83,1,2:02.0,,Defensive rebound by J. Clarkson,8,24
84,1,1:45.0,,N. Young misses 2-pt jump shot from 13 ft,8,24
85,1,1:44.0,Defensive rebound by R. Price,,8,24
86,1,1:37.0,T. Warren misses 2-pt jump shot from 22 ft,,8,24
87,1,1:36.0,Offensive rebound by M. Teletović,,8,24
88,1,1:35.0,M. Teletović makes 2-pt layup from 1 ft,,10,24
89,1,1:16.0,,D. Russell misses 2-pt jump shot from 17 ft,10,24
90,1,1:14.0,Defensive rebound by M. Teletović,,10,24
91,1,1:13.0,M. Teletović misses 3-pt jump shot from 22 ft,,10,24
92,1,1:12.0,,Defensive rebound by B. Bass,10,24
93,1,0:57.0,,Shooting foul by M. Teletović (drawn by B. Bass),10,24
94,1,0:57.0,,B. Bass misses free throw 1 of 2,10,24
95,1,0:57.0,,Offensive rebound by Team,10,24
96,1,0:57.0,,B. Bass makes free throw 2 of 2,10,25
97,1,0:36.0,R. Price misses 2-pt layup from 3 ft,,10,25
98,1,0:33.0,,Defensive rebound by J. Randle,10,25
99,1,0:28.0,,J. Randle misses 2-pt dunk at rim (block by A. Len),10,25
100,1,0:26.0,Defensive rebound by M. Teletović,,10,25
101,1,0:21.0,Turnover by M. Teletović (bad pass),,10,25
102,1,0:02.0,,N. Young misses 2-pt jump shot from 20 ft,10,25
103,1,0:01.0,Defensive rebound by A. Len,,10,25
104,2,11:40.0,,J. Clarkson misses 3-pt jump shot from 26 ft,10,25
105,2,11:39.0,Defensive rebound by P. Tucker,,10,25
106,2,11:25.0,A. Goodwin misses 2-pt layup from 1 ft (block by J. Clarkson),,10,25
107,2,11:23.0,Offensive rebound by A. Goodwin,,10,25
108,2,11:21.0,A. Goodwin makes 2-pt layup from 1 ft,,12,25
109,2,11:06.0,,N. Young misses 3-pt jump shot from 24 ft (block by T. Warren),12,25
110,2,11:06.0,Defensive rebound by Team,,12,25
111,2,11:06.0,,L. Williams enters the game for J. Clarkson,12,25
112,2,10:53.0,B. Knight misses 2-pt jump shot from 20 ft,,12,25
113,2,10:53.0,,Defensive rebound by J. Randle,12,25
114,2,10:45.0,,B. Bass makes 2-pt jump shot from 8 ft (assist by D. Russell),12,27
115,2,10:30.0,Turnover by T. Chandler (3 sec),,12,27
116,2,10:05.0,,B. Bass makes 2-pt layup from 3 ft (assist by J. Randle),12,29
117,2,9:55.0,Personal foul by B. Bass (drawn by T. Chandler),,12,29
118,2,9:44.0,A. Goodwin misses 2-pt jump shot from 4 ft,,12,29
119,2,9:44.0,,Defensive rebound by J. Randle,12,29
120,2,9:44.0,,Personal foul by A. Goodwin (drawn by J. Randle),12,29
121,2,9:24.0,,L. Williams makes 2-pt jump shot from 15 ft (assist by J. Randle),12,31
122,2,9:06.0,Turnover by T. Warren (traveling),,12,31
123,2,9:06.0,D. Booker enters the game for T. Warren,,12,31
124,2,8:54.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by D. Russell),12,34
125,2,8:37.0,A. Goodwin misses 2-pt layup from 2 ft (block by B. Bass),,12,34
126,2,8:35.0,,Defensive rebound by D. Russell,12,34
127,2,8:33.0,,Turnover by D. Russell (bad pass; steal by A. Goodwin),12,34
128,2,8:26.0,Shooting foul by D. Russell (drawn by A. Goodwin),,12,34
129,2,8:26.0,Official timeout,,12,34
130,2,8:26.0,A. Goodwin makes free throw 1 of 2,,13,34
131,2,8:26.0,A. Goodwin makes free throw 2 of 2,,14,34
132,2,8:11.0,,L. Williams misses 2-pt jump shot from 3 ft,14,34
133,2,8:09.0,Defensive rebound by D. Booker,,14,34
134,2,8:01.0,T. Chandler misses 2-pt dunk at rim,,14,34
135,2,7:58.0,,Defensive rebound by J. Randle,14,34
136,2,7:50.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by D. Russell),14,37
137,2,7:37.0,Turnover by A. Goodwin (bad pass; steal by L. Williams),,14,37
138,2,7:37.0,,Personal take foul by A. Goodwin,14,37
139,2,7:37.0,,R. Hibbert enters the game for B. Bass,14,37
140,2,7:36.0,R. Price enters the game for A. Goodwin,,14,37
141,2,7:25.0,,Offensive foul by J. Randle (drawn by R. Price),14,37
142,2,7:25.0,,Turnover by J. Randle (offensive foul),14,37
143,2,7:11.0,P. Tucker misses 2-pt jump shot from 4 ft (block by R. Hibbert),,14,37
144,2,7:09.0,,Defensive rebound by J. Randle,14,37
145,2,7:07.0,Offensive charge foul by J. Randle (drawn by R. Price),,14,37
146,2,7:07.0,,Turnover by J. Randle (offensive foul),14,37
147,2,7:07.0,,L. Nance enters the game for J. Randle,14,37
148,2,6:54.0,B. Knight misses 2-pt jump shot from 19 ft,,14,37
149,2,6:53.0,,Defensive rebound by Team,14,37
150,2,6:33.0,,N. Young misses 3-pt jump shot from 24 ft,14,37
151,2,6:32.0,Defensive rebound by P. Tucker,,14,37
152,2,6:29.0,Personal foul by N. Young (drawn by D. Booker),,14,37
153,2,6:29.0,,A. Brown enters the game for N. Young,14,37
154,2,6:28.0,Personal foul by D. Russell (drawn by B. Knight),,14,37
155,2,6:18.0,D. Booker makes 2-pt jump shot from 22 ft,,16,37
156,2,5:53.0,,D. Russell misses 3-pt jump shot from 24 ft,16,37
157,2,5:52.0,Defensive rebound by D. Booker,,16,37
158,2,5:45.0,D. Booker misses 2-pt jump shot from 7 ft (block by A. Brown),,16,37
159,2,5:43.0,Offensive rebound by T. Chandler,,16,37
160,2,5:42.0,T. Chandler misses 2-pt dunk at rim,,16,37
161,2,5:41.0,,Defensive rebound by D. Russell,16,37
162,2,5:40.0,,Shooting foul by R. Price (drawn by D. Russell),16,37
163,2,5:40.0,,LA Lakers full timeout,16,37
164,2,5:40.0,,D. Russell misses free throw 1 of 2,16,37
165,2,5:40.0,,Offensive rebound by Team,16,37
166,2,5:40.0,,D. Russell makes free throw 2 of 2,16,38
167,2,5:22.0,D. Booker misses 2-pt jump shot from 3 ft (block by R. Hibbert),,16,38
168,2,5:22.0,Offensive rebound by Team,,16,38
169,2,5:19.0,T. Chandler misses 2-pt hook shot from 2 ft,,16,38
170,2,5:17.0,,Defensive rebound by R. Hibbert,16,38
171,2,4:59.0,,Turnover by A. Brown (lost ball; steal by D. Booker),16,38
172,2,4:43.0,P. Tucker misses 3-pt jump shot from 24 ft,,16,38
173,2,4:43.0,,Defensive rebound by R. Hibbert,16,38
174,2,4:30.0,,R. Hibbert misses 2-pt jump shot from 14 ft,16,38
175,2,4:29.0,,Offensive rebound by L. Nance,16,38
176,2,4:20.0,,D. Russell makes 2-pt jump shot from 6 ft,16,40
177,2,4:05.0,D. Booker misses 2-pt jump shot from 18 ft,,16,40
178,2,4:04.0,,Defensive rebound by D. Russell,16,40
179,2,3:47.0,,A. Brown misses 3-pt jump shot from 24 ft,16,40
180,2,3:47.0,Defensive rebound by P. Tucker,,16,40
181,2,3:38.0,Turnover by B. Knight (bad pass; steal by A. Brown),,16,40
182,2,3:32.0,,D. Russell misses 3-pt jump shot from 26 ft,16,40
183,2,3:31.0,Defensive rebound by P. Tucker,,16,40
184,2,3:30.0,Phoenix full timeout,,16,40
185,2,3:30.0,,J. Clarkson enters the game for D. Russell,16,40
186,2,3:30.0,M. Teletović enters the game for T. Chandler,,16,40
187,2,3:30.0,J. Leuer enters the game for D. Booker,,16,40
188,2,3:17.0,B. Knight misses 2-pt jump shot from 21 ft,,16,40
189,2,3:16.0,,Defensive rebound by L. Williams,16,40
190,2,3:09.0,,L. Nance misses 2-pt layup from 3 ft,16,40
191,2,3:06.0,Defensive rebound by R. Price,,16,40
192,2,2:59.0,M. Teletović misses 3-pt jump shot from 26 ft,,16,40
193,2,2:59.0,,Defensive rebound by L. Williams,16,40
194,2,2:43.0,,L. Williams misses 2-pt jump shot from 4 ft,16,40
195,2,2:42.0,Defensive rebound by P. Tucker,,16,40
196,2,2:24.0,B. Knight misses 3-pt jump shot from 23 ft,,16,40
197,2,2:23.0,,Defensive rebound by L. Nance,16,40
198,2,2:12.0,,Turnover by L. Williams (bad pass; steal by R. Price),16,40
199,2,2:08.0,Shooting foul by L. Williams (drawn by B. Knight),,16,40
200,2,2:08.0,B. Knight makes free throw 1 of 2,,17,40
201,2,2:08.0,B. Knight makes free throw 2 of 2,,18,40
202,2,1:47.0,,J. Clarkson misses 2-pt jump shot from 4 ft,18,40
203,2,1:47.0,Defensive rebound by M. Teletović,,18,40
204,2,1:40.0,M. Teletović misses 3-pt jump shot from 25 ft,,18,40
205,2,1:39.0,,Defensive rebound by L. Nance,18,40
206,2,1:29.0,,Personal foul by J. Leuer (drawn by R. Hibbert),18,40
207,2,1:18.0,,Turnover by J. Clarkson (bad pass; steal by R. Price),18,40
208,2,1:08.0,J. Leuer misses 3-pt jump shot from 26 ft,,18,40
209,2,1:07.0,Offensive rebound by R. Price,,18,40
210,2,1:01.0,M. Teletović misses 3-pt jump shot from 23 ft,,18,40
211,2,1:00.0,Offensive rebound by P. Tucker,,18,40
212,2,0:59.0,P. Tucker misses 2-pt layup from 1 ft,,18,40
213,2,0:58.0,Offensive rebound by P. Tucker,,18,40
214,2,0:58.0,P. Tucker makes 2-pt hook shot from 4 ft,,20,40
215,2,0:39.0,,Turnover by J. Clarkson (lost ball; steal by R. Price),20,40
216,2,0:36.0,B. Knight makes 2-pt layup at rim,,22,40
217,2,0:13.0,,L. Williams misses 2-pt jump shot from 5 ft,22,40
218,2,0:11.0,Defensive rebound by M. Teletović,,22,40
219,2,0:07.0,R. Price misses 3-pt jump shot from 26 ft,,22,40
220,2,0:06.0,,Defensive rebound by A. Brown,22,40
221,2,0:03.0,,Turnover by A. Brown (lost ball),22,40
222,2,0:03.0,Phoenix full timeout,,22,40
223,2,0:01.0,Turnover by R. Price (bad pass),,22,40
224,2,0:01.0,,LA Lakers full timeout,22,40
225,2,0:01.0,T. Chandler enters the game for M. Teletović,,22,40
226,2,0:01.0,A. Len enters the game for J. Leuer,,22,40
227,2,0:01.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by A. Brown),22,43
228,3,11:42.0,,L. Nance makes 2-pt jump shot from 14 ft (assist by L. Williams),22,45
229,3,11:31.0,Turnover by D. Booker (bad pass; steal by L. Williams),,22,45
230,3,11:25.0,,L. Williams makes 2-pt layup from 3 ft,22,47
231,3,11:25.0,,Shooting foul by D. Booker (drawn by L. Williams),22,47
232,3,11:25.0,,L. Williams misses free throw 1 of 1,22,47
233,3,11:24.0,Defensive rebound by D. Booker,,22,47
234,3,11:14.0,B. Knight misses 2-pt jump shot from 8 ft,,22,47
235,3,11:12.0,,Defensive rebound by J. Clarkson,22,47
236,3,11:05.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by J. Clarkson),22,50
237,3,10:43.0,Turnover by J. Leuer (bad pass),,22,50
238,3,10:24.0,,L. Williams misses 3-pt jump shot from 24 ft,22,50
239,3,10:24.0,Defensive rebound by D. Booker,,22,50
240,3,10:18.0,J. Leuer makes 2-pt layup from 1 ft (assist by D. Booker),,24,50
241,3,9:56.0,,L. Nance makes 2-pt layup from 4 ft (assist by R. Hibbert),24,52
242,3,9:47.0,T. Chandler makes 2-pt layup from 1 ft (assist by B. Knight),,26,52
243,3,9:29.0,,J. Clarkson makes 2-pt layup from 1 ft,26,54
244,3,9:20.0,D. Booker makes 2-pt jump shot from 13 ft,,28,54
245,3,9:20.0,Shooting foul by R. Hibbert (drawn by D. Booker),,28,54
246,3,9:20.0,A. Len enters the game for J. Leuer,,28,54
247,3,9:20.0,D. Booker misses free throw 1 of 1,,28,54
248,3,9:17.0,,Defensive rebound by R. Hibbert,28,54
249,3,9:04.0,,A. Brown misses 3-pt jump shot from 26 ft,28,54
250,3,9:04.0,,Offensive rebound by L. Nance,28,54
251,3,9:02.0,,LA Lakers full timeout,28,54
252,3,8:47.0,,L. Williams makes 2-pt jump shot from 14 ft (assist by R. Hibbert),28,56
253,3,8:34.0,D. Booker misses 3-pt jump shot from 26 ft,,28,56
254,3,8:34.0,,Defensive rebound by L. Williams,28,56
255,3,8:22.0,,L. Nance makes 2-pt jump shot from 16 ft (assist by L. Williams),28,58
256,3,8:00.0,D. Booker makes 2-pt jump shot from 6 ft (assist by B. Knight),,30,58
257,3,7:44.0,,R. Hibbert makes 2-pt jump shot from 14 ft,30,60
258,3,7:29.0,P. Tucker misses 3-pt jump shot from 25 ft,,30,60
259,3,7:28.0,,Defensive rebound by L. Nance,30,60
260,3,7:22.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),30,62
261,3,7:14.0,Personal foul by J. Clarkson (drawn by B. Knight),,30,62
262,3,7:02.0,B. Knight makes 2-pt jump shot from 20 ft,,32,62
263,3,6:46.0,,Shooting foul by T. Chandler (drawn by R. Hibbert),32,62
264,3,6:46.0,,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),32,64
265,3,6:46.0,T. Warren enters the game for T. Chandler,,32,64
266,3,6:46.0,,R. Hibbert makes free throw 1 of 1,32,65
267,3,6:36.0,A. Len makes 2-pt dunk at rim (assist by B. Knight),,34,65
268,3,6:26.0,,L. Williams makes 2-pt jump shot from 19 ft,34,67
269,3,6:19.0,B. Knight misses 2-pt layup from 2 ft,,34,67
270,3,6:18.0,,Defensive rebound by L. Williams,34,67
271,3,6:03.0,,L. Williams makes 3-pt jump shot from 27 ft,34,70
272,3,5:49.0,D. Booker makes 2-pt hook shot from 5 ft (assist by A. Len),,36,70
273,3,5:33.0,,LA Lakers full timeout,36,70
274,3,5:33.0,R. Price enters the game for D. Booker,,36,70
275,3,5:20.0,,A. Brown makes 2-pt jump shot from 19 ft,36,72
276,3,4:59.0,Personal foul by J. Clarkson (drawn by B. Knight),,36,72
277,3,4:52.0,B. Knight misses 3-pt jump shot from 25 ft,,36,72
278,3,4:51.0,Offensive rebound by P. Tucker,,36,72
279,3,4:35.0,T. Warren misses 2-pt jump shot from 11 ft,,36,72
280,3,4:35.0,,Defensive rebound by L. Nance,36,72
281,3,4:31.0,,R. Hibbert makes 2-pt dunk at rim (assist by J. Clarkson),36,74
282,3,4:17.0,Personal foul by L. Nance (drawn by T. Warren),,36,74
283,3,4:17.0,M. Teletović enters the game for P. Tucker,,36,74
284,3,4:00.0,R. Price misses 3-pt jump shot from 26 ft,,36,74
285,3,4:00.0,,Defensive rebound by L. Nance,36,74
286,3,3:42.0,,A. Brown misses 2-pt layup from 1 ft (block by A. Len),36,74
287,3,3:41.0,Defensive rebound by B. Knight,,36,74
288,3,3:36.0,B. Knight makes 2-pt layup from 1 ft,,38,74
289,3,3:19.0,,J. Clarkson misses 2-pt jump shot from 14 ft,38,74
290,3,3:19.0,Defensive rebound by A. Len,,38,74
291,3,3:09.0,B. Knight makes 2-pt jump shot from 3 ft,,40,74
292,3,2:54.0,,Personal foul by M. Teletović (drawn by L. Nance),40,74
293,3,2:54.0,Phoenix full timeout,,40,74
294,3,2:45.0,,Turnover by L. Williams (step out of bounds),40,74
295,3,2:36.0,Shooting foul by J. Clarkson (drawn by B. Knight),,40,74
296,3,2:36.0,B. Knight makes free throw 1 of 2,,41,74
297,3,2:36.0,B. Knight makes free throw 2 of 2,,42,74
298,3,2:25.0,,R. Hibbert misses 2-pt layup from 4 ft,42,74
299,3,2:21.0,Defensive rebound by A. Len,,42,74
300,3,2:13.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by B. Knight),,45,74
301,3,2:00.0,,Offensive foul by L. Nance (drawn by B. Knight),45,74
302,3,2:00.0,,Turnover by L. Nance (offensive foul),45,74
303,3,2:00.0,,B. Bass enters the game for R. Hibbert,45,74
304,3,1:43.0,M. Teletović makes 2-pt layup from 1 ft (assist by B. Knight),,47,74
305,3,1:30.0,,J. Clarkson misses 2-pt layup from 1 ft,47,74
306,3,1:27.0,,Offensive rebound by L. Nance,47,74
307,3,1:23.0,,Shooting foul by A. Len (drawn by L. Williams),47,74
308,3,1:23.0,,L. Williams makes free throw 1 of 2,47,75
309,3,1:23.0,,L. Williams makes free throw 2 of 2,47,76
310,3,1:12.0,A. Len makes 2-pt dunk at rim (assist by M. Teletović),,49,76
311,3,0:52.0,,Turnover by L. Nance (lost ball),49,76
312,3,0:46.0,M. Teletović misses 3-pt jump shot from 25 ft,,49,76
313,3,0:45.0,,Defensive rebound by L. Williams,49,76
314,3,0:32.0,,J. Clarkson makes 2-pt dunk at rim (assist by B. Bass),49,78
315,3,0:25.0,B. Knight makes 2-pt jump shot from 12 ft,,51,78
316,3,0:02.0,,L. Williams makes 3-pt jump shot from 25 ft,51,81
317,4,11:54.0,B. Knight misses 2-pt layup from 3 ft (block by B. Bass),,51,81
318,4,11:54.0,Offensive rebound by Team,,51,81
319,4,11:48.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by R. Price),,54,81
320,4,11:31.0,,Turnover by M. Huertas (bad pass; steal by A. Len),54,81
321,4,11:26.0,B. Knight makes 2-pt layup from 2 ft,,56,81
322,4,11:04.0,,J. Randle misses 3-pt jump shot from 24 ft,56,81
323,4,11:04.0,Defensive rebound by R. Price,,56,81
324,4,10:54.0,B. Knight makes 3-pt jump shot from 23 ft,,59,81
325,4,10:28.0,,N. Young misses 2-pt jump shot from 19 ft,59,81
326,4,10:28.0,,Offensive rebound by M. Huertas,59,81
327,4,10:22.0,,M. Huertas makes 2-pt jump shot from 7 ft,59,83
328,4,10:06.0,B. Knight misses 3-pt jump shot from 25 ft,,59,83
329,4,10:06.0,Offensive rebound by R. Price,,59,83
330,4,10:01.0,R. Price makes 3-pt jump shot from 26 ft,,62,83
331,4,9:53.0,,LA Lakers full timeout,62,83
332,4,9:32.0,,N. Young makes 3-pt jump shot from 26 ft (assist by M. Huertas),62,86
333,4,9:20.0,Personal foul by D. Russell (drawn by B. Knight),,62,86
334,4,9:07.0,A. Len misses 2-pt jump shot from 12 ft,,62,86
335,4,9:06.0,,Defensive rebound by J. Randle,62,86
336,4,8:59.0,,D. Russell misses 2-pt layup from 1 ft (block by A. Len),62,86
337,4,8:54.0,Defensive rebound by A. Len,,62,86
338,4,8:46.0,B. Knight makes 2-pt jump shot from 17 ft,,64,86
339,4,8:26.0,,D. Russell misses 2-pt jump shot from 9 ft,64,86
340,4,8:26.0,Defensive rebound by M. Teletović,,64,86
341,4,8:17.0,B. Knight misses 3-pt jump shot from 25 ft,,64,86
342,4,8:16.0,,Defensive rebound by J. Randle,64,86
343,4,7:58.0,,M. Huertas misses 3-pt jump shot from 25 ft,64,86
344,4,7:58.0,Defensive rebound by B. Knight,,64,86
345,4,7:47.0,M. Teletović makes 3-pt jump shot from 22 ft (assist by A. Len),,67,86
346,4,7:30.0,,Personal foul by R. Price (drawn by B. Bass),67,86
347,4,7:14.0,,D. Russell misses 3-pt jump shot from 25 ft,67,86
348,4,7:14.0,Defensive rebound by A. Len,,67,86
349,4,7:09.0,R. Price makes 2-pt layup from 1 ft (assist by B. Knight),,69,86
350,4,6:45.0,,B. Bass misses 2-pt jump shot from 13 ft,69,86
351,4,6:44.0,Defensive rebound by A. Len,,69,86
352,4,6:34.0,B. Knight misses 3-pt jump shot from 25 ft,,69,86
353,4,6:33.0,,Defensive rebound by J. Randle,69,86
354,4,6:27.0,,J. Randle misses 2-pt layup from 3 ft,69,86
355,4,6:26.0,Defensive rebound by A. Len,,69,86
356,4,6:14.0,Shooting foul by J. Randle (drawn by M. Teletović),,69,86
357,4,6:14.0,M. Teletović misses free throw 1 of 2,,69,86
358,4,6:14.0,Offensive rebound by Team,,69,86
359,4,6:14.0,P. Tucker enters the game for T. Warren,,69,86
360,4,6:14.0,M. Teletović makes free throw 2 of 2,,70,86
361,4,5:53.0,,M. Huertas misses 3-pt jump shot from 26 ft,70,86
362,4,5:53.0,Defensive rebound by Team,,70,86
363,4,5:53.0,Official timeout,,70,86
364,4,5:53.0,,J. Clarkson enters the game for M. Huertas,70,86
365,4,5:41.0,R. Price misses 3-pt jump shot from 26 ft,,70,86
366,4,5:41.0,,Defensive rebound by J. Randle,70,86
367,4,5:34.0,,Personal foul by R. Price (drawn by J. Clarkson),70,86
368,4,5:22.0,,B. Bass misses 2-pt jump shot from 17 ft,70,86
369,4,5:22.0,Defensive rebound by M. Teletović,,70,86
370,4,5:10.0,M. Teletović makes 2-pt layup from 2 ft (assist by B. Knight),,72,86
371,4,4:52.0,,B. Bass misses 2-pt jump shot from 15 ft,72,86
372,4,4:52.0,,Offensive rebound by J. Randle,72,86
373,4,4:46.0,,N. Young misses 3-pt jump shot from 23 ft,72,86
374,4,4:46.0,,Offensive rebound by J. Randle,72,86
375,4,4:43.0,,Shooting foul by P. Tucker (drawn by B. Bass),72,86
376,4,4:43.0,,B. Bass makes 2-pt layup from 1 ft (assist by J. Randle),72,88
377,4,4:43.0,,L. Nance enters the game for J. Randle,72,88
378,4,4:43.0,,B. Bass makes free throw 1 of 1,72,89
379,4,4:38.0,Offensive foul by A. Len (drawn by J. Clarkson),,72,89
380,4,4:38.0,Turnover by A. Len (offensive foul),,72,89
381,4,4:25.0,,Turnover by D. Russell (lost ball; steal by R. Price),72,89
382,4,4:25.0,Phoenix full timeout,,72,89
383,4,4:25.0,,L. Williams enters the game for D. Russell,72,89
384,4,4:10.0,P. Tucker misses 2-pt jump shot from 4 ft,,72,89
385,4,4:09.0,,Defensive rebound by N. Young,72,89
386,4,3:46.0,,J. Clarkson misses 3-pt jump shot from 23 ft,72,89
387,4,3:46.0,,Offensive rebound by Team,72,89
388,4,3:46.0,,Turnover by Team (shot clock),72,89
389,4,3:30.0,B. Knight makes 2-pt layup from 1 ft (assist by R. Price),,74,89
390,4,3:08.0,,Turnover by B. Bass (bad pass),74,89
391,4,3:01.0,B. Knight misses 2-pt jump shot from 20 ft,,74,89
