,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
64,1,4:10.0,Turnover by R. Rubio (bad pass; steal by T. Chandler),,19,19
65,1,4:05.0,,D. Booker makes 2-pt layup from 1 ft (assist by B. Knight),19,21
66,1,4:02.0,Z. LaVine misses 3-pt jump shot from 24 ft,,19,21
67,1,3:59.0,,Defensive rebound by M. Teletović,19,21
68,1,3:38.0,,B. Knight misses 2-pt layup from 2 ft,19,21
69,1,3:35.0,Defensive rebound by A. Wiggins,,19,21
70,1,3:32.0,Shooting block foul by D. Booker (drawn by R. Rubio),,19,21
71,1,3:32.0,R. Rubio makes free throw 1 of 2,,20,21
72,1,3:32.0,R. Rubio makes free throw 2 of 2,,21,21
73,1,3:16.0,,P. Tucker misses 3-pt jump shot from 23 ft,21,21
74,1,3:15.0,Defensive rebound by Team,,21,21
75,1,2:59.0,Shooting foul by T. Chandler (drawn by A. Wiggins),,21,21
76,1,2:59.0,A. Wiggins makes free throw 1 of 2,,22,21
77,1,2:59.0,N. Bjelica enters the game for G. Dieng,,22,21
78,1,2:59.0,A. Wiggins makes free throw 2 of 2,,23,21
79,1,2:46.0,T. Jones enters the game for R. Rubio,,23,21
80,1,2:46.0,,Inbound foul by N. Bjelica,23,21
81,1,2:46.0,,M. Teletović makes free throw 1 of 2,23,22
82,1,2:46.0,,J. Leuer enters the game for T. Chandler,23,22
83,1,2:46.0,,M. Teletović makes free throw 2 of 2,23,23
84,1,2:24.0,N. Bjelica misses 3-pt jump shot from 25 ft,,23,23
85,1,2:22.0,,Defensive rebound by D. Booker,23,23
86,1,2:13.0,,J. Leuer makes 2-pt jump shot from 7 ft (assist by P. Tucker),23,25
87,1,1:56.0,K. Towns misses 2-pt jump shot from 15 ft,,23,25
88,1,1:53.0,,Defensive rebound by M. Teletović,23,25
89,1,1:49.0,,Turnover by M. Teletović (bad pass; steal by K. Towns),23,25
90,1,1:46.0,Turnover by T. Jones (bad pass; steal by B. Knight),,23,25
91,1,1:40.0,,J. Leuer makes 2-pt layup from 1 ft (assist by P. Tucker),23,27
92,1,1:26.0,T. Jones misses 2-pt jump shot from 3 ft,,23,27
93,1,1:24.0,,Defensive rebound by J. Leuer,23,27
94,1,1:22.0,,Turnover by J. Leuer (bad pass),23,27
95,1,1:22.0,S. Muhammad enters the game for Z. LaVine,,23,27
96,1,1:10.0,Turnover by N. Bjelica (bad pass),,23,27
97,1,0:56.0,,J. Leuer misses 2-pt jump shot from 9 ft,23,27
98,1,0:54.0,Defensive rebound by K. Towns,,23,27
99,1,0:47.0,S. Muhammad makes 2-pt jump shot from 4 ft,,25,27
100,1,0:30.0,,D. Booker misses 2-pt jump shot from 21 ft,25,27
101,1,0:28.0,Defensive rebound by K. Towns,,25,27
102,1,0:09.0,T. Jones misses 2-pt layup from 2 ft,,25,27
103,1,0:05.0,,Defensive rebound by M. Teletović,25,27
104,1,0:03.0,,P. Tucker misses 2-pt layup from 1 ft,25,27
105,1,0:02.0,,Offensive rebound by P. Tucker,25,27
106,1,0:02.0,,P. Tucker misses 2-pt layup from 1 ft,25,27
107,1,0:00.0,Defensive rebound by N. Bjelica,,25,27
108,2,11:49.0,A. Wiggins misses 2-pt jump shot from 16 ft,,25,27
109,2,11:46.0,,Defensive rebound by D. Booker,25,27
110,2,11:38.0,,Personal foul by A. Wiggins,25,27
111,2,11:38.0,Z. LaVine enters the game for A. Wiggins,,25,27
112,2,11:29.0,,J. Leuer misses 2-pt layup from 2 ft (block by S. Muhammad),25,27
113,2,11:25.0,,Offensive rebound by J. Leuer,25,27
114,2,11:25.0,,J. Leuer makes 2-pt dunk at rim,25,29
115,2,11:12.0,T. Prince misses 2-pt jump shot from 19 ft,,25,29
116,2,11:10.0,,Defensive rebound by A. Goodwin,25,29
117,2,11:04.0,,Turnover by A. Goodwin (bad pass; steal by T. Jones),25,29
118,2,10:50.0,S. Muhammad makes 2-pt jump shot from 10 ft,,27,29
119,2,10:36.0,,Personal foul by Z. LaVine,27,29
120,2,10:31.0,,Shooting foul by T. Jones (drawn by A. Goodwin),27,29
121,2,10:31.0,,A. Goodwin misses free throw 1 of 2,27,29
122,2,10:31.0,,Offensive rebound by Team,27,29
123,2,10:31.0,,A. Goodwin makes free throw 2 of 2,27,30
124,2,10:15.0,Shooting foul by J. Leuer (drawn by G. Dieng),,27,30
125,2,10:15.0,G. Dieng makes free throw 1 of 2,,28,30
126,2,10:15.0,G. Dieng makes free throw 2 of 2,,29,30
127,2,10:02.0,,A. Goodwin misses 3-pt jump shot from 22 ft,29,30
128,2,10:00.0,Defensive rebound by Z. LaVine,,29,30
129,2,9:56.0,Z. LaVine makes 2-pt layup at rim,,31,30
130,2,9:40.0,,J. Leuer misses 3-pt jump shot from 22 ft,31,30
131,2,9:39.0,Defensive rebound by G. Dieng,,31,30
132,2,9:30.0,G. Dieng misses 2-pt hook shot from 5 ft,,31,30
133,2,9:27.0,,Defensive rebound by J. Leuer,31,30
134,2,9:23.0,,Shooting foul by Z. LaVine (drawn by D. Booker),31,30
135,2,9:23.0,,D. Booker makes free throw 1 of 2,31,31
136,2,9:23.0,A. Wiggins enters the game for Z. LaVine,,31,31
137,2,9:23.0,,D. Booker makes free throw 2 of 2,31,32
138,2,9:15.0,Turnover by T. Jones (bad pass; steal by J. Leuer),,31,32
139,2,9:12.0,,J. Leuer makes 2-pt layup at rim,31,34
140,2,8:54.0,S. Muhammad misses 2-pt layup from 1 ft,,31,34
141,2,8:50.0,,Defensive rebound by J. Leuer,31,34
142,2,8:47.0,,C. Budinger makes 2-pt layup from 1 ft (assist by J. Leuer),31,36
143,2,8:25.0,Official timeout,,31,36
144,2,8:25.0,,R. Price enters the game for D. Booker,31,36
145,2,8:25.0,R. Rubio enters the game for T. Jones,,31,36
146,2,8:23.0,Turnover by A. Wiggins (lost ball),,31,36
147,2,8:04.0,,C. Budinger misses 3-pt jump shot from 23 ft,31,36
148,2,8:02.0,Defensive rebound by G. Dieng,,31,36
149,2,7:58.0,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),,33,36
150,2,7:42.0,,A. Goodwin misses 2-pt jump shot from 5 ft,33,36
151,2,7:38.0,Defensive rebound by G. Dieng,,33,36
152,2,7:33.0,S. Muhammad misses 2-pt layup from 1 ft (block by A. Goodwin),,33,36
153,2,7:31.0,,Defensive rebound by M. Teletović,33,36
154,2,7:27.0,,C. Budinger misses 2-pt layup from 2 ft (block by G. Dieng),33,36
155,2,7:24.0,,Offensive rebound by A. Goodwin,33,36
156,2,7:23.0,,A. Goodwin misses 2-pt jump shot from 6 ft,33,36
157,2,7:22.0,Defensive rebound by R. Rubio,,33,36
158,2,7:18.0,Personal block foul by R. Price,,33,36
159,2,7:18.0,,A. Len enters the game for J. Leuer,33,36
160,2,7:07.0,T. Prince makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,35,36
161,2,6:51.0,,C. Budinger misses 3-pt jump shot from 24 ft,35,36
162,2,6:49.0,Defensive rebound by S. Muhammad,,35,36
163,2,6:39.0,A. Wiggins makes 2-pt layup from 2 ft,,37,36
164,2,6:35.0,,Turnover by A. Len (bad pass; steal by G. Dieng),37,36
165,2,6:30.0,S. Muhammad makes 2-pt layup at rim (assist by R. Rubio),,39,36
166,2,6:07.0,,A. Goodwin makes 2-pt layup from 1 ft,39,38
167,2,5:50.0,A. Wiggins misses 2-pt jump shot from 17 ft,,39,38
168,2,5:48.0,,Defensive rebound by C. Budinger,39,38
169,2,5:45.0,,Phoenix full timeout,39,38
170,2,5:45.0,,P. Tucker enters the game for C. Budinger,39,38
171,2,5:45.0,K. Towns enters the game for G. Dieng,,39,38
172,2,5:45.0,,Turnover by Team (5 sec inbounds),39,38
173,2,5:38.0,Personal foul by R. Price,,39,38
174,2,5:33.0,Offensive foul by T. Prince (drawn by A. Len),,39,38
175,2,5:33.0,Turnover by T. Prince (offensive foul),,39,38
176,2,5:16.0,,Turnover by A. Len (bad pass; steal by S. Muhammad),39,38
177,2,5:11.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,41,38
178,2,5:07.0,,Turnover by A. Goodwin (traveling),41,38
179,2,4:54.0,K. Towns makes 2-pt jump shot from 12 ft (assist by R. Rubio),,43,38
180,2,4:37.0,,M. Teletović misses 2-pt jump shot from 16 ft (block by A. Wiggins),43,38
181,2,4:34.0,,Offensive rebound by A. Goodwin,43,38
182,2,4:34.0,,Shooting foul by K. Towns (drawn by A. Goodwin),43,38
183,2,4:34.0,,A. Goodwin misses free throw 1 of 2,43,38
184,2,4:34.0,,Offensive rebound by Team,43,38
185,2,4:34.0,,B. Knight enters the game for M. Teletović,43,38
186,2,4:34.0,,T. Chandler enters the game for R. Price,43,38
187,2,4:34.0,G. Dieng enters the game for K. Towns,,43,38
188,2,4:34.0,,A. Goodwin makes free throw 2 of 2,43,39
189,2,4:13.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by A. Wiggins),,45,39
190,2,3:53.0,,A. Goodwin misses 2-pt layup from 1 ft,45,39
191,2,3:51.0,,Offensive rebound by T. Chandler,45,39
192,2,3:51.0,,T. Chandler makes 2-pt dunk at rim,45,41
193,2,3:39.0,R. Rubio makes 2-pt jump shot from 19 ft,,47,41
194,2,3:13.0,,B. Knight misses 3-pt jump shot from 24 ft,47,41
195,2,3:10.0,,Offensive rebound by A. Len,47,41
196,2,3:01.0,,Turnover by A. Len (bad pass; steal by T. Prince),47,41
197,2,2:58.0,A. Wiggins makes 2-pt dunk at rim (assist by T. Prince),,49,41
198,2,2:56.0,,Phoenix full timeout,49,41
199,2,2:56.0,Minnesota full timeout,,49,41
200,2,2:56.0,A. Payne enters the game for T. Prince,,49,41
201,2,2:56.0,,D. Booker enters the game for A. Goodwin,49,41
202,2,2:32.0,,A. Len misses 3-pt jump shot from 24 ft,49,41
203,2,2:31.0,,Offensive rebound by T. Chandler,49,41
204,2,2:15.0,,Turnover by D. Booker (bad pass),49,41
205,2,2:04.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,51,41
206,2,1:50.0,,D. Booker misses 3-pt jump shot from 24 ft,51,41
207,2,1:48.0,,Offensive rebound by A. Len,51,41
208,2,1:44.0,,Personal foul by A. Payne,51,41
209,2,1:44.0,,A. Len misses free throw 1 of 2,51,41
210,2,1:44.0,,Offensive rebound by Team,51,41
211,2,1:44.0,,A. Len makes free throw 2 of 2,51,42
212,2,1:30.0,G. Dieng misses 2-pt jump shot from 17 ft,,51,42
213,2,1:28.0,Offensive rebound by S. Muhammad,,51,42
214,2,1:26.0,S. Muhammad misses 2-pt layup from 2 ft (block by T. Chandler),,51,42
215,2,1:24.0,,Defensive rebound by T. Chandler,51,42
216,2,1:19.0,,D. Booker makes 2-pt jump shot from 4 ft (assist by P. Tucker),51,44
217,2,1:10.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),,53,44
218,2,0:56.0,,Shooting foul by G. Dieng (drawn by T. Chandler),53,44
219,2,0:56.0,,T. Chandler makes free throw 1 of 2,53,45
220,2,0:56.0,,T. Chandler makes free throw 2 of 2,53,46
221,2,0:36.0,A. Payne misses 2-pt jump shot from 15 ft,,53,46
222,2,0:35.0,Offensive rebound by S. Muhammad,,53,46
223,2,0:33.0,S. Muhammad makes 2-pt layup from 2 ft,,55,46
224,2,0:16.0,,B. Knight misses 3-pt jump shot from 24 ft,55,46
225,2,0:15.0,,Offensive rebound by Team,55,46
226,2,0:15.0,Loose ball foul by G. Dieng,,55,46
227,2,0:15.0,,T. Chandler misses free throw 1 of 2,55,46
228,2,0:15.0,,Offensive rebound by Team,55,46
229,2,0:15.0,,M. Teletović enters the game for A. Len,55,46
230,2,0:15.0,,T. Chandler makes free throw 2 of 2,55,47
231,2,0:12.0,Minnesota full timeout,,55,47
232,2,0:01.0,Personal block foul by M. Teletović,,55,47
233,2,0:00.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,57,47
234,3,11:36.0,Z. LaVine misses 3-pt jump shot from 25 ft,,57,47
235,3,11:34.0,,Defensive rebound by T. Chandler,57,47
236,3,11:22.0,,A. Len misses 2-pt jump shot from 16 ft,57,47
237,3,11:22.0,,Offensive rebound by P. Tucker,57,47
238,3,11:22.0,,Shooting foul by R. Rubio (drawn by P. Tucker),57,47
239,3,11:22.0,,P. Tucker makes free throw 1 of 2,57,48
240,3,11:22.0,,P. Tucker makes free throw 2 of 2,57,49
241,3,11:13.0,Turnover by G. Dieng (lost ball; steal by P. Tucker),,57,49
242,3,11:09.0,,P. Tucker makes 2-pt layup from 1 ft,57,51
243,3,10:48.0,R. Rubio misses 2-pt jump shot from 6 ft,,57,51
244,3,10:46.0,Offensive rebound by G. Dieng,,57,51
245,3,10:40.0,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),,59,51
246,3,10:08.0,,A. Len makes 2-pt jump shot from 4 ft (assist by T. Chandler),59,53
247,3,9:55.0,K. Towns misses 2-pt layup from 1 ft,,59,53
248,3,9:53.0,,Defensive rebound by A. Len,59,53
249,3,9:45.0,,B. Knight misses 3-pt jump shot from 25 ft,59,53
250,3,9:43.0,Defensive rebound by K. Towns,,59,53
251,3,9:34.0,Personal foul by D. Booker,,59,53
252,3,9:23.0,K. Towns misses 2-pt jump shot from 9 ft,,59,53
253,3,9:21.0,,Defensive rebound by A. Len,59,53
254,3,9:11.0,,A. Len misses 2-pt jump shot from 17 ft,59,53
255,3,9:09.0,Defensive rebound by K. Towns,,59,53
256,3,9:02.0,Turnover by G. Dieng (lost ball),,59,53
257,3,9:02.0,,C. Budinger enters the game for P. Tucker,59,53
258,3,8:48.0,,T. Chandler misses 2-pt jump shot from 4 ft,59,53
259,3,8:46.0,Defensive rebound by K. Towns,,59,53
260,3,8:42.0,R. Rubio misses 2-pt jump shot from 14 ft,,59,53
261,3,8:39.0,,Defensive rebound by T. Chandler,59,53
262,3,8:30.0,,C. Budinger makes 2-pt layup at rim (assist by A. Len),59,55
263,3,8:30.0,Minnesota full timeout,,59,55
264,3,8:14.0,R. Rubio misses 3-pt jump shot from 24 ft,,59,55
265,3,8:12.0,Offensive rebound by K. Towns,,59,55
266,3,8:05.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),,62,55
267,3,7:43.0,,P. Tucker enters the game for C. Budinger,62,55
268,3,7:41.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by P. Tucker),62,57
269,3,7:22.0,K. Towns makes 2-pt jump shot from 19 ft,,64,57
270,3,7:02.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Booker),64,60
271,3,6:50.0,Shooting foul by T. Chandler (drawn by G. Dieng),,64,60
272,3,6:50.0,G. Dieng makes free throw 1 of 2,,65,60
273,3,6:50.0,G. Dieng makes free throw 2 of 2,,66,60
274,3,6:38.0,,A. Len makes 2-pt jump shot from 14 ft (assist by D. Booker),66,62
275,3,6:24.0,R. Rubio misses 2-pt jump shot from 17 ft,,66,62
276,3,6:22.0,,Defensive rebound by T. Chandler,66,62
277,3,6:13.0,,P. Tucker makes 2-pt layup from 1 ft,66,64
278,3,5:58.0,K. Towns misses 2-pt jump shot from 18 ft,,66,64
279,3,5:55.0,,Defensive rebound by P. Tucker,66,64
280,3,5:47.0,,Personal foul by A. Wiggins,66,64
281,3,5:40.0,,Turnover by A. Len (lost ball; steal by A. Wiggins),66,64
282,3,5:40.0,Clear path foul by D. Booker,,66,64
283,3,5:40.0,Z. LaVine makes clear path free throw 1 of 2,,67,64
284,3,5:40.0,Z. LaVine makes clear path free throw 2 of 2,,68,64
285,3,5:32.0,A. Wiggins misses 2-pt jump shot from 17 ft,,68,64
286,3,5:30.0,,Defensive rebound by A. Len,68,64
287,3,5:18.0,,A. Len makes 2-pt dunk at rim (assist by B. Knight),68,66
288,3,5:10.0,A. Wiggins misses 2-pt layup from 2 ft,,68,66
289,3,5:07.0,,Defensive rebound by T. Chandler,68,66
290,3,5:03.0,,P. Tucker misses 3-pt jump shot from 23 ft,68,66
291,3,5:00.0,Defensive rebound by Z. LaVine,,68,66
292,3,4:52.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by K. Towns),,70,66
293,3,4:38.0,,P. Tucker misses 2-pt jump shot from 3 ft (block by G. Dieng),70,66
294,3,4:38.0,,Offensive rebound by Team,70,66
295,3,4:36.0,,D. Booker misses 2-pt jump shot from 13 ft,70,66
296,3,4:34.0,Defensive rebound by G. Dieng,,70,66
297,3,4:31.0,Turnover by R. Rubio (bad pass),,70,66
298,3,4:13.0,,D. Booker misses 3-pt jump shot from 24 ft,70,66
299,3,4:11.0,Defensive rebound by R. Rubio,,70,66
300,3,4:06.0,R. Rubio misses 2-pt jump shot from 16 ft,,70,66
301,3,4:01.0,,Defensive rebound by A. Len,70,66
302,3,3:58.0,,D. Booker makes 2-pt layup from 1 ft (assist by B. Knight),70,68
303,3,3:39.0,Z. LaVine misses 3-pt jump shot from 24 ft,,70,68
304,3,3:37.0,,Defensive rebound by D. Booker,70,68
305,3,3:26.0,,B. Knight misses 3-pt jump shot from 25 ft,70,68
306,3,3:24.0,Defensive rebound by K. Towns,,70,68
307,3,3:06.0,Turnover by K. Towns (bad pass; steal by A. Len),,70,68
308,3,3:02.0,,D. Booker misses 2-pt layup from 1 ft,70,68
309,3,3:01.0,,Offensive rebound by Team,70,68
310,3,3:01.0,T. Jones enters the game for Z. LaVine,,70,68
311,3,3:01.0,S. Muhammad enters the game for R. Rubio,,70,68
312,3,2:52.0,,Phoenix full timeout,70,68
313,3,2:52.0,T. Prince enters the game for A. Wiggins,,70,68
314,3,2:47.0,,A. Len misses 2-pt layup from 1 ft,70,68
315,3,2:47.0,,Offensive rebound by A. Len,70,68
316,3,2:47.0,,Shooting foul by K. Towns (drawn by A. Len),70,68
317,3,2:47.0,,A. Len makes free throw 1 of 2,70,69
318,3,2:47.0,,A. Len makes free throw 2 of 2,70,70
319,3,2:30.0,G. Dieng misses 2-pt layup from 2 ft (block by T. Chandler),,70,70
320,3,2:28.0,,Defensive rebound by A. Len,70,70
321,3,2:27.0,,Personal block foul by T. Jones,70,70
322,3,2:23.0,,Turnover by D. Booker (bad pass; steal by G. Dieng),70,70
323,3,2:11.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by T. Jones),,72,70
324,3,1:55.0,,P. Tucker misses 3-pt jump shot from 24 ft,72,70
325,3,1:53.0,Defensive rebound by G. Dieng,,72,70
326,3,1:46.0,S. Muhammad misses 2-pt jump shot from 16 ft,,72,70
327,3,1:44.0,Offensive rebound by K. Towns,,72,70
328,3,1:31.0,K. Towns makes 2-pt jump shot from 21 ft,,74,70
329,3,1:31.0,Shooting foul by T. Chandler (drawn by K. Towns),,74,70
330,3,1:31.0,,M. Teletović enters the game for T. Chandler,74,70
331,3,1:31.0,K. Towns makes free throw 1 of 1,,75,70
332,3,1:12.0,,B. Knight makes 3-pt jump shot from 25 ft,75,73
333,3,0:52.0,G. Dieng makes 2-pt jump shot from 5 ft,,77,73
334,3,0:52.0,Shooting foul by A. Len (drawn by G. Dieng),,77,73
335,3,0:52.0,N. Bjelica enters the game for K. Towns,,77,73
336,3,0:52.0,G. Dieng makes free throw 1 of 1,,78,73
337,3,0:43.0,,B. Knight misses 2-pt jump shot from 5 ft,78,73
338,3,0:39.0,Defensive rebound by T. Jones,,78,73
339,3,0:34.0,T. Prince misses 2-pt jump shot from 14 ft,,78,73
340,3,0:31.0,,Defensive rebound by A. Len,78,73
341,3,0:26.0,,M. Teletović makes 3-pt jump shot from 24 ft,78,76
342,3,0:06.0,T. Jones misses 3-pt jump shot from 24 ft,,78,76
343,3,0:04.0,,Defensive rebound by P. Tucker,78,76
344,3,0:01.0,,Turnover by B. Knight (bad pass),78,76
345,4,11:50.0,,Offensive foul by A. Len (drawn by G. Dieng),78,76
346,4,11:50.0,,Turnover by A. Len (offensive foul),78,76
347,4,11:37.0,S. Muhammad misses 2-pt hook shot from 9 ft,,78,76
348,4,11:32.0,,Defensive rebound by A. Len,78,76
349,4,11:27.0,,B. Knight makes 2-pt layup at rim,78,78
350,4,11:04.0,Turnover by S. Muhammad (traveling),,78,78
351,4,10:49.0,,D. Booker misses 2-pt layup from 1 ft,78,78
352,4,10:46.0,Defensive rebound by G. Dieng,,78,78
353,4,10:45.0,Personal block foul by B. Knight,,78,78
354,4,10:45.0,K. Towns enters the game for G. Dieng,,78,78
355,4,10:41.0,S. Muhammad misses 2-pt jump shot from 18 ft,,78,78
356,4,10:39.0,,Defensive rebound by B. Knight,78,78
357,4,10:20.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Booker),78,81
358,4,10:02.0,N. Bjelica misses 3-pt jump shot from 26 ft,,78,81
359,4,10:00.0,,Defensive rebound by B. Knight,78,81
360,4,9:49.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Knight),78,84
361,4,9:48.0,Minnesota full timeout,,78,84
362,4,9:48.0,Z. LaVine enters the game for N. Bjelica,,78,84
363,4,9:48.0,R. Rubio enters the game for T. Jones,,78,84
364,4,9:48.0,A. Wiggins enters the game for S. Muhammad,,78,84
365,4,9:36.0,K. Towns makes 2-pt hook shot from 5 ft (assist by R. Rubio),,80,84
366,4,9:15.0,,Personal foul by R. Rubio,80,84
367,4,9:10.0,,Turnover by B. Knight (bad pass; steal by R. Rubio),80,84
368,4,9:07.0,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),,82,84
369,4,9:07.0,Shooting foul by A. Len (drawn by Z. LaVine),,82,84
370,4,9:07.0,,J. Leuer enters the game for A. Len,82,84
371,4,9:07.0,Z. LaVine makes free throw 1 of 1,,83,84
372,4,8:48.0,,P. Tucker makes 2-pt layup at rim,83,86
373,4,8:35.0,Turnover by R. Rubio (bad pass; steal by M. Teletović),,83,86
374,4,8:30.0,,P. Tucker misses 2-pt layup from 1 ft,83,86
375,4,8:27.0,,Offensive rebound by P. Tucker,83,86
376,4,8:27.0,,P. Tucker misses 2-pt layup from 1 ft,83,86
377,4,8:24.0,,Offensive rebound by P. Tucker,83,86
378,4,8:24.0,,P. Tucker misses 2-pt layup from 2 ft,83,86
379,4,8:22.0,Defensive rebound by K. Towns,,83,86
380,4,8:21.0,Z. LaVine makes 2-pt layup at rim (assist by R. Rubio),,85,86
381,4,8:21.0,Shooting foul by M. Teletović (drawn by Z. LaVine),,85,86
382,4,8:21.0,Z. LaVine makes free throw 1 of 1,,86,86
383,4,8:07.0,,B. Knight makes 3-pt jump shot from 23 ft (assist by D. Booker),86,89
384,4,7:56.0,Personal foul by B. Knight,,86,89
385,4,7:51.0,A. Wiggins makes 2-pt jump shot from 19 ft,,88,89
386,4,7:38.0,,Turnover by D. Booker (bad pass; steal by A. Wiggins),88,89
387,4,7:30.0,Z. LaVine misses 3-pt jump shot from 24 ft,,88,89
388,4,7:27.0,Offensive rebound by T. Prince,,88,89
389,4,7:13.0,Turnover by K. Towns (lost ball; steal by B. Knight),,88,89
