,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
54,1,4:18.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Dudley),9,15
55,1,3:56.0,Turnover by D. Carroll (lost ball; steal by B. Beal),,9,15
56,1,3:56.0,,Clear path foul by D. Carroll,9,15
57,1,3:56.0,,R. Sessions enters the game for J. Wall,9,15
58,1,3:56.0,,B. Beal makes clear path free throw 1 of 2,9,16
59,1,3:56.0,,B. Beal makes clear path free throw 2 of 2,9,17
60,1,3:56.0,P. Patterson enters the game for D. Carroll,,9,17
61,1,3:56.0,C. Joseph enters the game for L. Scola,,9,17
62,1,3:43.0,,M. Gortat misses 2-pt layup from 2 ft (block by B. Biyombo),9,17
63,1,3:40.0,,Offensive rebound by R. Sessions,9,17
64,1,3:39.0,Shooting foul by J. Dudley (drawn by K. Lowry),,9,17
65,1,3:39.0,,Turnover by J. Dudley (offensive foul),9,17
66,1,3:39.0,K. Lowry makes free throw 1 of 2,,10,17
67,1,3:39.0,,G. Temple enters the game for J. Dudley,10,17
68,1,3:39.0,K. Lowry misses free throw 2 of 2,,10,17
69,1,3:38.0,,Defensive rebound by M. Gortat,10,17
70,1,3:16.0,,M. Gortat misses 2-pt jump shot from 15 ft,10,17
71,1,3:14.0,,Offensive rebound by B. Beal,10,17
72,1,3:09.0,,R. Sessions misses 3-pt jump shot from 24 ft,10,17
73,1,3:07.0,Defensive rebound by P. Patterson,,10,17
74,1,2:53.0,Toronto full timeout,,10,17
75,1,2:53.0,T. Ross enters the game for D. DeRozan,,10,17
76,1,2:47.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by C. Joseph),,13,17
77,1,2:28.0,,R. Sessions misses 2-pt jump shot from 7 ft,13,17
78,1,2:27.0,Defensive rebound by B. Biyombo,,13,17
79,1,2:13.0,K. Lowry misses 3-pt jump shot from 24 ft,,13,17
80,1,2:12.0,,Defensive rebound by B. Beal,13,17
81,1,2:03.0,,O. Porter misses 2-pt jump shot from 18 ft,13,17
82,1,2:02.0,Defensive rebound by B. Biyombo,,13,17
83,1,1:44.0,Turnover by K. Lowry (bad pass; steal by O. Porter),,13,17
84,1,1:35.0,,G. Temple misses 3-pt jump shot from 24 ft,13,17
85,1,1:34.0,Defensive rebound by P. Patterson,,13,17
86,1,1:19.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by K. Lowry),,16,17
87,1,1:13.0,,Shooting foul by K. Lowry (drawn by B. Beal),16,17
88,1,1:13.0,,B. Beal makes free throw 1 of 2,16,18
89,1,1:13.0,,K. Humphries enters the game for M. Gortat,16,18
90,1,1:13.0,D. DeRozan enters the game for K. Lowry,,16,18
91,1,1:13.0,L. Scola enters the game for B. Biyombo,,16,18
92,1,1:13.0,,B. Beal makes free throw 2 of 2,16,19
93,1,1:05.0,Turnover by T. Ross (traveling),,16,19
94,1,0:50.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by R. Sessions),16,22
95,1,0:35.0,T. Ross misses 3-pt jump shot from 24 ft,,16,22
96,1,0:33.0,,Defensive rebound by G. Temple,16,22
97,1,0:28.0,,R. Sessions misses 2-pt layup from 1 ft,16,22
98,1,0:27.0,Defensive rebound by Team,,16,22
99,1,0:27.0,,Loose ball foul by R. Sessions (drawn by P. Patterson),16,22
100,1,0:05.0,C. Joseph misses 2-pt jump shot from 8 ft,,16,22
101,1,0:04.0,,Defensive rebound by K. Humphries,16,22
102,1,0:00.0,,Shooting foul by D. DeRozan (drawn by G. Temple),16,22
103,1,0:00.0,,G. Temple misses free throw 1 of 2,16,22
104,1,0:00.0,,Offensive rebound by Team,16,22
105,1,0:00.0,,G. Temple makes free throw 2 of 2,16,23
106,2,11:43.0,Turnover by D. DeRozan (lost ball; steal by G. Temple),,16,23
107,2,11:37.0,,G. Temple misses 2-pt jump shot from 4 ft,16,23
108,2,11:33.0,Defensive rebound by L. Scola,,16,23
109,2,11:19.0,D. DeRozan misses 3-pt jump shot from 24 ft,,16,23
110,2,11:18.0,,Defensive rebound by J. Wall,16,23
111,2,11:09.0,,J. Wall misses 2-pt jump shot from 18 ft,16,23
112,2,11:08.0,,Offensive rebound by K. Humphries,16,23
113,2,11:07.0,Violation by T. Ross (kicked ball),,16,23
114,2,10:59.0,,J. Wall misses 2-pt jump shot from 10 ft,16,23
115,2,10:58.0,Defensive rebound by P. Patterson,,16,23
116,2,10:38.0,Turnover by C. Joseph (lost ball),,16,23
117,2,10:15.0,,G. Temple misses 3-pt jump shot from 24 ft,16,23
118,2,10:13.0,Defensive rebound by P. Patterson,,16,23
119,2,9:53.0,T. Ross makes 2-pt jump shot from 12 ft,,18,23
120,2,9:45.0,,Shooting foul by T. Ross (drawn by R. Sessions),18,23
121,2,9:45.0,,R. Sessions misses free throw 1 of 2,18,23
122,2,9:45.0,,Offensive rebound by Team,18,23
123,2,9:45.0,,R. Sessions makes free throw 2 of 2,18,24
124,2,9:31.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by T. Ross),,21,24
125,2,9:20.0,,Personal foul by L. Scola (drawn by K. Humphries),21,24
126,2,9:11.0,,J. Wall makes 2-pt jump shot from 19 ft (assist by K. Humphries),21,26
127,2,8:46.0,C. Joseph makes 2-pt jump shot from 9 ft,,23,26
128,2,8:35.0,,J. Wall misses 2-pt layup from 2 ft (block by C. Joseph),23,26
129,2,8:33.0,,Offensive rebound by J. Wall,23,26
130,2,8:29.0,,J. Wall makes 2-pt layup at rim,23,28
131,2,8:14.0,D. DeRozan misses 2-pt jump shot from 5 ft (block by G. Temple),,23,28
132,2,8:11.0,,Defensive rebound by K. Humphries,23,28
133,2,8:01.0,,J. Wall makes 2-pt jump shot from 18 ft,23,30
134,2,7:53.0,Toronto full timeout,,23,30
135,2,7:53.0,,M. Gortat enters the game for K. Humphries,23,30
136,2,7:53.0,D. Carroll enters the game for L. Scola,,23,30
137,2,7:53.0,B. Biyombo enters the game for P. Patterson,,23,30
138,2,7:53.0,,B. Beal enters the game for R. Sessions,23,30
139,2,7:42.0,Turnover by D. DeRozan (lost ball; steal by G. Temple),,23,30
140,2,7:32.0,,M. Gortat misses 2-pt jump shot from 6 ft,23,30
141,2,7:32.0,,Offensive rebound by Team,23,30
142,2,7:26.0,,J. Dudley misses 2-pt jump shot from 21 ft,23,30
143,2,7:24.0,Defensive rebound by B. Biyombo,,23,30
144,2,7:14.0,Turnover by T. Ross (lost ball; steal by B. Beal),,23,30
145,2,7:06.0,,G. Temple misses 3-pt jump shot from 24 ft,23,30
146,2,7:04.0,Defensive rebound by T. Ross,,23,30
147,2,6:44.0,C. Joseph makes 2-pt jump shot from 19 ft,,25,30
148,2,6:28.0,,J. Wall misses 2-pt jump shot from 16 ft,25,30
149,2,6:27.0,Defensive rebound by B. Biyombo,,25,30
150,2,6:17.0,T. Ross misses 2-pt jump shot from 16 ft,,25,30
151,2,6:15.0,,Defensive rebound by B. Beal,25,30
152,2,6:09.0,,Shooting foul by T. Ross (drawn by B. Beal),25,30
153,2,6:09.0,,B. Beal makes free throw 1 of 2,25,31
154,2,6:09.0,K. Lowry enters the game for C. Joseph,,25,31
155,2,6:09.0,J. Johnson enters the game for T. Ross,,25,31
156,2,6:09.0,,O. Porter enters the game for G. Temple,25,31
157,2,6:09.0,,B. Beal makes free throw 2 of 2,25,32
158,2,5:46.0,J. Johnson makes 2-pt jump shot from 5 ft (assist by K. Lowry),,27,32
159,2,5:34.0,,O. Porter misses 2-pt jump shot from 5 ft (block by B. Biyombo),27,32
160,2,5:34.0,,Offensive rebound by Team,27,32
161,2,5:34.0,Official timeout,,27,32
162,2,5:34.0,C. Joseph enters the game for D. DeRozan,,27,32
163,2,5:24.0,,J. Wall misses 2-pt jump shot from 11 ft (block by K. Lowry),27,32
164,2,5:24.0,,Offensive rebound by Team,27,32
165,2,5:21.0,,B. Beal makes 2-pt jump shot from 11 ft (assist by O. Porter),27,34
166,2,5:08.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Johnson),,30,34
167,2,4:54.0,,M. Gortat makes 2-pt hook shot from 10 ft,30,36
168,2,4:33.0,,Offensive charge foul by B. Biyombo (drawn by M. Gortat),30,36
169,2,4:33.0,Turnover by B. Biyombo (offensive foul),,30,36
170,2,4:19.0,,O. Porter misses 2-pt jump shot from 9 ft,30,36
171,2,4:19.0,,Offensive rebound by O. Porter,30,36
172,2,4:19.0,,Shooting foul by D. Carroll (drawn by O. Porter),30,36
173,2,4:19.0,,O. Porter makes free throw 1 of 2,30,37
174,2,4:19.0,,O. Porter makes free throw 2 of 2,30,38
175,2,4:01.0,J. Johnson makes 2-pt dunk at rim (assist by C. Joseph),,32,38
176,2,3:57.0,,Washington full timeout,32,38
177,2,3:44.0,,Personal foul by B. Biyombo (drawn by O. Porter),32,38
178,2,3:44.0,,O. Porter makes free throw 1 of 2,32,39
179,2,3:44.0,,O. Porter makes free throw 2 of 2,32,40
180,2,3:28.0,D. Carroll misses 2-pt jump shot from 7 ft,,32,40
181,2,3:27.0,Offensive rebound by J. Johnson,,32,40
182,2,3:25.0,Turnover by B. Biyombo (bad pass; steal by J. Wall),,32,40
183,2,3:05.0,,Turnover by J. Wall (lost ball; steal by B. Biyombo),32,40
184,2,2:56.0,Personal foul by M. Gortat (drawn by J. Johnson),,32,40
185,2,2:56.0,,K. Humphries enters the game for M. Gortat,32,40
186,2,2:48.0,J. Johnson misses 2-pt jump shot from 3 ft,,32,40
187,2,2:46.0,,Defensive rebound by K. Humphries,32,40
188,2,2:28.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Wall),32,42
189,2,2:11.0,D. Carroll misses 3-pt jump shot from 24 ft,,32,42
190,2,2:09.0,,Defensive rebound by B. Beal,32,42
191,2,2:03.0,,Turnover by B. Beal (bad pass; steal by J. Johnson),32,42
192,2,2:03.0,Personal foul by J. Dudley (drawn by J. Johnson),,32,42
193,2,2:03.0,D. DeRozan enters the game for D. Carroll,,32,42
194,2,1:42.0,D. DeRozan makes 2-pt jump shot from 17 ft,,34,42
195,2,1:22.0,,K. Humphries misses 2-pt jump shot from 17 ft,34,42
196,2,1:20.0,,Offensive rebound by J. Dudley,34,42
197,2,1:19.0,,Washington full timeout,34,42
198,2,1:19.0,,K. Oubre enters the game for J. Dudley,34,42
199,2,1:19.0,D. Carroll enters the game for J. Johnson,,34,42
200,2,1:13.0,,Turnover by O. Porter (traveling),34,42
201,2,1:04.0,K. Lowry makes 2-pt layup at rim,,36,42
202,2,0:57.0,,Turnover by O. Porter (lost ball; steal by C. Joseph),36,42
203,2,0:52.0,Shooting foul by K. Oubre (drawn by K. Lowry),,36,42
204,2,0:52.0,K. Lowry makes free throw 1 of 2,,37,42
205,2,0:52.0,K. Lowry makes free throw 2 of 2,,38,42
206,2,0:29.0,,K. Oubre misses 2-pt layup from 1 ft (block by B. Biyombo),38,42
207,2,0:27.0,Defensive rebound by K. Lowry,,38,42
208,2,0:25.0,Shooting foul by J. Wall (drawn by D. DeRozan),,38,42
209,2,0:25.0,D. DeRozan misses free throw 1 of 2,,38,42
210,2,0:25.0,Offensive rebound by Team,,38,42
211,2,0:25.0,P. Patterson enters the game for D. Carroll,,38,42
212,2,0:25.0,D. DeRozan makes free throw 2 of 2,,39,42
213,2,0:02.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),39,45
214,2,0:01.0,K. Lowry misses 3-pt jump shot from 40 ft,,39,45
215,2,0:00.0,Offensive rebound by Team,,39,45
216,3,11:48.0,D. DeRozan misses 2-pt jump shot from 16 ft,,39,45
217,3,11:46.0,,Defensive rebound by B. Beal,39,45
218,3,11:41.0,,M. Gortat misses 2-pt layup from 1 ft,39,45
219,3,11:39.0,Defensive rebound by B. Biyombo,,39,45
220,3,11:33.0,K. Lowry makes 2-pt jump shot from 20 ft,,41,45
221,3,11:20.0,,Turnover by J. Wall (bad pass; steal by D. Carroll),41,45
222,3,10:59.0,D. Carroll misses 3-pt jump shot from 26 ft,,41,45
223,3,10:57.0,,Defensive rebound by Team,41,45
224,3,10:45.0,,J. Wall makes 3-pt jump shot from 24 ft (assist by B. Beal),41,48
225,3,10:32.0,,Offensive charge foul by L. Scola (drawn by M. Gortat),41,48
226,3,10:32.0,Turnover by L. Scola (offensive foul),,41,48
227,3,10:07.0,,J. Wall misses 3-pt jump shot from 25 ft,41,48
228,3,10:06.0,Defensive rebound by D. Carroll,,41,48
229,3,9:48.0,Shooting foul by B. Beal (drawn by D. Carroll),,41,48
230,3,9:48.0,D. Carroll makes free throw 1 of 2,,42,48
231,3,9:48.0,D. Carroll makes free throw 2 of 2,,43,48
232,3,9:44.0,,Offensive foul by B. Beal (drawn by K. Lowry),43,48
233,3,9:44.0,,Turnover by B. Beal (offensive foul),43,48
234,3,9:34.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by K. Lowry),,45,48
235,3,9:29.0,,Offensive foul by M. Gortat (drawn by B. Biyombo),45,48
236,3,9:29.0,,Turnover by M. Gortat (offensive foul),45,48
237,3,9:19.0,Turnover by D. DeRozan (bad pass; steal by J. Wall),,45,48
238,3,9:14.0,,J. Wall misses 2-pt layup from 1 ft,45,48
239,3,9:11.0,Defensive rebound by D. Carroll,,45,48
240,3,9:06.0,D. Carroll makes 2-pt layup from 1 ft,,47,48
241,3,8:45.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Dudley),47,51
242,3,8:34.0,K. Lowry misses 3-pt jump shot from 25 ft,,47,51
243,3,8:33.0,,Defensive rebound by M. Gortat,47,51
244,3,8:22.0,,J. Wall misses 2-pt layup from 1 ft (block by B. Biyombo),47,51
245,3,8:22.0,,Offensive rebound by Team,47,51
246,3,8:11.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),47,53
247,3,7:45.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,50,53
248,3,7:32.0,,Shooting foul by D. Carroll (drawn by J. Wall),50,53
249,3,7:32.0,,J. Wall makes free throw 1 of 2,50,54
250,3,7:32.0,P. Patterson enters the game for L. Scola,,50,54
251,3,7:32.0,,J. Wall misses free throw 2 of 2,50,54
252,3,7:30.0,Defensive rebound by B. Biyombo,,50,54
253,3,7:18.0,D. DeRozan misses 2-pt jump shot from 22 ft,,50,54
254,3,7:16.0,Offensive rebound by D. Carroll,,50,54
255,3,7:12.0,K. Lowry misses 3-pt jump shot from 26 ft,,50,54
256,3,7:10.0,,Defensive rebound by J. Dudley,50,54
257,3,7:05.0,,Personal foul by K. Lowry (drawn by J. Dudley),50,54
258,3,7:00.0,,Shooting foul by K. Lowry (drawn by B. Beal),50,54
259,3,7:00.0,,B. Beal makes free throw 1 of 2,50,55
260,3,7:00.0,C. Joseph enters the game for K. Lowry,,50,55
261,3,7:00.0,,B. Beal makes free throw 2 of 2,50,56
262,3,6:45.0,Turnover by D. Carroll (lost ball; steal by B. Beal),,50,56
263,3,6:26.0,,O. Porter misses 2-pt jump shot from 11 ft,50,56
264,3,6:25.0,Defensive rebound by P. Patterson,,50,56
265,3,6:13.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,53,56
266,3,5:55.0,,J. Wall misses 3-pt jump shot from 25 ft,53,56
267,3,5:54.0,Defensive rebound by P. Patterson,,53,56
268,3,5:46.0,D. Carroll misses 2-pt jump shot from 9 ft,,53,56
269,3,5:44.0,,Defensive rebound by O. Porter,53,56
270,3,5:23.0,,O. Porter misses 3-pt jump shot from 24 ft,53,56
271,3,5:22.0,Defensive rebound by P. Patterson,,53,56
272,3,5:06.0,D. DeRozan misses 2-pt jump shot from 12 ft,,53,56
273,3,5:04.0,,Defensive rebound by O. Porter,53,56
274,3,4:55.0,,M. Gortat makes 2-pt layup from 2 ft,53,58
275,3,4:55.0,,Shooting foul by D. DeRozan (drawn by M. Gortat),53,58
276,3,4:55.0,,Washington full timeout,53,58
277,3,4:55.0,,R. Sessions enters the game for J. Wall,53,58
278,3,4:55.0,T. Ross enters the game for D. Carroll,,53,58
279,3,4:55.0,,M. Gortat misses free throw 1 of 1,53,58
280,3,4:53.0,Defensive rebound by B. Biyombo,,53,58
281,3,4:38.0,D. DeRozan misses 2-pt jump shot from 18 ft,,53,58
282,3,4:37.0,,Defensive rebound by R. Sessions,53,58
283,3,4:18.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by B. Beal),53,61
284,3,4:00.0,D. DeRozan misses 2-pt jump shot from 3 ft,,53,61
285,3,3:59.0,,Defensive rebound by O. Porter,53,61
286,3,3:36.0,,J. Dudley misses 2-pt jump shot from 7 ft,53,61
287,3,3:35.0,Defensive rebound by B. Biyombo,,53,61
288,3,3:20.0,C. Joseph makes 2-pt jump shot from 19 ft,,55,61
289,3,3:08.0,,Turnover by B. Beal (bad pass; steal by P. Patterson),55,61
290,3,3:05.0,Clear path foul by R. Sessions,,55,61
291,3,3:05.0,T. Ross makes clear path free throw 1 of 2,,56,61
292,3,3:05.0,T. Ross makes clear path free throw 2 of 2,,57,61
293,3,2:53.0,P. Patterson misses 3-pt jump shot from 24 ft,,57,61
294,3,2:53.0,,Defensive rebound by Team,57,61
295,3,2:53.0,Toronto full timeout,,57,61
296,3,2:36.0,,M. Gortat makes 2-pt hook shot from 9 ft,57,63
297,3,2:18.0,B. Biyombo misses 2-pt jump shot from 3 ft,,57,63
298,3,2:17.0,,Defensive rebound by R. Sessions,57,63
299,3,2:10.0,,J. Dudley misses 3-pt jump shot from 25 ft,57,63
300,3,2:09.0,Defensive rebound by B. Biyombo,,57,63
301,3,1:44.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by C. Joseph),,60,63
302,3,1:24.0,,O. Porter misses 2-pt jump shot from 13 ft,60,63
303,3,1:23.0,Defensive rebound by B. Biyombo,,60,63
304,3,1:13.0,T. Ross misses 3-pt jump shot from 24 ft,,60,63
305,3,1:12.0,,Defensive rebound by J. Dudley,60,63
306,3,1:04.0,,Shooting foul by B. Biyombo (drawn by R. Sessions),60,63
307,3,1:04.0,,R. Sessions makes free throw 1 of 2,60,64
308,3,1:04.0,,G. Temple enters the game for J. Dudley,60,64
309,3,1:04.0,,R. Sessions makes free throw 2 of 2,60,65
310,3,0:43.0,P. Patterson misses 2-pt jump shot from 14 ft,,60,65
311,3,0:42.0,,Defensive rebound by G. Temple,60,65
312,3,0:32.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),60,68
313,3,0:14.0,D. DeRozan makes 2-pt jump shot from 16 ft,,62,68
314,3,0:01.0,,B. Beal misses 3-pt jump shot from 23 ft,62,68
315,3,0:00.0,Defensive rebound by T. Ross,,62,68
316,4,11:43.0,,G. Temple misses 2-pt layup from 2 ft,62,68
317,4,11:42.0,Defensive rebound by L. Scola,,62,68
318,4,11:33.0,Personal foul by J. Wall (drawn by C. Joseph),,62,68
319,4,11:33.0,,K. Humphries enters the game for M. Gortat,62,68
320,4,11:19.0,Turnover by K. Lowry (step out of bounds),,62,68
321,4,11:04.0,,J. Wall misses 2-pt jump shot from 17 ft,62,68
322,4,11:02.0,Defensive rebound by P. Patterson,,62,68
323,4,10:48.0,Shooting foul by O. Porter (drawn by P. Patterson),,62,68
324,4,10:48.0,P. Patterson misses free throw 1 of 2,,62,68
325,4,10:48.0,Offensive rebound by Team,,62,68
326,4,10:48.0,P. Patterson makes free throw 2 of 2,,63,68
327,4,10:34.0,,Turnover by K. Humphries (offensive goaltending),63,68
328,4,10:21.0,L. Scola makes 2-pt jump shot from 6 ft (assist by C. Joseph),,65,68
329,4,10:07.0,,J. Wall makes 2-pt layup from 2 ft (assist by R. Sessions),65,70
330,4,9:46.0,L. Scola makes 2-pt layup from 1 ft (assist by C. Joseph),,67,70
331,4,9:28.0,,J. Wall misses 2-pt jump shot from 15 ft,67,70
332,4,9:27.0,Defensive rebound by K. Lowry,,67,70
333,4,9:27.0,Personal foul by G. Temple (drawn by K. Lowry),,67,70
334,4,9:11.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,70,70
335,4,8:57.0,,Turnover by O. Porter (bad pass; steal by K. Lowry),70,70
336,4,8:51.0,Turnover by C. Joseph (lost ball; steal by G. Temple),,70,70
337,4,8:51.0,,Personal foul by C. Joseph (drawn by K. Humphries),70,70
338,4,8:51.0,Official timeout,,70,70
339,4,8:51.0,,B. Beal enters the game for O. Porter,70,70
340,4,8:36.0,,K. Humphries makes 2-pt layup at rim (assist by G. Temple),70,72
341,4,8:13.0,K. Lowry misses 2-pt layup from 1 ft,,70,72
342,4,8:11.0,,Defensive rebound by B. Beal,70,72
343,4,7:58.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by B. Beal),70,74
344,4,7:42.0,L. Scola misses 2-pt jump shot from 16 ft,,70,74
345,4,7:40.0,,Defensive rebound by K. Humphries,70,74
346,4,7:33.0,,Shooting foul by L. Scola (drawn by J. Wall),70,74
347,4,7:33.0,,J. Wall makes free throw 1 of 2,70,75
348,4,7:33.0,D. DeRozan enters the game for P. Patterson,,70,75
349,4,7:33.0,,J. Wall makes free throw 2 of 2,70,76
350,4,7:08.0,K. Lowry misses 2-pt jump shot from 22 ft,,70,76
351,4,7:07.0,,Defensive rebound by R. Sessions,70,76
352,4,7:01.0,,J. Wall misses 2-pt jump shot from 4 ft (block by T. Ross),70,76
353,4,7:00.0,,Offensive rebound by Team,70,76
354,4,6:44.0,,G. Temple misses 3-pt jump shot from 25 ft,70,76
355,4,6:43.0,Defensive rebound by L. Scola,,70,76
356,4,6:20.0,K. Lowry misses 2-pt jump shot from 3 ft (block by K. Humphries),,70,76
357,4,6:19.0,,Defensive rebound by R. Sessions,70,76
358,4,5:50.0,,Turnover by J. Wall (bad pass; steal by T. Ross),70,76
359,4,5:44.0,Turnover by T. Ross (lost ball),,70,76
360,4,5:44.0,,Washington full timeout,70,76
361,4,5:44.0,D. Carroll enters the game for T. Ross,,70,76
362,4,5:44.0,,M. Gortat enters the game for K. Humphries,70,76
363,4,5:30.0,,Turnover by M. Gortat (lost ball),70,76
364,4,5:30.0,,O. Porter enters the game for G. Temple,70,76
365,4,5:09.0,D. DeRozan makes 2-pt jump shot from 15 ft,,72,76
366,4,4:56.0,,R. Sessions misses 2-pt jump shot from 12 ft,72,76
367,4,4:54.0,,Offensive rebound by M. Gortat,72,76
368,4,4:51.0,,M. Gortat makes 2-pt layup at rim,72,78
369,4,4:38.0,D. DeRozan misses 2-pt jump shot from 18 ft,,72,78
370,4,4:36.0,,Defensive rebound by M. Gortat,72,78
371,4,4:24.0,,J. Wall makes 2-pt jump shot from 8 ft,72,80
372,4,4:04.0,Turnover by C. Joseph (lost ball; steal by J. Wall),,72,80
373,4,4:04.0,,Washington full timeout,72,80
374,4,4:04.0,B. Biyombo enters the game for L. Scola,,72,80
375,4,3:47.0,,J. Wall misses 2-pt jump shot from 17 ft,72,80
376,4,3:45.0,Defensive rebound by B. Biyombo,,72,80
377,4,3:29.0,K. Lowry makes 2-pt jump shot from 10 ft (assist by C. Joseph),,74,80
378,4,3:16.0,,B. Beal misses 2-pt jump shot from 19 ft,74,80
379,4,3:15.0,,Offensive rebound by M. Gortat,74,80
380,4,3:10.0,,M. Gortat misses 2-pt layup from 2 ft,74,80
381,4,3:08.0,Defensive rebound by D. DeRozan,,74,80
382,4,3:03.0,D. DeRozan makes 2-pt jump shot from 4 ft,,76,80
383,4,2:40.0,,R. Sessions misses 3-pt jump shot from 24 ft,76,80
384,4,2:39.0,,Offensive rebound by O. Porter,76,80
385,4,2:39.0,,Turnover by Team (shot clock),76,80
386,4,2:39.0,Toronto full timeout,,76,80
387,4,2:28.0,C. Joseph misses 2-pt jump shot from 16 ft,,76,80
388,4,2:27.0,Offensive rebound by B. Biyombo,,76,80
