,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
386,4,8:07.0,,Turnover by D. Nowitzki (traveling),80,81
387,4,7:47.0,D. Carroll misses 2-pt jump shot from 7 ft,,80,81
388,4,7:45.0,,Defensive rebound by J. Barea,80,81
389,4,7:40.0,,Shooting block foul by D. Carroll (drawn by J. Barea),80,81
390,4,7:40.0,,J. Barea makes free throw 1 of 2,80,82
391,4,7:40.0,,W. Matthews enters the game for R. Felton,80,82
392,4,7:40.0,,J. Barea makes free throw 2 of 2,80,83
393,4,7:26.0,Personal foul by W. Matthews (drawn by D. DeRozan),,80,83
394,4,7:26.0,D. DeRozan makes free throw 1 of 2,,81,83
395,4,7:26.0,L. Scola enters the game for P. Patterson,,81,83
396,4,7:26.0,D. DeRozan makes free throw 2 of 2,,82,83
397,4,7:15.0,,Personal foul by D. Carroll (drawn by D. Nowitzki),82,83
398,4,7:07.0,,D. Williams misses 3-pt jump shot from 24 ft,82,83
399,4,7:06.0,Defensive rebound by D. DeRozan,,82,83
400,4,6:56.0,D. DeRozan misses 2-pt jump shot from 11 ft,,82,83
401,4,6:55.0,,Defensive rebound by Team,82,83
402,4,6:44.0,Violation by D. Carroll (kicked ball),,82,83
403,4,6:44.0,,Z. Pachulia enters the game for D. Powell,82,83
404,4,6:37.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),82,86
405,4,6:18.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,84,86
406,4,6:05.0,,Turnover by J. Barea (bad pass; steal by D. DeRozan),84,86
407,4,5:59.0,L. Scola makes 2-pt layup at rim (assist by D. Carroll),,86,86
408,4,5:58.0,,Dallas full timeout,86,86
409,4,5:53.0,,Personal foul by K. Lowry (drawn by D. Nowitzki),86,86
410,4,5:36.0,,J. Barea misses 2-pt jump shot from 11 ft (block by K. Lowry),86,86
411,4,5:33.0,,Offensive rebound by W. Matthews,86,86
412,4,5:28.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,86,86
413,4,5:27.0,Defensive rebound by D. DeRozan,,86,86
414,4,5:20.0,L. Scola misses 3-pt jump shot from 22 ft,,86,86
415,4,5:19.0,Offensive rebound by Team,,86,86
416,4,5:17.0,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),,88,86
417,4,5:03.0,,W. Matthews misses 2-pt jump shot from 13 ft,88,86
418,4,5:01.0,Defensive rebound by L. Scola,,88,86
419,4,4:51.0,Personal block foul by W. Matthews (drawn by D. DeRozan),,88,86
420,4,4:51.0,D. DeRozan makes free throw 1 of 2,,89,86
421,4,4:51.0,,D. Harris enters the game for W. Matthews,89,86
422,4,4:51.0,C. Joseph enters the game for D. Carroll,,89,86
423,4,4:51.0,D. DeRozan makes free throw 2 of 2,,90,86
424,4,4:37.0,,D. Williams misses 2-pt jump shot from 18 ft,90,86
425,4,4:36.0,,Offensive rebound by D. Nowitzki,90,86
426,4,4:32.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,90,86
427,4,4:30.0,Defensive rebound by L. Scola,,90,86
428,4,4:12.0,K. Lowry misses 2-pt jump shot from 9 ft,,90,86
429,4,4:10.0,Offensive rebound by J. Valančiūnas,,90,86
430,4,4:10.0,J. Valančiūnas makes 2-pt layup at rim,,92,86
431,4,4:10.0,,Dallas full timeout,92,86
432,4,3:51.0,,J. Barea misses 3-pt jump shot from 24 ft,92,86
433,4,3:51.0,Defensive rebound by Team,,92,86
434,4,3:51.0,,Loose ball foul by Z. Pachulia (drawn by J. Valančiūnas),92,86
435,4,3:51.0,J. Valančiūnas makes free throw 1 of 2,,93,86
436,4,3:51.0,,D. Powell enters the game for D. Nowitzki,93,86
437,4,3:51.0,J. Valančiūnas makes free throw 2 of 2,,94,86
438,4,3:42.0,,D. Williams misses 2-pt jump shot from 19 ft,94,86
439,4,3:41.0,Defensive rebound by K. Lowry,,94,86
440,4,3:28.0,Turnover by K. Lowry (bad pass),,94,86
441,4,3:13.0,,D. Williams misses 3-pt jump shot from 23 ft,94,86
442,4,3:12.0,Defensive rebound by D. DeRozan,,94,86
443,4,2:53.0,K. Lowry misses 2-pt jump shot from 20 ft,,94,86
444,4,2:52.0,,Defensive rebound by D. Powell,94,86
445,4,2:46.0,,D. Harris makes 2-pt layup from 1 ft (assist by D. Williams),94,88
446,4,2:46.0,,Shooting foul by K. Lowry (drawn by D. Harris),94,88
447,4,2:46.0,Official timeout,,94,88
448,4,2:46.0,,D. Nowitzki enters the game for D. Powell,94,88
449,4,2:46.0,,W. Matthews enters the game for J. Barea,94,88
450,4,2:46.0,,D. Harris makes free throw 1 of 1,94,89
451,4,2:28.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by D. Harris),,94,89
452,4,2:27.0,,Defensive rebound by D. Harris,94,89
453,4,2:10.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,94,89
454,4,2:09.0,Defensive rebound by J. Valančiūnas,,94,89
455,4,1:50.0,L. Scola makes 3-pt jump shot from 22 ft (assist by K. Lowry),,97,89
456,4,1:40.0,,Turnover by Z. Pachulia (lost ball; steal by K. Lowry),97,89
457,4,1:20.0,K. Lowry makes 2-pt jump shot from 20 ft,,99,89
458,4,1:20.0,Away from play foul by D. Williams (drawn by J. Valančiūnas),,99,89
459,4,1:20.0,,Dallas full timeout,99,89
460,4,1:20.0,,J. Barea enters the game for Z. Pachulia,99,89
461,4,1:20.0,,Violation by Team (delay of game),99,89
462,4,1:20.0,J. Valančiūnas makes free throw 1 of 1,,100,89
463,4,1:14.0,,W. Matthews misses 3-pt jump shot from 23 ft,100,89
464,4,1:10.0,Defensive rebound by K. Lowry,,100,89
465,4,1:09.0,Personal take foul by D. Harris (drawn by K. Lowry),,100,89
466,4,1:09.0,K. Lowry makes free throw 1 of 2,,101,89
467,4,1:09.0,,R. Felton enters the game for D. Nowitzki,101,89
468,4,1:09.0,,D. Powell enters the game for D. Williams,101,89
469,4,1:09.0,K. Lowry makes free throw 2 of 2,,102,89
470,4,1:00.0,,D. Powell misses 2-pt jump shot from 6 ft,102,89
471,4,0:59.0,Defensive rebound by L. Scola,,102,89
472,4,0:42.0,Offensive foul by J. Valančiūnas (drawn by W. Matthews),,102,89
473,4,0:42.0,Turnover by J. Valančiūnas (offensive foul),,102,89
474,4,0:42.0,,S. Mejri enters the game for D. Powell,102,89
475,4,0:42.0,,J. Anderson enters the game for D. Harris,102,89
476,4,0:42.0,N. Powell enters the game for J. Valančiūnas,,102,89
477,4,0:42.0,T. Ross enters the game for K. Lowry,,102,89
478,4,0:32.0,,J. Anderson misses 2-pt jump shot from 15 ft,102,89
479,4,0:31.0,Defensive rebound by L. Scola,,102,89
480,4,0:09.0,Turnover by C. Joseph (lost ball; steal by J. Barea),,102,89
481,4,0:05.0,,J. Anderson makes 2-pt dunk at rim (assist by W. Matthews),102,91
