,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
161,2,5:17.0,,Shooting foul by K. Towns (drawn by B. Lopez),36,35
162,2,5:17.0,A. Wiggins enters the game for Z. LaVine,,36,35
163,2,5:17.0,R. Rubio enters the game for S. Muhammad,,36,35
164,2,5:17.0,,T. Young enters the game for A. Bargnani,36,35
165,2,5:17.0,,B. Lopez makes free throw 1 of 1,36,36
166,2,5:05.0,Shooting foul by B. Lopez (drawn by K. Towns),,36,36
167,2,5:05.0,K. Towns makes 2-pt hook shot from 7 ft (assist by K. Martin),,38,36
168,2,5:05.0,K. Towns makes free throw 1 of 1,,39,36
169,2,4:54.0,,D. Sloan misses 2-pt layup from 1 ft (block by G. Dieng),39,36
170,2,4:53.0,Defensive rebound by G. Dieng,,39,36
171,2,4:46.0,Turnover by K. Martin (offensive goaltending),,39,36
172,2,4:31.0,,W. Ellington misses 3-pt jump shot from 25 ft,39,36
173,2,4:30.0,Defensive rebound by A. Wiggins,,39,36
174,2,4:21.0,A. Wiggins misses 3-pt jump shot from 25 ft,,39,36
175,2,4:20.0,,Defensive rebound by B. Lopez,39,36
176,2,4:13.0,,B. Bogdanović misses 2-pt layup from 1 ft,39,36
177,2,4:12.0,Defensive rebound by G. Dieng,,39,36
178,2,4:06.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,41,36
179,2,3:46.0,,W. Ellington misses 2-pt jump shot from 18 ft,41,36
180,2,3:45.0,Defensive rebound by K. Towns,,41,36
181,2,3:37.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,43,36
182,2,3:33.0,,Personal foul by G. Dieng (drawn by T. Young),43,36
183,2,3:33.0,,J. Jack enters the game for W. Ellington,43,36
184,2,3:33.0,T. Prince enters the game for K. Martin,,43,36
185,2,3:17.0,,Turnover by J. Jack (lost ball; steal by R. Rubio),43,36
186,2,3:00.0,G. Dieng makes 2-pt hook shot from 7 ft,,45,36
187,2,2:42.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Sloan),45,39
188,2,2:26.0,T. Prince makes 2-pt jump shot from 17 ft (assist by R. Rubio),,47,39
189,2,2:10.0,,Brooklyn full timeout,47,39
190,2,2:10.0,,J. Johnson enters the game for D. Sloan,47,39
191,2,2:05.0,,T. Young makes 2-pt hook shot from 7 ft (assist by B. Lopez),47,41
192,2,1:50.0,K. Towns misses 2-pt jump shot from 18 ft,,47,41
193,2,1:49.0,,Defensive rebound by B. Bogdanović,47,41
194,2,1:42.0,,Personal foul by G. Dieng (drawn by B. Lopez),47,41
195,2,1:42.0,,B. Lopez makes free throw 1 of 2,47,42
196,2,1:42.0,A. Payne enters the game for G. Dieng,,47,42
197,2,1:42.0,,B. Lopez makes free throw 2 of 2,47,43
198,2,1:26.0,Turnover by T. Prince (bad pass; steal by B. Bogdanović),,47,43
199,2,1:21.0,,Turnover by B. Bogdanović (bad pass; steal by A. Wiggins),47,43
200,2,1:17.0,Personal foul by B. Bogdanović (drawn by A. Payne),,47,43
201,2,1:11.0,K. Towns misses 2-pt layup from 1 ft,,47,43
202,2,1:10.0,Offensive rebound by K. Towns,,47,43
203,2,1:08.0,Turnover by K. Towns (traveling),,47,43
204,2,1:00.0,,Turnover by B. Lopez (lost ball; steal by R. Rubio),47,43
205,2,0:56.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,49,43
206,2,0:38.0,,T. Young misses 2-pt hook shot from 9 ft,49,43
207,2,0:37.0,,Offensive rebound by T. Young,49,43
208,2,0:34.0,,T. Young misses 2-pt jump shot from 5 ft,49,43
209,2,0:33.0,Defensive rebound by K. Towns,,49,43
210,2,0:14.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,51,43
211,2,0:14.0,Shooting foul by J. Jack (drawn by K. Towns),,51,43
212,2,0:14.0,K. Towns makes free throw 1 of 1,,52,43
213,2,0:01.0,,J. Johnson misses 3-pt jump shot from 29 ft,52,43
214,2,0:00.0,,Offensive rebound by Team,52,43
215,3,11:45.0,,Turnover by J. Jack (bad pass; steal by R. Rubio),52,43
216,3,11:31.0,R. Rubio misses 2-pt jump shot from 18 ft,,52,43
217,3,11:30.0,,Defensive rebound by B. Lopez,52,43
218,3,11:14.0,,J. Johnson misses 2-pt jump shot from 17 ft,52,43
219,3,11:13.0,Defensive rebound by K. Garnett,,52,43
220,3,11:02.0,Personal foul by B. Bogdanović (drawn by A. Wiggins),,52,43
221,3,11:02.0,Turnover by K. Towns (3 sec),,52,43
222,3,10:45.0,,J. Johnson makes 2-pt layup from 2 ft,52,45
223,3,10:34.0,R. Rubio misses 2-pt layup from 2 ft,,52,45
224,3,10:33.0,Offensive rebound by K. Towns,,52,45
225,3,10:32.0,K. Towns misses 2-pt layup from 1 ft,,52,45
226,3,10:31.0,,Defensive rebound by Team,52,45
227,3,10:14.0,,B. Lopez makes 2-pt hook shot from 12 ft (assist by J. Johnson),52,47
228,3,9:54.0,K. Towns makes 2-pt jump shot from 19 ft (assist by R. Rubio),,54,47
229,3,9:49.0,,Turnover by B. Lopez (bad pass; steal by R. Rubio),54,47
230,3,9:46.0,R. Rubio misses 2-pt jump shot from 20 ft,,54,47
231,3,9:45.0,,Defensive rebound by B. Lopez,54,47
232,3,9:36.0,,J. Jack misses 2-pt jump shot from 17 ft,54,47
233,3,9:35.0,Defensive rebound by K. Garnett,,54,47
234,3,9:30.0,Personal block foul by J. Jack (drawn by R. Rubio),,54,47
235,3,9:30.0,R. Rubio makes free throw 1 of 2,,55,47
236,3,9:30.0,R. Rubio makes free throw 2 of 2,,56,47
237,3,9:10.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jack),56,50
238,3,8:58.0,Turnover by A. Wiggins (step out of bounds),,56,50
239,3,8:41.0,,J. Johnson misses 2-pt jump shot from 11 ft,56,50
240,3,8:40.0,Defensive rebound by K. Garnett,,56,50
241,3,8:35.0,A. Wiggins makes 2-pt layup from 2 ft,,58,50
242,3,8:23.0,,B. Bogdanović makes 2-pt dunk at rim (assist by B. Lopez),58,52
243,3,8:15.0,Minnesota full timeout,,58,52
244,3,8:07.0,Turnover by R. Rubio (bad pass; steal by B. Lopez),,58,52
245,3,7:50.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,58,52
246,3,7:49.0,Defensive rebound by K. Garnett,,58,52
247,3,7:40.0,K. Towns misses 2-pt layup from 2 ft,,58,52
248,3,7:39.0,,Defensive rebound by J. Johnson,58,52
249,3,7:37.0,,Personal foul by K. Garnett (drawn by J. Johnson),58,52
250,3,7:27.0,,Shooting foul by K. Towns (drawn by B. Lopez),58,52
251,3,7:27.0,,B. Lopez makes free throw 1 of 2,58,53
252,3,7:27.0,,B. Lopez misses free throw 2 of 2,58,53
253,3,7:26.0,Defensive rebound by K. Towns,,58,53
254,3,7:11.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Garnett),,60,53
255,3,7:11.0,Shooting foul by J. Johnson (drawn by K. Towns),,60,53
256,3,7:11.0,K. Towns makes free throw 1 of 1,,61,53
257,3,6:53.0,,Turnover by J. Jack (bad pass; steal by K. Garnett),61,53
258,3,6:44.0,Personal foul by J. Jack (drawn by R. Rubio),,61,53
259,3,6:44.0,,D. Sloan enters the game for J. Jack,61,53
260,3,6:31.0,K. Garnett misses 2-pt jump shot from 16 ft,,61,53
261,3,6:30.0,,Defensive rebound by B. Lopez,61,53
262,3,6:23.0,,Turnover by B. Lopez (bad pass; steal by K. Garnett),61,53
263,3,6:15.0,T. Prince makes 2-pt jump shot from 18 ft (assist by R. Rubio),,63,53
264,3,6:15.0,,Brooklyn full timeout,63,53
265,3,6:15.0,,M. Brown enters the game for B. Bogdanović,63,53
266,3,6:15.0,,A. Bargnani enters the game for B. Lopez,63,53
267,3,6:15.0,G. Dieng enters the game for K. Garnett,,63,53
268,3,5:51.0,,J. Johnson misses 2-pt layup from 2 ft,63,53
269,3,5:50.0,,Offensive rebound by Team,63,53
270,3,5:50.0,,Turnover by Team (shot clock),63,53
271,3,5:30.0,K. Towns makes 2-pt layup from 2 ft (assist by G. Dieng),,65,53
272,3,5:05.0,,T. Young makes 2-pt jump shot from 19 ft,65,55
273,3,4:52.0,Personal foul by D. Sloan (drawn by R. Rubio),,65,55
274,3,4:52.0,R. Rubio misses free throw 1 of 2,,65,55
275,3,4:52.0,Offensive rebound by Team,,65,55
276,3,4:52.0,,W. Reed enters the game for T. Young,65,55
277,3,4:52.0,R. Rubio makes free throw 2 of 2,,66,55
278,3,4:41.0,,Shooting foul by A. Wiggins (drawn by M. Brown),66,55
279,3,4:41.0,,M. Brown makes free throw 1 of 2,66,56
280,3,4:41.0,,M. Brown misses free throw 2 of 2,66,56
281,3,4:40.0,Defensive rebound by G. Dieng,,66,56
282,3,4:27.0,T. Prince misses 2-pt jump shot from 20 ft,,66,56
283,3,4:26.0,Offensive rebound by A. Wiggins,,66,56
284,3,4:07.0,A. Wiggins misses 2-pt jump shot from 9 ft,,66,56
285,3,4:06.0,Offensive rebound by A. Wiggins,,66,56
286,3,4:00.0,,Offensive charge foul by A. Wiggins (drawn by M. Brown),66,56
287,3,4:00.0,Turnover by A. Wiggins (offensive foul),,66,56
288,3,3:53.0,,D. Sloan misses 2-pt layup from 1 ft (block by K. Towns),66,56
289,3,3:52.0,Defensive rebound by G. Dieng,,66,56
290,3,3:45.0,Shooting foul by M. Brown (drawn by A. Wiggins),,66,56
291,3,3:45.0,A. Wiggins makes free throw 1 of 2,,67,56
292,3,3:45.0,A. Wiggins misses free throw 2 of 2,,67,56
293,3,3:44.0,,Defensive rebound by J. Johnson,67,56
294,3,3:34.0,,J. Johnson misses 2-pt jump shot from 19 ft,67,56
295,3,3:33.0,Defensive rebound by K. Towns,,67,56
296,3,3:25.0,Turnover by R. Rubio (lost ball; steal by A. Bargnani),,67,56
297,3,3:13.0,,W. Reed makes 2-pt layup from 1 ft (assist by D. Sloan),67,58
298,3,2:52.0,K. Towns makes 2-pt hook shot from 8 ft,,69,58
299,3,2:38.0,,Personal foul by T. Prince (drawn by A. Bargnani),69,58
300,3,2:38.0,Z. LaVine enters the game for R. Rubio,,69,58
301,3,2:27.0,,D. Sloan makes 2-pt layup from 2 ft (assist by J. Johnson),69,60
302,3,2:05.0,Shooting foul by M. Brown (drawn by A. Wiggins),,69,60
303,3,2:05.0,A. Wiggins makes free throw 1 of 2,,70,60
304,3,2:05.0,K. Martin enters the game for T. Prince,,70,60
305,3,2:05.0,A. Wiggins makes free throw 2 of 2,,71,60
306,3,1:49.0,,J. Johnson misses 2-pt jump shot from 7 ft (block by A. Wiggins),71,60
307,3,1:48.0,,Offensive rebound by J. Johnson,71,60
308,3,1:47.0,,Turnover by J. Johnson (bad pass; steal by K. Martin),71,60
309,3,1:47.0,Personal foul by W. Reed (drawn by K. Martin),,71,60
310,3,1:47.0,K. Martin makes free throw 1 of 2,,72,60
311,3,1:47.0,,W. Ellington enters the game for J. Johnson,72,60
312,3,1:47.0,,B. Lopez enters the game for W. Reed,72,60
313,3,1:47.0,K. Martin makes free throw 2 of 2,,73,60
314,3,1:36.0,,Personal foul by G. Dieng (drawn by A. Bargnani),73,60
315,3,1:36.0,,A. Bargnani misses free throw 1 of 2,73,60
316,3,1:36.0,,Offensive rebound by Team,73,60
317,3,1:36.0,A. Payne enters the game for K. Towns,,73,60
318,3,1:36.0,,A. Bargnani makes free throw 2 of 2,73,61
319,3,1:24.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,75,61
320,3,1:07.0,,B. Lopez makes 2-pt dunk at rim,75,63
321,3,0:52.0,Z. LaVine misses 3-pt jump shot from 24 ft,,75,63
322,3,0:51.0,,Defensive rebound by A. Bargnani,75,63
323,3,0:40.0,,D. Sloan makes 2-pt layup from 1 ft (assist by W. Ellington),75,65
324,3,0:25.0,Turnover by Z. LaVine (lost ball; steal by D. Sloan),,75,65
325,3,0:01.0,,A. Bargnani misses 2-pt jump shot from 19 ft,75,65
326,3,0:00.0,,Offensive rebound by Team,75,65
327,4,11:45.0,K. Martin makes 2-pt jump shot from 17 ft (assist by Z. LaVine),,77,65
328,4,11:27.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Sloan),77,67
329,4,11:02.0,Z. LaVine misses 3-pt jump shot from 24 ft,,77,67
330,4,11:00.0,Offensive rebound by Z. LaVine,,77,67
331,4,10:59.0,Shooting foul by B. Lopez (drawn by Z. LaVine),,77,67
332,4,10:59.0,Z. LaVine makes free throw 1 of 2,,78,67
333,4,10:59.0,Z. LaVine makes free throw 2 of 2,,79,67
334,4,10:49.0,,W. Ellington makes 2-pt layup from 2 ft,79,69
335,4,10:33.0,A. Payne misses 2-pt hook shot from 5 ft,,79,69
336,4,10:32.0,,Defensive rebound by B. Lopez,79,69
337,4,10:10.0,,W. Ellington misses 3-pt jump shot from 24 ft,79,69
338,4,10:09.0,Defensive rebound by A. Payne,,79,69
339,4,10:02.0,K. Martin makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,82,69
340,4,9:52.0,,Personal foul by K. Martin (drawn by W. Ellington),82,69
341,4,9:52.0,,T. Young enters the game for A. Bargnani,82,69
342,4,9:52.0,,J. Jack enters the game for D. Sloan,82,69
343,4,9:41.0,,Personal foul by A. Payne (drawn by T. Young),82,69
344,4,9:29.0,,T. Young misses 2-pt jump shot from 19 ft,82,69
345,4,9:28.0,Defensive rebound by A. Payne,,82,69
346,4,9:06.0,Turnover by K. Martin (bad pass; steal by B. Bogdanović),,82,69
347,4,9:05.0,,Personal foul by A. Miller (drawn by B. Bogdanović),82,69
348,4,8:52.0,Official timeout,,82,69
349,4,8:40.0,,J. Jack misses 2-pt jump shot from 9 ft,82,69
350,4,8:38.0,Defensive rebound by G. Dieng,,82,69
351,4,8:22.0,Z. LaVine makes 2-pt dunk at rim (assist by G. Dieng),,84,69
352,4,8:05.0,,Personal foul by K. Martin (drawn by T. Young),84,69
353,4,7:48.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Jack),84,72
354,4,7:36.0,Personal foul by J. Jack (drawn by Z. LaVine),,84,72
355,4,7:28.0,A. Payne misses 2-pt layup from 3 ft,,84,72
356,4,7:27.0,,Defensive rebound by T. Young,84,72
357,4,7:13.0,,W. Ellington misses 3-pt jump shot from 24 ft,84,72
358,4,7:12.0,,Offensive rebound by B. Lopez,84,72
359,4,7:07.0,,Turnover by Team (back court),84,72
360,4,6:55.0,Z. LaVine makes 2-pt layup from 3 ft,,86,72
361,4,6:37.0,,Turnover by W. Ellington (bad pass; steal by A. Miller),86,72
362,4,6:34.0,A. Miller makes 2-pt layup from 2 ft,,88,72
363,4,6:34.0,,Brooklyn full timeout,88,72
364,4,6:34.0,,J. Johnson enters the game for W. Ellington,88,72
365,4,6:20.0,,J. Jack misses 3-pt jump shot from 24 ft,88,72
366,4,6:19.0,Defensive rebound by A. Payne,,88,72
367,4,6:02.0,K. Martin makes 3-pt jump shot from 24 ft (assist by A. Miller),,91,72
368,4,5:47.0,,J. Johnson misses 2-pt jump shot from 6 ft,91,72
369,4,5:45.0,Defensive rebound by A. Payne,,91,72
370,4,5:23.0,A. Payne misses 2-pt jump shot from 16 ft,,91,72
371,4,5:22.0,,Defensive rebound by J. Jack,91,72
372,4,5:15.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),91,75
373,4,4:58.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by Z. LaVine),,93,75
374,4,4:45.0,R. Rubio enters the game for A. Payne,,93,75
375,4,4:45.0,A. Wiggins enters the game for K. Martin,,93,75
376,4,4:45.0,K. Towns enters the game for A. Miller,,93,75
377,4,4:39.0,,T. Young makes 2-pt jump shot from 5 ft (assist by J. Jack),93,77
378,4,4:21.0,Z. LaVine makes 2-pt jump shot from 17 ft,,95,77
379,4,4:07.0,,T. Young misses 2-pt jump shot from 19 ft,95,77
380,4,4:06.0,Defensive rebound by K. Towns,,95,77
