,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
242,3,11:26.0,,Shooting foul by R. Price (drawn by C. Zeller),44,70
243,3,11:26.0,,C. Zeller makes free throw 1 of 1,44,71
244,3,11:14.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,46,71
245,3,10:56.0,,Turnover by C. Lee (lost ball),46,71
246,3,10:40.0,A. Len makes 2-pt layup from 1 ft,,48,71
247,3,10:26.0,,K. Walker misses 2-pt jump shot from 7 ft,48,71
248,3,10:26.0,Defensive rebound by Team,,48,71
249,3,10:16.0,D. Booker makes 2-pt jump shot from 14 ft,,50,71
250,3,10:05.0,,Shooting foul by A. Len (drawn by K. Walker),50,71
251,3,10:05.0,,K. Walker makes free throw 1 of 2,50,72
252,3,10:05.0,,K. Walker makes free throw 2 of 2,50,73
253,3,9:46.0,P. Tucker misses 2-pt jump shot from 17 ft,,50,73
254,3,9:45.0,,Defensive rebound by C. Zeller,50,73
255,3,9:31.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by C. Lee),50,76
256,3,9:11.0,D. Booker misses 2-pt jump shot from 14 ft,,50,76
257,3,9:10.0,,Defensive rebound by N. Batum,50,76
258,3,8:58.0,,C. Zeller misses 2-pt jump shot from 18 ft,50,76
259,3,8:57.0,Defensive rebound by R. Price,,50,76
260,3,8:42.0,A. Len misses 2-pt jump shot from 10 ft,,50,76
261,3,8:41.0,,Defensive rebound by N. Batum,50,76
262,3,8:32.0,,K. Walker misses 3-pt jump shot from 25 ft,50,76
263,3,8:30.0,Defensive rebound by A. Len,,50,76
264,3,8:24.0,Personal block foul by C. Zeller (drawn by D. Booker),,50,76
265,3,8:07.0,Turnover by Team (shot clock),,50,76
266,3,7:54.0,Offensive charge foul by C. Lee (drawn by D. Booker),,50,76
267,3,7:54.0,,Turnover by C. Lee (offensive foul),50,76
268,3,7:37.0,R. Price misses 3-pt jump shot from 25 ft,,50,76
269,3,7:35.0,Offensive rebound by D. Booker,,50,76
270,3,7:22.0,Personal foul by C. Zeller (drawn by D. Booker),,50,76
271,3,7:07.0,D. Booker misses 3-pt jump shot from 23 ft,,50,76
272,3,7:06.0,Offensive rebound by P. Tucker,,50,76
273,3,7:03.0,R. Price misses 3-pt jump shot from 26 ft,,50,76
274,3,7:02.0,Offensive rebound by T. Chandler,,50,76
275,3,7:02.0,T. Chandler makes 2-pt layup at rim,,52,76
276,3,6:34.0,,K. Walker misses 2-pt jump shot from 8 ft,52,76
277,3,6:34.0,,Offensive rebound by Team,52,76
278,3,6:34.0,,Turnover by Team (shot clock),52,76
279,3,6:19.0,Turnover by R. Price (bad pass; steal by C. Zeller),,52,76
280,3,6:14.0,,K. Walker makes 2-pt layup from 1 ft (assist by C. Zeller),52,78
281,3,5:59.0,R. Price misses 3-pt jump shot from 26 ft,,52,78
282,3,5:58.0,,Defensive rebound by N. Batum,52,78
283,3,5:51.0,,C. Lee misses 3-pt jump shot from 26 ft,52,78
284,3,5:50.0,,Offensive rebound by C. Zeller,52,78
285,3,5:46.0,,M. Williams misses 3-pt jump shot from 23 ft,52,78
286,3,5:45.0,Defensive rebound by R. Price,,52,78
287,3,5:33.0,T. Chandler makes 2-pt layup from 1 ft (assist by A. Len),,54,78
288,3,5:33.0,Shooting foul by N. Batum (drawn by T. Chandler),,54,78
289,3,5:33.0,,Charlotte full timeout,54,78
290,3,5:33.0,,A. Jefferson enters the game for C. Zeller,54,78
291,3,5:33.0,T. Chandler misses free throw 1 of 1,,54,78
292,3,5:32.0,,Defensive rebound by N. Batum,54,78
293,3,5:19.0,,N. Batum misses 2-pt jump shot from 13 ft,54,78
294,3,5:18.0,Defensive rebound by D. Booker,,54,78
295,3,5:09.0,Turnover by D. Booker (bad pass; steal by M. Williams),,54,78
296,3,5:03.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by C. Lee),54,81
297,3,4:37.0,D. Booker misses 2-pt jump shot from 18 ft,,54,81
298,3,4:35.0,,Defensive rebound by N. Batum,54,81
299,3,4:22.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by K. Walker),54,83
300,3,4:02.0,A. Len misses 2-pt jump shot from 15 ft,,54,83
301,3,4:01.0,,Defensive rebound by M. Williams,54,83
302,3,3:46.0,,A. Jefferson makes 2-pt hook shot from 9 ft,54,85
303,3,3:30.0,D. Booker misses 2-pt layup from 1 ft (block by A. Jefferson),,54,85
304,3,3:28.0,,Defensive rebound by M. Williams,54,85
305,3,3:22.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by K. Walker),54,88
306,3,3:20.0,Phoenix full timeout,,54,88
307,3,3:20.0,P. Pressey enters the game for A. Len,,54,88
308,3,3:20.0,A. Goodwin enters the game for T. Chandler,,54,88
309,3,3:20.0,M. Teletović enters the game for R. Price,,54,88
310,3,2:57.0,A. Goodwin misses 2-pt layup at rim,,54,88
311,3,2:57.0,,Defensive rebound by Team,54,88
312,3,2:40.0,,A. Jefferson makes 2-pt jump shot from 7 ft (assist by N. Batum),54,90
313,3,2:27.0,D. Booker makes 2-pt jump shot from 9 ft,,56,90
314,3,2:18.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),56,92
315,3,2:18.0,,Shooting foul by P. Tucker (drawn by A. Jefferson),56,92
316,3,2:18.0,,J. Lin enters the game for C. Lee,56,92
317,3,2:18.0,J. Leuer enters the game for P. Tucker,,56,92
318,3,2:18.0,,A. Jefferson makes free throw 1 of 1,56,93
319,3,2:08.0,A. Goodwin misses 2-pt jump shot from 17 ft,,56,93
320,3,2:06.0,,Defensive rebound by A. Jefferson,56,93
321,3,1:58.0,,Turnover by M. Williams (lost ball; steal by D. Booker),56,93
322,3,1:56.0,D. Booker makes 2-pt layup from 1 ft,,58,93
323,3,1:56.0,Shooting foul by J. Lin (drawn by D. Booker),,58,93
324,3,1:56.0,,J. Lamb enters the game for N. Batum,58,93
325,3,1:56.0,D. Booker makes free throw 1 of 1,,59,93
326,3,1:41.0,,A. Jefferson misses 2-pt layup from 1 ft,59,93
327,3,1:40.0,Defensive rebound by J. Leuer,,59,93
328,3,1:36.0,Turnover by P. Pressey (lost ball; steal by K. Walker),,59,93
329,3,1:24.0,,Personal block foul by A. Goodwin (drawn by A. Jefferson),59,93
330,3,1:11.0,,K. Walker makes 2-pt jump shot from 19 ft,59,95
331,3,1:00.0,J. Leuer makes 2-pt layup from 1 ft (assist by A. Goodwin),,61,95
332,3,0:47.0,,J. Lamb misses 3-pt jump shot from 23 ft,61,95
333,3,0:46.0,Defensive rebound by P. Pressey,,61,95
334,3,0:39.0,D. Booker misses 2-pt jump shot from 6 ft (block by J. Lin),,61,95
335,3,0:35.0,,Defensive rebound by K. Walker,61,95
336,3,0:30.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by M. Williams),61,98
337,3,0:10.0,J. Leuer misses 3-pt jump shot from 24 ft,,61,98
338,3,0:08.0,,Defensive rebound by J. Lamb,61,98
339,3,0:02.0,,A. Jefferson misses 2-pt hook shot from 6 ft,61,98
340,3,0:00.0,Defensive rebound by J. Leuer,,61,98
341,4,11:46.0,,J. Lamb misses 3-pt jump shot from 25 ft,61,98
342,4,11:45.0,Defensive rebound by A. Goodwin,,61,98
343,4,11:33.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by P. Pressey),,64,98
344,4,11:17.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),64,100
345,4,11:17.0,,Shooting foul by D. Booker (drawn by J. Lamb),64,100
346,4,11:17.0,,J. Lamb makes free throw 1 of 1,64,101
347,4,10:54.0,A. Goodwin makes 2-pt layup from 1 ft,,66,101
348,4,10:41.0,,Shooting foul by M. Teletović (drawn by J. Lin),66,101
349,4,10:41.0,,J. Lin makes free throw 1 of 2,66,102
350,4,10:41.0,,J. Lin makes free throw 2 of 2,66,103
351,4,10:26.0,M. Teletović misses 3-pt jump shot from 26 ft,,66,103
352,4,10:25.0,,Defensive rebound by J. Lin,66,103
353,4,10:18.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,66,103
354,4,10:17.0,,Offensive rebound by J. Lamb,66,103
355,4,10:09.0,,J. Lamb makes 2-pt jump shot from 18 ft,66,105
356,4,9:57.0,J. Leuer misses 2-pt jump shot from 7 ft,,66,105
357,4,9:55.0,,Defensive rebound by J. Lamb,66,105
358,4,9:41.0,,J. Lin misses 2-pt jump shot from 7 ft,66,105
359,4,9:38.0,,Offensive rebound by A. Jefferson,66,105
360,4,9:38.0,,A. Jefferson misses 2-pt jump shot from 8 ft,66,105
361,4,9:37.0,Defensive rebound by Team,,66,105
362,4,9:30.0,P. Pressey misses 2-pt layup from 2 ft (block by J. Lin),,66,105
363,4,9:30.0,Offensive rebound by Team,,66,105
364,4,9:27.0,D. Booker misses 2-pt jump shot from 16 ft,,66,105
365,4,9:26.0,,Defensive rebound by F. Kaminsky,66,105
366,4,9:16.0,,J. Lin misses 2-pt layup from 1 ft,66,105
367,4,9:15.0,Defensive rebound by J. Leuer,,66,105
368,4,9:07.0,M. Teletović misses 3-pt jump shot from 25 ft,,66,105
369,4,9:06.0,,Defensive rebound by F. Kaminsky,66,105
370,4,9:01.0,,J. Lamb makes 2-pt dunk at rim (assist by F. Kaminsky),66,107
371,4,8:48.0,A. Goodwin makes 2-pt layup from 1 ft,,68,107
372,4,8:28.0,,A. Jefferson makes 2-pt hook shot from 7 ft,68,109
373,4,8:14.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by P. Pressey),,70,109
374,4,7:58.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Lin),70,112
375,4,7:49.0,Phoenix full timeout,,70,112
376,4,7:49.0,T. Chandler enters the game for D. Booker,,70,112
377,4,7:49.0,A. Len enters the game for P. Pressey,,70,112
378,4,7:49.0,R. Price enters the game for M. Teletović,,70,112
379,4,7:49.0,P. Tucker enters the game for J. Leuer,,70,112
380,4,7:49.0,,A. Harrison enters the game for A. Jefferson,70,112
381,4,7:49.0,,T. Hansbrough enters the game for J. Lin,70,112
382,4,7:49.0,,J. Gutiérrez enters the game for J. Lamb,70,112
383,4,7:33.0,Shooting foul by T. Daniels (drawn by A. Len),,70,112
384,4,7:33.0,A. Len makes free throw 1 of 2,,71,112
385,4,7:33.0,A. Len makes free throw 2 of 2,,72,112
386,4,7:15.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by J. Gutiérrez),72,115
387,4,7:10.0,Shooting foul by A. Harrison (drawn by A. Len),,72,115
388,4,7:10.0,A. Len makes free throw 1 of 2,,73,115
389,4,7:10.0,A. Len makes free throw 2 of 2,,74,115
390,4,6:51.0,,A. Harrison misses 3-pt jump shot from 23 ft,74,115
391,4,6:50.0,,Offensive rebound by T. Hansbrough,74,115
