,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
0,1,11:38.0,,Turnover by N. Batum (bad pass),0,0
1,1,11:24.0,A. Len makes 2-pt hook shot from 5 ft (assist by R. Price),,2,0
2,1,11:01.0,,N. Batum misses 2-pt jump shot from 16 ft,2,0
3,1,11:00.0,Defensive rebound by R. Price,,2,0
4,1,10:51.0,A. Len misses 2-pt jump shot from 20 ft,,2,0
5,1,10:50.0,,Defensive rebound by M. Williams,2,0
6,1,10:43.0,,Turnover by N. Batum (lost ball; steal by P. Tucker),2,0
7,1,10:38.0,P. Tucker makes 2-pt layup from 1 ft,,4,0
8,1,10:27.0,,K. Walker misses 2-pt layup from 2 ft (block by R. Price),4,0
9,1,10:27.0,,Offensive rebound by Team,4,0
10,1,10:27.0,,Turnover by N. Batum (bad pass),4,0
11,1,10:11.0,P. Tucker misses 2-pt jump shot from 22 ft,,4,0
12,1,10:10.0,,Defensive rebound by C. Lee,4,0
13,1,9:58.0,,K. Walker misses 2-pt jump shot from 20 ft,4,0
14,1,9:57.0,Defensive rebound by A. Len,,4,0
15,1,9:48.0,D. Booker misses 3-pt jump shot from 25 ft,,4,0
16,1,9:47.0,Offensive rebound by A. Len,,4,0
17,1,9:43.0,R. Price misses 2-pt jump shot from 18 ft,,4,0
18,1,9:42.0,Offensive rebound by Team,,4,0
19,1,9:37.0,Turnover by A. Len (bad pass; steal by M. Williams),,4,0
20,1,9:30.0,,N. Batum makes 2-pt jump shot from 7 ft (assist by C. Zeller),4,2
21,1,9:30.0,,Shooting foul by D. Booker (drawn by N. Batum),4,2
22,1,9:30.0,,N. Batum makes free throw 1 of 1,4,3
23,1,9:19.0,Turnover by A. Len (bad pass),,4,3
24,1,9:07.0,,K. Walker misses 2-pt layup at rim,4,3
25,1,9:05.0,,Offensive rebound by C. Zeller,4,3
26,1,9:05.0,,C. Zeller misses 2-pt layup from 2 ft,4,3
27,1,9:03.0,,Offensive rebound by C. Zeller,4,3
28,1,8:59.0,,M. Williams makes 2-pt layup from 1 ft (assist by C. Zeller),4,5
29,1,8:44.0,Turnover by D. Booker (lost ball; steal by C. Lee),,4,5
30,1,8:25.0,,C. Lee misses 2-pt layup from 2 ft,4,5
31,1,8:24.0,Defensive rebound by A. Len,,4,5
32,1,7:59.0,P. Tucker misses 2-pt jump shot from 5 ft,,4,5
33,1,7:59.0,Offensive rebound by P. Tucker,,4,5
34,1,7:59.0,Shooting foul by C. Zeller (drawn by P. Tucker),,4,5
35,1,7:59.0,P. Tucker makes free throw 1 of 2,,5,5
36,1,7:59.0,P. Tucker misses free throw 2 of 2,,5,5
37,1,7:57.0,,Defensive rebound by C. Zeller,5,5
38,1,7:45.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),5,8
39,1,7:32.0,Offensive foul by T. Chandler (drawn by K. Walker),,5,8
40,1,7:32.0,Turnover by T. Chandler (offensive foul),,5,8
41,1,7:17.0,,N. Batum misses 3-pt jump shot from 24 ft,5,8
42,1,7:16.0,Defensive rebound by A. Len,,5,8
43,1,6:59.0,A. Len misses 2-pt jump shot from 11 ft,,5,8
44,1,6:57.0,,Defensive rebound by M. Williams,5,8
45,1,6:47.0,,K. Walker makes 2-pt jump shot from 16 ft,5,10
46,1,6:42.0,Shooting foul by C. Lee (drawn by D. Booker),,5,10
47,1,6:42.0,D. Booker misses free throw 1 of 2,,5,10
48,1,6:42.0,Offensive rebound by Team,,5,10
49,1,6:42.0,D. Booker makes free throw 2 of 2,,6,10
50,1,6:25.0,,Personal foul by R. Price (drawn by C. Zeller),6,10
51,1,6:25.0,P. Pressey enters the game for R. Price,,6,10
52,1,6:15.0,,K. Walker makes 2-pt jump shot from 19 ft (assist by C. Zeller),6,12
53,1,5:58.0,Turnover by A. Len (bad pass; steal by M. Williams),,6,12
54,1,5:47.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),6,14
55,1,5:47.0,Phoenix full timeout,,6,14
56,1,5:47.0,R. Price enters the game for T. Chandler,,6,14
57,1,5:47.0,,A. Jefferson enters the game for C. Zeller,6,14
58,1,5:27.0,R. Price misses 3-pt jump shot from 25 ft,,6,14
59,1,5:21.0,,Defensive rebound by A. Jefferson,6,14
60,1,5:17.0,,A. Jefferson misses 2-pt jump shot from 8 ft,6,14
61,1,5:12.0,,Offensive rebound by N. Batum,6,14
62,1,5:12.0,,N. Batum makes 2-pt dunk at rim,6,16
63,1,5:08.0,D. Booker misses 2-pt jump shot from 11 ft,,6,16
64,1,5:08.0,,Defensive rebound by K. Walker,6,16
65,1,5:00.0,,K. Walker makes 2-pt layup at rim,6,18
66,1,4:40.0,P. Tucker misses 2-pt jump shot from 15 ft,,6,18
67,1,4:39.0,,Defensive rebound by K. Walker,6,18
68,1,4:32.0,,K. Walker makes 3-pt jump shot from 24 ft,6,21
69,1,4:32.0,Phoenix full timeout,,6,21
70,1,4:32.0,,J. Lin enters the game for C. Lee,6,21
71,1,4:27.0,M. Teletović enters the game for D. Booker,,6,21
72,1,4:27.0,A. Goodwin enters the game for P. Pressey,,6,21
73,1,4:10.0,A. Goodwin makes 2-pt layup from 1 ft,,8,21
74,1,3:45.0,,A. Jefferson misses 2-pt layup from 2 ft,8,21
75,1,3:44.0,Defensive rebound by A. Len,,8,21
76,1,3:38.0,R. Price misses 3-pt jump shot from 24 ft,,8,21
77,1,3:36.0,,Defensive rebound by J. Lin,8,21
78,1,3:33.0,,K. Walker makes 2-pt layup at rim,8,23
79,1,3:33.0,,Shooting foul by A. Goodwin (drawn by K. Walker),8,23
80,1,3:33.0,,K. Walker makes free throw 1 of 1,8,24
81,1,3:14.0,M. Teletović misses 3-pt jump shot from 24 ft,,8,24
82,1,3:13.0,,Defensive rebound by K. Walker,8,24
83,1,3:03.0,,A. Jefferson misses 2-pt jump shot from 6 ft,8,24
84,1,3:03.0,,Offensive rebound by K. Walker,8,24
85,1,3:03.0,,Shooting foul by R. Price (drawn by K. Walker),8,24
86,1,3:03.0,,K. Walker makes free throw 1 of 2,8,25
87,1,3:03.0,P. Pressey enters the game for R. Price,,8,25
88,1,3:03.0,,J. Lamb enters the game for N. Batum,8,25
89,1,3:03.0,,K. Walker makes free throw 2 of 2,8,26
90,1,2:45.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by A. Goodwin),,11,26
91,1,2:33.0,,Shooting foul by P. Tucker (drawn by A. Jefferson),11,26
92,1,2:33.0,,A. Jefferson makes free throw 1 of 2,11,27
93,1,2:33.0,D. Booker enters the game for P. Tucker,,11,27
94,1,2:33.0,,A. Jefferson makes free throw 2 of 2,11,28
95,1,2:17.0,A. Goodwin misses 3-pt jump shot from 23 ft,,11,28
96,1,2:15.0,,Defensive rebound by J. Lin,11,28
97,1,2:08.0,,Turnover by J. Lin (bad pass),11,28
98,1,2:01.0,M. Teletović misses 3-pt jump shot from 25 ft,,11,28
99,1,1:59.0,,Defensive rebound by A. Jefferson,11,28
100,1,1:44.0,,J. Lin misses 2-pt layup from 1 ft,11,28
101,1,1:43.0,Defensive rebound by A. Len,,11,28
102,1,1:37.0,P. Pressey makes 2-pt layup from 1 ft,,13,28
103,1,1:37.0,,Charlotte full timeout,13,28
104,1,1:37.0,J. Leuer enters the game for A. Len,,13,28
105,1,1:37.0,,F. Kaminsky enters the game for M. Williams,13,28
106,1,1:27.0,,F. Kaminsky misses 2-pt layup from 2 ft,13,28
107,1,1:26.0,,Offensive rebound by A. Jefferson,13,28
108,1,1:26.0,,A. Jefferson makes 2-pt layup from 1 ft,13,30
109,1,1:11.0,M. Teletović misses 3-pt jump shot from 25 ft,,13,30
110,1,1:10.0,,Defensive rebound by J. Lamb,13,30
111,1,0:48.0,,A. Jefferson misses 2-pt jump shot from 15 ft,13,30
112,1,0:46.0,Defensive rebound by P. Pressey,,13,30
113,1,0:41.0,D. Booker makes 3-pt jump shot from 25 ft (assist by P. Pressey),,16,30
114,1,0:37.0,,Turnover by K. Walker (lost ball; steal by P. Pressey),16,30
115,1,0:31.0,P. Pressey misses 2-pt dunk at rim,,16,30
116,1,0:28.0,,Defensive rebound by K. Walker,16,30
117,1,0:25.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),16,33
118,1,0:06.0,Personal foul by J. Lamb (drawn by A. Goodwin),,16,33
119,1,0:06.0,Shooting foul by A. Jefferson (drawn by D. Booker),,16,33
120,1,0:06.0,D. Booker makes free throw 1 of 2,,17,33
121,1,0:06.0,D. Booker makes free throw 2 of 2,,18,33
122,1,0:03.0,,A. Jefferson makes 2-pt dunk at rim (assist by K. Walker),18,35
123,1,0:00.0,A. Goodwin misses 3-pt jump shot from 28 ft,,18,35
124,1,0:00.0,Offensive rebound by Team,,18,35
125,2,11:52.0,J. Leuer misses 2-pt layup at rim,,18,35
126,2,11:50.0,,Defensive rebound by A. Jefferson,18,35
127,2,11:35.0,,F. Kaminsky makes 2-pt layup at rim,18,37
128,2,11:24.0,M. Teletović makes 2-pt layup at rim,,20,37
129,2,10:59.0,,Personal foul by J. Leuer (drawn by F. Kaminsky),20,37
130,2,10:59.0,,F. Kaminsky misses free throw 1 of 2,20,37
131,2,10:59.0,,Offensive rebound by Team,20,37
132,2,10:59.0,,F. Kaminsky makes free throw 2 of 2,20,38
133,2,10:44.0,D. Booker misses 3-pt jump shot from 25 ft,,20,38
134,2,10:43.0,,Defensive rebound by A. Jefferson,20,38
135,2,10:34.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),20,40
136,2,10:20.0,J. Leuer misses 3-pt jump shot from 25 ft,,20,40
137,2,10:19.0,,Defensive rebound by N. Batum,20,40
138,2,10:10.0,,J. Lamb misses 2-pt layup from 1 ft,20,40
139,2,10:09.0,Defensive rebound by A. Goodwin,,20,40
140,2,10:00.0,A. Goodwin makes 2-pt layup at rim,,22,40
141,2,9:48.0,,Turnover by J. Lin (bad pass),22,40
142,2,9:25.0,A. Goodwin misses 2-pt jump shot from 3 ft,,22,40
143,2,9:23.0,Offensive rebound by J. Leuer,,22,40
144,2,9:18.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Leuer),,25,40
145,2,9:01.0,,J. Lin misses 2-pt jump shot from 8 ft (block by M. Teletović),25,40
146,2,8:59.0,,Offensive rebound by J. Lamb,25,40
147,2,8:56.0,,N. Batum misses 2-pt jump shot from 6 ft,25,40
148,2,8:55.0,Defensive rebound by A. Goodwin,,25,40
149,2,8:51.0,M. Teletović misses 2-pt layup from 1 ft,,25,40
150,2,8:49.0,,Defensive rebound by N. Batum,25,40
151,2,8:41.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by N. Batum),25,43
152,2,8:28.0,Shooting foul by F. Kaminsky (drawn by M. Teletović),,25,43
153,2,8:28.0,Official timeout,,25,43
154,2,8:28.0,,C. Zeller enters the game for A. Jefferson,25,43
155,2,8:28.0,M. Teletović makes free throw 1 of 2,,26,43
156,2,8:28.0,M. Teletović makes free throw 2 of 2,,27,43
157,2,8:08.0,,J. Lamb makes 2-pt layup at rim,27,45
158,2,7:44.0,A. Goodwin misses 3-pt jump shot from 27 ft,,27,45
159,2,7:42.0,,Defensive rebound by J. Lamb,27,45
160,2,7:34.0,,J. Lamb misses 2-pt layup from 1 ft,27,45
161,2,7:34.0,,Offensive rebound by C. Zeller,27,45
162,2,7:32.0,,C. Zeller makes 2-pt layup from 1 ft,27,47
163,2,7:20.0,D. Booker misses 2-pt layup from 1 ft,,27,47
164,2,7:19.0,Offensive rebound by J. Leuer,,27,47
165,2,7:19.0,Shooting foul by J. Lamb (drawn by J. Leuer),,27,47
166,2,7:19.0,J. Leuer makes free throw 1 of 2,,28,47
167,2,7:19.0,P. Tucker enters the game for D. Booker,,28,47
168,2,7:19.0,J. Leuer makes free throw 2 of 2,,29,47
169,2,7:02.0,,Shooting foul by A. Goodwin (drawn by J. Lin),29,47
170,2,7:02.0,,J. Lin makes free throw 1 of 2,29,48
171,2,7:02.0,A. Len enters the game for J. Leuer,,29,48
172,2,7:02.0,,J. Lin makes free throw 2 of 2,29,49
173,2,6:51.0,J. Jenkins makes 2-pt jump shot from 22 ft (assist by M. Teletović),,31,49
174,2,6:29.0,,J. Lin misses 2-pt layup from 1 ft,31,49
175,2,6:29.0,,Offensive rebound by Team,31,49
176,2,6:29.0,,C. Lee enters the game for J. Lamb,31,49
177,2,6:25.0,,J. Lin makes 2-pt layup from 1 ft (assist by N. Batum),31,51
178,2,6:13.0,A. Len misses 2-pt jump shot from 4 ft,,31,51
179,2,6:13.0,Offensive rebound by A. Len,,31,51
180,2,6:13.0,A. Len misses 2-pt layup from 4 ft (block by F. Kaminsky),,31,51
181,2,6:13.0,Offensive rebound by A. Len,,31,51
182,2,6:13.0,Shooting foul by F. Kaminsky (drawn by A. Len),,31,51
183,2,6:13.0,A. Len makes free throw 1 of 2,,32,51
184,2,6:13.0,R. Price enters the game for A. Goodwin,,32,51
185,2,6:13.0,A. Len makes free throw 2 of 2,,33,51
186,2,6:01.0,,J. Lin misses 2-pt jump shot from 20 ft,33,51
187,2,6:00.0,Defensive rebound by P. Tucker,,33,51
188,2,5:51.0,,Charlotte full timeout,33,51
189,2,5:51.0,,K. Walker enters the game for J. Lin,33,51
190,2,5:51.0,,M. Williams enters the game for F. Kaminsky,33,51
191,2,5:46.0,Personal foul by C. Lee (drawn by J. Jenkins),,33,51
192,2,5:41.0,J. Jenkins misses 2-pt jump shot from 21 ft,,33,51
193,2,5:40.0,,Defensive rebound by C. Zeller,33,51
194,2,5:27.0,,Turnover by M. Williams (bad pass; steal by P. Tucker),33,51
195,2,5:22.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by R. Price),,36,51
196,2,5:04.0,,K. Walker misses 3-pt jump shot from 24 ft,36,51
197,2,5:03.0,Defensive rebound by M. Teletović,,36,51
198,2,4:47.0,R. Price misses 3-pt jump shot from 25 ft,,36,51
199,2,4:45.0,,Defensive rebound by N. Batum,36,51
200,2,4:36.0,,M. Williams misses 3-pt jump shot from 23 ft,36,51
201,2,4:33.0,Defensive rebound by J. Jenkins,,36,51
202,2,4:17.0,Personal foul by M. Williams (drawn by M. Teletović),,36,51
203,2,4:17.0,M. Teletović misses free throw 1 of 2,,36,51
204,2,4:17.0,Offensive rebound by Team,,36,51
205,2,4:17.0,M. Teletović makes free throw 2 of 2,,37,51
206,2,4:04.0,,N. Batum makes 2-pt layup from 1 ft,37,53
207,2,3:45.0,M. Teletović misses 2-pt jump shot from 14 ft,,37,53
208,2,3:44.0,,Defensive rebound by M. Williams,37,53
209,2,3:35.0,,N. Batum makes 3-pt jump shot from 25 ft,37,56
210,2,3:30.0,Phoenix full timeout,,37,56
211,2,3:30.0,T. Chandler enters the game for M. Teletović,,37,56
212,2,3:30.0,D. Booker enters the game for J. Jenkins,,37,56
213,2,3:17.0,D. Booker misses 2-pt layup at rim,,37,56
214,2,3:16.0,Offensive rebound by P. Tucker,,37,56
215,2,3:05.0,Turnover by T. Chandler (3 sec),,37,56
216,2,2:50.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),37,59
217,2,2:30.0,R. Price makes 2-pt jump shot from 19 ft,,39,59
218,2,2:11.0,,C. Lee makes 2-pt jump shot from 17 ft,39,61
219,2,2:11.0,,Shooting foul by D. Booker (drawn by C. Lee),39,61
220,2,2:11.0,,C. Lee makes free throw 1 of 1,39,62
221,2,1:59.0,A. Len makes 2-pt jump shot from 16 ft (assist by R. Price),,41,62
222,2,1:47.0,,Personal foul by R. Price (drawn by K. Walker),41,62
223,2,1:47.0,A. Goodwin enters the game for R. Price,,41,62
224,2,1:32.0,,C. Lee makes 2-pt jump shot from 21 ft (assist by M. Williams),41,64
225,2,1:12.0,A. Len misses 2-pt jump shot from 12 ft,,41,64
226,2,1:11.0,,Defensive rebound by M. Williams,41,64
227,2,1:02.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),41,66
228,2,0:51.0,Turnover by A. Goodwin (bad pass; steal by N. Batum),,41,66
229,2,0:47.0,,N. Batum makes 2-pt layup at rim,41,68
230,2,0:34.0,Shooting foul by C. Zeller (drawn by A. Len),,41,68
231,2,0:34.0,A. Len misses free throw 1 of 2,,41,68
232,2,0:34.0,Offensive rebound by Team,,41,68
233,2,0:34.0,A. Len makes free throw 2 of 2,,42,68
234,2,0:10.0,,M. Williams misses 2-pt jump shot from 13 ft,42,68
235,2,0:09.0,Defensive rebound by A. Len,,42,68
236,2,0:00.0,A. Len misses 2-pt jump shot from 6 ft,,42,68
237,2,0:00.0,Offensive rebound by Team,,42,68
238,3,11:48.0,D. Booker misses 2-pt jump shot from 17 ft,,42,68
239,3,11:43.0,Offensive rebound by T. Chandler,,42,68
240,3,11:43.0,T. Chandler makes 2-pt dunk at rim,,44,68
241,3,11:26.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),44,70
