,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
386,4,4:37.0,E. Mudiay makes free throw 1 of 2,,92,107
387,4,4:37.0,E. Mudiay makes free throw 2 of 2,,93,107
388,4,4:17.0,,Shooting foul by D. Augustin (drawn by K. Humphries),93,107
389,4,4:17.0,,K. Humphries makes free throw 1 of 2,93,108
390,4,4:17.0,,T. Sefolosha enters the game for K. Korver,93,108
391,4,4:17.0,,K. Humphries makes free throw 2 of 2,93,109
392,4,4:10.0,Shooting foul by J. Teague (drawn by E. Mudiay),,93,109
393,4,4:10.0,E. Mudiay misses free throw 1 of 2,,93,109
394,4,4:10.0,Offensive rebound by Team,,93,109
395,4,4:10.0,E. Mudiay makes free throw 2 of 2,,94,109
396,4,3:48.0,,T. Hardaway misses 2-pt jump shot from 13 ft,94,109
397,4,3:46.0,,Offensive rebound by J. Teague,94,109
398,4,3:32.0,,J. Teague misses 2-pt layup from 1 ft (block by N. Jokić),94,109
399,4,3:30.0,Defensive rebound by J. Lauvergne,,94,109
400,4,3:24.0,E. Mudiay misses 2-pt jump shot from 18 ft,,94,109
401,4,3:22.0,,Defensive rebound by T. Hardaway,94,109
402,4,3:05.0,,T. Sefolosha makes 2-pt jump shot from 17 ft (assist by J. Teague),94,111
403,4,2:47.0,J. Lauvergne misses 3-pt jump shot from 24 ft,,94,111
404,4,2:46.0,,Defensive rebound by T. Hardaway,94,111
405,4,2:35.0,,K. Humphries misses 3-pt jump shot from 24 ft,94,111
406,4,2:34.0,Defensive rebound by Team,,94,111
407,4,2:34.0,,Loose ball foul by M. Scott,94,111
408,4,2:34.0,,K. Hinrich enters the game for J. Teague,94,111
409,4,2:34.0,Denver full timeout,,94,111
410,4,2:34.0,,M. Muscala enters the game for M. Scott,94,111
411,4,2:34.0,A. Toupane enters the game for G. Harris,,94,111
412,4,2:34.0,J. Sampson enters the game for E. Mudiay,,94,111
413,4,2:34.0,J. Lauvergne makes free throw 1 of 2,,95,111
414,4,2:34.0,J. Lauvergne makes free throw 2 of 2,,96,111
415,4,2:12.0,,M. Muscala misses 2-pt jump shot from 15 ft,96,111
416,4,2:10.0,,Offensive rebound by T. Sefolosha,96,111
417,4,2:05.0,,Shooting foul by A. Toupane (drawn by M. Muscala),96,111
418,4,2:05.0,,M. Muscala makes free throw 1 of 2,96,112
419,4,2:05.0,,M. Scott enters the game for T. Sefolosha,96,112
420,4,2:05.0,,M. Muscala misses free throw 2 of 2,96,112
421,4,2:04.0,Defensive rebound by J. Sampson,,96,112
422,4,1:51.0,Turnover by N. Jokić (bad pass),,96,112
423,4,1:33.0,,K. Humphries misses 3-pt jump shot from 23 ft,96,112
424,4,1:31.0,,Offensive rebound by M. Muscala,96,112
425,4,1:29.0,,K. Humphries makes 2-pt jump shot from 5 ft (assist by M. Muscala),96,114
426,4,1:13.0,J. Sampson makes 2-pt jump shot from 15 ft,,98,114
427,4,1:06.0,,Flagrant foul type 1 by J. Sampson,98,114
428,4,1:06.0,,K. Humphries makes flagrant free throw 1 of 2,98,115
429,4,1:06.0,,K. Humphries makes flagrant free throw 2 of 2,98,116
430,4,1:01.0,,Offensive foul by K. Humphries (drawn by J. Sampson),98,116
431,4,1:01.0,,Turnover by K. Humphries (offensive foul),98,116
432,4,0:47.0,D. Augustin misses 3-pt jump shot from 24 ft,,98,116
433,4,0:44.0,,Defensive rebound by M. Scott,98,116
434,4,0:24.0,,T. Hardaway misses 3-pt jump shot from 25 ft,98,116
435,4,0:21.0,,Offensive rebound by M. Scott,98,116
