,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
48,1,6:19.0,R. Gobert misses 2-pt layup from 1 ft,,10,10
49,1,6:19.0,Offensive rebound by R. Gobert,,10,10
50,1,6:19.0,Shooting foul by M. Gortat (drawn by R. Gobert),,10,10
51,1,6:19.0,R. Gobert makes 2-pt layup from 1 ft,,12,10
52,1,6:19.0,,J. Dudley enters the game for M. Gortat,12,10
53,1,6:19.0,T. Booker enters the game for D. Favors,,12,10
54,1,6:19.0,R. Gobert makes free throw 1 of 1,,13,10
55,1,6:04.0,,N. Hilário makes 2-pt layup from 1 ft,13,12
56,1,5:51.0,R. Hood makes 2-pt jump shot from 15 ft,,15,12
57,1,5:38.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by O. Porter),15,15
58,1,5:14.0,Turnover by R. Neto (lost ball; steal by G. Temple),,15,15
59,1,5:09.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),15,17
60,1,5:09.0,Utah full timeout,,15,17
61,1,4:46.0,R. Hood misses 3-pt jump shot from 23 ft,,15,17
62,1,4:45.0,,Defensive rebound by O. Porter,15,17
63,1,4:40.0,,J. Wall makes 2-pt layup from 1 ft,15,19
64,1,4:26.0,Turnover by R. Neto (bad pass; steal by G. Temple),,15,19
65,1,4:24.0,,Turnover by G. Temple (bad pass; steal by G. Hayward),15,19
66,1,4:20.0,G. Hayward misses 2-pt layup from 1 ft (block by O. Porter),,15,19
67,1,4:19.0,,Defensive rebound by N. Hilário,15,19
68,1,4:19.0,,Personal foul by R. Neto (drawn by J. Dudley),15,19
69,1,4:19.0,T. Burke enters the game for R. Neto,,15,19
70,1,4:19.0,C. Johnson enters the game for R. Hood,,15,19
71,1,4:19.0,,B. Beal enters the game for O. Porter,15,19
72,1,3:58.0,,N. Hilário makes 2-pt layup from 2 ft,15,21
73,1,3:45.0,T. Booker makes 2-pt layup from 1 ft (assist by T. Burke),,17,21
74,1,3:21.0,,Turnover by G. Temple (lost ball; steal by C. Johnson),17,21
75,1,3:21.0,Personal foul by G. Temple (drawn by C. Johnson),,17,21
76,1,3:21.0,C. Johnson makes free throw 1 of 2,,18,21
77,1,3:21.0,C. Johnson makes free throw 2 of 2,,19,21
78,1,2:57.0,,B. Beal misses 2-pt jump shot from 14 ft,19,21
79,1,2:56.0,Defensive rebound by T. Booker,,19,21
80,1,2:39.0,C. Johnson misses 2-pt layup from 1 ft,,19,21
81,1,2:38.0,Offensive rebound by T. Booker,,19,21
82,1,2:34.0,T. Booker makes 2-pt layup at rim,,21,21
83,1,2:20.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Dudley),21,24
84,1,1:58.0,T. Burke misses 2-pt jump shot from 9 ft,,21,24
85,1,1:58.0,,Defensive rebound by Team,21,24
86,1,1:58.0,Loose ball foul by T. Booker (drawn by J. Dudley),,21,24
87,1,1:58.0,,Washington full timeout,21,24
88,1,1:58.0,,D. Gooden enters the game for N. Hilário,21,24
89,1,1:58.0,D. Favors enters the game for R. Gobert,,21,24
90,1,1:42.0,,J. Wall makes 2-pt jump shot from 19 ft,21,26
91,1,1:39.0,Turnover by D. Favors (inbound),,21,26
92,1,1:39.0,,R. Sessions enters the game for J. Wall,21,26
93,1,1:24.0,,B. Beal misses 2-pt jump shot from 16 ft,21,26
94,1,1:23.0,Defensive rebound by C. Johnson,,21,26
95,1,1:05.0,D. Favors misses 2-pt jump shot from 3 ft (block by J. Dudley),,21,26
96,1,1:04.0,Offensive rebound by Team,,21,26
97,1,0:51.0,T. Burke misses 3-pt jump shot from 26 ft,,21,26
98,1,0:50.0,,Defensive rebound by B. Beal,21,26
99,1,0:38.0,,G. Temple misses 3-pt jump shot from 22 ft,21,26
100,1,0:36.0,Defensive rebound by T. Booker,,21,26
101,1,0:33.0,Personal foul by G. Temple (drawn by G. Hayward),,21,26
102,1,0:33.0,G. Hayward makes free throw 1 of 2,,22,26
103,1,0:33.0,,O. Porter enters the game for G. Temple,22,26
104,1,0:33.0,G. Hayward makes free throw 2 of 2,,23,26
105,1,0:13.0,,D. Gooden makes 2-pt jump shot from 11 ft,23,28
106,1,0:13.0,,Shooting foul by D. Favors (drawn by D. Gooden),23,28
107,1,0:13.0,T. Lyles enters the game for D. Favors,,23,28
108,1,0:13.0,,D. Gooden misses free throw 1 of 1,23,28
109,1,0:13.0,Defensive rebound by T. Lyles,,23,28
110,1,0:01.0,G. Hayward misses 2-pt jump shot from 4 ft,,23,28
111,1,0:00.0,Offensive rebound by Team,,23,28
112,2,11:38.0,R. Hood makes 2-pt jump shot from 19 ft (assist by T. Burke),,25,28
113,2,11:19.0,,O. Porter misses 3-pt jump shot from 25 ft,25,28
114,2,11:18.0,Defensive rebound by T. Booker,,25,28
115,2,11:08.0,T. Booker makes 2-pt layup from 1 ft (assist by T. Burke),,27,28
116,2,11:02.0,,Shooting foul by T. Burke (drawn by R. Sessions),27,28
117,2,11:02.0,,R. Sessions makes free throw 1 of 2,27,29
118,2,11:02.0,R. Gobert enters the game for T. Booker,,27,29
119,2,11:02.0,,R. Sessions makes free throw 2 of 2,27,30
120,2,10:42.0,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),,29,30
121,2,10:29.0,,R. Sessions misses 3-pt jump shot from 27 ft,29,30
122,2,10:28.0,Defensive rebound by T. Lyles,,29,30
123,2,10:09.0,T. Lyles misses 2-pt jump shot from 17 ft,,29,30
124,2,10:08.0,,Defensive rebound by Team,29,30
125,2,10:08.0,,Personal foul by R. Gobert (drawn by D. Gooden),29,30
126,2,10:08.0,,M. Gortat enters the game for D. Gooden,29,30
127,2,9:53.0,,B. Beal misses 2-pt jump shot from 11 ft,29,30
128,2,9:52.0,,Offensive rebound by M. Gortat,29,30
129,2,9:49.0,,M. Gortat makes 2-pt jump shot from 11 ft,29,32
130,2,9:24.0,T. Lyles misses 3-pt jump shot from 28 ft,,29,32
131,2,9:23.0,,Defensive rebound by R. Sessions,29,32
132,2,9:18.0,,R. Sessions misses 2-pt layup at rim,29,32
133,2,9:15.0,Defensive rebound by J. Ingles,,29,32
134,2,9:06.0,R. Hood misses 3-pt jump shot from 26 ft,,29,32
135,2,9:05.0,Offensive rebound by R. Gobert,,29,32
136,2,8:56.0,T. Burke makes 2-pt layup at rim,,31,32
137,2,8:49.0,,B. Beal misses 2-pt layup from 1 ft,31,32
138,2,8:47.0,,Offensive rebound by M. Gortat,31,32
139,2,8:46.0,,M. Gortat makes 2-pt layup at rim,31,34
140,2,8:34.0,J. Ingles misses 2-pt jump shot from 16 ft (block by O. Porter),,31,34
141,2,8:32.0,,Defensive rebound by M. Gortat,31,34
142,2,8:16.0,,R. Sessions misses 2-pt layup from 1 ft,31,34
143,2,8:15.0,Defensive rebound by R. Hood,,31,34
144,2,7:58.0,R. Hood misses 2-pt jump shot from 21 ft,,31,34
145,2,7:57.0,,Defensive rebound by O. Porter,31,34
146,2,7:47.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Beal),31,37
147,2,7:46.0,Utah full timeout,,31,37
148,2,7:46.0,,G. Temple enters the game for B. Beal,31,37
149,2,7:46.0,R. Neto enters the game for R. Gobert,,31,37
150,2,7:46.0,T. Booker enters the game for T. Burke,,31,37
151,2,7:46.0,J. Withey enters the game for T. Lyles,,31,37
152,2,7:25.0,J. Withey misses 2-pt jump shot from 16 ft,,31,37
153,2,7:24.0,,Defensive rebound by R. Sessions,31,37
154,2,7:00.0,,G. Temple misses 3-pt jump shot from 24 ft,31,37
155,2,7:00.0,,Offensive rebound by Team,31,37
156,2,7:00.0,,Turnover by Team (shot clock),31,37
157,2,6:37.0,Turnover by T. Booker (traveling),,31,37
158,2,6:26.0,,J. Dudley misses 2-pt jump shot from 20 ft,31,37
159,2,6:24.0,Defensive rebound by J. Ingles,,31,37
160,2,6:06.0,R. Hood misses 2-pt jump shot from 20 ft,,31,37
161,2,6:05.0,Offensive rebound by J. Withey,,31,37
162,2,6:00.0,J. Ingles misses 3-pt jump shot from 26 ft,,31,37
163,2,5:59.0,,Defensive rebound by R. Sessions,31,37
164,2,5:50.0,,Turnover by R. Sessions (bad pass; steal by R. Hood),31,37
165,2,5:46.0,J. Ingles makes 2-pt layup at rim (assist by R. Hood),,33,37
166,2,5:34.0,,M. Gortat makes 2-pt layup from 2 ft (assist by G. Temple),33,39
167,2,5:10.0,R. Neto makes 2-pt layup at rim,,35,39
168,2,4:56.0,,R. Sessions makes 2-pt layup at rim,35,41
169,2,4:47.0,J. Withey makes 2-pt layup at rim (assist by R. Hood),,37,41
170,2,4:37.0,,Washington full timeout,37,41
171,2,4:37.0,,J. Wall enters the game for R. Sessions,37,41
172,2,4:37.0,G. Hayward enters the game for J. Ingles,,37,41
173,2,4:37.0,D. Favors enters the game for J. Withey,,37,41
174,2,4:19.0,,M. Gortat misses 2-pt jump shot from 13 ft,37,41
175,2,4:17.0,Defensive rebound by G. Hayward,,37,41
176,2,3:54.0,D. Favors misses 2-pt jump shot from 8 ft,,37,41
177,2,3:53.0,,Defensive rebound by O. Porter,37,41
178,2,3:45.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),37,43
179,2,3:32.0,G. Hayward misses 2-pt layup from 1 ft (block by M. Gortat),,37,43
180,2,3:31.0,,Defensive rebound by J. Wall,37,43
181,2,3:24.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Dudley),37,45
182,2,3:07.0,D. Favors misses 2-pt jump shot from 11 ft,,37,45
183,2,3:06.0,,Defensive rebound by J. Wall,37,45
184,2,3:03.0,,Shooting block foul by R. Neto (drawn by J. Wall),37,45
185,2,3:03.0,,J. Wall misses free throw 1 of 2,37,45
186,2,3:03.0,,Offensive rebound by Team,37,45
187,2,3:03.0,,N. Hilário enters the game for M. Gortat,37,45
188,2,3:03.0,T. Burke enters the game for R. Neto,,37,45
189,2,3:03.0,C. Johnson enters the game for R. Hood,,37,45
190,2,3:03.0,,B. Beal enters the game for G. Temple,37,45
191,2,3:03.0,,J. Wall makes free throw 2 of 2,37,46
192,2,2:42.0,Offensive foul by D. Favors (drawn by O. Porter),,37,46
193,2,2:42.0,Turnover by D. Favors (offensive foul),,37,46
194,2,2:42.0,Official timeout,,37,46
195,2,2:42.0,T. Lyles enters the game for D. Favors,,37,46
196,2,2:42.0,J. Withey enters the game for T. Booker,,37,46
197,2,2:29.0,,Turnover by J. Dudley (bad pass; steal by T. Burke),37,46
198,2,2:24.0,Turnover by T. Burke (bad pass),,37,46
199,2,2:00.0,,B. Beal misses 3-pt jump shot from 25 ft,37,46
200,2,2:00.0,,Offensive rebound by Team,37,46
201,2,2:00.0,,Turnover by Team (shot clock),37,46
202,2,1:52.0,G. Hayward makes 3-pt jump shot from 29 ft (assist by T. Burke),,40,46
203,2,1:41.0,,J. Wall misses 2-pt jump shot from 16 ft,40,46
204,2,1:40.0,Defensive rebound by C. Johnson,,40,46
205,2,1:31.0,T. Burke misses 2-pt jump shot from 18 ft,,40,46
206,2,1:30.0,,Defensive rebound by J. Wall,40,46
207,2,1:24.0,,J. Wall misses 2-pt layup from 2 ft,40,46
208,2,1:22.0,Defensive rebound by C. Johnson,,40,46
209,2,1:16.0,Turnover by T. Lyles (bad pass; steal by N. Hilário),,40,46
210,2,1:04.0,,J. Dudley misses 2-pt jump shot from 20 ft,40,46
211,2,1:03.0,Defensive rebound by G. Hayward,,40,46
212,2,0:52.0,Offensive foul by J. Withey (drawn by O. Porter),,40,46
213,2,0:52.0,Turnover by J. Withey (offensive foul),,40,46
214,2,0:52.0,R. Hood enters the game for C. Johnson,,40,46
215,2,0:31.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),40,49
216,2,0:09.0,Shooting foul by O. Porter (drawn by J. Withey),,40,49
217,2,0:09.0,J. Withey makes free throw 1 of 2,,41,49
218,2,0:09.0,,J. Eddie enters the game for O. Porter,41,49
219,2,0:09.0,C. Johnson enters the game for T. Burke,,41,49
220,2,0:09.0,J. Withey makes free throw 2 of 2,,42,49
221,2,0:04.0,,J. Wall misses 2-pt jump shot from 4 ft (block by J. Withey),42,49
222,2,0:02.0,Defensive rebound by T. Lyles,,42,49
223,2,0:01.0,J. Withey misses 3-pt jump shot from 51 ft,,42,49
224,2,0:00.0,Offensive rebound by Team,,42,49
225,3,11:36.0,R. Neto misses 2-pt jump shot from 9 ft,,42,49
226,3,11:36.0,Offensive rebound by D. Favors,,42,49
227,3,11:36.0,Shooting foul by J. Wall (drawn by D. Favors),,42,49
228,3,11:36.0,D. Favors misses free throw 1 of 2,,42,49
229,3,11:36.0,Offensive rebound by Team,,42,49
230,3,11:36.0,D. Favors makes free throw 2 of 2,,43,49
231,3,11:17.0,,N. Hilário makes 2-pt hook shot from 5 ft,43,51
232,3,11:03.0,Turnover by R. Gobert (bad pass; steal by O. Porter),,43,51
233,3,10:58.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),43,53
234,3,10:42.0,R. Hood misses 2-pt layup from 1 ft,,43,53
235,3,10:41.0,,Defensive rebound by N. Hilário,43,53
236,3,10:34.0,,G. Temple misses 2-pt layup from 2 ft (block by D. Favors),43,53
237,3,10:32.0,,Offensive rebound by M. Gortat,43,53
238,3,10:26.0,,J. Wall makes 2-pt jump shot from 17 ft,43,55
239,3,10:14.0,Turnover by R. Hood (bad pass; steal by J. Wall),,43,55
240,3,10:11.0,,Personal take foul by R. Hood (drawn by J. Wall),43,55
241,3,10:05.0,,J. Wall makes 2-pt layup from 2 ft (assist by N. Hilário),43,57
242,3,9:52.0,Offensive foul by D. Favors (drawn by O. Porter),,43,57
243,3,9:52.0,Turnover by D. Favors (offensive foul),,43,57
244,3,9:52.0,T. Booker enters the game for D. Favors,,43,57
245,3,9:34.0,,N. Hilário makes 2-pt layup at rim,43,59
246,3,9:12.0,Shooting foul by N. Hilário (drawn by R. Hood),,43,59
247,3,9:12.0,R. Hood makes free throw 1 of 2,,44,59
248,3,9:12.0,R. Hood misses free throw 2 of 2,,44,59
249,3,9:10.0,,Defensive rebound by N. Hilário,44,59
250,3,8:57.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by J. Wall),44,61
251,3,8:51.0,Utah full timeout,,44,61
252,3,8:42.0,G. Hayward misses 3-pt jump shot from 28 ft,,44,61
253,3,8:40.0,,Defensive rebound by M. Gortat,44,61
254,3,8:23.0,,O. Porter misses 2-pt jump shot from 19 ft,44,61
255,3,8:22.0,Defensive rebound by R. Gobert,,44,61
256,3,8:07.0,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Neto),,47,61
257,3,7:58.0,,Shooting foul by T. Booker (drawn by N. Hilário),47,61
258,3,7:58.0,,N. Hilário makes free throw 1 of 2,47,62
259,3,7:58.0,,N. Hilário makes free throw 2 of 2,47,63
260,3,7:47.0,G. Hayward makes 2-pt jump shot from 16 ft (assist by R. Gobert),,49,63
261,3,7:32.0,,N. Hilário misses 2-pt layup at rim,49,63
262,3,7:31.0,Defensive rebound by T. Booker,,49,63
263,3,7:14.0,R. Gobert makes 2-pt layup at rim (assist by R. Neto),,51,63
264,3,6:57.0,,O. Porter misses 2-pt jump shot from 17 ft,51,63
265,3,6:56.0,Defensive rebound by T. Booker,,51,63
266,3,6:51.0,Turnover by R. Neto (lost ball; steal by G. Temple),,51,63
267,3,6:47.0,,Shooting foul by R. Neto (drawn by G. Temple),51,63
268,3,6:47.0,,G. Temple makes free throw 1 of 2,51,64
269,3,6:47.0,,G. Temple misses free throw 2 of 2,51,64
270,3,6:46.0,Defensive rebound by T. Booker,,51,64
271,3,6:34.0,Personal foul by O. Porter (drawn by T. Booker),,51,64
272,3,6:27.0,Turnover by R. Neto (lost ball; steal by J. Wall),,51,64
273,3,6:21.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),51,66
274,3,6:06.0,Turnover by R. Hood (bad pass; steal by M. Gortat),,51,66
275,3,6:03.0,,G. Temple misses 2-pt jump shot from 3 ft (block by G. Hayward),51,66
276,3,6:03.0,,Offensive rebound by Team,51,66
277,3,6:03.0,T. Burke enters the game for R. Neto,,51,66
278,3,5:55.0,,M. Gortat misses 2-pt jump shot from 8 ft,51,66
279,3,5:54.0,Defensive rebound by R. Hood,,51,66
280,3,5:38.0,Personal foul by N. Hilário (drawn by T. Booker),,51,66
281,3,5:38.0,,J. Dudley enters the game for N. Hilário,51,66
282,3,5:38.0,C. Johnson enters the game for R. Hood,,51,66
283,3,5:31.0,G. Hayward makes 2-pt jump shot from 15 ft,,53,66
284,3,5:26.0,,Turnover by J. Wall (lost ball; steal by G. Hayward),53,66
285,3,5:21.0,C. Johnson makes 2-pt layup at rim (assist by G. Hayward),,55,66
286,3,5:17.0,,Turnover by G. Temple (bad pass; steal by C. Johnson),55,66
287,3,5:11.0,Personal foul by J. Dudley (drawn by R. Gobert),,55,66
288,3,5:11.0,R. Gobert misses free throw 1 of 2,,55,66
289,3,5:11.0,Offensive rebound by Team,,55,66
290,3,5:11.0,,B. Beal enters the game for O. Porter,55,66
291,3,5:11.0,R. Gobert makes free throw 2 of 2,,56,66
292,3,5:00.0,,M. Gortat misses 2-pt jump shot from 9 ft,56,66
293,3,4:59.0,Defensive rebound by R. Gobert,,56,66
294,3,4:44.0,T. Booker misses 2-pt layup from 1 ft,,56,66
295,3,4:43.0,Offensive rebound by R. Gobert,,56,66
296,3,4:43.0,R. Gobert misses 2-pt layup from 2 ft,,56,66
297,3,4:43.0,Offensive rebound by R. Gobert,,56,66
298,3,4:43.0,R. Gobert makes 2-pt layup from 2 ft,,58,66
299,3,4:43.0,,Washington full timeout,58,66
300,3,4:24.0,,G. Temple misses 2-pt jump shot from 14 ft,58,66
301,3,4:23.0,Defensive rebound by R. Gobert,,58,66
302,3,4:06.0,Personal foul by G. Temple (drawn by R. Gobert),,58,66
303,3,4:06.0,R. Gobert makes free throw 1 of 2,,59,66
304,3,4:06.0,R. Gobert misses free throw 2 of 2,,59,66
305,3,4:05.0,,Defensive rebound by M. Gortat,59,66
306,3,3:52.0,,Shooting foul by G. Hayward (drawn by M. Gortat),59,66
307,3,3:52.0,,M. Gortat makes free throw 1 of 2,59,67
308,3,3:52.0,,M. Gortat makes free throw 2 of 2,59,68
309,3,3:38.0,Personal foul by G. Temple (drawn by G. Hayward),,59,68
310,3,3:38.0,G. Hayward makes free throw 1 of 2,,60,68
311,3,3:38.0,,O. Porter enters the game for G. Temple,60,68
312,3,3:38.0,G. Hayward makes free throw 2 of 2,,61,68
313,3,3:25.0,,J. Wall misses 3-pt jump shot from 26 ft,61,68
314,3,3:24.0,Defensive rebound by G. Hayward,,61,68
315,3,3:17.0,G. Hayward misses 2-pt jump shot from 8 ft,,61,68
316,3,3:16.0,Offensive rebound by R. Gobert,,61,68
317,3,3:14.0,R. Gobert makes 2-pt dunk at rim,,63,68
318,3,3:09.0,,Personal foul by C. Johnson (drawn by J. Dudley),63,68
319,3,3:09.0,,J. Dudley makes free throw 1 of 2,63,69
320,3,3:09.0,,J. Dudley misses free throw 2 of 2,63,69
321,3,3:07.0,,Offensive rebound by M. Gortat,63,69
322,3,2:59.0,,B. Beal misses 2-pt jump shot from 15 ft,63,69
323,3,2:58.0,Defensive rebound by Team,,63,69
324,3,2:45.0,Turnover by R. Gobert (lost ball; steal by J. Wall),,63,69
325,3,2:39.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),63,72
326,3,2:17.0,T. Burke misses 2-pt jump shot from 21 ft,,63,72
327,3,2:16.0,Offensive rebound by T. Booker,,63,72
328,3,2:15.0,Shooting foul by M. Gortat (drawn by T. Booker),,63,72
329,3,2:15.0,T. Booker misses free throw 1 of 2,,63,72
330,3,2:15.0,Offensive rebound by Team,,63,72
331,3,2:15.0,,N. Hilário enters the game for M. Gortat,63,72
332,3,2:15.0,T. Booker makes free throw 2 of 2,,64,72
333,3,2:03.0,,J. Wall misses 2-pt jump shot from 14 ft,64,72
334,3,2:02.0,Defensive rebound by R. Gobert,,64,72
335,3,1:57.0,Turnover by T. Burke (lost ball),,64,72
336,3,1:57.0,,R. Sessions enters the game for J. Wall,64,72
337,3,1:36.0,,J. Dudley misses 3-pt jump shot from 26 ft,64,72
338,3,1:35.0,,Offensive rebound by N. Hilário,64,72
339,3,1:29.0,,Turnover by N. Hilário (lost ball; steal by T. Booker),64,72
340,3,1:24.0,Turnover by G. Hayward (bad pass; steal by O. Porter),,64,72
341,3,1:19.0,,B. Beal makes 2-pt dunk at rim (assist by N. Hilário),64,74
342,3,1:11.0,G. Hayward makes 2-pt jump shot from 7 ft (assist by T. Burke),,66,74
343,3,0:57.0,,R. Sessions makes 2-pt layup from 2 ft (assist by N. Hilário),66,76
344,3,0:39.0,G. Hayward makes 2-pt jump shot from 7 ft (assist by R. Gobert),,68,76
345,3,0:30.0,,R. Sessions misses 2-pt layup at rim,68,76
346,3,0:29.0,Defensive rebound by T. Burke,,68,76
347,3,0:23.0,Turnover by C. Johnson (step out of bounds),,68,76
348,3,0:23.0,,J. Wall enters the game for O. Porter,68,76
349,3,0:01.0,,J. Wall misses 2-pt layup from 1 ft,68,76
350,3,0:00.0,,Offensive rebound by Team,68,76
351,4,11:45.0,,B. Beal makes 2-pt jump shot from 15 ft (assist by N. Hilário),68,78
352,4,11:23.0,T. Burke misses 3-pt jump shot from 27 ft,,68,78
353,4,11:22.0,,Defensive rebound by B. Beal,68,78
354,4,11:16.0,,B. Beal makes 2-pt layup from 1 ft,68,80
355,4,11:01.0,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),,70,80
356,4,10:49.0,,J. Dudley misses 3-pt jump shot from 23 ft,70,80
357,4,10:48.0,Defensive rebound by D. Favors,,70,80
358,4,10:39.0,Personal foul by N. Hilário (drawn by D. Favors),,70,80
359,4,10:27.0,Shooting foul by O. Porter (drawn by R. Hood),,70,80
360,4,10:27.0,R. Hood makes free throw 1 of 2,,71,80
361,4,10:27.0,,J. Wall enters the game for O. Porter,71,80
362,4,10:27.0,R. Hood makes free throw 2 of 2,,72,80
363,4,10:09.0,,Turnover by B. Beal (bad pass; steal by R. Hood),72,80
364,4,10:01.0,T. Lyles misses 2-pt jump shot from 5 ft (block by B. Beal),,72,80
365,4,10:00.0,,Defensive rebound by B. Beal,72,80
366,4,9:56.0,,R. Sessions makes 2-pt layup from 2 ft (assist by B. Beal),72,82
367,4,9:39.0,T. Burke misses 2-pt jump shot from 3 ft,,72,82
368,4,9:38.0,,Defensive rebound by R. Sessions,72,82
369,4,9:32.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),72,85
370,4,9:08.0,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Favors),,75,85
371,4,8:59.0,,N. Hilário misses 2-pt layup at rim (block by D. Favors),75,85
372,4,8:59.0,Defensive rebound by Team,,75,85
373,4,8:59.0,Official timeout,,75,85
374,4,8:59.0,,M. Gortat enters the game for N. Hilário,75,85
375,4,8:59.0,R. Neto enters the game for T. Burke,,75,85
376,4,8:43.0,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Hood),,77,85
377,4,8:21.0,,R. Sessions makes 2-pt jump shot from 5 ft,77,87
378,4,8:02.0,R. Hood misses 2-pt jump shot from 17 ft,,77,87
379,4,8:01.0,Offensive rebound by T. Lyles,,77,87
380,4,7:54.0,D. Favors makes 2-pt jump shot from 16 ft,,79,87
381,4,7:43.0,,B. Beal makes 2-pt jump shot from 14 ft,79,89
382,4,7:17.0,R. Neto misses 2-pt jump shot from 13 ft,,79,89
383,4,7:16.0,,Defensive rebound by J. Dudley,79,89
384,4,7:11.0,,J. Wall makes 2-pt layup from 1 ft,79,91
385,4,6:50.0,D. Favors misses 2-pt jump shot from 17 ft,,79,91
386,4,6:49.0,,Defensive rebound by J. Wall,79,91
387,4,6:39.0,,B. Beal misses 3-pt jump shot from 27 ft,79,91
388,4,6:38.0,Defensive rebound by T. Lyles,,79,91
389,4,6:28.0,J. Ingles misses 3-pt jump shot from 26 ft,,79,91
390,4,6:27.0,,Defensive rebound by M. Gortat,79,91
391,4,6:21.0,,Washington full timeout,79,91
392,4,6:21.0,G. Hayward enters the game for J. Ingles,,79,91
393,4,6:21.0,,G. Temple enters the game for B. Beal,79,91
