,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
0,1,11:44.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,2,0
1,1,11:27.0,,D. Lillard misses 2-pt jump shot from 19 ft,2,0
2,1,11:26.0,Defensive rebound by R. Rondo,,2,0
3,1,11:20.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,4,0
4,1,11:05.0,,M. Plumlee makes 2-pt layup at rim (assist by C. McCollum),4,2
5,1,10:46.0,R. Rondo makes 2-pt layup at rim,,6,2
6,1,10:30.0,,C. McCollum misses 2-pt jump shot from 12 ft,6,2
7,1,10:30.0,Defensive rebound by O. Casspi,,6,2
8,1,10:22.0,R. Rondo misses 2-pt jump shot from 3 ft,,6,2
9,1,10:22.0,,Defensive rebound by M. Plumlee,6,2
10,1,10:14.0,,C. McCollum makes 2-pt jump shot from 16 ft,6,4
11,1,10:03.0,R. Rondo misses 2-pt layup at rim (block by N. Vonleh),,6,4
12,1,10:02.0,,Defensive rebound by D. Lillard,6,4
13,1,9:53.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),6,7
14,1,9:34.0,B. McLemore misses 3-pt jump shot from 22 ft,,6,7
15,1,9:33.0,,Defensive rebound by M. Plumlee,6,7
16,1,9:27.0,,N. Vonleh makes 2-pt layup from 2 ft (assist by D. Lillard),6,9
17,1,9:09.0,Def 3 sec tech foul by N. Vonleh,,6,9
18,1,9:09.0,D. Cousins makes technical free throw,,7,9
19,1,9:00.0,R. Rondo makes 2-pt layup from 2 ft,,9,9
20,1,8:45.0,,C. McCollum misses 3-pt jump shot from 23 ft,9,9
21,1,8:45.0,Defensive rebound by O. Casspi,,9,9
22,1,8:32.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),,11,9
23,1,8:09.0,,C. McCollum misses 3-pt jump shot from 28 ft,11,9
24,1,8:09.0,Defensive rebound by O. Casspi,,11,9
25,1,8:03.0,B. McLemore misses 2-pt layup from 1 ft,,11,9
26,1,8:03.0,,Defensive rebound by N. Vonleh,11,9
27,1,7:53.0,,Turnover by A. Aminu (bad pass),11,9
28,1,7:44.0,Shooting foul by C. McCollum (drawn by D. Cousins),,11,9
29,1,7:44.0,D. Cousins makes free throw 1 of 2,,12,9
30,1,7:44.0,D. Cousins makes free throw 2 of 2,,13,9
31,1,7:30.0,,C. McCollum makes 2-pt jump shot from 19 ft (assist by D. Lillard),13,11
32,1,7:16.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by R. Rondo),,15,11
33,1,7:06.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),15,13
34,1,6:48.0,O. Casspi misses 2-pt jump shot from 4 ft,,15,13
35,1,6:44.0,Offensive rebound by Team,,15,13
36,1,6:40.0,O. Casspi misses 3-pt jump shot from 24 ft,,15,13
37,1,6:39.0,,Defensive rebound by M. Plumlee,15,13
38,1,6:30.0,,D. Lillard misses 3-pt jump shot from 24 ft,15,13
39,1,6:28.0,,Offensive rebound by A. Aminu,15,13
40,1,6:26.0,,Turnover by D. Lillard (bad pass; steal by W. Cauley-Stein),15,13
41,1,6:23.0,Shooting foul by A. Aminu (drawn by O. Casspi),,15,13
42,1,6:23.0,O. Casspi misses free throw 1 of 2,,15,13
43,1,6:23.0,Offensive rebound by Team,,15,13
44,1,6:23.0,O. Casspi misses free throw 2 of 2,,15,13
45,1,6:20.0,,Defensive rebound by A. Aminu,15,13
46,1,6:12.0,,N. Vonleh makes 2-pt layup from 1 ft (assist by D. Lillard),15,15
47,1,5:59.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,15,15
48,1,5:58.0,Offensive rebound by W. Cauley-Stein,,15,15
49,1,5:54.0,D. Cousins misses 2-pt layup from 2 ft (block by N. Vonleh),,15,15
50,1,5:54.0,Offensive rebound by Team,,15,15
51,1,5:54.0,,Portland full timeout,15,15
52,1,5:37.0,D. Cousins misses 2-pt layup from 2 ft (block by M. Plumlee),,15,15
53,1,5:36.0,,Defensive rebound by A. Aminu,15,15
54,1,5:28.0,,A. Aminu misses 3-pt jump shot from 24 ft,15,15
55,1,5:27.0,Defensive rebound by Team,,15,15
56,1,5:15.0,Offensive foul by D. Cousins (drawn by M. Plumlee),,15,15
57,1,5:15.0,Turnover by D. Cousins (offensive foul),,15,15
58,1,5:15.0,Technical foul by Team,,15,15
59,1,5:15.0,,D. Lillard makes technical free throw,15,16
60,1,5:15.0,,A. Crabbe enters the game for C. McCollum,15,16
61,1,5:02.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),15,18
62,1,4:51.0,Personal foul by N. Vonleh (drawn by D. Cousins),,15,18
63,1,4:51.0,M. Belinelli enters the game for B. McLemore,,15,18
64,1,4:51.0,,M. Leonard enters the game for N. Vonleh,15,18
65,1,4:38.0,D. Cousins misses 2-pt hook shot from 5 ft,,15,18
66,1,4:37.0,,Defensive rebound by M. Plumlee,15,18
67,1,4:30.0,,D. Lillard makes 2-pt layup from 1 ft,15,20
68,1,4:19.0,D. Cousins misses 3-pt jump shot from 24 ft,,15,20
69,1,4:18.0,,Defensive rebound by M. Plumlee,15,20
70,1,4:05.0,,D. Lillard misses 2-pt layup from 1 ft (block by W. Cauley-Stein),15,20
71,1,4:04.0,Defensive rebound by O. Casspi,,15,20
72,1,3:58.0,R. Rondo makes 2-pt layup from 2 ft,,17,20
73,1,3:46.0,,Offensive foul by M. Leonard (drawn by M. Belinelli),17,20
74,1,3:46.0,,Turnover by M. Leonard (offensive foul),17,20
75,1,3:46.0,,E. Davis enters the game for M. Plumlee,17,20
76,1,3:46.0,J. Anderson enters the game for O. Casspi,,17,20
77,1,3:46.0,K. Koufos enters the game for D. Cousins,,17,20
78,1,3:35.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,20,20
79,1,3:17.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),20,23
80,1,3:03.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by M. Belinelli),,22,23
81,1,2:47.0,,A. Crabbe misses 3-pt jump shot from 24 ft,22,23
82,1,2:47.0,,Offensive rebound by D. Lillard,22,23
83,1,2:47.0,,D. Lillard makes 2-pt layup at rim,22,25
84,1,2:47.0,,Shooting foul by W. Cauley-Stein (drawn by D. Lillard),22,25
85,1,2:47.0,Sacramento full timeout,,22,25
86,1,2:47.0,,G. Henderson enters the game for A. Aminu,22,25
87,1,2:47.0,Q. Acy enters the game for W. Cauley-Stein,,22,25
88,1,2:47.0,,D. Lillard makes free throw 1 of 1,22,26
89,1,2:36.0,Q. Acy misses 2-pt jump shot from 3 ft (block by E. Davis),,22,26
90,1,2:35.0,,Defensive rebound by G. Henderson,22,26
91,1,2:34.0,,A. Crabbe makes 2-pt layup at rim (assist by G. Henderson),22,28
92,1,2:34.0,,Shooting foul by J. Anderson (drawn by A. Crabbe),22,28
93,1,2:34.0,,A. Crabbe makes free throw 1 of 1,22,29
94,1,2:22.0,K. Koufos makes 2-pt dunk at rim (assist by M. Belinelli),,24,29
95,1,2:00.0,,M. Leonard misses 2-pt jump shot from 6 ft,24,29
96,1,1:59.0,,Offensive rebound by E. Davis,24,29
97,1,1:59.0,,E. Davis misses 2-pt layup from 1 ft,24,29
98,1,1:58.0,,Offensive rebound by G. Henderson,24,29
99,1,1:51.0,,D. Lillard misses 3-pt jump shot from 27 ft,24,29
100,1,1:49.0,Defensive rebound by R. Rondo,,24,29
101,1,1:33.0,K. Koufos misses 2-pt layup at rim,,24,29
102,1,1:31.0,,Defensive rebound by D. Lillard,24,29
103,1,1:26.0,,D. Lillard misses 2-pt layup from 1 ft,24,29
104,1,1:26.0,Defensive rebound by K. Koufos,,24,29
105,1,1:11.0,Personal foul by E. Davis (drawn by R. Rondo),,24,29
106,1,1:11.0,D. Collison enters the game for R. Rondo,,24,29
107,1,1:05.0,M. Belinelli makes 2-pt jump shot from 4 ft (assist by D. Collison),,26,29
108,1,0:47.0,,G. Henderson misses 2-pt jump shot from 5 ft,26,29
109,1,0:46.0,Defensive rebound by D. Collison,,26,29
110,1,0:40.0,Shooting block foul by A. Crabbe (drawn by D. Collison),,26,29
111,1,0:40.0,D. Collison misses free throw 1 of 2,,26,29
112,1,0:40.0,Offensive rebound by Team,,26,29
113,1,0:40.0,,C. McCollum enters the game for E. Davis,26,29
114,1,0:40.0,D. Collison makes free throw 2 of 2,,27,29
115,1,0:32.0,,G. Henderson misses 3-pt jump shot from 25 ft,27,29
116,1,0:31.0,,Offensive rebound by Team,27,29
117,1,0:31.0,,E. Davis enters the game for D. Lillard,27,29
118,1,0:29.0,,G. Henderson makes 2-pt jump shot from 19 ft (assist by C. McCollum),27,31
119,1,0:10.0,Q. Acy makes 2-pt dunk at rim (assist by J. Anderson),,29,31
120,1,0:05.0,,Personal take foul by D. Collison (drawn by C. McCollum),29,31
121,1,0:02.0,,G. Henderson makes 2-pt jump shot from 4 ft (assist by M. Leonard),29,33
122,1,0:00.0,M. Belinelli misses 3-pt jump shot from 65 ft,,29,33
123,1,0:00.0,Offensive rebound by Team,,29,33
124,2,11:39.0,,M. Leonard misses 3-pt jump shot from 24 ft,29,33
125,2,11:39.0,Defensive rebound by Q. Acy,,29,33
126,2,11:30.0,K. Koufos makes 2-pt layup from 1 ft (assist by J. Anderson),,31,33
127,2,11:11.0,,A. Crabbe makes 2-pt jump shot from 18 ft (assist by C. McCollum),31,35
128,2,10:49.0,K. Koufos misses 2-pt jump shot from 9 ft,,31,35
129,2,10:47.0,Offensive rebound by Q. Acy,,31,35
130,2,10:47.0,Q. Acy misses 2-pt layup at rim,,31,35
131,2,10:46.0,,Defensive rebound by E. Davis,31,35
132,2,10:30.0,,G. Henderson makes 2-pt jump shot from 16 ft,31,37
133,2,10:18.0,Turnover by D. Collison (bad pass),,31,37
134,2,10:06.0,,Personal foul by Q. Acy (drawn by M. Leonard),31,37
135,2,10:06.0,D. Cousins enters the game for K. Koufos,,31,37
136,2,10:00.0,,C. McCollum makes 3-pt jump shot from 25 ft,31,40
137,2,9:34.0,D. Collison makes 3-pt jump shot from 25 ft (assist by D. Cousins),,34,40
138,2,9:17.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by E. Davis),34,43
139,2,9:09.0,Personal foul by M. Leonard (drawn by D. Cousins),,34,43
140,2,9:09.0,O. Casspi enters the game for J. Anderson,,34,43
141,2,9:05.0,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Cousins),,36,43
142,2,8:54.0,,C. McCollum misses 2-pt layup from 2 ft,36,43
143,2,8:54.0,Defensive rebound by D. Cousins,,36,43
144,2,8:47.0,D. Cousins misses 2-pt jump shot from 6 ft,,36,43
145,2,8:47.0,Offensive rebound by Q. Acy,,36,43
146,2,8:47.0,Official timeout,,36,43
147,2,8:27.0,Shooting foul by A. Crabbe (drawn by D. Cousins),,36,43
148,2,8:27.0,D. Cousins makes free throw 1 of 2,,37,43
149,2,8:27.0,D. Cousins makes free throw 2 of 2,,38,43
150,2,8:10.0,,G. Henderson misses 2-pt jump shot from 18 ft,38,43
151,2,8:10.0,Defensive rebound by Q. Acy,,38,43
152,2,7:54.0,M. Belinelli misses 2-pt jump shot from 17 ft,,38,43
153,2,7:54.0,Offensive rebound by D. Cousins,,38,43
154,2,7:54.0,D. Cousins misses 2-pt layup from 2 ft,,38,43
155,2,7:53.0,,Defensive rebound by M. Leonard,38,43
156,2,7:43.0,,C. McCollum makes 2-pt jump shot from 5 ft,38,45
157,2,7:21.0,D. Cousins misses 2-pt jump shot from 6 ft,,38,45
158,2,7:20.0,Offensive rebound by Q. Acy,,38,45
