,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
89,1,3:29.0,,D. Green makes free throw 2 of 2,23,21
90,1,3:06.0,B. Griffin misses 2-pt hook shot from 10 ft,,23,21
91,1,3:05.0,,Defensive rebound by M. Speights,23,21
92,1,3:00.0,,A. Iguodala misses 3-pt jump shot from 27 ft,23,21
93,1,2:59.0,Defensive rebound by B. Griffin,,23,21
94,1,2:50.0,Turnover by J. Smith (bad pass),,23,21
95,1,2:45.0,,M. Speights makes 2-pt dunk at rim (assist by S. Livingston),23,23
96,1,2:26.0,LA Clippers full timeout,,23,23
97,1,2:18.0,Turnover by Team (shot clock),,23,23
98,1,1:59.0,,S. Livingston misses 2-pt jump shot from 11 ft,23,23
99,1,1:59.0,,Offensive rebound by Team,23,23
100,1,1:59.0,,Personal foul by B. Griffin (drawn by M. Speights),23,23
101,1,1:59.0,W. Johnson enters the game for B. Griffin,,23,23
102,1,1:59.0,,H. Barnes enters the game for D. Green,23,23
103,1,1:54.0,,M. Speights makes 2-pt jump shot from 20 ft (assist by L. Barbosa),23,25
104,1,1:35.0,J. Smith makes 2-pt jump shot from 3 ft,,25,25
105,1,1:17.0,,Shooting foul by W. Johnson (drawn by H. Barnes),25,25
106,1,1:17.0,,H. Barnes makes free throw 1 of 2,25,26
107,1,1:17.0,,H. Barnes makes free throw 2 of 2,25,27
108,1,1:05.0,A. Rivers misses 3-pt jump shot from 27 ft,,25,27
109,1,1:04.0,,Defensive rebound by M. Speights,25,27
110,1,0:58.0,,A. Iguodala makes 2-pt jump shot from 20 ft,25,29
111,1,0:50.0,J. Smith misses 3-pt jump shot from 25 ft,,25,29
112,1,0:49.0,,Defensive rebound by H. Barnes,25,29
113,1,0:40.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by H. Barnes),25,31
114,1,0:27.0,J. Crawford misses 2-pt jump shot from 22 ft,,25,31
115,1,0:26.0,,Defensive rebound by S. Livingston,25,31
116,1,0:01.0,,M. Speights misses 2-pt jump shot from 16 ft,25,31
117,1,0:00.0,Defensive rebound by J. Smith,,25,31
118,2,11:39.0,,Turnover by M. Speights (lost ball; steal by J. Smith),25,31
119,2,11:24.0,W. Johnson makes 2-pt jump shot from 6 ft (assist by J. Smith),,27,31
120,2,11:08.0,,Shooting block foul by W. Johnson (drawn by M. Speights),27,31
121,2,11:08.0,,M. Speights makes free throw 1 of 2,27,32
122,2,11:08.0,,M. Speights makes free throw 2 of 2,27,33
123,2,10:49.0,A. Rivers misses 2-pt jump shot from 11 ft (block by M. Speights),,27,33
124,2,10:48.0,,Defensive rebound by S. Curry,27,33
125,2,10:40.0,,A. Iguodala makes 2-pt jump shot from 17 ft,27,35
126,2,10:17.0,J. Crawford misses 2-pt jump shot from 12 ft,,27,35
127,2,10:13.0,Offensive rebound by J. Crawford,,27,35
128,2,10:13.0,J. Crawford misses 2-pt layup at rim,,27,35
129,2,10:12.0,,Defensive rebound by H. Barnes,27,35
130,2,10:07.0,,L. Barbosa makes 2-pt layup from 1 ft,27,37
131,2,10:01.0,LA Clippers full timeout,,27,37
132,2,10:01.0,D. Jordan enters the game for J. Smith,,27,37
133,2,10:01.0,,D. Green enters the game for M. Speights,27,37
134,2,9:53.0,Turnover by D. Jordan (lost ball),,27,37
135,2,9:42.0,,S. Curry makes 3-pt jump shot from 26 ft,27,40
136,2,9:26.0,Shooting foul by L. Barbosa (drawn by P. Pierce),,27,40
137,2,9:26.0,P. Pierce makes free throw 1 of 2,,28,40
138,2,9:26.0,C. Paul enters the game for A. Rivers,,28,40
139,2,9:26.0,P. Pierce makes free throw 2 of 2,,29,40
140,2,9:12.0,,Shooting foul by W. Johnson (drawn by S. Curry),29,40
141,2,9:12.0,,S. Curry makes free throw 1 of 3,29,41
142,2,9:12.0,,S. Curry makes free throw 2 of 3,29,42
143,2,9:12.0,B. Griffin enters the game for W. Johnson,,29,42
144,2,9:12.0,,S. Curry makes free throw 3 of 3,29,43
145,2,8:48.0,J. Crawford misses 3-pt jump shot from 26 ft,,29,43
146,2,8:47.0,,Defensive rebound by S. Curry,29,43
147,2,8:39.0,,H. Barnes misses 2-pt jump shot from 18 ft,29,43
148,2,8:39.0,Defensive rebound by P. Pierce,,29,43
149,2,8:29.0,C. Paul misses 2-pt jump shot from 17 ft,,29,43
150,2,8:28.0,,Defensive rebound by H. Barnes,29,43
151,2,8:13.0,,H. Barnes misses 2-pt jump shot from 15 ft,29,43
152,2,8:12.0,,Offensive rebound by L. Barbosa,29,43
153,2,8:09.0,,Turnover by L. Barbosa (bad pass; steal by C. Paul),29,43
154,2,8:03.0,P. Pierce misses 3-pt jump shot from 24 ft,,29,43
155,2,8:01.0,,Defensive rebound by H. Barnes,29,43
156,2,8:00.0,,Personal foul by C. Paul (drawn by A. Iguodala),29,43
157,2,8:00.0,J. Redick enters the game for J. Crawford,,29,43
158,2,8:00.0,L. Stephenson enters the game for P. Pierce,,29,43
159,2,8:00.0,,K. Thompson enters the game for L. Barbosa,29,43
160,2,8:00.0,,F. Ezeli enters the game for H. Barnes,29,43
161,2,7:56.0,,Away from play foul by L. Stephenson (drawn by F. Ezeli),29,43
162,2,7:56.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by A. Iguodala),29,46
163,2,7:56.0,,F. Ezeli misses free throw 1 of 1,29,46
164,2,7:55.0,Defensive rebound by D. Jordan,,29,46
165,2,7:33.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,31,46
166,2,7:14.0,,D. Green misses 2-pt jump shot from 14 ft (block by D. Jordan),31,46
167,2,7:14.0,Defensive rebound by L. Stephenson,,31,46
168,2,7:09.0,Turnover by C. Paul (lost ball; steal by S. Curry),,31,46
169,2,6:57.0,,S. Curry misses 2-pt jump shot from 18 ft,31,46
170,2,6:55.0,Defensive rebound by D. Jordan,,31,46
171,2,6:43.0,B. Griffin makes 2-pt layup from 2 ft,,33,46
172,2,6:43.0,Shooting foul by F. Ezeli (drawn by B. Griffin),,33,46
173,2,6:43.0,B. Griffin makes free throw 1 of 1,,34,46
174,2,6:32.0,,Personal foul by C. Paul (drawn by S. Curry),34,46
175,2,6:32.0,,S. Curry misses free throw 1 of 2,34,46
176,2,6:32.0,,Offensive rebound by Team,34,46
177,2,6:32.0,,S. Curry makes free throw 2 of 2,34,47
178,2,6:08.0,B. Griffin misses 3-pt jump shot from 23 ft,,34,47
179,2,6:07.0,,Defensive rebound by D. Green,34,47
180,2,5:57.0,,S. Curry misses 3-pt jump shot from 23 ft,34,47
181,2,5:56.0,Defensive rebound by D. Jordan,,34,47
182,2,5:44.0,C. Paul makes 3-pt jump shot from 24 ft (assist by B. Griffin),,37,47
183,2,5:18.0,,F. Ezeli misses 2-pt jump shot from 2 ft,37,47
184,2,5:17.0,Defensive rebound by D. Jordan,,37,47
185,2,5:07.0,Personal foul by A. Iguodala (drawn by B. Griffin),,37,47
186,2,5:07.0,Official timeout,,37,47
187,2,5:07.0,,H. Barnes enters the game for A. Iguodala,37,47
188,2,5:02.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),,40,47
189,2,4:44.0,,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),40,49
190,2,4:17.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,43,49
191,2,3:55.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),43,51
192,2,3:30.0,Personal foul by H. Barnes (drawn by D. Jordan),,43,51
193,2,3:19.0,B. Griffin makes 2-pt dunk at rim (assist by L. Stephenson),,45,51
194,2,3:09.0,,D. Green misses 2-pt layup from 2 ft (block by D. Jordan),45,51
195,2,3:08.0,,Offensive rebound by Team,45,51
196,2,3:05.0,,H. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),45,53
197,2,3:05.0,,Shooting foul by L. Stephenson (drawn by H. Barnes),45,53
198,2,3:05.0,,H. Barnes makes free throw 1 of 1,45,54
199,2,2:53.0,C. Paul makes 2-pt layup from 1 ft,,47,54
200,2,2:40.0,,K. Thompson misses 3-pt jump shot from 25 ft,47,54
201,2,2:40.0,Defensive rebound by Team,,47,54
202,2,2:39.0,,Golden State full timeout,47,54
203,2,2:39.0,A. Rivers enters the game for L. Stephenson,,47,54
204,2,2:22.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,50,54
205,2,2:08.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),50,57
206,2,1:50.0,C. Paul makes 2-pt jump shot from 10 ft,,52,57
207,2,1:41.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),52,60
208,2,1:26.0,Personal foul by K. Thompson (drawn by C. Paul),,52,60
209,2,1:26.0,C. Paul makes free throw 1 of 2,,53,60
210,2,1:26.0,C. Paul makes free throw 2 of 2,,54,60
211,2,1:16.0,,Turnover by D. Green (bad pass),54,60
212,2,1:09.0,C. Paul makes 2-pt jump shot from 18 ft,,56,60
213,2,0:55.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by F. Ezeli),56,62
214,2,0:35.0,B. Griffin misses 2-pt jump shot from 18 ft,,56,62
215,2,0:34.0,,Defensive rebound by K. Thompson,56,62
216,2,0:10.0,,K. Thompson misses 2-pt jump shot from 11 ft,56,62
217,2,0:10.0,,Offensive rebound by D. Green,56,62
218,2,0:10.0,,D. Green misses 2-pt layup at rim,56,62
219,2,0:10.0,,Offensive rebound by D. Green,56,62
220,2,0:10.0,,Shooting foul by C. Paul (drawn by D. Green),56,62
221,2,0:10.0,,D. Green makes free throw 1 of 2,56,63
222,2,0:10.0,J. Crawford enters the game for A. Rivers,,56,63
223,2,0:10.0,,A. Iguodala enters the game for S. Curry,56,63
224,2,0:10.0,,J. McAdoo enters the game for F. Ezeli,56,63
225,2,0:10.0,,D. Green misses free throw 2 of 2,56,63
226,2,0:09.0,Defensive rebound by D. Jordan,,56,63
227,2,0:09.0,LA Clippers full timeout,,56,63
228,2,0:09.0,P. Pierce enters the game for D. Jordan,,56,63
229,2,0:06.0,B. Griffin misses 3-pt jump shot from 25 ft,,56,63
230,2,0:04.0,,Defensive rebound by A. Iguodala,56,63
231,2,0:01.0,,A. Iguodala misses 3-pt jump shot from 42 ft,56,63
232,2,0:00.0,,Offensive rebound by Team,56,63
233,3,11:44.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),56,65
234,3,11:15.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,59,65
235,3,11:03.0,,Turnover by D. Green (bad pass),59,65
236,3,10:44.0,Turnover by C. Paul (bad pass),,59,65
237,3,10:39.0,,S. Curry misses 2-pt jump shot from 16 ft,59,65
238,3,10:38.0,Defensive rebound by C. Paul,,59,65
239,3,10:28.0,Turnover by D. Jordan (lost ball; steal by K. Thompson),,59,65
240,3,10:22.0,,K. Thompson makes 2-pt layup from 1 ft,59,67
241,3,10:03.0,B. Griffin makes 2-pt hook shot from 6 ft,,61,67
242,3,9:48.0,,K. Thompson makes 2-pt jump shot from 12 ft,61,69
243,3,9:43.0,Shooting foul by D. Green (drawn by L. Stephenson),,61,69
244,3,9:43.0,L. Stephenson misses free throw 1 of 2,,61,69
245,3,9:43.0,Offensive rebound by Team,,61,69
246,3,9:43.0,L. Stephenson makes free throw 2 of 2,,62,69
247,3,9:31.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),62,71
248,3,9:15.0,C. Paul misses 2-pt jump shot from 18 ft,,62,71
249,3,9:14.0,,Defensive rebound by K. Thompson,62,71
250,3,9:08.0,,K. Thompson misses 3-pt jump shot from 25 ft,62,71
251,3,9:07.0,Defensive rebound by Team,,62,71
252,3,8:51.0,B. Griffin makes 2-pt jump shot from 8 ft (assist by J. Redick),,64,71
253,3,8:39.0,,Turnover by K. Thompson (lost ball),64,71
254,3,8:25.0,Turnover by D. Jordan (lost ball; steal by K. Thompson),,64,71
255,3,8:25.0,,Personal foul by D. Jordan (drawn by K. Thompson),64,71
256,3,8:14.0,,Shooting foul by C. Paul (drawn by S. Curry),64,71
257,3,8:14.0,,S. Curry makes free throw 1 of 2,64,72
258,3,8:14.0,A. Rivers enters the game for C. Paul,,64,72
259,3,8:14.0,,S. Curry makes free throw 2 of 2,64,73
260,3,8:00.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),,66,73
261,3,7:49.0,,S. Curry misses 3-pt jump shot from 30 ft,66,73
262,3,7:49.0,Defensive rebound by L. Stephenson,,66,73
263,3,7:25.0,L. Stephenson misses 2-pt jump shot from 19 ft,,66,73
264,3,7:24.0,Offensive rebound by D. Jordan,,66,73
265,3,7:24.0,Shooting foul by F. Ezeli (drawn by D. Jordan),,66,73
266,3,7:24.0,D. Jordan misses free throw 1 of 2,,66,73
267,3,7:24.0,Offensive rebound by Team,,66,73
268,3,7:24.0,D. Jordan misses free throw 2 of 2,,66,73
269,3,7:23.0,,Defensive rebound by Team,66,73
270,3,7:13.0,,K. Thompson misses 2-pt jump shot from 7 ft,66,73
271,3,7:12.0,Defensive rebound by B. Griffin,,66,73
272,3,6:57.0,L. Stephenson misses 2-pt layup at rim (block by F. Ezeli),,66,73
273,3,6:56.0,,Defensive rebound by S. Curry,66,73
274,3,6:56.0,,S. Curry misses 2-pt layup at rim (block by A. Rivers),66,73
275,3,6:56.0,Defensive rebound by Team,,66,73
276,3,6:46.0,A. Rivers misses 2-pt jump shot from 11 ft,,66,73
277,3,6:45.0,,Defensive rebound by H. Barnes,66,73
278,3,6:24.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by F. Ezeli),66,75
279,3,6:05.0,Personal foul by D. Green (drawn by J. Redick),,66,75
280,3,6:05.0,,Golden State full timeout,66,75
281,3,6:05.0,,A. Iguodala enters the game for H. Barnes,66,75
282,3,5:51.0,J. Redick makes 2-pt jump shot from 7 ft,,68,75
283,3,5:38.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),68,77
284,3,5:22.0,J. Redick misses 2-pt jump shot from 20 ft,,68,77
285,3,5:21.0,,Defensive rebound by F. Ezeli,68,77
286,3,5:14.0,,Personal foul by A. Rivers (drawn by D. Green),68,77
287,3,5:08.0,,K. Thompson misses 2-pt jump shot from 16 ft,68,77
288,3,5:07.0,Defensive rebound by L. Stephenson,,68,77
289,3,4:48.0,B. Griffin misses 2-pt jump shot from 11 ft,,68,77
290,3,4:47.0,Offensive rebound by D. Jordan,,68,77
291,3,4:42.0,J. Redick makes 3-pt jump shot from 27 ft (assist by L. Stephenson),,71,77
292,3,4:23.0,,A. Iguodala misses 3-pt jump shot from 23 ft,71,77
293,3,4:23.0,,Offensive rebound by Team,71,77
294,3,4:23.0,Loose ball foul by J. Redick (drawn by D. Green),,71,77
295,3,4:23.0,,M. Speights enters the game for F. Ezeli,71,77
296,3,4:23.0,,S. Livingston enters the game for K. Thompson,71,77
297,3,4:23.0,J. Crawford enters the game for J. Redick,,71,77
298,3,4:06.0,,M. Speights misses 2-pt jump shot from 19 ft,71,77
299,3,4:06.0,Defensive rebound by B. Griffin,,71,77
300,3,3:55.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,73,77
301,3,3:38.0,,S. Curry misses 3-pt jump shot from 25 ft,73,77
302,3,3:37.0,,Offensive rebound by A. Iguodala,73,77
303,3,3:30.0,,D. Green misses 3-pt jump shot from 25 ft,73,77
304,3,3:29.0,Defensive rebound by J. Crawford,,73,77
305,3,3:17.0,J. Crawford misses 2-pt jump shot from 14 ft,,73,77
306,3,3:17.0,,Defensive rebound by S. Livingston,73,77
307,3,3:00.0,,S. Curry misses 2-pt jump shot from 8 ft,73,77
308,3,2:59.0,Defensive rebound by B. Griffin,,73,77
309,3,2:51.0,B. Griffin makes 2-pt jump shot from 18 ft,,75,77
310,3,2:35.0,,S. Curry misses 3-pt jump shot from 26 ft,75,77
311,3,2:34.0,Defensive rebound by J. Crawford,,75,77
312,3,2:26.0,A. Rivers makes 2-pt layup from 1 ft,,77,77
313,3,2:16.0,,Golden State full timeout,77,77
314,3,2:16.0,,L. Barbosa enters the game for S. Curry,77,77
315,3,2:06.0,,M. Speights misses 2-pt jump shot from 20 ft,77,77
316,3,2:05.0,Defensive rebound by J. Crawford,,77,77
317,3,1:57.0,J. Crawford makes 2-pt jump shot from 15 ft,,79,77
318,3,1:42.0,,L. Barbosa makes 2-pt jump shot from 16 ft (assist by D. Green),79,79
319,3,1:19.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Crawford),,81,79
320,3,1:11.0,,Shooting foul by A. Rivers (drawn by L. Barbosa),81,79
321,3,1:11.0,,L. Barbosa misses free throw 1 of 2,81,79
322,3,1:11.0,,Offensive rebound by Team,81,79
323,3,1:11.0,J. Smith enters the game for D. Jordan,,81,79
324,3,1:11.0,,H. Barnes enters the game for D. Green,81,79
325,3,1:11.0,,L. Barbosa makes free throw 2 of 2,81,80
326,3,1:03.0,Turnover by J. Smith (bad pass; steal by A. Iguodala),,81,80
327,3,1:03.0,,Personal foul by A. Rivers (drawn by A. Iguodala),81,80
328,3,1:03.0,,A. Iguodala makes free throw 1 of 2,81,81
329,3,1:03.0,P. Pierce enters the game for L. Stephenson,,81,81
330,3,1:03.0,,A. Iguodala makes free throw 2 of 2,81,82
331,3,0:45.0,B. Griffin misses 2-pt jump shot from 4 ft,,81,82
332,3,0:44.0,,Defensive rebound by M. Speights,81,82
333,3,0:29.0,,Turnover by H. Barnes (lost ball; steal by J. Crawford),81,82
334,3,0:08.0,J. Crawford makes 2-pt layup at rim,,83,82
335,3,0:02.0,,A. Iguodala misses 2-pt jump shot from 7 ft,83,82
336,3,0:00.0,,Offensive rebound by H. Barnes,83,82
337,4,11:47.0,A. Rivers makes 2-pt layup from 1 ft,,85,82
338,4,11:32.0,,Personal foul by A. Rivers (drawn by L. Barbosa),85,82
339,4,11:26.0,,L. Barbosa makes 2-pt layup from 3 ft (assist by S. Livingston),85,84
340,4,11:04.0,Personal foul by S. Livingston (drawn by J. Crawford),,85,84
341,4,10:55.0,J. Crawford makes 2-pt jump shot from 19 ft,,87,84
342,4,10:44.0,,Shooting foul by J. Smith (drawn by M. Speights),87,84
343,4,10:44.0,,M. Speights misses free throw 1 of 2,87,84
344,4,10:44.0,,Offensive rebound by Team,87,84
345,4,10:44.0,,M. Speights makes free throw 2 of 2,87,85
346,4,10:29.0,J. Crawford misses 2-pt jump shot from 11 ft,,87,85
347,4,10:29.0,,Defensive rebound by M. Speights,87,85
348,4,10:21.0,,Turnover by S. Livingston (bad pass),87,85
349,4,10:07.0,P. Pierce misses 3-pt jump shot from 28 ft,,87,85
350,4,10:05.0,,Defensive rebound by M. Speights,87,85
351,4,9:59.0,,Offensive foul by S. Livingston (drawn by J. Smith),87,85
352,4,9:59.0,,Turnover by S. Livingston (offensive foul),87,85
353,4,9:50.0,A. Rivers makes 2-pt jump shot from 16 ft,,89,85
354,4,9:39.0,,S. Livingston makes 2-pt jump shot from 13 ft,89,87
355,4,9:23.0,C. Paul enters the game for A. Rivers,,89,87
356,4,9:12.0,C. Paul misses 3-pt jump shot from 27 ft,,89,87
357,4,9:11.0,Offensive rebound by J. Smith,,89,87
358,4,8:57.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by C. Paul),,92,87
359,4,8:39.0,,M. Speights misses 2-pt jump shot from 10 ft,92,87
360,4,8:38.0,,Offensive rebound by S. Livingston,92,87
361,4,8:34.0,,S. Livingston misses 2-pt jump shot from 16 ft,92,87
362,4,8:33.0,Defensive rebound by C. Paul,,92,87
363,4,8:26.0,J. Smith makes 3-pt jump shot from 25 ft (assist by C. Paul),,95,87
364,4,8:19.0,,Golden State full timeout,95,87
365,4,8:19.0,,D. Green enters the game for S. Livingston,95,87
366,4,8:19.0,,K. Thompson enters the game for M. Speights,95,87
367,4,8:19.0,,S. Curry enters the game for L. Barbosa,95,87
368,4,8:05.0,,Turnover by A. Iguodala (lost ball; steal by P. Pierce),95,87
369,4,7:57.0,J. Smith misses 2-pt layup from 2 ft,,95,87
370,4,7:56.0,Offensive rebound by J. Crawford,,95,87
371,4,7:56.0,J. Crawford makes 2-pt layup at rim,,97,87
372,4,7:48.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by S. Curry),97,89
373,4,7:26.0,Shooting foul by K. Thompson (drawn by P. Pierce),,97,89
374,4,7:26.0,P. Pierce misses free throw 1 of 2,,97,89
375,4,7:26.0,Offensive rebound by Team,,97,89
376,4,7:26.0,P. Pierce makes free throw 2 of 2,,98,89
377,4,7:14.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by A. Iguodala),98,92
378,4,6:49.0,J. Crawford misses 2-pt jump shot from 12 ft,,98,92
379,4,6:48.0,,Defensive rebound by H. Barnes,98,92
380,4,6:36.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by K. Thompson),98,95
381,4,6:36.0,LA Clippers full timeout,,98,95
382,4,6:36.0,D. Jordan enters the game for J. Smith,,98,95
383,4,6:36.0,B. Griffin enters the game for W. Johnson,,98,95
384,4,6:20.0,J. Crawford misses 2-pt jump shot from 17 ft (block by H. Barnes),,98,95
