,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
0,1,11:40.0,Turnover by J. Smith (bad pass; steal by S. Mack),,0,0
1,1,11:36.0,Violation by D. Howard (def goaltending),,0,0
2,1,11:36.0,,R. Hood makes 2-pt layup from 2 ft,0,2
3,1,11:15.0,J. Smith misses 3-pt jump shot from 23 ft,,0,2
4,1,11:15.0,Offensive rebound by D. Howard,,0,2
5,1,11:12.0,D. Howard makes 2-pt layup from 1 ft,,2,2
6,1,10:44.0,,Turnover by S. Mack (bad pass; steal by P. Beverley),2,2
7,1,10:40.0,Shooting foul by R. Hood (drawn by P. Beverley),,2,2
8,1,10:40.0,P. Beverley makes free throw 1 of 2,,3,2
9,1,10:40.0,P. Beverley makes free throw 2 of 2,,4,2
10,1,10:22.0,,S. Mack misses 2-pt jump shot from 19 ft,4,2
11,1,10:21.0,Defensive rebound by D. Howard,,4,2
12,1,10:13.0,P. Beverley misses 3-pt jump shot from 24 ft,,4,2
13,1,10:13.0,,Defensive rebound by Team,4,2
14,1,10:03.0,,Shooting foul by D. Howard (drawn by D. Favors),4,2
15,1,10:03.0,,D. Favors makes free throw 1 of 2,4,3
16,1,10:03.0,,D. Favors makes free throw 2 of 2,4,4
17,1,9:48.0,Turnover by J. Harden (bad pass; steal by R. Hood),,4,4
18,1,9:47.0,,Personal foul by P. Beverley (drawn by S. Mack),4,4
19,1,9:32.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Hood),4,6
20,1,9:15.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,7,6
21,1,8:57.0,,Turnover by G. Hayward (lost ball; steal by P. Beverley),7,6
22,1,8:50.0,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),,10,6
23,1,8:28.0,,Shooting foul by J. Harden (drawn by D. Favors),10,6
24,1,8:28.0,,D. Favors makes free throw 1 of 2,10,7
25,1,8:28.0,,D. Favors makes free throw 2 of 2,10,8
26,1,8:15.0,,Violation by D. Favors (kicked ball),10,8
27,1,8:09.0,J. Harden misses 2-pt jump shot from 16 ft,,10,8
28,1,8:09.0,,Defensive rebound by R. Gobert,10,8
29,1,7:57.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by S. Mack),10,11
30,1,7:42.0,J. Smith misses 2-pt jump shot from 3 ft,,10,11
31,1,7:41.0,,Defensive rebound by R. Gobert,10,11
32,1,7:30.0,,S. Mack makes 2-pt layup from 2 ft,10,13
33,1,7:21.0,Turnover by J. Harden (bad pass; steal by R. Hood),,10,13
34,1,7:12.0,,Turnover by S. Mack (lost ball; steal by T. Ariza),10,13
35,1,7:06.0,J. Harden makes 2-pt dunk at rim (assist by P. Beverley),,12,13
36,1,6:54.0,,S. Mack makes 2-pt layup from 2 ft (assist by D. Favors),12,15
37,1,6:37.0,Personal foul by R. Gobert (drawn by D. Howard),,12,15
38,1,6:37.0,C. Capela enters the game for D. Howard,,12,15
39,1,6:29.0,Turnover by P. Beverley (bad pass; steal by G. Hayward),,12,15
40,1,6:22.0,,G. Hayward makes 3-pt jump shot from 22 ft (assist by R. Hood),12,18
41,1,6:02.0,Turnover by J. Harden (bad pass; steal by R. Hood),,12,18
42,1,6:00.0,,D. Favors makes 2-pt layup from 1 ft (assist by R. Gobert),12,20
43,1,6:00.0,,Shooting foul by T. Ariza (drawn by D. Favors),12,20
44,1,6:00.0,,D. Favors makes free throw 1 of 1,12,21
45,1,5:55.0,Houston full timeout,,12,21
46,1,5:55.0,,C. Johnson enters the game for R. Hood,12,21
47,1,5:55.0,T. Jones enters the game for P. Beverley,,12,21
48,1,5:55.0,T. Lawson enters the game for J. Smith,,12,21
49,1,5:36.0,J. Harden misses 2-pt jump shot from 16 ft,,12,21
50,1,5:35.0,,Defensive rebound by G. Hayward,12,21
51,1,5:23.0,,D. Favors misses 2-pt layup at rim (block by C. Capela),12,21
52,1,5:22.0,Defensive rebound by T. Jones,,12,21
