,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
248,3,7:29.0,,D. Motiejūnas misses 2-pt hook shot from 10 ft,54,61
249,3,7:28.0,,Offensive rebound by D. Howard,54,61
250,3,7:17.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Beverley),54,64
251,3,7:08.0,,Offensive charge foul by J. Butler (drawn by D. Motiejūnas),54,64
252,3,7:08.0,Turnover by J. Butler (offensive foul),,54,64
253,3,7:08.0,N. Mirotić enters the game for B. Portis,,54,64
254,3,6:56.0,,P. Beverley makes 2-pt jump shot from 7 ft (assist by J. Harden),54,66
255,3,6:37.0,J. Butler makes 3-pt jump shot from 24 ft (assist by A. Brooks),,57,66
256,3,6:26.0,,J. Harden makes 2-pt jump shot from 19 ft,57,68
257,3,6:08.0,D. McDermott misses 3-pt jump shot from 23 ft,,57,68
258,3,6:07.0,,Defensive rebound by D. Howard,57,68
259,3,6:00.0,,Turnover by J. Harden (lost ball; steal by A. Brooks),57,68
260,3,5:55.0,D. McDermott misses 2-pt jump shot from 4 ft,,57,68
261,3,5:54.0,,Defensive rebound by D. Howard,57,68
262,3,5:31.0,,P. Beverley makes 3-pt jump shot from 25 ft,57,71
263,3,5:08.0,P. Gasol makes 2-pt jump shot from 10 ft (assist by J. Butler),,59,71
264,3,4:50.0,,P. Beverley makes 2-pt jump shot from 8 ft (assist by J. Harden),59,73
265,3,4:44.0,Chicago full timeout,,59,73
266,3,4:44.0,E. Moore enters the game for A. Brooks,,59,73
267,3,4:44.0,,M. Beasley enters the game for D. Motiejūnas,59,73
268,3,4:44.0,,C. Capela enters the game for D. Howard,59,73
269,3,4:38.0,Turnover by P. Gasol (bad pass; steal by T. Ariza),,59,73
270,3,4:31.0,,C. Capela misses 2-pt layup from 5 ft (block by P. Gasol),59,73
271,3,4:29.0,Defensive rebound by J. Butler,,59,73
272,3,4:22.0,Shooting block foul by C. Capela (drawn by J. Butler),,59,73
273,3,4:22.0,J. Butler makes free throw 1 of 2,,60,73
274,3,4:22.0,,J. Terry enters the game for P. Beverley,60,73
275,3,4:22.0,J. Butler makes free throw 2 of 2,,61,73
276,3,4:08.0,,Personal foul by N. Mirotić,61,73
277,3,3:59.0,,J. Harden misses 2-pt jump shot from 16 ft,61,73
278,3,3:59.0,Defensive rebound by Team,,61,73
279,3,3:41.0,Turnover by J. Butler (bad pass),,61,73
280,3,3:29.0,,Turnover by M. Beasley (lost ball; steal by J. Butler),61,73
281,3,3:23.0,J. Butler makes 2-pt dunk at rim (assist by D. McDermott),,63,73
282,3,2:57.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by J. Harden),63,76
283,3,2:40.0,P. Gasol makes 2-pt hook shot from 6 ft,,65,76
284,3,2:27.0,,M. Beasley misses 2-pt jump shot from 22 ft,65,76
285,3,2:27.0,Defensive rebound by N. Mirotić,,65,76
286,3,2:09.0,Turnover by P. Gasol (lost ball; steal by C. Capela),,65,76
287,3,2:01.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Terry),65,78
288,3,1:51.0,Shooting foul by C. Capela (drawn by J. Butler),,65,78
289,3,1:51.0,,Houston full timeout,65,78
290,3,1:51.0,C. Felício enters the game for P. Gasol,,65,78
291,3,1:51.0,,C. Brewer enters the game for T. Ariza,65,78
292,3,1:51.0,J. Butler makes free throw 1 of 2,,66,78
293,3,1:51.0,J. Butler makes free throw 2 of 2,,67,78
294,3,1:26.0,,C. Brewer misses 2-pt jump shot from 20 ft,67,78
295,3,1:25.0,,Offensive rebound by M. Beasley,67,78
296,3,1:21.0,,C. Capela makes 2-pt layup at rim (assist by M. Beasley),67,80
297,3,1:00.0,J. Butler makes 2-pt jump shot from 14 ft,,69,80
298,3,0:48.0,,J. Harden misses 2-pt layup from 3 ft,69,80
299,3,0:48.0,Defensive rebound by J. Butler,,69,80
300,3,0:38.0,D. McDermott makes 2-pt jump shot from 6 ft (assist by E. Moore),,71,80
301,3,0:14.0,,J. Terry misses 3-pt jump shot from 23 ft,71,80
302,3,0:14.0,,Offensive rebound by C. Capela,71,80
303,3,0:11.0,,C. Capela misses 2-pt hook shot from 5 ft,71,80
304,3,0:10.0,,Offensive rebound by M. Beasley,71,80
305,3,0:10.0,,M. Beasley misses 2-pt layup at rim,71,80
306,3,0:10.0,Defensive rebound by D. McDermott,,71,80
307,3,0:01.0,E. Moore misses 2-pt jump shot from 17 ft (block by C. Brewer),,71,80
308,3,0:01.0,,Defensive rebound by J. Harden,71,80
309,4,11:42.0,Personal foul by C. Capela,,71,80
310,4,11:29.0,C. Felício makes 2-pt jump shot from 3 ft (assist by E. Moore),,73,80
311,4,11:09.0,,Shooting foul by N. Mirotić (drawn by M. Beasley),73,80
312,4,11:09.0,,M. Beasley makes free throw 1 of 2,73,81
313,4,11:09.0,,M. Beasley makes free throw 2 of 2,73,82
314,4,10:50.0,Shooting foul by J. Terry (drawn by J. Holiday),,73,82
315,4,10:50.0,J. Holiday makes free throw 1 of 2,,74,82
316,4,10:50.0,J. Holiday makes free throw 2 of 2,,75,82
317,4,10:35.0,,M. Beasley misses 2-pt layup at rim,75,82
318,4,10:34.0,,Offensive rebound by M. Beasley,75,82
319,4,10:34.0,,M. Beasley makes 2-pt layup at rim,75,84
320,4,10:11.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. McDermott),,78,84
321,4,9:52.0,,M. Beasley makes 2-pt jump shot from 16 ft,78,86
322,4,9:44.0,Personal foul by M. Beasley,,78,86
323,4,9:40.0,Turnover by N. Mirotić (bad pass),,78,86
324,4,9:29.0,,Turnover by J. Harden (bad pass),78,86
325,4,9:15.0,C. Felício makes 2-pt jump shot from 16 ft (assist by J. Holiday),,80,86
326,4,9:00.0,,Turnover by J. Terry (bad pass; steal by J. Holiday),80,86
327,4,8:57.0,Shooting foul by J. Terry (drawn by C. Felício),,80,86
328,4,8:57.0,Chicago full timeout,,80,86
329,4,8:57.0,C. Felício makes free throw 1 of 2,,81,86
330,4,8:57.0,C. Felício misses free throw 2 of 2,,81,86
331,4,8:57.0,,Defensive rebound by M. Beasley,81,86
332,4,8:38.0,,J. Terry misses 3-pt jump shot from 24 ft,81,86
333,4,8:38.0,Defensive rebound by D. McDermott,,81,86
334,4,8:15.0,E. Moore misses 2-pt jump shot from 8 ft,,81,86
335,4,8:15.0,Offensive rebound by E. Moore,,81,86
336,4,8:12.0,E. Moore makes 2-pt layup from 1 ft,,83,86
337,4,7:52.0,,C. Brewer misses 2-pt jump shot from 4 ft,83,86
338,4,7:51.0,Defensive rebound by C. Felício,,83,86
339,4,7:40.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by E. Moore),,85,86
340,4,7:39.0,,Houston full timeout,85,86
341,4,7:39.0,,D. Howard enters the game for C. Capela,85,86
342,4,7:39.0,,P. Beverley enters the game for J. Terry,85,86
343,4,7:39.0,,T. Ariza enters the game for C. Brewer,85,86
344,4,7:39.0,J. Butler enters the game for E. Moore,,85,86
345,4,7:19.0,,Offensive foul by D. Howard (drawn by C. Felício),85,86
346,4,7:19.0,,Turnover by D. Howard (offensive foul),85,86
347,4,7:05.0,N. Mirotić misses 3-pt jump shot from 27 ft,,85,86
348,4,7:05.0,,Defensive rebound by Team,85,86
349,4,6:53.0,,P. Beverley misses 2-pt layup from 3 ft (block by C. Felício),85,86
350,4,6:52.0,Defensive rebound by J. Holiday,,85,86
351,4,6:46.0,D. McDermott misses 3-pt jump shot from 24 ft,,85,86
352,4,6:44.0,Offensive rebound by D. McDermott,,85,86
353,4,6:41.0,D. McDermott misses 2-pt layup from 1 ft,,85,86
354,4,6:40.0,Offensive rebound by D. McDermott,,85,86
355,4,6:40.0,D. McDermott makes 2-pt layup from 1 ft,,87,86
356,4,6:20.0,,Shooting foul by N. Mirotić (drawn by J. Harden),87,86
357,4,6:20.0,,J. Harden makes free throw 1 of 2,87,87
358,4,6:20.0,P. Gasol enters the game for C. Felício,,87,87
359,4,6:20.0,,J. Harden misses free throw 2 of 2,87,87
360,4,6:20.0,Defensive rebound by N. Mirotić,,87,87
361,4,6:06.0,Turnover by P. Gasol (bad pass),,87,87
362,4,5:56.0,,M. Beasley misses 2-pt jump shot from 13 ft,87,87
363,4,5:55.0,Defensive rebound by J. Holiday,,87,87
364,4,5:41.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Butler),,89,87
365,4,5:26.0,,Turnover by D. Howard (3 sec),89,87
366,4,5:00.0,N. Mirotić misses 3-pt jump shot from 31 ft,,89,87
367,4,5:00.0,Offensive rebound by Team,,89,87
368,4,5:00.0,Turnover by Team (shot clock),,89,87
369,4,5:00.0,E. Moore enters the game for D. McDermott,,89,87
370,4,4:48.0,,J. Harden misses 2-pt jump shot from 14 ft,89,87
371,4,4:46.0,,Offensive rebound by M. Beasley,89,87
372,4,4:35.0,,M. Beasley makes 2-pt layup from 1 ft,89,89
373,4,4:16.0,Offensive foul by P. Gasol (drawn by M. Beasley),,89,89
374,4,4:16.0,Turnover by P. Gasol (offensive foul),,89,89
375,4,3:53.0,,M. Beasley misses 2-pt jump shot from 6 ft,89,89
376,4,3:50.0,,Offensive rebound by M. Beasley,89,89
377,4,3:50.0,,M. Beasley misses 2-pt layup from 2 ft,89,89
378,4,3:48.0,,Offensive rebound by D. Howard,89,89
379,4,3:48.0,,D. Howard misses 2-pt layup at rim,89,89
380,4,3:46.0,Defensive rebound by J. Holiday,,89,89
381,4,3:23.0,E. Moore misses 2-pt jump shot from 16 ft (block by J. Harden),,89,89
382,4,3:22.0,,Defensive rebound by J. Harden,89,89
383,4,3:18.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Harden),89,91
384,4,3:18.0,Chicago full timeout,,89,91
385,4,3:18.0,D. McDermott enters the game for J. Holiday,,89,91
386,4,2:56.0,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Butler),,92,91
387,4,2:29.0,,J. Harden misses 2-pt jump shot from 16 ft,92,91
388,4,2:27.0,Defensive rebound by P. Gasol,,92,91
389,4,2:08.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,94,91
390,4,2:08.0,Technical foul by J. Butler,,94,91
391,4,2:08.0,,J. Harden misses technical free throw,94,91
