,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
0,1,11:48.0,B. Portis makes 2-pt jump shot from 21 ft (assist by D. Rose),,2,0
1,1,11:27.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft,2,2
2,1,11:07.0,J. Butler misses 3-pt jump shot from 23 ft,,2,2
3,1,11:06.0,,Defensive rebound by T. Ariza,2,2
4,1,10:51.0,,J. Harden makes 3-pt jump shot from 23 ft,2,5
5,1,10:33.0,B. Portis misses 2-pt jump shot from 18 ft,,2,5
6,1,10:33.0,,Defensive rebound by P. Beverley,2,5
7,1,10:28.0,,J. Harden makes 2-pt layup from 1 ft (assist by P. Beverley),2,7
8,1,10:05.0,Turnover by M. Dunleavy (step out of bounds),,2,7
9,1,9:51.0,,Shooting foul by B. Portis (drawn by T. Ariza),2,7
10,1,9:51.0,,T. Ariza makes free throw 1 of 2,2,8
11,1,9:51.0,,T. Ariza makes free throw 2 of 2,2,9
12,1,9:35.0,P. Gasol makes 2-pt jump shot from 3 ft,,4,9
13,1,9:25.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),4,11
14,1,9:13.0,Turnover by P. Gasol (bad pass; steal by D. Howard),,4,11
15,1,9:07.0,,D. Motiejūnas misses 2-pt layup from 2 ft,4,11
16,1,9:06.0,Defensive rebound by P. Gasol,,4,11
17,1,8:56.0,P. Gasol misses 3-pt jump shot from 24 ft,,4,11
18,1,8:55.0,,Defensive rebound by D. Howard,4,11
19,1,8:45.0,,D. Howard makes 2-pt jump shot from 6 ft (assist by P. Beverley),4,13
20,1,8:45.0,Chicago full timeout,,4,13
21,1,8:22.0,P. Gasol misses 2-pt jump shot from 11 ft,,4,13
22,1,8:21.0,Offensive rebound by B. Portis,,4,13
23,1,8:19.0,B. Portis misses 2-pt layup from 1 ft,,4,13
24,1,8:18.0,,Defensive rebound by D. Howard,4,13
25,1,7:59.0,,J. Harden misses 3-pt jump shot from 24 ft,4,13
26,1,7:59.0,Defensive rebound by P. Gasol,,4,13
27,1,7:44.0,J. Butler misses 2-pt layup from 1 ft,,4,13
28,1,7:43.0,,Defensive rebound by J. Harden,4,13
29,1,7:32.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,4,13
30,1,7:31.0,,Offensive rebound by D. Howard,4,13
31,1,7:26.0,,D. Motiejūnas misses 2-pt jump shot from 5 ft,4,13
32,1,7:25.0,Defensive rebound by P. Gasol,,4,13
33,1,7:13.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,4,13
34,1,7:12.0,,Defensive rebound by D. Howard,4,13
35,1,6:59.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,4,13
36,1,6:59.0,Defensive rebound by P. Gasol,,4,13
37,1,6:48.0,Personal block foul by D. Motiejūnas,,4,13
38,1,6:48.0,N. Mirotić enters the game for B. Portis,,4,13
39,1,6:48.0,,M. Beasley enters the game for D. Motiejūnas,4,13
40,1,6:48.0,D. McDermott enters the game for M. Dunleavy,,4,13
41,1,6:37.0,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),,6,13
42,1,6:25.0,,T. Ariza misses 2-pt layup from 2 ft,6,13
43,1,6:24.0,Defensive rebound by J. Butler,,6,13
44,1,6:15.0,P. Gasol misses 2-pt layup from 2 ft (block by D. Howard),,6,13
45,1,6:15.0,Offensive rebound by Team,,6,13
46,1,6:08.0,P. Gasol makes 2-pt jump shot from 12 ft (assist by N. Mirotić),,8,13
47,1,5:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,8,13
48,1,5:54.0,Defensive rebound by N. Mirotić,,8,13
49,1,5:47.0,Turnover by D. Rose (bad pass),,8,13
50,1,5:37.0,,M. Beasley misses 2-pt jump shot from 13 ft,8,13
51,1,5:36.0,Defensive rebound by J. Butler,,8,13
52,1,5:24.0,N. Mirotić misses 3-pt jump shot from 26 ft,,8,13
53,1,5:24.0,,Defensive rebound by D. Howard,8,13
54,1,5:13.0,,M. Beasley misses 2-pt layup from 2 ft,8,13
55,1,5:13.0,Defensive rebound by D. McDermott,,8,13
56,1,5:04.0,P. Gasol makes 2-pt jump shot from 22 ft (assist by D. McDermott),,10,13
57,1,5:02.0,,Houston full timeout,10,13
58,1,5:02.0,,C. Capela enters the game for D. Howard,10,13
59,1,4:40.0,,J. Harden misses 2-pt jump shot from 4 ft (block by N. Mirotić),10,13
60,1,4:38.0,Defensive rebound by D. McDermott,,10,13
61,1,4:30.0,D. McDermott makes 2-pt jump shot from 20 ft (assist by D. Rose),,12,13
62,1,4:16.0,,P. Beverley makes 2-pt jump shot from 9 ft,12,15
63,1,4:02.0,Turnover by D. Rose (bad pass; steal by C. Capela),,12,15
64,1,3:57.0,,C. Capela makes 2-pt layup from 2 ft,12,17
65,1,3:33.0,N. Mirotić makes 2-pt layup from 2 ft (assist by P. Gasol),,14,17
66,1,3:29.0,,Shooting foul by P. Gasol (drawn by M. Beasley),14,17
67,1,3:29.0,,M. Beasley makes free throw 1 of 2,14,18
68,1,3:29.0,,J. Terry enters the game for P. Beverley,14,18
69,1,3:29.0,A. Brooks enters the game for D. Rose,,14,18
70,1,3:29.0,,M. Beasley makes free throw 2 of 2,14,19
71,1,3:13.0,P. Gasol makes 2-pt jump shot from 7 ft (assist by A. Brooks),,16,19
72,1,2:54.0,,J. Harden misses 3-pt jump shot from 24 ft,16,19
73,1,2:53.0,Defensive rebound by P. Gasol,,16,19
74,1,2:32.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by A. Brooks),,19,19
75,1,2:19.0,,Turnover by J. Harden (bad pass),19,19
76,1,2:07.0,P. Gasol misses 3-pt jump shot from 24 ft,,19,19
77,1,2:06.0,,Defensive rebound by C. Capela,19,19
78,1,1:58.0,,Turnover by J. Harden (bad pass; steal by J. Butler),19,19
79,1,1:49.0,N. Mirotić misses 3-pt jump shot from 22 ft,,19,19
80,1,1:49.0,,Defensive rebound by T. Ariza,19,19
81,1,1:35.0,,C. Capela makes 2-pt layup from 4 ft (assist by T. Ariza),19,21
82,1,1:21.0,Shooting foul by M. Beasley (drawn by N. Mirotić),,19,21
83,1,1:21.0,N. Mirotić makes free throw 1 of 3,,20,21
84,1,1:21.0,N. Mirotić makes free throw 2 of 3,,21,21
85,1,1:21.0,C. Felício enters the game for P. Gasol,,21,21
86,1,1:21.0,E. Moore enters the game for J. Butler,,21,21
87,1,1:21.0,,C. Brewer enters the game for T. Ariza,21,21
88,1,1:21.0,,P. Beverley enters the game for J. Harden,21,21
89,1,1:21.0,N. Mirotić misses free throw 3 of 3,,21,21
90,1,1:21.0,,Defensive rebound by M. Beasley,21,21
91,1,1:06.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by M. Beasley),21,24
92,1,0:49.0,D. McDermott misses 3-pt jump shot from 26 ft,,21,24
93,1,0:49.0,,Defensive rebound by C. Capela,21,24
94,1,0:38.0,,M. Beasley misses 2-pt jump shot from 15 ft,21,24
95,1,0:37.0,Defensive rebound by C. Felício,,21,24
96,1,0:20.0,Shooting foul by M. Beasley (drawn by N. Mirotić),,21,24
97,1,0:20.0,N. Mirotić makes free throw 1 of 3,,22,24
98,1,0:20.0,N. Mirotić makes free throw 2 of 3,,23,24
99,1,0:20.0,,D. Howard enters the game for C. Capela,23,24
100,1,0:20.0,,J. Harden enters the game for M. Beasley,23,24
101,1,0:20.0,N. Mirotić makes free throw 3 of 3,,24,24
102,1,0:06.0,,Personal foul by E. Moore,24,24
103,1,0:01.0,,J. Harden misses 2-pt layup from 4 ft,24,24
104,1,0:00.0,Defensive rebound by C. Felício,,24,24
105,2,11:39.0,,Shooting foul by D. McDermott (drawn by M. Beasley),24,24
106,2,11:39.0,,M. Beasley makes free throw 1 of 2,24,25
107,2,11:39.0,,M. Beasley makes free throw 2 of 2,24,26
108,2,11:15.0,C. Felício misses 2-pt jump shot from 20 ft,,24,26
109,2,11:15.0,,Defensive rebound by C. Brewer,24,26
110,2,11:00.0,,M. Beasley makes 2-pt layup from 3 ft (assist by P. Beverley),24,28
111,2,10:46.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by N. Mirotić),,27,28
112,2,10:31.0,,Personal foul by E. Moore,27,28
113,2,10:17.0,,C. Brewer misses 2-pt jump shot from 21 ft,27,28
114,2,10:16.0,,Offensive rebound by P. Beverley,27,28
115,2,10:14.0,,P. Beverley makes 2-pt layup at rim,27,30
116,2,9:59.0,D. McDermott misses 2-pt jump shot from 10 ft,,27,30
117,2,9:58.0,,Defensive rebound by D. Howard,27,30
118,2,9:52.0,,C. Brewer misses 2-pt layup from 2 ft,27,30
119,2,9:51.0,Defensive rebound by C. Felício,,27,30
120,2,9:45.0,D. McDermott makes 2-pt layup at rim (assist by C. Felício),,29,30
121,2,9:27.0,,M. Beasley makes 2-pt layup from 1 ft (assist by P. Beverley),29,32
122,2,9:10.0,C. Felício misses 2-pt jump shot from 4 ft,,29,32
123,2,9:09.0,,Defensive rebound by P. Beverley,29,32
124,2,9:04.0,,P. Beverley makes 2-pt layup from 2 ft,29,34
125,2,9:04.0,,Shooting block foul by A. Brooks (drawn by P. Beverley),29,34
126,2,9:04.0,,P. Beverley makes free throw 1 of 1,29,35
127,2,8:54.0,A. Brooks misses 2-pt jump shot from 19 ft,,29,35
128,2,8:51.0,,Defensive rebound by M. Beasley,29,35
129,2,8:44.0,,M. Beasley makes 2-pt jump shot from 4 ft,29,37
130,2,8:43.0,Chicago full timeout,,29,37
131,2,8:43.0,J. Butler enters the game for A. Brooks,,29,37
132,2,8:35.0,D. McDermott makes 2-pt layup from 2 ft (assist by C. Felício),,31,37
133,2,8:19.0,,C. Brewer misses 2-pt layup from 1 ft,31,37
134,2,8:18.0,,Offensive rebound by D. Howard,31,37
135,2,8:13.0,,D. Howard makes 2-pt hook shot from 6 ft,31,39
136,2,8:01.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by C. Felício),,34,39
137,2,7:45.0,,M. Beasley misses 2-pt jump shot from 4 ft,34,39
138,2,7:44.0,Defensive rebound by J. Butler,,34,39
139,2,7:28.0,E. Moore misses 2-pt jump shot from 11 ft (block by D. Howard),,34,39
140,2,7:27.0,,Defensive rebound by M. Beasley,34,39
141,2,7:22.0,,Personal foul by C. Felício,34,39
142,2,7:22.0,,T. Ariza enters the game for D. Howard,34,39
143,2,7:22.0,,J. Harden enters the game for M. Beasley,34,39
144,2,7:22.0,,C. Capela enters the game for J. Terry,34,39
145,2,7:22.0,D. Rose enters the game for C. Felício,,34,39
146,2,7:22.0,P. Gasol enters the game for E. Moore,,34,39
147,2,7:09.0,,C. Brewer misses 3-pt jump shot from 23 ft,34,39
148,2,7:09.0,Defensive rebound by P. Gasol,,34,39
149,2,6:52.0,N. Mirotić misses 2-pt hook shot from 7 ft,,34,39
150,2,6:50.0,,Defensive rebound by C. Capela,34,39
151,2,6:46.0,,P. Beverley misses 3-pt jump shot from 22 ft,34,39
152,2,6:44.0,Defensive rebound by P. Gasol,,34,39
153,2,6:34.0,Turnover by D. Rose (bad pass),,34,39
154,2,6:13.0,,T. Ariza misses 3-pt jump shot from 22 ft,34,39
155,2,6:12.0,,Offensive rebound by C. Capela,34,39
156,2,6:11.0,,C. Capela misses 2-pt layup from 2 ft,34,39
157,2,6:10.0,,Offensive rebound by Team,34,39
158,2,6:10.0,,Turnover by Team (shot clock),34,39
159,2,5:53.0,J. Butler makes 2-pt jump shot from 13 ft,,36,39
160,2,5:26.0,,T. Ariza misses 2-pt jump shot from 21 ft,36,39
161,2,5:24.0,,Offensive rebound by C. Brewer,36,39
162,2,5:22.0,,C. Brewer misses 2-pt layup from 2 ft,36,39
163,2,5:21.0,Defensive rebound by P. Gasol,,36,39
164,2,5:05.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,39,39
165,2,4:41.0,,J. Harden makes 2-pt jump shot from 5 ft (assist by P. Beverley),39,41
166,2,4:20.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),,42,41
167,2,4:05.0,,P. Beverley makes 2-pt jump shot from 5 ft,42,43
168,2,3:56.0,Chicago full timeout,,42,43
169,2,3:56.0,E. Moore enters the game for D. Rose,,42,43
170,2,3:53.0,P. Gasol misses 3-pt jump shot from 23 ft,,42,43
171,2,3:52.0,,Defensive rebound by T. Ariza,42,43
172,2,3:42.0,,T. Ariza misses 3-pt jump shot from 24 ft,42,43
173,2,3:41.0,Defensive rebound by N. Mirotić,,42,43
174,2,3:34.0,Personal foul by T. Ariza,,42,43
175,2,3:34.0,,D. Howard enters the game for C. Capela,42,43
176,2,3:24.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by E. Moore),,45,43
177,2,3:05.0,,Personal foul by P. Gasol,45,43
178,2,3:05.0,,D. Howard misses free throw 1 of 2,45,43
179,2,3:05.0,,Offensive rebound by Team,45,43
180,2,3:05.0,,M. Beasley enters the game for C. Brewer,45,43
181,2,3:05.0,,D. Howard makes free throw 2 of 2,45,44
182,2,2:48.0,E. Moore makes 3-pt jump shot from 23 ft,,48,44
183,2,2:36.0,,Turnover by M. Beasley (bad pass; steal by P. Gasol),48,44
184,2,2:32.0,Personal foul by P. Beverley,,48,44
185,2,2:32.0,,Houston full timeout,48,44
186,2,2:29.0,N. Mirotić misses 3-pt jump shot from 25 ft,,48,44
187,2,2:29.0,,Defensive rebound by P. Beverley,48,44
188,2,2:13.0,,J. Harden makes 2-pt jump shot from 9 ft,48,46
189,2,2:02.0,P. Gasol misses 2-pt hook shot from 10 ft,,48,46
190,2,2:00.0,,Defensive rebound by M. Beasley,48,46
191,2,1:48.0,,Shooting foul by E. Moore (drawn by J. Harden),48,46
192,2,1:48.0,,J. Harden makes free throw 1 of 2,48,47
193,2,1:48.0,A. Brooks enters the game for E. Moore,,48,47
194,2,1:48.0,,J. Harden makes free throw 2 of 2,48,48
195,2,1:33.0,A. Brooks misses 2-pt layup from 1 ft (block by D. Howard),,48,48
196,2,1:33.0,Offensive rebound by Team,,48,48
197,2,1:33.0,C. Felício enters the game for P. Gasol,,48,48
198,2,1:30.0,J. Butler misses 2-pt layup from 1 ft,,48,48
199,2,1:30.0,,Defensive rebound by D. Howard,48,48
200,2,1:28.0,,Shooting block foul by D. McDermott (drawn by J. Harden),48,48
201,2,1:28.0,,J. Harden makes free throw 1 of 2,48,49
202,2,1:28.0,,J. Harden makes free throw 2 of 2,48,50
203,2,1:17.0,J. Butler makes 2-pt dunk at rim (assist by N. Mirotić),,50,50
204,2,1:03.0,,J. Harden makes 2-pt layup from 1 ft,50,52
205,2,0:45.0,D. McDermott misses 2-pt jump shot from 3 ft,,50,52
206,2,0:43.0,Offensive rebound by J. Butler,,50,52
207,2,0:43.0,D. McDermott misses 2-pt layup from 1 ft,,50,52
208,2,0:43.0,Offensive rebound by Team,,50,52
209,2,0:37.0,J. Butler misses 2-pt jump shot from 18 ft,,50,52
210,2,0:36.0,,Defensive rebound by Team,50,52
211,2,0:27.0,,J. Harden misses 3-pt jump shot from 24 ft,50,52
212,2,0:26.0,Defensive rebound by J. Butler,,50,52
213,2,0:17.0,N. Mirotić makes 2-pt jump shot from 20 ft,,52,52
214,2,0:00.0,,J. Harden misses 3-pt jump shot from 27 ft,52,52
215,2,0:00.0,,Offensive rebound by Team,52,52
216,3,11:39.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,52,52
217,3,11:39.0,Defensive rebound by B. Portis,,52,52
218,3,11:26.0,J. Butler misses 2-pt jump shot from 14 ft (block by J. Harden),,52,52
219,3,11:24.0,,Defensive rebound by D. Motiejūnas,52,52
220,3,11:12.0,,J. Harden misses 2-pt jump shot from 18 ft,52,52
221,3,11:12.0,Defensive rebound by P. Gasol,,52,52
222,3,10:53.0,B. Portis misses 2-pt jump shot from 18 ft,,52,52
223,3,10:52.0,,Defensive rebound by P. Beverley,52,52
224,3,10:48.0,,Personal foul by M. Dunleavy,52,52
225,3,10:31.0,,J. Harden misses 3-pt jump shot from 25 ft,52,52
226,3,10:30.0,Defensive rebound by Team,,52,52
227,3,10:11.0,P. Gasol misses 2-pt jump shot from 17 ft,,52,52
228,3,10:11.0,Offensive rebound by Team,,52,52
229,3,10:11.0,,Loose ball foul by J. Harden,52,52
230,3,10:00.0,Turnover by P. Gasol (bad pass),,52,52
231,3,9:46.0,,P. Beverley misses 2-pt jump shot from 18 ft,52,52
232,3,9:43.0,Defensive rebound by J. Butler,,52,52
233,3,9:43.0,Personal foul by P. Beverley,,52,52
234,3,9:39.0,Personal block foul by D. Motiejūnas,,52,52
235,3,9:24.0,P. Gasol misses 2-pt jump shot from 20 ft,,52,52
236,3,9:23.0,,Defensive rebound by T. Ariza,52,52
237,3,9:14.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),52,55
238,3,8:50.0,A. Brooks misses 2-pt layup from 3 ft,,52,55
239,3,8:49.0,,Defensive rebound by D. Howard,52,55
240,3,8:38.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),52,58
241,3,8:18.0,Turnover by J. Butler (bad pass; steal by T. Ariza),,52,58
242,3,8:10.0,,Shooting foul by P. Gasol (drawn by J. Harden),52,58
243,3,8:10.0,,J. Harden makes 2-pt dunk at rim (assist by P. Beverley),52,60
244,3,8:10.0,Chicago full timeout,,52,60
245,3,8:10.0,D. McDermott enters the game for M. Dunleavy,,52,60
246,3,8:10.0,,J. Harden makes free throw 1 of 1,52,61
247,3,7:46.0,J. Butler makes 2-pt jump shot from 17 ft,,54,61
