,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
0,1,11:40.0,M. Morris makes 2-pt jump shot from 20 ft,,2,0
1,1,11:14.0,,R. Lopez makes 2-pt jump shot from 3 ft,2,2
2,1,10:58.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Jackson),,4,2
3,1,10:30.0,,C. Anthony misses 2-pt jump shot from 17 ft,4,2
4,1,10:29.0,,Offensive rebound by R. Lopez,4,2
5,1,10:29.0,,R. Lopez misses 2-pt layup at rim,4,2
6,1,10:27.0,,Offensive rebound by R. Lopez,4,2
7,1,10:20.0,,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by C. Anthony),4,4
8,1,9:55.0,R. Jackson misses 2-pt jump shot from 7 ft,,4,4
9,1,9:52.0,Offensive rebound by A. Drummond,,4,4
10,1,9:52.0,A. Drummond makes 2-pt layup at rim,,6,4
11,1,9:41.0,,A. Afflalo misses 2-pt jump shot from 8 ft,6,4
12,1,9:40.0,Defensive rebound by R. Jackson,,6,4
13,1,9:33.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,9,4
14,1,9:11.0,,C. Anthony misses 2-pt jump shot from 17 ft,9,4
15,1,9:11.0,,Offensive rebound by K. Porziņģis,9,4
16,1,9:06.0,,K. Porziņģis makes 2-pt layup at rim,9,6
17,1,8:48.0,E. İlyasova makes 2-pt jump shot from 4 ft,,11,6
18,1,8:34.0,,A. Afflalo misses 2-pt jump shot from 13 ft,11,6
19,1,8:33.0,,Offensive rebound by Team,11,6
20,1,8:33.0,Loose ball foul by A. Drummond (drawn by R. Lopez),,11,6
21,1,8:27.0,,A. Afflalo misses 2-pt jump shot from 13 ft,11,6
22,1,8:26.0,Defensive rebound by Team,,11,6
23,1,8:02.0,R. Jackson misses 2-pt hook shot from 5 ft,,11,6
24,1,8:01.0,,Defensive rebound by Team,11,6
25,1,7:45.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Calderón),11,9
26,1,7:32.0,R. Jackson makes 2-pt layup at rim,,13,9
27,1,7:18.0,,R. Lopez makes 2-pt layup from 2 ft,13,11
28,1,6:59.0,A. Drummond misses 2-pt layup from 2 ft (block by R. Lopez),,13,11
29,1,6:58.0,,Defensive rebound by R. Lopez,13,11
30,1,6:55.0,,Turnover by C. Anthony (bad pass; steal by E. İlyasova),13,11
31,1,6:38.0,A. Drummond misses 2-pt jump shot from 5 ft,,13,11
32,1,6:38.0,,Defensive rebound by C. Anthony,13,11
33,1,6:31.0,,J. Calderón misses 3-pt jump shot from 25 ft,13,11
34,1,6:30.0,Defensive rebound by K. Caldwell-Pope,,13,11
35,1,6:18.0,R. Jackson makes 2-pt jump shot from 4 ft,,15,11
36,1,5:58.0,,C. Anthony makes 2-pt layup from 1 ft,15,13
37,1,5:45.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Jackson),,18,13
38,1,5:45.0,,New York full timeout,18,13
39,1,5:25.0,,Turnover by C. Anthony (bad pass),18,13
40,1,5:08.0,Shooting foul by J. Calderón (drawn by M. Morris),,18,13
41,1,5:08.0,M. Morris makes free throw 1 of 2,,19,13
42,1,5:08.0,M. Morris makes free throw 2 of 2,,20,13
43,1,4:58.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by A. Afflalo),20,16
44,1,4:34.0,A. Drummond misses 2-pt layup from 1 ft,,20,16
45,1,4:33.0,Offensive rebound by M. Morris,,20,16
46,1,4:32.0,M. Morris misses 2-pt jump shot from 3 ft (block by R. Lopez),,20,16
47,1,4:29.0,,Defensive rebound by J. Calderón,20,16
48,1,4:23.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by C. Anthony),20,19
49,1,4:02.0,R. Jackson misses 2-pt layup from 2 ft,,20,19
50,1,4:02.0,Offensive rebound by Team,,20,19
51,1,4:02.0,,Loose ball foul by K. Porziņģis (drawn by E. İlyasova),20,19
52,1,4:02.0,,L. Thomas enters the game for K. Porziņģis,20,19
53,1,3:48.0,Turnover by E. İlyasova (3 sec),,20,19
54,1,3:29.0,,C. Anthony misses 2-pt layup from 2 ft (block by M. Morris),20,19
55,1,3:28.0,Defensive rebound by Team,,20,19
56,1,3:22.0,Personal foul by R. Lopez (drawn by A. Drummond),,20,19
57,1,3:07.0,A. Drummond misses 2-pt jump shot from 6 ft (block by R. Lopez),,20,19
58,1,3:06.0,,Defensive rebound by L. Thomas,20,19
59,1,2:59.0,,C. Anthony misses 2-pt layup at rim,20,19
60,1,2:58.0,Defensive rebound by M. Morris,,20,19
61,1,2:53.0,E. İlyasova makes 2-pt layup at rim (assist by M. Morris),,22,19
62,1,2:47.0,Detroit full timeout,,22,19
63,1,2:47.0,B. Jennings enters the game for K. Caldwell-Pope,,22,19
64,1,2:47.0,S. Johnson enters the game for R. Jackson,,22,19
65,1,2:41.0,,J. Calderón makes 2-pt jump shot from 21 ft,22,21
66,1,2:22.0,M. Morris makes 2-pt jump shot from 14 ft,,24,21
