,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,,Q. Acy misses 2-pt layup from 2 ft,0,0
1,1,11:38.0,Defensive rebound by S. Ibaka,,0,0
2,1,11:25.0,Turnover by K. Durant (bad pass; steal by D. Cousins),,0,0
3,1,11:19.0,,D. Cousins misses 2-pt jump shot from 6 ft,0,0
4,1,11:19.0,,Offensive rebound by D. Cousins,0,0
5,1,11:16.0,,D. Cousins makes 2-pt layup from 2 ft,0,2
6,1,11:03.0,S. Ibaka misses 2-pt jump shot from 18 ft,,0,2
7,1,11:02.0,,Defensive rebound by J. Anderson,0,2
8,1,10:49.0,,B. McLemore misses 2-pt layup from 3 ft,0,2
9,1,10:48.0,Defensive rebound by S. Ibaka,,0,2
10,1,10:42.0,A. Roberson misses 2-pt layup from 1 ft,,0,2
11,1,10:41.0,,Defensive rebound by R. Rondo,0,2
12,1,10:35.0,,R. Rondo makes 2-pt layup from 2 ft,0,4
13,1,10:20.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,2,4
14,1,10:06.0,,B. McLemore makes 2-pt jump shot from 18 ft (assist by R. Rondo),2,6
15,1,9:52.0,A. Roberson misses 3-pt jump shot from 23 ft,,2,6
16,1,9:52.0,,Defensive rebound by J. Anderson,2,6
17,1,9:40.0,,J. Anderson misses 2-pt layup from 3 ft,2,6
18,1,9:38.0,Defensive rebound by R. Westbrook,,2,6
19,1,9:35.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,4,6
20,1,9:24.0,,D. Cousins misses 3-pt jump shot from 25 ft,4,6
21,1,9:23.0,Defensive rebound by S. Ibaka,,4,6
22,1,9:16.0,Turnover by R. Westbrook (bad pass; steal by Q. Acy),,4,6
23,1,9:10.0,,B. McLemore misses 2-pt dunk at rim (block by K. Durant),4,6
24,1,9:10.0,,Offensive rebound by Team,4,6
25,1,9:07.0,,B. McLemore makes 2-pt jump shot from 19 ft (assist by R. Rondo),4,8
26,1,8:50.0,S. Ibaka misses 2-pt jump shot from 19 ft,,4,8
27,1,8:49.0,,Defensive rebound by J. Anderson,4,8
28,1,8:36.0,,D. Cousins makes 2-pt dunk at rim,4,10
29,1,8:26.0,Personal foul by R. Rondo (drawn by R. Westbrook),,4,10
30,1,8:14.0,S. Adams misses 2-pt jump shot from 12 ft,,4,10
31,1,8:13.0,Offensive rebound by Team,,4,10
32,1,8:11.0,Turnover by R. Westbrook (bad pass; steal by D. Cousins),,4,10
33,1,8:06.0,,J. Anderson misses 2-pt layup from 3 ft,4,10
34,1,8:03.0,Defensive rebound by S. Ibaka,,4,10
35,1,8:02.0,Personal foul by D. Cousins (drawn by S. Adams),,4,10
36,1,7:52.0,S. Ibaka misses 2-pt jump shot from 19 ft,,4,10
37,1,7:51.0,,Defensive rebound by R. Rondo,4,10
38,1,7:40.0,,R. Rondo misses 3-pt jump shot from 24 ft,4,10
39,1,7:39.0,Defensive rebound by K. Durant,,4,10
40,1,7:31.0,K. Durant makes 2-pt jump shot from 19 ft,,6,10
41,1,7:10.0,,D. Cousins makes 2-pt jump shot from 5 ft,6,12
42,1,7:10.0,,Shooting foul by S. Adams (drawn by D. Cousins),6,12
43,1,7:10.0,,D. Cousins misses free throw 1 of 1,6,12
44,1,7:09.0,Defensive rebound by Team,,6,12
45,1,7:09.0,,Loose ball foul by Q. Acy (drawn by K. Durant),6,12
46,1,7:09.0,,Technical foul by Q. Acy,6,12
47,1,7:09.0,K. Durant makes technical free throw,,7,12
48,1,6:57.0,Offensive foul by S. Ibaka (drawn by Q. Acy),,7,12
49,1,6:57.0,Turnover by S. Ibaka (offensive foul),,7,12
50,1,6:46.0,,Personal foul by S. Adams (drawn by D. Cousins),7,12
51,1,6:46.0,E. Freedom enters the game for S. Adams,,7,12
52,1,6:41.0,,Personal foul by E. Freedom (drawn by D. Cousins),7,12
53,1,6:35.0,,Q. Acy makes 2-pt jump shot from 20 ft (assist by R. Rondo),7,14
54,1,6:18.0,R. Westbrook makes 2-pt jump shot from 17 ft,,9,14
55,1,6:08.0,,B. McLemore misses 2-pt jump shot from 5 ft,9,14
56,1,6:07.0,,Offensive rebound by Q. Acy,9,14
57,1,6:07.0,,Q. Acy makes 2-pt dunk at rim,9,16
58,1,5:55.0,K. Durant misses 3-pt jump shot from 25 ft,,9,16
59,1,5:54.0,,Defensive rebound by B. McLemore,9,16
60,1,5:48.0,,B. McLemore misses 3-pt jump shot from 25 ft,9,16
61,1,5:47.0,Defensive rebound by R. Westbrook,,9,16
62,1,5:34.0,E. Freedom makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,11,16
63,1,5:18.0,,Q. Acy misses 3-pt jump shot from 25 ft,11,16
64,1,5:18.0,Defensive rebound by K. Durant,,11,16
65,1,5:14.0,,Sacramento full timeout,11,16
66,1,5:14.0,K. Singler enters the game for K. Durant,,11,16
67,1,5:14.0,,O. Casspi enters the game for J. Anderson,11,16
68,1,5:07.0,S. Ibaka misses 3-pt jump shot from 24 ft,,11,16
69,1,5:05.0,Offensive rebound by R. Westbrook,,11,16
70,1,4:53.0,Shooting foul by B. McLemore (drawn by S. Ibaka),,11,16
71,1,4:53.0,S. Ibaka makes free throw 1 of 2,,12,16
72,1,4:53.0,D. Waiters enters the game for A. Roberson,,12,16
73,1,4:53.0,S. Ibaka makes free throw 2 of 2,,13,16
74,1,4:40.0,,O. Casspi misses 3-pt jump shot from 23 ft,13,16
75,1,4:39.0,,Offensive rebound by R. Rondo,13,16
76,1,4:32.0,,Turnover by D. Cousins (3 sec),13,16
77,1,4:32.0,,Violation by Team (delay of game),13,16
78,1,4:32.0,,D. Collison enters the game for B. McLemore,13,16
79,1,4:20.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,15,16
80,1,4:09.0,,Q. Acy makes 2-pt dunk at rim (assist by R. Rondo),15,18
81,1,3:50.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,17,18
82,1,3:40.0,,R. Rondo misses 2-pt jump shot from 17 ft,17,18
83,1,3:39.0,Defensive rebound by R. Westbrook,,17,18
84,1,3:34.0,E. Freedom makes 2-pt layup from 2 ft (assist by K. Singler),,19,18
85,1,3:26.0,,D. Cousins misses 2-pt layup from 2 ft,19,18
86,1,3:25.0,Defensive rebound by E. Freedom,,19,18
87,1,3:23.0,,Offensive charge foul by E. Freedom (drawn by Q. Acy),19,18
88,1,3:23.0,Turnover by E. Freedom (offensive foul),,19,18
89,1,3:23.0,,W. Cauley-Stein enters the game for Q. Acy,19,18
90,1,3:09.0,,D. Cousins makes 2-pt hook shot from 6 ft,19,20
91,1,2:54.0,R. Westbrook misses 3-pt jump shot from 26 ft,,19,20
92,1,2:53.0,,Defensive rebound by D. Cousins,19,20
93,1,2:45.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,19,20
94,1,2:44.0,Defensive rebound by R. Westbrook,,19,20
95,1,2:34.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,22,20
96,1,2:17.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Rondo),22,23
97,1,2:02.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,24,23
98,1,1:46.0,,D. Cousins misses 2-pt jump shot from 19 ft,24,23
99,1,1:45.0,Defensive rebound by S. Ibaka,,24,23
100,1,1:31.0,K. Singler misses 3-pt jump shot from 25 ft,,24,23
101,1,1:30.0,Offensive rebound by R. Westbrook,,24,23
102,1,1:26.0,R. Westbrook makes 2-pt layup from 3 ft,,26,23
103,1,1:03.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),26,25
104,1,0:57.0,Oklahoma City full timeout,,26,25
105,1,0:57.0,R. Foye enters the game for S. Ibaka,,26,25
106,1,0:57.0,K. Durant enters the game for R. Westbrook,,26,25
107,1,0:57.0,,K. Koufos enters the game for D. Cousins,26,25
108,1,0:47.0,K. Durant makes 3-pt jump shot from 24 ft,,29,25
109,1,0:27.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft,29,25
110,1,0:25.0,Defensive rebound by D. Waiters,,29,25
111,1,0:04.0,D. Waiters misses 3-pt jump shot from 25 ft,,29,25
112,1,0:03.0,,Defensive rebound by K. Koufos,29,25
113,2,11:42.0,K. Singler makes 3-pt jump shot from 25 ft (assist by K. Durant),,32,25
114,2,11:25.0,,M. Belinelli misses 3-pt jump shot from 25 ft,32,25
115,2,11:24.0,,Offensive rebound by O. Casspi,32,25
116,2,11:16.0,,D. Collison misses 2-pt jump shot from 10 ft (block by R. Foye),32,25
117,2,11:14.0,Defensive rebound by R. Foye,,32,25
118,2,11:02.0,K. Durant makes 3-pt jump shot from 25 ft,,35,25
119,2,10:45.0,,O. Casspi makes 2-pt layup from 2 ft,35,27
120,2,10:40.0,Turnover by D. Waiters (lost ball),,35,27
121,2,10:30.0,,Personal foul by K. Singler (drawn by O. Casspi),35,27
122,2,10:22.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by D. Collison),35,29
123,2,10:12.0,K. Durant misses 3-pt jump shot from 24 ft,,35,29
124,2,10:11.0,,Defensive rebound by M. Belinelli,35,29
125,2,9:52.0,,Turnover by W. Cauley-Stein (lost ball; steal by K. Durant),35,29
126,2,9:40.0,D. Waiters makes 2-pt jump shot from 18 ft,,37,29
127,2,9:29.0,,D. Collison misses 3-pt jump shot from 25 ft,37,29
128,2,9:29.0,Defensive rebound by E. Freedom,,37,29
129,2,9:16.0,R. Foye makes 3-pt jump shot from 24 ft (assist by D. Waiters),,40,29
130,2,9:13.0,,Sacramento full timeout,40,29
131,2,9:13.0,,D. Cousins enters the game for K. Koufos,40,29
132,2,9:03.0,,D. Cousins makes 2-pt layup from 3 ft,40,31
133,2,8:48.0,Shooting foul by D. Collison (drawn by K. Durant),,40,31
134,2,8:48.0,K. Durant makes free throw 1 of 2,,41,31
135,2,8:48.0,R. Westbrook enters the game for K. Singler,,41,31
136,2,8:48.0,K. Durant makes free throw 2 of 2,,42,31
137,2,8:22.0,,D. Collison makes 2-pt jump shot from 17 ft (assist by D. Cousins),42,33
138,2,8:10.0,Turnover by R. Westbrook (bad pass; steal by D. Cousins),,42,33
139,2,8:05.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by O. Casspi),42,35
140,2,7:44.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by K. Durant),,45,35
141,2,7:30.0,,Shooting foul by E. Freedom (drawn by D. Cousins),45,35
142,2,7:30.0,,D. Cousins makes 2-pt layup from 2 ft (assist by M. Belinelli),45,37
143,2,7:30.0,,J. Anderson enters the game for O. Casspi,45,37
144,2,7:30.0,S. Ibaka enters the game for E. Freedom,,45,37
145,2,7:30.0,,D. Cousins makes free throw 1 of 1,45,38
146,2,7:15.0,K. Durant makes 2-pt jump shot from 13 ft,,47,38
147,2,7:00.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),47,41
148,2,6:42.0,R. Foye misses 3-pt jump shot from 24 ft,,47,41
149,2,6:42.0,,Defensive rebound by D. Cousins,47,41
150,2,6:29.0,,Personal foul by R. Foye (drawn by D. Cousins),47,41
151,2,6:18.0,,D. Cousins misses 2-pt jump shot from 18 ft,47,41
152,2,6:18.0,Defensive rebound by R. Westbrook,,47,41
153,2,6:08.0,K. Durant misses 2-pt jump shot from 16 ft,,47,41
154,2,6:07.0,,Defensive rebound by W. Cauley-Stein,47,41
155,2,5:56.0,,M. Belinelli misses 3-pt jump shot from 25 ft,47,41
156,2,5:56.0,Defensive rebound by K. Durant,,47,41
157,2,5:50.0,Turnover by R. Westbrook (bad pass),,47,41
158,2,5:50.0,Official timeout,,47,41
159,2,5:50.0,S. Adams enters the game for K. Durant,,47,41
160,2,5:50.0,,R. Rondo enters the game for W. Cauley-Stein,47,41
161,2,5:50.0,,Q. Acy enters the game for M. Belinelli,47,41
162,2,5:37.0,,Turnover by R. Rondo (bad pass),47,41
163,2,5:25.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,50,41
164,2,5:08.0,,R. Rondo makes 2-pt layup from 2 ft (assist by D. Cousins),50,43
165,2,4:55.0,R. Westbrook makes 3-pt jump shot from 24 ft,,53,43
166,2,4:37.0,,D. Cousins misses 2-pt layup from 2 ft,53,43
167,2,4:36.0,,Offensive rebound by D. Cousins,53,43
168,2,4:36.0,,D. Cousins misses 2-pt layup from 2 ft,53,43
169,2,4:35.0,Defensive rebound by D. Waiters,,53,43
170,2,4:30.0,Turnover by D. Waiters (bad pass),,53,43
171,2,4:30.0,,B. McLemore enters the game for J. Anderson,53,43
172,2,4:30.0,A. Roberson enters the game for D. Waiters,,53,43
173,2,4:17.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),53,45
174,2,4:17.0,,Shooting foul by S. Ibaka (drawn by D. Cousins),53,45
175,2,4:17.0,,D. Cousins makes free throw 1 of 1,53,46
176,2,4:05.0,R. Foye misses 3-pt jump shot from 24 ft,,53,46
177,2,4:04.0,,Defensive rebound by D. Collison,53,46
178,2,3:54.0,,Turnover by D. Cousins (lost ball; steal by R. Westbrook),53,46
179,2,3:41.0,Turnover by R. Westbrook (bad pass; steal by R. Rondo),,53,46
180,2,3:17.0,,D. Cousins misses 3-pt jump shot from 26 ft,53,46
181,2,3:17.0,,Offensive rebound by D. Collison,53,46
182,2,3:13.0,,D. Cousins misses 2-pt layup from 2 ft,53,46
183,2,3:13.0,,Offensive rebound by D. Cousins,53,46
184,2,3:13.0,,Shooting foul by S. Adams (drawn by D. Cousins),53,46
185,2,3:13.0,,D. Cousins misses free throw 1 of 2,53,46
186,2,3:13.0,,Offensive rebound by Team,53,46
187,2,3:13.0,K. Durant enters the game for S. Adams,,53,46
188,2,3:13.0,,D. Cousins makes free throw 2 of 2,53,47
189,2,3:09.0,Oklahoma City full timeout,,53,47
190,2,3:09.0,D. Waiters enters the game for R. Foye,,53,47
191,2,3:09.0,,K. Koufos enters the game for D. Cousins,53,47
192,2,2:55.0,K. Durant misses 3-pt jump shot from 25 ft,,53,47
193,2,2:53.0,Offensive rebound by S. Ibaka,,53,47
