,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
80,1,2:21.0,,A. Miller enters the game for A. Wiggins,24,20
81,1,2:21.0,R. Anderson enters the game for Ö. Aşık,,24,20
82,1,2:10.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,26,20
83,1,2:10.0,Shooting foul by G. Dieng (drawn by A. Davis),,26,20
84,1,2:10.0,A. Davis misses free throw 1 of 1,,26,20
85,1,2:10.0,,Defensive rebound by S. Muhammad,26,20
86,1,1:56.0,,A. Miller makes 2-pt layup from 1 ft (assist by G. Dieng),26,22
87,1,1:45.0,J. Holiday misses 3-pt jump shot from 24 ft,,26,22
88,1,1:44.0,,Defensive rebound by S. Muhammad,26,22
89,1,1:33.0,,S. Muhammad misses 3-pt jump shot from 25 ft,26,22
90,1,1:31.0,Defensive rebound by D. Cunningham,,26,22
91,1,1:19.0,R. Anderson misses 3-pt jump shot from 26 ft,,26,22
92,1,1:18.0,,Defensive rebound by G. Dieng,26,22
93,1,1:08.0,Violation by J. Holiday (kicked ball),,26,22
94,1,1:05.0,,Personal foul by N. Cole (drawn by Z. LaVine),26,22
95,1,1:05.0,A. Ajinça enters the game for A. Davis,,26,22
96,1,0:56.0,,Turnover by D. Rudež (lost ball),26,22
97,1,0:47.0,N. Cole makes 2-pt layup from 1 ft,,28,22
98,1,0:35.0,,Z. LaVine misses 2-pt jump shot from 6 ft (block by A. Ajinça),28,22
99,1,0:33.0,Defensive rebound by N. Cole,,28,22
100,1,0:29.0,J. Holiday misses 2-pt layup from 1 ft,,28,22
101,1,0:28.0,,Defensive rebound by G. Dieng,28,22
102,1,0:16.0,,S. Muhammad misses 2-pt jump shot from 5 ft,28,22
103,1,0:13.0,,Offensive rebound by G. Dieng,28,22
104,1,0:06.0,Violation by A. Ajinça (kicked ball),,28,22
105,1,0:02.0,,Z. LaVine misses 2-pt jump shot from 22 ft,28,22
106,1,0:01.0,Defensive rebound by R. Anderson,,28,22
107,2,11:43.0,,G. Dieng misses 2-pt jump shot from 14 ft,28,22
108,2,11:41.0,,Offensive rebound by S. Muhammad,28,22
109,2,11:41.0,,Shooting foul by A. Gee (drawn by S. Muhammad),28,22
110,2,11:41.0,,S. Muhammad makes 2-pt layup at rim,28,24
111,2,11:41.0,,S. Muhammad makes free throw 1 of 1,28,25
112,2,11:29.0,J. Holiday misses 2-pt jump shot from 5 ft (block by G. Dieng),,28,25
113,2,11:29.0,,Defensive rebound by Team,28,25
114,2,11:16.0,,Z. LaVine misses 2-pt jump shot from 19 ft,28,25
115,2,11:13.0,,Offensive rebound by G. Dieng,28,25
116,2,11:13.0,,Shooting foul by A. Gee (drawn by G. Dieng),28,25
117,2,11:13.0,,S. Muhammad makes free throw 1 of 2,28,26
118,2,11:13.0,,A. Payne enters the game for G. Dieng,28,26
119,2,11:13.0,L. Babbitt enters the game for A. Gee,,28,26
120,2,11:13.0,,S. Muhammad makes free throw 2 of 2,28,27
121,2,10:59.0,R. Anderson makes 2-pt jump shot from 14 ft,,30,27
122,2,10:38.0,,S. Muhammad misses 2-pt jump shot from 8 ft,30,27
123,2,10:37.0,Defensive rebound by A. Ajinça,,30,27
124,2,10:27.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by J. Holiday),,33,27
125,2,10:09.0,,D. Rudež misses 3-pt jump shot from 24 ft,33,27
126,2,10:08.0,Defensive rebound by Team,,33,27
127,2,9:57.0,J. Holiday makes 2-pt jump shot from 8 ft,,35,27
128,2,9:57.0,Shooting foul by Z. LaVine (drawn by J. Holiday),,35,27
129,2,9:57.0,J. Holiday makes free throw 1 of 1,,36,27
130,2,9:43.0,,Turnover by A. Payne (bad pass; steal by R. Anderson),36,27
131,2,9:32.0,J. Holiday makes 2-pt layup at rim,,38,27
132,2,9:32.0,Shooting foul by D. Rudež (drawn by J. Holiday),,38,27
133,2,9:32.0,J. Holiday makes free throw 1 of 1,,39,27
134,2,9:27.0,,Minnesota full timeout,39,27
135,2,9:27.0,,A. Wiggins enters the game for A. Miller,39,27
136,2,9:16.0,,Z. LaVine misses 2-pt jump shot from 18 ft,39,27
137,2,9:14.0,Defensive rebound by J. Holiday,,39,27
138,2,8:59.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by J. Holiday),,42,27
139,2,8:48.0,,Shooting foul by A. Ajinça (drawn by S. Muhammad),42,27
140,2,8:48.0,,S. Muhammad misses free throw 1 of 2,42,27
141,2,8:48.0,,Offensive rebound by Team,42,27
142,2,8:48.0,,K. Towns enters the game for A. Payne,42,27
143,2,8:48.0,,S. Muhammad makes free throw 2 of 2,42,28
144,2,8:40.0,T. Douglas misses 3-pt jump shot from 24 ft,,42,28
145,2,8:39.0,,Defensive rebound by Team,42,28
146,2,8:39.0,A. Davis enters the game for A. Ajinça,,42,28
147,2,8:20.0,Offensive charge foul by A. Wiggins (drawn by J. Holiday),,42,28
148,2,8:20.0,,Turnover by A. Wiggins (offensive foul),42,28
149,2,8:20.0,D. Cunningham enters the game for T. Douglas,,42,28
150,2,8:06.0,J. Holiday makes 2-pt layup at rim,,44,28
151,2,7:51.0,,Shooting foul by L. Babbitt (drawn by K. Towns),44,28
152,2,7:51.0,,K. Towns makes free throw 1 of 2,44,29
153,2,7:51.0,,K. Towns makes free throw 2 of 2,44,30
154,2,7:41.0,J. Holiday makes 2-pt dunk at rim,,46,30
155,2,7:32.0,,Minnesota full timeout,46,30
156,2,7:32.0,,R. Rubio enters the game for Z. LaVine,46,30
157,2,7:24.0,,Turnover by A. Wiggins (traveling),46,30
158,2,7:09.0,D. Cunningham misses 3-pt jump shot from 24 ft,,46,30
159,2,7:08.0,,Defensive rebound by K. Towns,46,30
160,2,7:02.0,,Turnover by K. Towns (bad pass; steal by J. Holiday),46,30
161,2,6:54.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,48,30
162,2,6:36.0,,Turnover by R. Rubio (bad pass; steal by J. Holiday),48,30
163,2,6:31.0,Turnover by R. Anderson (dbl dribble),,48,30
164,2,6:31.0,,T. Prince enters the game for S. Muhammad,48,30
165,2,6:31.0,,G. Dieng enters the game for D. Rudež,48,30
166,2,6:20.0,,K. Towns misses 2-pt jump shot from 18 ft,48,30
167,2,6:19.0,Defensive rebound by J. Holiday,,48,30
168,2,6:05.0,D. Cunningham makes 2-pt jump shot from 22 ft (assist by J. Holiday),,50,30
169,2,5:48.0,,Shooting foul by D. Cunningham (drawn by A. Wiggins),50,30
170,2,5:48.0,,Minnesota full timeout,50,30
171,2,5:48.0,,A. Wiggins makes free throw 1 of 2,50,31
172,2,5:48.0,,A. Wiggins makes free throw 2 of 2,50,32
173,2,5:37.0,J. Holiday makes 2-pt jump shot from 14 ft,,52,32
174,2,5:20.0,,T. Prince misses 2-pt jump shot from 19 ft,52,32
175,2,5:19.0,,Offensive rebound by G. Dieng,52,32
176,2,5:02.0,,R. Rubio misses 3-pt jump shot from 25 ft,52,32
177,2,5:01.0,Defensive rebound by A. Davis,,52,32
178,2,4:42.0,A. Davis makes 3-pt jump shot from 23 ft (assist by J. Holiday),,55,32
179,2,4:24.0,,Personal foul by R. Anderson (drawn by G. Dieng),55,32
180,2,4:24.0,,G. Dieng misses free throw 1 of 2,55,32
181,2,4:24.0,,Offensive rebound by Team,55,32
182,2,4:24.0,N. Cole enters the game for J. Holiday,,55,32
183,2,4:24.0,,G. Dieng makes free throw 2 of 2,55,33
184,2,4:12.0,Personal foul by T. Prince (drawn by N. Cole),,55,33
185,2,3:56.0,L. Babbitt misses 3-pt jump shot from 24 ft,,55,33
186,2,3:55.0,,Defensive rebound by R. Rubio,55,33
187,2,3:49.0,,G. Dieng makes 2-pt layup at rim (assist by R. Rubio),55,35
188,2,3:49.0,,Shooting foul by A. Davis (drawn by G. Dieng),55,35
189,2,3:49.0,,G. Dieng misses free throw 1 of 1,55,35
190,2,3:49.0,Defensive rebound by A. Davis,,55,35
191,2,3:38.0,L. Babbitt misses 3-pt jump shot from 25 ft,,55,35
192,2,3:37.0,,Defensive rebound by R. Rubio,55,35
193,2,3:22.0,,K. Towns makes 2-pt jump shot from 14 ft,55,37
194,2,3:05.0,R. Anderson misses 2-pt jump shot from 18 ft,,55,37
195,2,3:04.0,,Defensive rebound by K. Towns,55,37
196,2,2:55.0,,Turnover by R. Rubio (bad pass; steal by A. Davis),55,37
197,2,2:49.0,L. Babbitt makes 2-pt jump shot from 5 ft,,57,37
198,2,2:27.0,,A. Wiggins makes 2-pt layup from 2 ft,57,39
199,2,2:16.0,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Davis),,59,39
200,2,1:58.0,,A. Wiggins makes 2-pt layup at rim,59,41
201,2,1:40.0,A. Davis makes 2-pt jump shot from 7 ft (assist by N. Cole),,61,41
202,2,1:32.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),61,43
203,2,1:11.0,A. Davis misses 2-pt jump shot from 19 ft,,61,43
204,2,1:10.0,,Defensive rebound by K. Towns,61,43
205,2,0:56.0,,R. Rubio makes 2-pt jump shot from 17 ft,61,45
206,2,0:49.0,New Orleans full timeout,,61,45
207,2,0:49.0,,D. Rudež enters the game for K. Towns,61,45
208,2,0:38.0,R. Anderson misses 2-pt jump shot from 20 ft (block by T. Prince),,61,45
209,2,0:38.0,Offensive rebound by Team,,61,45
210,2,0:36.0,A. Davis makes 2-pt jump shot from 11 ft,,63,45
211,2,0:36.0,Shooting foul by G. Dieng (drawn by A. Davis),,63,45
212,2,0:36.0,,Z. LaVine enters the game for D. Rudež,63,45
213,2,0:36.0,Ö. Aşık enters the game for R. Anderson,,63,45
214,2,0:36.0,A. Davis misses free throw 1 of 1,,63,45
215,2,0:35.0,,Defensive rebound by G. Dieng,63,45
216,2,0:21.0,,A. Wiggins misses 2-pt jump shot from 21 ft,63,45
217,2,0:20.0,Defensive rebound by Ö. Aşık,,63,45
218,2,0:03.0,N. Cole misses 2-pt jump shot from 16 ft,,63,45
219,2,0:01.0,,Defensive rebound by R. Rubio,63,45
220,2,0:01.0,,Shooting foul by N. Cole (drawn by R. Rubio),63,45
221,2,0:01.0,,R. Rubio misses free throw 1 of 3,63,45
222,2,0:01.0,,Offensive rebound by Team,63,45
223,2,0:01.0,,R. Rubio misses free throw 2 of 3,63,45
224,2,0:01.0,,Offensive rebound by Team,63,45
225,2,0:01.0,,R. Rubio makes free throw 3 of 3,63,46
226,3,11:40.0,,A. Wiggins misses 2-pt jump shot from 14 ft,63,46
227,3,11:39.0,Defensive rebound by A. Davis,,63,46
228,3,11:23.0,Personal foul by G. Dieng (drawn by A. Davis),,63,46
229,3,11:13.0,A. Davis misses 2-pt jump shot from 19 ft,,63,46
230,3,11:12.0,Offensive rebound by Ö. Aşık,,63,46
231,3,11:12.0,Ö. Aşık misses 2-pt layup from 1 ft,,63,46
232,3,11:11.0,,Defensive rebound by K. Towns,63,46
233,3,10:58.0,,Shooting foul by Ö. Aşık (drawn by K. Towns),63,46
234,3,10:58.0,,K. Towns makes free throw 1 of 2,63,47
235,3,10:58.0,,K. Towns makes free throw 2 of 2,63,48
236,3,10:36.0,B. Dejean-Jones misses 2-pt layup from 2 ft (block by K. Towns),,63,48
237,3,10:34.0,,Defensive rebound by G. Dieng,63,48
238,3,10:31.0,,Turnover by R. Rubio (bad pass),63,48
239,3,10:09.0,B. Dejean-Jones misses 3-pt jump shot from 24 ft,,63,48
240,3,10:08.0,,Defensive rebound by R. Rubio,63,48
241,3,10:05.0,,Personal foul by B. Dejean-Jones (drawn by A. Wiggins),63,48
242,3,9:59.0,,K. Towns makes 2-pt dunk at rim,63,50
243,3,9:44.0,N. Cole makes 2-pt jump shot from 20 ft,,65,50
244,3,9:27.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by A. Wiggins),65,53
245,3,9:18.0,N. Cole makes 2-pt layup from 1 ft,,67,53
246,3,8:55.0,,R. Rubio misses 2-pt jump shot from 17 ft,67,53
247,3,8:54.0,Defensive rebound by B. Dejean-Jones,,67,53
248,3,8:48.0,D. Cunningham makes 2-pt dunk at rim (assist by N. Cole),,69,53
249,3,8:48.0,,Minnesota full timeout,69,53
250,3,8:48.0,J. Holiday enters the game for B. Dejean-Jones,,69,53
251,3,8:37.0,,G. Dieng misses 3-pt jump shot from 22 ft,69,53
252,3,8:35.0,,Offensive rebound by K. Towns,69,53
253,3,8:33.0,,Turnover by K. Towns (lost ball; steal by D. Cunningham),69,53
254,3,8:23.0,J. Holiday misses 2-pt layup from 3 ft (block by T. Prince),,69,53
255,3,8:22.0,Offensive rebound by Team,,69,53
256,3,8:22.0,,D. Rudež enters the game for G. Dieng,69,53
257,3,8:19.0,A. Davis makes 2-pt jump shot from 20 ft (assist by D. Cunningham),,71,53
258,3,8:06.0,,K. Towns misses 2-pt jump shot from 19 ft,71,53
259,3,8:05.0,Defensive rebound by A. Davis,,71,53
260,3,7:47.0,A. Davis makes 2-pt jump shot from 10 ft,,73,53
261,3,7:28.0,,G. Dieng enters the game for D. Rudež,73,53
262,3,7:28.0,,Z. LaVine enters the game for T. Prince,73,53
263,3,7:23.0,,Shooting foul by D. Cunningham (drawn by A. Wiggins),73,53
264,3,7:23.0,,A. Wiggins makes free throw 1 of 2,73,54
265,3,7:23.0,,A. Wiggins makes free throw 2 of 2,73,55
266,3,7:10.0,Turnover by J. Holiday (lost ball),,73,55
267,3,6:55.0,,R. Rubio makes 2-pt jump shot from 19 ft,73,57
268,3,6:36.0,J. Holiday makes 2-pt jump shot from 16 ft,,75,57
269,3,6:23.0,,Shooting foul by N. Cole (drawn by R. Rubio),75,57
270,3,6:23.0,,R. Rubio makes free throw 1 of 2,75,58
271,3,6:23.0,,R. Rubio makes free throw 2 of 2,75,59
272,3,6:01.0,A. Davis misses 3-pt jump shot from 24 ft,,75,59
273,3,6:00.0,Offensive rebound by Team,,75,59
274,3,5:53.0,J. Holiday misses 2-pt jump shot from 10 ft (block by Z. LaVine),,75,59
275,3,5:51.0,,Defensive rebound by K. Towns,75,59
276,3,5:44.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),75,62
277,3,5:43.0,New Orleans full timeout,,75,62
278,3,5:33.0,Shooting foul by K. Towns (drawn by A. Davis),,75,62
279,3,5:33.0,A. Davis misses free throw 1 of 2,,75,62
280,3,5:33.0,Offensive rebound by Team,,75,62
281,3,5:33.0,R. Anderson enters the game for Ö. Aşık,,75,62
282,3,5:33.0,A. Davis makes free throw 2 of 2,,76,62
283,3,5:20.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),76,64
284,3,5:08.0,A. Davis misses 2-pt jump shot from 9 ft,,76,64
285,3,5:07.0,,Defensive rebound by Team,76,64
286,3,4:59.0,,A. Wiggins misses 3-pt jump shot from 25 ft,76,64
287,3,4:58.0,Defensive rebound by A. Davis,,76,64
288,3,4:45.0,Shooting foul by A. Wiggins (drawn by A. Davis),,76,64
289,3,4:45.0,A. Davis makes free throw 1 of 2,,77,64
290,3,4:45.0,A. Davis misses free throw 2 of 2,,77,64
291,3,4:44.0,,Defensive rebound by K. Towns,77,64
292,3,4:29.0,,Z. LaVine misses 3-pt jump shot from 25 ft,77,64
293,3,4:28.0,,Offensive rebound by G. Dieng,77,64
294,3,4:26.0,,G. Dieng misses 2-pt layup from 2 ft (block by R. Anderson),77,64
295,3,4:25.0,Defensive rebound by Team,,77,64
296,3,4:06.0,A. Davis makes 2-pt jump shot from 7 ft,,79,64
297,3,3:50.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),79,66
298,3,3:50.0,,Shooting foul by D. Cunningham (drawn by A. Wiggins),79,66
299,3,3:50.0,,A. Wiggins makes free throw 1 of 1,79,67
300,3,3:37.0,R. Anderson makes 2-pt jump shot from 22 ft (assist by N. Cole),,81,67
301,3,3:21.0,,A. Wiggins misses 2-pt jump shot from 15 ft,81,67
302,3,3:19.0,,Offensive rebound by G. Dieng,81,67
303,3,3:10.0,Offensive charge foul by G. Dieng (drawn by R. Anderson),,81,67
304,3,3:10.0,,Turnover by G. Dieng (offensive foul),81,67
305,3,3:10.0,,Technical foul by G. Dieng,81,67
306,3,3:10.0,R. Anderson makes technical free throw,,82,67
307,3,3:10.0,,S. Muhammad enters the game for G. Dieng,82,67
308,3,3:10.0,A. Gee enters the game for D. Cunningham,,82,67
309,3,3:01.0,J. Holiday makes 2-pt layup from 1 ft,,84,67
310,3,2:47.0,,Shooting foul by A. Davis (drawn by K. Towns),84,67
311,3,2:47.0,,K. Towns misses free throw 1 of 2,84,67
312,3,2:47.0,,Offensive rebound by Team,84,67
313,3,2:47.0,,K. Towns makes free throw 2 of 2,84,68
314,3,2:35.0,J. Holiday makes 3-pt jump shot from 24 ft,,87,68
315,3,2:20.0,,R. Rubio misses 2-pt jump shot from 11 ft,87,68
316,3,2:19.0,Defensive rebound by J. Holiday,,87,68
317,3,2:07.0,Shooting foul by Z. LaVine (drawn by R. Anderson),,87,68
318,3,2:07.0,R. Anderson makes free throw 1 of 2,,88,68
319,3,2:07.0,R. Anderson makes free throw 2 of 2,,89,68
320,3,1:55.0,,A. Wiggins misses 2-pt jump shot from 12 ft,89,68
321,3,1:53.0,Defensive rebound by A. Davis,,89,68
322,3,1:44.0,Shooting foul by S. Muhammad (drawn by R. Anderson),,89,68
323,3,1:44.0,R. Anderson makes free throw 1 of 2,,90,68
324,3,1:44.0,R. Anderson misses free throw 2 of 2,,90,68
325,3,1:43.0,,Defensive rebound by K. Towns,90,68
326,3,1:33.0,,Turnover by K. Towns (lost ball; steal by J. Holiday),90,68
327,3,1:27.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),,93,68
328,3,1:26.0,,Minnesota full timeout,93,68
329,3,1:08.0,,R. Rubio makes 2-pt jump shot from 18 ft,93,70
330,3,0:54.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,95,70
331,3,0:32.0,,K. Towns misses 2-pt jump shot from 6 ft,95,70
332,3,0:30.0,,Offensive rebound by S. Muhammad,95,70
333,3,0:28.0,,S. Muhammad misses 2-pt layup from 2 ft (block by A. Gee),95,70
334,3,0:26.0,,Offensive rebound by S. Muhammad,95,70
335,3,0:24.0,,S. Muhammad misses 2-pt layup from 1 ft,95,70
336,3,0:23.0,Defensive rebound by A. Davis,,95,70
337,3,0:22.0,Turnover by N. Cole (back court),,95,70
338,3,0:22.0,,G. Dieng enters the game for K. Towns,95,70
339,3,0:22.0,,A. Miller enters the game for R. Rubio,95,70
340,3,0:22.0,A. Ajinça enters the game for A. Davis,,95,70
341,3,0:04.0,,A. Wiggins misses 2-pt jump shot from 12 ft,95,70
342,3,0:03.0,Defensive rebound by J. Holiday,,95,70
343,3,0:00.0,J. Holiday misses 3-pt jump shot from 58 ft,,95,70
344,3,0:00.0,Offensive rebound by Team,,95,70
345,4,11:47.0,A. Ajinça misses 2-pt layup at rim,,95,70
346,4,11:46.0,,Defensive rebound by S. Muhammad,95,70
347,4,11:24.0,,Z. LaVine makes 2-pt jump shot from 21 ft (assist by G. Dieng),95,72
348,4,11:12.0,Personal foul by N. Bjelica (drawn by T. Douglas),,95,72
349,4,11:04.0,R. Anderson misses 2-pt jump shot from 20 ft,,95,72
350,4,11:02.0,,Defensive rebound by G. Dieng,95,72
351,4,10:53.0,,Z. LaVine misses 2-pt jump shot from 17 ft,95,72
352,4,10:51.0,Defensive rebound by Team,,95,72
353,4,10:36.0,T. Douglas makes 3-pt jump shot from 25 ft (assist by J. Holiday),,98,72
354,4,10:20.0,,T. Jones misses 2-pt jump shot from 8 ft,98,72
355,4,10:19.0,Defensive rebound by J. Holiday,,98,72
356,4,10:05.0,R. Anderson misses 2-pt layup from 1 ft,,98,72
357,4,10:04.0,,Defensive rebound by G. Dieng,98,72
358,4,9:58.0,,N. Bjelica makes 2-pt layup at rim (assist by Z. LaVine),98,74
359,4,9:48.0,J. Holiday misses 3-pt jump shot from 24 ft,,98,74
360,4,9:47.0,Offensive rebound by Team,,98,74
361,4,9:47.0,,Loose ball foul by N. Bjelica (drawn by R. Anderson),98,74
362,4,9:35.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),,101,74
363,4,9:25.0,,Personal foul by T. Douglas (drawn by T. Jones),101,74
364,4,9:08.0,,S. Muhammad makes 2-pt jump shot from 9 ft,101,76
365,4,8:51.0,Shooting foul by G. Dieng (drawn by R. Anderson),,101,76
366,4,8:51.0,R. Anderson makes 2-pt layup from 1 ft,,103,76
367,4,8:51.0,New Orleans full timeout,,103,76
368,4,8:51.0,R. Anderson makes free throw 1 of 1,,104,76
369,4,8:41.0,,Personal foul by A. Gee (drawn by S. Muhammad),104,76
370,4,8:41.0,,A. Payne enters the game for G. Dieng,104,76
371,4,8:36.0,,S. Muhammad misses 2-pt layup from 2 ft,104,76
372,4,8:35.0,,Offensive rebound by S. Muhammad,104,76
373,4,8:34.0,,Shooting foul by A. Gee (drawn by S. Muhammad),104,76
374,4,8:34.0,,S. Muhammad makes free throw 1 of 2,104,77
375,4,8:34.0,,S. Muhammad makes free throw 2 of 2,104,78
376,4,8:19.0,J. Holiday misses 3-pt jump shot from 24 ft,,104,78
377,4,8:18.0,,Defensive rebound by A. Payne,104,78
378,4,8:10.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by Z. LaVine),104,80
379,4,7:47.0,A. Ajinça misses 2-pt jump shot from 14 ft,,104,80
380,4,7:44.0,Offensive rebound by R. Anderson,,104,80
381,4,7:44.0,R. Anderson makes 2-pt layup at rim,,106,80
382,4,7:34.0,,A. Payne misses 3-pt jump shot from 24 ft,106,80
383,4,7:32.0,,Offensive rebound by N. Bjelica,106,80
