,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
384,4,2:26.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Chalmers),82,96
385,4,2:26.0,New York full timeout,,82,96
386,4,2:26.0,S. Vujačić enters the game for A. Afflalo,,82,96
387,4,2:26.0,K. O'Quinn enters the game for K. Porziņģis,,82,96
388,4,2:05.0,S. Vujačić makes 3-pt jump shot from 23 ft (assist by J. Grant),,85,96
389,4,1:51.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),85,98
390,4,1:31.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by L. Galloway),,87,98
391,4,1:12.0,,M. Gasol misses 2-pt layup from 2 ft,87,98
392,4,1:11.0,Defensive rebound by K. O'Quinn,,87,98
393,4,1:11.0,Personal foul by M. Gasol (drawn by K. O'Quinn),,87,98
394,4,1:11.0,K. O'Quinn makes free throw 1 of 2,,88,98
395,4,1:11.0,,E. Williams enters the game for T. Allen,88,98
396,4,1:11.0,,J. Green enters the game for M. Gasol,88,98
397,4,1:11.0,K. O'Quinn makes free throw 2 of 2,,89,98
398,4,0:52.0,,E. Williams misses 2-pt jump shot from 17 ft,89,98
399,4,0:50.0,Defensive rebound by K. O'Quinn,,89,98
400,4,0:41.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by S. Vujačić),,92,98
401,4,0:31.0,,Personal take foul by D. Williams (drawn by J. Green),92,98
402,4,0:30.0,,Personal take foul by L. Galloway (drawn by E. Williams),92,98
403,4,0:30.0,,E. Williams misses free throw 1 of 2,92,98
404,4,0:30.0,,Offensive rebound by Team,92,98
405,4,0:30.0,,E. Williams makes free throw 2 of 2,92,99
406,4,0:30.0,New York full timeout,,92,99
407,4,0:30.0,D. Williams makes 2-pt dunk at rim (assist by S. Vujačić),,94,99
408,4,0:29.0,,M. Gasol enters the game for J. Green,94,99
409,4,0:25.0,,Personal foul by L. Galloway (drawn by M. Barnes),94,99
410,4,0:25.0,,M. Barnes makes free throw 1 of 2,94,100
411,4,0:25.0,,M. Barnes makes free throw 2 of 2,94,101
412,4,0:20.0,L. Galloway misses 3-pt jump shot from 25 ft,,94,101
413,4,0:19.0,Offensive rebound by J. Grant,,94,101
414,4,0:17.0,Shooting foul by M. Gasol (drawn by D. Williams),,94,101
415,4,0:17.0,D. Williams makes free throw 1 of 2,,95,101
416,4,0:17.0,D. Williams misses free throw 2 of 2,,95,101
417,4,0:16.0,,Defensive rebound by M. Gasol,95,101
418,4,0:16.0,,Personal take foul by S. Vujačić (drawn by M. Gasol),95,101
419,4,0:16.0,,M. Gasol makes free throw 1 of 2,95,102
420,4,0:16.0,,M. Gasol makes free throw 2 of 2,95,103
421,4,0:12.0,J. Grant misses 3-pt jump shot from 28 ft,,95,103
422,4,0:10.0,,Defensive rebound by M. Barnes,95,103
