,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
387,4,6:42.0,,Denver full timeout,82,89
388,4,6:24.0,,G. Harris makes 2-pt jump shot from 15 ft (assist by D. Augustin),82,91
389,4,6:09.0,K. Porziņģis misses 2-pt jump shot from 5 ft,,82,91
390,4,6:08.0,,Defensive rebound by W. Barton,82,91
391,4,5:58.0,,W. Barton misses 2-pt layup from 2 ft,82,91
392,4,5:56.0,,Offensive rebound by N. Jokić,82,91
393,4,5:56.0,,N. Jokić makes 2-pt layup from 1 ft,82,93
394,4,5:42.0,Turnover by L. Galloway (bad pass; steal by D. Augustin),,82,93
395,4,5:32.0,,D. Arthur misses 3-pt jump shot from 24 ft,82,93
396,4,5:31.0,Defensive rebound by L. Galloway,,82,93
397,4,5:13.0,K. Porziņģis misses 2-pt jump shot from 16 ft (block by G. Harris),,82,93
398,4,5:12.0,Offensive rebound by Team,,82,93
399,4,5:11.0,Loose ball foul by K. Porziņģis,,82,93
400,4,5:11.0,Turnover by K. Porziņģis (offensive foul),,82,93
401,4,5:11.0,,N. Jokić makes free throw 1 of 2,82,94
402,4,5:11.0,J. Calderón enters the game for J. Grant,,82,94
403,4,5:11.0,K. O'Quinn enters the game for K. Porziņģis,,82,94
404,4,5:11.0,,N. Jokić makes free throw 2 of 2,82,95
405,4,4:55.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by C. Anthony),,85,95
406,4,4:34.0,,N. Jokić misses 2-pt jump shot from 4 ft,85,95
407,4,4:31.0,Defensive rebound by K. O'Quinn,,85,95
408,4,4:16.0,C. Anthony makes 2-pt layup from 2 ft,,87,95
409,4,3:54.0,,Turnover by D. Augustin (bad pass),87,95
410,4,3:54.0,,K. Faried enters the game for N. Jokić,87,95
411,4,3:54.0,,E. Mudiay enters the game for W. Barton,87,95
412,4,3:39.0,L. Galloway misses 2-pt jump shot from 21 ft,,87,95
413,4,3:36.0,,Defensive rebound by Team,87,95
414,4,3:13.0,,D. Augustin makes 2-pt layup from 2 ft,87,97
415,4,2:56.0,A. Afflalo misses 2-pt jump shot from 3 ft,,87,97
416,4,2:55.0,,Defensive rebound by D. Augustin,87,97
417,4,2:39.0,,D. Augustin makes 2-pt jump shot from 15 ft,87,99
418,4,2:39.0,,Shooting foul by L. Galloway (drawn by D. Augustin),87,99
419,4,2:39.0,New York full timeout,,87,99
420,4,2:39.0,D. Williams enters the game for A. Afflalo,,87,99
421,4,2:39.0,,D. Augustin makes free throw 1 of 1,87,100
422,4,2:33.0,Personal foul by D. Arthur,,87,100
423,4,2:33.0,C. Anthony makes free throw 1 of 2,,88,100
424,4,2:33.0,C. Anthony makes free throw 2 of 2,,89,100
425,4,2:09.0,,K. Faried makes 2-pt hook shot from 4 ft,89,102
426,4,1:53.0,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Calderón),,92,102
427,4,1:37.0,,E. Mudiay misses 2-pt layup from 1 ft,92,102
428,4,1:37.0,Defensive rebound by C. Anthony,,92,102
429,4,1:31.0,C. Anthony makes 2-pt layup from 2 ft,,94,102
430,4,1:31.0,,Denver full timeout,94,102
431,4,1:10.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by D. Augustin),94,105
432,4,0:59.0,Turnover by L. Galloway (lost ball),,94,105
433,4,0:59.0,K. Séraphin enters the game for C. Anthony,,94,105
434,4,0:59.0,J. Grant enters the game for J. Calderón,,94,105
435,4,0:59.0,New York full timeout,,94,105
436,4,0:53.0,,Denver full timeout,94,105
437,4,0:41.0,,E. Mudiay makes 2-pt dunk at rim (assist by D. Augustin),94,107
438,4,0:28.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,94,107
439,4,0:28.0,,Defensive rebound by E. Mudiay,94,107
440,4,0:09.0,,D. Augustin misses 3-pt jump shot from 24 ft,94,107
441,4,0:08.0,,Offensive rebound by K. Faried,94,107
442,4,0:07.0,,Shooting foul by K. O'Quinn (drawn by K. Faried),94,107
443,4,0:07.0,,K. Faried makes 2-pt layup at rim,94,109
444,4,0:07.0,,K. Faried makes free throw 1 of 1,94,110
445,4,0:02.0,J. Grant misses 3-pt jump shot from 25 ft,,94,110
446,4,0:00.0,Offensive rebound by Team,,94,110
