,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
378,4,5:50.0,Shooting foul by R. Sacre (drawn by M. Carter-Williams),,83,101
379,4,5:50.0,Official timeout,,83,101
380,4,5:50.0,G. Antetokounmpo enters the game for K. Middleton,,83,101
381,4,5:50.0,M. Carter-Williams makes free throw 1 of 2,,84,101
382,4,5:50.0,M. Carter-Williams misses free throw 2 of 2,,84,101
383,4,5:48.0,,Defensive rebound by J. Randle,84,101
384,4,5:37.0,,L. Williams misses 3-pt jump shot from 24 ft,84,101
385,4,5:37.0,,Offensive rebound by R. Sacre,84,101
386,4,5:31.0,,N. Young makes 3-pt jump shot from 25 ft (assist by R. Sacre),84,104
387,4,5:08.0,M. Carter-Williams makes 2-pt layup from 1 ft,,86,104
388,4,4:50.0,,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),86,106
389,4,4:42.0,Shooting foul by L. Williams (drawn by O. Mayo),,86,106
390,4,4:42.0,O. Mayo makes free throw 1 of 2,,87,106
391,4,4:42.0,O. Mayo misses free throw 2 of 2,,87,106
392,4,4:41.0,,Defensive rebound by J. Randle,87,106
393,4,4:35.0,,Offensive foul by R. Sacre (drawn by O. Mayo),87,106
394,4,4:35.0,,Turnover by R. Sacre (offensive foul),87,106
395,4,4:23.0,O. Mayo misses 2-pt jump shot from 14 ft,,87,106
396,4,4:22.0,Offensive rebound by M. Carter-Williams,,87,106
397,4,4:19.0,M. Carter-Williams makes 2-pt layup at rim,,89,106
398,4,3:53.0,,J. Randle misses 3-pt jump shot from 24 ft,89,106
399,4,3:53.0,Defensive rebound by M. Plumlee,,89,106
400,4,3:44.0,T. Ennis enters the game for O. Mayo,,89,106
401,4,3:34.0,M. Plumlee makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,91,106
402,4,3:24.0,,Shooting foul by T. Ennis (drawn by L. Williams),91,106
403,4,3:24.0,,L. Williams makes free throw 1 of 3,91,107
404,4,3:24.0,,L. Williams makes free throw 2 of 3,91,108
405,4,3:24.0,,L. Williams makes free throw 3 of 3,91,109
406,4,2:58.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft,,93,109
407,4,2:43.0,,D. Russell makes 2-pt layup at rim (assist by L. Williams),93,111
408,4,2:27.0,J. Parker misses 2-pt jump shot from 18 ft,,93,111
409,4,2:26.0,,Defensive rebound by D. Russell,93,111
410,4,2:20.0,,J. Randle makes 2-pt layup at rim (assist by D. Russell),93,113
411,4,2:06.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,93,113
412,4,2:05.0,,Defensive rebound by R. Sacre,93,113
413,4,1:49.0,,Personal foul by G. Antetokounmpo (drawn by R. Sacre),93,113
414,4,1:49.0,Milwaukee full timeout,,93,113
415,4,1:49.0,,B. Bass enters the game for L. Williams,93,113
416,4,1:49.0,,M. Huertas enters the game for R. Sacre,93,113
417,4,1:49.0,C. Copeland enters the game for G. Antetokounmpo,,93,113
418,4,1:49.0,R. Vaughn enters the game for J. Parker,,93,113
419,4,1:49.0,D. Inglis enters the game for M. Carter-Williams,,93,113
420,4,1:36.0,,J. Randle misses 2-pt layup from 1 ft,93,113
421,4,1:36.0,Defensive rebound by Team,,93,113
422,4,1:36.0,,Loose ball foul by J. Randle (drawn by C. Copeland),93,113
423,4,1:09.0,R. Vaughn misses 3-pt jump shot from 25 ft,,93,113
424,4,1:08.0,,Defensive rebound by B. Bass,93,113
425,4,1:02.0,,Turnover by M. Huertas (bad pass; steal by T. Ennis),93,113
426,4,0:59.0,T. Ennis makes 2-pt layup from 1 ft (assist by R. Vaughn),,95,113
427,4,0:39.0,,M. Huertas misses 3-pt jump shot from 25 ft,95,113
428,4,0:38.0,,Offensive rebound by B. Bass,95,113
429,4,0:34.0,,B. Bass misses 2-pt jump shot from 8 ft,95,113
430,4,0:33.0,Defensive rebound by T. Ennis,,95,113
431,4,0:22.0,Turnover by C. Copeland (bad pass; steal by D. Russell),,95,113
