,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
168,2,3:18.0,Offensive rebound by T. Thompson,,37,51
169,2,2:59.0,J. Smith misses 3-pt jump shot from 24 ft,,37,51
170,2,2:58.0,,Defensive rebound by G. Green,37,51
171,2,2:46.0,,G. Green makes 2-pt dunk at rim,37,53
172,2,2:33.0,J. Smith misses 2-pt jump shot from 5 ft (block by H. Whiteside),,37,53
173,2,2:32.0,,Defensive rebound by H. Whiteside,37,53
174,2,2:22.0,,T. Johnson misses 3-pt jump shot from 24 ft,37,53
175,2,2:21.0,Defensive rebound by T. Mozgov,,37,53
176,2,2:11.0,J. Smith misses 2-pt jump shot from 20 ft,,37,53
177,2,2:10.0,,Defensive rebound by H. Whiteside,37,53
178,2,2:01.0,,G. Dragić makes 2-pt jump shot from 2 ft,37,55
179,2,1:40.0,T. Mozgov misses 2-pt jump shot from 15 ft,,37,55
180,2,1:39.0,,Defensive rebound by C. Bosh,37,55
181,2,1:32.0,,Shooting foul by T. Thompson (drawn by C. Bosh),37,55
182,2,1:32.0,,C. Bosh makes free throw 1 of 2,37,56
183,2,1:32.0,,D. Wade enters the game for G. Dragić,37,56
184,2,1:32.0,,J. McRoberts enters the game for H. Whiteside,37,56
185,2,1:32.0,J. Cunningham enters the game for M. Dellavedova,,37,56
186,2,1:32.0,J. Jones enters the game for T. Mozgov,,37,56
187,2,1:32.0,,C. Bosh makes free throw 2 of 2,37,57
188,2,1:20.0,R. Jefferson misses 2-pt layup from 1 ft (block by T. Johnson),,37,57
189,2,1:19.0,Offensive rebound by Team,,37,57
190,2,1:14.0,Shooting foul by G. Green (drawn by J. Smith),,37,57
191,2,1:14.0,J. Smith makes free throw 1 of 2,,38,57
192,2,1:14.0,,J. Winslow enters the game for G. Green,38,57
193,2,1:14.0,J. Smith makes free throw 2 of 2,,39,57
194,2,1:00.0,,J. Winslow makes 2-pt layup from 1 ft (assist by C. Bosh),39,59
195,2,0:49.0,J. Jones misses 2-pt jump shot from 21 ft,,39,59
196,2,0:48.0,,Defensive rebound by D. Wade,39,59
197,2,0:37.0,,D. Wade misses 2-pt jump shot from 17 ft,39,59
198,2,0:37.0,Defensive rebound by Team,,39,59
199,2,0:37.0,,Loose ball foul by J. Winslow (drawn by J. Smith),39,59
200,2,0:37.0,J. Smith makes free throw 1 of 2,,40,59
201,2,0:37.0,,J. Richardson enters the game for J. Winslow,40,59
202,2,0:37.0,J. Smith misses free throw 2 of 2,,40,59
203,2,0:36.0,Offensive rebound by J. Jones,,40,59
204,2,0:32.0,R. Jefferson makes 2-pt jump shot from 14 ft,,42,59
205,2,0:32.0,Shooting foul by T. Johnson (drawn by R. Jefferson),,42,59
206,2,0:32.0,R. Jefferson misses free throw 1 of 1,,42,59
207,2,0:31.0,,Defensive rebound by C. Bosh,42,59
208,2,0:14.0,,Shooting foul by T. Thompson (drawn by D. Wade),42,59
209,2,0:14.0,,D. Wade misses free throw 1 of 2,42,59
210,2,0:14.0,,Offensive rebound by Team,42,59
211,2,0:14.0,,D. Wade makes free throw 2 of 2,42,60
212,2,0:03.0,Turnover by J. Cunningham (lost ball; steal by D. Wade),,42,60
213,3,11:48.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),42,62
214,3,11:48.0,,Shooting foul by K. Love (drawn by H. Whiteside),42,62
215,3,11:48.0,,H. Whiteside makes free throw 1 of 1,42,63
216,3,11:25.0,K. Love misses 3-pt jump shot from 24 ft,,42,63
217,3,11:24.0,,Defensive rebound by C. Bosh,42,63
218,3,11:24.0,J. Cunningham enters the game for J. Smith,,42,63
219,3,11:08.0,,C. Bosh makes 2-pt jump shot from 15 ft (assist by G. Dragić),42,65
220,3,10:47.0,Turnover by M. Dellavedova (bad pass; steal by H. Whiteside),,42,65
221,3,10:41.0,,G. Green makes 3-pt jump shot from 23 ft (assist by G. Dragić),42,68
222,3,10:22.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,45,68
223,3,10:06.0,,G. Dragić misses 2-pt jump shot from 17 ft,45,68
224,3,10:05.0,Defensive rebound by K. Love,,45,68
225,3,9:54.0,K. Love misses 3-pt jump shot from 24 ft,,45,68
226,3,9:53.0,,Defensive rebound by H. Whiteside,45,68
227,3,9:40.0,,D. Wade misses 2-pt jump shot from 13 ft,45,68
228,3,9:39.0,,Offensive rebound by D. Wade,45,68
229,3,9:35.0,,G. Green misses 3-pt jump shot from 25 ft,45,68
230,3,9:34.0,Defensive rebound by T. Mozgov,,45,68
231,3,9:26.0,K. Love misses 3-pt jump shot from 24 ft,,45,68
232,3,9:25.0,,Defensive rebound by H. Whiteside,45,68
233,3,9:10.0,,D. Wade misses 2-pt jump shot from 16 ft,45,68
234,3,9:09.0,,Offensive rebound by Team,45,68
235,3,9:08.0,Loose ball foul by R. Jefferson (drawn by H. Whiteside),,45,68
236,3,9:04.0,,Personal foul by R. Jefferson (drawn by G. Green),45,68
237,3,8:47.0,,G. Dragić misses 2-pt jump shot from 22 ft,45,68
238,3,8:46.0,Defensive rebound by T. Mozgov,,45,68
239,3,8:39.0,K. Love makes 2-pt jump shot from 7 ft,,47,68
240,3,8:39.0,Shooting foul by D. Wade (drawn by K. Love),,47,68
241,3,8:39.0,K. Love makes free throw 1 of 1,,48,68
242,3,8:30.0,Violation by M. Dellavedova (kicked ball),,48,68
243,3,8:15.0,,D. Wade makes 2-pt layup at rim (assist by G. Dragić),48,70
244,3,8:05.0,Personal foul by D. Wade (drawn by J. Cunningham),,48,70
245,3,8:01.0,Turnover by T. Mozgov (bad pass),,48,70
246,3,7:38.0,,G. Green misses 3-pt jump shot from 24 ft,48,70
247,3,7:37.0,,Offensive rebound by H. Whiteside,48,70
248,3,7:37.0,,Turnover by Team (shot clock),48,70
249,3,7:37.0,Cleveland full timeout,,48,70
250,3,7:37.0,J. Smith enters the game for T. Mozgov,,48,70
251,3,7:37.0,T. Thompson enters the game for J. Cunningham,,48,70
252,3,7:19.0,J. Smith makes 2-pt jump shot from 9 ft,,50,70
253,3,7:03.0,,G. Green misses 3-pt jump shot from 24 ft,50,70
254,3,7:02.0,Defensive rebound by M. Dellavedova,,50,70
255,3,6:55.0,M. Dellavedova makes 2-pt jump shot from 7 ft,,52,70
256,3,6:40.0,,Shooting foul by J. Smith (drawn by C. Bosh),52,70
257,3,6:40.0,,C. Bosh misses free throw 1 of 2,52,70
258,3,6:40.0,,Offensive rebound by Team,52,70
259,3,6:40.0,,C. Bosh makes free throw 2 of 2,52,71
260,3,6:30.0,J. Smith misses 2-pt jump shot from 21 ft (block by H. Whiteside),,52,71
261,3,6:29.0,,Defensive rebound by D. Wade,52,71
262,3,6:23.0,,Turnover by G. Dragić (discontinued dribble),52,71
263,3,6:21.0,Personal foul by G. Dragić (drawn by M. Dellavedova),,52,71
264,3,6:21.0,,T. Johnson enters the game for G. Dragić,52,71
265,3,6:21.0,Offensive foul by K. Love (drawn by H. Whiteside),,52,71
266,3,6:21.0,Turnover by K. Love (offensive foul),,52,71
267,3,6:07.0,,G. Green misses 2-pt hook shot from 4 ft,52,71
268,3,6:06.0,Defensive rebound by M. Dellavedova,,52,71
269,3,5:58.0,J. Smith makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,55,71
270,3,5:46.0,,D. Wade makes 2-pt layup from 1 ft (assist by G. Green),55,73
271,3,5:46.0,,Shooting foul by J. Smith (drawn by D. Wade),55,73
272,3,5:46.0,,J. McRoberts enters the game for C. Bosh,55,73
273,3,5:46.0,,D. Wade makes free throw 1 of 1,55,74
274,3,5:26.0,R. Jefferson makes 2-pt layup at rim (assist by M. Dellavedova),,57,74
275,3,5:14.0,,Shooting foul by T. Thompson (drawn by H. Whiteside),57,74
276,3,5:14.0,,H. Whiteside misses free throw 1 of 2,57,74
277,3,5:14.0,,Offensive rebound by Team,57,74
278,3,5:14.0,,H. Whiteside misses free throw 2 of 2,57,74
279,3,5:13.0,Defensive rebound by T. Thompson,,57,74
280,3,4:59.0,J. Smith misses 3-pt jump shot from 24 ft,,57,74
281,3,4:58.0,,Defensive rebound by H. Whiteside,57,74
282,3,4:47.0,,Turnover by T. Johnson (bad pass; steal by T. Thompson),57,74
283,3,4:41.0,Personal foul by G. Green (drawn by R. Jefferson),,57,74
284,3,4:41.0,M. Williams enters the game for M. Dellavedova,,57,74
285,3,4:23.0,R. Jefferson misses 3-pt jump shot from 25 ft,,57,74
286,3,4:22.0,Offensive rebound by Team,,57,74
287,3,4:22.0,Turnover by Team (shot clock),,57,74
288,3,4:07.0,Violation by T. Thompson (def goaltending),,57,74
289,3,4:07.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. McRoberts),57,76
290,3,3:55.0,K. Love misses 3-pt jump shot from 25 ft,,57,76
291,3,3:54.0,,Defensive rebound by D. Wade,57,76
292,3,3:44.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. McRoberts),57,79
293,3,3:26.0,K. Love misses 2-pt jump shot from 5 ft (block by H. Whiteside),,57,79
294,3,3:23.0,Offensive rebound by K. Love,,57,79
295,3,3:22.0,T. Thompson makes 2-pt layup at rim (assist by R. Jefferson),,59,79
296,3,3:22.0,Shooting foul by G. Green (drawn by T. Thompson),,59,79
297,3,3:22.0,,J. Winslow enters the game for G. Green,59,79
298,3,3:22.0,J. Cunningham enters the game for R. Jefferson,,59,79
299,3,3:22.0,T. Thompson misses free throw 1 of 1,,59,79
300,3,3:20.0,,Defensive rebound by H. Whiteside,59,79
301,3,2:57.0,,Turnover by Team (shot clock),59,79
302,3,2:57.0,,Miami full timeout,59,79
303,3,2:44.0,Turnover by J. Smith (bad pass),,59,79
304,3,2:29.0,,Shooting foul by J. Cunningham (drawn by D. Wade),59,79
305,3,2:29.0,,D. Wade misses free throw 1 of 2,59,79
306,3,2:29.0,,Offensive rebound by Team,59,79
307,3,2:29.0,J. Jones enters the game for K. Love,,59,79
308,3,2:29.0,,D. Wade makes free throw 2 of 2,59,80
309,3,2:12.0,M. Williams makes 3-pt jump shot from 24 ft (assist by J. Jones),,62,80
310,3,1:53.0,,J. McRoberts misses 2-pt layup from 2 ft,62,80
311,3,1:52.0,Defensive rebound by T. Thompson,,62,80
312,3,1:46.0,M. Williams misses 2-pt layup from 1 ft,,62,80
313,3,1:45.0,Offensive rebound by Team,,62,80
314,3,1:43.0,Shooting foul by J. McRoberts (drawn by J. Cunningham),,62,80
315,3,1:43.0,J. Cunningham makes free throw 1 of 2,,63,80
316,3,1:43.0,J. Cunningham makes free throw 2 of 2,,64,80
317,3,1:27.0,,D. Wade misses 2-pt jump shot from 4 ft,64,80
318,3,1:26.0,Defensive rebound by T. Thompson,,64,80
319,3,1:22.0,Turnover by M. Williams (bad pass),,64,80
320,3,1:08.0,,J. Winslow misses 3-pt jump shot from 23 ft,64,80
321,3,1:07.0,Defensive rebound by T. Thompson,,64,80
322,3,0:56.0,J. Smith misses 3-pt jump shot from 24 ft,,64,80
323,3,0:55.0,Offensive rebound by J. Smith,,64,80
324,3,0:46.0,M. Williams misses 3-pt jump shot from 23 ft,,64,80
325,3,0:45.0,,Defensive rebound by H. Whiteside,64,80
326,3,0:30.0,,D. Wade makes 2-pt layup from 2 ft,64,82
327,3,0:11.0,M. Williams misses 2-pt jump shot from 14 ft (block by H. Whiteside),,64,82
328,3,0:10.0,,Defensive rebound by J. Winslow,64,82
329,3,0:08.0,,Flagrant foul type 1 by J. Smith (drawn by H. Whiteside),64,82
330,3,0:08.0,,H. Whiteside misses flagrant free throw 1 of 2,64,82
331,3,0:08.0,,Offensive rebound by Team,64,82
332,3,0:08.0,,H. Whiteside misses flagrant free throw 2 of 2,64,82
333,3,0:08.0,,Offensive rebound by Team,64,82
334,3,0:04.0,,Shooting foul by M. Williams (drawn by T. Johnson),64,82
335,3,0:04.0,,T. Johnson misses free throw 1 of 2,64,82
336,3,0:04.0,,Offensive rebound by Team,64,82
337,3,0:04.0,,T. Johnson makes free throw 2 of 2,64,83
338,4,11:38.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,64,83
339,4,11:37.0,Offensive rebound by Team,,64,83
340,4,11:37.0,,Loose ball foul by J. Winslow (drawn by J. Jones),64,83
341,4,11:37.0,R. Jefferson enters the game for M. Williams,,64,83
342,4,11:24.0,J. Cunningham misses 3-pt jump shot from 22 ft,,64,83
343,4,11:23.0,,Defensive rebound by G. Dragić,64,83
344,4,11:19.0,,J. Winslow misses 2-pt layup at rim (block by M. Dellavedova),64,83
345,4,11:19.0,,Offensive rebound by Team,64,83
346,4,11:09.0,,Shooting foul by J. Jones (drawn by J. McRoberts),64,83
347,4,11:09.0,,J. McRoberts makes free throw 1 of 2,64,84
348,4,11:09.0,,J. McRoberts makes free throw 2 of 2,64,85
349,4,10:47.0,T. Thompson makes 2-pt hook shot from 6 ft,,66,85
350,4,10:29.0,,Shooting foul by T. Thompson (drawn by T. Johnson),66,85
351,4,10:29.0,,T. Johnson makes free throw 1 of 2,66,86
352,4,10:29.0,,U. Haslem enters the game for J. McRoberts,66,86
353,4,10:29.0,,T. Johnson makes free throw 2 of 2,66,87
354,4,10:18.0,J. Jones misses 3-pt jump shot from 25 ft,,66,87
355,4,10:17.0,,Defensive rebound by T. Johnson,66,87
356,4,9:58.0,,G. Dragić makes 2-pt jump shot from 12 ft,66,89
357,4,9:40.0,R. Jefferson misses 2-pt jump shot from 7 ft,,66,89
358,4,9:39.0,,Defensive rebound by G. Dragić,66,89
359,4,9:27.0,,C. Bosh makes 2-pt dunk at rim (assist by G. Dragić),66,91
360,4,9:27.0,,Shooting foul by J. Jones (drawn by C. Bosh),66,91
361,4,9:27.0,A. Varejão enters the game for T. Thompson,,66,91
362,4,9:27.0,,C. Bosh misses free throw 1 of 1,66,91
363,4,9:26.0,Defensive rebound by Team,,66,91
364,4,9:08.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,66,91
365,4,9:07.0,,Defensive rebound by U. Haslem,66,91
366,4,8:44.0,,J. Winslow misses 2-pt layup from 2 ft,66,91
367,4,8:43.0,Defensive rebound by A. Varejão,,66,91
368,4,8:28.0,R. Jefferson misses 2-pt layup from 1 ft,,66,91
369,4,8:27.0,Offensive rebound by Team,,66,91
370,4,8:27.0,Official timeout,,66,91
371,4,8:27.0,S. Kaun enters the game for J. Jones,,66,91
372,4,8:18.0,Offensive foul by S. Kaun (drawn by T. Johnson),,66,91
373,4,8:18.0,Turnover by S. Kaun (offensive foul),,66,91
374,4,7:58.0,,T. Johnson makes 2-pt layup from 2 ft (assist by U. Haslem),66,93
375,4,7:46.0,R. Jefferson misses 3-pt jump shot from 24 ft,,66,93
376,4,7:45.0,Offensive rebound by Team,,66,93
377,4,7:31.0,M. Dellavedova makes 2-pt jump shot from 15 ft,,68,93
378,4,7:08.0,,U. Haslem misses 2-pt jump shot from 19 ft,68,93
379,4,7:07.0,Defensive rebound by R. Jefferson,,68,93
380,4,6:57.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,68,93
381,4,6:57.0,Offensive rebound by Team,,68,93
382,4,6:57.0,Personal foul by J. Winslow (drawn by A. Varejão),,68,93
383,4,6:57.0,,J. Richardson enters the game for T. Johnson,68,93
384,4,6:53.0,Shooting foul by J. Richardson (drawn by J. Cunningham),,68,93
385,4,6:53.0,J. Cunningham makes free throw 1 of 2,,69,93
386,4,6:53.0,J. Jones enters the game for M. Dellavedova,,69,93
387,4,6:53.0,J. Cunningham makes free throw 2 of 2,,70,93
388,4,6:40.0,,Turnover by C. Bosh (bad pass; steal by A. Varejão),70,93
