,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
39,1,5:21.0,D. Lillard misses 3-pt jump shot from 30 ft,,16,18
40,1,5:18.0,Offensive rebound by M. Plumlee,,16,18
41,1,5:17.0,M. Harkless misses 2-pt dunk at rim,,16,18
42,1,5:15.0,,Defensive rebound by K. Walker,16,18
43,1,5:08.0,,M. Williams misses 3-pt jump shot from 25 ft,16,18
44,1,5:07.0,Defensive rebound by D. Lillard,,16,18
45,1,4:54.0,Turnover by M. Plumlee (traveling),,16,18
46,1,4:54.0,C. Alexander enters the game for N. Vonleh,,16,18
47,1,4:54.0,A. Crabbe enters the game for C. McCollum,,16,18
48,1,4:49.0,,C. Zeller enters the game for M. Williams,16,18
49,1,4:33.0,,A. Jefferson makes 2-pt jump shot from 12 ft,16,20
50,1,4:17.0,A. Crabbe makes 2-pt jump shot from 9 ft (assist by D. Lillard),,18,20
51,1,4:05.0,,A. Jefferson makes 2-pt jump shot from 14 ft (assist by N. Batum),18,22
52,1,3:54.0,Shooting foul by C. Zeller (drawn by M. Plumlee),,18,22
53,1,3:54.0,M. Plumlee makes free throw 1 of 2,,19,22
54,1,3:54.0,,J. Lamb enters the game for P. Hairston,19,22
55,1,3:54.0,M. Plumlee makes free throw 2 of 2,,20,22
56,1,3:40.0,,C. Zeller misses 3-pt jump shot from 22 ft,20,22
57,1,3:39.0,Defensive rebound by M. Plumlee,,20,22
58,1,3:31.0,C. Alexander misses 2-pt jump shot from 18 ft,,20,22
59,1,3:30.0,,Defensive rebound by J. Lamb,20,22
60,1,3:10.0,,K. Walker makes 2-pt jump shot from 17 ft,20,24
61,1,2:55.0,Portland full timeout,,20,24
62,1,2:55.0,E. Davis enters the game for M. Plumlee,,20,24
63,1,2:55.0,,S. Hawes enters the game for A. Jefferson,20,24
64,1,2:55.0,,J. Lin enters the game for K. Walker,20,24
65,1,2:50.0,A. Crabbe makes 2-pt jump shot from 20 ft (assist by E. Davis),,22,24
66,1,2:30.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by S. Hawes),22,27
67,1,2:08.0,M. Harkless misses 3-pt jump shot from 25 ft,,22,27
68,1,2:07.0,,Defensive rebound by C. Zeller,22,27
69,1,1:44.0,,J. Lin makes 3-pt jump shot from 23 ft (assist by J. Lamb),22,30
70,1,1:33.0,D. Lillard misses 2-pt layup from 1 ft,,22,30
71,1,1:33.0,,Defensive rebound by Team,22,30
72,1,1:20.0,,S. Hawes misses 2-pt layup from 2 ft,22,30
73,1,1:18.0,Defensive rebound by C. Alexander,,22,30
74,1,1:13.0,D. Lillard makes 2-pt layup at rim,,24,30
75,1,1:13.0,Shooting foul by S. Hawes (drawn by D. Lillard),,24,30
76,1,1:13.0,C. McCollum enters the game for M. Harkless,,24,30
77,1,1:13.0,D. Lillard makes free throw 1 of 1,,25,30
78,1,0:59.0,,N. Batum makes 2-pt jump shot from 17 ft (assist by S. Hawes),25,32
79,1,0:47.0,D. Lillard makes 2-pt jump shot from 11 ft,,27,32
80,1,0:30.0,,C. Zeller misses 2-pt layup from 1 ft (block by C. Alexander),27,32
81,1,0:28.0,Defensive rebound by D. Lillard,,27,32
82,1,0:19.0,E. Davis misses 2-pt jump shot from 5 ft,,27,32
83,1,0:18.0,,Defensive rebound by S. Hawes,27,32
84,1,0:07.0,,Personal foul by A. Crabbe (drawn by N. Batum),27,32
85,1,0:07.0,G. Henderson enters the game for D. Lillard,,27,32
86,1,0:00.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by J. Lamb),27,35
87,2,11:39.0,,J. Lin makes 2-pt layup from 2 ft,27,37
88,2,11:17.0,G. Henderson misses 2-pt jump shot from 14 ft,,27,37
89,2,11:15.0,Offensive rebound by M. Harkless,,27,37
90,2,11:03.0,A. Aminu misses 2-pt layup from 1 ft,,27,37
91,2,11:03.0,,Defensive rebound by Team,27,37
92,2,10:46.0,,J. Lamb makes 2-pt layup at rim,27,39
93,2,10:21.0,Turnover by G. Henderson (bad pass; steal by J. Lin),,27,39
94,2,10:19.0,,Personal foul by A. Aminu (drawn by J. Lin),27,39
95,2,10:19.0,A. Crabbe enters the game for A. Aminu,,27,39
96,2,10:06.0,,J. Lamb misses 3-pt jump shot from 27 ft,27,39
97,2,10:05.0,,Offensive rebound by Team,27,39
98,2,9:59.0,,J. Lamb makes 2-pt jump shot at rim (assist by S. Hawes),27,41
99,2,9:59.0,Portland full timeout,,27,41
100,2,9:43.0,G. Henderson misses 3-pt jump shot from 23 ft,,27,41
101,2,9:42.0,,Defensive rebound by J. Lamb,27,41
102,2,9:26.0,,M. Williams makes 2-pt jump shot from 22 ft (assist by J. Lin),27,43
103,2,9:07.0,E. Davis misses 2-pt layup from 1 ft (block by J. Lamb),,27,43
104,2,9:07.0,Offensive rebound by M. Harkless,,27,43
105,2,8:55.0,C. McCollum misses 3-pt jump shot from 24 ft,,27,43
106,2,8:54.0,,Defensive rebound by C. Zeller,27,43
107,2,8:35.0,,C. Zeller misses 2-pt jump shot from 1 ft,27,43
108,2,8:32.0,Defensive rebound by E. Davis,,27,43
109,2,8:28.0,C. McCollum misses 2-pt layup from 2 ft (block by C. Zeller),,27,43
110,2,8:28.0,,Defensive rebound by Team,27,43
111,2,8:28.0,N. Vonleh enters the game for M. Harkless,,27,43
112,2,8:13.0,,J. Lamb makes 2-pt jump shot from 19 ft (assist by S. Hawes),27,45
113,2,7:59.0,Offensive foul by N. Vonleh (drawn by J. Lin),,27,45
114,2,7:59.0,Turnover by N. Vonleh (offensive foul),,27,45
115,2,7:59.0,D. Lillard enters the game for A. Crabbe,,27,45
116,2,7:50.0,,J. Lamb makes 2-pt dunk at rim (assist by J. Lin),27,47
117,2,7:33.0,G. Henderson misses 2-pt jump shot from 15 ft,,27,47
118,2,7:31.0,Offensive rebound by N. Vonleh,,27,47
119,2,7:31.0,Shooting foul by J. Lamb (drawn by N. Vonleh),,27,47
120,2,7:31.0,N. Vonleh misses free throw 1 of 2,,27,47
121,2,7:31.0,Offensive rebound by Team,,27,47
122,2,7:31.0,,P. Hairston enters the game for C. Zeller,27,47
123,2,7:31.0,N. Vonleh makes free throw 2 of 2,,28,47
124,2,7:24.0,,Offensive foul by M. Williams (drawn by D. Lillard),28,47
125,2,7:24.0,,Turnover by M. Williams (offensive foul),28,47
126,2,7:10.0,D. Lillard misses 2-pt jump shot from 13 ft,,28,47
127,2,7:09.0,,Defensive rebound by M. Williams,28,47
128,2,6:57.0,,J. Lin misses 2-pt jump shot from 11 ft,28,47
129,2,6:56.0,Defensive rebound by G. Henderson,,28,47
130,2,6:48.0,Turnover by G. Henderson (bad pass; steal by P. Hairston),,28,47
131,2,6:42.0,,J. Lin misses 2-pt layup from 1 ft,28,47
132,2,6:40.0,,Offensive rebound by P. Hairston,28,47
133,2,6:40.0,,P. Hairston makes 2-pt layup at rim,28,49
134,2,6:39.0,Portland full timeout,,28,49
135,2,6:39.0,,A. Jefferson enters the game for S. Hawes,28,49
136,2,6:39.0,,K. Walker enters the game for J. Lin,28,49
137,2,6:31.0,Turnover by D. Lillard (lost ball),,28,49
138,2,6:09.0,,Shooting foul by E. Davis (drawn by A. Jefferson),28,49
139,2,6:09.0,,A. Jefferson makes free throw 1 of 2,28,50
140,2,6:09.0,M. Plumlee enters the game for E. Davis,,28,50
141,2,6:09.0,,N. Batum enters the game for P. Hairston,28,50
142,2,6:09.0,,A. Jefferson misses free throw 2 of 2,28,50
143,2,6:08.0,Defensive rebound by N. Vonleh,,28,50
144,2,5:52.0,C. McCollum misses 2-pt jump shot from 17 ft,,28,50
145,2,5:51.0,Offensive rebound by M. Plumlee,,28,50
146,2,5:46.0,D. Lillard makes 2-pt jump shot from 19 ft,,30,50
147,2,5:33.0,,Personal foul by G. Henderson (drawn by N. Batum),30,50
148,2,5:33.0,Official timeout,,30,50
149,2,5:33.0,A. Crabbe enters the game for G. Henderson,,30,50
150,2,5:29.0,,Personal foul by A. Crabbe (drawn by M. Williams),30,50
151,2,5:16.0,,A. Jefferson makes 2-pt hook shot from 16 ft,30,52
152,2,5:03.0,A. Crabbe makes 2-pt jump shot from 20 ft (assist by N. Vonleh),,32,52
153,2,4:50.0,,A. Jefferson makes 2-pt jump shot from 3 ft (assist by N. Batum),32,54
154,2,4:35.0,C. McCollum misses 3-pt jump shot from 25 ft,,32,54
155,2,4:34.0,,Defensive rebound by J. Lamb,32,54
156,2,4:32.0,,Personal foul by C. McCollum (drawn by N. Batum),32,54
157,2,4:32.0,,N. Batum misses free throw 1 of 2,32,54
158,2,4:32.0,,Offensive rebound by Team,32,54
159,2,4:32.0,,N. Batum makes free throw 2 of 2,32,55
160,2,4:12.0,Offensive foul by N. Vonleh (drawn by A. Jefferson),,32,55
161,2,4:12.0,Turnover by N. Vonleh (offensive foul),,32,55
162,2,4:01.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by A. Jefferson),32,58
163,2,3:52.0,D. Lillard misses 3-pt jump shot from 27 ft,,32,58
164,2,3:50.0,Offensive rebound by A. Crabbe,,32,58
165,2,3:44.0,D. Lillard makes 2-pt layup from 1 ft,,34,58
166,2,3:44.0,Shooting foul by A. Jefferson (drawn by D. Lillard),,34,58
167,2,3:44.0,D. Lillard makes free throw 1 of 1,,35,58
168,2,3:30.0,,N. Batum misses 2-pt jump shot from 10 ft,35,58
169,2,3:29.0,Defensive rebound by N. Vonleh,,35,58
170,2,3:21.0,D. Lillard makes 2-pt jump shot from 6 ft,,37,58
171,2,3:04.0,,K. Walker makes 2-pt layup from 2 ft,37,60
172,2,2:50.0,A. Crabbe misses 2-pt jump shot from 17 ft,,37,60
173,2,2:48.0,Offensive rebound by M. Plumlee,,37,60
174,2,2:36.0,C. McCollum misses 2-pt layup from 2 ft (block by M. Williams),,37,60
175,2,2:36.0,Offensive rebound by Team,,37,60
176,2,2:36.0,,Charlotte full timeout,37,60
177,2,2:36.0,,C. Zeller enters the game for M. Williams,37,60
178,2,2:30.0,A. Crabbe makes 2-pt layup at rim,,39,60
179,2,2:11.0,,Shooting foul by M. Plumlee (drawn by C. Zeller),39,60
180,2,2:11.0,,C. Zeller makes free throw 1 of 2,39,61
181,2,2:11.0,,C. Zeller misses free throw 2 of 2,39,61
182,2,2:10.0,Defensive rebound by A. Crabbe,,39,61
183,2,2:02.0,D. Lillard misses 3-pt jump shot from 24 ft,,39,61
184,2,2:00.0,,Defensive rebound by J. Lamb,39,61
185,2,1:56.0,,Personal foul by A. Crabbe (drawn by N. Batum),39,61
186,2,1:56.0,,N. Batum makes free throw 1 of 2,39,62
187,2,1:56.0,M. Harkless enters the game for A. Crabbe,,39,62
188,2,1:56.0,,N. Batum makes free throw 2 of 2,39,63
189,2,1:43.0,Shooting foul by N. Batum (drawn by C. McCollum),,39,63
190,2,1:43.0,C. McCollum makes free throw 1 of 2,,40,63
191,2,1:43.0,C. McCollum makes free throw 2 of 2,,41,63
192,2,1:29.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),41,66
193,2,1:20.0,,Violation by J. Lamb (kicked ball),41,66
194,2,1:12.0,D. Lillard misses 2-pt layup from 1 ft,,41,66
195,2,1:11.0,Offensive rebound by M. Plumlee,,41,66
196,2,1:11.0,M. Plumlee misses 2-pt jump shot from 1 ft,,41,66
197,2,1:07.0,,Defensive rebound by K. Walker,41,66
198,2,1:01.0,,J. Lamb misses 3-pt jump shot from 25 ft,41,66
199,2,1:00.0,Defensive rebound by M. Plumlee,,41,66
200,2,0:57.0,Personal foul by K. Walker,,41,66
201,2,0:57.0,,Technical foul by K. Walker,41,66
202,2,0:57.0,D. Lillard misses technical free throw,,41,66
203,2,0:57.0,Offensive rebound by Team,,41,66
204,2,0:57.0,M. Harkless makes free throw 1 of 2,,42,66
205,2,0:57.0,M. Harkless makes free throw 2 of 2,,43,66
206,2,0:40.0,,A. Jefferson makes 2-pt jump shot from 3 ft,43,68
207,2,0:40.0,,Shooting foul by M. Plumlee (drawn by A. Jefferson),43,68
208,2,0:40.0,A. Crabbe enters the game for N. Vonleh,,43,68
209,2,0:40.0,,M. Williams enters the game for C. Zeller,43,68
210,2,0:40.0,,A. Jefferson makes free throw 1 of 1,43,69
211,2,0:34.0,D. Lillard makes 2-pt layup from 1 ft,,45,69
212,2,0:24.0,,K. Walker misses 3-pt jump shot from 24 ft,45,69
213,2,0:22.0,,Offensive rebound by A. Jefferson,45,69
214,2,0:22.0,,A. Jefferson makes 2-pt layup from 1 ft,45,71
215,2,0:01.0,D. Lillard misses 2-pt jump shot from 18 ft,,45,71
216,2,0:00.0,,Defensive rebound by M. Williams,45,71
217,3,11:33.0,,A. Jefferson makes 2-pt hook shot from 9 ft,45,73
218,3,11:20.0,A. Aminu makes 2-pt jump shot from 6 ft,,47,73
219,3,11:14.0,,Personal foul by M. Plumlee (drawn by A. Jefferson),47,73
220,3,11:02.0,,K. Walker misses 2-pt jump shot from 17 ft,47,73
221,3,11:01.0,Defensive rebound by A. Aminu,,47,73
222,3,10:51.0,M. Plumlee makes 2-pt layup from 2 ft (assist by A. Aminu),,49,73
223,3,10:34.0,,Turnover by N. Batum (bad pass; steal by D. Lillard),49,73
224,3,10:29.0,C. McCollum misses 2-pt jump shot from 14 ft,,49,73
225,3,10:27.0,Offensive rebound by N. Vonleh,,49,73
226,3,10:26.0,N. Vonleh misses 2-pt layup from 1 ft (block by A. Jefferson),,49,73
227,3,10:23.0,,Defensive rebound by M. Williams,49,73
228,3,10:17.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),49,75
229,3,10:17.0,,Shooting foul by C. McCollum (drawn by A. Jefferson),49,75
230,3,10:17.0,,A. Jefferson makes free throw 1 of 1,49,76
231,3,10:04.0,Shooting foul by N. Batum (drawn by A. Aminu),,49,76
232,3,10:04.0,A. Aminu makes free throw 1 of 2,,50,76
233,3,10:04.0,A. Aminu makes free throw 2 of 2,,51,76
234,3,9:51.0,,Personal foul by N. Vonleh (drawn by K. Walker),51,76
235,3,9:46.0,,N. Batum misses 3-pt jump shot from 25 ft,51,76
236,3,9:45.0,Defensive rebound by N. Vonleh,,51,76
237,3,9:36.0,D. Lillard misses 2-pt jump shot from 20 ft,,51,76
238,3,9:34.0,,Defensive rebound by N. Batum,51,76
239,3,9:22.0,,M. Williams misses 3-pt jump shot from 22 ft,51,76
240,3,9:21.0,Defensive rebound by D. Lillard,,51,76
241,3,9:11.0,N. Vonleh makes 2-pt layup from 2 ft,,53,76
242,3,8:52.0,,J. Lamb makes 2-pt jump shot from 1 ft (assist by A. Jefferson),53,78
243,3,8:39.0,N. Vonleh misses 3-pt jump shot from 26 ft,,53,78
244,3,8:37.0,,Defensive rebound by N. Batum,53,78
245,3,8:27.0,,J. Lamb misses 3-pt jump shot from 24 ft,53,78
246,3,8:26.0,Defensive rebound by M. Plumlee,,53,78
247,3,8:15.0,Turnover by D. Lillard (lost ball; steal by K. Walker),,53,78
248,3,8:09.0,,N. Batum makes 2-pt dunk at rim (assist by J. Lamb),53,80
249,3,7:48.0,C. McCollum misses 3-pt jump shot from 24 ft,,53,80
250,3,7:47.0,,Defensive rebound by A. Jefferson,53,80
251,3,7:37.0,,M. Williams makes 2-pt layup from 1 ft,53,82
252,3,7:37.0,Portland full timeout,,53,82
253,3,7:23.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),,56,82
254,3,7:02.0,,A. Jefferson misses 2-pt layup from 2 ft (block by M. Plumlee),56,82
255,3,7:00.0,Defensive rebound by C. McCollum,,56,82
256,3,6:53.0,D. Lillard misses 3-pt jump shot from 22 ft,,56,82
257,3,6:53.0,Offensive rebound by N. Vonleh,,56,82
258,3,6:53.0,Shooting foul by A. Jefferson (drawn by N. Vonleh),,56,82
259,3,6:53.0,N. Vonleh makes free throw 1 of 2,,57,82
260,3,6:53.0,N. Vonleh makes free throw 2 of 2,,58,82
261,3,6:39.0,,Turnover by K. Walker (bad pass; steal by A. Aminu),58,82
262,3,6:28.0,C. McCollum misses 3-pt jump shot from 25 ft,,58,82
263,3,6:27.0,,Defensive rebound by M. Williams,58,82
264,3,6:10.0,,Turnover by A. Jefferson (bad pass; steal by C. McCollum),58,82
265,3,5:59.0,D. Lillard misses 3-pt jump shot from 26 ft,,58,82
266,3,5:57.0,,Defensive rebound by M. Williams,58,82
267,3,5:46.0,,Turnover by J. Lamb (bad pass),58,82
268,3,5:30.0,M. Plumlee misses 2-pt jump shot from 4 ft (block by M. Williams),,58,82
269,3,5:27.0,Offensive rebound by M. Plumlee,,58,82
270,3,5:27.0,M. Plumlee misses 2-pt layup from 1 ft (block by J. Lamb),,58,82
271,3,5:25.0,Offensive rebound by M. Plumlee,,58,82
272,3,5:23.0,Turnover by M. Plumlee (bad pass; steal by K. Walker),,58,82
273,3,5:12.0,,K. Walker misses 3-pt jump shot from 25 ft,58,82
274,3,5:10.0,Defensive rebound by M. Plumlee,,58,82
275,3,5:03.0,D. Lillard misses 2-pt layup from 1 ft,,58,82
276,3,4:58.0,,Defensive rebound by A. Jefferson,58,82
277,3,4:50.0,,A. Jefferson misses 2-pt jump shot from 18 ft,58,82
278,3,4:49.0,Defensive rebound by C. McCollum,,58,82
279,3,4:36.0,C. McCollum misses 2-pt jump shot from 21 ft,,58,82
280,3,4:35.0,,Defensive rebound by M. Williams,58,82
281,3,4:19.0,,K. Walker misses 2-pt jump shot from 12 ft,58,82
282,3,4:18.0,Defensive rebound by M. Plumlee,,58,82
283,3,4:07.0,D. Lillard misses 2-pt jump shot from 14 ft,,58,82
284,3,4:07.0,Offensive rebound by M. Plumlee,,58,82
285,3,4:07.0,Shooting foul by J. Lamb (drawn by M. Plumlee),,58,82
286,3,4:07.0,M. Plumlee makes free throw 1 of 2,,59,82
287,3,4:07.0,,J. Lin enters the game for M. Williams,59,82
288,3,4:07.0,,C. Zeller enters the game for A. Jefferson,59,82
289,3,4:07.0,,S. Hawes enters the game for J. Lamb,59,82
290,3,4:07.0,A. Crabbe enters the game for N. Vonleh,,59,82
291,3,4:07.0,C. Alexander enters the game for C. McCollum,,59,82
292,3,4:07.0,M. Plumlee makes free throw 2 of 2,,60,82
293,3,3:58.0,,Personal foul by A. Aminu (drawn by N. Batum),60,82
294,3,3:58.0,E. Davis enters the game for M. Plumlee,,60,82
295,3,3:41.0,,J. Lin misses 2-pt jump shot from 14 ft,60,82
296,3,3:39.0,,Offensive rebound by C. Zeller,60,82
297,3,3:35.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),60,85
298,3,3:08.0,E. Davis makes 2-pt layup from 2 ft (assist by A. Crabbe),,62,85
299,3,2:56.0,,N. Batum makes 2-pt jump shot from 11 ft,62,87
300,3,2:39.0,Turnover by D. Lillard (lost ball),,62,87
301,3,2:39.0,,Charlotte full timeout,62,87
302,3,2:24.0,,J. Lin misses 2-pt jump shot from 18 ft,62,87
303,3,2:21.0,Defensive rebound by E. Davis,,62,87
304,3,2:10.0,A. Crabbe makes 2-pt jump shot from 22 ft (assist by D. Lillard),,64,87
305,3,2:00.0,,Turnover by N. Batum (bad pass),64,87
306,3,1:45.0,E. Davis misses 2-pt hook shot at rim,,64,87
307,3,1:44.0,,Defensive rebound by N. Batum,64,87
308,3,1:37.0,,N. Batum misses 2-pt layup from 2 ft,64,87
309,3,1:36.0,Defensive rebound by E. Davis,,64,87
310,3,1:22.0,C. Alexander misses 2-pt jump shot from 5 ft,,64,87
311,3,1:20.0,,Defensive rebound by S. Hawes,64,87
312,3,1:07.0,,C. Zeller misses 3-pt jump shot from 25 ft,64,87
313,3,1:05.0,Defensive rebound by A. Aminu,,64,87
314,3,0:58.0,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),,66,87
315,3,0:40.0,,K. Walker misses 3-pt jump shot from 26 ft,66,87
316,3,0:38.0,Defensive rebound by A. Aminu,,66,87
317,3,0:31.0,D. Lillard misses 3-pt jump shot from 25 ft,,66,87
318,3,0:30.0,,Defensive rebound by Team,66,87
319,3,0:30.0,Loose ball foul by E. Davis (drawn by S. Hawes),,66,87
320,3,0:30.0,,S. Hawes makes free throw 1 of 2,66,88
321,3,0:30.0,,S. Hawes makes free throw 2 of 2,66,89
322,3,0:07.0,A. Crabbe misses 2-pt layup from 2 ft,,66,89
323,3,0:06.0,,Defensive rebound by C. Zeller,66,89
324,3,0:00.0,,N. Batum misses 3-pt jump shot from 27 ft,66,89
325,3,0:00.0,,Offensive rebound by Team,66,89
326,4,11:39.0,E. Davis misses 2-pt layup from 1 ft (block by S. Hawes),,66,89
327,4,11:39.0,,Offensive rebound by Team,66,89
328,4,11:26.0,,Personal foul by A. Crabbe (drawn by J. Lin),66,89
329,4,11:18.0,,S. Hawes misses 3-pt jump shot from 25 ft,66,89
330,4,11:16.0,,Offensive rebound by C. Zeller,66,89
331,4,11:13.0,,J. Lin misses 3-pt jump shot from 26 ft,66,89
332,4,11:13.0,Defensive rebound by Team,,66,89
333,4,11:00.0,A. Crabbe makes 2-pt jump shot from 18 ft (assist by E. Davis),,68,89
334,4,10:40.0,,M. Williams misses 2-pt jump shot from 10 ft,68,89
335,4,10:39.0,Defensive rebound by C. Alexander,,68,89
336,4,10:34.0,C. McCollum misses 2-pt jump shot from 8 ft (block by J. Lin),,68,89
337,4,10:33.0,,Defensive rebound by M. Williams,68,89
338,4,10:33.0,,Personal foul by E. Davis (drawn by M. Williams),68,89
339,4,10:21.0,,J. Lin misses 3-pt jump shot from 24 ft,68,89
340,4,10:20.0,,Offensive rebound by B. Roberts,68,89
341,4,10:14.0,,M. Williams makes 2-pt jump shot from 22 ft (assist by B. Roberts),68,91
342,4,10:01.0,Personal foul by J. Lin (drawn by A. Crabbe),,68,91
343,4,9:43.0,C. McCollum makes 2-pt jump shot from 4 ft (assist by M. Harkless),,70,91
344,4,9:21.0,,Turnover by C. Zeller (3 sec),70,91
345,4,9:05.0,C. McCollum makes 2-pt jump shot from 17 ft,,72,91
346,4,8:49.0,,Turnover by J. Lin (bad pass; steal by M. Harkless),72,91
347,4,8:44.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,75,91
348,4,8:44.0,,Charlotte full timeout,75,91
349,4,8:44.0,,N. Batum enters the game for M. Williams,75,91
350,4,8:44.0,,K. Walker enters the game for B. Roberts,75,91
351,4,8:35.0,,Turnover by K. Walker (bad pass; steal by E. Davis),75,91
352,4,8:27.0,A. Crabbe makes 2-pt jump shot from 13 ft (assist by C. McCollum),,77,91
353,4,8:13.0,,Turnover by S. Hawes (offensive foul),77,91
354,4,8:13.0,,Offensive foul by S. Hawes (drawn by C. McCollum),77,91
355,4,7:56.0,M. Harkless makes 2-pt layup from 1 ft (assist by E. Davis),,79,91
356,4,7:31.0,,K. Walker misses 2-pt layup from 1 ft,79,91
357,4,7:30.0,Defensive rebound by C. Alexander,,79,91
358,4,7:18.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. McCollum),,82,91
359,4,7:00.0,,J. Lin misses 3-pt jump shot from 26 ft,82,91
360,4,6:59.0,Defensive rebound by E. Davis,,82,91
361,4,6:50.0,Shooting foul by K. Walker (drawn by C. McCollum),,82,91
362,4,6:50.0,C. McCollum makes free throw 1 of 2,,83,91
363,4,6:50.0,,J. Lamb enters the game for J. Lin,83,91
364,4,6:50.0,,A. Jefferson enters the game for S. Hawes,83,91
365,4,6:50.0,C. McCollum makes free throw 2 of 2,,84,91
366,4,6:31.0,,N. Batum misses 3-pt jump shot from 25 ft,84,91
367,4,6:30.0,,Offensive rebound by C. Zeller,84,91
368,4,6:16.0,,N. Batum makes 2-pt jump shot from 5 ft (assist by K. Walker),84,93
369,4,6:04.0,A. Crabbe misses 2-pt layup from 2 ft (block by C. Zeller),,84,93
370,4,6:04.0,,Defensive rebound by Team,84,93
371,4,6:04.0,,M. Williams enters the game for C. Zeller,84,93
372,4,5:50.0,,N. Batum makes 2-pt layup from 1 ft (assist by M. Williams),84,95
373,4,5:50.0,,Shooting foul by E. Davis (drawn by N. Batum),84,95
374,4,5:50.0,Official timeout,,84,95
375,4,5:50.0,A. Aminu enters the game for C. McCollum,,84,95
376,4,5:50.0,D. Lillard enters the game for M. Harkless,,84,95
377,4,5:50.0,,N. Batum makes free throw 1 of 1,84,96
378,4,5:40.0,D. Lillard misses 3-pt jump shot from 28 ft,,84,96
379,4,5:39.0,,Defensive rebound by J. Lamb,84,96
380,4,5:28.0,,N. Batum makes 2-pt jump shot from 17 ft (assist by K. Walker),84,98
381,4,5:13.0,A. Aminu misses 2-pt layup from 2 ft,,84,98
382,4,5:12.0,Offensive rebound by C. Alexander,,84,98
