,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
52,1,6:23.0,M. Teletović enters the game for K. Humphries,,6,17
53,1,6:06.0,,C. Paul misses 3-pt jump shot from 26 ft,6,17
54,1,6:05.0,Defensive rebound by A. Len,,6,17
55,1,5:51.0,A. Goodwin misses 2-pt layup from 1 ft,,6,17
56,1,5:50.0,,Defensive rebound by W. Johnson,6,17
57,1,5:43.0,,Shooting foul by M. Teletović (drawn by J. Redick),6,17
58,1,5:43.0,,J. Redick makes free throw 1 of 2,6,18
59,1,5:43.0,,J. Crawford enters the game for L. Mbah a Moute,6,18
60,1,5:43.0,,J. Redick makes free throw 2 of 2,6,19
61,1,5:22.0,A. Len misses 2-pt layup from 2 ft,,6,19
62,1,5:22.0,Offensive rebound by A. Len,,6,19
63,1,5:22.0,Shooting foul by D. Jordan (drawn by A. Len),,6,19
64,1,5:22.0,A. Len misses free throw 1 of 2,,6,19
65,1,5:22.0,Offensive rebound by Team,,6,19
66,1,5:22.0,A. Len makes free throw 2 of 2,,7,19
67,1,5:09.0,,C. Paul misses 2-pt jump shot from 16 ft,7,19
68,1,5:08.0,Defensive rebound by M. Teletović,,7,19
69,1,4:56.0,Turnover by M. Teletović (lost ball; steal by C. Paul),,7,19
70,1,4:44.0,,C. Paul makes 2-pt jump shot from 19 ft,7,21
71,1,4:38.0,Phoenix full timeout,,7,21
72,1,4:38.0,,J. Green enters the game for J. Redick,7,21
73,1,4:38.0,P. Pressey enters the game for A. Len,,7,21
74,1,4:38.0,J. Leuer enters the game for R. Price,,7,21
75,1,4:32.0,Personal foul by C. Paul,,7,21
76,1,4:25.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by P. Pressey),,10,21
77,1,4:06.0,,J. Green makes 2-pt hook shot from 5 ft,10,23
78,1,4:06.0,,Shooting foul by J. Leuer (drawn by J. Green),10,23
79,1,4:06.0,,J. Green misses free throw 1 of 1,10,23
80,1,4:05.0,Defensive rebound by J. Leuer,,10,23
81,1,3:55.0,M. Teletović misses 3-pt jump shot from 26 ft,,10,23
82,1,3:54.0,,Defensive rebound by W. Johnson,10,23
83,1,3:38.0,,Def 3 sec tech foul by J. Leuer,10,23
84,1,3:38.0,,C. Paul makes technical free throw,10,24
85,1,3:35.0,,Shooting foul by P. Pressey (drawn by C. Paul),10,24
86,1,3:35.0,,C. Paul makes free throw 1 of 2,10,25
87,1,3:35.0,,C. Paul makes free throw 2 of 2,10,26
88,1,3:26.0,J. Leuer makes 2-pt jump shot from 12 ft (assist by P. Pressey),,12,26
89,1,3:10.0,Violation by P. Pressey (kicked ball),,12,26
90,1,3:06.0,,J. Green makes 2-pt jump shot from 22 ft (assist by C. Paul),12,28
91,1,2:48.0,J. Leuer misses 3-pt jump shot from 26 ft,,12,28
92,1,2:47.0,,Defensive rebound by W. Johnson,12,28
93,1,2:39.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),12,30
94,1,2:28.0,D. Booker makes 3-pt jump shot from 24 ft (assist by J. Leuer),,15,30
95,1,2:22.0,,W. Johnson makes 2-pt layup from 3 ft (assist by C. Paul),15,32
96,1,2:10.0,J. Leuer misses 2-pt jump shot from 16 ft,,15,32
97,1,2:09.0,,Defensive rebound by W. Johnson,15,32
98,1,2:01.0,,Shooting foul by J. Leuer (drawn by D. Jordan),15,32
99,1,2:01.0,,D. Jordan misses free throw 1 of 2,15,32
100,1,2:01.0,,Offensive rebound by Team,15,32
101,1,2:01.0,,P. Prigioni enters the game for C. Paul,15,32
102,1,2:01.0,,D. Jordan misses free throw 2 of 2,15,32
103,1,2:00.0,Defensive rebound by M. Teletović,,15,32
104,1,1:33.0,D. Booker misses 3-pt jump shot from 27 ft,,15,32
105,1,1:31.0,,Defensive rebound by W. Johnson,15,32
106,1,1:23.0,,J. Crawford misses 2-pt jump shot from 15 ft,15,32
107,1,1:22.0,,Offensive rebound by P. Prigioni,15,32
108,1,1:13.0,,Shooting foul by M. Teletović (drawn by J. Green),15,32
109,1,1:13.0,,J. Green makes free throw 1 of 2,15,33
110,1,1:13.0,,J. Green makes free throw 2 of 2,15,34
111,1,1:03.0,P. Pressey misses 3-pt jump shot from 26 ft,,15,34
112,1,1:02.0,,Defensive rebound by J. Green,15,34
113,1,0:57.0,,J. Green misses 2-pt layup from 4 ft (block by J. Leuer),15,34
114,1,0:57.0,,Offensive rebound by Team,15,34
115,1,0:57.0,,C. Aldrich enters the game for D. Jordan,15,34
116,1,0:51.0,,Turnover by P. Prigioni (bad pass),15,34
117,1,0:41.0,P. Pressey misses 2-pt jump shot from 19 ft,,15,34
118,1,0:40.0,,Defensive rebound by W. Johnson,15,34
119,1,0:30.0,,J. Crawford misses 3-pt jump shot from 27 ft,15,34
120,1,0:28.0,Defensive rebound by M. Teletović,,15,34
121,1,0:08.0,D. Booker makes 2-pt jump shot from 11 ft (assist by P. Pressey),,17,34
122,1,0:02.0,,J. Green misses 2-pt jump shot from 4 ft,17,34
123,1,0:01.0,,Offensive rebound by C. Aldrich,17,34
124,1,0:01.0,,C. Aldrich makes 2-pt layup at rim,17,36
125,2,11:51.0,Personal foul by C. Aldrich,,17,36
126,2,11:41.0,A. Goodwin misses 2-pt jump shot from 3 ft (block by C. Aldrich),,17,36
127,2,11:38.0,Offensive rebound by A. Len,,17,36
128,2,11:38.0,A. Len makes 2-pt layup from 1 ft,,19,36
129,2,11:22.0,,C. Aldrich misses 2-pt hook shot from 3 ft,19,36
130,2,11:20.0,Defensive rebound by P. Tucker,,19,36
131,2,11:11.0,P. Pressey misses 2-pt jump shot from 20 ft,,19,36
132,2,11:10.0,,Defensive rebound by J. Green,19,36
133,2,11:05.0,,J. Green misses 2-pt jump shot from 6 ft,19,36
134,2,11:03.0,Defensive rebound by P. Pressey,,19,36
135,2,11:00.0,Clear path foul by J. Crawford,,19,36
136,2,11:00.0,A. Goodwin makes clear path free throw 1 of 2,,20,36
137,2,11:00.0,A. Goodwin makes clear path free throw 2 of 2,,21,36
138,2,10:57.0,Shooting foul by C. Aldrich (drawn by A. Len),,21,36
139,2,10:57.0,A. Len misses free throw 1 of 2,,21,36
140,2,10:57.0,Offensive rebound by Team,,21,36
141,2,10:57.0,A. Len makes free throw 2 of 2,,22,36
142,2,10:43.0,,Turnover by C. Aldrich (traveling),22,36
143,2,10:22.0,A. Goodwin misses 2-pt jump shot from 5 ft,,22,36
144,2,10:22.0,Offensive rebound by A. Len,,22,36
145,2,10:22.0,Turnover by P. Tucker (dbl dribble),,22,36
146,2,9:57.0,,C. Aldrich misses 2-pt hook shot from 5 ft,22,36
147,2,9:56.0,Defensive rebound by A. Len,,22,36
148,2,9:47.0,P. Pressey makes 2-pt layup from 2 ft,,24,36
149,2,9:33.0,,Turnover by J. Crawford (bad pass),24,36
150,2,9:24.0,A. Len makes 2-pt jump shot from 21 ft (assist by P. Pressey),,26,36
151,2,9:00.0,,Turnover by C. Aldrich (bad pass; steal by P. Pressey),26,36
152,2,8:56.0,A. Goodwin makes 2-pt dunk from 2 ft (assist by S. Weems),,28,36
153,2,8:56.0,,LA Clippers full timeout,28,36
154,2,8:56.0,,A. Stepheson enters the game for C. Aldrich,28,36
155,2,8:34.0,,Shooting foul by A. Goodwin (drawn by P. Prigioni),28,36
156,2,8:34.0,,P. Prigioni misses free throw 1 of 2,28,36
157,2,8:34.0,,Offensive rebound by Team,28,36
158,2,8:34.0,,P. Prigioni makes free throw 2 of 2,28,37
159,2,8:25.0,Personal foul by A. Stepheson,,28,37
160,2,8:25.0,,J. Redick enters the game for W. Johnson,28,37
161,2,8:12.0,A. Len makes 2-pt dunk at rim (assist by P. Pressey),,30,37
162,2,8:02.0,,J. Redick misses 2-pt jump shot from 18 ft,30,37
163,2,8:00.0,Defensive rebound by Team,,30,37
164,2,8:00.0,,Loose ball foul by A. Stepheson,30,37
165,2,8:00.0,A. Goodwin makes free throw 1 of 2,,31,37
166,2,8:00.0,,D. Jordan enters the game for A. Stepheson,31,37
167,2,8:00.0,,C. Paul enters the game for P. Prigioni,31,37
168,2,8:00.0,A. Goodwin misses free throw 2 of 2,,31,37
169,2,7:59.0,Offensive rebound by A. Len,,31,37
170,2,7:47.0,A. Len misses 2-pt jump shot from 15 ft,,31,37
171,2,7:46.0,,Defensive rebound by Team,31,37
172,2,7:30.0,,Offensive foul by C. Paul (drawn by P. Pressey),31,37
173,2,7:30.0,,Turnover by C. Paul (offensive foul),31,37
174,2,7:30.0,,P. Pierce enters the game for J. Green,31,37
175,2,7:19.0,A. Goodwin makes 2-pt jump shot from 20 ft,,33,37
176,2,7:01.0,,Turnover by D. Jordan (bad pass; steal by A. Len),33,37
177,2,6:58.0,Turnover by P. Tucker (lost ball),,33,37
178,2,6:58.0,,L. Mbah a Moute enters the game for J. Crawford,33,37
179,2,6:48.0,,Personal foul by S. Weems,33,37
180,2,6:37.0,,J. Redick makes 2-pt layup at rim (assist by D. Jordan),33,39
181,2,6:17.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by P. Pressey),,35,39
182,2,6:06.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),35,41
183,2,5:52.0,P. Tucker misses 2-pt jump shot from 7 ft,,35,41
184,2,5:49.0,,Defensive rebound by L. Mbah a Moute,35,41
185,2,5:38.0,,C. Paul makes 2-pt jump shot from 12 ft,35,43
186,2,5:17.0,A. Goodwin makes 2-pt jump shot from 20 ft (assist by P. Pressey),,37,43
187,2,5:12.0,,Shooting foul by S. Weems (drawn by J. Redick),37,43
188,2,5:12.0,Official timeout,,37,43
189,2,5:12.0,R. Price enters the game for S. Weems,,37,43
190,2,5:12.0,,J. Redick makes free throw 1 of 2,37,44
191,2,5:12.0,,J. Redick makes free throw 2 of 2,37,45
192,2,4:55.0,Turnover by A. Goodwin (bad pass),,37,45
193,2,4:52.0,,Turnover by P. Pierce (bad pass),37,45
194,2,4:36.0,A. Len misses 2-pt hook shot from 8 ft,,37,45
195,2,4:34.0,,Defensive rebound by D. Jordan,37,45
196,2,4:20.0,,P. Pierce makes 2-pt jump shot from 19 ft (assist by C. Paul),37,47
197,2,3:58.0,Turnover by P. Tucker (lost ball),,37,47
198,2,3:45.0,,P. Pierce misses 2-pt jump shot from 19 ft,37,47
199,2,3:44.0,Defensive rebound by P. Tucker,,37,47
200,2,3:33.0,R. Price misses 3-pt jump shot from 27 ft,,37,47
201,2,3:32.0,,Defensive rebound by P. Pierce,37,47
202,2,3:24.0,,C. Paul makes 2-pt layup from 1 ft,37,49
203,2,3:21.0,Phoenix full timeout,,37,49
204,2,3:21.0,M. Teletović enters the game for P. Tucker,,37,49
205,2,3:21.0,D. Booker enters the game for P. Pressey,,37,49
206,2,3:00.0,A. Goodwin makes 3-pt jump shot from 26 ft (assist by A. Len),,40,49
207,2,2:37.0,,J. Redick misses 2-pt jump shot from 20 ft,40,49
208,2,2:35.0,,Offensive rebound by J. Redick,40,49
209,2,2:34.0,,J. Redick makes 2-pt jump shot from 9 ft,40,51
210,2,2:07.0,A. Goodwin misses 3-pt jump shot from 24 ft,,40,51
211,2,2:06.0,Offensive rebound by Team,,40,51
212,2,2:06.0,Turnover by Team (shot clock),,40,51
213,2,1:55.0,,D. Jordan makes 2-pt layup from 2 ft,40,53
214,2,1:55.0,,Shooting foul by A. Len (drawn by D. Jordan),40,53
215,2,1:55.0,,D. Jordan makes free throw 1 of 1,40,54
216,2,1:42.0,M. Teletović makes 2-pt jump shot from 7 ft (assist by R. Price),,42,54
217,2,1:21.0,,C. Paul misses 2-pt jump shot from 15 ft,42,54
218,2,1:20.0,,Offensive rebound by Team,42,54
219,2,1:20.0,Loose ball foul by A. Len,,42,54
220,2,1:20.0,,D. Jordan makes free throw 1 of 2,42,55
221,2,1:20.0,K. Humphries enters the game for A. Len,,42,55
222,2,1:20.0,,D. Jordan misses free throw 2 of 2,42,55
223,2,1:19.0,Defensive rebound by K. Humphries,,42,55
224,2,1:00.0,K. Humphries misses 2-pt jump shot from 20 ft,,42,55
225,2,0:59.0,,Defensive rebound by P. Pierce,42,55
226,2,0:59.0,,Personal foul by R. Price,42,55
227,2,0:59.0,,P. Pierce makes free throw 1 of 2,42,56
228,2,0:59.0,,J. Crawford enters the game for L. Mbah a Moute,42,56
229,2,0:59.0,,P. Pierce misses free throw 2 of 2,42,56
230,2,0:58.0,Defensive rebound by A. Goodwin,,42,56
231,2,0:46.0,K. Humphries misses 2-pt layup from 2 ft,,42,56
232,2,0:43.0,,Defensive rebound by D. Jordan,42,56
233,2,0:42.0,Offensive charge foul by P. Pierce (drawn by R. Price),,42,56
234,2,0:42.0,,Turnover by P. Pierce (offensive foul),42,56
235,2,0:33.0,D. Booker misses 2-pt jump shot from 19 ft,,42,56
236,2,0:31.0,,Defensive rebound by P. Pierce,42,56
237,2,0:29.0,,J. Redick misses 2-pt layup from 3 ft (block by R. Price),42,56
238,2,0:28.0,Defensive rebound by R. Price,,42,56
239,2,0:08.0,Turnover by R. Price (bad pass; steal by P. Pierce),,42,56
240,2,0:02.0,,J. Redick makes 3-pt jump shot from 29 ft,42,59
241,2,0:01.0,R. Price misses 3-pt jump shot from 53 ft,,42,59
242,2,0:00.0,Offensive rebound by Team,,42,59
243,3,11:46.0,D. Booker misses 2-pt jump shot from 15 ft,,42,59
244,3,11:43.0,Offensive rebound by P. Tucker,,42,59
245,3,11:37.0,D. Booker misses 2-pt layup from 3 ft (block by D. Jordan),,42,59
246,3,11:36.0,,Defensive rebound by P. Pierce,42,59
247,3,11:24.0,,Shooting foul by D. Booker (drawn by D. Jordan),42,59
248,3,11:24.0,,D. Jordan misses free throw 1 of 2,42,59
249,3,11:24.0,,Offensive rebound by Team,42,59
250,3,11:24.0,,D. Jordan misses free throw 2 of 2,42,59
251,3,11:23.0,Defensive rebound by P. Tucker,,42,59
252,3,11:02.0,M. Teletović misses 3-pt jump shot from 27 ft,,42,59
253,3,10:59.0,,Defensive rebound by D. Jordan,42,59
254,3,10:47.0,,P. Pierce misses 2-pt jump shot from 14 ft,42,59
255,3,10:46.0,Defensive rebound by M. Teletović,,42,59
256,3,10:40.0,Shooting foul by L. Mbah a Moute (drawn by M. Teletović),,42,59
257,3,10:40.0,M. Teletović makes free throw 1 of 2,,43,59
258,3,10:40.0,M. Teletović makes free throw 2 of 2,,44,59
259,3,10:20.0,,D. Jordan makes 2-pt hook shot from 3 ft,44,61
260,3,10:07.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Booker),,47,61
261,3,9:44.0,,Shooting foul by A. Len (drawn by D. Jordan),47,61
262,3,9:44.0,,D. Jordan makes free throw 1 of 2,47,62
263,3,9:44.0,,D. Jordan makes free throw 2 of 2,47,63
264,3,9:33.0,Personal foul by C. Paul,,47,63
265,3,9:27.0,A. Len misses 2-pt jump shot from 14 ft,,47,63
266,3,9:25.0,,Defensive rebound by C. Paul,47,63
267,3,9:20.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),47,65
268,3,9:05.0,Offensive foul by D. Booker (drawn by J. Redick),,47,65
269,3,9:05.0,Turnover by D. Booker (offensive foul),,47,65
270,3,8:44.0,,D. Jordan makes 2-pt hook shot from 6 ft,47,67
271,3,8:36.0,Phoenix full timeout,,47,67
272,3,8:24.0,A. Len makes 2-pt dunk at rim,,49,67
273,3,8:24.0,Shooting foul by D. Jordan (drawn by A. Len),,49,67
274,3,8:24.0,A. Len makes free throw 1 of 1,,50,67
275,3,8:12.0,,Offensive foul by D. Jordan (drawn by D. Booker),50,67
276,3,8:12.0,,Turnover by D. Jordan (offensive foul),50,67
277,3,7:57.0,A. Len misses 2-pt jump shot from 16 ft,,50,67
278,3,7:55.0,,Defensive rebound by D. Jordan,50,67
279,3,7:44.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),50,69
280,3,7:38.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by R. Price),,53,69
281,3,7:22.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),53,72
282,3,7:08.0,A. Len makes 2-pt jump shot from 17 ft (assist by P. Tucker),,55,72
283,3,6:49.0,,C. Paul makes 2-pt jump shot from 13 ft,55,74
284,3,6:30.0,A. Len misses 2-pt jump shot from 16 ft (block by D. Jordan),,55,74
285,3,6:28.0,,Defensive rebound by J. Redick,55,74
286,3,6:20.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by C. Paul),55,77
287,3,6:18.0,Phoenix full timeout,,55,77
288,3,6:18.0,A. Goodwin enters the game for D. Booker,,55,77
289,3,6:18.0,P. Pressey enters the game for R. Price,,55,77
290,3,6:18.0,,W. Johnson enters the game for P. Pierce,55,77
291,3,6:10.0,Personal foul by D. Jordan,,55,77
292,3,5:53.0,A. Goodwin misses 2-pt layup from 3 ft,,55,77
293,3,5:50.0,,Defensive rebound by D. Jordan,55,77
294,3,5:46.0,,J. Redick misses 3-pt jump shot from 25 ft,55,77
295,3,5:44.0,Defensive rebound by P. Tucker,,55,77
296,3,5:35.0,P. Tucker misses 3-pt jump shot from 27 ft,,55,77
297,3,5:34.0,,Defensive rebound by D. Jordan,55,77
298,3,5:27.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Redick),55,80
299,3,5:08.0,Turnover by P. Tucker (lost ball; steal by W. Johnson),,55,80
300,3,4:58.0,,Shooting foul by A. Len (drawn by D. Jordan),55,80
301,3,4:58.0,,D. Jordan makes free throw 1 of 2,55,81
302,3,4:58.0,J. Leuer enters the game for M. Teletović,,55,81
303,3,4:58.0,K. Humphries enters the game for A. Len,,55,81
304,3,4:58.0,,D. Jordan misses free throw 2 of 2,55,81
305,3,4:56.0,Defensive rebound by K. Humphries,,55,81
306,3,4:45.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by P. Pressey),,57,81
307,3,4:32.0,,C. Paul misses 2-pt jump shot from 15 ft,57,81
308,3,4:30.0,,Offensive rebound by D. Jordan,57,81
309,3,4:30.0,,D. Jordan misses 2-pt layup from 2 ft,57,81
310,3,4:29.0,,Offensive rebound by D. Jordan,57,81
311,3,4:29.0,,D. Jordan misses 2-pt layup from 2 ft,57,81
312,3,4:27.0,Defensive rebound by K. Humphries,,57,81
313,3,4:21.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by P. Pressey),,59,81
314,3,4:21.0,,LA Clippers full timeout,59,81
315,3,4:21.0,,C. Aldrich enters the game for D. Jordan,59,81
316,3,4:21.0,D. Booker enters the game for P. Tucker,,59,81
317,3,4:03.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),59,83
318,3,3:57.0,Turnover by P. Pressey (lost ball),,59,83
319,3,3:57.0,,J. Crawford enters the game for L. Mbah a Moute,59,83
320,3,3:46.0,,W. Johnson misses 3-pt jump shot from 26 ft,59,83
321,3,3:44.0,Defensive rebound by K. Humphries,,59,83
322,3,3:33.0,A. Goodwin misses 2-pt jump shot from 17 ft,,59,83
323,3,3:31.0,,Defensive rebound by C. Aldrich,59,83
324,3,3:16.0,,J. Crawford misses 2-pt layup from 1 ft,59,83
325,3,3:14.0,,Offensive rebound by C. Aldrich,59,83
326,3,3:14.0,,C. Aldrich makes 2-pt layup from 1 ft,59,85
327,3,3:10.0,D. Booker misses 2-pt layup from 2 ft (block by W. Johnson),,59,85
328,3,3:10.0,Offensive rebound by Team,,59,85
329,3,3:10.0,,P. Prigioni enters the game for C. Paul,59,85
330,3,3:10.0,,Violation by Team (jump ball),59,85
331,3,3:05.0,J. Leuer misses 2-pt jump shot from 12 ft,,59,85
332,3,3:02.0,,Defensive rebound by P. Prigioni,59,85
333,3,2:44.0,,J. Redick misses 2-pt jump shot from 5 ft,59,85
334,3,2:41.0,Defensive rebound by J. Leuer,,59,85
335,3,2:35.0,Turnover by A. Goodwin (bad pass; steal by J. Redick),,59,85
336,3,2:34.0,,Personal foul by P. Pressey,59,85
337,3,2:34.0,,J. Green enters the game for J. Redick,59,85
338,3,2:16.0,,Turnover by P. Prigioni (bad pass; steal by K. Humphries),59,85
339,3,2:09.0,Turnover by P. Pressey (lost ball; steal by C. Aldrich),,59,85
340,3,2:03.0,,P. Prigioni misses 2-pt layup from 1 ft,59,85
341,3,2:03.0,,Offensive rebound by W. Johnson,59,85
342,3,2:03.0,,W. Johnson makes 2-pt layup from 2 ft,59,87
343,3,2:03.0,,Shooting foul by D. Booker (drawn by W. Johnson),59,87
344,3,2:03.0,,W. Johnson makes free throw 1 of 1,59,88
345,3,1:39.0,P. Pressey makes 2-pt layup from 2 ft,,61,88
346,3,1:21.0,,J. Green misses 3-pt jump shot from 26 ft,61,88
347,3,1:20.0,Defensive rebound by J. Leuer,,61,88
348,3,1:09.0,Shooting foul by W. Johnson (drawn by K. Humphries),,61,88
349,3,1:09.0,K. Humphries misses free throw 1 of 2,,61,88
350,3,1:09.0,Offensive rebound by Team,,61,88
351,3,1:09.0,K. Humphries misses free throw 2 of 2,,61,88
352,3,1:08.0,,Defensive rebound by J. Green,61,88
353,3,0:47.0,,Shooting foul by D. Booker (drawn by J. Green),61,88
354,3,0:47.0,,J. Green misses free throw 1 of 2,61,88
355,3,0:47.0,,Offensive rebound by Team,61,88
356,3,0:47.0,,J. Green misses free throw 2 of 2,61,88
357,3,0:46.0,Defensive rebound by K. Humphries,,61,88
358,3,0:31.0,A. Goodwin misses 2-pt jump shot from 16 ft,,61,88
359,3,0:29.0,,Defensive rebound by P. Prigioni,61,88
360,3,0:12.0,,Shooting foul by J. Leuer (drawn by J. Crawford),61,88
361,3,0:12.0,,J. Crawford makes free throw 1 of 2,61,89
362,3,0:12.0,,J. Crawford makes free throw 2 of 2,61,90
363,3,0:02.0,J. Leuer misses 2-pt jump shot from 3 ft (block by C. Aldrich),,61,90
364,3,0:02.0,,Defensive rebound by J. Green,61,90
365,4,11:43.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by W. Johnson),61,92
366,4,11:27.0,A. Goodwin misses 2-pt layup from 2 ft (block by C. Aldrich),,61,92
367,4,11:26.0,Offensive rebound by M. Teletović,,61,92
368,4,11:21.0,A. Goodwin misses 3-pt jump shot from 23 ft,,61,92
369,4,11:20.0,Offensive rebound by S. Weems,,61,92
370,4,11:14.0,A. Goodwin makes 2-pt layup from 1 ft (assist by M. Teletović),,63,92
371,4,11:14.0,Away from play foul by W. Johnson,,63,92
372,4,11:14.0,A. Len makes free throw 1 of 1,,64,92
373,4,10:59.0,,P. Prigioni makes 2-pt jump shot from 13 ft,64,94
374,4,10:42.0,Turnover by S. Weems (bad pass; steal by W. Johnson),,64,94
375,4,10:32.0,,J. Crawford misses 3-pt jump shot from 26 ft,64,94
376,4,10:28.0,,Offensive rebound by C. Aldrich,64,94
377,4,10:28.0,,Turnover by C. Aldrich (lost ball; steal by A. Goodwin),64,94
378,4,10:28.0,Shooting foul by J. Green (drawn by A. Goodwin),,64,94
379,4,10:28.0,A. Goodwin makes free throw 1 of 2,,65,94
380,4,10:28.0,,C. Wilcox enters the game for J. Crawford,65,94
381,4,10:28.0,A. Goodwin makes free throw 2 of 2,,66,94
382,4,10:08.0,,W. Johnson makes 3-pt jump shot from 24 ft,66,97
383,4,10:00.0,Turnover by A. Goodwin (lost ball; steal by C. Wilcox),,66,97
384,4,9:54.0,,Turnover by C. Aldrich (traveling),66,97
385,4,9:38.0,A. Len misses 2-pt jump shot from 4 ft,,66,97
386,4,9:37.0,,Defensive rebound by C. Aldrich,66,97
387,4,9:25.0,,C. Wilcox makes 2-pt jump shot from 13 ft (assist by C. Aldrich),66,99
388,4,9:17.0,P. Pressey misses 2-pt jump shot from 5 ft,,66,99
389,4,9:14.0,,Defensive rebound by C. Aldrich,66,99
390,4,9:03.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by P. Prigioni),66,101
391,4,9:02.0,Phoenix full timeout,,66,101
