,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:36.0,,Shooting foul by D. Nowitzki (drawn by R. Westbrook),0,0
1,1,11:36.0,,R. Westbrook makes free throw 1 of 2,0,1
2,1,11:36.0,,R. Westbrook misses free throw 2 of 2,0,1
3,1,11:35.0,Defensive rebound by R. Felton,,0,1
4,1,11:13.0,D. Nowitzki makes 2-pt layup from 2 ft,,2,1
5,1,11:03.0,,K. Durant misses 3-pt jump shot from 25 ft,2,1
6,1,11:03.0,Defensive rebound by W. Matthews,,2,1
7,1,10:40.0,R. Felton misses 2-pt layup from 2 ft,,2,1
8,1,10:40.0,,Defensive rebound by S. Adams,2,1
9,1,10:31.0,,S. Ibaka misses 3-pt jump shot from 25 ft,2,1
10,1,10:31.0,,Offensive rebound by R. Westbrook,2,1
11,1,10:29.0,,R. Westbrook makes 2-pt layup from 1 ft,2,3
12,1,10:09.0,D. Nowitzki misses 2-pt jump shot from 5 ft,,2,3
13,1,10:08.0,,Defensive rebound by K. Durant,2,3
14,1,10:01.0,,K. Durant makes 2-pt layup from 2 ft,2,5
15,1,9:46.0,D. Williams makes 2-pt layup from 1 ft,,4,5
16,1,9:27.0,,K. Durant misses 2-pt layup from 2 ft,4,5
17,1,9:27.0,,Offensive rebound by K. Durant,4,5
18,1,9:22.0,,S. Ibaka misses 3-pt jump shot from 23 ft,4,5
19,1,9:21.0,Defensive rebound by W. Matthews,,4,5
20,1,9:15.0,D. Williams makes 3-pt jump shot from 25 ft,,7,5
21,1,8:51.0,,K. Durant misses 3-pt jump shot from 25 ft,7,5
22,1,8:51.0,Defensive rebound by W. Matthews,,7,5
23,1,8:42.0,Turnover by D. Williams (bad pass),,7,5
24,1,8:26.0,,S. Ibaka misses 2-pt jump shot from 14 ft,7,5
25,1,8:26.0,,Offensive rebound by Team,7,5
26,1,8:25.0,Loose ball foul by D. Nowitzki,,7,5
27,1,8:25.0,D. Powell enters the game for D. Nowitzki,,7,5
28,1,8:20.0,,R. Westbrook makes 2-pt jump shot from 14 ft,7,7
29,1,7:57.0,D. Williams makes 3-pt jump shot from 24 ft,,10,7
30,1,7:44.0,,K. Durant misses 2-pt jump shot from 5 ft,10,7
31,1,7:44.0,Defensive rebound by Z. Pachulia,,10,7
32,1,7:32.0,R. Felton makes 2-pt jump shot from 18 ft,,12,7
33,1,7:17.0,,R. Westbrook misses 2-pt layup from 2 ft,12,7
34,1,7:16.0,Defensive rebound by Z. Pachulia,,12,7
35,1,7:07.0,D. Williams makes 3-pt jump shot from 24 ft,,15,7
36,1,7:01.0,,Oklahoma City full timeout,15,7
37,1,6:55.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),15,9
38,1,6:34.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,15,9
39,1,6:33.0,,Defensive rebound by R. Westbrook,15,9
40,1,6:19.0,,K. Durant makes 2-pt layup from 2 ft,15,11
41,1,6:01.0,Turnover by D. Powell (lost ball; steal by R. Westbrook),,15,11
42,1,5:58.0,,Turnover by R. Westbrook (traveling),15,11
43,1,5:40.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,15,11
44,1,5:40.0,Offensive rebound by D. Powell,,15,11
45,1,5:36.0,R. Felton makes 3-pt jump shot from 25 ft (assist by D. Williams),,18,11
46,1,5:16.0,,K. Durant makes 2-pt jump shot from 10 ft,18,13
47,1,4:41.0,W. Matthews misses 3-pt jump shot from 23 ft,,18,13
48,1,4:41.0,,Defensive rebound by S. Ibaka,18,13
49,1,4:28.0,,A. Roberson misses 3-pt jump shot from 23 ft,18,13
50,1,4:28.0,Defensive rebound by D. Powell,,18,13
51,1,4:13.0,Z. Pachulia misses 2-pt layup from 2 ft (block by A. Roberson),,18,13
52,1,4:12.0,,Defensive rebound by A. Roberson,18,13
53,1,4:08.0,,Shooting foul by D. Powell (drawn by S. Ibaka),18,13
54,1,4:08.0,,S. Ibaka makes free throw 1 of 2,18,14
55,1,4:08.0,,D. Waiters enters the game for K. Durant,18,14
56,1,4:08.0,,K. Singler enters the game for A. Roberson,18,14
57,1,4:08.0,Dallas full timeout,,18,14
58,1,4:08.0,D. Harris enters the game for D. Williams,,18,14
59,1,4:08.0,,S. Ibaka makes free throw 2 of 2,18,15
60,1,3:59.0,Shooting foul by S. Ibaka (drawn by D. Powell),,18,15
61,1,3:59.0,D. Powell misses free throw 1 of 2,,18,15
62,1,3:59.0,Offensive rebound by Team,,18,15
63,1,3:59.0,,N. Collison enters the game for S. Ibaka,18,15
64,1,3:59.0,J. Anderson enters the game for W. Matthews,,18,15
65,1,3:59.0,D. Powell misses free throw 2 of 2,,18,15
66,1,3:58.0,,Defensive rebound by N. Collison,18,15
67,1,3:45.0,,R. Westbrook misses 2-pt jump shot from 16 ft,18,15
68,1,3:44.0,Defensive rebound by D. Harris,,18,15
69,1,3:24.0,Turnover by R. Felton (lost ball),,18,15
70,1,3:08.0,,D. Waiters misses 2-pt jump shot from 5 ft,18,15
71,1,3:07.0,,Offensive rebound by R. Westbrook,18,15
72,1,2:56.0,,S. Adams makes 2-pt layup from 1 ft (assist by N. Collison),18,17
73,1,2:38.0,Personal foul by N. Collison,,18,17
74,1,2:38.0,,E. Freedom enters the game for S. Adams,18,17
75,1,2:38.0,,K. Durant enters the game for R. Westbrook,18,17
76,1,2:38.0,S. Mejri enters the game for D. Powell,,18,17
77,1,2:38.0,D. Nowitzki enters the game for Z. Pachulia,,18,17
78,1,2:29.0,R. Felton misses 2-pt layup from 2 ft,,18,17
79,1,2:29.0,,Defensive rebound by D. Waiters,18,17
80,1,2:16.0,,E. Freedom misses 2-pt jump shot from 17 ft,18,17
81,1,2:16.0,Defensive rebound by J. Anderson,,18,17
82,1,1:53.0,J. Anderson makes 2-pt layup from 1 ft (assist by D. Harris),,20,17
83,1,1:40.0,,K. Durant misses 3-pt jump shot from 25 ft,20,17
84,1,1:39.0,,Offensive rebound by E. Freedom,20,17
85,1,1:37.0,,Turnover by E. Freedom (lost ball; steal by D. Harris),20,17
86,1,1:34.0,,Offensive charge foul by J. Anderson (drawn by N. Collison),20,17
87,1,1:34.0,Turnover by J. Anderson (offensive foul),,20,17
88,1,1:19.0,,K. Durant misses 2-pt jump shot from 5 ft,20,17
89,1,1:19.0,Defensive rebound by Team,,20,17
90,1,1:01.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,20,17
91,1,1:01.0,,Defensive rebound by E. Freedom,20,17
92,1,0:52.0,,Shooting foul by D. Harris (drawn by E. Freedom),20,17
93,1,0:52.0,,E. Freedom makes free throw 1 of 2,20,18
94,1,0:52.0,,E. Freedom makes free throw 2 of 2,20,19
95,1,0:34.0,D. Harris makes 2-pt layup from 1 ft,,22,19
96,1,0:26.0,,Offensive foul by K. Durant (drawn by J. Anderson),22,19
97,1,0:26.0,,Turnover by K. Durant (offensive foul),22,19
98,1,0:26.0,Technical foul by Team,,22,19
99,1,0:26.0,,K. Durant makes technical free throw,22,20
100,1,0:08.0,Personal foul by N. Collison,,22,20
101,1,0:02.0,R. Felton makes 2-pt jump shot from 14 ft,,24,20
102,2,11:46.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Harris),,26,20
103,2,11:23.0,,K. Durant misses 2-pt jump shot from 5 ft,26,20
104,2,11:23.0,Defensive rebound by J. Anderson,,26,20
105,2,11:03.0,D. Williams misses 3-pt jump shot from 23 ft,,26,20
106,2,11:02.0,,Defensive rebound by E. Freedom,26,20
107,2,10:51.0,,K. Durant misses 3-pt jump shot from 24 ft,26,20
108,2,10:51.0,,Offensive rebound by R. Foye,26,20
109,2,10:46.0,Offensive charge foul by D. Waiters (drawn by S. Mejri),,26,20
110,2,10:46.0,,Turnover by D. Waiters (offensive foul),26,20
111,2,10:31.0,D. Williams misses 2-pt layup from 3 ft,,26,20
112,2,10:29.0,Offensive rebound by S. Mejri,,26,20
113,2,10:29.0,S. Mejri misses 2-pt layup from 2 ft,,26,20
114,2,10:29.0,,Defensive rebound by K. Durant,26,20
115,2,10:20.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Foye),26,23
116,2,9:58.0,Turnover by D. Nowitzki (lost ball; steal by N. Collison),,26,23
117,2,9:52.0,Offensive charge foul by K. Durant (drawn by S. Mejri),,26,23
118,2,9:52.0,,Turnover by K. Durant (offensive foul),26,23
119,2,9:52.0,,S. Ibaka enters the game for N. Collison,26,23
120,2,9:31.0,D. Williams misses 2-pt jump shot from 9 ft,,26,23
121,2,9:31.0,,Defensive rebound by K. Durant,26,23
122,2,9:08.0,,Turnover by K. Durant (lost ball; steal by D. Williams),26,23
123,2,9:03.0,J. Anderson makes 2-pt dunk at rim (assist by D. Williams),,28,23
124,2,9:02.0,,Oklahoma City full timeout,28,23
125,2,9:02.0,,R. Westbrook enters the game for D. Waiters,28,23
126,2,8:55.0,,E. Freedom misses 2-pt jump shot from 6 ft,28,23
127,2,8:54.0,,Offensive rebound by R. Westbrook,28,23
128,2,8:54.0,,R. Westbrook makes 2-pt layup from 1 ft,28,25
129,2,8:36.0,Shooting foul by E. Freedom (drawn by D. Harris),,28,25
130,2,8:36.0,D. Harris misses free throw 1 of 2,,28,25
131,2,8:36.0,Offensive rebound by Team,,28,25
132,2,8:36.0,D. Harris misses free throw 2 of 2,,28,25
133,2,8:35.0,Offensive rebound by J. Anderson,,28,25
