,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MIAMI_ACTION,NEW YORK_SCORE,MIAMI_SCORE
0,1,11:40.0,,Shooting foul by C. Anthony (drawn by L. Deng),0,0
1,1,11:40.0,,L. Deng makes 2-pt hook shot from 9 ft,0,2
2,1,11:40.0,,L. Deng makes free throw 1 of 1,0,3
3,1,11:24.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,0,3
4,1,11:23.0,,Defensive rebound by D. Wade,0,3
5,1,11:06.0,,L. Deng misses 3-pt jump shot from 24 ft,0,3
6,1,11:05.0,Defensive rebound by K. Porziņģis,,0,3
7,1,10:42.0,R. Lopez makes 2-pt hook shot from 5 ft,,2,3
8,1,10:20.0,,H. Whiteside misses 2-pt jump shot from 13 ft,2,3
9,1,10:19.0,Defensive rebound by K. Porziņģis,,2,3
10,1,10:09.0,J. Calderón makes 2-pt jump shot from 9 ft,,4,3
11,1,9:50.0,,C. Bosh misses 2-pt jump shot from 17 ft,4,3
12,1,9:49.0,Defensive rebound by J. Calderón,,4,3
13,1,9:41.0,J. Calderón misses 2-pt jump shot from 15 ft,,4,3
14,1,9:40.0,,Defensive rebound by Team,4,3
15,1,9:40.0,Loose ball foul by K. Porziņģis (drawn by H. Whiteside),,4,3
16,1,9:17.0,,G. Dragić misses 2-pt jump shot from 14 ft,4,3
17,1,9:16.0,,Offensive rebound by L. Deng,4,3
18,1,9:10.0,,C. Bosh misses 3-pt jump shot from 24 ft,4,3
19,1,9:09.0,,Offensive rebound by G. Dragić,4,3
20,1,8:57.0,,D. Wade makes 2-pt jump shot from 20 ft,4,5
21,1,8:42.0,A. Afflalo makes 2-pt jump shot from 14 ft (assist by K. Porziņģis),,6,5
22,1,8:16.0,,Turnover by H. Whiteside (traveling),6,5
23,1,8:00.0,C. Anthony makes 2-pt jump shot from 12 ft (assist by R. Lopez),,8,5
24,1,7:46.0,,C. Bosh misses 2-pt jump shot from 19 ft,8,5
25,1,7:45.0,Defensive rebound by J. Calderón,,8,5
26,1,7:36.0,C. Anthony misses 2-pt jump shot from 19 ft,,8,5
27,1,7:35.0,Offensive rebound by R. Lopez,,8,5
28,1,7:34.0,R. Lopez makes 2-pt layup from 1 ft,,10,5
29,1,7:24.0,,Miami full timeout,10,5
30,1,7:11.0,,D. Wade misses 2-pt jump shot from 4 ft (block by R. Lopez),10,5
31,1,7:10.0,,Offensive rebound by D. Wade,10,5
32,1,7:09.0,,Shooting foul by R. Lopez (drawn by D. Wade),10,5
33,1,7:09.0,,D. Wade makes free throw 1 of 2,10,6
34,1,7:09.0,,D. Wade makes free throw 2 of 2,10,7
35,1,6:55.0,A. Afflalo misses 3-pt jump shot from 24 ft,,10,7
36,1,6:54.0,,Defensive rebound by L. Deng,10,7
37,1,6:36.0,,Turnover by H. Whiteside (offensive goaltending),10,7
38,1,6:15.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Calderón),,13,7
39,1,6:03.0,,H. Whiteside makes 2-pt dunk at rim (assist by C. Bosh),13,9
40,1,5:43.0,R. Lopez misses 2-pt hook shot from 4 ft,,13,9
41,1,5:42.0,,Defensive rebound by H. Whiteside,13,9
42,1,5:25.0,,D. Wade makes 2-pt layup from 2 ft,13,11
43,1,5:09.0,Personal foul by L. Deng (drawn by C. Anthony),,13,11
44,1,5:09.0,,J. Winslow enters the game for C. Bosh,13,11
45,1,5:09.0,L. Thomas enters the game for K. Porziņģis,,13,11
46,1,4:52.0,L. Thomas misses 2-pt jump shot from 5 ft (block by H. Whiteside),,13,11
47,1,4:51.0,,Defensive rebound by H. Whiteside,13,11
48,1,4:40.0,,Turnover by D. Wade (bad pass; steal by A. Afflalo),13,11
49,1,4:36.0,Turnover by A. Afflalo (bad pass),,13,11
50,1,4:21.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by H. Whiteside),13,13
51,1,4:06.0,Shooting foul by J. Winslow (drawn by C. Anthony),,13,13
52,1,4:06.0,C. Anthony makes free throw 1 of 2,,14,13
53,1,4:06.0,L. Galloway enters the game for J. Calderón,,14,13
54,1,4:06.0,C. Anthony makes free throw 2 of 2,,15,13
55,1,3:45.0,,L. Deng makes 2-pt jump shot from 13 ft,15,15
56,1,3:28.0,,T. Johnson enters the game for D. Wade,15,15
57,1,3:28.0,J. Grant enters the game for A. Afflalo,,15,15
58,1,3:17.0,L. Thomas makes 2-pt jump shot from 20 ft (assist by J. Grant),,17,15
59,1,3:02.0,,G. Dragić misses 3-pt jump shot from 24 ft,17,15
60,1,3:01.0,Defensive rebound by L. Galloway,,17,15
61,1,2:57.0,L. Galloway makes 2-pt jump shot from 7 ft,,19,15
62,1,2:57.0,Shooting foul by T. Johnson (drawn by L. Galloway),,19,15
63,1,2:57.0,New York full timeout,,19,15
64,1,2:57.0,L. Galloway makes free throw 1 of 1,,20,15
65,1,2:38.0,,L. Deng misses 2-pt jump shot from 8 ft,20,15
66,1,2:37.0,,Offensive rebound by H. Whiteside,20,15
67,1,2:32.0,,Turnover by H. Whiteside (bad pass; steal by L. Galloway),20,15
68,1,2:27.0,J. Grant makes 2-pt layup from 3 ft (assist by L. Galloway),,22,15
69,1,2:08.0,Violation by L. Thomas (kicked ball),,22,15
70,1,2:08.0,D. Williams enters the game for C. Anthony,,22,15
71,1,2:08.0,K. Porziņģis enters the game for R. Lopez,,22,15
72,1,2:08.0,,C. Bosh enters the game for L. Deng,22,15
73,1,2:08.0,,G. Green enters the game for H. Whiteside,22,15
74,1,1:54.0,,G. Green misses 2-pt jump shot from 15 ft,22,15
75,1,1:53.0,Defensive rebound by L. Galloway,,22,15
76,1,1:43.0,D. Williams misses 2-pt layup from 2 ft (block by C. Bosh),,22,15
77,1,1:42.0,,Defensive rebound by T. Johnson,22,15
78,1,1:27.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by G. Dragić),22,17
79,1,1:12.0,Turnover by L. Thomas (step out of bounds),,22,17
80,1,1:12.0,,B. Udrih enters the game for G. Dragić,22,17
81,1,1:02.0,,Shooting foul by K. Porziņģis (drawn by C. Bosh),22,17
82,1,1:02.0,,C. Bosh makes free throw 1 of 2,22,18
83,1,1:02.0,K. O'Quinn enters the game for K. Porziņģis,,22,18
84,1,1:02.0,,C. Bosh makes free throw 2 of 2,22,19
85,1,0:46.0,K. O'Quinn misses 2-pt layup from 1 ft (block by J. Winslow),,22,19
86,1,0:45.0,,Defensive rebound by C. Bosh,22,19
87,1,0:37.0,,T. Johnson makes 2-pt layup from 2 ft,22,21
88,1,0:13.0,J. Grant misses 2-pt jump shot from 16 ft,,22,21
89,1,0:12.0,Offensive rebound by L. Thomas,,22,21
90,1,0:01.0,J. Grant misses 2-pt layup from 1 ft (block by G. Green),,22,21
91,1,0:00.0,Offensive rebound by Team,,22,21
92,2,11:39.0,J. Grant misses 2-pt jump shot from 7 ft,,22,21
93,2,11:38.0,,Defensive rebound by C. Bosh,22,21
94,2,11:25.0,,Personal foul by J. Grant (drawn by B. Udrih),22,21
95,2,11:22.0,,Personal foul by K. O'Quinn (drawn by C. Bosh),22,21
96,2,11:17.0,,Turnover by B. Udrih (traveling),22,21
97,2,10:59.0,K. O'Quinn makes 2-pt dunk at rim (assist by L. Galloway),,24,21
98,2,10:45.0,,B. Udrih misses 3-pt jump shot from 25 ft,24,21
99,2,10:44.0,Defensive rebound by D. Williams,,24,21
100,2,10:26.0,A. Afflalo misses 2-pt jump shot from 19 ft,,24,21
101,2,10:25.0,,Defensive rebound by J. Winslow,24,21
102,2,10:12.0,,C. Bosh makes 2-pt hook shot from 4 ft,24,23
103,2,9:58.0,Offensive foul by A. Afflalo (drawn by T. Johnson),,24,23
104,2,9:58.0,Turnover by A. Afflalo (offensive foul),,24,23
105,2,9:45.0,,C. Bosh makes 2-pt jump shot from 13 ft (assist by B. Udrih),24,25
106,2,9:35.0,Turnover by K. O'Quinn (bad pass),,24,25
107,2,9:21.0,,T. Johnson makes 2-pt layup from 2 ft,24,27
108,2,9:10.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,24,27
109,2,9:09.0,,Defensive rebound by B. Udrih,24,27
110,2,8:55.0,,C. Bosh misses 2-pt jump shot from 12 ft,24,27
111,2,8:53.0,,Offensive rebound by J. Winslow,24,27
112,2,8:47.0,,B. Udrih misses 2-pt jump shot from 12 ft,24,27
113,2,8:46.0,Defensive rebound by D. Williams,,24,27
114,2,8:32.0,L. Galloway misses 3-pt jump shot from 25 ft,,24,27
115,2,8:31.0,,Defensive rebound by C. Bosh,24,27
116,2,8:24.0,,J. Winslow misses 2-pt layup from 2 ft,24,27
117,2,8:23.0,Defensive rebound by J. Grant,,24,27
