,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
0,1,11:47.0,,T. Gibson misses 2-pt layup at rim (block by O. Mayo),0,0
1,1,11:44.0,,Offensive rebound by Team,0,0
2,1,11:39.0,,P. Gasol makes 2-pt jump shot from 11 ft,0,2
3,1,11:26.0,Offensive foul by O. Mayo (drawn by T. Gibson),,0,2
4,1,11:26.0,Turnover by O. Mayo (offensive foul),,0,2
5,1,11:09.0,,D. Rose misses 3-pt jump shot from 25 ft,0,2
6,1,11:08.0,Defensive rebound by M. Plumlee,,0,2
7,1,10:52.0,M. Plumlee misses 2-pt layup from 2 ft,,0,2
8,1,10:52.0,,Defensive rebound by P. Gasol,0,2
9,1,10:44.0,,D. Rose makes 2-pt layup from 2 ft (assist by M. Dunleavy),0,4
10,1,10:33.0,J. Parker misses 2-pt jump shot from 21 ft,,0,4
11,1,10:33.0,Offensive rebound by M. Plumlee,,0,4
12,1,10:23.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. Gasol),,0,4
13,1,10:21.0,,Defensive rebound by M. Dunleavy,0,4
14,1,10:12.0,,P. Gasol misses 3-pt jump shot from 24 ft,0,4
15,1,10:09.0,Defensive rebound by J. Parker,,0,4
16,1,9:46.0,K. Middleton misses 2-pt layup from 2 ft,,0,4
17,1,9:43.0,Offensive rebound by J. Parker,,0,4
18,1,9:43.0,J. Parker misses 2-pt layup from 1 ft,,0,4
19,1,9:43.0,Offensive rebound by M. Plumlee,,0,4
20,1,9:34.0,K. Middleton misses 2-pt jump shot from 12 ft,,0,4
21,1,9:33.0,,Defensive rebound by P. Gasol,0,4
22,1,9:28.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by D. Rose),0,7
23,1,9:09.0,J. Parker makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),,2,7
24,1,8:54.0,,Turnover by T. Gibson (traveling),2,7
25,1,8:38.0,G. Antetokounmpo makes 2-pt dunk at rim,,4,7
26,1,8:23.0,,E. Moore misses 3-pt jump shot from 22 ft,4,7
27,1,8:22.0,Defensive rebound by G. Antetokounmpo,,4,7
28,1,8:09.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft,,6,7
29,1,7:59.0,,P. Gasol misses 2-pt jump shot from 19 ft,6,7
30,1,7:58.0,Defensive rebound by K. Middleton,,6,7
31,1,7:51.0,K. Middleton makes 2-pt jump shot from 6 ft,,8,7
32,1,7:33.0,,Turnover by D. Rose (bad pass; steal by K. Middleton),8,7
33,1,7:21.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,10,7
34,1,6:49.0,,E. Moore misses 3-pt jump shot from 23 ft,10,7
35,1,6:48.0,,Offensive rebound by T. Gibson,10,7
36,1,6:36.0,,T. Gibson makes 2-pt jump shot from 10 ft (assist by D. Rose),10,9
37,1,6:12.0,J. Parker misses 2-pt jump shot from 21 ft,,10,9
38,1,6:12.0,,Defensive rebound by P. Gasol,10,9
39,1,6:01.0,,T. Gibson makes 2-pt hook shot from 2 ft (assist by P. Gasol),10,11
40,1,5:47.0,K. Middleton misses 2-pt jump shot from 22 ft,,10,11
41,1,5:46.0,Offensive rebound by O. Mayo,,10,11
42,1,5:42.0,J. Parker misses 2-pt layup from 1 ft,,10,11
43,1,5:40.0,Offensive rebound by M. Plumlee,,10,11
44,1,5:37.0,Shooting foul by M. Dunleavy (drawn by M. Plumlee),,10,11
45,1,5:37.0,,Chicago full timeout,10,11
46,1,5:37.0,J. Bayless enters the game for O. Mayo,,10,11
47,1,5:37.0,M. Plumlee misses free throw 1 of 2,,10,11
48,1,5:37.0,Offensive rebound by Team,,10,11
49,1,5:37.0,M. Plumlee misses free throw 2 of 2,,10,11
50,1,5:37.0,,Defensive rebound by E. Moore,10,11
51,1,5:25.0,,M. Dunleavy makes 2-pt jump shot from 17 ft (assist by P. Gasol),10,13
52,1,5:07.0,Turnover by G. Antetokounmpo (bad pass),,10,13
53,1,4:48.0,Violation by J. Parker (def goaltending),,10,13
54,1,4:48.0,,T. Gibson makes 2-pt hook shot from 2 ft (assist by P. Gasol),10,15
55,1,4:32.0,J. Parker misses 2-pt jump shot from 13 ft,,10,15
56,1,4:31.0,Offensive rebound by M. Plumlee,,10,15
57,1,4:29.0,M. Plumlee misses 2-pt hook shot from 3 ft,,10,15
58,1,4:28.0,,Defensive rebound by P. Gasol,10,15
59,1,4:22.0,,D. Rose misses 2-pt layup from 2 ft,10,15
