,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
166,2,3:36.0,,Defensive rebound by L. James,59,34
167,2,3:32.0,,Shooting foul by S. Curry (drawn by J. Smith),59,34
168,2,3:32.0,,J. Smith misses free throw 1 of 2,59,34
169,2,3:32.0,,Offensive rebound by Team,59,34
170,2,3:32.0,,I. Shumpert enters the game for R. Jefferson,59,34
171,2,3:32.0,,M. Dellavedova enters the game for K. Irving,59,34
172,2,3:32.0,Golden State full timeout,,59,34
173,2,3:32.0,I. Clark enters the game for S. Curry,,59,34
174,2,3:32.0,H. Barnes enters the game for S. Livingston,,59,34
175,2,3:32.0,,J. Smith makes free throw 2 of 2,59,35
176,2,3:17.0,Shooting foul by T. Thompson (drawn by K. Thompson),,59,35
177,2,3:17.0,K. Thompson makes free throw 1 of 2,,60,35
178,2,3:17.0,K. Thompson makes free throw 2 of 2,,61,35
179,2,2:58.0,,J. Smith misses 2-pt jump shot from 14 ft,61,35
180,2,2:58.0,,Offensive rebound by L. James,61,35
181,2,2:56.0,,L. James misses 2-pt layup from 2 ft,61,35
182,2,2:55.0,Defensive rebound by D. Green,,61,35
183,2,2:48.0,I. Clark makes 3-pt jump shot from 22 ft (assist by A. Iguodala),,64,35
184,2,2:21.0,,Shooting foul by D. Green (drawn by T. Thompson),64,35
185,2,2:21.0,,T. Thompson makes free throw 1 of 2,64,36
186,2,2:21.0,,T. Thompson makes free throw 2 of 2,64,37
187,2,2:07.0,Shooting foul by T. Thompson (drawn by D. Green),,64,37
188,2,2:07.0,D. Green misses free throw 1 of 2,,64,37
189,2,2:07.0,Offensive rebound by Team,,64,37
190,2,2:07.0,,K. Love enters the game for T. Thompson,64,37
191,2,2:07.0,D. Green makes free throw 2 of 2,,65,37
192,2,1:52.0,,Turnover by I. Shumpert (bad pass; steal by K. Thompson),65,37
193,2,1:47.0,Turnover by K. Thompson (bad pass),,65,37
194,2,1:25.0,,L. James misses 2-pt jump shot from 7 ft,65,37
195,2,1:24.0,Defensive rebound by I. Clark,,65,37
196,2,1:16.0,Personal foul by K. Love (drawn by K. Thompson),,65,37
197,2,1:16.0,K. Thompson makes free throw 1 of 2,,66,37
198,2,1:16.0,K. Thompson makes free throw 2 of 2,,67,37
199,2,1:06.0,,Shooting foul by D. Green (drawn by J. Smith),67,37
200,2,1:06.0,,J. Smith misses free throw 1 of 2,67,37
201,2,1:06.0,,Offensive rebound by Team,67,37
202,2,1:06.0,,J. Smith misses free throw 2 of 2,67,37
203,2,1:05.0,Defensive rebound by D. Green,,67,37
204,2,0:50.0,I. Clark misses 3-pt jump shot from 27 ft,,67,37
205,2,0:49.0,,Defensive rebound by K. Love,67,37
206,2,0:41.0,,K. Love makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),67,40
207,2,0:30.0,D. Green makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,70,40
208,2,0:22.0,,J. Smith makes 2-pt jump shot from 4 ft,70,42
209,2,0:15.0,Turnover by A. Iguodala (lost ball),,70,42
210,2,0:15.0,Golden State full timeout,,70,42
211,2,0:15.0,S. Livingston enters the game for D. Green,,70,42
212,2,0:03.0,,L. James makes 2-pt layup from 1 ft,70,44
213,2,0:00.0,K. Thompson misses 3-pt jump shot from 63 ft,,70,44
214,2,0:00.0,Offensive rebound by Team,,70,44
215,3,11:52.0,,Turnover by J. Smith (lost ball),70,44
216,3,11:37.0,K. Thompson makes 2-pt layup at rim (assist by S. Curry),,72,44
217,3,11:26.0,,K. Love misses 3-pt jump shot from 24 ft,72,44
218,3,11:26.0,Defensive rebound by Team,,72,44
219,3,11:13.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Curry),,74,44
220,3,11:03.0,,Personal foul by K. Thompson (drawn by J. Smith),74,44
221,3,10:46.0,,J. Smith misses 2-pt jump shot from 18 ft,74,44
222,3,10:45.0,Defensive rebound by A. Bogut,,74,44
223,3,10:41.0,Flagrant foul type 1 by J. Smith (drawn by H. Barnes),,74,44
224,3,10:41.0,,I. Shumpert enters the game for J. Smith,74,44
225,3,10:41.0,H. Barnes makes flagrant free throw 1 of 2,,75,44
226,3,10:41.0,H. Barnes makes flagrant free throw 2 of 2,,76,44
227,3,10:33.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,79,44
228,3,10:12.0,,Personal foul by A. Bogut (drawn by T. Mozgov),79,44
229,3,9:57.0,,L. James misses 3-pt jump shot from 24 ft,79,44
230,3,9:57.0,,Offensive rebound by K. Irving,79,44
231,3,9:53.0,,Turnover by K. Irving (bad pass; steal by S. Curry),79,44
232,3,9:47.0,K. Thompson misses 3-pt jump shot from 26 ft,,79,44
233,3,9:45.0,Offensive rebound by S. Curry,,79,44
234,3,9:42.0,S. Curry misses 3-pt jump shot from 25 ft,,79,44
235,3,9:42.0,,Defensive rebound by Team,79,44
236,3,9:28.0,,Turnover by T. Mozgov (lost ball),79,44
237,3,9:16.0,Personal foul by T. Mozgov (drawn by D. Green),,79,44
238,3,9:00.0,D. Green misses 3-pt jump shot from 28 ft,,79,44
239,3,9:00.0,,Defensive rebound by I. Shumpert,79,44
240,3,8:53.0,,L. James misses 3-pt jump shot from 26 ft,79,44
241,3,8:51.0,Defensive rebound by A. Bogut,,79,44
242,3,8:45.0,D. Green misses 2-pt jump shot from 4 ft (block by K. Love),,79,44
243,3,8:44.0,,Defensive rebound by I. Shumpert,79,44
244,3,8:32.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by K. Love),79,47
245,3,8:32.0,Golden State full timeout,,79,47
246,3,8:16.0,A. Bogut makes 2-pt layup at rim (assist by D. Green),,81,47
247,3,7:52.0,,K. Irving makes 2-pt jump shot from 15 ft,81,49
248,3,7:37.0,,Violation by T. Mozgov (def goaltending),81,49
249,3,7:37.0,D. Green makes 2-pt jump shot from 5 ft,,83,49
250,3,7:19.0,,I. Shumpert makes 2-pt layup at rim,83,51
251,3,7:06.0,Shooting foul by T. Mozgov (drawn by D. Green),,83,51
252,3,7:06.0,D. Green makes free throw 1 of 2,,84,51
253,3,7:06.0,D. Green misses free throw 2 of 2,,84,51
254,3,7:05.0,Offensive rebound by D. Green,,84,51
255,3,6:58.0,S. Curry misses 3-pt jump shot from 26 ft,,84,51
256,3,6:58.0,,Defensive rebound by K. Love,84,51
257,3,6:51.0,,Personal foul by A. Bogut (drawn by K. Irving),84,51
258,3,6:39.0,,T. Mozgov misses 2-pt layup at rim,84,51
259,3,6:39.0,,Offensive rebound by T. Mozgov,84,51
260,3,6:32.0,,K. Irving misses 3-pt jump shot from 26 ft,84,51
261,3,6:32.0,Defensive rebound by A. Bogut,,84,51
262,3,6:24.0,D. Green misses 2-pt layup from 1 ft (block by T. Mozgov),,84,51
263,3,6:22.0,Offensive rebound by S. Curry,,84,51
264,3,6:18.0,H. Barnes misses 3-pt jump shot from 25 ft,,84,51
265,3,6:18.0,Offensive rebound by D. Green,,84,51
266,3,6:18.0,Personal foul by I. Shumpert (drawn by D. Green),,84,51
267,3,6:07.0,A. Bogut misses 2-pt jump shot from 8 ft,,84,51
268,3,6:07.0,,Defensive rebound by L. James,84,51
269,3,5:54.0,,Personal foul by A. Bogut (drawn by L. James),84,51
270,3,5:54.0,A. Iguodala enters the game for H. Barnes,,84,51
271,3,5:42.0,,T. Mozgov misses 2-pt dunk at rim,84,51
272,3,5:40.0,Defensive rebound by S. Curry,,84,51
273,3,5:30.0,A. Iguodala misses 3-pt jump shot from 22 ft,,84,51
274,3,5:29.0,,Defensive rebound by K. Love,84,51
275,3,5:22.0,,Def 3 sec tech foul by A. Bogut,84,51
276,3,5:22.0,,K. Irving makes technical free throw,84,52
277,3,5:22.0,,Cleveland full timeout,84,52
278,3,5:22.0,,J. Jones enters the game for K. Love,84,52
279,3,5:22.0,,T. Thompson enters the game for T. Mozgov,84,52
280,3,5:17.0,,Offensive foul by J. Jones (drawn by D. Green),84,52
281,3,5:17.0,,Turnover by J. Jones (offensive foul),84,52
282,3,5:04.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,87,52
283,3,4:43.0,,I. Shumpert misses 3-pt jump shot from 24 ft,87,52
284,3,4:43.0,,Offensive rebound by T. Thompson,87,52
285,3,4:40.0,,T. Thompson misses 2-pt layup from 1 ft,87,52
286,3,4:36.0,Defensive rebound by S. Curry,,87,52
287,3,4:33.0,S. Curry misses 3-pt jump shot from 28 ft,,87,52
288,3,4:32.0,,Defensive rebound by K. Irving,87,52
289,3,4:25.0,,L. James makes 2-pt layup from 2 ft,87,54
290,3,4:09.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,89,54
291,3,3:54.0,,J. Jones makes 2-pt jump shot from 10 ft (assist by K. Irving),89,56
292,3,3:54.0,,Shooting foul by K. Thompson (drawn by J. Jones),89,56
293,3,3:54.0,,M. Dellavedova enters the game for K. Irving,89,56
294,3,3:54.0,F. Ezeli enters the game for A. Bogut,,89,56
295,3,3:54.0,L. Barbosa enters the game for K. Thompson,,89,56
296,3,3:54.0,,J. Jones makes free throw 1 of 1,89,57
297,3,3:45.0,Personal foul by J. Jones (drawn by S. Curry),,89,57
298,3,3:45.0,S. Curry makes free throw 1 of 2,,90,57
299,3,3:45.0,S. Curry makes free throw 2 of 2,,91,57
300,3,3:35.0,,Shooting foul by F. Ezeli (drawn by L. James),91,57
301,3,3:35.0,,Technical foul by L. James,91,57
302,3,3:35.0,S. Curry makes technical free throw,,92,57
303,3,3:35.0,,L. James makes free throw 1 of 2,92,58
304,3,3:35.0,,L. James makes free throw 2 of 2,92,59
305,3,3:21.0,D. Green makes 2-pt layup from 1 ft,,94,59
306,3,2:56.0,,I. Shumpert misses 2-pt jump shot from 18 ft,94,59
307,3,2:56.0,Defensive rebound by A. Iguodala,,94,59
308,3,2:53.0,Shooting foul by I. Shumpert (drawn by A. Iguodala),,94,59
309,3,2:53.0,A. Iguodala makes free throw 1 of 2,,95,59
310,3,2:53.0,A. Iguodala makes free throw 2 of 2,,96,59
311,3,2:27.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by L. James),96,62
312,3,2:11.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),,99,62
313,3,1:54.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,99,62
314,3,1:53.0,Defensive rebound by L. Barbosa,,99,62
315,3,1:50.0,L. Barbosa misses 2-pt layup from 2 ft (block by L. James),,99,62
316,3,1:49.0,Offensive rebound by Team,,99,62
317,3,1:32.0,L. Barbosa misses 3-pt jump shot from 23 ft,,99,62
318,3,1:31.0,Offensive rebound by A. Iguodala,,99,62
319,3,1:15.0,L. Barbosa makes 2-pt jump shot from 19 ft,,101,62
320,3,0:55.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),101,64
321,3,0:42.0,S. Curry makes 3-pt jump shot from 25 ft,,104,64
322,3,0:30.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),104,67
323,3,0:12.0,S. Curry misses 3-pt jump shot from 25 ft,,104,67
324,3,0:12.0,,Defensive rebound by T. Thompson,104,67
325,3,0:06.0,,Offensive foul by I. Shumpert (drawn by D. Green),104,67
326,3,0:06.0,,Turnover by I. Shumpert (offensive foul),104,67
327,3,0:00.0,L. Barbosa misses 3-pt jump shot from 26 ft,,104,67
328,3,0:00.0,Offensive rebound by Team,,104,67
329,4,11:48.0,Personal foul by I. Shumpert (drawn by A. Iguodala),,104,67
330,4,11:42.0,Shooting foul by J. Cunningham (drawn by L. Barbosa),,104,67
331,4,11:42.0,L. Barbosa makes free throw 1 of 2,,105,67
332,4,11:42.0,L. Barbosa makes free throw 2 of 2,,106,67
333,4,11:29.0,,I. Shumpert makes 2-pt jump shot from 14 ft (assist by M. Dellavedova),106,69
334,4,11:10.0,A. Iguodala makes 3-pt jump shot from 24 ft,,109,69
335,4,10:54.0,,Turnover by I. Shumpert (back court),109,69
336,4,10:42.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by L. Barbosa),,112,69
337,4,10:42.0,,Cleveland full timeout,112,69
338,4,10:26.0,,M. Dellavedova makes 2-pt jump shot from 22 ft (assist by J. Cunningham),112,71
339,4,10:09.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by S. Livingston),,114,71
340,4,9:46.0,,Turnover by A. Varejão (bad pass),114,71
341,4,9:46.0,B. Rush enters the game for A. Iguodala,,114,71
342,4,9:31.0,Personal foul by A. Varejão (drawn by F. Ezeli),,114,71
343,4,9:31.0,,Personal foul by F. Ezeli,114,71
344,4,9:19.0,Turnover by F. Ezeli (lost ball; steal by A. Varejão),,114,71
345,4,9:16.0,,Personal foul by F. Ezeli (drawn by A. Varejão),114,71
346,4,9:16.0,M. Speights enters the game for F. Ezeli,,114,71
347,4,9:08.0,,M. Dellavedova misses 2-pt jump shot from 15 ft,114,71
348,4,9:07.0,Defensive rebound by M. Speights,,114,71
349,4,8:59.0,H. Barnes misses 3-pt jump shot from 23 ft,,114,71
350,4,8:59.0,,Defensive rebound by R. Jefferson,114,71
351,4,8:53.0,,Shooting foul by B. Rush (drawn by I. Shumpert),114,71
352,4,8:53.0,Official timeout,,114,71
353,4,8:53.0,I. Clark enters the game for L. Barbosa,,114,71
354,4,8:53.0,,I. Shumpert makes free throw 1 of 2,114,72
355,4,8:53.0,,I. Shumpert misses free throw 2 of 2,114,72
356,4,8:51.0,,Offensive rebound by J. Cunningham,114,72
357,4,8:38.0,,J. Cunningham makes 2-pt dunk at rim (assist by M. Dellavedova),114,74
358,4,8:18.0,M. Speights misses 2-pt jump shot from 17 ft,,114,74
359,4,8:17.0,,Defensive rebound by R. Jefferson,114,74
360,4,8:08.0,,I. Shumpert makes 2-pt layup at rim,114,76
361,4,8:08.0,,Shooting foul by H. Barnes (drawn by I. Shumpert),114,76
362,4,8:08.0,,I. Shumpert makes free throw 1 of 1,114,77
363,4,7:46.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by I. Clark),,117,77
364,4,7:26.0,,J. Cunningham makes 2-pt layup from 1 ft (assist by A. Varejão),117,79
365,4,7:15.0,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Livingston),,119,79
366,4,6:56.0,,M. Dellavedova makes 3-pt jump shot from 25 ft,119,82
367,4,6:44.0,Turnover by H. Barnes (bad pass),,119,82
368,4,6:44.0,J. Thompson enters the game for H. Barnes,,119,82
369,4,6:44.0,,Cleveland full timeout,119,82
370,4,6:33.0,,Shooting foul by J. Thompson (drawn by R. Jefferson),119,82
371,4,6:33.0,,R. Jefferson makes free throw 1 of 2,119,83
372,4,6:33.0,,R. Jefferson makes free throw 2 of 2,119,84
373,4,6:21.0,M. Speights misses 2-pt jump shot from 15 ft,,119,84
374,4,6:21.0,,Defensive rebound by Team,119,84
375,4,6:00.0,,A. Varejão misses 2-pt jump shot from 7 ft,119,84
376,4,5:59.0,Defensive rebound by J. Thompson,,119,84
377,4,5:51.0,Personal foul by I. Shumpert (drawn by J. Thompson),,119,84
378,4,5:51.0,L. Barbosa enters the game for S. Livingston,,119,84
379,4,5:51.0,,J. Jones enters the game for I. Shumpert,119,84
380,4,5:43.0,Shooting foul by J. Jones (drawn by M. Speights),,119,84
381,4,5:43.0,M. Speights makes free throw 1 of 2,,120,84
382,4,5:43.0,M. Speights makes free throw 2 of 2,,121,84
383,4,5:34.0,,Personal foul by J. Thompson (drawn by A. Varejão),121,84
384,4,5:34.0,,A. Varejão makes free throw 1 of 2,121,85
385,4,5:34.0,,A. Varejão misses free throw 2 of 2,121,85
386,4,5:32.0,Defensive rebound by B. Rush,,121,85
387,4,5:19.0,I. Clark misses 2-pt jump shot from 14 ft,,121,85
388,4,5:19.0,,Defensive rebound by R. Jefferson,121,85
389,4,5:08.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by A. Varejão),121,88
